game,2012,15,20121216,201212160nwe,sfo,"San Francisco 49ers",41,nwe,"New England Patriots",34
player,201212160nwe,nwe,LoveKy00,sacks,0.0,,,,,
player,201212160nwe,nwe,LoveKy00,tackles_combined,3,,,,,
player,201212160nwe,nwe,LoveKy00,tackles_solo,1,,,,,
player,201212160nwe,nwe,LoveKy00,tackles_assists,2,,,,,
player,201212160nwe,nwe,LoveKy00,tackles_loss,0,,,,,
player,201212160nwe,nwe,LoveKy00,qb_hits,0,,,,,
player,201212160nwe,nwe,LoveKy00,fumbles_rec,0,,,,,
player,201212160nwe,nwe,LoveKy00,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,LoveKy00,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,LoveKy00,fumbles_forced,0,,,,,
player,201212160nwe,nwe,SlatMa00,def_int,0,,,,,
player,201212160nwe,nwe,SlatMa00,def_int_yds,0,,,,,
player,201212160nwe,nwe,SlatMa00,def_int_td,0,,,,,
player,201212160nwe,nwe,SlatMa00,def_int_long,0,,,,,
player,201212160nwe,nwe,SlatMa00,pass_defended,0,,,,,
player,201212160nwe,nwe,SlatMa00,sacks,0.0,,,,,
player,201212160nwe,nwe,SlatMa00,tackles_combined,3,,,,,
player,201212160nwe,nwe,SlatMa00,tackles_solo,2,,,,,
player,201212160nwe,nwe,SlatMa00,tackles_assists,1,,,,,
player,201212160nwe,nwe,SlatMa00,tackles_loss,0,,,,,
player,201212160nwe,nwe,SlatMa00,qb_hits,0,,,,,
player,201212160nwe,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201212160nwe,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201212160nwe,nwe,WilfVi20,def_int,0,,,,,
player,201212160nwe,nwe,WilfVi20,def_int_yds,0,,,,,
player,201212160nwe,nwe,WilfVi20,def_int_td,0,,,,,
player,201212160nwe,nwe,WilfVi20,def_int_long,0,,,,,
player,201212160nwe,nwe,WilfVi20,pass_defended,0,,,,,
player,201212160nwe,nwe,WilfVi20,sacks,0.0,,,,,
player,201212160nwe,nwe,WilfVi20,tackles_combined,3,,,,,
player,201212160nwe,nwe,WilfVi20,tackles_solo,0,,,,,
player,201212160nwe,nwe,WilfVi20,tackles_assists,3,,,,,
player,201212160nwe,nwe,WilfVi20,tackles_loss,0,,,,,
player,201212160nwe,nwe,WilfVi20,qb_hits,0,,,,,
player,201212160nwe,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201212160nwe,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201212160nwe,nwe,ArriKy00,def_int,0,,,,,
player,201212160nwe,nwe,ArriKy00,def_int_yds,0,,,,,
player,201212160nwe,nwe,ArriKy00,def_int_td,0,,,,,
player,201212160nwe,nwe,ArriKy00,def_int_long,0,,,,,
player,201212160nwe,nwe,ArriKy00,pass_defended,0,,,,,
player,201212160nwe,nwe,ArriKy00,sacks,0.0,,,,,
player,201212160nwe,nwe,ArriKy00,tackles_combined,2,,,,,
player,201212160nwe,nwe,ArriKy00,tackles_solo,2,,,,,
player,201212160nwe,nwe,ArriKy00,tackles_assists,0,,,,,
player,201212160nwe,nwe,ArriKy00,tackles_loss,0,,,,,
player,201212160nwe,nwe,ArriKy00,qb_hits,0,,,,,
player,201212160nwe,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201212160nwe,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201212160nwe,nwe,GregSt20,def_int,0,,,,,
player,201212160nwe,nwe,GregSt20,def_int_yds,0,,,,,
player,201212160nwe,nwe,GregSt20,def_int_td,0,,,,,
player,201212160nwe,nwe,GregSt20,def_int_long,0,,,,,
player,201212160nwe,nwe,GregSt20,pass_defended,1,,,,,
player,201212160nwe,nwe,GregSt20,sacks,0.0,,,,,
player,201212160nwe,nwe,GregSt20,tackles_combined,2,,,,,
player,201212160nwe,nwe,GregSt20,tackles_solo,1,,,,,
player,201212160nwe,nwe,GregSt20,tackles_assists,1,,,,,
player,201212160nwe,nwe,GregSt20,tackles_loss,0,,,,,
player,201212160nwe,nwe,GregSt20,qb_hits,0,,,,,
player,201212160nwe,nwe,GregSt20,fumbles_rec,0,,,,,
player,201212160nwe,nwe,GregSt20,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,GregSt20,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,GregSt20,fumbles_forced,1,,,,,
player,201212160nwe,nwe,JoneCh03,def_int,0,,,,,
player,201212160nwe,nwe,JoneCh03,def_int_yds,0,,,,,
player,201212160nwe,nwe,JoneCh03,def_int_td,0,,,,,
player,201212160nwe,nwe,JoneCh03,def_int_long,0,,,,,
player,201212160nwe,nwe,JoneCh03,pass_defended,0,,,,,
player,201212160nwe,nwe,JoneCh03,sacks,0.0,,,,,
player,201212160nwe,nwe,JoneCh03,tackles_combined,2,,,,,
player,201212160nwe,nwe,JoneCh03,tackles_solo,2,,,,,
player,201212160nwe,nwe,JoneCh03,tackles_assists,0,,,,,
player,201212160nwe,nwe,JoneCh03,tackles_loss,0,,,,,
player,201212160nwe,nwe,JoneCh03,qb_hits,0,,,,,
player,201212160nwe,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201212160nwe,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,JoneCh03,fumbles_forced,0,,,,,
player,201212160nwe,nwe,RiveMi00,def_int,0,,,,,
player,201212160nwe,nwe,RiveMi00,def_int_yds,0,,,,,
player,201212160nwe,nwe,RiveMi00,def_int_td,0,,,,,
player,201212160nwe,nwe,RiveMi00,def_int_long,0,,,,,
player,201212160nwe,nwe,RiveMi00,pass_defended,0,,,,,
player,201212160nwe,nwe,RiveMi00,sacks,0.0,,,,,
player,201212160nwe,nwe,RiveMi00,tackles_combined,2,,,,,
player,201212160nwe,nwe,RiveMi00,tackles_solo,2,,,,,
player,201212160nwe,nwe,RiveMi00,tackles_assists,0,,,,,
player,201212160nwe,nwe,RiveMi00,tackles_loss,0,,,,,
player,201212160nwe,nwe,RiveMi00,qb_hits,0,,,,,
player,201212160nwe,nwe,RiveMi00,fumbles_rec,0,,,,,
player,201212160nwe,nwe,RiveMi00,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,RiveMi00,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,RiveMi00,fumbles_forced,0,,,,,
player,201212160nwe,nwe,BoldBr00,def_int,0,,,,,
player,201212160nwe,nwe,BoldBr00,def_int_yds,0,,,,,
player,201212160nwe,nwe,BoldBr00,def_int_td,0,,,,,
player,201212160nwe,nwe,BoldBr00,def_int_long,0,,,,,
player,201212160nwe,nwe,BoldBr00,pass_defended,0,,,,,
player,201212160nwe,nwe,BoldBr00,sacks,0.0,,,,,
player,201212160nwe,nwe,BoldBr00,tackles_combined,1,,,,,
player,201212160nwe,nwe,BoldBr00,tackles_solo,1,,,,,
player,201212160nwe,nwe,BoldBr00,tackles_assists,0,,,,,
player,201212160nwe,nwe,BoldBr00,tackles_loss,0,,,,,
player,201212160nwe,nwe,BoldBr00,qb_hits,0,,,,,
player,201212160nwe,nwe,BoldBr00,fumbles_rec,0,,,,,
player,201212160nwe,nwe,BoldBr00,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,BoldBr00,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,BoldBr00,fumbles_forced,0,,,,,
player,201212160nwe,nwe,ColeMa01,def_int,0,,,,,
player,201212160nwe,nwe,ColeMa01,def_int_yds,0,,,,,
player,201212160nwe,nwe,ColeMa01,def_int_td,0,,,,,
player,201212160nwe,nwe,ColeMa01,def_int_long,0,,,,,
player,201212160nwe,nwe,ColeMa01,pass_defended,0,,,,,
player,201212160nwe,nwe,ColeMa01,sacks,0.0,,,,,
player,201212160nwe,nwe,ColeMa01,tackles_combined,1,,,,,
player,201212160nwe,nwe,ColeMa01,tackles_solo,1,,,,,
player,201212160nwe,nwe,ColeMa01,tackles_assists,0,,,,,
player,201212160nwe,nwe,ColeMa01,tackles_loss,0,,,,,
player,201212160nwe,nwe,ColeMa01,qb_hits,0,,,,,
player,201212160nwe,nwe,ColeMa01,fumbles_rec,0,,,,,
player,201212160nwe,nwe,ColeMa01,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,ColeMa01,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,ColeMa01,fumbles_forced,0,,,,,
player,201212160nwe,nwe,DeadBr99,def_int,0,,,,,
player,201212160nwe,nwe,DeadBr99,def_int_yds,0,,,,,
player,201212160nwe,nwe,DeadBr99,def_int_td,0,,,,,
player,201212160nwe,nwe,DeadBr99,def_int_long,0,,,,,
player,201212160nwe,nwe,DeadBr99,pass_defended,0,,,,,
player,201212160nwe,nwe,DeadBr99,sacks,0.0,,,,,
player,201212160nwe,nwe,DeadBr99,tackles_combined,1,,,,,
player,201212160nwe,nwe,DeadBr99,tackles_solo,0,,,,,
player,201212160nwe,nwe,DeadBr99,tackles_assists,1,,,,,
player,201212160nwe,nwe,DeadBr99,tackles_loss,0,,,,,
player,201212160nwe,nwe,DeadBr99,qb_hits,0,,,,,
player,201212160nwe,nwe,DeadBr99,fumbles_rec,0,,,,,
player,201212160nwe,nwe,DeadBr99,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,DeadBr99,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,DeadBr99,fumbles_forced,0,,,,,
player,201212160nwe,nwe,DennAl00,def_int,0,,,,,
player,201212160nwe,nwe,DennAl00,def_int_yds,0,,,,,
player,201212160nwe,nwe,DennAl00,def_int_td,0,,,,,
player,201212160nwe,nwe,DennAl00,def_int_long,0,,,,,
player,201212160nwe,nwe,DennAl00,pass_defended,0,,,,,
player,201212160nwe,nwe,DennAl00,sacks,0.0,,,,,
player,201212160nwe,nwe,DennAl00,tackles_combined,1,,,,,
player,201212160nwe,nwe,DennAl00,tackles_solo,1,,,,,
player,201212160nwe,nwe,DennAl00,tackles_assists,0,,,,,
player,201212160nwe,nwe,DennAl00,tackles_loss,0,,,,,
player,201212160nwe,nwe,DennAl00,qb_hits,0,,,,,
player,201212160nwe,nwe,DennAl00,fumbles_rec,0,,,,,
player,201212160nwe,nwe,DennAl00,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,DennAl00,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,DennAl00,fumbles_forced,0,,,,,
player,201212160nwe,nwe,EbneNa00,def_int,0,,,,,
player,201212160nwe,nwe,EbneNa00,def_int_yds,0,,,,,
player,201212160nwe,nwe,EbneNa00,def_int_td,0,,,,,
player,201212160nwe,nwe,EbneNa00,def_int_long,0,,,,,
player,201212160nwe,nwe,EbneNa00,pass_defended,0,,,,,
player,201212160nwe,nwe,EbneNa00,sacks,0.0,,,,,
player,201212160nwe,nwe,EbneNa00,tackles_combined,1,,,,,
player,201212160nwe,nwe,EbneNa00,tackles_solo,1,,,,,
player,201212160nwe,nwe,EbneNa00,tackles_assists,0,,,,,
player,201212160nwe,nwe,EbneNa00,tackles_loss,0,,,,,
player,201212160nwe,nwe,EbneNa00,qb_hits,0,,,,,
player,201212160nwe,nwe,EbneNa00,fumbles_rec,0,,,,,
player,201212160nwe,nwe,EbneNa00,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,EbneNa00,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,EbneNa00,fumbles_forced,0,,,,,
player,201212160nwe,nwe,HoomMi00,def_int,0,,,,,
player,201212160nwe,nwe,HoomMi00,def_int_yds,0,,,,,
player,201212160nwe,nwe,HoomMi00,def_int_td,0,,,,,
player,201212160nwe,nwe,HoomMi00,def_int_long,0,,,,,
player,201212160nwe,nwe,HoomMi00,pass_defended,0,,,,,
player,201212160nwe,nwe,HoomMi00,sacks,0.0,,,,,
player,201212160nwe,nwe,HoomMi00,tackles_combined,1,,,,,
player,201212160nwe,nwe,HoomMi00,tackles_solo,0,,,,,
player,201212160nwe,nwe,HoomMi00,tackles_assists,1,,,,,
player,201212160nwe,nwe,HoomMi00,tackles_loss,0,,,,,
player,201212160nwe,nwe,HoomMi00,qb_hits,0,,,,,
player,201212160nwe,nwe,HoomMi00,fumbles_rec,0,,,,,
player,201212160nwe,nwe,HoomMi00,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,HoomMi00,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,HoomMi00,fumbles_forced,0,,,,,
player,201212160nwe,nwe,ScotTr99,def_int,0,,,,,
player,201212160nwe,nwe,ScotTr99,def_int_yds,0,,,,,
player,201212160nwe,nwe,ScotTr99,def_int_td,0,,,,,
player,201212160nwe,nwe,ScotTr99,def_int_long,0,,,,,
player,201212160nwe,nwe,ScotTr99,pass_defended,0,,,,,
player,201212160nwe,nwe,ScotTr99,sacks,0.0,,,,,
player,201212160nwe,nwe,ScotTr99,tackles_combined,1,,,,,
player,201212160nwe,nwe,ScotTr99,tackles_solo,0,,,,,
player,201212160nwe,nwe,ScotTr99,tackles_assists,1,,,,,
player,201212160nwe,nwe,ScotTr99,tackles_loss,0,,,,,
player,201212160nwe,nwe,ScotTr99,qb_hits,0,,,,,
player,201212160nwe,nwe,ScotTr99,fumbles_rec,0,,,,,
player,201212160nwe,nwe,ScotTr99,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,ScotTr99,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,ScotTr99,fumbles_forced,0,,,,,
player,201212160nwe,nwe,SoldNa00,def_int,0,,,,,
player,201212160nwe,nwe,SoldNa00,def_int_yds,0,,,,,
player,201212160nwe,nwe,SoldNa00,def_int_td,0,,,,,
player,201212160nwe,nwe,SoldNa00,def_int_long,0,,,,,
player,201212160nwe,nwe,SoldNa00,pass_defended,0,,,,,
player,201212160nwe,nwe,SoldNa00,sacks,0.0,,,,,
player,201212160nwe,nwe,SoldNa00,tackles_combined,1,,,,,
player,201212160nwe,nwe,SoldNa00,tackles_solo,1,,,,,
player,201212160nwe,nwe,SoldNa00,tackles_assists,0,,,,,
player,201212160nwe,nwe,SoldNa00,tackles_loss,,,,,,
player,201212160nwe,nwe,SoldNa00,qb_hits,,,,,,
player,201212160nwe,nwe,SoldNa00,fumbles_rec,0,,,,,
player,201212160nwe,nwe,SoldNa00,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,SoldNa00,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,SoldNa00,fumbles_forced,0,,,,,
player,201212160nwe,nwe,WelkWe00,def_int,0,,,,,
player,201212160nwe,nwe,WelkWe00,def_int_yds,0,,,,,
player,201212160nwe,nwe,WelkWe00,def_int_td,0,,,,,
player,201212160nwe,nwe,WelkWe00,def_int_long,0,,,,,
player,201212160nwe,nwe,WelkWe00,pass_defended,0,,,,,
player,201212160nwe,nwe,WelkWe00,sacks,0.0,,,,,
player,201212160nwe,nwe,WelkWe00,tackles_combined,1,,,,,
player,201212160nwe,nwe,WelkWe00,tackles_solo,1,,,,,
player,201212160nwe,nwe,WelkWe00,tackles_assists,0,,,,,
player,201212160nwe,nwe,WelkWe00,tackles_loss,0,,,,,
player,201212160nwe,nwe,WelkWe00,qb_hits,0,,,,,
player,201212160nwe,nwe,WelkWe00,fumbles_rec,0,,,,,
player,201212160nwe,nwe,WelkWe00,fumbles_rec_yds,0,,,,,
player,201212160nwe,nwe,WelkWe00,fumbles_rec_td,0,,,,,
player,201212160nwe,nwe,WelkWe00,fumbles_forced,0,,,,,
player,201212160nwe,sfo,GinnTe00,kick_ret,0,,,,,
player,201212160nwe,sfo,GinnTe00,kick_ret_yds,0,,,,,
player,201212160nwe,sfo,GinnTe00,kick_ret_yds_per_ret,,,,,,
player,201212160nwe,sfo,GinnTe00,kick_ret_td,0,,,,,
player,201212160nwe,sfo,GinnTe00,kick_ret_long,0,,,,,
player,201212160nwe,sfo,GinnTe00,punt_ret,3,,,,,
player,201212160nwe,sfo,GinnTe00,punt_ret_yds,15,,,,,
player,201212160nwe,sfo,GinnTe00,punt_ret_yds_per_ret,5.0,,,,,
player,201212160nwe,sfo,GinnTe00,punt_ret_td,0,,,,,
player,201212160nwe,sfo,GinnTe00,punt_ret_long,8,,,,,
player,201212160nwe,sfo,JameLa00,kick_ret,4,,,,,
player,201212160nwe,sfo,JameLa00,kick_ret_yds,133,,,,,
player,201212160nwe,sfo,JameLa00,kick_ret_yds_per_ret,33.3,,,,,
player,201212160nwe,sfo,JameLa00,kick_ret_td,0,,,,,
player,201212160nwe,sfo,JameLa00,kick_ret_long,62,,,,,
player,201212160nwe,sfo,JameLa00,punt_ret,0,,,,,
player,201212160nwe,sfo,JameLa00,punt_ret_yds,0,,,,,
player,201212160nwe,sfo,JameLa00,punt_ret_yds_per_ret,,,,,,
player,201212160nwe,sfo,JameLa00,punt_ret_td,0,,,,,
player,201212160nwe,sfo,JameLa00,punt_ret_long,0,,,,,
player,201212160nwe,sfo,WalkHu00,kick_ret,2,,,,,
player,201212160nwe,sfo,WalkHu00,kick_ret_yds,21,,,,,
player,201212160nwe,sfo,WalkHu00,kick_ret_yds_per_ret,10.5,,,,,
player,201212160nwe,sfo,WalkHu00,kick_ret_td,0,,,,,
player,201212160nwe,sfo,WalkHu00,kick_ret_long,18,,,,,
player,201212160nwe,sfo,WalkHu00,punt_ret,0,,,,,
player,201212160nwe,sfo,WalkHu00,punt_ret_yds,0,,,,,
player,201212160nwe,sfo,WalkHu00,punt_ret_yds_per_ret,,,,,,
player,201212160nwe,sfo,WalkHu00,punt_ret_td,0,,,,,
player,201212160nwe,sfo,WalkHu00,punt_ret_long,0,,,,,
player,201212160nwe,nwe,WelkWe00,kick_ret,0,,,,,
player,201212160nwe,nwe,WelkWe00,kick_ret_yds,0,,,,,
player,201212160nwe,nwe,WelkWe00,kick_ret_yds_per_ret,,,,,,
player,201212160nwe,nwe,WelkWe00,kick_ret_td,0,,,,,
player,201212160nwe,nwe,WelkWe00,kick_ret_long,0,,,,,
player,201212160nwe,nwe,WelkWe00,punt_ret,5,,,,,
player,201212160nwe,nwe,WelkWe00,punt_ret_yds,13,,,,,
player,201212160nwe,nwe,WelkWe00,punt_ret_yds_per_ret,2.6,,,,,
player,201212160nwe,nwe,WelkWe00,punt_ret_td,0,,,,,
player,201212160nwe,nwe,WelkWe00,punt_ret_long,11,,,,,
player,201212160nwe,nwe,McCoDe99,kick_ret,5,,,,,
player,201212160nwe,nwe,McCoDe99,kick_ret_yds,107,,,,,
player,201212160nwe,nwe,McCoDe99,kick_ret_yds_per_ret,21.4,,,,,
player,201212160nwe,nwe,McCoDe99,kick_ret_td,0,,,,,
player,201212160nwe,nwe,McCoDe99,kick_ret_long,26,,,,,
player,201212160nwe,nwe,McCoDe99,punt_ret,0,,,,,
player,201212160nwe,nwe,McCoDe99,punt_ret_yds,0,,,,,
player,201212160nwe,nwe,McCoDe99,punt_ret_yds_per_ret,,,,,,
player,201212160nwe,nwe,McCoDe99,punt_ret_td,0,,,,,
player,201212160nwe,nwe,McCoDe99,punt_ret_long,0,,,,,
player,201212160nwe,sfo,akersdav01,xpm,5,,,,,
player,201212160nwe,sfo,akersdav01,xpa,5,,,,,
player,201212160nwe,sfo,akersdav01,fgm,2,,,,,
player,201212160nwe,sfo,akersdav01,fga,3,,,,,
player,201212160nwe,sfo,akersdav01,punt,0,,,,,
player,201212160nwe,sfo,akersdav01,punt_yds,0,,,,,
player,201212160nwe,sfo,akersdav01,punt_yds_per_punt,,,,,,
player,201212160nwe,sfo,akersdav01,punt_long,0,,,,,
player,201212160nwe,sfo,LeexAn20,xpm,,,,,,
player,201212160nwe,sfo,LeexAn20,xpa,,,,,,
player,201212160nwe,sfo,LeexAn20,fgm,,,,,,
player,201212160nwe,sfo,LeexAn20,fga,,,,,,
player,201212160nwe,sfo,LeexAn20,punt,5,,,,,
player,201212160nwe,sfo,LeexAn20,punt_yds,283,,,,,
player,201212160nwe,sfo,LeexAn20,punt_yds_per_punt,56.6,,,,,
player,201212160nwe,sfo,LeexAn20,punt_long,64,,,,,
player,201212160nwe,nwe,GostSt20,xpm,4,,,,,
player,201212160nwe,nwe,GostSt20,xpa,4,,,,,
player,201212160nwe,nwe,GostSt20,fgm,2,,,,,
player,201212160nwe,nwe,GostSt20,fga,2,,,,,
player,201212160nwe,nwe,GostSt20,punt,0,,,,,
player,201212160nwe,nwe,GostSt20,punt_yds,0,,,,,
player,201212160nwe,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201212160nwe,nwe,GostSt20,punt_long,0,,,,,
player,201212160nwe,nwe,MeskZo99,xpm,,,,,,
player,201212160nwe,nwe,MeskZo99,xpa,,,,,,
player,201212160nwe,nwe,MeskZo99,fgm,,,,,,
player,201212160nwe,nwe,MeskZo99,fga,,,,,,
player,201212160nwe,nwe,MeskZo99,punt,5,,,,,
player,201212160nwe,nwe,MeskZo99,punt_yds,228,,,,,
player,201212160nwe,nwe,MeskZo99,punt_yds_per_punt,45.6,,,,,
player,201212160nwe,nwe,MeskZo99,punt_long,49,,,,,
player,201212160nwe,nwe,SoldNa00,pos,T,,,,,
player,201212160nwe,nwe,SoldNa00,offense,94,,,,,
player,201212160nwe,nwe,SoldNa00,off_pct,100%,,,,,
player,201212160nwe,nwe,SoldNa00,defense,0,,,,,
player,201212160nwe,nwe,SoldNa00,def_pct,0%,,,,,
player,201212160nwe,nwe,SoldNa00,special_teams,7,,,,,
player,201212160nwe,nwe,SoldNa00,st_pct,18%,,,,,
player,201212160nwe,nwe,WendRy20,pos,C,,,,,
player,201212160nwe,nwe,WendRy20,offense,94,,,,,
player,201212160nwe,nwe,WendRy20,off_pct,100%,,,,,
player,201212160nwe,nwe,WendRy20,defense,0,,,,,
player,201212160nwe,nwe,WendRy20,def_pct,0%,,,,,
player,201212160nwe,nwe,WendRy20,special_teams,6,,,,,
player,201212160nwe,nwe,WendRy20,st_pct,15%,,,,,
player,201212160nwe,nwe,MankLo20,pos,G,,,,,
player,201212160nwe,nwe,MankLo20,offense,94,,,,,
player,201212160nwe,nwe,MankLo20,off_pct,100%,,,,,
player,201212160nwe,nwe,MankLo20,defense,0,,,,,
player,201212160nwe,nwe,MankLo20,def_pct,0%,,,,,
player,201212160nwe,nwe,MankLo20,special_teams,6,,,,,
player,201212160nwe,nwe,MankLo20,st_pct,15%,,,,,
player,201212160nwe,nwe,VollSe20,pos,T,,,,,
player,201212160nwe,nwe,VollSe20,offense,94,,,,,
player,201212160nwe,nwe,VollSe20,off_pct,100%,,,,,
player,201212160nwe,nwe,VollSe20,defense,0,,,,,
player,201212160nwe,nwe,VollSe20,def_pct,0%,,,,,
player,201212160nwe,nwe,VollSe20,special_teams,6,,,,,
player,201212160nwe,nwe,VollSe20,st_pct,15%,,,,,
player,201212160nwe,nwe,BradTo00,pos,QB,,,,,
player,201212160nwe,nwe,BradTo00,offense,94,,,,,
player,201212160nwe,nwe,BradTo00,off_pct,100%,,,,,
player,201212160nwe,nwe,BradTo00,defense,0,,,,,
player,201212160nwe,nwe,BradTo00,def_pct,0%,,,,,
player,201212160nwe,nwe,BradTo00,special_teams,0,,,,,
player,201212160nwe,nwe,BradTo00,st_pct,0%,,,,,
player,201212160nwe,nwe,HernAa00,pos,TE,,,,,
player,201212160nwe,nwe,HernAa00,offense,94,,,,,
player,201212160nwe,nwe,HernAa00,off_pct,100%,,,,,
player,201212160nwe,nwe,HernAa00,defense,0,,,,,
player,201212160nwe,nwe,HernAa00,def_pct,0%,,,,,
player,201212160nwe,nwe,HernAa00,special_teams,0,,,,,
player,201212160nwe,nwe,HernAa00,st_pct,0%,,,,,
player,201212160nwe,nwe,ConnDa21,pos,C,,,,,
player,201212160nwe,nwe,ConnDa21,offense,94,,,,,
player,201212160nwe,nwe,ConnDa21,off_pct,100%,,,,,
player,201212160nwe,nwe,ConnDa21,defense,0,,,,,
player,201212160nwe,nwe,ConnDa21,def_pct,0%,,,,,
player,201212160nwe,nwe,ConnDa21,special_teams,0,,,,,
player,201212160nwe,nwe,ConnDa21,st_pct,0%,,,,,
player,201212160nwe,nwe,LloyBr00,pos,WR,,,,,
player,201212160nwe,nwe,LloyBr00,offense,93,,,,,
player,201212160nwe,nwe,LloyBr00,off_pct,99%,,,,,
player,201212160nwe,nwe,LloyBr00,defense,0,,,,,
player,201212160nwe,nwe,LloyBr00,def_pct,0%,,,,,
player,201212160nwe,nwe,LloyBr00,special_teams,0,,,,,
player,201212160nwe,nwe,LloyBr00,st_pct,0%,,,,,
player,201212160nwe,nwe,WelkWe00,pos,WR,,,,,
player,201212160nwe,nwe,WelkWe00,offense,87,,,,,
player,201212160nwe,nwe,WelkWe00,off_pct,93%,,,,,
player,201212160nwe,nwe,WelkWe00,defense,0,,,,,
player,201212160nwe,nwe,WelkWe00,def_pct,0%,,,,,
player,201212160nwe,nwe,WelkWe00,special_teams,6,,,,,
player,201212160nwe,nwe,WelkWe00,st_pct,15%,,,,,
player,201212160nwe,nwe,WoodDa02,pos,RB,,,,,
player,201212160nwe,nwe,WoodDa02,offense,75,,,,,
player,201212160nwe,nwe,WoodDa02,off_pct,80%,,,,,
player,201212160nwe,nwe,WoodDa02,defense,0,,,,,
player,201212160nwe,nwe,WoodDa02,def_pct,0%,,,,,
player,201212160nwe,nwe,WoodDa02,special_teams,7,,,,,
player,201212160nwe,nwe,WoodDa02,st_pct,18%,,,,,
player,201212160nwe,nwe,BranDe00,pos,WR,,,,,
player,201212160nwe,nwe,BranDe00,offense,53,,,,,
player,201212160nwe,nwe,BranDe00,off_pct,56%,,,,,
player,201212160nwe,nwe,BranDe00,defense,0,,,,,
player,201212160nwe,nwe,BranDe00,def_pct,0%,,,,,
player,201212160nwe,nwe,BranDe00,special_teams,1,,,,,
player,201212160nwe,nwe,BranDe00,st_pct,3%,,,,,
player,201212160nwe,nwe,HoomMi00,pos,TE,,,,,
player,201212160nwe,nwe,HoomMi00,offense,39,,,,,
player,201212160nwe,nwe,HoomMi00,off_pct,41%,,,,,
player,201212160nwe,nwe,HoomMi00,defense,0,,,,,
player,201212160nwe,nwe,HoomMi00,def_pct,0%,,,,,
player,201212160nwe,nwe,HoomMi00,special_teams,12,,,,,
player,201212160nwe,nwe,HoomMi00,st_pct,31%,,,,,
player,201212160nwe,nwe,RidlSt00,pos,RB,,,,,
player,201212160nwe,nwe,RidlSt00,offense,18,,,,,
player,201212160nwe,nwe,RidlSt00,off_pct,19%,,,,,
player,201212160nwe,nwe,RidlSt00,defense,0,,,,,
player,201212160nwe,nwe,RidlSt00,def_pct,0%,,,,,
player,201212160nwe,nwe,RidlSt00,special_teams,0,,,,,
player,201212160nwe,nwe,RidlSt00,st_pct,0%,,,,,
player,201212160nwe,nwe,FellDa00,pos,TE,,,,,
player,201212160nwe,nwe,FellDa00,offense,8,,,,,
player,201212160nwe,nwe,FellDa00,off_pct,9%,,,,,
player,201212160nwe,nwe,FellDa00,defense,0,,,,,
player,201212160nwe,nwe,FellDa00,def_pct,0%,,,,,
player,201212160nwe,nwe,FellDa00,special_teams,13,,,,,
player,201212160nwe,nwe,FellDa00,st_pct,33%,,,,,
player,201212160nwe,nwe,VereSh00,pos,RB,,,,,
player,201212160nwe,nwe,VereSh00,offense,2,,,,,
player,201212160nwe,nwe,VereSh00,off_pct,2%,,,,,
player,201212160nwe,nwe,VereSh00,defense,0,,,,,
