game,2012,10,20121111,201211110chi,htx,"Houston Texans",13,chi,"Chicago Bears",6
player,201211110chi,htx,MartKe01,kick_ret_yds,66,,,,,
player,201211110chi,htx,MartKe01,kick_ret_yds_per_ret,22.0,,,,,
player,201211110chi,htx,MartKe01,kick_ret_td,0,,,,,
player,201211110chi,htx,MartKe01,kick_ret_long,23,,,,,
player,201211110chi,htx,MartKe01,punt_ret,0,,,,,
player,201211110chi,htx,MartKe01,punt_ret_yds,0,,,,,
player,201211110chi,htx,MartKe01,punt_ret_yds_per_ret,,,,,,
player,201211110chi,htx,MartKe01,punt_ret_td,0,,,,,
player,201211110chi,htx,MartKe01,punt_ret_long,0,,,,,
player,201211110chi,chi,HestDe99,kick_ret,2,,,,,
player,201211110chi,chi,HestDe99,kick_ret_yds,38,,,,,
player,201211110chi,chi,HestDe99,kick_ret_yds_per_ret,19.0,,,,,
player,201211110chi,chi,HestDe99,kick_ret_td,0,,,,,
player,201211110chi,chi,HestDe99,kick_ret_long,20,,,,,
player,201211110chi,chi,HestDe99,punt_ret,3,,,,,
player,201211110chi,chi,HestDe99,punt_ret_yds,31,,,,,
player,201211110chi,chi,HestDe99,punt_ret_yds_per_ret,10.3,,,,,
player,201211110chi,chi,HestDe99,punt_ret_td,0,,,,,
player,201211110chi,chi,HestDe99,punt_ret_long,24,,,,,
player,201211110chi,chi,AdamKy00,kick_ret,1,,,,,
player,201211110chi,chi,AdamKy00,kick_ret_yds,15,,,,,
player,201211110chi,chi,AdamKy00,kick_ret_yds_per_ret,15.0,,,,,
player,201211110chi,chi,AdamKy00,kick_ret_td,0,,,,,
player,201211110chi,chi,AdamKy00,kick_ret_long,15,,,,,
player,201211110chi,chi,AdamKy00,punt_ret,0,,,,,
player,201211110chi,chi,AdamKy00,punt_ret_yds,0,,,,,
player,201211110chi,chi,AdamKy00,punt_ret_yds_per_ret,,,,,,
player,201211110chi,chi,AdamKy00,punt_ret_td,0,,,,,
player,201211110chi,chi,AdamKy00,punt_ret_long,0,,,,,
player,201211110chi,htx,grahasha01,xpm,1,,,,,
player,201211110chi,htx,grahasha01,xpa,1,,,,,
player,201211110chi,htx,grahasha01,fgm,2,,,,,
player,201211110chi,htx,grahasha01,fga,2,,,,,
player,201211110chi,htx,grahasha01,punt,0,,,,,
player,201211110chi,htx,grahasha01,punt_yds,0,,,,,
player,201211110chi,htx,grahasha01,punt_yds_per_punt,,,,,,
player,201211110chi,htx,grahasha01,punt_long,0,,,,,
player,201211110chi,htx,JoneDo21,xpm,,,,,,
player,201211110chi,htx,JoneDo21,xpa,,,,,,
player,201211110chi,htx,JoneDo21,fgm,,,,,,
player,201211110chi,htx,JoneDo21,fga,,,,,,
player,201211110chi,htx,JoneDo21,punt,8,,,,,
player,201211110chi,htx,JoneDo21,punt_yds,357,,,,,
player,201211110chi,htx,JoneDo21,punt_yds_per_punt,44.6,,,,,
player,201211110chi,htx,JoneDo21,punt_long,59,,,,,
player,201211110chi,chi,PodlAd20,xpm,,,,,,
player,201211110chi,chi,PodlAd20,xpa,,,,,,
player,201211110chi,chi,PodlAd20,fgm,,,,,,
player,201211110chi,chi,PodlAd20,fga,,,,,,
player,201211110chi,chi,PodlAd20,punt,5,,,,,
player,201211110chi,chi,PodlAd20,punt_yds,194,,,,,
player,201211110chi,chi,PodlAd20,punt_yds_per_punt,38.8,,,,,
player,201211110chi,chi,PodlAd20,punt_long,43,,,,,
player,201211110chi,chi,gouldrob01,xpm,,,,,,
player,201211110chi,chi,gouldrob01,xpa,,,,,,
player,201211110chi,chi,gouldrob01,fgm,2,,,,,
player,201211110chi,chi,gouldrob01,fga,3,,,,,
player,201211110chi,chi,gouldrob01,punt,0,,,,,
player,201211110chi,chi,gouldrob01,punt_yds,0,,,,,
player,201211110chi,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201211110chi,chi,gouldrob01,punt_long,0,,,,,
player,201211110chi,chi,WebbJM20,pos,T,,,,,
player,201211110chi,chi,WebbJM20,offense,59,,,,,
player,201211110chi,chi,WebbJM20,off_pct,100%,,,,,
player,201211110chi,chi,WebbJM20,defense,0,,,,,
player,201211110chi,chi,WebbJM20,def_pct,0%,,,,,
player,201211110chi,chi,WebbJM20,special_teams,3,,,,,
player,201211110chi,chi,WebbJM20,st_pct,12%,,,,,
player,201211110chi,chi,LouiLa20,pos,G,,,,,
player,201211110chi,chi,LouiLa20,offense,59,,,,,
player,201211110chi,chi,LouiLa20,off_pct,100%,,,,,
player,201211110chi,chi,LouiLa20,defense,0,,,,,
player,201211110chi,chi,LouiLa20,def_pct,0%,,,,,
player,201211110chi,chi,LouiLa20,special_teams,3,,,,,
player,201211110chi,chi,LouiLa20,st_pct,12%,,,,,
player,201211110chi,chi,RachCh20,pos,G,,,,,
player,201211110chi,chi,RachCh20,offense,59,,,,,
player,201211110chi,chi,RachCh20,off_pct,100%,,,,,
player,201211110chi,chi,RachCh20,defense,0,,,,,
player,201211110chi,chi,RachCh20,def_pct,0%,,,,,
player,201211110chi,chi,RachCh20,special_teams,3,,,,,
player,201211110chi,chi,RachCh20,st_pct,12%,,,,,
player,201211110chi,chi,GarzRo20,pos,C,,,,,
player,201211110chi,chi,GarzRo20,offense,59,,,,,
player,201211110chi,chi,GarzRo20,off_pct,100%,,,,,
player,201211110chi,chi,GarzRo20,defense,0,,,,,
player,201211110chi,chi,GarzRo20,def_pct,0%,,,,,
player,201211110chi,chi,GarzRo20,special_teams,3,,,,,
player,201211110chi,chi,GarzRo20,st_pct,12%,,,,,
player,201211110chi,chi,CariGa00,pos,T,,,,,
player,201211110chi,chi,CariGa00,offense,59,,,,,
player,201211110chi,chi,CariGa00,off_pct,100%,,,,,
player,201211110chi,chi,CariGa00,defense,0,,,,,
player,201211110chi,chi,CariGa00,def_pct,0%,,,,,
player,201211110chi,chi,CariGa00,special_teams,0,,,,,
player,201211110chi,chi,CariGa00,st_pct,0%,,,,,
player,201211110chi,chi,MarsBr00,pos,WR,,,,,
player,201211110chi,chi,MarsBr00,offense,56,,,,,
player,201211110chi,chi,MarsBr00,off_pct,95%,,,,,
player,201211110chi,chi,MarsBr00,defense,0,,,,,
player,201211110chi,chi,MarsBr00,def_pct,0%,,,,,
player,201211110chi,chi,MarsBr00,special_teams,0,,,,,
player,201211110chi,chi,MarsBr00,st_pct,0%,,,,,
player,201211110chi,chi,DaviKe01,pos,TE,,,,,
player,201211110chi,chi,DaviKe01,offense,54,,,,,
player,201211110chi,chi,DaviKe01,off_pct,92%,,,,,
player,201211110chi,chi,DaviKe01,defense,0,,,,,
player,201211110chi,chi,DaviKe01,def_pct,0%,,,,,
player,201211110chi,chi,DaviKe01,special_teams,3,,,,,
player,201211110chi,chi,DaviKe01,st_pct,12%,,,,,
player,201211110chi,chi,FortMa00,pos,RB,,,,,
player,201211110chi,chi,FortMa00,offense,51,,,,,
player,201211110chi,chi,FortMa00,off_pct,86%,,,,,
player,201211110chi,chi,FortMa00,defense,0,,,,,
player,201211110chi,chi,FortMa00,def_pct,0%,,,,,
player,201211110chi,chi,FortMa00,special_teams,0,,,,,
player,201211110chi,chi,FortMa00,st_pct,0%,,,,,
player,201211110chi,chi,BennEa00,pos,WR,,,,,
player,201211110chi,chi,BennEa00,offense,47,,,,,
player,201211110chi,chi,BennEa00,off_pct,80%,,,,,
player,201211110chi,chi,BennEa00,defense,0,,,,,
player,201211110chi,chi,BennEa00,def_pct,0%,,,,,
player,201211110chi,chi,BennEa00,special_teams,0,,,,,
player,201211110chi,chi,BennEa00,st_pct,0%,,,,,
player,201211110chi,chi,CampJa00,pos,QB,,,,,
player,201211110chi,chi,CampJa00,offense,33,,,,,
player,201211110chi,chi,CampJa00,off_pct,56%,,,,,
player,201211110chi,chi,CampJa00,defense,0,,,,,
player,201211110chi,chi,CampJa00,def_pct,0%,,,,,
player,201211110chi,chi,CampJa00,special_teams,0,,,,,
player,201211110chi,chi,CampJa00,st_pct,0%,,,,,
player,201211110chi,chi,SpaeMa00,pos,TE,,,,,
player,201211110chi,chi,SpaeMa00,offense,32,,,,,
player,201211110chi,chi,SpaeMa00,off_pct,54%,,,,,
player,201211110chi,chi,SpaeMa00,defense,0,,,,,
player,201211110chi,chi,SpaeMa00,def_pct,0%,,,,,
player,201211110chi,chi,SpaeMa00,special_teams,5,,,,,
player,201211110chi,chi,SpaeMa00,st_pct,19%,,,,,
player,201211110chi,chi,HestDe99,pos,WR,,,,,
player,201211110chi,chi,HestDe99,offense,27,,,,,
player,201211110chi,chi,HestDe99,off_pct,46%,,,,,
player,201211110chi,chi,HestDe99,defense,0,,,,,
player,201211110chi,chi,HestDe99,def_pct,0%,,,,,
player,201211110chi,chi,HestDe99,special_teams,12,,,,,
player,201211110chi,chi,HestDe99,st_pct,46%,,,,,
player,201211110chi,chi,CutlJa00,pos,QB,,,,,
player,201211110chi,chi,CutlJa00,offense,26,,,,,
player,201211110chi,chi,CutlJa00,off_pct,44%,,,,,
player,201211110chi,chi,CutlJa00,defense,0,,,,,
player,201211110chi,chi,CutlJa00,def_pct,0%,,,,,
player,201211110chi,chi,CutlJa00,special_teams,0,,,,,
player,201211110chi,chi,CutlJa00,st_pct,0%,,,,,
player,201211110chi,chi,RodrEv00,pos,FB,,,,,
player,201211110chi,chi,RodrEv00,offense,10,,,,,
player,201211110chi,chi,RodrEv00,off_pct,17%,,,,,
player,201211110chi,chi,RodrEv00,defense,0,,,,,
player,201211110chi,chi,RodrEv00,def_pct,0%,,,,,
player,201211110chi,chi,RodrEv00,special_teams,4,,,,,
player,201211110chi,chi,RodrEv00,st_pct,15%,,,,,
player,201211110chi,chi,AdamKy00,pos,TE,,,,,
player,201211110chi,chi,AdamKy00,offense,8,,,,,
player,201211110chi,chi,AdamKy00,off_pct,14%,,,,,
player,201211110chi,chi,AdamKy00,defense,0,,,,,
player,201211110chi,chi,AdamKy00,def_pct,0%,,,,,
player,201211110chi,chi,AdamKy00,special_teams,4,,,,,
player,201211110chi,chi,AdamKy00,st_pct,15%,,,,,
player,201211110chi,chi,BushMi00,pos,RB,,,,,
player,201211110chi,chi,BushMi00,offense,8,,,,,
player,201211110chi,chi,BushMi00,off_pct,14%,,,,,
player,201211110chi,chi,BushMi00,defense,0,,,,,
player,201211110chi,chi,BushMi00,def_pct,0%,,,,,
player,201211110chi,chi,BushMi00,special_teams,0,,,,,
player,201211110chi,chi,BushMi00,st_pct,0%,,,,,
player,201211110chi,chi,ScotJo22,pos,T,,,,,
player,201211110chi,chi,ScotJo22,offense,2,,,,,
player,201211110chi,chi,ScotJo22,off_pct,3%,,,,,
player,201211110chi,chi,ScotJo22,defense,0,,,,,
player,201211110chi,chi,ScotJo22,def_pct,0%,,,,,
player,201211110chi,chi,ScotJo22,special_teams,3,,,,,
player,201211110chi,chi,ScotJo22,st_pct,12%,,,,,
player,201211110chi,chi,TillCh20,pos,CB,,,,,
player,201211110chi,chi,TillCh20,offense,0,,,,,
player,201211110chi,chi,TillCh20,off_pct,0%,,,,,
player,201211110chi,chi,TillCh20,defense,63,,,,,
player,201211110chi,chi,TillCh20,def_pct,100%,,,,,
player,201211110chi,chi,TillCh20,special_teams,4,,,,,
player,201211110chi,chi,TillCh20,st_pct,15%,,,,,
player,201211110chi,chi,UrlaBr00,pos,LB,,,,,
player,201211110chi,chi,UrlaBr00,offense,0,,,,,
player,201211110chi,chi,UrlaBr00,off_pct,0%,,,,,
player,201211110chi,chi,UrlaBr00,defense,63,,,,,
player,201211110chi,chi,UrlaBr00,def_pct,100%,,,,,
player,201211110chi,chi,UrlaBr00,special_teams,3,,,,,
player,201211110chi,chi,UrlaBr00,st_pct,12%,,,,,
player,201211110chi,chi,ContCh00,pos,FS,,,,,
player,201211110chi,chi,ContCh00,offense,0,,,,,
player,201211110chi,chi,ContCh00,off_pct,0%,,,,,
player,201211110chi,chi,ContCh00,defense,63,,,,,
player,201211110chi,chi,ContCh00,def_pct,100%,,,,,
player,201211110chi,chi,ContCh00,special_teams,3,,,,,
player,201211110chi,chi,ContCh00,st_pct,12%,,,,,
player,201211110chi,chi,WrigMa99,pos,SS,,,,,
player,201211110chi,chi,WrigMa99,offense,0,,,,,
player,201211110chi,chi,WrigMa99,off_pct,0%,,,,,
player,201211110chi,chi,WrigMa99,defense,63,,,,,
player,201211110chi,chi,WrigMa99,def_pct,100%,,,,,
player,201211110chi,chi,WrigMa99,special_teams,0,,,,,
player,201211110chi,chi,WrigMa99,st_pct,0%,,,,,
player,201211110chi,chi,BrigLa99,pos,LB,,,,,
player,201211110chi,chi,BrigLa99,offense,0,,,,,
player,201211110chi,chi,BrigLa99,off_pct,0%,,,,,
player,201211110chi,chi,BrigLa99,defense,63,,,,,
player,201211110chi,chi,BrigLa99,def_pct,100%,,,,,
player,201211110chi,chi,BrigLa99,special_teams,0,,,,,
player,201211110chi,chi,BrigLa99,st_pct,0%,,,,,
player,201211110chi,chi,JennTi20,pos,CB,,,,,
player,201211110chi,chi,JennTi20,offense,0,,,,,
player,201211110chi,chi,JennTi20,off_pct,0%,,,,,
player,201211110chi,chi,JennTi20,defense,62,,,,,
player,201211110chi,chi,JennTi20,def_pct,98%,,,,,
player,201211110chi,chi,JennTi20,special_teams,0,,,,,
player,201211110chi,chi,JennTi20,st_pct,0%,,,,,
player,201211110chi,chi,RoacNi99,pos,LB,,,,,
player,201211110chi,chi,RoacNi99,offense,0,,,,,
player,201211110chi,chi,RoacNi99,off_pct,0%,,,,,
player,201211110chi,chi,RoacNi99,defense,53,,,,,
player,201211110chi,chi,RoacNi99,def_pct,84%,,,,,
player,201211110chi,chi,RoacNi99,special_teams,16,,,,,
player,201211110chi,chi,RoacNi99,st_pct,62%,,,,,
player,201211110chi,chi,IdonIs20,pos,DE,,,,,
player,201211110chi,chi,IdonIs20,offense,0,,,,,
player,201211110chi,chi,IdonIs20,off_pct,0%,,,,,
player,201211110chi,chi,IdonIs20,defense,52,,,,,
player,201211110chi,chi,IdonIs20,def_pct,83%,,,,,
player,201211110chi,chi,IdonIs20,special_teams,6,,,,,
player,201211110chi,chi,IdonIs20,st_pct,23%,,,,,
player,201211110chi,chi,MeltHe99,pos,DT,,,,,
player,201211110chi,chi,MeltHe99,offense,0,,,,,
player,201211110chi,chi,MeltHe99,off_pct,0%,,,,,
player,201211110chi,chi,MeltHe99,defense,49,,,,,
player,201211110chi,chi,MeltHe99,def_pct,78%,,,,,
player,201211110chi,chi,MeltHe99,special_teams,3,,,,,
player,201211110chi,chi,MeltHe99,st_pct,12%,,,,,
player,201211110chi,chi,PeppJu99,pos,DE,,,,,
player,201211110chi,chi,PeppJu99,offense,0,,,,,
player,201211110chi,chi,PeppJu99,off_pct,0%,,,,,
player,201211110chi,chi,PeppJu99,defense,47,,,,,
player,201211110chi,chi,PeppJu99,def_pct,75%,,,,,
player,201211110chi,chi,PeppJu99,special_teams,3,,,,,
player,201211110chi,chi,PeppJu99,st_pct,12%,,,,,
player,201211110chi,chi,WootCo99,pos,DE,,,,,
player,201211110chi,chi,WootCo99,offense,0,,,,,
player,201211110chi,chi,WootCo99,off_pct,0%,,,,,
player,201211110chi,chi,WootCo99,defense,36,,,,,
player,201211110chi,chi,WootCo99,def_pct,57%,,,,,
player,201211110chi,chi,WootCo99,special_teams,13,,,,,
player,201211110chi,chi,WootCo99,st_pct,50%,,,,,
player,201211110chi,chi,PaeaSt00,pos,NT,,,,,
player,201211110chi,chi,PaeaSt00,offense,0,,,,,
player,201211110chi,chi,PaeaSt00,off_pct,0%,,,,,
player,201211110chi,chi,PaeaSt00,defense,36,,,,,
player,201211110chi,chi,PaeaSt00,def_pct,57%,,,,,
player,201211110chi,chi,PaeaSt00,special_teams,0,,,,,
player,201211110chi,chi,PaeaSt00,st_pct,0%,,,,,
player,201211110chi,chi,CollNa20,pos,DT,,,,,
player,201211110chi,chi,CollNa20,offense,0,,,,,
player,201211110chi,chi,CollNa20,off_pct,0%,,,,,
player,201211110chi,chi,CollNa20,defense,31,,,,,
player,201211110chi,chi,CollNa20,def_pct,49%,,,,,
player,201211110chi,chi,CollNa20,special_teams,0,,,,,
player,201211110chi,chi,CollNa20,st_pct,0%,,,,,
player,201211110chi,chi,HaydKe20,pos,CB,,,,,
player,201211110chi,chi,HaydKe20,offense,0,,,,,
player,201211110chi,chi,HaydKe20,off_pct,0%,,,,,
player,201211110chi,chi,HaydKe20,defense,11,,,,,
player,201211110chi,chi,HaydKe20,def_pct,17%,,,,,
player,201211110chi,chi,HaydKe20,special_teams,10,,,,,
player,201211110chi,chi,HaydKe20,st_pct,38%,,,,,
player,201211110chi,chi,McClSh00,pos,DE,,,,,
player,201211110chi,chi,McClSh00,offense,0,,,,,
player,201211110chi,chi,McClSh00,off_pct,0%,,,,,
player,201211110chi,chi,McClSh00,defense,1,,,,,
player,201211110chi,chi,McClSh00,def_pct,2%,,,,,
player,201211110chi,chi,McClSh00,special_teams,0,,,,,
player,201211110chi,chi,McClSh00,st_pct,0%,,,,,
player,201211110chi,chi,CostBl20,pos,LB,,,,,
player,201211110chi,chi,CostBl20,offense,0,,,,,
player,201211110chi,chi,CostBl20,off_pct,0%,,,,,
player,201211110chi,chi,CostBl20,defense,0,,,,,
player,201211110chi,chi,CostBl20,def_pct,0%,,,,,
player,201211110chi,chi,CostBl20,special_teams,23,,,,,
player,201211110chi,chi,CostBl20,st_pct,88%,,,,,
player,201211110chi,chi,StelCr99,pos,SS,,,,,
player,201211110chi,chi,StelCr99,offense,0,,,,,
player,201211110chi,chi,StelCr99,off_pct,0%,,,,,
player,201211110chi,chi,StelCr99,defense,0,,,,,
player,201211110chi,chi,StelCr99,def_pct,0%,,,,,
player,201211110chi,chi,StelCr99,special_teams,23,,,,,
player,201211110chi,chi,StelCr99,st_pct,88%,,,,,
player,201211110chi,chi,WaltAn01,pos,FS,,,,,
player,201211110chi,chi,WaltAn01,offense,0,,,,,
player,201211110chi,chi,WaltAn01,off_pct,0%,,,,,
player,201211110chi,chi,WaltAn01,defense,0,,,,,
player,201211110chi,chi,WaltAn01,def_pct,0%,,,,,
player,201211110chi,chi,WaltAn01,special_teams,20,,,,,
player,201211110chi,chi,WaltAn01,st_pct,77%,,,,,
player,201211110chi,chi,HayeGe98,pos,LB,,,,,
player,201211110chi,chi,HayeGe98,offense,0,,,,,
player,201211110chi,chi,HayeGe98,off_pct,0%,,,,,
player,201211110chi,chi,HayeGe98,defense,0,,,,,
player,201211110chi,chi,HayeGe98,def_pct,0%,,,,,
player,201211110chi,chi,HayeGe98,special_teams,20,,,,,
player,201211110chi,chi,HayeGe98,st_pct,77%,,,,,
player,201211110chi,chi,ThomJ.02,pos,LB,,,,,
player,201211110chi,chi,ThomJ.02,offense,0,,,,,
player,201211110chi,chi,ThomJ.02,off_pct,0%,,,,,
player,201211110chi,chi,ThomJ.02,defense,0,,,,,
player,201211110chi,chi,ThomJ.02,def_pct,0%,,,,,
player,201211110chi,chi,ThomJ.02,special_teams,20,,,,,
player,201211110chi,chi,ThomJ.02,st_pct,77%,,,,,
player,201211110chi,chi,McMaSh99,pos,CB,,,,,
player,201211110chi,chi,McMaSh99,offense,0,,,,,
player,201211110chi,chi,McMaSh99,off_pct,0%,,,,,
player,201211110chi,chi,McMaSh99,defense,0,,,,,
player,201211110chi,chi,McMaSh99,def_pct,0%,,,,,
player,201211110chi,chi,McMaSh99,special_teams,17,,,,,
player,201211110chi,chi,McMaSh99,st_pct,65%,,,,,
player,201211110chi,chi,WeemEr00,pos,WR,,,,,
player,201211110chi,chi,WeemEr00,offense,0,,,,,
player,201211110chi,chi,WeemEr00,off_pct,0%,,,,,
player,201211110chi,chi,WeemEr00,defense,0,,,,,
player,201211110chi,chi,WeemEr00,def_pct,0%,,,,,
player,201211110chi,chi,WeemEr00,special_teams,15,,,,,
player,201211110chi,chi,WeemEr00,st_pct,58%,,,,,
player,201211110chi,chi,BowmZa20,pos,CB,,,,,
player,201211110chi,chi,BowmZa20,offense,0,,,,,
player,201211110chi,chi,BowmZa20,off_pct,0%,,,,,
player,201211110chi,chi,BowmZa20,defense,0,,,,,
player,201211110chi,chi,BowmZa20,def_pct,0%,,,,,
player,201211110chi,chi,BowmZa20,special_teams,14,,,,,
player,201211110chi,chi,BowmZa20,st_pct,54%,,,,,
player,201211110chi,chi,MannPa20,pos,LS,,,,,
player,201211110chi,chi,MannPa20,offense,0,,,,,
player,201211110chi,chi,MannPa20,off_pct,0%,,,,,
player,201211110chi,chi,MannPa20,defense,0,,,,,
player,201211110chi,chi,MannPa20,def_pct,0%,,,,,
player,201211110chi,chi,MannPa20,special_teams,8,,,,,
player,201211110chi,chi,MannPa20,st_pct,31%,,,,,
player,201211110chi,chi,AlleAr00,pos,RB,,,,,
player,201211110chi,chi,AlleAr00,offense,0,,,,,
player,201211110chi,chi,AlleAr00,off_pct,0%,,,,,
player,201211110chi,chi,AlleAr00,defense,0,,,,,
player,201211110chi,chi,AlleAr00,def_pct,0%,,,,,
player,201211110chi,chi,AlleAr00,special_teams,8,,,,,
player,201211110chi,chi,AlleAr00,st_pct,31%,,,,,
player,201211110chi,chi,PodlAd20,pos,P,,,,,
player,201211110chi,chi,PodlAd20,offense,0,,,,,
player,201211110chi,chi,PodlAd20,off_pct,0%,,,,,
player,201211110chi,chi,PodlAd20,defense,0,,,,,
player,201211110chi,chi,PodlAd20,def_pct,0%,,,,,
player,201211110chi,chi,PodlAd20,special_teams,8,,,,,
player,201211110chi,chi,PodlAd20,st_pct,31%,,,,,
player,201211110chi,chi,gouldrob01,pos,K,,,,,
player,201211110chi,chi,gouldrob01,offense,0,,,,,
player,201211110chi,chi,gouldrob01,off_pct,0%,,,,,
player,201211110chi,chi,gouldrob01,defense,0,,,,,
player,201211110chi,chi,gouldrob01,def_pct,0%,,,,,
player,201211110chi,chi,gouldrob01,special_teams,6,,,,,
player,201211110chi,chi,gouldrob01,st_pct,23%,,,,,
player,201211110chi,htx,SmitWa21,pos,G,,,,,
player,201211110chi,htx,SmitWa21,offense,63,,,,,
player,201211110chi,htx,SmitWa21,off_pct,100%,,,,,
player,201211110chi,htx,SmitWa21,defense,0,,,,,
player,201211110chi,htx,SmitWa21,def_pct,0%,,,,,
player,201211110chi,htx,SmitWa21,special_teams,3,,,,,
player,201211110chi,htx,SmitWa21,st_pct,12%,,,,,
player,201211110chi,htx,BrowDu20,pos,T,,,,,
player,201211110chi,htx,BrowDu20,offense,63,,,,,
player,201211110chi,htx,BrowDu20,off_pct,100%,,,,,
player,201211110chi,htx,BrowDu20,defense,0,,,,,
player,201211110chi,htx,BrowDu20,def_pct,0%,,,,,
player,201211110chi,htx,BrowDu20,special_teams,3,,,,,
player,201211110chi,htx,BrowDu20,st_pct,12%,,,,,
player,201211110chi,htx,NewtDe00,pos,T,,,,,
player,201211110chi,htx,NewtDe00,offense,63,,,,,
player,201211110chi,htx,NewtDe00,off_pct,100%,,,,,
player,201211110chi,htx,NewtDe00,defense,0,,,,,
player,201211110chi,htx,NewtDe00,def_pct,0%,,,,,
player,201211110chi,htx,NewtDe00,special_teams,3,,,,,
player,201211110chi,htx,NewtDe00,st_pct,12%,,,,,
player,201211110chi,htx,MyerCh20,pos,C,,,,,
player,201211110chi,htx,MyerCh20,offense,63,,,,,
player,201211110chi,htx,MyerCh20,off_pct,100%,,,,,
player,201211110chi,htx,MyerCh20,defense,0,,,,,
player,201211110chi,htx,MyerCh20,def_pct,0%,,,,,
player,201211110chi,htx,MyerCh20,special_teams,0,,,,,
player,201211110chi,htx,MyerCh20,st_pct,0%,,,,,
player,201211110chi,htx,SchaMa00,pos,QB,,,,,
player,201211110chi,htx,SchaMa00,offense,63,,,,,
player,201211110chi,htx,SchaMa00,off_pct,100%,,,,,
player,201211110chi,htx,SchaMa00,defense,0,,,,,
player,201211110chi,htx,SchaMa00,def_pct,0%,,,,,
player,201211110chi,htx,SchaMa00,special_teams,0,,,,,
player,201211110chi,htx,SchaMa00,st_pct,0%,,,,,
player,201211110chi,htx,JohnAn02,pos,WR,,,,,
player,201211110chi,htx,JohnAn02,offense,59,,,,,
player,201211110chi,htx,JohnAn02,off_pct,94%,,,,,
player,201211110chi,htx,JohnAn02,defense,0,,,,,
player,201211110chi,htx,JohnAn02,def_pct,0%,,,,,
player,201211110chi,htx,JohnAn02,special_teams,0,,,,,
player,201211110chi,htx,JohnAn02,st_pct,0%,,,,,
player,201211110chi,htx,FostAr00,pos,RB,,,,,
player,201211110chi,htx,FostAr00,offense,57,,,,,
player,201211110chi,htx,FostAr00,off_pct,90%,,,,,
player,201211110chi,htx,FostAr00,defense,0,,,,,
player,201211110chi,htx,FostAr00,def_pct,0%,,,,,
player,201211110chi,htx,FostAr00,special_teams,0,,,,,
player,201211110chi,htx,FostAr00,st_pct,0%,,,,,
player,201211110chi,htx,GrahGa00,pos,TE,,,,,
player,201211110chi,htx,GrahGa00,offense,56,,,,,
player,201211110chi,htx,GrahGa00,off_pct,89%,,,,,
player,201211110chi,htx,GrahGa00,defense,0,,,,,
player,201211110chi,htx,GrahGa00,def_pct,0%,,,,,
player,201211110chi,htx,GrahGa00,special_teams,0,,,,,
player,201211110chi,htx,GrahGa00,st_pct,0%,,,,,
player,201211110chi,htx,WaltKe00,pos,WR,,,,,
player,201211110chi,htx,WaltKe00,offense,53,,,,,
player,201211110chi,htx,WaltKe00,off_pct,84%,,,,,
player,201211110chi,htx,WaltKe00,defense,0,,,,,
player,201211110chi,htx,WaltKe00,def_pct,0%,,,,,
player,201211110chi,htx,WaltKe00,special_teams,0,,,,,
player,201211110chi,htx,WaltKe00,st_pct,0%,,,,,
player,201211110chi,htx,JoneBe01,pos,C,,,,,
player,201211110chi,htx,JoneBe01,offense,48,,,,,
player,201211110chi,htx,JoneBe01,off_pct,76%,,,,,
player,201211110chi,htx,JoneBe01,defense,0,,,,,
player,201211110chi,htx,JoneBe01,def_pct,0%,,,,,
player,201211110chi,htx,JoneBe01,special_teams,3,,,,,
player,201211110chi,htx,JoneBe01,st_pct,12%,,,,,
player,201211110chi,htx,CaseJa00,pos,FB,,,,,
player,201211110chi,htx,CaseJa00,offense,46,,,,,
player,201211110chi,htx,CaseJa00,off_pct,73%,,,,,
player,201211110chi,htx,CaseJa00,defense,0,,,,,
player,201211110chi,htx,CaseJa00,def_pct,0%,,,,,
player,201211110chi,htx,CaseJa00,special_teams,11,,,,,
player,201211110chi,htx,CaseJa00,st_pct,42%,,,,,
player,201211110chi,htx,HarrRy20,pos,T,,,,,
player,201211110chi,htx,HarrRy20,offense,15,,,,,
player,201211110chi,htx,HarrRy20,off_pct,24%,,,,,
player,201211110chi,htx,HarrRy20,defense,0,,,,,
player,201211110chi,htx,HarrRy20,def_pct,0%,,,,,
player,201211110chi,htx,HarrRy20,special_teams,3,,,,,
player,201211110chi,htx,HarrRy20,st_pct,12%,,,,,
player,201211110chi,htx,CaldAn20,pos,G,,,,,
player,201211110chi,htx,CaldAn20,offense,15,,,,,
player,201211110chi,htx,CaldAn20,off_pct,24%,,,,,
player,201211110chi,htx,CaldAn20,defense,0,,,,,
player,201211110chi,htx,CaldAn20,def_pct,0%,,,,,
player,201211110chi,htx,CaldAn20,special_teams,0,,,,,
player,201211110chi,htx,CaldAn20,st_pct,0%,,,,,
player,201211110chi,htx,MartKe01,pos,WR,,,,,
player,201211110chi,htx,MartKe01,offense,7,,,,,
player,201211110chi,htx,MartKe01,off_pct,11%,,,,,
player,201211110chi,htx,MartKe01,defense,0,,,,,
player,201211110chi,htx,MartKe01,def_pct,0%,,,,,
player,201211110chi,htx,MartKe01,special_teams,8,,,,,
player,201211110chi,htx,MartKe01,st_pct,31%,,,,,
player,201211110chi,htx,JeanLe01,pos,WR,,,,,
player,201211110chi,htx,JeanLe01,offense,6,,,,,
