game,2012,9,20121104,201211040rai,tam,"Tampa Bay Buccaneers",42,rai,"Oakland Raiders",32
player,201211040rai,rai,AdamPh00,qb_hits,0,,,,,
player,201211040rai,rai,AdamPh00,fumbles_rec,0,,,,,
player,201211040rai,rai,AdamPh00,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,AdamPh00,fumbles_rec_td,0,,,,,
player,201211040rai,rai,AdamPh00,fumbles_forced,0,,,,,
player,201211040rai,rai,AusbDa00,def_int,0,,,,,
player,201211040rai,rai,AusbDa00,def_int_yds,0,,,,,
player,201211040rai,rai,AusbDa00,def_int_td,0,,,,,
player,201211040rai,rai,AusbDa00,def_int_long,0,,,,,
player,201211040rai,rai,AusbDa00,pass_defended,0,,,,,
player,201211040rai,rai,AusbDa00,sacks,0.0,,,,,
player,201211040rai,rai,AusbDa00,tackles_combined,1,,,,,
player,201211040rai,rai,AusbDa00,tackles_solo,1,,,,,
player,201211040rai,rai,AusbDa00,tackles_assists,0,,,,,
player,201211040rai,rai,AusbDa00,tackles_loss,0,,,,,
player,201211040rai,rai,AusbDa00,qb_hits,0,,,,,
player,201211040rai,rai,AusbDa00,fumbles_rec,0,,,,,
player,201211040rai,rai,AusbDa00,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,AusbDa00,fumbles_rec_td,0,,,,,
player,201211040rai,rai,AusbDa00,fumbles_forced,0,,,,,
player,201211040rai,rai,CondJo20,def_int,0,,,,,
player,201211040rai,rai,CondJo20,def_int_yds,0,,,,,
player,201211040rai,rai,CondJo20,def_int_td,0,,,,,
player,201211040rai,rai,CondJo20,def_int_long,0,,,,,
player,201211040rai,rai,CondJo20,pass_defended,0,,,,,
player,201211040rai,rai,CondJo20,sacks,0.0,,,,,
player,201211040rai,rai,CondJo20,tackles_combined,1,,,,,
player,201211040rai,rai,CondJo20,tackles_solo,1,,,,,
player,201211040rai,rai,CondJo20,tackles_assists,0,,,,,
player,201211040rai,rai,CondJo20,tackles_loss,0,,,,,
player,201211040rai,rai,CondJo20,qb_hits,0,,,,,
player,201211040rai,rai,CondJo20,fumbles_rec,0,,,,,
player,201211040rai,rai,CondJo20,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,CondJo20,fumbles_rec_td,0,,,,,
player,201211040rai,rai,CondJo20,fumbles_forced,0,,,,,
player,201211040rai,rai,GordRi00,def_int,0,,,,,
player,201211040rai,rai,GordRi00,def_int_yds,0,,,,,
player,201211040rai,rai,GordRi00,def_int_td,0,,,,,
player,201211040rai,rai,GordRi00,def_int_long,0,,,,,
player,201211040rai,rai,GordRi00,pass_defended,0,,,,,
player,201211040rai,rai,GordRi00,sacks,0.0,,,,,
player,201211040rai,rai,GordRi00,tackles_combined,1,,,,,
player,201211040rai,rai,GordRi00,tackles_solo,1,,,,,
player,201211040rai,rai,GordRi00,tackles_assists,0,,,,,
player,201211040rai,rai,GordRi00,tackles_loss,0,,,,,
player,201211040rai,rai,GordRi00,qb_hits,0,,,,,
player,201211040rai,rai,GordRi00,fumbles_rec,0,,,,,
player,201211040rai,rai,GordRi00,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,GordRi00,fumbles_rec_td,0,,,,,
player,201211040rai,rai,GordRi00,fumbles_forced,0,,,,,
player,201211040rai,rai,JoneTa00,def_int,0,,,,,
player,201211040rai,rai,JoneTa00,def_int_yds,0,,,,,
player,201211040rai,rai,JoneTa00,def_int_td,0,,,,,
player,201211040rai,rai,JoneTa00,def_int_long,0,,,,,
player,201211040rai,rai,JoneTa00,pass_defended,0,,,,,
player,201211040rai,rai,JoneTa00,sacks,0.0,,,,,
player,201211040rai,rai,JoneTa00,tackles_combined,1,,,,,
player,201211040rai,rai,JoneTa00,tackles_solo,1,,,,,
player,201211040rai,rai,JoneTa00,tackles_assists,0,,,,,
player,201211040rai,rai,JoneTa00,tackles_loss,0,,,,,
player,201211040rai,rai,JoneTa00,qb_hits,0,,,,,
player,201211040rai,rai,JoneTa00,fumbles_rec,0,,,,,
player,201211040rai,rai,JoneTa00,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,JoneTa00,fumbles_rec_td,0,,,,,
player,201211040rai,rai,JoneTa00,fumbles_forced,0,,,,,
player,201211040rai,rai,MitcMi99,def_int,0,,,,,
player,201211040rai,rai,MitcMi99,def_int_yds,0,,,,,
player,201211040rai,rai,MitcMi99,def_int_td,0,,,,,
player,201211040rai,rai,MitcMi99,def_int_long,0,,,,,
player,201211040rai,rai,MitcMi99,pass_defended,0,,,,,
player,201211040rai,rai,MitcMi99,sacks,0.0,,,,,
player,201211040rai,rai,MitcMi99,tackles_combined,1,,,,,
player,201211040rai,rai,MitcMi99,tackles_solo,1,,,,,
player,201211040rai,rai,MitcMi99,tackles_assists,0,,,,,
player,201211040rai,rai,MitcMi99,tackles_loss,0,,,,,
player,201211040rai,rai,MitcMi99,qb_hits,0,,,,,
player,201211040rai,rai,MitcMi99,fumbles_rec,0,,,,,
player,201211040rai,rai,MitcMi99,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,MitcMi99,fumbles_rec_td,0,,,,,
player,201211040rai,rai,MitcMi99,fumbles_forced,0,,,,,
player,201211040rai,rai,MyerBr00,def_int,0,,,,,
player,201211040rai,rai,MyerBr00,def_int_yds,0,,,,,
player,201211040rai,rai,MyerBr00,def_int_td,0,,,,,
player,201211040rai,rai,MyerBr00,def_int_long,0,,,,,
player,201211040rai,rai,MyerBr00,pass_defended,0,,,,,
player,201211040rai,rai,MyerBr00,sacks,0.0,,,,,
player,201211040rai,rai,MyerBr00,tackles_combined,1,,,,,
player,201211040rai,rai,MyerBr00,tackles_solo,1,,,,,
player,201211040rai,rai,MyerBr00,tackles_assists,0,,,,,
player,201211040rai,rai,MyerBr00,tackles_loss,0,,,,,
player,201211040rai,rai,MyerBr00,qb_hits,0,,,,,
player,201211040rai,rai,MyerBr00,fumbles_rec,0,,,,,
player,201211040rai,rai,MyerBr00,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,MyerBr00,fumbles_rec_td,0,,,,,
player,201211040rai,rai,MyerBr00,fumbles_forced,0,,,,,
player,201211040rai,rai,ShauMa99,def_int,0,,,,,
player,201211040rai,rai,ShauMa99,def_int_yds,0,,,,,
player,201211040rai,rai,ShauMa99,def_int_td,0,,,,,
player,201211040rai,rai,ShauMa99,def_int_long,0,,,,,
player,201211040rai,rai,ShauMa99,pass_defended,0,,,,,
player,201211040rai,rai,ShauMa99,sacks,0.0,,,,,
player,201211040rai,rai,ShauMa99,tackles_combined,1,,,,,
player,201211040rai,rai,ShauMa99,tackles_solo,0,,,,,
player,201211040rai,rai,ShauMa99,tackles_assists,1,,,,,
player,201211040rai,rai,ShauMa99,tackles_loss,0,,,,,
player,201211040rai,rai,ShauMa99,qb_hits,0,,,,,
player,201211040rai,rai,ShauMa99,fumbles_rec,0,,,,,
player,201211040rai,rai,ShauMa99,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,ShauMa99,fumbles_rec_td,0,,,,,
player,201211040rai,rai,ShauMa99,fumbles_forced,0,,,,,
player,201211040rai,rai,TollDa99,def_int,0,,,,,
player,201211040rai,rai,TollDa99,def_int_yds,0,,,,,
player,201211040rai,rai,TollDa99,def_int_td,0,,,,,
player,201211040rai,rai,TollDa99,def_int_long,0,,,,,
player,201211040rai,rai,TollDa99,pass_defended,0,,,,,
player,201211040rai,rai,TollDa99,sacks,0.0,,,,,
player,201211040rai,rai,TollDa99,tackles_combined,1,,,,,
player,201211040rai,rai,TollDa99,tackles_solo,1,,,,,
player,201211040rai,rai,TollDa99,tackles_assists,0,,,,,
player,201211040rai,rai,TollDa99,tackles_loss,1,,,,,
player,201211040rai,rai,TollDa99,qb_hits,0,,,,,
player,201211040rai,rai,TollDa99,fumbles_rec,0,,,,,
player,201211040rai,rai,TollDa99,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,TollDa99,fumbles_rec_td,0,,,,,
player,201211040rai,rai,TollDa99,fumbles_forced,0,,,,,
player,201211040rai,rai,HansJo20,def_int,0,,,,,
player,201211040rai,rai,HansJo20,def_int_yds,0,,,,,
player,201211040rai,rai,HansJo20,def_int_td,0,,,,,
player,201211040rai,rai,HansJo20,def_int_long,0,,,,,
player,201211040rai,rai,HansJo20,pass_defended,0,,,,,
player,201211040rai,rai,HansJo20,sacks,0.0,,,,,
player,201211040rai,rai,HansJo20,tackles_combined,0,,,,,
player,201211040rai,rai,HansJo20,tackles_solo,0,,,,,
player,201211040rai,rai,HansJo20,tackles_assists,0,,,,,
player,201211040rai,rai,HansJo20,tackles_loss,0,,,,,
player,201211040rai,rai,HansJo20,qb_hits,1,,,,,
player,201211040rai,rai,HansJo20,fumbles_rec,0,,,,,
player,201211040rai,rai,HansJo20,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,HansJo20,fumbles_rec_td,0,,,,,
player,201211040rai,rai,HansJo20,fumbles_forced,0,,,,,
player,201211040rai,rai,SeymRi00,def_int,0,,,,,
player,201211040rai,rai,SeymRi00,def_int_yds,0,,,,,
player,201211040rai,rai,SeymRi00,def_int_td,0,,,,,
player,201211040rai,rai,SeymRi00,def_int_long,0,,,,,
player,201211040rai,rai,SeymRi00,pass_defended,0,,,,,
player,201211040rai,rai,SeymRi00,sacks,0.0,,,,,
player,201211040rai,rai,SeymRi00,tackles_combined,0,,,,,
player,201211040rai,rai,SeymRi00,tackles_solo,0,,,,,
player,201211040rai,rai,SeymRi00,tackles_assists,0,,,,,
player,201211040rai,rai,SeymRi00,tackles_loss,0,,,,,
player,201211040rai,rai,SeymRi00,qb_hits,0,,,,,
player,201211040rai,rai,SeymRi00,fumbles_rec,1,,,,,
player,201211040rai,rai,SeymRi00,fumbles_rec_yds,0,,,,,
player,201211040rai,rai,SeymRi00,fumbles_rec_td,0,,,,,
player,201211040rai,rai,SeymRi00,fumbles_forced,0,,,,,
player,201211040rai,tam,ParrRo00,kick_ret,0,,,,,
player,201211040rai,tam,ParrRo00,kick_ret_yds,0,,,,,
player,201211040rai,tam,ParrRo00,kick_ret_yds_per_ret,,,,,,
player,201211040rai,tam,ParrRo00,kick_ret_td,0,,,,,
player,201211040rai,tam,ParrRo00,kick_ret_long,0,,,,,
player,201211040rai,tam,ParrRo00,punt_ret,3,,,,,
player,201211040rai,tam,ParrRo00,punt_ret_yds,46,,,,,
player,201211040rai,tam,ParrRo00,punt_ret_yds_per_ret,15.3,,,,,
player,201211040rai,tam,ParrRo00,punt_ret_td,0,,,,,
player,201211040rai,tam,ParrRo00,punt_ret_long,26,,,,,
player,201211040rai,tam,BennAr00,kick_ret,2,,,,,
player,201211040rai,tam,BennAr00,kick_ret_yds,59,,,,,
player,201211040rai,tam,BennAr00,kick_ret_yds_per_ret,29.5,,,,,
player,201211040rai,tam,BennAr00,kick_ret_td,0,,,,,
player,201211040rai,tam,BennAr00,kick_ret_long,34,,,,,
player,201211040rai,tam,BennAr00,punt_ret,0,,,,,
player,201211040rai,tam,BennAr00,punt_ret_yds,0,,,,,
player,201211040rai,tam,BennAr00,punt_ret_yds_per_ret,,,,,,
player,201211040rai,tam,BennAr00,punt_ret_td,0,,,,,
player,201211040rai,tam,BennAr00,punt_ret_long,0,,,,,
player,201211040rai,tam,BlacAh00,kick_ret,1,,,,,
player,201211040rai,tam,BlacAh00,kick_ret_yds,3,,,,,
player,201211040rai,tam,BlacAh00,kick_ret_yds_per_ret,3.0,,,,,
player,201211040rai,tam,BlacAh00,kick_ret_td,0,,,,,
player,201211040rai,tam,BlacAh00,kick_ret_long,3,,,,,
player,201211040rai,tam,BlacAh00,punt_ret,0,,,,,
player,201211040rai,tam,BlacAh00,punt_ret_yds,0,,,,,
player,201211040rai,tam,BlacAh00,punt_ret_yds_per_ret,,,,,,
player,201211040rai,tam,BlacAh00,punt_ret_td,0,,,,,
player,201211040rai,tam,BlacAh00,punt_ret_long,0,,,,,
player,201211040rai,rai,AdamPh00,kick_ret,0,,,,,
player,201211040rai,rai,AdamPh00,kick_ret_yds,0,,,,,
player,201211040rai,rai,AdamPh00,kick_ret_yds_per_ret,,,,,,
player,201211040rai,rai,AdamPh00,kick_ret_td,0,,,,,
player,201211040rai,rai,AdamPh00,kick_ret_long,0,,,,,
player,201211040rai,rai,AdamPh00,punt_ret,2,,,,,
player,201211040rai,rai,AdamPh00,punt_ret_yds,0,,,,,
player,201211040rai,rai,AdamPh00,punt_ret_yds_per_ret,0.0,,,,,
player,201211040rai,rai,AdamPh00,punt_ret_td,0,,,,,
player,201211040rai,rai,AdamPh00,punt_ret_long,2,,,,,
player,201211040rai,rai,GoodMi00,kick_ret,1,,,,,
player,201211040rai,rai,GoodMi00,kick_ret_yds,22,,,,,
player,201211040rai,rai,GoodMi00,kick_ret_yds_per_ret,22.0,,,,,
player,201211040rai,rai,GoodMi00,kick_ret_td,0,,,,,
player,201211040rai,rai,GoodMi00,kick_ret_long,22,,,,,
player,201211040rai,rai,GoodMi00,punt_ret,0,,,,,
player,201211040rai,rai,GoodMi00,punt_ret_yds,0,,,,,
player,201211040rai,rai,GoodMi00,punt_ret_yds_per_ret,,,,,,
player,201211040rai,rai,GoodMi00,punt_ret_td,0,,,,,
player,201211040rai,rai,GoodMi00,punt_ret_long,0,,,,,
player,201211040rai,tam,barthco01,xpm,6,,,,,
player,201211040rai,tam,barthco01,xpa,6,,,,,
player,201211040rai,tam,barthco01,fgm,,,,,,
player,201211040rai,tam,barthco01,fga,2,,,,,
player,201211040rai,tam,barthco01,punt,0,,,,,
player,201211040rai,tam,barthco01,punt_yds,0,,,,,
player,201211040rai,tam,barthco01,punt_yds_per_punt,,,,,,
player,201211040rai,tam,barthco01,punt_long,0,,,,,
player,201211040rai,tam,koenemic01,xpm,,,,,,
player,201211040rai,tam,koenemic01,xpa,,,,,,
player,201211040rai,tam,koenemic01,fgm,,,,,,
player,201211040rai,tam,koenemic01,fga,,,,,,
player,201211040rai,tam,koenemic01,punt,4,,,,,
player,201211040rai,tam,koenemic01,punt_yds,154,,,,,
player,201211040rai,tam,koenemic01,punt_yds_per_punt,38.5,,,,,
player,201211040rai,tam,koenemic01,punt_long,47,,,,,
player,201211040rai,rai,janikseb01,xpm,3,,,,,
player,201211040rai,rai,janikseb01,xpa,3,,,,,
player,201211040rai,rai,janikseb01,fgm,1,,,,,
player,201211040rai,rai,janikseb01,fga,1,,,,,
player,201211040rai,rai,janikseb01,punt,0,,,,,
player,201211040rai,rai,janikseb01,punt_yds,0,,,,,
player,201211040rai,rai,janikseb01,punt_yds_per_punt,,,,,,
player,201211040rai,rai,janikseb01,punt_long,0,,,,,
player,201211040rai,rai,LechSh20,xpm,,,,,,
player,201211040rai,rai,LechSh20,xpa,,,,,,
player,201211040rai,rai,LechSh20,fgm,,,,,,
player,201211040rai,rai,LechSh20,fga,,,,,,
player,201211040rai,rai,LechSh20,punt,4,,,,,
player,201211040rai,rai,LechSh20,punt_yds,218,,,,,
player,201211040rai,rai,LechSh20,punt_yds_per_punt,54.5,,,,,
player,201211040rai,rai,LechSh20,punt_long,58,,,,,
player,201211040rai,rai,MyerBr00,pos,TE,,,,,
player,201211040rai,rai,MyerBr00,offense,81,,,,,
player,201211040rai,rai,MyerBr00,off_pct,100%,,,,,
player,201211040rai,rai,MyerBr00,defense,0,,,,,
player,201211040rai,rai,MyerBr00,def_pct,0%,,,,,
player,201211040rai,rai,MyerBr00,special_teams,6,,,,,
player,201211040rai,rai,MyerBr00,st_pct,17%,,,,,
player,201211040rai,rai,VeldJa20,pos,T,,,,,
player,201211040rai,rai,VeldJa20,offense,81,,,,,
player,201211040rai,rai,VeldJa20,off_pct,100%,,,,,
player,201211040rai,rai,VeldJa20,defense,0,,,,,
player,201211040rai,rai,VeldJa20,def_pct,0%,,,,,
player,201211040rai,rai,VeldJa20,special_teams,4,,,,,
player,201211040rai,rai,VeldJa20,st_pct,11%,,,,,
player,201211040rai,rai,SmitWi00,pos,T,,,,,
player,201211040rai,rai,SmitWi00,offense,81,,,,,
player,201211040rai,rai,SmitWi00,off_pct,100%,,,,,
player,201211040rai,rai,SmitWi00,defense,0,,,,,
player,201211040rai,rai,SmitWi00,def_pct,0%,,,,,
player,201211040rai,rai,SmitWi00,special_teams,4,,,,,
player,201211040rai,rai,SmitWi00,st_pct,11%,,,,,
player,201211040rai,rai,WisnSt01,pos,C,,,,,
player,201211040rai,rai,WisnSt01,offense,81,,,,,
player,201211040rai,rai,WisnSt01,off_pct,100%,,,,,
player,201211040rai,rai,WisnSt01,defense,0,,,,,
player,201211040rai,rai,WisnSt01,def_pct,0%,,,,,
player,201211040rai,rai,WisnSt01,special_teams,4,,,,,
player,201211040rai,rai,WisnSt01,st_pct,11%,,,,,
player,201211040rai,rai,BrisMi20,pos,G,,,,,
player,201211040rai,rai,BrisMi20,offense,81,,,,,
player,201211040rai,rai,BrisMi20,off_pct,100%,,,,,
player,201211040rai,rai,BrisMi20,defense,0,,,,,
player,201211040rai,rai,BrisMi20,def_pct,0%,,,,,
player,201211040rai,rai,BrisMi20,special_teams,4,,,,,
player,201211040rai,rai,BrisMi20,st_pct,11%,,,,,
player,201211040rai,rai,CarlCo20,pos,G,,,,,
player,201211040rai,rai,CarlCo20,offense,81,,,,,
player,201211040rai,rai,CarlCo20,off_pct,100%,,,,,
player,201211040rai,rai,CarlCo20,defense,0,,,,,
player,201211040rai,rai,CarlCo20,def_pct,0%,,,,,
player,201211040rai,rai,CarlCo20,special_teams,4,,,,,
player,201211040rai,rai,CarlCo20,st_pct,11%,,,,,
player,201211040rai,rai,PalmCa00,pos,QB,,,,,
player,201211040rai,rai,PalmCa00,offense,81,,,,,
player,201211040rai,rai,PalmCa00,off_pct,100%,,,,,
player,201211040rai,rai,PalmCa00,defense,0,,,,,
player,201211040rai,rai,PalmCa00,def_pct,0%,,,,,
player,201211040rai,rai,PalmCa00,special_teams,0,,,,,
player,201211040rai,rai,PalmCa00,st_pct,0%,,,,,
player,201211040rai,rai,MoorDe02,pos,WR,,,,,
player,201211040rai,rai,MoorDe02,offense,70,,,,,
player,201211040rai,rai,MoorDe02,off_pct,86%,,,,,
player,201211040rai,rai,MoorDe02,defense,0,,,,,
player,201211040rai,rai,MoorDe02,def_pct,0%,,,,,
player,201211040rai,rai,MoorDe02,special_teams,0,,,,,
player,201211040rai,rai,MoorDe02,st_pct,0%,,,,,
player,201211040rai,rai,HeywDa00,pos,WR,,,,,
player,201211040rai,rai,HeywDa00,offense,65,,,,,
player,201211040rai,rai,HeywDa00,off_pct,80%,,,,,
player,201211040rai,rai,HeywDa00,defense,0,,,,,
player,201211040rai,rai,HeywDa00,def_pct,0%,,,,,
player,201211040rai,rai,HeywDa00,special_teams,0,,,,,
player,201211040rai,rai,HeywDa00,st_pct,0%,,,,,
player,201211040rai,rai,ReecMa00,pos,FB,,,,,
player,201211040rai,rai,ReecMa00,offense,59,,,,,
player,201211040rai,rai,ReecMa00,off_pct,73%,,,,,
player,201211040rai,rai,ReecMa00,defense,0,,,,,
player,201211040rai,rai,ReecMa00,def_pct,0%,,,,,
player,201211040rai,rai,ReecMa00,special_teams,7,,,,,
player,201211040rai,rai,ReecMa00,st_pct,20%,,,,,
player,201211040rai,rai,StreRo00,pos,WR,,,,,
player,201211040rai,rai,StreRo00,offense,45,,,,,
player,201211040rai,rai,StreRo00,off_pct,56%,,,,,
player,201211040rai,rai,StreRo00,defense,0,,,,,
player,201211040rai,rai,StreRo00,def_pct,0%,,,,,
player,201211040rai,rai,StreRo00,special_teams,0,,,,,
player,201211040rai,rai,StreRo00,st_pct,0%,,,,,
player,201211040rai,rai,GoodMi00,pos,RB,,,,,
player,201211040rai,rai,GoodMi00,offense,33,,,,,
player,201211040rai,rai,GoodMi00,off_pct,41%,,,,,
player,201211040rai,rai,GoodMi00,defense,0,,,,,
player,201211040rai,rai,GoodMi00,def_pct,0%,,,,,
player,201211040rai,rai,GoodMi00,special_teams,10,,,,,
player,201211040rai,rai,GoodMi00,st_pct,29%,,,,,
player,201211040rai,rai,McFaDa00,pos,RB,,,,,
player,201211040rai,rai,McFaDa00,offense,18,,,,,
player,201211040rai,rai,McFaDa00,off_pct,22%,,,,,
player,201211040rai,rai,McFaDa00,defense,0,,,,,
player,201211040rai,rai,McFaDa00,def_pct,0%,,,,,
player,201211040rai,rai,McFaDa00,special_teams,0,,,,,
player,201211040rai,rai,McFaDa00,st_pct,0%,,,,,
player,201211040rai,rai,HagaDe00,pos,WR,,,,,
player,201211040rai,rai,HagaDe00,offense,14,,,,,
player,201211040rai,rai,HagaDe00,off_pct,17%,,,,,
player,201211040rai,rai,HagaDe00,defense,0,,,,,
player,201211040rai,rai,HagaDe00,def_pct,0%,,,,,
player,201211040rai,rai,HagaDe00,special_teams,4,,,,,
player,201211040rai,rai,HagaDe00,st_pct,11%,,,,,
player,201211040rai,rai,GordRi00,pos,TE,,,,,
player,201211040rai,rai,GordRi00,offense,6,,,,,
player,201211040rai,rai,GordRi00,off_pct,7%,,,,,
player,201211040rai,rai,GordRi00,defense,0,,,,,
player,201211040rai,rai,GordRi00,def_pct,0%,,,,,
player,201211040rai,rai,GordRi00,special_teams,22,,,,,
player,201211040rai,rai,GordRi00,st_pct,63%,,,,,
player,201211040rai,rai,CrinJu00,pos,WR,,,,,
player,201211040rai,rai,CrinJu00,offense,6,,,,,
player,201211040rai,rai,CrinJu00,off_pct,7%,,,,,
player,201211040rai,rai,CrinJu00,defense,0,,,,,
player,201211040rai,rai,CrinJu00,def_pct,0%,,,,,
player,201211040rai,rai,CrinJu00,special_teams,10,,,,,
player,201211040rai,rai,CrinJu00,st_pct,29%,,,,,
player,201211040rai,rai,JoneTa00,pos,RB,,,,,
player,201211040rai,rai,JoneTa00,offense,5,,,,,
player,201211040rai,rai,JoneTa00,off_pct,6%,,,,,
player,201211040rai,rai,JoneTa00,defense,0,,,,,
player,201211040rai,rai,JoneTa00,def_pct,0%,,,,,
player,201211040rai,rai,JoneTa00,special_teams,15,,,,,
player,201211040rai,rai,JoneTa00,st_pct,43%,,,,,
player,201211040rai,rai,AusbDa00,pos,TE,,,,,
player,201211040rai,rai,AusbDa00,offense,2,,,,,
player,201211040rai,rai,AusbDa00,off_pct,2%,,,,,
player,201211040rai,rai,AusbDa00,defense,0,,,,,
player,201211040rai,rai,AusbDa00,def_pct,0%,,,,,
player,201211040rai,rai,AusbDa00,special_teams,26,,,,,
player,201211040rai,rai,AusbDa00,st_pct,74%,,,,,
player,201211040rai,rai,SchmOw00,pos,FB,,,,,
player,201211040rai,rai,SchmOw00,offense,1,,,,,
player,201211040rai,rai,SchmOw00,off_pct,1%,,,,,
player,201211040rai,rai,SchmOw00,defense,0,,,,,
player,201211040rai,rai,SchmOw00,def_pct,0%,,,,,
player,201211040rai,rai,SchmOw00,special_teams,19,,,,,
player,201211040rai,rai,SchmOw00,st_pct,54%,,,,,
player,201211040rai,rai,BurrMi00,pos,LB,,,,,
player,201211040rai,rai,BurrMi00,offense,0,,,,,
player,201211040rai,rai,BurrMi00,off_pct,0%,,,,,
player,201211040rai,rai,BurrMi00,defense,65,,,,,
player,201211040rai,rai,BurrMi00,def_pct,100%,,,,,
player,201211040rai,rai,BurrMi00,special_teams,13,,,,,
player,201211040rai,rai,BurrMi00,st_pct,37%,,,,,
player,201211040rai,rai,BranTy99,pos,SS,,,,,
player,201211040rai,rai,BranTy99,offense,0,,,,,
player,201211040rai,rai,BranTy99,off_pct,0%,,,,,
player,201211040rai,rai,BranTy99,defense,65,,,,,
player,201211040rai,rai,BranTy99,def_pct,100%,,,,,
player,201211040rai,rai,BranTy99,special_teams,9,,,,,
player,201211040rai,rai,BranTy99,st_pct,26%,,,,,
player,201211040rai,rai,WheePh99,pos,LB,,,,,
player,201211040rai,rai,WheePh99,offense,0,,,,,
player,201211040rai,rai,WheePh99,off_pct,0%,,,,,
player,201211040rai,rai,WheePh99,defense,65,,,,,
player,201211040rai,rai,WheePh99,def_pct,100%,,,,,
player,201211040rai,rai,WheePh99,special_teams,9,,,,,
player,201211040rai,rai,WheePh99,st_pct,26%,,,,,
player,201211040rai,rai,HuffMi20,pos,FS,,,,,
player,201211040rai,rai,HuffMi20,offense,0,,,,,
player,201211040rai,rai,HuffMi20,off_pct,0%,,,,,
player,201211040rai,rai,HuffMi20,defense,61,,,,,
player,201211040rai,rai,HuffMi20,def_pct,94%,,,,,
player,201211040rai,rai,HuffMi20,special_teams,8,,,,,
player,201211040rai,rai,HuffMi20,st_pct,23%,,,,,
player,201211040rai,rai,HousLa99,pos,DE,,,,,
player,201211040rai,rai,HousLa99,offense,0,,,,,
player,201211040rai,rai,HousLa99,off_pct,0%,,,,,
player,201211040rai,rai,HousLa99,defense,57,,,,,
player,201211040rai,rai,HousLa99,def_pct,88%,,,,,
player,201211040rai,rai,HousLa99,special_teams,9,,,,,
player,201211040rai,rai,HousLa99,st_pct,26%,,,,,
player,201211040rai,rai,KellTo21,pos,NT,,,,,
player,201211040rai,rai,KellTo21,offense,0,,,,,
player,201211040rai,rai,KellTo21,off_pct,0%,,,,,
player,201211040rai,rai,KellTo21,defense,54,,,,,
player,201211040rai,rai,KellTo21,def_pct,83%,,,,,
player,201211040rai,rai,KellTo21,special_teams,7,,,,,
player,201211040rai,rai,KellTo21,st_pct,20%,,,,,
player,201211040rai,rai,GiorMa20,pos,FS,,,,,
player,201211040rai,rai,GiorMa20,offense,0,,,,,
player,201211040rai,rai,GiorMa20,off_pct,0%,,,,,
player,201211040rai,rai,GiorMa20,defense,49,,,,,
player,201211040rai,rai,GiorMa20,def_pct,75%,,,,,
player,201211040rai,rai,GiorMa20,special_teams,8,,,,,
player,201211040rai,rai,GiorMa20,st_pct,23%,,,,,
player,201211040rai,rai,LeexPa99,pos,CB,,,,,
player,201211040rai,rai,LeexPa99,offense,0,,,,,
player,201211040rai,rai,LeexPa99,off_pct,0%,,,,,
player,201211040rai,rai,LeexPa99,defense,48,,,,,
player,201211040rai,rai,LeexPa99,def_pct,74%,,,,,
player,201211040rai,rai,LeexPa99,special_teams,11,,,,,
player,201211040rai,rai,LeexPa99,st_pct,31%,,,,,
player,201211040rai,rai,SeymRi00,pos,DT,,,,,
player,201211040rai,rai,SeymRi00,offense,0,,,,,
player,201211040rai,rai,SeymRi00,off_pct,0%,,,,,
player,201211040rai,rai,SeymRi00,defense,47,,,,,
player,201211040rai,rai,SeymRi00,def_pct,72%,,,,,
player,201211040rai,rai,SeymRi00,special_teams,6,,,,,
player,201211040rai,rai,SeymRi00,st_pct,17%,,,,,
player,201211040rai,rai,ShauMa99,pos,DE,,,,,
player,201211040rai,rai,ShauMa99,offense,0,,,,,
player,201211040rai,rai,ShauMa99,off_pct,0%,,,,,
player,201211040rai,rai,ShauMa99,defense,47,,,,,
player,201211040rai,rai,ShauMa99,def_pct,72%,,,,,
player,201211040rai,rai,ShauMa99,special_teams,5,,,,,
player,201211040rai,rai,ShauMa99,st_pct,14%,,,,,
player,201211040rai,rai,McClRo00,pos,LB,,,,,
player,201211040rai,rai,McClRo00,offense,0,,,,,
player,201211040rai,rai,McClRo00,off_pct,0%,,,,,
player,201211040rai,rai,McClRo00,defense,37,,,,,
player,201211040rai,rai,McClRo00,def_pct,57%,,,,,
player,201211040rai,rai,McClRo00,special_teams,9,,,,,
player,201211040rai,rai,McClRo00,st_pct,26%,,,,,
player,201211040rai,rai,HansJo20,pos,CB,,,,,
player,201211040rai,rai,HansJo20,offense,0,,,,,
player,201211040rai,rai,HansJo20,off_pct,0%,,,,,
player,201211040rai,rai,HansJo20,defense,28,,,,,
player,201211040rai,rai,HansJo20,def_pct,43%,,,,,
player,201211040rai,rai,HansJo20,special_teams,2,,,,,
player,201211040rai,rai,HansJo20,st_pct,6%,,,,,
player,201211040rai,rai,CartAn20,pos,DE,,,,,
