game,2012,10,20121111,201211110car,den,"Denver Broncos",36,car,"Carolina Panthers",14
player,201211110car,car,HoguDo01,tackles_solo,1,,,,,
player,201211110car,car,HoguDo01,tackles_assists,0,,,,,
player,201211110car,car,HoguDo01,tackles_loss,0,,,,,
player,201211110car,car,HoguDo01,qb_hits,0,,,,,
player,201211110car,car,HoguDo01,fumbles_rec,0,,,,,
player,201211110car,car,HoguDo01,fumbles_rec_yds,0,,,,,
player,201211110car,car,HoguDo01,fumbles_rec_td,0,,,,,
player,201211110car,car,HoguDo01,fumbles_forced,0,,,,,
player,201211110car,car,JoneCo01,def_int,0,,,,,
player,201211110car,car,JoneCo01,def_int_yds,0,,,,,
player,201211110car,car,JoneCo01,def_int_td,0,,,,,
player,201211110car,car,JoneCo01,def_int_long,0,,,,,
player,201211110car,car,JoneCo01,pass_defended,0,,,,,
player,201211110car,car,JoneCo01,sacks,0.0,,,,,
player,201211110car,car,JoneCo01,tackles_combined,1,,,,,
player,201211110car,car,JoneCo01,tackles_solo,1,,,,,
player,201211110car,car,JoneCo01,tackles_assists,0,,,,,
player,201211110car,car,JoneCo01,tackles_loss,0,,,,,
player,201211110car,car,JoneCo01,qb_hits,0,,,,,
player,201211110car,car,JoneCo01,fumbles_rec,0,,,,,
player,201211110car,car,JoneCo01,fumbles_rec_yds,0,,,,,
player,201211110car,car,JoneCo01,fumbles_rec_td,0,,,,,
player,201211110car,car,JoneCo01,fumbles_forced,0,,,,,
player,201211110car,car,NeblAn00,def_int,0,,,,,
player,201211110car,car,NeblAn00,def_int_yds,0,,,,,
player,201211110car,car,NeblAn00,def_int_td,0,,,,,
player,201211110car,car,NeblAn00,def_int_long,0,,,,,
player,201211110car,car,NeblAn00,pass_defended,0,,,,,
player,201211110car,car,NeblAn00,sacks,0.0,,,,,
player,201211110car,car,NeblAn00,tackles_combined,1,,,,,
player,201211110car,car,NeblAn00,tackles_solo,0,,,,,
player,201211110car,car,NeblAn00,tackles_assists,1,,,,,
player,201211110car,car,NeblAn00,tackles_loss,0,,,,,
player,201211110car,car,NeblAn00,qb_hits,1,,,,,
player,201211110car,car,NeblAn00,fumbles_rec,0,,,,,
player,201211110car,car,NeblAn00,fumbles_rec_yds,0,,,,,
player,201211110car,car,NeblAn00,fumbles_rec_td,0,,,,,
player,201211110car,car,NeblAn00,fumbles_forced,0,,,,,
player,201211110car,den,HollTr00,kick_ret,2,,,,,
player,201211110car,den,HollTr00,kick_ret_yds,44,,,,,
player,201211110car,den,HollTr00,kick_ret_yds_per_ret,22.0,,,,,
player,201211110car,den,HollTr00,kick_ret_td,0,,,,,
player,201211110car,den,HollTr00,kick_ret_long,27,,,,,
player,201211110car,den,HollTr00,punt_ret,8,,,,,
player,201211110car,den,HollTr00,punt_ret_yds,125,,,,,
player,201211110car,den,HollTr00,punt_ret_yds_per_ret,15.6,,,,,
player,201211110car,den,HollTr00,punt_ret_td,1,,,,,
player,201211110car,den,HollTr00,punt_ret_long,76,,,,,
player,201211110car,car,MunnCa99,kick_ret,0,,,,,
player,201211110car,car,MunnCa99,kick_ret_yds,0,,,,,
player,201211110car,car,MunnCa99,kick_ret_yds_per_ret,,,,,,
player,201211110car,car,MunnCa99,kick_ret_td,0,,,,,
player,201211110car,car,MunnCa99,kick_ret_long,0,,,,,
player,201211110car,car,MunnCa99,punt_ret,3,,,,,
player,201211110car,car,MunnCa99,punt_ret_yds,10,,,,,
player,201211110car,car,MunnCa99,punt_ret_yds_per_ret,3.3,,,,,
player,201211110car,car,MunnCa99,punt_ret_td,0,,,,,
player,201211110car,car,MunnCa99,punt_ret_long,6,,,,,
player,201211110car,car,EdwaAr00,kick_ret,2,,,,,
player,201211110car,car,EdwaAr00,kick_ret_yds,34,,,,,
player,201211110car,car,EdwaAr00,kick_ret_yds_per_ret,17.0,,,,,
player,201211110car,car,EdwaAr00,kick_ret_td,0,,,,,
player,201211110car,car,EdwaAr00,kick_ret_long,29,,,,,
player,201211110car,car,EdwaAr00,punt_ret,0,,,,,
player,201211110car,car,EdwaAr00,punt_ret_yds,0,,,,,
player,201211110car,car,EdwaAr00,punt_ret_yds_per_ret,,,,,,
player,201211110car,car,EdwaAr00,punt_ret_td,0,,,,,
player,201211110car,car,EdwaAr00,punt_ret_long,0,,,,,
player,201211110car,den,PratMa20,xpm,4,,,,,
player,201211110car,den,PratMa20,xpa,4,,,,,
player,201211110car,den,PratMa20,fgm,2,,,,,
player,201211110car,den,PratMa20,fga,3,,,,,
player,201211110car,den,PratMa20,punt,0,,,,,
player,201211110car,den,PratMa20,punt_yds,0,,,,,
player,201211110car,den,PratMa20,punt_yds_per_punt,,,,,,
player,201211110car,den,PratMa20,punt_long,0,,,,,
player,201211110car,den,ColqBr00,xpm,,,,,,
player,201211110car,den,ColqBr00,xpa,,,,,,
player,201211110car,den,ColqBr00,fgm,,,,,,
player,201211110car,den,ColqBr00,fga,,,,,,
player,201211110car,den,ColqBr00,punt,6,,,,,
player,201211110car,den,ColqBr00,punt_yds,288,,,,,
player,201211110car,den,ColqBr00,punt_yds_per_punt,48.0,,,,,
player,201211110car,den,ColqBr00,punt_long,60,,,,,
player,201211110car,car,MedlJu20,xpm,2,,,,,
player,201211110car,car,MedlJu20,xpa,2,,,,,
player,201211110car,car,MedlJu20,fgm,,,,,,
player,201211110car,car,MedlJu20,fga,1,,,,,
player,201211110car,car,MedlJu20,punt,0,,,,,
player,201211110car,car,MedlJu20,punt_yds,0,,,,,
player,201211110car,car,MedlJu20,punt_yds_per_punt,,,,,,
player,201211110car,car,MedlJu20,punt_long,0,,,,,
player,201211110car,car,NortBr00,xpm,,,,,,
player,201211110car,car,NortBr00,xpa,,,,,,
player,201211110car,car,NortBr00,fgm,,,,,,
player,201211110car,car,NortBr00,fga,,,,,,
player,201211110car,car,NortBr00,punt,9,,,,,
player,201211110car,car,NortBr00,punt_yds,451,,,,,
player,201211110car,car,NortBr00,punt_yds_per_punt,50.1,,,,,
player,201211110car,car,NortBr00,punt_long,59,,,,,
player,201211110car,car,ByerJe00,pos,C,,,,,
player,201211110car,car,ByerJe00,offense,70,,,,,
player,201211110car,car,ByerJe00,off_pct,100%,,,,,
player,201211110car,car,ByerJe00,defense,0,,,,,
player,201211110car,car,ByerJe00,def_pct,0%,,,,,
player,201211110car,car,ByerJe00,special_teams,3,,,,,
player,201211110car,car,ByerJe00,st_pct,8%,,,,,
player,201211110car,car,GrosJo20,pos,T,,,,,
player,201211110car,car,GrosJo20,offense,70,,,,,
player,201211110car,car,GrosJo20,off_pct,100%,,,,,
player,201211110car,car,GrosJo20,defense,0,,,,,
player,201211110car,car,GrosJo20,def_pct,0%,,,,,
player,201211110car,car,GrosJo20,special_teams,3,,,,,
player,201211110car,car,GrosJo20,st_pct,8%,,,,,
player,201211110car,car,HangGe20,pos,C,,,,,
player,201211110car,car,HangGe20,offense,70,,,,,
player,201211110car,car,HangGe20,off_pct,100%,,,,,
player,201211110car,car,HangGe20,defense,0,,,,,
player,201211110car,car,HangGe20,def_pct,0%,,,,,
player,201211110car,car,HangGe20,special_teams,3,,,,,
player,201211110car,car,HangGe20,st_pct,8%,,,,,
player,201211110car,car,NewtCa00,pos,QB,,,,,
player,201211110car,car,NewtCa00,offense,70,,,,,
player,201211110car,car,NewtCa00,off_pct,100%,,,,,
player,201211110car,car,NewtCa00,defense,0,,,,,
player,201211110car,car,NewtCa00,def_pct,0%,,,,,
player,201211110car,car,NewtCa00,special_teams,0,,,,,
player,201211110car,car,NewtCa00,st_pct,0%,,,,,
player,201211110car,car,LaFeBr00,pos,WR,,,,,
player,201211110car,car,LaFeBr00,offense,70,,,,,
player,201211110car,car,LaFeBr00,off_pct,100%,,,,,
player,201211110car,car,LaFeBr00,defense,0,,,,,
player,201211110car,car,LaFeBr00,def_pct,0%,,,,,
player,201211110car,car,LaFeBr00,special_teams,0,,,,,
player,201211110car,car,LaFeBr00,st_pct,0%,,,,,
player,201211110car,car,SilaAm00,pos,G,,,,,
player,201211110car,car,SilaAm00,offense,62,,,,,
player,201211110car,car,SilaAm00,off_pct,89%,,,,,
player,201211110car,car,SilaAm00,defense,0,,,,,
player,201211110car,car,SilaAm00,def_pct,0%,,,,,
player,201211110car,car,SilaAm00,special_teams,3,,,,,
player,201211110car,car,SilaAm00,st_pct,8%,,,,,
player,201211110car,car,OlseGr00,pos,TE,,,,,
player,201211110car,car,OlseGr00,offense,62,,,,,
player,201211110car,car,OlseGr00,off_pct,89%,,,,,
player,201211110car,car,OlseGr00,defense,0,,,,,
player,201211110car,car,OlseGr00,def_pct,0%,,,,,
player,201211110car,car,OlseGr00,special_teams,0,,,,,
player,201211110car,car,OlseGr00,st_pct,0%,,,,,
player,201211110car,car,SmitSt01,pos,WR,,,,,
player,201211110car,car,SmitSt01,offense,54,,,,,
player,201211110car,car,SmitSt01,off_pct,77%,,,,,
player,201211110car,car,SmitSt01,defense,0,,,,,
player,201211110car,car,SmitSt01,def_pct,0%,,,,,
player,201211110car,car,SmitSt01,special_teams,0,,,,,
player,201211110car,car,SmitSt01,st_pct,0%,,,,,
player,201211110car,car,BellBy00,pos,T,,,,,
player,201211110car,car,BellBy00,offense,47,,,,,
player,201211110car,car,BellBy00,off_pct,67%,,,,,
player,201211110car,car,BellBy00,defense,0,,,,,
player,201211110car,car,BellBy00,def_pct,0%,,,,,
player,201211110car,car,BellBy00,special_teams,2,,,,,
player,201211110car,car,BellBy00,st_pct,6%,,,,,
player,201211110car,car,StewJo00,pos,RB,,,,,
player,201211110car,car,StewJo00,offense,34,,,,,
player,201211110car,car,StewJo00,off_pct,49%,,,,,
player,201211110car,car,StewJo00,defense,0,,,,,
player,201211110car,car,StewJo00,def_pct,0%,,,,,
player,201211110car,car,StewJo00,special_teams,0,,,,,
player,201211110car,car,StewJo00,st_pct,0%,,,,,
player,201211110car,car,MurpLo00,pos,WR,,,,,
player,201211110car,car,MurpLo00,offense,34,,,,,
player,201211110car,car,MurpLo00,off_pct,49%,,,,,
player,201211110car,car,MurpLo00,defense,0,,,,,
player,201211110car,car,MurpLo00,def_pct,0%,,,,,
player,201211110car,car,MurpLo00,special_teams,0,,,,,
player,201211110car,car,MurpLo00,st_pct,0%,,,,,
player,201211110car,car,WillGa23,pos,T,,,,,
player,201211110car,car,WillGa23,offense,31,,,,,
player,201211110car,car,WillGa23,off_pct,44%,,,,,
player,201211110car,car,WillGa23,defense,0,,,,,
player,201211110car,car,WillGa23,def_pct,0%,,,,,
player,201211110car,car,WillGa23,special_teams,1,,,,,
player,201211110car,car,WillGa23,st_pct,3%,,,,,
player,201211110car,car,WillDe02,pos,RB,,,,,
player,201211110car,car,WillDe02,offense,23,,,,,
player,201211110car,car,WillDe02,off_pct,33%,,,,,
player,201211110car,car,WillDe02,defense,0,,,,,
player,201211110car,car,WillDe02,def_pct,0%,,,,,
player,201211110car,car,WillDe02,special_teams,0,,,,,
player,201211110car,car,WillDe02,st_pct,0%,,,,,
player,201211110car,car,TolbMi00,pos,FB,,,,,
player,201211110car,car,TolbMi00,offense,22,,,,,
player,201211110car,car,TolbMi00,off_pct,31%,,,,,
player,201211110car,car,TolbMi00,defense,0,,,,,
player,201211110car,car,TolbMi00,def_pct,0%,,,,,
player,201211110car,car,TolbMi00,special_teams,0,,,,,
player,201211110car,car,TolbMi00,st_pct,0%,,,,,
player,201211110car,car,BarnGa01,pos,TE,,,,,
player,201211110car,car,BarnGa01,offense,16,,,,,
player,201211110car,car,BarnGa01,off_pct,23%,,,,,
player,201211110car,car,BarnGa01,defense,0,,,,,
player,201211110car,car,BarnGa01,def_pct,0%,,,,,
player,201211110car,car,BarnGa01,special_teams,21,,,,,
player,201211110car,car,BarnGa01,st_pct,58%,,,,,
player,201211110car,car,EdwaAr00,pos,WR,,,,,
player,201211110car,car,EdwaAr00,offense,16,,,,,
player,201211110car,car,EdwaAr00,off_pct,23%,,,,,
player,201211110car,car,EdwaAr00,defense,0,,,,,
player,201211110car,car,EdwaAr00,def_pct,0%,,,,,
player,201211110car,car,EdwaAr00,special_teams,7,,,,,
player,201211110car,car,EdwaAr00,st_pct,19%,,,,,
player,201211110car,car,GettDa00,pos,WR,,,,,
player,201211110car,car,GettDa00,offense,12,,,,,
player,201211110car,car,GettDa00,off_pct,17%,,,,,
player,201211110car,car,GettDa00,defense,0,,,,,
player,201211110car,car,GettDa00,def_pct,0%,,,,,
player,201211110car,car,GettDa00,special_teams,0,,,,,
player,201211110car,car,GettDa00,st_pct,0%,,,,,
player,201211110car,car,HartBe00,pos,TE,,,,,
player,201211110car,car,HartBe00,offense,7,,,,,
player,201211110car,car,HartBe00,off_pct,10%,,,,,
player,201211110car,car,HartBe00,defense,0,,,,,
player,201211110car,car,HartBe00,def_pct,0%,,,,,
player,201211110car,car,HartBe00,special_teams,7,,,,,
player,201211110car,car,HartBe00,st_pct,19%,,,,,
player,201211110car,car,MunnCa99,pos,CB,,,,,
player,201211110car,car,MunnCa99,offense,0,,,,,
player,201211110car,car,MunnCa99,off_pct,0%,,,,,
player,201211110car,car,MunnCa99,defense,64,,,,,
player,201211110car,car,MunnCa99,def_pct,100%,,,,,
player,201211110car,car,MunnCa99,special_teams,16,,,,,
player,201211110car,car,MunnCa99,st_pct,44%,,,,,
player,201211110car,car,NormJo01,pos,CB,,,,,
player,201211110car,car,NormJo01,offense,0,,,,,
player,201211110car,car,NormJo01,off_pct,0%,,,,,
player,201211110car,car,NormJo01,defense,64,,,,,
player,201211110car,car,NormJo01,def_pct,100%,,,,,
player,201211110car,car,NormJo01,special_teams,11,,,,,
player,201211110car,car,NormJo01,st_pct,31%,,,,,
player,201211110car,car,GodfCh99,pos,SS,,,,,
player,201211110car,car,GodfCh99,offense,0,,,,,
player,201211110car,car,GodfCh99,off_pct,0%,,,,,
player,201211110car,car,GodfCh99,defense,64,,,,,
player,201211110car,car,GodfCh99,def_pct,100%,,,,,
player,201211110car,car,GodfCh99,special_teams,8,,,,,
player,201211110car,car,GodfCh99,st_pct,22%,,,,,
player,201211110car,car,KuecLu00,pos,LB,,,,,
player,201211110car,car,KuecLu00,offense,0,,,,,
player,201211110car,car,KuecLu00,off_pct,0%,,,,,
player,201211110car,car,KuecLu00,defense,64,,,,,
player,201211110car,car,KuecLu00,def_pct,100%,,,,,
player,201211110car,car,KuecLu00,special_teams,8,,,,,
player,201211110car,car,KuecLu00,st_pct,22%,,,,,
player,201211110car,car,JohnCh98,pos,DE,,,,,
player,201211110car,car,JohnCh98,offense,0,,,,,
player,201211110car,car,JohnCh98,off_pct,0%,,,,,
player,201211110car,car,JohnCh98,defense,55,,,,,
player,201211110car,car,JohnCh98,def_pct,86%,,,,,
player,201211110car,car,JohnCh98,special_teams,5,,,,,
player,201211110car,car,JohnCh98,st_pct,14%,,,,,
player,201211110car,car,HardGr99,pos,DE,,,,,
player,201211110car,car,HardGr99,offense,0,,,,,
player,201211110car,car,HardGr99,off_pct,0%,,,,,
player,201211110car,car,HardGr99,defense,53,,,,,
player,201211110car,car,HardGr99,def_pct,83%,,,,,
player,201211110car,car,HardGr99,special_teams,8,,,,,
player,201211110car,car,HardGr99,st_pct,22%,,,,,
player,201211110car,car,MartSh99,pos,FS,,,,,
player,201211110car,car,MartSh99,offense,0,,,,,
player,201211110car,car,MartSh99,off_pct,0%,,,,,
player,201211110car,car,MartSh99,defense,49,,,,,
player,201211110car,car,MartSh99,def_pct,77%,,,,,
player,201211110car,car,MartSh99,special_teams,13,,,,,
player,201211110car,car,MartSh99,st_pct,36%,,,,,
player,201211110car,car,DaviTh20,pos,LB,,,,,
player,201211110car,car,DaviTh20,offense,0,,,,,
player,201211110car,car,DaviTh20,off_pct,0%,,,,,
player,201211110car,car,DaviTh20,defense,49,,,,,
player,201211110car,car,DaviTh20,def_pct,77%,,,,,
player,201211110car,car,DaviTh20,special_teams,8,,,,,
player,201211110car,car,DaviTh20,st_pct,22%,,,,,
player,201211110car,car,ThomJo01,pos,CB,,,,,
player,201211110car,car,ThomJo01,offense,0,,,,,
player,201211110car,car,ThomJo01,off_pct,0%,,,,,
player,201211110car,car,ThomJo01,defense,48,,,,,
player,201211110car,car,ThomJo01,def_pct,75%,,,,,
player,201211110car,car,ThomJo01,special_teams,20,,,,,
player,201211110car,car,ThomJo01,st_pct,56%,,,,,
player,201211110car,car,EdwaDw20,pos,DT,,,,,
player,201211110car,car,EdwaDw20,offense,0,,,,,
player,201211110car,car,EdwaDw20,off_pct,0%,,,,,
player,201211110car,car,EdwaDw20,defense,46,,,,,
player,201211110car,car,EdwaDw20,def_pct,72%,,,,,
player,201211110car,car,EdwaDw20,special_teams,6,,,,,
player,201211110car,car,EdwaDw20,st_pct,17%,,,,,
player,201211110car,car,AlexFr00,pos,DE,,,,,
player,201211110car,car,AlexFr00,offense,0,,,,,
player,201211110car,car,AlexFr00,off_pct,0%,,,,,
player,201211110car,car,AlexFr00,defense,37,,,,,
player,201211110car,car,AlexFr00,def_pct,58%,,,,,
player,201211110car,car,AlexFr00,special_teams,6,,,,,
player,201211110car,car,AlexFr00,st_pct,17%,,,,,
player,201211110car,car,AndeJa21,pos,LB,,,,,
player,201211110car,car,AndeJa21,offense,0,,,,,
player,201211110car,car,AndeJa21,off_pct,0%,,,,,
player,201211110car,car,AndeJa21,defense,25,,,,,
player,201211110car,car,AndeJa21,def_pct,39%,,,,,
player,201211110car,car,AndeJa21,special_teams,16,,,,,
player,201211110car,car,AndeJa21,st_pct,44%,,,,,
player,201211110car,car,EdwaRo20,pos,NT,,,,,
player,201211110car,car,EdwaRo20,offense,0,,,,,
player,201211110car,car,EdwaRo20,off_pct,0%,,,,,
player,201211110car,car,EdwaRo20,defense,22,,,,,
player,201211110car,car,EdwaRo20,def_pct,34%,,,,,
player,201211110car,car,EdwaRo20,special_teams,5,,,,,
player,201211110car,car,EdwaRo20,st_pct,14%,,,,,
player,201211110car,car,NakaHa99,pos,FS,,,,,
player,201211110car,car,NakaHa99,offense,0,,,,,
player,201211110car,car,NakaHa99,off_pct,0%,,,,,
player,201211110car,car,NakaHa99,defense,21,,,,,
player,201211110car,car,NakaHa99,def_pct,33%,,,,,
player,201211110car,car,NakaHa99,special_teams,22,,,,,
player,201211110car,car,NakaHa99,st_pct,61%,,,,,
player,201211110car,car,NeblAn00,pos,NT,,,,,
player,201211110car,car,NeblAn00,offense,0,,,,,
player,201211110car,car,NeblAn00,off_pct,0%,,,,,
player,201211110car,car,NeblAn00,defense,20,,,,,
player,201211110car,car,NeblAn00,def_pct,31%,,,,,
player,201211110car,car,NeblAn00,special_teams,3,,,,,
player,201211110car,car,NeblAn00,st_pct,8%,,,,,
player,201211110car,car,FuaxSi00,pos,NT,,,,,
player,201211110car,car,FuaxSi00,offense,0,,,,,
player,201211110car,car,FuaxSi00,off_pct,0%,,,,,
player,201211110car,car,FuaxSi00,defense,17,,,,,
player,201211110car,car,FuaxSi00,def_pct,27%,,,,,
player,201211110car,car,FuaxSi00,special_teams,11,,,,,
player,201211110car,car,FuaxSi00,st_pct,31%,,,,,
player,201211110car,car,ChanNa00,pos,DT,,,,,
player,201211110car,car,ChanNa00,offense,0,,,,,
player,201211110car,car,ChanNa00,off_pct,0%,,,,,
player,201211110car,car,ChanNa00,defense,6,,,,,
player,201211110car,car,ChanNa00,def_pct,9%,,,,,
player,201211110car,car,ChanNa00,special_teams,12,,,,,
player,201211110car,car,ChanNa00,st_pct,33%,,,,,
player,201211110car,car,BrocRi00,pos,FB,,,,,
player,201211110car,car,BrocRi00,offense,0,,,,,
player,201211110car,car,BrocRi00,off_pct,0%,,,,,
player,201211110car,car,BrocRi00,defense,0,,,,,
player,201211110car,car,BrocRi00,def_pct,0%,,,,,
player,201211110car,car,BrocRi00,special_teams,25,,,,,
player,201211110car,car,BrocRi00,st_pct,69%,,,,,
player,201211110car,car,JoneCo01,pos,FS,,,,,
player,201211110car,car,JoneCo01,offense,0,,,,,
player,201211110car,car,JoneCo01,off_pct,0%,,,,,
player,201211110car,car,JoneCo01,defense,0,,,,,
player,201211110car,car,JoneCo01,def_pct,0%,,,,,
player,201211110car,car,JoneCo01,special_teams,25,,,,,
player,201211110car,car,JoneCo01,st_pct,69%,,,,,
player,201211110car,car,SennJo00,pos,LB,,,,,
player,201211110car,car,SennJo00,offense,0,,,,,
player,201211110car,car,SennJo00,off_pct,0%,,,,,
player,201211110car,car,SennJo00,defense,0,,,,,
player,201211110car,car,SennJo00,def_pct,0%,,,,,
player,201211110car,car,SennJo00,special_teams,25,,,,,
player,201211110car,car,SennJo00,st_pct,69%,,,,,
player,201211110car,car,PhilJa99,pos,LB,,,,,
player,201211110car,car,PhilJa99,offense,0,,,,,
player,201211110car,car,PhilJa99,off_pct,0%,,,,,
player,201211110car,car,PhilJa99,defense,0,,,,,
player,201211110car,car,PhilJa99,def_pct,0%,,,,,
player,201211110car,car,PhilJa99,special_teams,25,,,,,
player,201211110car,car,PhilJa99,st_pct,69%,,,,,
player,201211110car,car,HoguDo01,pos,LB,,,,,
player,201211110car,car,HoguDo01,offense,0,,,,,
player,201211110car,car,HoguDo01,off_pct,0%,,,,,
player,201211110car,car,HoguDo01,defense,0,,,,,
player,201211110car,car,HoguDo01,def_pct,0%,,,,,
player,201211110car,car,HoguDo01,special_teams,25,,,,,
player,201211110car,car,HoguDo01,st_pct,69%,,,,,
player,201211110car,car,NortBr00,pos,P,,,,,
player,201211110car,car,NortBr00,offense,0,,,,,
player,201211110car,car,NortBr00,off_pct,0%,,,,,
player,201211110car,car,NortBr00,defense,0,,,,,
player,201211110car,car,NortBr00,def_pct,0%,,,,,
player,201211110car,car,NortBr00,special_teams,13,,,,,
player,201211110car,car,NortBr00,st_pct,36%,,,,,
player,201211110car,car,JansJ.00,pos,LS,,,,,
player,201211110car,car,JansJ.00,offense,0,,,,,
player,201211110car,car,JansJ.00,off_pct,0%,,,,,
player,201211110car,car,JansJ.00,defense,0,,,,,
player,201211110car,car,JansJ.00,def_pct,0%,,,,,
player,201211110car,car,JansJ.00,special_teams,12,,,,,
player,201211110car,car,JansJ.00,st_pct,33%,,,,,
player,201211110car,car,DockJa00,pos,CB,,,,,
player,201211110car,car,DockJa00,offense,0,,,,,
player,201211110car,car,DockJa00,off_pct,0%,,,,,
player,201211110car,car,DockJa00,defense,0,,,,,
player,201211110car,car,DockJa00,def_pct,0%,,,,,
player,201211110car,car,DockJa00,special_teams,12,,,,,
player,201211110car,car,DockJa00,st_pct,33%,,,,,
player,201211110car,car,MedlJu20,pos,K,,,,,
player,201211110car,car,MedlJu20,offense,0,,,,,
player,201211110car,car,MedlJu20,off_pct,0%,,,,,
player,201211110car,car,MedlJu20,defense,0,,,,,
player,201211110car,car,MedlJu20,def_pct,0%,,,,,
player,201211110car,car,MedlJu20,special_teams,6,,,,,
player,201211110car,car,MedlJu20,st_pct,17%,,,,,
player,201211110car,den,BeadZa20,pos,G,,,,,
player,201211110car,den,BeadZa20,offense,64,,,,,
player,201211110car,den,BeadZa20,off_pct,100%,,,,,
player,201211110car,den,BeadZa20,defense,0,,,,,
player,201211110car,den,BeadZa20,def_pct,0%,,,,,
player,201211110car,den,BeadZa20,special_teams,7,,,,,
player,201211110car,den,BeadZa20,st_pct,19%,,,,,
player,201211110car,den,FranOr00,pos,T,,,,,
player,201211110car,den,FranOr00,offense,64,,,,,
player,201211110car,den,FranOr00,off_pct,100%,,,,,
player,201211110car,den,FranOr00,defense,0,,,,,
player,201211110car,den,FranOr00,def_pct,0%,,,,,
player,201211110car,den,FranOr00,special_teams,7,,,,,
player,201211110car,den,FranOr00,st_pct,19%,,,,,
player,201211110car,den,CladRy20,pos,T,,,,,
player,201211110car,den,CladRy20,offense,64,,,,,
player,201211110car,den,CladRy20,off_pct,100%,,,,,
player,201211110car,den,CladRy20,defense,0,,,,,
player,201211110car,den,CladRy20,def_pct,0%,,,,,
player,201211110car,den,CladRy20,special_teams,7,,,,,
player,201211110car,den,CladRy20,st_pct,19%,,,,,
player,201211110car,den,RamiMa20,pos,G,,,,,
player,201211110car,den,RamiMa20,offense,64,,,,,
player,201211110car,den,RamiMa20,off_pct,100%,,,,,
player,201211110car,den,RamiMa20,defense,0,,,,,
player,201211110car,den,RamiMa20,def_pct,0%,,,,,
player,201211110car,den,RamiMa20,special_teams,7,,,,,
player,201211110car,den,RamiMa20,st_pct,19%,,,,,
player,201211110car,den,MannPe00,pos,QB,,,,,
player,201211110car,den,MannPe00,offense,64,,,,,
player,201211110car,den,MannPe00,off_pct,100%,,,,,
player,201211110car,den,MannPe00,defense,0,,,,,
player,201211110car,den,MannPe00,def_pct,0%,,,,,
player,201211110car,den,MannPe00,special_teams,0,,,,,
player,201211110car,den,MannPe00,st_pct,0%,,,,,
player,201211110car,den,KoppDa20,pos,C,,,,,
player,201211110car,den,KoppDa20,offense,64,,,,,
player,201211110car,den,KoppDa20,off_pct,100%,,,,,
player,201211110car,den,KoppDa20,defense,0,,,,,
player,201211110car,den,KoppDa20,def_pct,0%,,,,,
player,201211110car,den,KoppDa20,special_teams,0,,,,,
player,201211110car,den,KoppDa20,st_pct,0%,,,,,
player,201211110car,den,DeckEr00,pos,WR,,,,,
player,201211110car,den,DeckEr00,offense,63,,,,,
player,201211110car,den,DeckEr00,off_pct,98%,,,,,
player,201211110car,den,DeckEr00,defense,0,,,,,
player,201211110car,den,DeckEr00,def_pct,0%,,,,,
player,201211110car,den,DeckEr00,special_teams,1,,,,,
player,201211110car,den,DeckEr00,st_pct,3%,,,,,
player,201211110car,den,ThomDe03,pos,WR,,,,,
player,201211110car,den,ThomDe03,offense,60,,,,,
player,201211110car,den,ThomDe03,off_pct,94%,,,,,
player,201211110car,den,ThomDe03,defense,0,,,,,
player,201211110car,den,ThomDe03,def_pct,0%,,,,,
player,201211110car,den,ThomDe03,special_teams,1,,,,,
player,201211110car,den,ThomDe03,st_pct,3%,,,,,
player,201211110car,den,StokBr00,pos,WR,,,,,
player,201211110car,den,StokBr00,offense,47,,,,,
player,201211110car,den,StokBr00,off_pct,73%,,,,,
player,201211110car,den,StokBr00,defense,0,,,,,
player,201211110car,den,StokBr00,def_pct,0%,,,,,
player,201211110car,den,StokBr00,special_teams,0,,,,,
player,201211110car,den,StokBr00,st_pct,0%,,,,,
player,201211110car,den,DreeJo00,pos,TE,,,,,
player,201211110car,den,DreeJo00,offense,46,,,,,
player,201211110car,den,DreeJo00,off_pct,72%,,,,,
player,201211110car,den,DreeJo00,defense,0,,,,,
player,201211110car,den,DreeJo00,def_pct,0%,,,,,
player,201211110car,den,DreeJo00,special_teams,11,,,,,
player,201211110car,den,DreeJo00,st_pct,31%,,,,,
player,201211110car,den,McGaWi00,pos,RB,,,,,
player,201211110car,den,McGaWi00,offense,43,,,,,
player,201211110car,den,McGaWi00,off_pct,67%,,,,,
player,201211110car,den,McGaWi00,defense,0,,,,,
player,201211110car,den,McGaWi00,def_pct,0%,,,,,
player,201211110car,den,McGaWi00,special_teams,0,,,,,
player,201211110car,den,McGaWi00,st_pct,0%,,,,,
player,201211110car,den,TammJa00,pos,TE,,,,,
player,201211110car,den,TammJa00,offense,21,,,,,
player,201211110car,den,TammJa00,off_pct,33%,,,,,
player,201211110car,den,TammJa00,defense,0,,,,,
player,201211110car,den,TammJa00,def_pct,0%,,,,,
player,201211110car,den,TammJa00,special_teams,4,,,,,
player,201211110car,den,TammJa00,st_pct,11%,,,,,
player,201211110car,den,HillRo00,pos,RB,,,,,
player,201211110car,den,HillRo00,offense,18,,,,,
player,201211110car,den,HillRo00,off_pct,28%,,,,,
player,201211110car,den,HillRo00,defense,0,,,,,
player,201211110car,den,HillRo00,def_pct,0%,,,,,
player,201211110car,den,HillRo00,special_teams,0,,,,,
player,201211110car,den,HillRo00,st_pct,0%,,,,,
