game,2012,1,20120909,201209090kan,atl,"Atlanta Falcons",40,kan,"Kansas City Chiefs",24
player,201209090kan,kan,DrauSh00,tackles_assists,0,,,,,
player,201209090kan,kan,DrauSh00,tackles_loss,0,,,,,
player,201209090kan,kan,DrauSh00,qb_hits,0,,,,,
player,201209090kan,kan,DrauSh00,fumbles_rec,0,,,,,
player,201209090kan,kan,DrauSh00,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,DrauSh00,fumbles_rec_td,0,,,,,
player,201209090kan,kan,DrauSh00,fumbles_forced,0,,,,,
player,201209090kan,kan,PitoRo00,def_int,0,,,,,
player,201209090kan,kan,PitoRo00,def_int_yds,0,,,,,
player,201209090kan,kan,PitoRo00,def_int_td,0,,,,,
player,201209090kan,kan,PitoRo00,def_int_long,0,,,,,
player,201209090kan,kan,PitoRo00,pass_defended,0,,,,,
player,201209090kan,kan,PitoRo00,sacks,0.0,,,,,
player,201209090kan,kan,PitoRo00,tackles_combined,1,,,,,
player,201209090kan,kan,PitoRo00,tackles_solo,1,,,,,
player,201209090kan,kan,PitoRo00,tackles_assists,0,,,,,
player,201209090kan,kan,PitoRo00,tackles_loss,0,,,,,
player,201209090kan,kan,PitoRo00,qb_hits,0,,,,,
player,201209090kan,kan,PitoRo00,fumbles_rec,0,,,,,
player,201209090kan,kan,PitoRo00,fumbles_rec_yds,0,,,,,
player,201209090kan,kan,PitoRo00,fumbles_rec_td,0,,,,,
player,201209090kan,kan,PitoRo00,fumbles_forced,0,,,,,
player,201209090kan,atl,RodgJa00,kick_ret,2,,,,,
player,201209090kan,atl,RodgJa00,kick_ret_yds,104,,,,,
player,201209090kan,atl,RodgJa00,kick_ret_yds_per_ret,52.0,,,,,
player,201209090kan,atl,RodgJa00,kick_ret_td,0,,,,,
player,201209090kan,atl,RodgJa00,kick_ret_long,77,,,,,
player,201209090kan,atl,RodgJa00,punt_ret,0,,,,,
player,201209090kan,atl,RodgJa00,punt_ret_yds,0,,,,,
player,201209090kan,atl,RodgJa00,punt_ret_yds_per_ret,,,,,,
player,201209090kan,atl,RodgJa00,punt_ret_td,0,,,,,
player,201209090kan,atl,RodgJa00,punt_ret_long,0,,,,,
player,201209090kan,atl,DougHa00,kick_ret,1,,,,,
player,201209090kan,atl,DougHa00,kick_ret_yds,8,,,,,
player,201209090kan,atl,DougHa00,kick_ret_yds_per_ret,8.0,,,,,
player,201209090kan,atl,DougHa00,kick_ret_td,0,,,,,
player,201209090kan,atl,DougHa00,kick_ret_long,8,,,,,
player,201209090kan,atl,DougHa00,punt_ret,0,,,,,
player,201209090kan,atl,DougHa00,punt_ret_yds,0,,,,,
player,201209090kan,atl,DougHa00,punt_ret_yds_per_ret,,,,,,
player,201209090kan,atl,DougHa00,punt_ret_td,0,,,,,
player,201209090kan,atl,DougHa00,punt_ret_long,0,,,,,
player,201209090kan,kan,ArenJa99,kick_ret,4,,,,,
player,201209090kan,kan,ArenJa99,kick_ret_yds,79,,,,,
player,201209090kan,kan,ArenJa99,kick_ret_yds_per_ret,19.8,,,,,
player,201209090kan,kan,ArenJa99,kick_ret_td,0,,,,,
player,201209090kan,kan,ArenJa99,kick_ret_long,25,,,,,
player,201209090kan,kan,ArenJa99,punt_ret,1,,,,,
player,201209090kan,kan,ArenJa99,punt_ret_yds,14,,,,,
player,201209090kan,kan,ArenJa99,punt_ret_yds_per_ret,14.0,,,,,
player,201209090kan,kan,ArenJa99,punt_ret_td,0,,,,,
player,201209090kan,kan,ArenJa99,punt_ret_long,14,,,,,
player,201209090kan,kan,CoppTe00,kick_ret,1,,,,,
player,201209090kan,kan,CoppTe00,kick_ret_yds,16,,,,,
player,201209090kan,kan,CoppTe00,kick_ret_yds_per_ret,16.0,,,,,
player,201209090kan,kan,CoppTe00,kick_ret_td,0,,,,,
player,201209090kan,kan,CoppTe00,kick_ret_long,16,,,,,
player,201209090kan,kan,CoppTe00,punt_ret,0,,,,,
player,201209090kan,kan,CoppTe00,punt_ret_yds,0,,,,,
player,201209090kan,kan,CoppTe00,punt_ret_yds_per_ret,,,,,,
player,201209090kan,kan,CoppTe00,punt_ret_td,0,,,,,
player,201209090kan,kan,CoppTe00,punt_ret_long,0,,,,,
player,201209090kan,atl,bryanmat01,xpm,4,,,,,
player,201209090kan,atl,bryanmat01,xpa,4,,,,,
player,201209090kan,atl,bryanmat01,fgm,4,,,,,
player,201209090kan,atl,bryanmat01,fga,4,,,,,
player,201209090kan,atl,bryanmat01,punt,0,,,,,
player,201209090kan,atl,bryanmat01,punt_yds,0,,,,,
player,201209090kan,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201209090kan,atl,bryanmat01,punt_long,0,,,,,
player,201209090kan,atl,BoshMa00,xpm,,,,,,
player,201209090kan,atl,BoshMa00,xpa,,,,,,
player,201209090kan,atl,BoshMa00,fgm,,,,,,
player,201209090kan,atl,BoshMa00,fga,,,,,,
player,201209090kan,atl,BoshMa00,punt,1,,,,,
player,201209090kan,atl,BoshMa00,punt_yds,52,,,,,
player,201209090kan,atl,BoshMa00,punt_yds_per_punt,52.0,,,,,
player,201209090kan,atl,BoshMa00,punt_long,52,,,,,
player,201209090kan,kan,SuccRy44,xpm,3,,,,,
player,201209090kan,kan,SuccRy44,xpa,3,,,,,
player,201209090kan,kan,SuccRy44,fgm,1,,,,,
player,201209090kan,kan,SuccRy44,fga,2,,,,,
player,201209090kan,kan,SuccRy44,punt,0,,,,,
player,201209090kan,kan,SuccRy44,punt_yds,0,,,,,
player,201209090kan,kan,SuccRy44,punt_yds_per_punt,,,,,,
player,201209090kan,kan,SuccRy44,punt_long,0,,,,,
player,201209090kan,kan,ColqDu20,xpm,,,,,,
player,201209090kan,kan,ColqDu20,xpa,,,,,,
player,201209090kan,kan,ColqDu20,fgm,,,,,,
player,201209090kan,kan,ColqDu20,fga,,,,,,
player,201209090kan,kan,ColqDu20,punt,1,,,,,
player,201209090kan,kan,ColqDu20,punt_yds,47,,,,,
player,201209090kan,kan,ColqDu20,punt_yds_per_punt,47.0,,,,,
player,201209090kan,kan,ColqDu20,punt_long,47,,,,,
player,201209090kan,kan,AlbeBr20,pos,T,,,,,
player,201209090kan,kan,AlbeBr20,offense,69,,,,,
player,201209090kan,kan,AlbeBr20,off_pct,100%,,,,,
player,201209090kan,kan,AlbeBr20,defense,0,,,,,
player,201209090kan,kan,AlbeBr20,def_pct,0%,,,,,
player,201209090kan,kan,AlbeBr20,special_teams,5,,,,,
player,201209090kan,kan,AlbeBr20,st_pct,17%,,,,,
player,201209090kan,kan,HudsRo00,pos,C,,,,,
player,201209090kan,kan,HudsRo00,offense,69,,,,,
player,201209090kan,kan,HudsRo00,off_pct,100%,,,,,
player,201209090kan,kan,HudsRo00,defense,0,,,,,
player,201209090kan,kan,HudsRo00,def_pct,0%,,,,,
player,201209090kan,kan,HudsRo00,special_teams,5,,,,,
player,201209090kan,kan,HudsRo00,st_pct,17%,,,,,
player,201209090kan,kan,LiljRy20,pos,G,,,,,
player,201209090kan,kan,LiljRy20,offense,69,,,,,
player,201209090kan,kan,LiljRy20,off_pct,100%,,,,,
player,201209090kan,kan,LiljRy20,defense,0,,,,,
player,201209090kan,kan,LiljRy20,def_pct,0%,,,,,
player,201209090kan,kan,LiljRy20,special_teams,5,,,,,
player,201209090kan,kan,LiljRy20,st_pct,17%,,,,,
player,201209090kan,kan,AsamJo20,pos,G,,,,,
player,201209090kan,kan,AsamJo20,offense,69,,,,,
player,201209090kan,kan,AsamJo20,off_pct,100%,,,,,
player,201209090kan,kan,AsamJo20,defense,0,,,,,
player,201209090kan,kan,AsamJo20,def_pct,0%,,,,,
player,201209090kan,kan,AsamJo20,special_teams,5,,,,,
player,201209090kan,kan,AsamJo20,st_pct,17%,,,,,
player,201209090kan,kan,WinsEr20,pos,T,,,,,
player,201209090kan,kan,WinsEr20,offense,69,,,,,
player,201209090kan,kan,WinsEr20,off_pct,100%,,,,,
player,201209090kan,kan,WinsEr20,defense,0,,,,,
player,201209090kan,kan,WinsEr20,def_pct,0%,,,,,
player,201209090kan,kan,WinsEr20,special_teams,5,,,,,
player,201209090kan,kan,WinsEr20,st_pct,17%,,,,,
player,201209090kan,kan,CassMa00,pos,QB,,,,,
player,201209090kan,kan,CassMa00,offense,69,,,,,
player,201209090kan,kan,CassMa00,off_pct,100%,,,,,
player,201209090kan,kan,CassMa00,defense,0,,,,,
player,201209090kan,kan,CassMa00,def_pct,0%,,,,,
player,201209090kan,kan,CassMa00,special_teams,0,,,,,
player,201209090kan,kan,CassMa00,st_pct,0%,,,,,
player,201209090kan,kan,BoweDw00,pos,WR,,,,,
player,201209090kan,kan,BoweDw00,offense,60,,,,,
player,201209090kan,kan,BoweDw00,off_pct,87%,,,,,
player,201209090kan,kan,BoweDw00,defense,0,,,,,
player,201209090kan,kan,BoweDw00,def_pct,0%,,,,,
player,201209090kan,kan,BoweDw00,special_teams,0,,,,,
player,201209090kan,kan,BoweDw00,st_pct,0%,,,,,
player,201209090kan,kan,McClDe00,pos,WR,,,,,
player,201209090kan,kan,McClDe00,offense,57,,,,,
player,201209090kan,kan,McClDe00,off_pct,83%,,,,,
player,201209090kan,kan,McClDe00,defense,0,,,,,
player,201209090kan,kan,McClDe00,def_pct,0%,,,,,
player,201209090kan,kan,McClDe00,special_teams,0,,,,,
player,201209090kan,kan,McClDe00,st_pct,0%,,,,,
player,201209090kan,kan,BreaSt00,pos,WR,,,,,
player,201209090kan,kan,BreaSt00,offense,52,,,,,
player,201209090kan,kan,BreaSt00,off_pct,75%,,,,,
player,201209090kan,kan,BreaSt00,defense,0,,,,,
player,201209090kan,kan,BreaSt00,def_pct,0%,,,,,
player,201209090kan,kan,BreaSt00,special_teams,0,,,,,
player,201209090kan,kan,BreaSt00,st_pct,0%,,,,,
player,201209090kan,kan,MoeaTo00,pos,TE,,,,,
player,201209090kan,kan,MoeaTo00,offense,45,,,,,
player,201209090kan,kan,MoeaTo00,off_pct,65%,,,,,
player,201209090kan,kan,MoeaTo00,defense,0,,,,,
player,201209090kan,kan,MoeaTo00,def_pct,0%,,,,,
player,201209090kan,kan,MoeaTo00,special_teams,0,,,,,
player,201209090kan,kan,MoeaTo00,st_pct,0%,,,,,
player,201209090kan,kan,BossKe00,pos,TE,,,,,
player,201209090kan,kan,BossKe00,offense,32,,,,,
player,201209090kan,kan,BossKe00,off_pct,46%,,,,,
player,201209090kan,kan,BossKe00,defense,0,,,,,
player,201209090kan,kan,BossKe00,def_pct,0%,,,,,
player,201209090kan,kan,BossKe00,special_teams,5,,,,,
player,201209090kan,kan,BossKe00,st_pct,17%,,,,,
player,201209090kan,kan,CharJa00,pos,RB,,,,,
player,201209090kan,kan,CharJa00,offense,29,,,,,
player,201209090kan,kan,CharJa00,off_pct,42%,,,,,
player,201209090kan,kan,CharJa00,defense,0,,,,,
player,201209090kan,kan,CharJa00,def_pct,0%,,,,,
player,201209090kan,kan,CharJa00,special_teams,0,,,,,
player,201209090kan,kan,CharJa00,st_pct,0%,,,,,
player,201209090kan,kan,DrauSh00,pos,RB,,,,,
player,201209090kan,kan,DrauSh00,offense,22,,,,,
player,201209090kan,kan,DrauSh00,off_pct,32%,,,,,
player,201209090kan,kan,DrauSh00,defense,0,,,,,
player,201209090kan,kan,DrauSh00,def_pct,0%,,,,,
player,201209090kan,kan,DrauSh00,special_teams,16,,,,,
player,201209090kan,kan,DrauSh00,st_pct,55%,,,,,
player,201209090kan,kan,BaldJo00,pos,WR,,,,,
player,201209090kan,kan,BaldJo00,offense,22,,,,,
player,201209090kan,kan,BaldJo00,off_pct,32%,,,,,
player,201209090kan,kan,BaldJo00,defense,0,,,,,
player,201209090kan,kan,BaldJo00,def_pct,0%,,,,,
player,201209090kan,kan,BaldJo00,special_teams,0,,,,,
player,201209090kan,kan,BaldJo00,st_pct,0%,,,,,
player,201209090kan,kan,HillPe00,pos,RB,,,,,
player,201209090kan,kan,HillPe00,offense,19,,,,,
player,201209090kan,kan,HillPe00,off_pct,28%,,,,,
player,201209090kan,kan,HillPe00,defense,0,,,,,
player,201209090kan,kan,HillPe00,def_pct,0%,,,,,
player,201209090kan,kan,HillPe00,special_teams,0,,,,,
player,201209090kan,kan,HillPe00,st_pct,0%,,,,,
player,201209090kan,kan,EachNa00,pos,RB,,,,,
player,201209090kan,kan,EachNa00,offense,7,,,,,
player,201209090kan,kan,EachNa00,off_pct,10%,,,,,
player,201209090kan,kan,EachNa00,defense,0,,,,,
player,201209090kan,kan,EachNa00,def_pct,0%,,,,,
player,201209090kan,kan,EachNa00,special_teams,1,,,,,
player,201209090kan,kan,EachNa00,st_pct,3%,,,,,
player,201209090kan,kan,ReevJa20,pos,CB,,,,,
player,201209090kan,kan,ReevJa20,offense,0,,,,,
player,201209090kan,kan,ReevJa20,off_pct,0%,,,,,
player,201209090kan,kan,ReevJa20,defense,55,,,,,
player,201209090kan,kan,ReevJa20,def_pct,100%,,,,,
player,201209090kan,kan,ReevJa20,special_teams,9,,,,,
player,201209090kan,kan,ReevJa20,st_pct,31%,,,,,
player,201209090kan,kan,JohnDe25,pos,LB,,,,,
player,201209090kan,kan,JohnDe25,offense,0,,,,,
player,201209090kan,kan,JohnDe25,off_pct,0%,,,,,
player,201209090kan,kan,JohnDe25,defense,55,,,,,
player,201209090kan,kan,JohnDe25,def_pct,100%,,,,,
player,201209090kan,kan,JohnDe25,special_teams,8,,,,,
player,201209090kan,kan,JohnDe25,st_pct,28%,,,,,
player,201209090kan,kan,RoutSt20,pos,CB,,,,,
player,201209090kan,kan,RoutSt20,offense,0,,,,,
player,201209090kan,kan,RoutSt20,off_pct,0%,,,,,
player,201209090kan,kan,RoutSt20,defense,55,,,,,
player,201209090kan,kan,RoutSt20,def_pct,100%,,,,,
player,201209090kan,kan,RoutSt20,special_teams,8,,,,,
player,201209090kan,kan,RoutSt20,st_pct,28%,,,,,
player,201209090kan,kan,BerrEr99,pos,SS,,,,,
player,201209090kan,kan,BerrEr99,offense,0,,,,,
player,201209090kan,kan,BerrEr99,off_pct,0%,,,,,
player,201209090kan,kan,BerrEr99,defense,55,,,,,
player,201209090kan,kan,BerrEr99,def_pct,100%,,,,,
player,201209090kan,kan,BerrEr99,special_teams,8,,,,,
player,201209090kan,kan,BerrEr99,st_pct,28%,,,,,
player,201209090kan,kan,HousJu00,pos,LB,,,,,
player,201209090kan,kan,HousJu00,offense,0,,,,,
player,201209090kan,kan,HousJu00,off_pct,0%,,,,,
player,201209090kan,kan,HousJu00,defense,54,,,,,
player,201209090kan,kan,HousJu00,def_pct,98%,,,,,
player,201209090kan,kan,HousJu00,special_teams,8,,,,,
player,201209090kan,kan,HousJu00,st_pct,28%,,,,,
player,201209090kan,kan,ElamAb20,pos,SS,,,,,
player,201209090kan,kan,ElamAb20,offense,0,,,,,
player,201209090kan,kan,ElamAb20,off_pct,0%,,,,,
player,201209090kan,kan,ElamAb20,defense,54,,,,,
player,201209090kan,kan,ElamAb20,def_pct,98%,,,,,
player,201209090kan,kan,ElamAb20,special_teams,8,,,,,
player,201209090kan,kan,ElamAb20,st_pct,28%,,,,,
player,201209090kan,kan,PoexDo00,pos,NT,,,,,
player,201209090kan,kan,PoexDo00,offense,0,,,,,
player,201209090kan,kan,PoexDo00,off_pct,0%,,,,,
player,201209090kan,kan,PoexDo00,defense,35,,,,,
player,201209090kan,kan,PoexDo00,def_pct,64%,,,,,
player,201209090kan,kan,PoexDo00,special_teams,8,,,,,
player,201209090kan,kan,PoexDo00,st_pct,28%,,,,,
player,201209090kan,kan,DorsGl99,pos,DE,,,,,
player,201209090kan,kan,DorsGl99,offense,0,,,,,
player,201209090kan,kan,DorsGl99,off_pct,0%,,,,,
player,201209090kan,kan,DorsGl99,defense,30,,,,,
player,201209090kan,kan,DorsGl99,def_pct,55%,,,,,
player,201209090kan,kan,DorsGl99,special_teams,8,,,,,
player,201209090kan,kan,DorsGl99,st_pct,28%,,,,,
player,201209090kan,kan,JackTy98,pos,DE,,,,,
player,201209090kan,kan,JackTy98,offense,0,,,,,
player,201209090kan,kan,JackTy98,off_pct,0%,,,,,
player,201209090kan,kan,JackTy98,defense,30,,,,,
player,201209090kan,kan,JackTy98,def_pct,55%,,,,,
player,201209090kan,kan,JackTy98,special_teams,8,,,,,
player,201209090kan,kan,JackTy98,st_pct,28%,,,,,
player,201209090kan,kan,DaniTr20,pos,FS,,,,,
player,201209090kan,kan,DaniTr20,offense,0,,,,,
player,201209090kan,kan,DaniTr20,off_pct,0%,,,,,
player,201209090kan,kan,DaniTr20,defense,30,,,,,
player,201209090kan,kan,DaniTr20,def_pct,55%,,,,,
player,201209090kan,kan,DaniTr20,special_teams,0,,,,,
player,201209090kan,kan,DaniTr20,st_pct,0%,,,,,
player,201209090kan,kan,JoneEd22,pos,LB,,,,,
player,201209090kan,kan,JoneEd22,offense,0,,,,,
player,201209090kan,kan,JoneEd22,off_pct,0%,,,,,
player,201209090kan,kan,JoneEd22,defense,29,,,,,
player,201209090kan,kan,JoneEd22,def_pct,53%,,,,,
player,201209090kan,kan,JoneEd22,special_teams,15,,,,,
player,201209090kan,kan,JoneEd22,st_pct,52%,,,,,
player,201209090kan,kan,BelcJo00,pos,LB,,,,,
player,201209090kan,kan,BelcJo00,offense,0,,,,,
player,201209090kan,kan,BelcJo00,off_pct,0%,,,,,
player,201209090kan,kan,BelcJo00,defense,28,,,,,
player,201209090kan,kan,BelcJo00,def_pct,51%,,,,,
player,201209090kan,kan,BelcJo00,special_teams,9,,,,,
player,201209090kan,kan,BelcJo00,st_pct,31%,,,,,
player,201209090kan,kan,ArenJa99,pos,CB,,,,,
player,201209090kan,kan,ArenJa99,offense,0,,,,,
player,201209090kan,kan,ArenJa99,off_pct,0%,,,,,
player,201209090kan,kan,ArenJa99,defense,27,,,,,
player,201209090kan,kan,ArenJa99,def_pct,49%,,,,,
player,201209090kan,kan,ArenJa99,special_teams,14,,,,,
player,201209090kan,kan,ArenJa99,st_pct,48%,,,,,
player,201209090kan,kan,StudAn99,pos,LB,,,,,
player,201209090kan,kan,StudAn99,offense,0,,,,,
player,201209090kan,kan,StudAn99,off_pct,0%,,,,,
player,201209090kan,kan,StudAn99,defense,26,,,,,
player,201209090kan,kan,StudAn99,def_pct,47%,,,,,
player,201209090kan,kan,StudAn99,special_teams,20,,,,,
player,201209090kan,kan,StudAn99,st_pct,69%,,,,,
player,201209090kan,kan,PitoRo00,pos,DE,,,,,
player,201209090kan,kan,PitoRo00,offense,0,,,,,
player,201209090kan,kan,PitoRo00,off_pct,0%,,,,,
player,201209090kan,kan,PitoRo00,defense,25,,,,,
player,201209090kan,kan,PitoRo00,def_pct,45%,,,,,
player,201209090kan,kan,PitoRo00,special_teams,0,,,,,
player,201209090kan,kan,PitoRo00,st_pct,0%,,,,,
player,201209090kan,kan,PoweJe00,pos,NT,,,,,
player,201209090kan,kan,PoweJe00,offense,0,,,,,
player,201209090kan,kan,PoweJe00,off_pct,0%,,,,,
player,201209090kan,kan,PoweJe00,defense,16,,,,,
player,201209090kan,kan,PoweJe00,def_pct,29%,,,,,
player,201209090kan,kan,PoweJe00,special_teams,0,,,,,
player,201209090kan,kan,PoweJe00,st_pct,0%,,,,,
player,201209090kan,kan,ShefCa99,pos,LB,,,,,
player,201209090kan,kan,ShefCa99,offense,0,,,,,
player,201209090kan,kan,ShefCa99,off_pct,0%,,,,,
player,201209090kan,kan,ShefCa99,defense,1,,,,,
player,201209090kan,kan,ShefCa99,def_pct,2%,,,,,
player,201209090kan,kan,ShefCa99,special_teams,16,,,,,
player,201209090kan,kan,ShefCa99,st_pct,55%,,,,,
player,201209090kan,kan,GreeCo01,pos,LB,,,,,
player,201209090kan,kan,GreeCo01,offense,0,,,,,
player,201209090kan,kan,GreeCo01,off_pct,0%,,,,,
player,201209090kan,kan,GreeCo01,defense,0,,,,,
player,201209090kan,kan,GreeCo01,def_pct,0%,,,,,
player,201209090kan,kan,GreeCo01,special_teams,16,,,,,
player,201209090kan,kan,GreeCo01,st_pct,55%,,,,,
player,201209090kan,kan,CoppTe00,pos,WR,,,,,
player,201209090kan,kan,CoppTe00,offense,0,,,,,
player,201209090kan,kan,CoppTe00,off_pct,0%,,,,,
player,201209090kan,kan,CoppTe00,defense,0,,,,,
player,201209090kan,kan,CoppTe00,def_pct,0%,,,,,
player,201209090kan,kan,CoppTe00,special_teams,16,,,,,
player,201209090kan,kan,CoppTe00,st_pct,55%,,,,,
player,201209090kan,kan,HartTy00,pos,FS,,,,,
player,201209090kan,kan,HartTy00,offense,0,,,,,
player,201209090kan,kan,HartTy00,off_pct,0%,,,,,
player,201209090kan,kan,HartTy00,defense,0,,,,,
player,201209090kan,kan,HartTy00,def_pct,0%,,,,,
player,201209090kan,kan,HartTy00,special_teams,15,,,,,
player,201209090kan,kan,HartTy00,st_pct,52%,,,,,
player,201209090kan,kan,AlleJe01,pos,G,,,,,
player,201209090kan,kan,AlleJe01,offense,0,,,,,
player,201209090kan,kan,AlleJe01,off_pct,0%,,,,,
player,201209090kan,kan,AlleJe01,defense,0,,,,,
player,201209090kan,kan,AlleJe01,def_pct,0%,,,,,
player,201209090kan,kan,AlleJe01,special_teams,14,,,,,
player,201209090kan,kan,AlleJe01,st_pct,48%,,,,,
player,201209090kan,kan,SileBr99,pos,LB,,,,,
player,201209090kan,kan,SileBr99,offense,0,,,,,
player,201209090kan,kan,SileBr99,off_pct,0%,,,,,
player,201209090kan,kan,SileBr99,defense,0,,,,,
player,201209090kan,kan,SileBr99,def_pct,0%,,,,,
player,201209090kan,kan,SileBr99,special_teams,14,,,,,
player,201209090kan,kan,SileBr99,st_pct,48%,,,,,
player,201209090kan,kan,OConJa00,pos,TE,,,,,
player,201209090kan,kan,OConJa00,offense,0,,,,,
player,201209090kan,kan,OConJa00,off_pct,0%,,,,,
player,201209090kan,kan,OConJa00,defense,0,,,,,
player,201209090kan,kan,OConJa00,def_pct,0%,,,,,
player,201209090kan,kan,OConJa00,special_teams,12,,,,,
player,201209090kan,kan,OConJa00,st_pct,41%,,,,,
player,201209090kan,kan,SuccRy44,pos,K,,,,,
player,201209090kan,kan,SuccRy44,offense,0,,,,,
player,201209090kan,kan,SuccRy44,off_pct,0%,,,,,
player,201209090kan,kan,SuccRy44,defense,0,,,,,
player,201209090kan,kan,SuccRy44,def_pct,0%,,,,,
player,201209090kan,kan,SuccRy44,special_teams,10,,,,,
player,201209090kan,kan,SuccRy44,st_pct,34%,,,,,
player,201209090kan,kan,StepDo00,pos,T,,,,,
player,201209090kan,kan,StepDo00,offense,0,,,,,
player,201209090kan,kan,StepDo00,off_pct,0%,,,,,
player,201209090kan,kan,StepDo00,defense,0,,,,,
player,201209090kan,kan,StepDo00,def_pct,0%,,,,,
player,201209090kan,kan,StepDo00,special_teams,9,,,,,
player,201209090kan,kan,StepDo00,st_pct,31%,,,,,
player,201209090kan,kan,ColqDu20,pos,P,,,,,
player,201209090kan,kan,ColqDu20,offense,0,,,,,
player,201209090kan,kan,ColqDu20,off_pct,0%,,,,,
player,201209090kan,kan,ColqDu20,defense,0,,,,,
player,201209090kan,kan,ColqDu20,def_pct,0%,,,,,
player,201209090kan,kan,ColqDu20,special_teams,6,,,,,
player,201209090kan,kan,ColqDu20,st_pct,21%,,,,,
player,201209090kan,kan,GaffTh20,pos,LS,,,,,
player,201209090kan,kan,GaffTh20,offense,0,,,,,
player,201209090kan,kan,GaffTh20,off_pct,0%,,,,,
player,201209090kan,kan,GaffTh20,defense,0,,,,,
player,201209090kan,kan,GaffTh20,def_pct,0%,,,,,
player,201209090kan,kan,GaffTh20,special_teams,6,,,,,
player,201209090kan,kan,GaffTh20,st_pct,21%,,,,,
player,201209090kan,kan,WyliDe00,pos,WR,,,,,
player,201209090kan,kan,WyliDe00,offense,0,,,,,
player,201209090kan,kan,WyliDe00,off_pct,0%,,,,,
player,201209090kan,kan,WyliDe00,defense,0,,,,,
player,201209090kan,kan,WyliDe00,def_pct,0%,,,,,
player,201209090kan,kan,WyliDe00,special_teams,4,,,,,
player,201209090kan,kan,WyliDe00,st_pct,14%,,,,,
player,201209090kan,kan,BrowJa00,pos,CB,,,,,
player,201209090kan,kan,BrowJa00,offense,0,,,,,
player,201209090kan,kan,BrowJa00,off_pct,0%,,,,,
player,201209090kan,kan,BrowJa00,defense,0,,,,,
player,201209090kan,kan,BrowJa00,def_pct,0%,,,,,
player,201209090kan,kan,BrowJa00,special_teams,3,,,,,
player,201209090kan,kan,BrowJa00,st_pct,10%,,,,,
player,201209090kan,atl,BakeSa21,pos,T,,,,,
player,201209090kan,atl,BakeSa21,offense,55,,,,,
player,201209090kan,atl,BakeSa21,off_pct,100%,,,,,
player,201209090kan,atl,BakeSa21,defense,0,,,,,
player,201209090kan,atl,BakeSa21,def_pct,0%,,,,,
player,201209090kan,atl,BakeSa21,special_teams,8,,,,,
player,201209090kan,atl,BakeSa21,st_pct,28%,,,,,
player,201209090kan,atl,BlalJu20,pos,G,,,,,
player,201209090kan,atl,BlalJu20,offense,55,,,,,
player,201209090kan,atl,BlalJu20,off_pct,100%,,,,,
player,201209090kan,atl,BlalJu20,defense,0,,,,,
player,201209090kan,atl,BlalJu20,def_pct,0%,,,,,
player,201209090kan,atl,BlalJu20,special_teams,8,,,,,
player,201209090kan,atl,BlalJu20,st_pct,28%,,,,,
player,201209090kan,atl,ClabTy20,pos,T,,,,,
player,201209090kan,atl,ClabTy20,offense,55,,,,,
player,201209090kan,atl,ClabTy20,off_pct,100%,,,,,
player,201209090kan,atl,ClabTy20,defense,0,,,,,
player,201209090kan,atl,ClabTy20,def_pct,0%,,,,,
player,201209090kan,atl,ClabTy20,special_teams,8,,,,,
player,201209090kan,atl,ClabTy20,st_pct,28%,,,,,
player,201209090kan,atl,McClTo20,pos,C,,,,,
player,201209090kan,atl,McClTo20,offense,55,,,,,
player,201209090kan,atl,McClTo20,off_pct,100%,,,,,
player,201209090kan,atl,McClTo20,defense,0,,,,,
player,201209090kan,atl,McClTo20,def_pct,0%,,,,,
player,201209090kan,atl,McClTo20,special_teams,0,,,,,
player,201209090kan,atl,McClTo20,st_pct,0%,,,,,
player,201209090kan,atl,RyanMa00,pos,QB,,,,,
player,201209090kan,atl,RyanMa00,offense,55,,,,,
player,201209090kan,atl,RyanMa00,off_pct,100%,,,,,
player,201209090kan,atl,RyanMa00,defense,0,,,,,
player,201209090kan,atl,RyanMa00,def_pct,0%,,,,,
player,201209090kan,atl,RyanMa00,special_teams,0,,,,,
player,201209090kan,atl,RyanMa00,st_pct,0%,,,,,
player,201209090kan,atl,WhitRo00,pos,WR,,,,,
player,201209090kan,atl,WhitRo00,offense,53,,,,,
player,201209090kan,atl,WhitRo00,off_pct,96%,,,,,
player,201209090kan,atl,WhitRo00,defense,0,,,,,
player,201209090kan,atl,WhitRo00,def_pct,0%,,,,,
player,201209090kan,atl,WhitRo00,special_teams,1,,,,,
player,201209090kan,atl,WhitRo00,st_pct,3%,,,,,
player,201209090kan,atl,JoneJu02,pos,WR,,,,,
player,201209090kan,atl,JoneJu02,offense,50,,,,,
player,201209090kan,atl,JoneJu02,off_pct,91%,,,,,
player,201209090kan,atl,JoneJu02,defense,0,,,,,
player,201209090kan,atl,JoneJu02,def_pct,0%,,,,,
player,201209090kan,atl,JoneJu02,special_teams,1,,,,,
player,201209090kan,atl,JoneJu02,st_pct,3%,,,,,
player,201209090kan,atl,GonzTo00,pos,TE,,,,,
player,201209090kan,atl,GonzTo00,offense,49,,,,,
player,201209090kan,atl,GonzTo00,off_pct,89%,,,,,
player,201209090kan,atl,GonzTo00,defense,0,,,,,
player,201209090kan,atl,GonzTo00,def_pct,0%,,,,,
player,201209090kan,atl,GonzTo00,special_teams,0,,,,,
