game,2012,1,20120909,201209090min,jax,"Jacksonville Jaguars",23,min,"Minnesota Vikings",26
player,201209090min,min,AsiaMa00,def_int_yds,0,,,,,
player,201209090min,min,AsiaMa00,def_int_td,0,,,,,
player,201209090min,min,AsiaMa00,def_int_long,0,,,,,
player,201209090min,min,AsiaMa00,pass_defended,0,,,,,
player,201209090min,min,AsiaMa00,sacks,0.0,,,,,
player,201209090min,min,AsiaMa00,tackles_combined,1,,,,,
player,201209090min,min,AsiaMa00,tackles_solo,1,,,,,
player,201209090min,min,AsiaMa00,tackles_assists,0,,,,,
player,201209090min,min,AsiaMa00,tackles_loss,0,,,,,
player,201209090min,min,AsiaMa00,qb_hits,0,,,,,
player,201209090min,min,AsiaMa00,fumbles_rec,0,,,,,
player,201209090min,min,AsiaMa00,fumbles_rec_yds,0,,,,,
player,201209090min,min,AsiaMa00,fumbles_rec_td,0,,,,,
player,201209090min,min,AsiaMa00,fumbles_forced,0,,,,,
player,201209090min,min,ElliRh00,def_int,0,,,,,
player,201209090min,min,ElliRh00,def_int_yds,0,,,,,
player,201209090min,min,ElliRh00,def_int_td,0,,,,,
player,201209090min,min,ElliRh00,def_int_long,0,,,,,
player,201209090min,min,ElliRh00,pass_defended,0,,,,,
player,201209090min,min,ElliRh00,sacks,0.0,,,,,
player,201209090min,min,ElliRh00,tackles_combined,1,,,,,
player,201209090min,min,ElliRh00,tackles_solo,1,,,,,
player,201209090min,min,ElliRh00,tackles_assists,0,,,,,
player,201209090min,min,ElliRh00,tackles_loss,0,,,,,
player,201209090min,min,ElliRh00,qb_hits,0,,,,,
player,201209090min,min,ElliRh00,fumbles_rec,0,,,,,
player,201209090min,min,ElliRh00,fumbles_rec_yds,0,,,,,
player,201209090min,min,ElliRh00,fumbles_rec_td,0,,,,,
player,201209090min,min,ElliRh00,fumbles_forced,0,,,,,
player,201209090min,min,EvanFr21,def_int,0,,,,,
player,201209090min,min,EvanFr21,def_int_yds,0,,,,,
player,201209090min,min,EvanFr21,def_int_td,0,,,,,
player,201209090min,min,EvanFr21,def_int_long,0,,,,,
player,201209090min,min,EvanFr21,pass_defended,0,,,,,
player,201209090min,min,EvanFr21,sacks,0.0,,,,,
player,201209090min,min,EvanFr21,tackles_combined,1,,,,,
player,201209090min,min,EvanFr21,tackles_solo,1,,,,,
player,201209090min,min,EvanFr21,tackles_assists,0,,,,,
player,201209090min,min,EvanFr21,tackles_loss,0,,,,,
player,201209090min,min,EvanFr21,qb_hits,1,,,,,
player,201209090min,min,EvanFr21,fumbles_rec,0,,,,,
player,201209090min,min,EvanFr21,fumbles_rec_yds,0,,,,,
player,201209090min,min,EvanFr21,fumbles_rec_td,0,,,,,
player,201209090min,min,EvanFr21,fumbles_forced,0,,,,,
player,201209090min,min,McKeTy99,def_int,0,,,,,
player,201209090min,min,McKeTy99,def_int_yds,0,,,,,
player,201209090min,min,McKeTy99,def_int_td,0,,,,,
player,201209090min,min,McKeTy99,def_int_long,0,,,,,
player,201209090min,min,McKeTy99,pass_defended,0,,,,,
player,201209090min,min,McKeTy99,sacks,0.0,,,,,
player,201209090min,min,McKeTy99,tackles_combined,1,,,,,
player,201209090min,min,McKeTy99,tackles_solo,1,,,,,
player,201209090min,min,McKeTy99,tackles_assists,0,,,,,
player,201209090min,min,McKeTy99,tackles_loss,0,,,,,
player,201209090min,min,McKeTy99,qb_hits,0,,,,,
player,201209090min,min,McKeTy99,fumbles_rec,0,,,,,
player,201209090min,min,McKeTy99,fumbles_rec_yds,0,,,,,
player,201209090min,min,McKeTy99,fumbles_rec_td,0,,,,,
player,201209090min,min,McKeTy99,fumbles_forced,0,,,,,
player,201209090min,min,SanfJa99,def_int,0,,,,,
player,201209090min,min,SanfJa99,def_int_yds,0,,,,,
player,201209090min,min,SanfJa99,def_int_td,0,,,,,
player,201209090min,min,SanfJa99,def_int_long,0,,,,,
player,201209090min,min,SanfJa99,pass_defended,0,,,,,
player,201209090min,min,SanfJa99,sacks,0.0,,,,,
player,201209090min,min,SanfJa99,tackles_combined,1,,,,,
player,201209090min,min,SanfJa99,tackles_solo,1,,,,,
player,201209090min,min,SanfJa99,tackles_assists,0,,,,,
player,201209090min,min,SanfJa99,tackles_loss,0,,,,,
player,201209090min,min,SanfJa99,qb_hits,0,,,,,
player,201209090min,min,SanfJa99,fumbles_rec,0,,,,,
player,201209090min,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201209090min,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201209090min,min,SanfJa99,fumbles_forced,0,,,,,
player,201209090min,min,GrifEv99,def_int,,,,,,
player,201209090min,min,GrifEv99,def_int_yds,,,,,,
player,201209090min,min,GrifEv99,def_int_td,,,,,,
player,201209090min,min,GrifEv99,def_int_long,,,,,,
player,201209090min,min,GrifEv99,pass_defended,0,,,,,
player,201209090min,min,GrifEv99,sacks,0.0,,,,,
player,201209090min,min,GrifEv99,tackles_combined,2,,,,,
player,201209090min,min,GrifEv99,tackles_solo,2,,,,,
player,201209090min,min,GrifEv99,tackles_assists,0,,,,,
player,201209090min,min,GrifEv99,tackles_loss,0,,,,,
player,201209090min,min,GrifEv99,qb_hits,1,,,,,
player,201209090min,min,GrifEv99,fumbles_rec,0,,,,,
player,201209090min,min,GrifEv99,fumbles_rec_yds,,,,,,
player,201209090min,min,GrifEv99,fumbles_rec_td,,,,,,
player,201209090min,min,GrifEv99,fumbles_forced,1,,,,,
player,201209090min,jax,DrewMa00,kick_ret,0,,,,,
player,201209090min,jax,DrewMa00,kick_ret_yds,0,,,,,
player,201209090min,jax,DrewMa00,kick_ret_yds_per_ret,,,,,,
player,201209090min,jax,DrewMa00,kick_ret_td,0,,,,,
player,201209090min,jax,DrewMa00,kick_ret_long,0,,,,,
player,201209090min,jax,DrewMa00,punt_ret,2,,,,,
player,201209090min,jax,DrewMa00,punt_ret_yds,4,,,,,
player,201209090min,jax,DrewMa00,punt_ret_yds_per_ret,2.0,,,,,
player,201209090min,jax,DrewMa00,punt_ret_td,0,,,,,
player,201209090min,jax,DrewMa00,punt_ret_long,4,,,,,
player,201209090min,jax,ThomMi01,kick_ret,0,,,,,
player,201209090min,jax,ThomMi01,kick_ret_yds,0,,,,,
player,201209090min,jax,ThomMi01,kick_ret_yds_per_ret,,,,,,
player,201209090min,jax,ThomMi01,kick_ret_td,0,,,,,
player,201209090min,jax,ThomMi01,kick_ret_long,0,,,,,
player,201209090min,jax,ThomMi01,punt_ret,2,,,,,
player,201209090min,jax,ThomMi01,punt_ret_yds,16,,,,,
player,201209090min,jax,ThomMi01,punt_ret_yds_per_ret,8.0,,,,,
player,201209090min,jax,ThomMi01,punt_ret_td,0,,,,,
player,201209090min,jax,ThomMi01,punt_ret_long,9,,,,,
player,201209090min,jax,ParmJa00,kick_ret,3,,,,,
player,201209090min,jax,ParmJa00,kick_ret_yds,63,,,,,
player,201209090min,jax,ParmJa00,kick_ret_yds_per_ret,21.0,,,,,
player,201209090min,jax,ParmJa00,kick_ret_td,0,,,,,
player,201209090min,jax,ParmJa00,kick_ret_long,22,,,,,
player,201209090min,jax,ParmJa00,punt_ret,0,,,,,
player,201209090min,jax,ParmJa00,punt_ret_yds,0,,,,,
player,201209090min,jax,ParmJa00,punt_ret_yds_per_ret,,,,,,
player,201209090min,jax,ParmJa00,punt_ret_td,0,,,,,
player,201209090min,jax,ParmJa00,punt_ret_long,0,,,,,
player,201209090min,min,SherMa20,kick_ret,0,,,,,
player,201209090min,min,SherMa20,kick_ret_yds,0,,,,,
player,201209090min,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201209090min,min,SherMa20,kick_ret_td,0,,,,,
player,201209090min,min,SherMa20,kick_ret_long,0,,,,,
player,201209090min,min,SherMa20,punt_ret,2,,,,,
player,201209090min,min,SherMa20,punt_ret_yds,22,,,,,
player,201209090min,min,SherMa20,punt_ret_yds_per_ret,11.0,,,,,
player,201209090min,min,SherMa20,punt_ret_td,0,,,,,
player,201209090min,min,SherMa20,punt_ret_long,15,,,,,
player,201209090min,min,HarvPe00,kick_ret,3,,,,,
player,201209090min,min,HarvPe00,kick_ret_yds,88,,,,,
player,201209090min,min,HarvPe00,kick_ret_yds_per_ret,29.3,,,,,
player,201209090min,min,HarvPe00,kick_ret_td,0,,,,,
player,201209090min,min,HarvPe00,kick_ret_long,30,,,,,
player,201209090min,min,HarvPe00,punt_ret,0,,,,,
player,201209090min,min,HarvPe00,punt_ret_yds,0,,,,,
player,201209090min,min,HarvPe00,punt_ret_yds_per_ret,,,,,,
player,201209090min,min,HarvPe00,punt_ret_td,0,,,,,
player,201209090min,min,HarvPe00,punt_ret_long,0,,,,,
player,201209090min,min,AsiaMa00,kick_ret,2,,,,,
player,201209090min,min,AsiaMa00,kick_ret_yds,40,,,,,
player,201209090min,min,AsiaMa00,kick_ret_yds_per_ret,20.0,,,,,
player,201209090min,min,AsiaMa00,kick_ret_td,0,,,,,
player,201209090min,min,AsiaMa00,kick_ret_long,22,,,,,
player,201209090min,min,AsiaMa00,punt_ret,0,,,,,
player,201209090min,min,AsiaMa00,punt_ret_yds,0,,,,,
player,201209090min,min,AsiaMa00,punt_ret_yds_per_ret,,,,,,
player,201209090min,min,AsiaMa00,punt_ret_td,0,,,,,
player,201209090min,min,AsiaMa00,punt_ret_long,0,,,,,
player,201209090min,jax,scobejos01,xpm,,,,,,
player,201209090min,jax,scobejos01,xpa,1,,,,,
player,201209090min,jax,scobejos01,fgm,3,,,,,
player,201209090min,jax,scobejos01,fga,3,,,,,
player,201209090min,jax,scobejos01,punt,0,,,,,
player,201209090min,jax,scobejos01,punt_yds,0,,,,,
player,201209090min,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201209090min,jax,scobejos01,punt_long,0,,,,,
player,201209090min,jax,AngeBr00,xpm,,,,,,
player,201209090min,jax,AngeBr00,xpa,,,,,,
player,201209090min,jax,AngeBr00,fgm,,,,,,
player,201209090min,jax,AngeBr00,fga,,,,,,
player,201209090min,jax,AngeBr00,punt,4,,,,,
player,201209090min,jax,AngeBr00,punt_yds,214,,,,,
player,201209090min,jax,AngeBr00,punt_yds_per_punt,53.5,,,,,
player,201209090min,jax,AngeBr00,punt_long,57,,,,,
player,201209090min,min,WalsBl00,xpm,2,,,,,
player,201209090min,min,WalsBl00,xpa,2,,,,,
player,201209090min,min,WalsBl00,fgm,4,,,,,
player,201209090min,min,WalsBl00,fga,4,,,,,
player,201209090min,min,WalsBl00,punt,0,,,,,
player,201209090min,min,WalsBl00,punt_yds,0,,,,,
player,201209090min,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201209090min,min,WalsBl00,punt_long,0,,,,,
player,201209090min,min,KluwCh20,xpm,,,,,,
player,201209090min,min,KluwCh20,xpa,,,,,,
player,201209090min,min,KluwCh20,fgm,,,,,,
player,201209090min,min,KluwCh20,fga,,,,,,
player,201209090min,min,KluwCh20,punt,5,,,,,
player,201209090min,min,KluwCh20,punt_yds,242,,,,,
player,201209090min,min,KluwCh20,punt_yds_per_punt,48.4,,,,,
player,201209090min,min,KluwCh20,punt_long,59,,,,,
