game,2012,3,20120923,201209230chi,ram,"St. Louis Rams",6,chi,"Chicago Bears",23
player,201209230chi,chi,MeltHe99,tackles_assists,0,,,,,
player,201209230chi,chi,MeltHe99,tackles_loss,0,,,,,
player,201209230chi,chi,MeltHe99,qb_hits,0,,,,,
player,201209230chi,chi,MeltHe99,fumbles_rec,0,,,,,
player,201209230chi,chi,MeltHe99,fumbles_rec_yds,0,,,,,
player,201209230chi,chi,MeltHe99,fumbles_rec_td,0,,,,,
player,201209230chi,chi,MeltHe99,fumbles_forced,0,,,,,
player,201209230chi,chi,StelCr99,def_int,0,,,,,
player,201209230chi,chi,StelCr99,def_int_yds,0,,,,,
player,201209230chi,chi,StelCr99,def_int_td,0,,,,,
player,201209230chi,chi,StelCr99,def_int_long,0,,,,,
player,201209230chi,chi,StelCr99,pass_defended,0,,,,,
player,201209230chi,chi,StelCr99,sacks,0.0,,,,,
player,201209230chi,chi,StelCr99,tackles_combined,2,,,,,
player,201209230chi,chi,StelCr99,tackles_solo,1,,,,,
player,201209230chi,chi,StelCr99,tackles_assists,1,,,,,
player,201209230chi,chi,StelCr99,tackles_loss,0,,,,,
player,201209230chi,chi,StelCr99,qb_hits,0,,,,,
player,201209230chi,chi,StelCr99,fumbles_rec,0,,,,,
player,201209230chi,chi,StelCr99,fumbles_rec_yds,0,,,,,
player,201209230chi,chi,StelCr99,fumbles_rec_td,0,,,,,
player,201209230chi,chi,StelCr99,fumbles_forced,0,,,,,
player,201209230chi,chi,MannPa20,def_int,0,,,,,
player,201209230chi,chi,MannPa20,def_int_yds,0,,,,,
player,201209230chi,chi,MannPa20,def_int_td,0,,,,,
player,201209230chi,chi,MannPa20,def_int_long,0,,,,,
player,201209230chi,chi,MannPa20,pass_defended,0,,,,,
player,201209230chi,chi,MannPa20,sacks,0.0,,,,,
player,201209230chi,chi,MannPa20,tackles_combined,1,,,,,
player,201209230chi,chi,MannPa20,tackles_solo,0,,,,,
player,201209230chi,chi,MannPa20,tackles_assists,1,,,,,
player,201209230chi,chi,MannPa20,tackles_loss,0,,,,,
player,201209230chi,chi,MannPa20,qb_hits,0,,,,,
player,201209230chi,chi,MannPa20,fumbles_rec,0,,,,,
player,201209230chi,chi,MannPa20,fumbles_rec_yds,0,,,,,
player,201209230chi,chi,MannPa20,fumbles_rec_td,0,,,,,
player,201209230chi,chi,MannPa20,fumbles_forced,0,,,,,
player,201209230chi,chi,ThomJ.02,def_int,0,,,,,
player,201209230chi,chi,ThomJ.02,def_int_yds,0,,,,,
player,201209230chi,chi,ThomJ.02,def_int_td,0,,,,,
player,201209230chi,chi,ThomJ.02,def_int_long,0,,,,,
player,201209230chi,chi,ThomJ.02,pass_defended,0,,,,,
player,201209230chi,chi,ThomJ.02,sacks,0.0,,,,,
player,201209230chi,chi,ThomJ.02,tackles_combined,1,,,,,
player,201209230chi,chi,ThomJ.02,tackles_solo,1,,,,,
player,201209230chi,chi,ThomJ.02,tackles_assists,0,,,,,
player,201209230chi,chi,ThomJ.02,tackles_loss,0,,,,,
player,201209230chi,chi,ThomJ.02,qb_hits,0,,,,,
player,201209230chi,chi,ThomJ.02,fumbles_rec,0,,,,,
player,201209230chi,chi,ThomJ.02,fumbles_rec_yds,0,,,,,
player,201209230chi,chi,ThomJ.02,fumbles_rec_td,0,,,,,
player,201209230chi,chi,ThomJ.02,fumbles_forced,0,,,,,
player,201209230chi,ram,AmenDa00,kick_ret,0,,,,,
player,201209230chi,ram,AmenDa00,kick_ret_yds,0,,,,,
player,201209230chi,ram,AmenDa00,kick_ret_yds_per_ret,,,,,,
player,201209230chi,ram,AmenDa00,kick_ret_td,0,,,,,
player,201209230chi,ram,AmenDa00,kick_ret_long,0,,,,,
player,201209230chi,ram,AmenDa00,punt_ret,2,,,,,
player,201209230chi,ram,AmenDa00,punt_ret_yds,20,,,,,
player,201209230chi,ram,AmenDa00,punt_ret_yds_per_ret,10.0,,,,,
player,201209230chi,ram,AmenDa00,punt_ret_td,0,,,,,
player,201209230chi,ram,AmenDa00,punt_ret_long,17,,,,,
player,201209230chi,ram,PeadIs00,kick_ret,1,,,,,
player,201209230chi,ram,PeadIs00,kick_ret_yds,24,,,,,
player,201209230chi,ram,PeadIs00,kick_ret_yds_per_ret,24.0,,,,,
player,201209230chi,ram,PeadIs00,kick_ret_td,0,,,,,
player,201209230chi,ram,PeadIs00,kick_ret_long,24,,,,,
player,201209230chi,ram,PeadIs00,punt_ret,0,,,,,
player,201209230chi,ram,PeadIs00,punt_ret_yds,0,,,,,
player,201209230chi,ram,PeadIs00,punt_ret_yds_per_ret,,,,,,
player,201209230chi,ram,PeadIs00,punt_ret_td,0,,,,,
player,201209230chi,ram,PeadIs00,punt_ret_long,0,,,,,
player,201209230chi,chi,HestDe99,kick_ret,3,,,,,
player,201209230chi,chi,HestDe99,kick_ret_yds,85,,,,,
player,201209230chi,chi,HestDe99,kick_ret_yds_per_ret,28.3,,,,,
player,201209230chi,chi,HestDe99,kick_ret_td,0,,,,,
player,201209230chi,chi,HestDe99,kick_ret_long,37,,,,,
player,201209230chi,chi,HestDe99,punt_ret,3,,,,,
player,201209230chi,chi,HestDe99,punt_ret_yds,39,,,,,
player,201209230chi,chi,HestDe99,punt_ret_yds_per_ret,13.0,,,,,
player,201209230chi,chi,HestDe99,punt_ret_td,0,,,,,
player,201209230chi,chi,HestDe99,punt_ret_long,19,,,,,
player,201209230chi,ram,HekkJo00,xpm,,,,,,
player,201209230chi,ram,HekkJo00,xpa,,,,,,
player,201209230chi,ram,HekkJo00,fgm,,,,,,
player,201209230chi,ram,HekkJo00,fga,,,,,,
player,201209230chi,ram,HekkJo00,punt,6,,,,,
player,201209230chi,ram,HekkJo00,punt_yds,279,,,,,
player,201209230chi,ram,HekkJo00,punt_yds_per_punt,46.5,,,,,
player,201209230chi,ram,HekkJo00,punt_long,56,,,,,
player,201209230chi,ram,ZuerGr00,xpm,,,,,,
player,201209230chi,ram,ZuerGr00,xpa,,,,,,
player,201209230chi,ram,ZuerGr00,fgm,2,,,,,
player,201209230chi,ram,ZuerGr00,fga,2,,,,,
player,201209230chi,ram,ZuerGr00,punt,0,,,,,
player,201209230chi,ram,ZuerGr00,punt_yds,0,,,,,
player,201209230chi,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201209230chi,ram,ZuerGr00,punt_long,0,,,,,
player,201209230chi,chi,gouldrob01,xpm,2,,,,,
player,201209230chi,chi,gouldrob01,xpa,2,,,,,
player,201209230chi,chi,gouldrob01,fgm,3,,,,,
player,201209230chi,chi,gouldrob01,fga,3,,,,,
player,201209230chi,chi,gouldrob01,punt,0,,,,,
player,201209230chi,chi,gouldrob01,punt_yds,0,,,,,
player,201209230chi,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201209230chi,chi,gouldrob01,punt_long,0,,,,,
player,201209230chi,chi,PodlAd20,xpm,,,,,,
player,201209230chi,chi,PodlAd20,xpa,,,,,,
player,201209230chi,chi,PodlAd20,fgm,,,,,,
player,201209230chi,chi,PodlAd20,fga,,,,,,
player,201209230chi,chi,PodlAd20,punt,4,,,,,
player,201209230chi,chi,PodlAd20,punt_yds,165,,,,,
player,201209230chi,chi,PodlAd20,punt_yds_per_punt,41.3,,,,,
player,201209230chi,chi,PodlAd20,punt_long,55,,,,,
player,201209230chi,chi,RachCh20,pos,G,,,,,
player,201209230chi,chi,RachCh20,offense,69,,,,,
player,201209230chi,chi,RachCh20,off_pct,100%,,,,,
player,201209230chi,chi,RachCh20,defense,0,,,,,
player,201209230chi,chi,RachCh20,def_pct,0%,,,,,
player,201209230chi,chi,RachCh20,special_teams,5,,,,,
player,201209230chi,chi,RachCh20,st_pct,18%,,,,,
player,201209230chi,chi,LouiLa20,pos,G,,,,,
player,201209230chi,chi,LouiLa20,offense,69,,,,,
player,201209230chi,chi,LouiLa20,off_pct,100%,,,,,
player,201209230chi,chi,LouiLa20,defense,0,,,,,
player,201209230chi,chi,LouiLa20,def_pct,0%,,,,,
player,201209230chi,chi,LouiLa20,special_teams,5,,,,,
player,201209230chi,chi,LouiLa20,st_pct,18%,,,,,
player,201209230chi,chi,GarzRo20,pos,C,,,,,
player,201209230chi,chi,GarzRo20,offense,69,,,,,
player,201209230chi,chi,GarzRo20,off_pct,100%,,,,,
player,201209230chi,chi,GarzRo20,defense,0,,,,,
player,201209230chi,chi,GarzRo20,def_pct,0%,,,,,
player,201209230chi,chi,GarzRo20,special_teams,5,,,,,
player,201209230chi,chi,GarzRo20,st_pct,18%,,,,,
player,201209230chi,chi,WebbJM20,pos,T,,,,,
player,201209230chi,chi,WebbJM20,offense,69,,,,,
player,201209230chi,chi,WebbJM20,off_pct,100%,,,,,
player,201209230chi,chi,WebbJM20,defense,0,,,,,
player,201209230chi,chi,WebbJM20,def_pct,0%,,,,,
player,201209230chi,chi,WebbJM20,special_teams,5,,,,,
player,201209230chi,chi,WebbJM20,st_pct,18%,,,,,
player,201209230chi,chi,CariGa00,pos,T,,,,,
player,201209230chi,chi,CariGa00,offense,69,,,,,
player,201209230chi,chi,CariGa00,off_pct,100%,,,,,
player,201209230chi,chi,CariGa00,defense,0,,,,,
player,201209230chi,chi,CariGa00,def_pct,0%,,,,,
player,201209230chi,chi,CariGa00,special_teams,0,,,,,
player,201209230chi,chi,CariGa00,st_pct,0%,,,,,
player,201209230chi,chi,CutlJa00,pos,QB,,,,,
player,201209230chi,chi,CutlJa00,offense,69,,,,,
player,201209230chi,chi,CutlJa00,off_pct,100%,,,,,
player,201209230chi,chi,CutlJa00,defense,0,,,,,
player,201209230chi,chi,CutlJa00,def_pct,0%,,,,,
player,201209230chi,chi,CutlJa00,special_teams,0,,,,,
player,201209230chi,chi,CutlJa00,st_pct,0%,,,,,
player,201209230chi,chi,DaviKe01,pos,TE,,,,,
player,201209230chi,chi,DaviKe01,offense,66,,,,,
player,201209230chi,chi,DaviKe01,off_pct,96%,,,,,
player,201209230chi,chi,DaviKe01,defense,0,,,,,
player,201209230chi,chi,DaviKe01,def_pct,0%,,,,,
player,201209230chi,chi,DaviKe01,special_teams,5,,,,,
player,201209230chi,chi,DaviKe01,st_pct,18%,,,,,
player,201209230chi,chi,MarsBr00,pos,WR,,,,,
player,201209230chi,chi,MarsBr00,offense,63,,,,,
player,201209230chi,chi,MarsBr00,off_pct,91%,,,,,
player,201209230chi,chi,MarsBr00,defense,0,,,,,
player,201209230chi,chi,MarsBr00,def_pct,0%,,,,,
player,201209230chi,chi,MarsBr00,special_teams,0,,,,,
player,201209230chi,chi,MarsBr00,st_pct,0%,,,,,
player,201209230chi,chi,JeffAl00,pos,WR,,,,,
player,201209230chi,chi,JeffAl00,offense,51,,,,,
player,201209230chi,chi,JeffAl00,off_pct,74%,,,,,
player,201209230chi,chi,JeffAl00,defense,0,,,,,
player,201209230chi,chi,JeffAl00,def_pct,0%,,,,,
player,201209230chi,chi,JeffAl00,special_teams,0,,,,,
player,201209230chi,chi,JeffAl00,st_pct,0%,,,,,
player,201209230chi,chi,BushMi00,pos,RB,,,,,
player,201209230chi,chi,BushMi00,offense,39,,,,,
player,201209230chi,chi,BushMi00,off_pct,57%,,,,,
player,201209230chi,chi,BushMi00,defense,0,,,,,
player,201209230chi,chi,BushMi00,def_pct,0%,,,,,
player,201209230chi,chi,BushMi00,special_teams,0,,,,,
player,201209230chi,chi,BushMi00,st_pct,0%,,,,,
player,201209230chi,chi,SpaeMa00,pos,TE,,,,,
player,201209230chi,chi,SpaeMa00,offense,31,,,,,
player,201209230chi,chi,SpaeMa00,off_pct,45%,,,,,
player,201209230chi,chi,SpaeMa00,defense,0,,,,,
player,201209230chi,chi,SpaeMa00,def_pct,0%,,,,,
player,201209230chi,chi,SpaeMa00,special_teams,5,,,,,
player,201209230chi,chi,SpaeMa00,st_pct,18%,,,,,
player,201209230chi,chi,BennEa00,pos,WR,,,,,
player,201209230chi,chi,BennEa00,offense,31,,,,,
player,201209230chi,chi,BennEa00,off_pct,45%,,,,,
player,201209230chi,chi,BennEa00,defense,0,,,,,
player,201209230chi,chi,BennEa00,def_pct,0%,,,,,
player,201209230chi,chi,BennEa00,special_teams,0,,,,,
player,201209230chi,chi,BennEa00,st_pct,0%,,,,,
player,201209230chi,chi,BellKa00,pos,RB,,,,,
player,201209230chi,chi,BellKa00,offense,27,,,,,
player,201209230chi,chi,BellKa00,off_pct,39%,,,,,
player,201209230chi,chi,BellKa00,defense,0,,,,,
player,201209230chi,chi,BellKa00,def_pct,0%,,,,,
player,201209230chi,chi,BellKa00,special_teams,0,,,,,
player,201209230chi,chi,BellKa00,st_pct,0%,,,,,
player,201209230chi,chi,HestDe99,pos,WR,,,,,
player,201209230chi,chi,HestDe99,offense,11,,,,,
player,201209230chi,chi,HestDe99,off_pct,16%,,,,,
player,201209230chi,chi,HestDe99,defense,0,,,,,
player,201209230chi,chi,HestDe99,def_pct,0%,,,,,
player,201209230chi,chi,HestDe99,special_teams,9,,,,,
player,201209230chi,chi,HestDe99,st_pct,32%,,,,,
player,201209230chi,chi,AdamKy00,pos,TE,,,,,
player,201209230chi,chi,AdamKy00,offense,10,,,,,
player,201209230chi,chi,AdamKy00,off_pct,14%,,,,,
player,201209230chi,chi,AdamKy00,defense,0,,,,,
player,201209230chi,chi,AdamKy00,def_pct,0%,,,,,
player,201209230chi,chi,AdamKy00,special_teams,3,,,,,
player,201209230chi,chi,AdamKy00,st_pct,11%,,,,,
player,201209230chi,chi,RodrEv00,pos,FB,,,,,
player,201209230chi,chi,RodrEv00,offense,5,,,,,
player,201209230chi,chi,RodrEv00,off_pct,7%,,,,,
player,201209230chi,chi,RodrEv00,defense,0,,,,,
player,201209230chi,chi,RodrEv00,def_pct,0%,,,,,
player,201209230chi,chi,RodrEv00,special_teams,2,,,,,
player,201209230chi,chi,RodrEv00,st_pct,7%,,,,,
player,201209230chi,chi,WillCh03,pos,T,,,,,
player,201209230chi,chi,WillCh03,offense,4,,,,,
player,201209230chi,chi,WillCh03,off_pct,6%,,,,,
player,201209230chi,chi,WillCh03,defense,0,,,,,
player,201209230chi,chi,WillCh03,def_pct,0%,,,,,
player,201209230chi,chi,WillCh03,special_teams,5,,,,,
player,201209230chi,chi,WillCh03,st_pct,18%,,,,,
player,201209230chi,chi,TillCh20,pos,CB,,,,,
player,201209230chi,chi,TillCh20,offense,3,,,,,
player,201209230chi,chi,TillCh20,off_pct,4%,,,,,
player,201209230chi,chi,TillCh20,defense,58,,,,,
player,201209230chi,chi,TillCh20,def_pct,100%,,,,,
player,201209230chi,chi,TillCh20,special_teams,6,,,,,
player,201209230chi,chi,TillCh20,st_pct,21%,,,,,
player,201209230chi,chi,AlleAr00,pos,RB,,,,,
player,201209230chi,chi,AlleAr00,offense,3,,,,,
player,201209230chi,chi,AlleAr00,off_pct,4%,,,,,
player,201209230chi,chi,AlleAr00,defense,0,,,,,
player,201209230chi,chi,AlleAr00,def_pct,0%,,,,,
player,201209230chi,chi,AlleAr00,special_teams,12,,,,,
player,201209230chi,chi,AlleAr00,st_pct,43%,,,,,
player,201209230chi,chi,SpenCh21,pos,C,,,,,
player,201209230chi,chi,SpenCh21,offense,1,,,,,
player,201209230chi,chi,SpenCh21,off_pct,1%,,,,,
player,201209230chi,chi,SpenCh21,defense,0,,,,,
player,201209230chi,chi,SpenCh21,def_pct,0%,,,,,
player,201209230chi,chi,SpenCh21,special_teams,0,,,,,
player,201209230chi,chi,SpenCh21,st_pct,0%,,,,,
player,201209230chi,chi,JennTi20,pos,CB,,,,,
player,201209230chi,chi,JennTi20,offense,0,,,,,
player,201209230chi,chi,JennTi20,off_pct,0%,,,,,
player,201209230chi,chi,JennTi20,defense,58,,,,,
player,201209230chi,chi,JennTi20,def_pct,100%,,,,,
player,201209230chi,chi,JennTi20,special_teams,6,,,,,
player,201209230chi,chi,JennTi20,st_pct,21%,,,,,
player,201209230chi,chi,UrlaBr00,pos,LB,,,,,
player,201209230chi,chi,UrlaBr00,offense,0,,,,,
player,201209230chi,chi,UrlaBr00,off_pct,0%,,,,,
player,201209230chi,chi,UrlaBr00,defense,58,,,,,
player,201209230chi,chi,UrlaBr00,def_pct,100%,,,,,
player,201209230chi,chi,UrlaBr00,special_teams,2,,,,,
player,201209230chi,chi,UrlaBr00,st_pct,7%,,,,,
player,201209230chi,chi,ContCh00,pos,FS,,,,,
player,201209230chi,chi,ContCh00,offense,0,,,,,
player,201209230chi,chi,ContCh00,off_pct,0%,,,,,
player,201209230chi,chi,ContCh00,defense,58,,,,,
player,201209230chi,chi,ContCh00,def_pct,100%,,,,,
player,201209230chi,chi,ContCh00,special_teams,2,,,,,
player,201209230chi,chi,ContCh00,st_pct,7%,,,,,
player,201209230chi,chi,WrigMa99,pos,SS,,,,,
player,201209230chi,chi,WrigMa99,offense,0,,,,,
player,201209230chi,chi,WrigMa99,off_pct,0%,,,,,
player,201209230chi,chi,WrigMa99,defense,58,,,,,
player,201209230chi,chi,WrigMa99,def_pct,100%,,,,,
player,201209230chi,chi,WrigMa99,special_teams,0,,,,,
player,201209230chi,chi,WrigMa99,st_pct,0%,,,,,
player,201209230chi,chi,BrigLa99,pos,LB,,,,,
player,201209230chi,chi,BrigLa99,offense,0,,,,,
player,201209230chi,chi,BrigLa99,off_pct,0%,,,,,
player,201209230chi,chi,BrigLa99,defense,58,,,,,
player,201209230chi,chi,BrigLa99,def_pct,100%,,,,,
player,201209230chi,chi,BrigLa99,special_teams,0,,,,,
player,201209230chi,chi,BrigLa99,st_pct,0%,,,,,
player,201209230chi,chi,MeltHe99,pos,DT,,,,,
player,201209230chi,chi,MeltHe99,offense,0,,,,,
player,201209230chi,chi,MeltHe99,off_pct,0%,,,,,
player,201209230chi,chi,MeltHe99,defense,47,,,,,
player,201209230chi,chi,MeltHe99,def_pct,81%,,,,,
player,201209230chi,chi,MeltHe99,special_teams,2,,,,,
player,201209230chi,chi,MeltHe99,st_pct,7%,,,,,
player,201209230chi,chi,PeppJu99,pos,DE,,,,,
player,201209230chi,chi,PeppJu99,offense,0,,,,,
player,201209230chi,chi,PeppJu99,off_pct,0%,,,,,
player,201209230chi,chi,PeppJu99,defense,45,,,,,
player,201209230chi,chi,PeppJu99,def_pct,78%,,,,,
player,201209230chi,chi,PeppJu99,special_teams,2,,,,,
player,201209230chi,chi,PeppJu99,st_pct,7%,,,,,
player,201209230chi,chi,IdonIs20,pos,DE,,,,,
player,201209230chi,chi,IdonIs20,offense,0,,,,,
player,201209230chi,chi,IdonIs20,off_pct,0%,,,,,
player,201209230chi,chi,IdonIs20,defense,43,,,,,
player,201209230chi,chi,IdonIs20,def_pct,74%,,,,,
player,201209230chi,chi,IdonIs20,special_teams,7,,,,,
player,201209230chi,chi,IdonIs20,st_pct,25%,,,,,
player,201209230chi,chi,PaeaSt00,pos,NT,,,,,
player,201209230chi,chi,PaeaSt00,offense,0,,,,,
player,201209230chi,chi,PaeaSt00,off_pct,0%,,,,,
player,201209230chi,chi,PaeaSt00,defense,40,,,,,
player,201209230chi,chi,PaeaSt00,def_pct,69%,,,,,
player,201209230chi,chi,PaeaSt00,special_teams,0,,,,,
player,201209230chi,chi,PaeaSt00,st_pct,0%,,,,,
player,201209230chi,chi,MoorDJ99,pos,CB,,,,,
player,201209230chi,chi,MoorDJ99,offense,0,,,,,
player,201209230chi,chi,MoorDJ99,off_pct,0%,,,,,
player,201209230chi,chi,MoorDJ99,defense,33,,,,,
player,201209230chi,chi,MoorDJ99,def_pct,57%,,,,,
player,201209230chi,chi,MoorDJ99,special_teams,10,,,,,
player,201209230chi,chi,MoorDJ99,st_pct,36%,,,,,
player,201209230chi,chi,RoacNi99,pos,LB,,,,,
player,201209230chi,chi,RoacNi99,offense,0,,,,,
player,201209230chi,chi,RoacNi99,off_pct,0%,,,,,
player,201209230chi,chi,RoacNi99,defense,25,,,,,
player,201209230chi,chi,RoacNi99,def_pct,43%,,,,,
player,201209230chi,chi,RoacNi99,special_teams,16,,,,,
player,201209230chi,chi,RoacNi99,st_pct,57%,,,,,
player,201209230chi,chi,WootCo99,pos,DE,,,,,
player,201209230chi,chi,WootCo99,offense,0,,,,,
player,201209230chi,chi,WootCo99,off_pct,0%,,,,,
player,201209230chi,chi,WootCo99,defense,19,,,,,
player,201209230chi,chi,WootCo99,def_pct,33%,,,,,
player,201209230chi,chi,WootCo99,special_teams,11,,,,,
player,201209230chi,chi,WootCo99,st_pct,39%,,,,,
player,201209230chi,chi,McClSh00,pos,DE,,,,,
player,201209230chi,chi,McClSh00,offense,0,,,,,
player,201209230chi,chi,McClSh00,off_pct,0%,,,,,
player,201209230chi,chi,McClSh00,defense,19,,,,,
player,201209230chi,chi,McClSh00,def_pct,33%,,,,,
player,201209230chi,chi,McClSh00,special_teams,0,,,,,
player,201209230chi,chi,McClSh00,st_pct,0%,,,,,
player,201209230chi,chi,OkoyAm99,pos,DT,,,,,
player,201209230chi,chi,OkoyAm99,offense,0,,,,,
player,201209230chi,chi,OkoyAm99,off_pct,0%,,,,,
player,201209230chi,chi,OkoyAm99,defense,19,,,,,
player,201209230chi,chi,OkoyAm99,def_pct,33%,,,,,
player,201209230chi,chi,OkoyAm99,special_teams,0,,,,,
player,201209230chi,chi,OkoyAm99,st_pct,0%,,,,,
player,201209230chi,chi,StelCr99,pos,SS,,,,,
player,201209230chi,chi,StelCr99,offense,0,,,,,
player,201209230chi,chi,StelCr99,off_pct,0%,,,,,
player,201209230chi,chi,StelCr99,defense,0,,,,,
player,201209230chi,chi,StelCr99,def_pct,0%,,,,,
player,201209230chi,chi,StelCr99,special_teams,23,,,,,
player,201209230chi,chi,StelCr99,st_pct,82%,,,,,
player,201209230chi,chi,ThomJ.02,pos,LB,,,,,
player,201209230chi,chi,ThomJ.02,offense,0,,,,,
player,201209230chi,chi,ThomJ.02,off_pct,0%,,,,,
player,201209230chi,chi,ThomJ.02,defense,0,,,,,
player,201209230chi,chi,ThomJ.02,def_pct,0%,,,,,
player,201209230chi,chi,ThomJ.02,special_teams,23,,,,,
player,201209230chi,chi,ThomJ.02,st_pct,82%,,,,,
player,201209230chi,chi,CostBl20,pos,LB,,,,,
player,201209230chi,chi,CostBl20,offense,0,,,,,
player,201209230chi,chi,CostBl20,off_pct,0%,,,,,
player,201209230chi,chi,CostBl20,defense,0,,,,,
player,201209230chi,chi,CostBl20,def_pct,0%,,,,,
player,201209230chi,chi,CostBl20,special_teams,21,,,,,
player,201209230chi,chi,CostBl20,st_pct,75%,,,,,
player,201209230chi,chi,McMaSh99,pos,CB,,,,,
player,201209230chi,chi,McMaSh99,offense,0,,,,,
player,201209230chi,chi,McMaSh99,off_pct,0%,,,,,
player,201209230chi,chi,McMaSh99,defense,0,,,,,
player,201209230chi,chi,McMaSh99,def_pct,0%,,,,,
player,201209230chi,chi,McMaSh99,special_teams,21,,,,,
player,201209230chi,chi,McMaSh99,st_pct,75%,,,,,
player,201209230chi,chi,HayeGe98,pos,LB,,,,,
player,201209230chi,chi,HayeGe98,offense,0,,,,,
player,201209230chi,chi,HayeGe98,off_pct,0%,,,,,
player,201209230chi,chi,HayeGe98,defense,0,,,,,
player,201209230chi,chi,HayeGe98,def_pct,0%,,,,,
player,201209230chi,chi,HayeGe98,special_teams,21,,,,,
player,201209230chi,chi,HayeGe98,st_pct,75%,,,,,
player,201209230chi,chi,WaltAn01,pos,FS,,,,,
player,201209230chi,chi,WaltAn01,offense,0,,,,,
player,201209230chi,chi,WaltAn01,off_pct,0%,,,,,
player,201209230chi,chi,WaltAn01,defense,0,,,,,
player,201209230chi,chi,WaltAn01,def_pct,0%,,,,,
player,201209230chi,chi,WaltAn01,special_teams,20,,,,,
player,201209230chi,chi,WaltAn01,st_pct,71%,,,,,
player,201209230chi,chi,WeemEr00,pos,WR,,,,,
player,201209230chi,chi,WeemEr00,offense,0,,,,,
player,201209230chi,chi,WeemEr00,off_pct,0%,,,,,
player,201209230chi,chi,WeemEr00,defense,0,,,,,
player,201209230chi,chi,WeemEr00,def_pct,0%,,,,,
player,201209230chi,chi,WeemEr00,special_teams,15,,,,,
player,201209230chi,chi,WeemEr00,st_pct,54%,,,,,
player,201209230chi,chi,gouldrob01,pos,K,,,,,
player,201209230chi,chi,gouldrob01,offense,0,,,,,
player,201209230chi,chi,gouldrob01,off_pct,0%,,,,,
player,201209230chi,chi,gouldrob01,defense,0,,,,,
player,201209230chi,chi,gouldrob01,def_pct,0%,,,,,
player,201209230chi,chi,gouldrob01,special_teams,11,,,,,
player,201209230chi,chi,gouldrob01,st_pct,39%,,,,,
player,201209230chi,chi,MannPa20,pos,LS,,,,,
player,201209230chi,chi,MannPa20,offense,0,,,,,
player,201209230chi,chi,MannPa20,off_pct,0%,,,,,
player,201209230chi,chi,MannPa20,defense,0,,,,,
player,201209230chi,chi,MannPa20,def_pct,0%,,,,,
player,201209230chi,chi,MannPa20,special_teams,11,,,,,
player,201209230chi,chi,MannPa20,st_pct,39%,,,,,
player,201209230chi,chi,PodlAd20,pos,P,,,,,
player,201209230chi,chi,PodlAd20,offense,0,,,,,
player,201209230chi,chi,PodlAd20,off_pct,0%,,,,,
player,201209230chi,chi,PodlAd20,defense,0,,,,,
player,201209230chi,chi,PodlAd20,def_pct,0%,,,,,
player,201209230chi,chi,PodlAd20,special_teams,11,,,,,
player,201209230chi,chi,PodlAd20,st_pct,39%,,,,,
player,201209230chi,chi,HaydKe20,pos,CB,,,,,
player,201209230chi,chi,HaydKe20,offense,0,,,,,
player,201209230chi,chi,HaydKe20,off_pct,0%,,,,,
player,201209230chi,chi,HaydKe20,defense,0,,,,,
player,201209230chi,chi,HaydKe20,def_pct,0%,,,,,
player,201209230chi,chi,HaydKe20,special_teams,6,,,,,
player,201209230chi,chi,HaydKe20,st_pct,21%,,,,,
player,201209230chi,ram,HuntWa20,pos,T,,,,,
player,201209230chi,ram,HuntWa20,offense,58,,,,,
player,201209230chi,ram,HuntWa20,off_pct,100%,,,,,
player,201209230chi,ram,HuntWa20,defense,0,,,,,
player,201209230chi,ram,HuntWa20,def_pct,0%,,,,,
player,201209230chi,ram,HuntWa20,special_teams,2,,,,,
player,201209230chi,ram,HuntWa20,st_pct,7%,,,,,
player,201209230chi,ram,OjinQu20,pos,G,,,,,
player,201209230chi,ram,OjinQu20,offense,58,,,,,
player,201209230chi,ram,OjinQu20,off_pct,100%,,,,,
player,201209230chi,ram,OjinQu20,defense,0,,,,,
player,201209230chi,ram,OjinQu20,def_pct,0%,,,,,
player,201209230chi,ram,OjinQu20,special_teams,2,,,,,
player,201209230chi,ram,OjinQu20,st_pct,7%,,,,,
player,201209230chi,ram,DahlHa20,pos,G,,,,,
player,201209230chi,ram,DahlHa20,offense,58,,,,,
player,201209230chi,ram,DahlHa20,off_pct,100%,,,,,
player,201209230chi,ram,DahlHa20,defense,0,,,,,
player,201209230chi,ram,DahlHa20,def_pct,0%,,,,,
player,201209230chi,ram,DahlHa20,special_teams,2,,,,,
player,201209230chi,ram,DahlHa20,st_pct,7%,,,,,
player,201209230chi,ram,RichBa20,pos,T,,,,,
player,201209230chi,ram,RichBa20,offense,58,,,,,
player,201209230chi,ram,RichBa20,off_pct,100%,,,,,
player,201209230chi,ram,RichBa20,defense,0,,,,,
player,201209230chi,ram,RichBa20,def_pct,0%,,,,,
player,201209230chi,ram,RichBa20,special_teams,2,,,,,
player,201209230chi,ram,RichBa20,st_pct,7%,,,,,
player,201209230chi,ram,BradSa00,pos,QB,,,,,
player,201209230chi,ram,BradSa00,offense,58,,,,,
player,201209230chi,ram,BradSa00,off_pct,100%,,,,,
player,201209230chi,ram,BradSa00,defense,0,,,,,
player,201209230chi,ram,BradSa00,def_pct,0%,,,,,
player,201209230chi,ram,BradSa00,special_teams,0,,,,,
player,201209230chi,ram,BradSa00,st_pct,0%,,,,,
