game,2012,16,20121223,201212230gnb,oti,"Tennessee Titans",7,gnb,"Green Bay Packers",55
player,201212230gnb,gnb,NealMi99,def_int_td,0,,,,,
player,201212230gnb,gnb,NealMi99,def_int_long,0,,,,,
player,201212230gnb,gnb,NealMi99,pass_defended,0,,,,,
player,201212230gnb,gnb,NealMi99,sacks,1.0,,,,,
player,201212230gnb,gnb,NealMi99,tackles_combined,2,,,,,
player,201212230gnb,gnb,NealMi99,tackles_solo,2,,,,,
player,201212230gnb,gnb,NealMi99,tackles_assists,0,,,,,
player,201212230gnb,gnb,NealMi99,tackles_loss,1,,,,,
player,201212230gnb,gnb,NealMi99,qb_hits,1,,,,,
player,201212230gnb,gnb,NealMi99,fumbles_rec,0,,,,,
player,201212230gnb,gnb,NealMi99,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,NealMi99,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,NealMi99,fumbles_forced,0,,,,,
player,201212230gnb,gnb,MoseDe00,def_int,0,,,,,
player,201212230gnb,gnb,MoseDe00,def_int_yds,0,,,,,
player,201212230gnb,gnb,MoseDe00,def_int_td,0,,,,,
player,201212230gnb,gnb,MoseDe00,def_int_long,0,,,,,
player,201212230gnb,gnb,MoseDe00,pass_defended,0,,,,,
player,201212230gnb,gnb,MoseDe00,sacks,1.0,,,,,
player,201212230gnb,gnb,MoseDe00,tackles_combined,1,,,,,
player,201212230gnb,gnb,MoseDe00,tackles_solo,1,,,,,
player,201212230gnb,gnb,MoseDe00,tackles_assists,0,,,,,
player,201212230gnb,gnb,MoseDe00,tackles_loss,1,,,,,
player,201212230gnb,gnb,MoseDe00,qb_hits,1,,,,,
player,201212230gnb,gnb,MoseDe00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,MoseDe00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,MoseDe00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,MoseDe00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,BurnMo99,def_int,0,,,,,
player,201212230gnb,gnb,BurnMo99,def_int_yds,0,,,,,
player,201212230gnb,gnb,BurnMo99,def_int_td,0,,,,,
player,201212230gnb,gnb,BurnMo99,def_int_long,0,,,,,
player,201212230gnb,gnb,BurnMo99,pass_defended,0,,,,,
player,201212230gnb,gnb,BurnMo99,sacks,0.0,,,,,
player,201212230gnb,gnb,BurnMo99,tackles_combined,7,,,,,
player,201212230gnb,gnb,BurnMo99,tackles_solo,4,,,,,
player,201212230gnb,gnb,BurnMo99,tackles_assists,3,,,,,
player,201212230gnb,gnb,BurnMo99,tackles_loss,0,,,,,
player,201212230gnb,gnb,BurnMo99,qb_hits,0,,,,,
player,201212230gnb,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201212230gnb,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201212230gnb,gnb,HaywCa00,def_int,0,,,,,
player,201212230gnb,gnb,HaywCa00,def_int_yds,0,,,,,
player,201212230gnb,gnb,HaywCa00,def_int_td,0,,,,,
player,201212230gnb,gnb,HaywCa00,def_int_long,0,,,,,
player,201212230gnb,gnb,HaywCa00,pass_defended,1,,,,,
player,201212230gnb,gnb,HaywCa00,sacks,0.0,,,,,
player,201212230gnb,gnb,HaywCa00,tackles_combined,6,,,,,
player,201212230gnb,gnb,HaywCa00,tackles_solo,5,,,,,
player,201212230gnb,gnb,HaywCa00,tackles_assists,1,,,,,
player,201212230gnb,gnb,HaywCa00,tackles_loss,1,,,,,
player,201212230gnb,gnb,HaywCa00,qb_hits,1,,,,,
player,201212230gnb,gnb,HaywCa00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,HaywCa00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,HaywCa00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,HaywCa00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,JennM.00,def_int,0,,,,,
player,201212230gnb,gnb,JennM.00,def_int_yds,0,,,,,
player,201212230gnb,gnb,JennM.00,def_int_td,0,,,,,
player,201212230gnb,gnb,JennM.00,def_int_long,0,,,,,
player,201212230gnb,gnb,JennM.00,pass_defended,0,,,,,
player,201212230gnb,gnb,JennM.00,sacks,0.0,,,,,
player,201212230gnb,gnb,JennM.00,tackles_combined,3,,,,,
player,201212230gnb,gnb,JennM.00,tackles_solo,3,,,,,
player,201212230gnb,gnb,JennM.00,tackles_assists,0,,,,,
player,201212230gnb,gnb,JennM.00,tackles_loss,0,,,,,
player,201212230gnb,gnb,JennM.00,qb_hits,0,,,,,
player,201212230gnb,gnb,JennM.00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,JennM.00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,JennM.00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,JennM.00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,WillTr99,def_int,0,,,,,
player,201212230gnb,gnb,WillTr99,def_int_yds,0,,,,,
player,201212230gnb,gnb,WillTr99,def_int_td,0,,,,,
player,201212230gnb,gnb,WillTr99,def_int_long,0,,,,,
player,201212230gnb,gnb,WillTr99,pass_defended,1,,,,,
player,201212230gnb,gnb,WillTr99,sacks,0.0,,,,,
player,201212230gnb,gnb,WillTr99,tackles_combined,3,,,,,
player,201212230gnb,gnb,WillTr99,tackles_solo,3,,,,,
player,201212230gnb,gnb,WillTr99,tackles_assists,0,,,,,
player,201212230gnb,gnb,WillTr99,tackles_loss,0,,,,,
player,201212230gnb,gnb,WillTr99,qb_hits,0,,,,,
player,201212230gnb,gnb,WillTr99,fumbles_rec,0,,,,,
player,201212230gnb,gnb,WillTr99,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,WillTr99,fumbles_forced,0,,,,,
player,201212230gnb,gnb,BushJa20,def_int,0,,,,,
player,201212230gnb,gnb,BushJa20,def_int_yds,0,,,,,
player,201212230gnb,gnb,BushJa20,def_int_td,0,,,,,
player,201212230gnb,gnb,BushJa20,def_int_long,0,,,,,
player,201212230gnb,gnb,BushJa20,pass_defended,0,,,,,
player,201212230gnb,gnb,BushJa20,sacks,0.0,,,,,
player,201212230gnb,gnb,BushJa20,tackles_combined,2,,,,,
player,201212230gnb,gnb,BushJa20,tackles_solo,1,,,,,
player,201212230gnb,gnb,BushJa20,tackles_assists,1,,,,,
player,201212230gnb,gnb,BushJa20,tackles_loss,0,,,,,
player,201212230gnb,gnb,BushJa20,qb_hits,0,,,,,
player,201212230gnb,gnb,BushJa20,fumbles_rec,0,,,,,
player,201212230gnb,gnb,BushJa20,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,BushJa20,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,BushJa20,fumbles_forced,0,,,,,
player,201212230gnb,gnb,DaniMi00,def_int,0,,,,,
player,201212230gnb,gnb,DaniMi00,def_int_yds,0,,,,,
player,201212230gnb,gnb,DaniMi00,def_int_td,0,,,,,
player,201212230gnb,gnb,DaniMi00,def_int_long,0,,,,,
player,201212230gnb,gnb,DaniMi00,pass_defended,0,,,,,
player,201212230gnb,gnb,DaniMi00,sacks,0.0,,,,,
player,201212230gnb,gnb,DaniMi00,tackles_combined,2,,,,,
player,201212230gnb,gnb,DaniMi00,tackles_solo,2,,,,,
player,201212230gnb,gnb,DaniMi00,tackles_assists,0,,,,,
player,201212230gnb,gnb,DaniMi00,tackles_loss,1,,,,,
player,201212230gnb,gnb,DaniMi00,qb_hits,0,,,,,
player,201212230gnb,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,McMiJe00,def_int,0,,,,,
player,201212230gnb,gnb,McMiJe00,def_int_yds,0,,,,,
player,201212230gnb,gnb,McMiJe00,def_int_td,0,,,,,
player,201212230gnb,gnb,McMiJe00,def_int_long,0,,,,,
player,201212230gnb,gnb,McMiJe00,pass_defended,0,,,,,
player,201212230gnb,gnb,McMiJe00,sacks,0.0,,,,,
player,201212230gnb,gnb,McMiJe00,tackles_combined,2,,,,,
player,201212230gnb,gnb,McMiJe00,tackles_solo,0,,,,,
player,201212230gnb,gnb,McMiJe00,tackles_assists,2,,,,,
player,201212230gnb,gnb,McMiJe00,tackles_loss,0,,,,,
player,201212230gnb,gnb,McMiJe00,qb_hits,0,,,,,
player,201212230gnb,gnb,McMiJe00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,McMiJe00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,McMiJe00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,McMiJe00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,BoykJa00,def_int,0,,,,,
player,201212230gnb,gnb,BoykJa00,def_int_yds,0,,,,,
player,201212230gnb,gnb,BoykJa00,def_int_td,0,,,,,
player,201212230gnb,gnb,BoykJa00,def_int_long,0,,,,,
player,201212230gnb,gnb,BoykJa00,pass_defended,0,,,,,
player,201212230gnb,gnb,BoykJa00,sacks,0.0,,,,,
player,201212230gnb,gnb,BoykJa00,tackles_combined,1,,,,,
player,201212230gnb,gnb,BoykJa00,tackles_solo,1,,,,,
player,201212230gnb,gnb,BoykJa00,tackles_assists,0,,,,,
player,201212230gnb,gnb,BoykJa00,tackles_loss,0,,,,,
player,201212230gnb,gnb,BoykJa00,qb_hits,0,,,,,
player,201212230gnb,gnb,BoykJa00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,BoykJa00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,BoykJa00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,BoykJa00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,FranRo99,def_int,0,,,,,
player,201212230gnb,gnb,FranRo99,def_int_yds,0,,,,,
player,201212230gnb,gnb,FranRo99,def_int_td,0,,,,,
player,201212230gnb,gnb,FranRo99,def_int_long,0,,,,,
player,201212230gnb,gnb,FranRo99,pass_defended,0,,,,,
player,201212230gnb,gnb,FranRo99,sacks,0.0,,,,,
player,201212230gnb,gnb,FranRo99,tackles_combined,1,,,,,
player,201212230gnb,gnb,FranRo99,tackles_solo,1,,,,,
player,201212230gnb,gnb,FranRo99,tackles_assists,0,,,,,
player,201212230gnb,gnb,FranRo99,tackles_loss,0,,,,,
player,201212230gnb,gnb,FranRo99,qb_hits,0,,,,,
player,201212230gnb,gnb,FranRo99,fumbles_rec,0,,,,,
player,201212230gnb,gnb,FranRo99,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,FranRo99,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,FranRo99,fumbles_forced,0,,,,,
player,201212230gnb,gnb,LattJa00,def_int,0,,,,,
player,201212230gnb,gnb,LattJa00,def_int_yds,0,,,,,
player,201212230gnb,gnb,LattJa00,def_int_td,0,,,,,
player,201212230gnb,gnb,LattJa00,def_int_long,0,,,,,
player,201212230gnb,gnb,LattJa00,pass_defended,0,,,,,
player,201212230gnb,gnb,LattJa00,sacks,0.0,,,,,
player,201212230gnb,gnb,LattJa00,tackles_combined,1,,,,,
player,201212230gnb,gnb,LattJa00,tackles_solo,1,,,,,
player,201212230gnb,gnb,LattJa00,tackles_assists,0,,,,,
player,201212230gnb,gnb,LattJa00,tackles_loss,0,,,,,
player,201212230gnb,gnb,LattJa00,qb_hits,0,,,,,
player,201212230gnb,gnb,LattJa00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,LattJa00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,LattJa00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,LattJa00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,MannTe00,def_int,0,,,,,
player,201212230gnb,gnb,MannTe00,def_int_yds,0,,,,,
player,201212230gnb,gnb,MannTe00,def_int_td,0,,,,,
player,201212230gnb,gnb,MannTe00,def_int_long,0,,,,,
player,201212230gnb,gnb,MannTe00,pass_defended,0,,,,,
player,201212230gnb,gnb,MannTe00,sacks,0.0,,,,,
player,201212230gnb,gnb,MannTe00,tackles_combined,1,,,,,
player,201212230gnb,gnb,MannTe00,tackles_solo,0,,,,,
player,201212230gnb,gnb,MannTe00,tackles_assists,1,,,,,
player,201212230gnb,gnb,MannTe00,tackles_loss,0,,,,,
player,201212230gnb,gnb,MannTe00,qb_hits,0,,,,,
player,201212230gnb,gnb,MannTe00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,MannTe00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,MannTe00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,MannTe00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,PickRy20,def_int,0,,,,,
player,201212230gnb,gnb,PickRy20,def_int_yds,0,,,,,
player,201212230gnb,gnb,PickRy20,def_int_td,0,,,,,
player,201212230gnb,gnb,PickRy20,def_int_long,0,,,,,
player,201212230gnb,gnb,PickRy20,pass_defended,0,,,,,
player,201212230gnb,gnb,PickRy20,sacks,0.0,,,,,
player,201212230gnb,gnb,PickRy20,tackles_combined,1,,,,,
player,201212230gnb,gnb,PickRy20,tackles_solo,1,,,,,
player,201212230gnb,gnb,PickRy20,tackles_assists,0,,,,,
player,201212230gnb,gnb,PickRy20,tackles_loss,0,,,,,
player,201212230gnb,gnb,PickRy20,qb_hits,0,,,,,
player,201212230gnb,gnb,PickRy20,fumbles_rec,0,,,,,
player,201212230gnb,gnb,PickRy20,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,PickRy20,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,PickRy20,fumbles_forced,0,,,,,
player,201212230gnb,gnb,RajiBJ99,def_int,0,,,,,
player,201212230gnb,gnb,RajiBJ99,def_int_yds,0,,,,,
player,201212230gnb,gnb,RajiBJ99,def_int_td,0,,,,,
player,201212230gnb,gnb,RajiBJ99,def_int_long,0,,,,,
player,201212230gnb,gnb,RajiBJ99,pass_defended,1,,,,,
player,201212230gnb,gnb,RajiBJ99,sacks,0.0,,,,,
player,201212230gnb,gnb,RajiBJ99,tackles_combined,1,,,,,
player,201212230gnb,gnb,RajiBJ99,tackles_solo,1,,,,,
player,201212230gnb,gnb,RajiBJ99,tackles_assists,0,,,,,
player,201212230gnb,gnb,RajiBJ99,tackles_loss,0,,,,,
player,201212230gnb,gnb,RajiBJ99,qb_hits,0,,,,,
player,201212230gnb,gnb,RajiBJ99,fumbles_rec,0,,,,,
player,201212230gnb,gnb,RajiBJ99,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,RajiBJ99,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,RajiBJ99,fumbles_forced,0,,,,,
player,201212230gnb,gnb,TaylRy00,def_int,0,,,,,
player,201212230gnb,gnb,TaylRy00,def_int_yds,0,,,,,
player,201212230gnb,gnb,TaylRy00,def_int_td,0,,,,,
player,201212230gnb,gnb,TaylRy00,def_int_long,0,,,,,
player,201212230gnb,gnb,TaylRy00,pass_defended,0,,,,,
player,201212230gnb,gnb,TaylRy00,sacks,0.0,,,,,
player,201212230gnb,gnb,TaylRy00,tackles_combined,1,,,,,
player,201212230gnb,gnb,TaylRy00,tackles_solo,0,,,,,
player,201212230gnb,gnb,TaylRy00,tackles_assists,1,,,,,
player,201212230gnb,gnb,TaylRy00,tackles_loss,0,,,,,
player,201212230gnb,gnb,TaylRy00,qb_hits,0,,,,,
player,201212230gnb,gnb,TaylRy00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,TaylRy00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,TaylRy00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,TaylRy00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,WillD.00,def_int,0,,,,,
player,201212230gnb,gnb,WillD.00,def_int_yds,0,,,,,
player,201212230gnb,gnb,WillD.00,def_int_td,0,,,,,
player,201212230gnb,gnb,WillD.00,def_int_long,0,,,,,
player,201212230gnb,gnb,WillD.00,pass_defended,0,,,,,
player,201212230gnb,gnb,WillD.00,sacks,0.0,,,,,
player,201212230gnb,gnb,WillD.00,tackles_combined,1,,,,,
player,201212230gnb,gnb,WillD.00,tackles_solo,0,,,,,
player,201212230gnb,gnb,WillD.00,tackles_assists,1,,,,,
player,201212230gnb,gnb,WillD.00,tackles_loss,0,,,,,
player,201212230gnb,gnb,WillD.00,qb_hits,0,,,,,
player,201212230gnb,gnb,WillD.00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,WillD.00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,WillD.00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,WillD.00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,ZombFr00,def_int,0,,,,,
player,201212230gnb,gnb,ZombFr00,def_int_yds,0,,,,,
player,201212230gnb,gnb,ZombFr00,def_int_td,0,,,,,
player,201212230gnb,gnb,ZombFr00,def_int_long,0,,,,,
player,201212230gnb,gnb,ZombFr00,pass_defended,0,,,,,
player,201212230gnb,gnb,ZombFr00,sacks,0.0,,,,,
player,201212230gnb,gnb,ZombFr00,tackles_combined,1,,,,,
player,201212230gnb,gnb,ZombFr00,tackles_solo,1,,,,,
player,201212230gnb,gnb,ZombFr00,tackles_assists,0,,,,,
player,201212230gnb,gnb,ZombFr00,tackles_loss,0,,,,,
player,201212230gnb,gnb,ZombFr00,qb_hits,0,,,,,
player,201212230gnb,gnb,ZombFr00,fumbles_rec,0,,,,,
player,201212230gnb,gnb,ZombFr00,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,ZombFr00,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,ZombFr00,fumbles_forced,0,,,,,
player,201212230gnb,gnb,MillJo01,def_int,0,,,,,
player,201212230gnb,gnb,MillJo01,def_int_yds,0,,,,,
player,201212230gnb,gnb,MillJo01,def_int_td,0,,,,,
player,201212230gnb,gnb,MillJo01,def_int_long,0,,,,,
player,201212230gnb,gnb,MillJo01,pass_defended,0,,,,,
player,201212230gnb,gnb,MillJo01,sacks,0.0,,,,,
player,201212230gnb,gnb,MillJo01,tackles_combined,0,,,,,
player,201212230gnb,gnb,MillJo01,tackles_solo,0,,,,,
player,201212230gnb,gnb,MillJo01,tackles_assists,0,,,,,
player,201212230gnb,gnb,MillJo01,tackles_loss,0,,,,,
player,201212230gnb,gnb,MillJo01,qb_hits,1,,,,,
player,201212230gnb,gnb,MillJo01,fumbles_rec,0,,,,,
player,201212230gnb,gnb,MillJo01,fumbles_rec_yds,0,,,,,
player,201212230gnb,gnb,MillJo01,fumbles_rec_td,0,,,,,
player,201212230gnb,gnb,MillJo01,fumbles_forced,0,,,,,
player,201212230gnb,oti,ReynDa00,kick_ret,5,,,,,
player,201212230gnb,oti,ReynDa00,kick_ret_yds,95,,,,,
player,201212230gnb,oti,ReynDa00,kick_ret_yds_per_ret,19.0,,,,,
player,201212230gnb,oti,ReynDa00,kick_ret_td,0,,,,,
player,201212230gnb,oti,ReynDa00,kick_ret_long,27,,,,,
player,201212230gnb,oti,ReynDa00,punt_ret,1,,,,,
player,201212230gnb,oti,ReynDa00,punt_ret_yds,12,,,,,
player,201212230gnb,oti,ReynDa00,punt_ret_yds_per_ret,12.0,,,,,
player,201212230gnb,oti,ReynDa00,punt_ret_td,0,,,,,
player,201212230gnb,oti,ReynDa00,punt_ret_long,12,,,,,
player,201212230gnb,oti,HawkLa00,kick_ret,3,,,,,
player,201212230gnb,oti,HawkLa00,kick_ret_yds,75,,,,,
player,201212230gnb,oti,HawkLa00,kick_ret_yds_per_ret,25.0,,,,,
player,201212230gnb,oti,HawkLa00,kick_ret_td,0,,,,,
player,201212230gnb,oti,HawkLa00,kick_ret_long,33,,,,,
player,201212230gnb,oti,HawkLa00,punt_ret,0,,,,,
player,201212230gnb,oti,HawkLa00,punt_ret_yds,0,,,,,
player,201212230gnb,oti,HawkLa00,punt_ret_yds_per_ret,,,,,,
player,201212230gnb,oti,HawkLa00,punt_ret_td,0,,,,,
player,201212230gnb,oti,HawkLa00,punt_ret_long,0,,,,,
player,201212230gnb,oti,WithWi20,kick_ret,1,,,,,
player,201212230gnb,oti,WithWi20,kick_ret_yds,6,,,,,
player,201212230gnb,oti,WithWi20,kick_ret_yds_per_ret,6.0,,,,,
player,201212230gnb,oti,WithWi20,kick_ret_td,0,,,,,
player,201212230gnb,oti,WithWi20,kick_ret_long,6,,,,,
player,201212230gnb,oti,WithWi20,punt_ret,0,,,,,
player,201212230gnb,oti,WithWi20,punt_ret_yds,0,,,,,
player,201212230gnb,oti,WithWi20,punt_ret_yds_per_ret,,,,,,
player,201212230gnb,oti,WithWi20,punt_ret_td,0,,,,,
player,201212230gnb,oti,WithWi20,punt_ret_long,0,,,,,
player,201212230gnb,gnb,CobbRa00,kick_ret,0,,,,,
player,201212230gnb,gnb,CobbRa00,kick_ret_yds,0,,,,,
player,201212230gnb,gnb,CobbRa00,kick_ret_yds_per_ret,,,,,,
player,201212230gnb,gnb,CobbRa00,kick_ret_td,0,,,,,
player,201212230gnb,gnb,CobbRa00,kick_ret_long,0,,,,,
player,201212230gnb,gnb,CobbRa00,punt_ret,3,,,,,
player,201212230gnb,gnb,CobbRa00,punt_ret_yds,39,,,,,
player,201212230gnb,gnb,CobbRa00,punt_ret_yds_per_ret,13.0,,,,,
player,201212230gnb,gnb,CobbRa00,punt_ret_td,0,,,,,
player,201212230gnb,gnb,CobbRa00,punt_ret_long,17,,,,,
player,201212230gnb,gnb,RossJe01,kick_ret,0,,,,,
player,201212230gnb,gnb,RossJe01,kick_ret_yds,0,,,,,
player,201212230gnb,gnb,RossJe01,kick_ret_yds_per_ret,,,,,,
player,201212230gnb,gnb,RossJe01,kick_ret_td,0,,,,,
player,201212230gnb,gnb,RossJe01,kick_ret_long,0,,,,,
player,201212230gnb,gnb,RossJe01,punt_ret,2,,,,,
player,201212230gnb,gnb,RossJe01,punt_ret_yds,62,,,,,
player,201212230gnb,gnb,RossJe01,punt_ret_yds_per_ret,31.0,,,,,
player,201212230gnb,gnb,RossJe01,punt_ret_td,0,,,,,
player,201212230gnb,gnb,RossJe01,punt_ret_long,58,,,,,
player,201212230gnb,oti,bironrob01,xpm,1,,,,,
player,201212230gnb,oti,bironrob01,xpa,1,,,,,
player,201212230gnb,oti,bironrob01,fgm,,,,,,
player,201212230gnb,oti,bironrob01,fga,,,,,,
player,201212230gnb,oti,bironrob01,punt,0,,,,,
player,201212230gnb,oti,bironrob01,punt_yds,0,,,,,
player,201212230gnb,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201212230gnb,oti,bironrob01,punt_long,0,,,,,
player,201212230gnb,oti,KernBr20,xpm,,,,,,
player,201212230gnb,oti,KernBr20,xpa,,,,,,
player,201212230gnb,oti,KernBr20,fgm,,,,,,
player,201212230gnb,oti,KernBr20,fga,,,,,,
player,201212230gnb,oti,KernBr20,punt,8,,,,,
player,201212230gnb,oti,KernBr20,punt_yds,376,,,,,
player,201212230gnb,oti,KernBr20,punt_yds_per_punt,47.0,,,,,
player,201212230gnb,oti,KernBr20,punt_long,54,,,,,
player,201212230gnb,gnb,CrosMa20,xpm,7,,,,,
player,201212230gnb,gnb,CrosMa20,xpa,7,,,,,
player,201212230gnb,gnb,CrosMa20,fgm,2,,,,,
player,201212230gnb,gnb,CrosMa20,fga,2,,,,,
player,201212230gnb,gnb,CrosMa20,punt,0,,,,,
player,201212230gnb,gnb,CrosMa20,punt_yds,0,,,,,
player,201212230gnb,gnb,CrosMa20,punt_yds_per_punt,,,,,,
player,201212230gnb,gnb,CrosMa20,punt_long,0,,,,,
player,201212230gnb,gnb,MastTi99,xpm,,,,,,
player,201212230gnb,gnb,MastTi99,xpa,,,,,,
player,201212230gnb,gnb,MastTi99,fgm,,,,,,
player,201212230gnb,gnb,MastTi99,fga,,,,,,
player,201212230gnb,gnb,MastTi99,punt,3,,,,,
player,201212230gnb,gnb,MastTi99,punt_yds,119,,,,,
player,201212230gnb,gnb,MastTi99,punt_yds_per_punt,39.7,,,,,
player,201212230gnb,gnb,MastTi99,punt_long,53,,,,,
player,201212230gnb,gnb,BarcDo00,pos,G,,,,,
player,201212230gnb,gnb,BarcDo00,offense,78,,,,,
player,201212230gnb,gnb,BarcDo00,off_pct,100%,,,,,
player,201212230gnb,gnb,BarcDo00,defense,0,,,,,
player,201212230gnb,gnb,BarcDo00,def_pct,0%,,,,,
player,201212230gnb,gnb,BarcDo00,special_teams,9,,,,,
player,201212230gnb,gnb,BarcDo00,st_pct,27%,,,,,
player,201212230gnb,gnb,LangT.20,pos,G,,,,,
player,201212230gnb,gnb,LangT.20,offense,78,,,,,
player,201212230gnb,gnb,LangT.20,off_pct,100%,,,,,
player,201212230gnb,gnb,LangT.20,defense,0,,,,,
player,201212230gnb,gnb,LangT.20,def_pct,0%,,,,,
player,201212230gnb,gnb,LangT.20,special_teams,9,,,,,
player,201212230gnb,gnb,LangT.20,st_pct,27%,,,,,
player,201212230gnb,gnb,SittJo20,pos,G,,,,,
player,201212230gnb,gnb,SittJo20,offense,78,,,,,
player,201212230gnb,gnb,SittJo20,off_pct,100%,,,,,
player,201212230gnb,gnb,SittJo20,defense,0,,,,,
player,201212230gnb,gnb,SittJo20,def_pct,0%,,,,,
player,201212230gnb,gnb,SittJo20,special_teams,9,,,,,
player,201212230gnb,gnb,SittJo20,st_pct,27%,,,,,
player,201212230gnb,gnb,NewhMa20,pos,T,,,,,
player,201212230gnb,gnb,NewhMa20,offense,78,,,,,
player,201212230gnb,gnb,NewhMa20,off_pct,100%,,,,,
player,201212230gnb,gnb,NewhMa20,defense,0,,,,,
player,201212230gnb,gnb,NewhMa20,def_pct,0%,,,,,
player,201212230gnb,gnb,NewhMa20,special_teams,9,,,,,
player,201212230gnb,gnb,NewhMa20,st_pct,27%,,,,,
player,201212230gnb,gnb,DietEv00,pos,G,,,,,
player,201212230gnb,gnb,DietEv00,offense,78,,,,,
player,201212230gnb,gnb,DietEv00,off_pct,100%,,,,,
player,201212230gnb,gnb,DietEv00,defense,0,,,,,
player,201212230gnb,gnb,DietEv00,def_pct,0%,,,,,
player,201212230gnb,gnb,DietEv00,special_teams,9,,,,,
player,201212230gnb,gnb,DietEv00,st_pct,27%,,,,,
player,201212230gnb,gnb,JoneJa04,pos,WR,,,,,
player,201212230gnb,gnb,JoneJa04,offense,68,,,,,
player,201212230gnb,gnb,JoneJa04,off_pct,87%,,,,,
player,201212230gnb,gnb,JoneJa04,defense,0,,,,,
player,201212230gnb,gnb,JoneJa04,def_pct,0%,,,,,
player,201212230gnb,gnb,JoneJa04,special_teams,1,,,,,
player,201212230gnb,gnb,JoneJa04,st_pct,3%,,,,,
player,201212230gnb,gnb,JennGr00,pos,WR,,,,,
player,201212230gnb,gnb,JennGr00,offense,64,,,,,
player,201212230gnb,gnb,JennGr00,off_pct,82%,,,,,
player,201212230gnb,gnb,JennGr00,defense,0,,,,,
player,201212230gnb,gnb,JennGr00,def_pct,0%,,,,,
player,201212230gnb,gnb,JennGr00,special_teams,0,,,,,
player,201212230gnb,gnb,JennGr00,st_pct,0%,,,,,
player,201212230gnb,gnb,RodgAa00,pos,QB,,,,,
player,201212230gnb,gnb,RodgAa00,offense,63,,,,,
player,201212230gnb,gnb,RodgAa00,off_pct,81%,,,,,
player,201212230gnb,gnb,RodgAa00,defense,0,,,,,
player,201212230gnb,gnb,RodgAa00,def_pct,0%,,,,,
