game,2016,5,20161009,201610090min,htx,"Houston Texans",13,min,"Minnesota Vikings",31
player,201610090min,min,ColeAu00,fumbles_rec_td,0,,,,,
player,201610090min,min,ColeAu00,fumbles_forced,0,,,,,
player,201610090min,min,PattCo00,def_int,0,,,,,
player,201610090min,min,PattCo00,def_int_yds,,,,,,
player,201610090min,min,PattCo00,def_int_td,0,,,,,
player,201610090min,min,PattCo00,def_int_long,0,,,,,
player,201610090min,min,PattCo00,pass_defended,0,,,,,
player,201610090min,min,PattCo00,sacks,0.0,,,,,
player,201610090min,min,PattCo00,tackles_combined,1,,,,,
player,201610090min,min,PattCo00,tackles_solo,1,,,,,
player,201610090min,min,PattCo00,tackles_assists,0,,,,,
player,201610090min,min,PattCo00,tackles_loss,0,,,,,
player,201610090min,min,PattCo00,qb_hits,0,,,,,
player,201610090min,min,PattCo00,fumbles_rec,0,,,,,
player,201610090min,min,PattCo00,fumbles_rec_yds,0,,,,,
player,201610090min,min,PattCo00,fumbles_rec_td,0,,,,,
player,201610090min,min,PattCo00,fumbles_forced,0,,,,,
player,201610090min,min,WaynTr00,def_int,0,,,,,
player,201610090min,min,WaynTr00,def_int_yds,0,,,,,
player,201610090min,min,WaynTr00,def_int_td,0,,,,,
player,201610090min,min,WaynTr00,def_int_long,0,,,,,
player,201610090min,min,WaynTr00,pass_defended,0,,,,,
player,201610090min,min,WaynTr00,sacks,0.0,,,,,
player,201610090min,min,WaynTr00,tackles_combined,1,,,,,
player,201610090min,min,WaynTr00,tackles_solo,0,,,,,
player,201610090min,min,WaynTr00,tackles_assists,1,,,,,
player,201610090min,min,WaynTr00,tackles_loss,0,,,,,
player,201610090min,min,WaynTr00,qb_hits,0,,,,,
player,201610090min,min,WaynTr00,fumbles_rec,0,,,,,
player,201610090min,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201610090min,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201610090min,min,WaynTr00,fumbles_forced,0,,,,,
player,201610090min,min,NewmTe20,def_int,0,,,,,
player,201610090min,min,NewmTe20,def_int_yds,0,,,,,
player,201610090min,min,NewmTe20,def_int_td,0,,,,,
player,201610090min,min,NewmTe20,def_int_long,0,,,,,
player,201610090min,min,NewmTe20,pass_defended,2,,,,,
player,201610090min,min,NewmTe20,sacks,0.0,,,,,
player,201610090min,min,NewmTe20,tackles_combined,0,,,,,
player,201610090min,min,NewmTe20,tackles_solo,0,,,,,
player,201610090min,min,NewmTe20,tackles_assists,0,,,,,
player,201610090min,min,NewmTe20,tackles_loss,0,,,,,
player,201610090min,min,NewmTe20,qb_hits,0,,,,,
player,201610090min,min,NewmTe20,fumbles_rec,0,,,,,
player,201610090min,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201610090min,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201610090min,min,NewmTe20,fumbles_forced,0,,,,,
player,201610090min,htx,ErviTy00,kick_ret,2,,,,,
player,201610090min,htx,ErviTy00,kick_ret_yds,53,,,,,
player,201610090min,htx,ErviTy00,kick_ret_yds_per_ret,26.5,,,,,
player,201610090min,htx,ErviTy00,kick_ret_td,0,,,,,
player,201610090min,htx,ErviTy00,kick_ret_long,33,,,,,
player,201610090min,htx,ErviTy00,punt_ret,2,,,,,
player,201610090min,htx,ErviTy00,punt_ret_yds,33,,,,,
player,201610090min,htx,ErviTy00,punt_ret_yds_per_ret,16.5,,,,,
player,201610090min,htx,ErviTy00,punt_ret_td,0,,,,,
player,201610090min,htx,ErviTy00,punt_ret_long,18,,,,,
player,201610090min,htx,FullWi01,kick_ret,0,,,,,
player,201610090min,htx,FullWi01,kick_ret_yds,0,,,,,
player,201610090min,htx,FullWi01,kick_ret_yds_per_ret,,,,,,
player,201610090min,htx,FullWi01,kick_ret_td,0,,,,,
player,201610090min,htx,FullWi01,kick_ret_long,0,,,,,
player,201610090min,htx,FullWi01,punt_ret,1,,,,,
player,201610090min,htx,FullWi01,punt_ret_yds,14,,,,,
player,201610090min,htx,FullWi01,punt_ret_yds_per_ret,14.0,,,,,
player,201610090min,htx,FullWi01,punt_ret_td,0,,,,,
player,201610090min,htx,FullWi01,punt_ret_long,14,,,,,
player,201610090min,htx,MillBr03,kick_ret,1,,,,,
player,201610090min,htx,MillBr03,kick_ret_yds,15,,,,,
player,201610090min,htx,MillBr03,kick_ret_yds_per_ret,15.0,,,,,
player,201610090min,htx,MillBr03,kick_ret_td,0,,,,,
player,201610090min,htx,MillBr03,kick_ret_long,15,,,,,
player,201610090min,htx,MillBr03,punt_ret,0,,,,,
player,201610090min,htx,MillBr03,punt_ret_yds,0,,,,,
player,201610090min,htx,MillBr03,punt_ret_yds_per_ret,,,,,,
player,201610090min,htx,MillBr03,punt_ret_td,0,,,,,
player,201610090min,htx,MillBr03,punt_ret_long,0,,,,,
player,201610090min,min,SherMa20,kick_ret,1,,,,,
player,201610090min,min,SherMa20,kick_ret_yds,17,,,,,
player,201610090min,min,SherMa20,kick_ret_yds_per_ret,17.0,,,,,
player,201610090min,min,SherMa20,kick_ret_td,0,,,,,
player,201610090min,min,SherMa20,kick_ret_long,17,,,,,
player,201610090min,min,SherMa20,punt_ret,4,,,,,
player,201610090min,min,SherMa20,punt_ret_yds,100,,,,,
player,201610090min,min,SherMa20,punt_ret_yds_per_ret,25.0,,,,,
player,201610090min,min,SherMa20,punt_ret_td,1,,,,,
player,201610090min,min,SherMa20,punt_ret_long,79,,,,,
player,201610090min,min,JohnCh08,kick_ret,1,,,,,
player,201610090min,min,JohnCh08,kick_ret_yds,16,,,,,
player,201610090min,min,JohnCh08,kick_ret_yds_per_ret,16.0,,,,,
player,201610090min,min,JohnCh08,kick_ret_td,0,,,,,
player,201610090min,min,JohnCh08,kick_ret_long,16,,,,,
player,201610090min,min,JohnCh08,punt_ret,0,,,,,
player,201610090min,min,JohnCh08,punt_ret_yds,0,,,,,
player,201610090min,min,JohnCh08,punt_ret_yds_per_ret,,,,,,
player,201610090min,min,JohnCh08,punt_ret_td,0,,,,,
player,201610090min,min,JohnCh08,punt_ret_long,0,,,,,
player,201610090min,min,PattCo00,kick_ret,1,,,,,
player,201610090min,min,PattCo00,kick_ret_yds,17,,,,,
player,201610090min,min,PattCo00,kick_ret_yds_per_ret,17.0,,,,,
player,201610090min,min,PattCo00,kick_ret_td,0,,,,,
player,201610090min,min,PattCo00,kick_ret_long,17,,,,,
player,201610090min,min,PattCo00,punt_ret,0,,,,,
player,201610090min,min,PattCo00,punt_ret_yds,0,,,,,
player,201610090min,min,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201610090min,min,PattCo00,punt_ret_td,0,,,,,
player,201610090min,min,PattCo00,punt_ret_long,0,,,,,
player,201610090min,htx,novaknic01,xpm,1,,,,,
player,201610090min,htx,novaknic01,xpa,1,,,,,
player,201610090min,htx,novaknic01,fgm,2,,,,,
player,201610090min,htx,novaknic01,fga,3,,,,,
player,201610090min,htx,novaknic01,punt,0,,,,,
player,201610090min,htx,novaknic01,punt_yds,0,,,,,
player,201610090min,htx,novaknic01,punt_yds_per_punt,,,,,,
player,201610090min,htx,novaknic01,punt_long,0,,,,,
player,201610090min,htx,LechSh20,xpm,,,,,,
player,201610090min,htx,LechSh20,xpa,,,,,,
player,201610090min,htx,LechSh20,fgm,,,,,,
player,201610090min,htx,LechSh20,fga,,,,,,
player,201610090min,htx,LechSh20,punt,5,,,,,
player,201610090min,htx,LechSh20,punt_yds,257,,,,,
player,201610090min,htx,LechSh20,punt_yds_per_punt,51.4,,,,,
player,201610090min,htx,LechSh20,punt_long,57,,,,,
player,201610090min,min,WalsBl00,xpm,4,,,,,
player,201610090min,min,WalsBl00,xpa,4,,,,,
player,201610090min,min,WalsBl00,fgm,1,,,,,
player,201610090min,min,WalsBl00,fga,1,,,,,
player,201610090min,min,WalsBl00,punt,0,,,,,
player,201610090min,min,WalsBl00,punt_yds,0,,,,,
player,201610090min,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201610090min,min,WalsBl00,punt_long,0,,,,,
player,201610090min,min,LockJe00,xpm,,,,,,
player,201610090min,min,LockJe00,xpa,,,,,,
player,201610090min,min,LockJe00,fgm,,,,,,
player,201610090min,min,LockJe00,fga,,,,,,
player,201610090min,min,LockJe00,punt,5,,,,,
player,201610090min,min,LockJe00,punt_yds,231,,,,,
player,201610090min,min,LockJe00,punt_yds_per_punt,46.2,,,,,
player,201610090min,min,LockJe00,punt_long,55,,,,,
player,201610090min,min,SirlJe00,pos,T,,,,,
player,201610090min,min,SirlJe00,offense,74,,,,,
player,201610090min,min,SirlJe00,off_pct,100%,,,,,
player,201610090min,min,SirlJe00,defense,0,,,,,
player,201610090min,min,SirlJe00,def_pct,0%,,,,,
player,201610090min,min,SirlJe00,special_teams,5,,,,,
player,201610090min,min,SirlJe00,st_pct,17%,,,,,
player,201610090min,min,BergJo20,pos,C,,,,,
player,201610090min,min,BergJo20,offense,74,,,,,
player,201610090min,min,BergJo20,off_pct,100%,,,,,
player,201610090min,min,BergJo20,defense,0,,,,,
player,201610090min,min,BergJo20,def_pct,0%,,,,,
player,201610090min,min,BergJo20,special_teams,5,,,,,
player,201610090min,min,BergJo20,st_pct,17%,,,,,
player,201610090min,min,BoonAl21,pos,G,,,,,
player,201610090min,min,BoonAl21,offense,74,,,,,
player,201610090min,min,BoonAl21,off_pct,100%,,,,,
player,201610090min,min,BoonAl21,defense,0,,,,,
player,201610090min,min,BoonAl21,def_pct,0%,,,,,
player,201610090min,min,BoonAl21,special_teams,5,,,,,
player,201610090min,min,BoonAl21,st_pct,17%,,,,,
player,201610090min,min,ClemT.00,pos,T,,,,,
player,201610090min,min,ClemT.00,offense,74,,,,,
player,201610090min,min,ClemT.00,off_pct,100%,,,,,
player,201610090min,min,ClemT.00,defense,0,,,,,
player,201610090min,min,ClemT.00,def_pct,0%,,,,,
player,201610090min,min,ClemT.00,special_teams,5,,,,,
player,201610090min,min,ClemT.00,st_pct,17%,,,,,
player,201610090min,min,BradSa00,pos,QB,,,,,
player,201610090min,min,BradSa00,offense,74,,,,,
player,201610090min,min,BradSa00,off_pct,100%,,,,,
player,201610090min,min,BradSa00,defense,0,,,,,
player,201610090min,min,BradSa00,def_pct,0%,,,,,
player,201610090min,min,BradSa00,special_teams,0,,,,,
player,201610090min,min,BradSa00,st_pct,0%,,,,,
player,201610090min,min,RudoKy00,pos,TE,,,,,
player,201610090min,min,RudoKy00,offense,68,,,,,
player,201610090min,min,RudoKy00,off_pct,92%,,,,,
player,201610090min,min,RudoKy00,defense,0,,,,,
player,201610090min,min,RudoKy00,def_pct,0%,,,,,
player,201610090min,min,RudoKy00,special_teams,5,,,,,
player,201610090min,min,RudoKy00,st_pct,17%,,,,,
player,201610090min,min,ThieAd00,pos,WR,,,,,
player,201610090min,min,ThieAd00,offense,68,,,,,
player,201610090min,min,ThieAd00,off_pct,92%,,,,,
player,201610090min,min,ThieAd00,defense,0,,,,,
player,201610090min,min,ThieAd00,def_pct,0%,,,,,
player,201610090min,min,ThieAd00,special_teams,3,,,,,
player,201610090min,min,ThieAd00,st_pct,10%,,,,,
player,201610090min,min,KeriZa00,pos,G,,,,,
player,201610090min,min,KeriZa00,offense,66,,,,,
player,201610090min,min,KeriZa00,off_pct,89%,,,,,
player,201610090min,min,KeriZa00,defense,0,,,,,
player,201610090min,min,KeriZa00,def_pct,0%,,,,,
player,201610090min,min,KeriZa00,special_teams,5,,,,,
player,201610090min,min,KeriZa00,st_pct,17%,,,,,
player,201610090min,min,PattCo00,pos,WR,,,,,
player,201610090min,min,PattCo00,offense,45,,,,,
player,201610090min,min,PattCo00,off_pct,61%,,,,,
player,201610090min,min,PattCo00,defense,0,,,,,
player,201610090min,min,PattCo00,def_pct,0%,,,,,
player,201610090min,min,PattCo00,special_teams,2,,,,,
player,201610090min,min,PattCo00,st_pct,7%,,,,,
player,201610090min,min,WrigJa02,pos,WR,,,,,
player,201610090min,min,WrigJa02,offense,44,,,,,
player,201610090min,min,WrigJa02,off_pct,59%,,,,,
player,201610090min,min,WrigJa02,defense,0,,,,,
player,201610090min,min,WrigJa02,def_pct,0%,,,,,
player,201610090min,min,WrigJa02,special_teams,0,,,,,
player,201610090min,min,WrigJa02,st_pct,0%,,,,,
player,201610090min,min,McKiJe00,pos,RB,,,,,
player,201610090min,min,McKiJe00,offense,41,,,,,
player,201610090min,min,McKiJe00,off_pct,55%,,,,,
player,201610090min,min,McKiJe00,defense,0,,,,,
player,201610090min,min,McKiJe00,def_pct,0%,,,,,
player,201610090min,min,McKiJe00,special_teams,0,,,,,
player,201610090min,min,McKiJe00,st_pct,0%,,,,,
player,201610090min,min,AsiaMa00,pos,RB,,,,,
player,201610090min,min,AsiaMa00,offense,34,,,,,
player,201610090min,min,AsiaMa00,off_pct,46%,,,,,
player,201610090min,min,AsiaMa00,defense,0,,,,,
player,201610090min,min,AsiaMa00,def_pct,0%,,,,,
player,201610090min,min,AsiaMa00,special_teams,9,,,,,
player,201610090min,min,AsiaMa00,st_pct,31%,,,,,
player,201610090min,min,LineZa01,pos,FB,,,,,
player,201610090min,min,LineZa01,offense,27,,,,,
player,201610090min,min,LineZa01,off_pct,36%,,,,,
player,201610090min,min,LineZa01,defense,0,,,,,
player,201610090min,min,LineZa01,def_pct,0%,,,,,
player,201610090min,min,LineZa01,special_teams,9,,,,,
player,201610090min,min,LineZa01,st_pct,31%,,,,,
player,201610090min,min,EastNi00,pos,C,,,,,
player,201610090min,min,EastNi00,offense,13,,,,,
player,201610090min,min,EastNi00,off_pct,18%,,,,,
player,201610090min,min,EastNi00,defense,0,,,,,
player,201610090min,min,EastNi00,def_pct,0%,,,,,
player,201610090min,min,EastNi00,special_teams,0,,,,,
player,201610090min,min,EastNi00,st_pct,0%,,,,,
player,201610090min,min,JohnCh08,pos,WR,,,,,
player,201610090min,min,JohnCh08,offense,12,,,,,
player,201610090min,min,JohnCh08,off_pct,16%,,,,,
player,201610090min,min,JohnCh08,defense,0,,,,,
player,201610090min,min,JohnCh08,def_pct,0%,,,,,
player,201610090min,min,JohnCh08,special_teams,3,,,,,
player,201610090min,min,JohnCh08,st_pct,10%,,,,,
player,201610090min,min,PruiMy00,pos,TE,,,,,
player,201610090min,min,PruiMy00,offense,10,,,,,
player,201610090min,min,PruiMy00,off_pct,14%,,,,,
player,201610090min,min,PruiMy00,defense,0,,,,,
player,201610090min,min,PruiMy00,def_pct,0%,,,,,
player,201610090min,min,PruiMy00,special_teams,0,,,,,
player,201610090min,min,PruiMy00,st_pct,0%,,,,,
player,201610090min,min,TreaLa00,pos,WR,,,,,
player,201610090min,min,TreaLa00,offense,8,,,,,
player,201610090min,min,TreaLa00,off_pct,11%,,,,,
player,201610090min,min,TreaLa00,defense,0,,,,,
player,201610090min,min,TreaLa00,def_pct,0%,,,,,
player,201610090min,min,TreaLa00,special_teams,6,,,,,
player,201610090min,min,TreaLa00,st_pct,21%,,,,,
player,201610090min,min,FuscBr00,pos,G,,,,,
player,201610090min,min,FuscBr00,offense,8,,,,,
player,201610090min,min,FuscBr00,off_pct,11%,,,,,
player,201610090min,min,FuscBr00,defense,0,,,,,
player,201610090min,min,FuscBr00,def_pct,0%,,,,,
player,201610090min,min,FuscBr00,special_teams,0,,,,,
player,201610090min,min,FuscBr00,st_pct,0%,,,,,
player,201610090min,min,SendAn00,pos,SS,,,,,
player,201610090min,min,SendAn00,offense,0,,,,,
player,201610090min,min,SendAn00,off_pct,0%,,,,,
player,201610090min,min,SendAn00,defense,64,,,,,
player,201610090min,min,SendAn00,def_pct,100%,,,,,
player,201610090min,min,SendAn00,special_teams,14,,,,,
player,201610090min,min,SendAn00,st_pct,48%,,,,,
player,201610090min,min,BarrAn00,pos,LB,,,,,
player,201610090min,min,BarrAn00,offense,0,,,,,
player,201610090min,min,BarrAn00,off_pct,0%,,,,,
player,201610090min,min,BarrAn00,defense,64,,,,,
player,201610090min,min,BarrAn00,def_pct,100%,,,,,
player,201610090min,min,BarrAn00,special_teams,5,,,,,
player,201610090min,min,BarrAn00,st_pct,17%,,,,,
player,201610090min,min,KendEr00,pos,LB,,,,,
player,201610090min,min,KendEr00,offense,0,,,,,
player,201610090min,min,KendEr00,off_pct,0%,,,,,
player,201610090min,min,KendEr00,defense,64,,,,,
player,201610090min,min,KendEr00,def_pct,100%,,,,,
player,201610090min,min,KendEr00,special_teams,5,,,,,
player,201610090min,min,KendEr00,st_pct,17%,,,,,
player,201610090min,min,SmitHa00,pos,FS,,,,,
player,201610090min,min,SmitHa00,offense,0,,,,,
player,201610090min,min,SmitHa00,off_pct,0%,,,,,
player,201610090min,min,SmitHa00,defense,64,,,,,
player,201610090min,min,SmitHa00,def_pct,100%,,,,,
player,201610090min,min,SmitHa00,special_teams,4,,,,,
player,201610090min,min,SmitHa00,st_pct,14%,,,,,
player,201610090min,min,GrifEv99,pos,DE,,,,,
player,201610090min,min,GrifEv99,offense,0,,,,,
player,201610090min,min,GrifEv99,off_pct,0%,,,,,
player,201610090min,min,GrifEv99,defense,62,,,,,
player,201610090min,min,GrifEv99,def_pct,97%,,,,,
player,201610090min,min,GrifEv99,special_teams,5,,,,,
player,201610090min,min,GrifEv99,st_pct,17%,,,,,
player,201610090min,min,NewmTe20,pos,CB,,,,,
player,201610090min,min,NewmTe20,offense,0,,,,,
player,201610090min,min,NewmTe20,off_pct,0%,,,,,
player,201610090min,min,NewmTe20,defense,57,,,,,
player,201610090min,min,NewmTe20,def_pct,89%,,,,,
player,201610090min,min,NewmTe20,special_teams,1,,,,,
player,201610090min,min,NewmTe20,st_pct,3%,,,,,
player,201610090min,min,RobiBr98,pos,DE,,,,,
player,201610090min,min,RobiBr98,offense,0,,,,,
player,201610090min,min,RobiBr98,off_pct,0%,,,,,
player,201610090min,min,RobiBr98,defense,55,,,,,
player,201610090min,min,RobiBr98,def_pct,86%,,,,,
player,201610090min,min,RobiBr98,special_teams,5,,,,,
player,201610090min,min,RobiBr98,st_pct,17%,,,,,
player,201610090min,min,RhodXa00,pos,CB,,,,,
player,201610090min,min,RhodXa00,offense,0,,,,,
player,201610090min,min,RhodXa00,off_pct,0%,,,,,
player,201610090min,min,RhodXa00,defense,55,,,,,
player,201610090min,min,RhodXa00,def_pct,86%,,,,,
player,201610090min,min,RhodXa00,special_teams,0,,,,,
player,201610090min,min,RhodXa00,st_pct,0%,,,,,
player,201610090min,min,MunnCa99,pos,CB,,,,,
player,201610090min,min,MunnCa99,offense,0,,,,,
player,201610090min,min,MunnCa99,off_pct,0%,,,,,
player,201610090min,min,MunnCa99,defense,48,,,,,
player,201610090min,min,MunnCa99,def_pct,75%,,,,,
player,201610090min,min,MunnCa99,special_teams,0,,,,,
player,201610090min,min,MunnCa99,st_pct,0%,,,,,
player,201610090min,min,JohnTo01,pos,DT,,,,,
player,201610090min,min,JohnTo01,offense,0,,,,,
player,201610090min,min,JohnTo01,off_pct,0%,,,,,
player,201610090min,min,JohnTo01,defense,40,,,,,
player,201610090min,min,JohnTo01,def_pct,62%,,,,,
player,201610090min,min,JohnTo01,special_teams,4,,,,,
player,201610090min,min,JohnTo01,st_pct,14%,,,,,
player,201610090min,min,HuntDa01,pos,DE,,,,,
player,201610090min,min,HuntDa01,offense,0,,,,,
player,201610090min,min,HuntDa01,off_pct,0%,,,,,
player,201610090min,min,HuntDa01,defense,40,,,,,
player,201610090min,min,HuntDa01,def_pct,62%,,,,,
player,201610090min,min,HuntDa01,special_teams,1,,,,,
player,201610090min,min,HuntDa01,st_pct,3%,,,,,
player,201610090min,min,JoseLi99,pos,NT,,,,,
player,201610090min,min,JoseLi99,offense,0,,,,,
player,201610090min,min,JoseLi99,off_pct,0%,,,,,
player,201610090min,min,JoseLi99,defense,37,,,,,
player,201610090min,min,JoseLi99,def_pct,58%,,,,,
player,201610090min,min,JoseLi99,special_teams,3,,,,,
player,201610090min,min,JoseLi99,st_pct,10%,,,,,
player,201610090min,min,StepSh00,pos,NT,,,,,
player,201610090min,min,StepSh00,offense,0,,,,,
player,201610090min,min,StepSh00,off_pct,0%,,,,,
player,201610090min,min,StepSh00,defense,22,,,,,
player,201610090min,min,StepSh00,def_pct,34%,,,,,
player,201610090min,min,StepSh00,special_teams,7,,,,,
player,201610090min,min,StepSh00,st_pct,24%,,,,,
player,201610090min,min,WaynTr00,pos,CB,,,,,
player,201610090min,min,WaynTr00,offense,0,,,,,
player,201610090min,min,WaynTr00,off_pct,0%,,,,,
player,201610090min,min,WaynTr00,defense,16,,,,,
player,201610090min,min,WaynTr00,def_pct,25%,,,,,
player,201610090min,min,WaynTr00,special_teams,19,,,,,
player,201610090min,min,WaynTr00,st_pct,66%,,,,,
player,201610090min,min,AlexMa01,pos,CB,,,,,
player,201610090min,min,AlexMa01,offense,0,,,,,
player,201610090min,min,AlexMa01,off_pct,0%,,,,,
player,201610090min,min,AlexMa01,defense,12,,,,,
player,201610090min,min,AlexMa01,def_pct,19%,,,,,
player,201610090min,min,AlexMa01,special_teams,10,,,,,
player,201610090min,min,AlexMa01,st_pct,34%,,,,,
player,201610090min,min,GreeCh99,pos,LB,,,,,
player,201610090min,min,GreeCh99,offense,0,,,,,
player,201610090min,min,GreeCh99,off_pct,0%,,,,,
player,201610090min,min,GreeCh99,defense,5,,,,,
player,201610090min,min,GreeCh99,def_pct,8%,,,,,
player,201610090min,min,GreeCh99,special_teams,6,,,,,
player,201610090min,min,GreeCh99,st_pct,21%,,,,,
player,201610090min,min,TratJu00,pos,DE,,,,,
player,201610090min,min,TratJu00,offense,0,,,,,
player,201610090min,min,TratJu00,off_pct,0%,,,,,
player,201610090min,min,TratJu00,defense,0,,,,,
player,201610090min,min,TratJu00,def_pct,0%,,,,,
player,201610090min,min,TratJu00,special_teams,24,,,,,
player,201610090min,min,TratJu00,st_pct,83%,,,,,
player,201610090min,min,SherMa20,pos,CB,,,,,
player,201610090min,min,SherMa20,offense,0,,,,,
player,201610090min,min,SherMa20,off_pct,0%,,,,,
player,201610090min,min,SherMa20,defense,0,,,,,
player,201610090min,min,SherMa20,def_pct,0%,,,,,
player,201610090min,min,SherMa20,special_teams,23,,,,,
player,201610090min,min,SherMa20,st_pct,79%,,,,,
player,201610090min,min,RobiEd00,pos,LB,,,,,
player,201610090min,min,RobiEd00,offense,0,,,,,
player,201610090min,min,RobiEd00,off_pct,0%,,,,,
player,201610090min,min,RobiEd00,defense,0,,,,,
player,201610090min,min,RobiEd00,def_pct,0%,,,,,
player,201610090min,min,RobiEd00,special_teams,19,,,,,
player,201610090min,min,RobiEd00,st_pct,66%,,,,,
player,201610090min,min,ColeAu00,pos,LB,,,,,
player,201610090min,min,ColeAu00,offense,0,,,,,
player,201610090min,min,ColeAu00,off_pct,0%,,,,,
player,201610090min,min,ColeAu00,defense,0,,,,,
player,201610090min,min,ColeAu00,def_pct,0%,,,,,
player,201610090min,min,ColeAu00,special_teams,19,,,,,
player,201610090min,min,ColeAu00,st_pct,66%,,,,,
player,201610090min,min,LamuEm00,pos,LB,,,,,
player,201610090min,min,LamuEm00,offense,0,,,,,
player,201610090min,min,LamuEm00,off_pct,0%,,,,,
player,201610090min,min,LamuEm00,defense,0,,,,,
player,201610090min,min,LamuEm00,def_pct,0%,,,,,
player,201610090min,min,LamuEm00,special_teams,19,,,,,
player,201610090min,min,LamuEm00,st_pct,66%,,,,,
player,201610090min,min,HarrAn01,pos,FS,,,,,
player,201610090min,min,HarrAn01,offense,0,,,,,
player,201610090min,min,HarrAn01,off_pct,0%,,,,,
player,201610090min,min,HarrAn01,defense,0,,,,,
player,201610090min,min,HarrAn01,def_pct,0%,,,,,
player,201610090min,min,HarrAn01,special_teams,18,,,,,
player,201610090min,min,HarrAn01,st_pct,62%,,,,,
player,201610090min,min,KearJa00,pos,SS,,,,,
player,201610090min,min,KearJa00,offense,0,,,,,
player,201610090min,min,KearJa00,off_pct,0%,,,,,
player,201610090min,min,KearJa00,defense,0,,,,,
player,201610090min,min,KearJa00,def_pct,0%,,,,,
player,201610090min,min,KearJa00,special_teams,14,,,,,
player,201610090min,min,KearJa00,st_pct,48%,,,,,
player,201610090min,min,WalsBl00,pos,K,,,,,
player,201610090min,min,WalsBl00,offense,0,,,,,
player,201610090min,min,WalsBl00,off_pct,0%,,,,,
player,201610090min,min,WalsBl00,defense,0,,,,,
player,201610090min,min,WalsBl00,def_pct,0%,,,,,
player,201610090min,min,WalsBl00,special_teams,11,,,,,
player,201610090min,min,WalsBl00,st_pct,38%,,,,,
player,201610090min,min,McDeKe00,pos,LS,,,,,
player,201610090min,min,McDeKe00,offense,0,,,,,
player,201610090min,min,McDeKe00,off_pct,0%,,,,,
player,201610090min,min,McDeKe00,defense,0,,,,,
player,201610090min,min,McDeKe00,def_pct,0%,,,,,
player,201610090min,min,McDeKe00,special_teams,10,,,,,
player,201610090min,min,McDeKe00,st_pct,34%,,,,,
player,201610090min,min,LockJe00,pos,P,,,,,
player,201610090min,min,LockJe00,offense,0,,,,,
player,201610090min,min,LockJe00,off_pct,0%,,,,,
player,201610090min,min,LockJe00,defense,0,,,,,
player,201610090min,min,LockJe00,def_pct,0%,,,,,
player,201610090min,min,LockJe00,special_teams,10,,,,,
player,201610090min,min,LockJe00,st_pct,34%,,,,,
player,201610090min,htx,NewtDe00,pos,T,,,,,
player,201610090min,htx,NewtDe00,offense,64,,,,,
player,201610090min,htx,NewtDe00,off_pct,100%,,,,,
player,201610090min,htx,NewtDe00,defense,0,,,,,
player,201610090min,htx,NewtDe00,def_pct,0%,,,,,
player,201610090min,htx,NewtDe00,special_teams,4,,,,,
player,201610090min,htx,NewtDe00,st_pct,14%,,,,,
player,201610090min,htx,FullWi01,pos,WR,,,,,
player,201610090min,htx,FullWi01,offense,64,,,,,
player,201610090min,htx,FullWi01,off_pct,100%,,,,,
player,201610090min,htx,FullWi01,defense,0,,,,,
player,201610090min,htx,FullWi01,def_pct,0%,,,,,
player,201610090min,htx,FullWi01,special_teams,3,,,,,
player,201610090min,htx,FullWi01,st_pct,10%,,,,,
player,201610090min,htx,OsweBr00,pos,QB,,,,,
player,201610090min,htx,OsweBr00,offense,64,,,,,
player,201610090min,htx,OsweBr00,off_pct,100%,,,,,
player,201610090min,htx,OsweBr00,defense,0,,,,,
player,201610090min,htx,OsweBr00,def_pct,0%,,,,,
player,201610090min,htx,OsweBr00,special_teams,0,,,,,
player,201610090min,htx,OsweBr00,st_pct,0%,,,,,
player,201610090min,htx,Sua-Xa00,pos,G,,,,,
player,201610090min,htx,Sua-Xa00,offense,64,,,,,
player,201610090min,htx,Sua-Xa00,off_pct,100%,,,,,
player,201610090min,htx,Sua-Xa00,defense,0,,,,,
player,201610090min,htx,Sua-Xa00,def_pct,0%,,,,,
player,201610090min,htx,Sua-Xa00,special_teams,0,,,,,
player,201610090min,htx,Sua-Xa00,st_pct,0%,,,,,
player,201610090min,htx,MancGr00,pos,C,,,,,
player,201610090min,htx,MancGr00,offense,64,,,,,
player,201610090min,htx,MancGr00,off_pct,100%,,,,,
player,201610090min,htx,MancGr00,defense,0,,,,,
player,201610090min,htx,MancGr00,def_pct,0%,,,,,
player,201610090min,htx,MancGr00,special_teams,0,,,,,
player,201610090min,htx,MancGr00,st_pct,0%,,,,,
player,201610090min,htx,HopkDe00,pos,WR,,,,,
player,201610090min,htx,HopkDe00,offense,64,,,,,
player,201610090min,htx,HopkDe00,off_pct,100%,,,,,
player,201610090min,htx,HopkDe00,defense,0,,,,,
player,201610090min,htx,HopkDe00,def_pct,0%,,,,,
player,201610090min,htx,HopkDe00,special_teams,0,,,,,
player,201610090min,htx,HopkDe00,st_pct,0%,,,,,
player,201610090min,htx,StroJa01,pos,WR,,,,,
player,201610090min,htx,StroJa01,offense,46,,,,,
player,201610090min,htx,StroJa01,off_pct,72%,,,,,
