game,2016,10,20161113,201611130oti,gnb,"Green Bay Packers",25,oti,"Tennessee Titans",47
player,201611130oti,oti,BassDa00,tackles_combined,1,,,,,
player,201611130oti,oti,BassDa00,tackles_solo,0,,,,,
player,201611130oti,oti,BassDa00,tackles_assists,1,,,,,
player,201611130oti,oti,BassDa00,tackles_loss,0,,,,,
player,201611130oti,oti,BassDa00,qb_hits,0,,,,,
player,201611130oti,oti,BassDa00,fumbles_rec,0,,,,,
player,201611130oti,oti,BassDa00,fumbles_rec_yds,0,,,,,
player,201611130oti,oti,BassDa00,fumbles_rec_td,0,,,,,
player,201611130oti,oti,BassDa00,fumbles_forced,0,,,,,
player,201611130oti,oti,JohnAu01,def_int,0,,,,,
player,201611130oti,oti,JohnAu01,def_int_yds,0,,,,,
player,201611130oti,oti,JohnAu01,def_int_td,0,,,,,
player,201611130oti,oti,JohnAu01,def_int_long,0,,,,,
player,201611130oti,oti,JohnAu01,pass_defended,0,,,,,
player,201611130oti,oti,JohnAu01,sacks,0.0,,,,,
player,201611130oti,oti,JohnAu01,tackles_combined,1,,,,,
player,201611130oti,oti,JohnAu01,tackles_solo,0,,,,,
player,201611130oti,oti,JohnAu01,tackles_assists,1,,,,,
player,201611130oti,oti,JohnAu01,tackles_loss,0,,,,,
player,201611130oti,oti,JohnAu01,qb_hits,0,,,,,
player,201611130oti,oti,JohnAu01,fumbles_rec,0,,,,,
player,201611130oti,oti,JohnAu01,fumbles_rec_yds,0,,,,,
player,201611130oti,oti,JohnAu01,fumbles_rec_td,0,,,,,
player,201611130oti,oti,JohnAu01,fumbles_forced,0,,,,,
player,201611130oti,oti,PalmNa01,def_int,0,,,,,
player,201611130oti,oti,PalmNa01,def_int_yds,0,,,,,
player,201611130oti,oti,PalmNa01,def_int_td,0,,,,,
player,201611130oti,oti,PalmNa01,def_int_long,0,,,,,
player,201611130oti,oti,PalmNa01,pass_defended,0,,,,,
player,201611130oti,oti,PalmNa01,sacks,0.0,,,,,
player,201611130oti,oti,PalmNa01,tackles_combined,1,,,,,
player,201611130oti,oti,PalmNa01,tackles_solo,1,,,,,
player,201611130oti,oti,PalmNa01,tackles_assists,0,,,,,
player,201611130oti,oti,PalmNa01,tackles_loss,0,,,,,
player,201611130oti,oti,PalmNa01,qb_hits,0,,,,,
player,201611130oti,oti,PalmNa01,fumbles_rec,0,,,,,
player,201611130oti,oti,PalmNa01,fumbles_rec_yds,0,,,,,
player,201611130oti,oti,PalmNa01,fumbles_rec_td,0,,,,,
player,201611130oti,oti,PalmNa01,fumbles_forced,0,,,,,
player,201611130oti,oti,SpenSe00,def_int,0,,,,,
player,201611130oti,oti,SpenSe00,def_int_yds,0,,,,,
player,201611130oti,oti,SpenSe00,def_int_td,0,,,,,
player,201611130oti,oti,SpenSe00,def_int_long,0,,,,,
player,201611130oti,oti,SpenSe00,pass_defended,1,,,,,
player,201611130oti,oti,SpenSe00,sacks,0.0,,,,,
player,201611130oti,oti,SpenSe00,tackles_combined,1,,,,,
player,201611130oti,oti,SpenSe00,tackles_solo,1,,,,,
player,201611130oti,oti,SpenSe00,tackles_assists,0,,,,,
player,201611130oti,oti,SpenSe00,tackles_loss,0,,,,,
player,201611130oti,oti,SpenSe00,qb_hits,0,,,,,
player,201611130oti,oti,SpenSe00,fumbles_rec,0,,,,,
player,201611130oti,oti,SpenSe00,fumbles_rec_yds,0,,,,,
player,201611130oti,oti,SpenSe00,fumbles_rec_td,0,,,,,
player,201611130oti,oti,SpenSe00,fumbles_forced,0,,,,,
player,201611130oti,oti,SupePh00,def_int,0,,,,,
player,201611130oti,oti,SupePh00,def_int_yds,0,,,,,
player,201611130oti,oti,SupePh00,def_int_td,0,,,,,
player,201611130oti,oti,SupePh00,def_int_long,0,,,,,
player,201611130oti,oti,SupePh00,pass_defended,0,,,,,
player,201611130oti,oti,SupePh00,sacks,0.0,,,,,
player,201611130oti,oti,SupePh00,tackles_combined,1,,,,,
player,201611130oti,oti,SupePh00,tackles_solo,0,,,,,
player,201611130oti,oti,SupePh00,tackles_assists,1,,,,,
player,201611130oti,oti,SupePh00,tackles_loss,0,,,,,
player,201611130oti,oti,SupePh00,qb_hits,0,,,,,
player,201611130oti,oti,SupePh00,fumbles_rec,0,,,,,
player,201611130oti,oti,SupePh00,fumbles_rec_yds,0,,,,,
player,201611130oti,oti,SupePh00,fumbles_rec_td,0,,,,,
player,201611130oti,oti,SupePh00,fumbles_forced,0,,,,,
player,201611130oti,oti,WoodWe20,def_int,0,,,,,
player,201611130oti,oti,WoodWe20,def_int_yds,0,,,,,
player,201611130oti,oti,WoodWe20,def_int_td,0,,,,,
player,201611130oti,oti,WoodWe20,def_int_long,0,,,,,
player,201611130oti,oti,WoodWe20,pass_defended,0,,,,,
player,201611130oti,oti,WoodWe20,sacks,0.0,,,,,
player,201611130oti,oti,WoodWe20,tackles_combined,1,,,,,
player,201611130oti,oti,WoodWe20,tackles_solo,1,,,,,
player,201611130oti,oti,WoodWe20,tackles_assists,0,,,,,
player,201611130oti,oti,WoodWe20,tackles_loss,0,,,,,
player,201611130oti,oti,WoodWe20,qb_hits,0,,,,,
player,201611130oti,oti,WoodWe20,fumbles_rec,0,,,,,
player,201611130oti,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201611130oti,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201611130oti,oti,WoodWe20,fumbles_forced,0,,,,,
player,201611130oti,gnb,DaviTr03,kick_ret,0,,,,,
player,201611130oti,gnb,DaviTr03,kick_ret_yds,0,,,,,
player,201611130oti,gnb,DaviTr03,kick_ret_yds_per_ret,,,,,,
player,201611130oti,gnb,DaviTr03,kick_ret_td,0,,,,,
player,201611130oti,gnb,DaviTr03,kick_ret_long,0,,,,,
player,201611130oti,gnb,DaviTr03,punt_ret,2,,,,,
player,201611130oti,gnb,DaviTr03,punt_ret_yds,12,,,,,
player,201611130oti,gnb,DaviTr03,punt_ret_yds_per_ret,6.0,,,,,
player,201611130oti,gnb,DaviTr03,punt_ret_td,0,,,,,
player,201611130oti,gnb,DaviTr03,punt_ret_long,12,,,,,
player,201611130oti,gnb,HydeMi00,kick_ret,0,,,,,
player,201611130oti,gnb,HydeMi00,kick_ret_yds,0,,,,,
player,201611130oti,gnb,HydeMi00,kick_ret_yds_per_ret,,,,,,
player,201611130oti,gnb,HydeMi00,kick_ret_td,0,,,,,
player,201611130oti,gnb,HydeMi00,kick_ret_long,0,,,,,
player,201611130oti,gnb,HydeMi00,punt_ret,1,,,,,
player,201611130oti,gnb,HydeMi00,punt_ret_yds,2,,,,,
player,201611130oti,gnb,HydeMi00,punt_ret_yds_per_ret,2.0,,,,,
player,201611130oti,gnb,HydeMi00,punt_ret_td,0,,,,,
player,201611130oti,gnb,HydeMi00,punt_ret_long,2,,,,,
player,201611130oti,gnb,JaniJe00,kick_ret,1,,,,,
player,201611130oti,gnb,JaniJe00,kick_ret_yds,28,,,,,
player,201611130oti,gnb,JaniJe00,kick_ret_yds_per_ret,28.0,,,,,
player,201611130oti,gnb,JaniJe00,kick_ret_td,0,,,,,
player,201611130oti,gnb,JaniJe00,kick_ret_long,28,,,,,
player,201611130oti,gnb,JaniJe00,punt_ret,0,,,,,
player,201611130oti,gnb,JaniJe00,punt_ret_yds,0,,,,,
player,201611130oti,gnb,JaniJe00,punt_ret_yds_per_ret,,,,,,
player,201611130oti,gnb,JaniJe00,punt_ret_td,0,,,,,
player,201611130oti,gnb,JaniJe00,punt_ret_long,0,,,,,
player,201611130oti,gnb,MontTy01,kick_ret,1,,,,,
player,201611130oti,gnb,MontTy01,kick_ret_yds,23,,,,,
player,201611130oti,gnb,MontTy01,kick_ret_yds_per_ret,23.0,,,,,
player,201611130oti,gnb,MontTy01,kick_ret_td,0,,,,,
player,201611130oti,gnb,MontTy01,kick_ret_long,23,,,,,
player,201611130oti,gnb,MontTy01,punt_ret,0,,,,,
player,201611130oti,gnb,MontTy01,punt_ret_yds,0,,,,,
player,201611130oti,gnb,MontTy01,punt_ret_yds_per_ret,,,,,,
player,201611130oti,gnb,MontTy01,punt_ret_td,0,,,,,
player,201611130oti,gnb,MontTy01,punt_ret_long,0,,,,,
player,201611130oti,oti,MariMa00,kick_ret,1,,,,,
player,201611130oti,oti,MariMa00,kick_ret_yds,28,,,,,
player,201611130oti,oti,MariMa00,kick_ret_yds_per_ret,28.0,,,,,
player,201611130oti,oti,MariMa00,kick_ret_td,0,,,,,
player,201611130oti,oti,MariMa00,kick_ret_long,28,,,,,
player,201611130oti,oti,MariMa00,punt_ret,2,,,,,
player,201611130oti,oti,MariMa00,punt_ret_yds,23,,,,,
player,201611130oti,oti,MariMa00,punt_ret_yds_per_ret,11.5,,,,,
player,201611130oti,oti,MariMa00,punt_ret_td,0,,,,,
player,201611130oti,oti,MariMa00,punt_ret_long,12,,,,,
player,201611130oti,gnb,CrosMa20,xpm,1,,,,,
player,201611130oti,gnb,CrosMa20,xpa,2,,,,,
player,201611130oti,gnb,CrosMa20,fgm,2,,,,,
player,201611130oti,gnb,CrosMa20,fga,2,,,,,
player,201611130oti,gnb,CrosMa20,punt,0,,,,,
player,201611130oti,gnb,CrosMa20,punt_yds,0,,,,,
player,201611130oti,gnb,CrosMa20,punt_yds_per_punt,,,,,,
player,201611130oti,gnb,CrosMa20,punt_long,0,,,,,
player,201611130oti,gnb,SchuJa00,xpm,,,,,,
player,201611130oti,gnb,SchuJa00,xpa,,,,,,
player,201611130oti,gnb,SchuJa00,fgm,,,,,,
player,201611130oti,gnb,SchuJa00,fga,,,,,,
player,201611130oti,gnb,SchuJa00,punt,4,,,,,
player,201611130oti,gnb,SchuJa00,punt_yds,202,,,,,
player,201611130oti,gnb,SchuJa00,punt_yds_per_punt,50.5,,,,,
player,201611130oti,gnb,SchuJa00,punt_long,57,,,,,
player,201611130oti,oti,SuccRy44,xpm,5,,,,,
player,201611130oti,oti,SuccRy44,xpa,5,,,,,
player,201611130oti,oti,SuccRy44,fgm,2,,,,,
player,201611130oti,oti,SuccRy44,fga,2,,,,,
player,201611130oti,oti,SuccRy44,punt,0,,,,,
player,201611130oti,oti,SuccRy44,punt_yds,0,,,,,
player,201611130oti,oti,SuccRy44,punt_yds_per_punt,,,,,,
player,201611130oti,oti,SuccRy44,punt_long,0,,,,,
player,201611130oti,oti,KernBr20,xpm,,,,,,
player,201611130oti,oti,KernBr20,xpa,,,,,,
player,201611130oti,oti,KernBr20,fgm,,,,,,
player,201611130oti,oti,KernBr20,fga,,,,,,
player,201611130oti,oti,KernBr20,punt,4,,,,,
player,201611130oti,oti,KernBr20,punt_yds,166,,,,,
player,201611130oti,oti,KernBr20,punt_yds_per_punt,41.5,,,,,
player,201611130oti,oti,KernBr20,punt_long,46,,,,,
player,201611130oti,oti,KlinJo01,pos,G,,,,,
player,201611130oti,oti,KlinJo01,offense,60,,,,,
player,201611130oti,oti,KlinJo01,off_pct,100%,,,,,
player,201611130oti,oti,KlinJo01,defense,0,,,,,
player,201611130oti,oti,KlinJo01,def_pct,0%,,,,,
player,201611130oti,oti,KlinJo01,special_teams,7,,,,,
player,201611130oti,oti,KlinJo01,st_pct,20%,,,,,
player,201611130oti,oti,ConkJa00,pos,T,,,,,
player,201611130oti,oti,ConkJa00,offense,60,,,,,
player,201611130oti,oti,ConkJa00,off_pct,100%,,,,,
player,201611130oti,oti,ConkJa00,defense,0,,,,,
player,201611130oti,oti,ConkJa00,def_pct,0%,,,,,
player,201611130oti,oti,ConkJa00,special_teams,7,,,,,
player,201611130oti,oti,ConkJa00,st_pct,20%,,,,,
player,201611130oti,oti,SchwBr00,pos,C,,,,,
player,201611130oti,oti,SchwBr00,offense,60,,,,,
player,201611130oti,oti,SchwBr00,off_pct,100%,,,,,
player,201611130oti,oti,SchwBr00,defense,0,,,,,
player,201611130oti,oti,SchwBr00,def_pct,0%,,,,,
player,201611130oti,oti,SchwBr00,special_teams,7,,,,,
player,201611130oti,oti,SchwBr00,st_pct,20%,,,,,
player,201611130oti,oti,JoneBe01,pos,C,,,,,
player,201611130oti,oti,JoneBe01,offense,60,,,,,
player,201611130oti,oti,JoneBe01,off_pct,100%,,,,,
player,201611130oti,oti,JoneBe01,defense,0,,,,,
player,201611130oti,oti,JoneBe01,def_pct,0%,,,,,
player,201611130oti,oti,JoneBe01,special_teams,0,,,,,
player,201611130oti,oti,JoneBe01,st_pct,0%,,,,,
player,201611130oti,oti,MariMa01,pos,QB,,,,,
player,201611130oti,oti,MariMa01,offense,60,,,,,
player,201611130oti,oti,MariMa01,off_pct,100%,,,,,
player,201611130oti,oti,MariMa01,defense,0,,,,,
player,201611130oti,oti,MariMa01,def_pct,0%,,,,,
player,201611130oti,oti,MariMa01,special_teams,0,,,,,
player,201611130oti,oti,MariMa01,st_pct,0%,,,,,
player,201611130oti,oti,KellDe00,pos,T,,,,,
player,201611130oti,oti,KellDe00,offense,59,,,,,
player,201611130oti,oti,KellDe00,off_pct,98%,,,,,
player,201611130oti,oti,KellDe00,defense,0,,,,,
player,201611130oti,oti,KellDe00,def_pct,0%,,,,,
player,201611130oti,oti,KellDe00,special_teams,7,,,,,
player,201611130oti,oti,KellDe00,st_pct,20%,,,,,
player,201611130oti,oti,MattRi00,pos,WR,,,,,
player,201611130oti,oti,MattRi00,offense,49,,,,,
player,201611130oti,oti,MattRi00,off_pct,82%,,,,,
player,201611130oti,oti,MattRi00,defense,0,,,,,
player,201611130oti,oti,MattRi00,def_pct,0%,,,,,
player,201611130oti,oti,MattRi00,special_teams,0,,,,,
player,201611130oti,oti,MattRi00,st_pct,0%,,,,,
player,201611130oti,oti,WalkHu00,pos,TE,,,,,
player,201611130oti,oti,WalkHu00,offense,49,,,,,
player,201611130oti,oti,WalkHu00,off_pct,82%,,,,,
player,201611130oti,oti,WalkHu00,defense,0,,,,,
player,201611130oti,oti,WalkHu00,def_pct,0%,,,,,
player,201611130oti,oti,WalkHu00,special_teams,0,,,,,
player,201611130oti,oti,WalkHu00,st_pct,0%,,,,,
player,201611130oti,oti,MurrDe00,pos,RB,,,,,
player,201611130oti,oti,MurrDe00,offense,46,,,,,
player,201611130oti,oti,MurrDe00,off_pct,77%,,,,,
player,201611130oti,oti,MurrDe00,defense,0,,,,,
player,201611130oti,oti,MurrDe00,def_pct,0%,,,,,
player,201611130oti,oti,MurrDe00,special_teams,0,,,,,
player,201611130oti,oti,MurrDe00,st_pct,0%,,,,,
player,201611130oti,oti,SharTa00,pos,WR,,,,,
player,201611130oti,oti,SharTa00,offense,36,,,,,
player,201611130oti,oti,SharTa00,off_pct,60%,,,,,
player,201611130oti,oti,SharTa00,defense,0,,,,,
player,201611130oti,oti,SharTa00,def_pct,0%,,,,,
player,201611130oti,oti,SharTa00,special_teams,0,,,,,
player,201611130oti,oti,SharTa00,st_pct,0%,,,,,
player,201611130oti,oti,FasaAn00,pos,TE,,,,,
player,201611130oti,oti,FasaAn00,offense,33,,,,,
player,201611130oti,oti,FasaAn00,off_pct,55%,,,,,
player,201611130oti,oti,FasaAn00,defense,0,,,,,
player,201611130oti,oti,FasaAn00,def_pct,0%,,,,,
player,201611130oti,oti,FasaAn00,special_teams,7,,,,,
player,201611130oti,oti,FasaAn00,st_pct,20%,,,,,
player,201611130oti,oti,WrigKe01,pos,WR,,,,,
player,201611130oti,oti,WrigKe01,offense,26,,,,,
player,201611130oti,oti,WrigKe01,off_pct,43%,,,,,
player,201611130oti,oti,WrigKe01,defense,0,,,,,
player,201611130oti,oti,WrigKe01,def_pct,0%,,,,,
player,201611130oti,oti,WrigKe01,special_teams,0,,,,,
player,201611130oti,oti,WrigKe01,st_pct,0%,,,,,
player,201611130oti,oti,HenrDe00,pos,RB,,,,,
player,201611130oti,oti,HenrDe00,offense,19,,,,,
player,201611130oti,oti,HenrDe00,off_pct,32%,,,,,
player,201611130oti,oti,HenrDe00,defense,0,,,,,
player,201611130oti,oti,HenrDe00,def_pct,0%,,,,,
player,201611130oti,oti,HenrDe00,special_teams,0,,,,,
player,201611130oti,oti,HenrDe00,st_pct,0%,,,,,
player,201611130oti,oti,SupePh00,pos,TE,,,,,
player,201611130oti,oti,SupePh00,offense,17,,,,,
player,201611130oti,oti,SupePh00,off_pct,28%,,,,,
player,201611130oti,oti,SupePh00,defense,0,,,,,
player,201611130oti,oti,SupePh00,def_pct,0%,,,,,
player,201611130oti,oti,SupePh00,special_teams,22,,,,,
player,201611130oti,oti,SupePh00,st_pct,63%,,,,,
player,201611130oti,oti,FowlJa00,pos,FB,,,,,
player,201611130oti,oti,FowlJa00,offense,13,,,,,
player,201611130oti,oti,FowlJa00,off_pct,22%,,,,,
player,201611130oti,oti,FowlJa00,defense,0,,,,,
player,201611130oti,oti,FowlJa00,def_pct,0%,,,,,
player,201611130oti,oti,FowlJa00,special_teams,10,,,,,
player,201611130oti,oti,FowlJa00,st_pct,29%,,,,,
player,201611130oti,oti,DougHa00,pos,WR,,,,,
player,201611130oti,oti,DougHa00,offense,9,,,,,
player,201611130oti,oti,DougHa00,off_pct,15%,,,,,
player,201611130oti,oti,DougHa00,defense,0,,,,,
player,201611130oti,oti,DougHa00,def_pct,0%,,,,,
player,201611130oti,oti,DougHa00,special_teams,0,,,,,
player,201611130oti,oti,DougHa00,st_pct,0%,,,,,
player,201611130oti,oti,SpaiQu00,pos,G,,,,,
player,201611130oti,oti,SpaiQu00,offense,3,,,,,
player,201611130oti,oti,SpaiQu00,off_pct,5%,,,,,
player,201611130oti,oti,SpaiQu00,defense,0,,,,,
player,201611130oti,oti,SpaiQu00,def_pct,0%,,,,,
player,201611130oti,oti,SpaiQu00,special_teams,0,,,,,
player,201611130oti,oti,SpaiQu00,st_pct,0%,,,,,
player,201611130oti,oti,LewaTa00,pos,T,,,,,
player,201611130oti,oti,LewaTa00,offense,1,,,,,
player,201611130oti,oti,LewaTa00,off_pct,2%,,,,,
player,201611130oti,oti,LewaTa00,defense,0,,,,,
player,201611130oti,oti,LewaTa00,def_pct,0%,,,,,
player,201611130oti,oti,LewaTa00,special_teams,1,,,,,
player,201611130oti,oti,LewaTa00,st_pct,3%,,,,,
player,201611130oti,oti,McCoJa99,pos,CB,,,,,
player,201611130oti,oti,McCoJa99,offense,0,,,,,
player,201611130oti,oti,McCoJa99,off_pct,0%,,,,,
player,201611130oti,oti,McCoJa99,defense,78,,,,,
player,201611130oti,oti,McCoJa99,def_pct,100%,,,,,
player,201611130oti,oti,McCoJa99,special_teams,4,,,,,
player,201611130oti,oti,McCoJa99,st_pct,11%,,,,,
player,201611130oti,oti,McCaBr99,pos,CB,,,,,
player,201611130oti,oti,McCaBr99,offense,0,,,,,
player,201611130oti,oti,McCaBr99,off_pct,0%,,,,,
player,201611130oti,oti,McCaBr99,defense,74,,,,,
player,201611130oti,oti,McCaBr99,def_pct,95%,,,,,
player,201611130oti,oti,McCaBr99,special_teams,13,,,,,
player,201611130oti,oti,McCaBr99,st_pct,37%,,,,,
player,201611130oti,oti,OrakBr99,pos,LB,,,,,
player,201611130oti,oti,OrakBr99,offense,0,,,,,
player,201611130oti,oti,OrakBr99,off_pct,0%,,,,,
player,201611130oti,oti,OrakBr99,defense,74,,,,,
player,201611130oti,oti,OrakBr99,def_pct,95%,,,,,
player,201611130oti,oti,OrakBr99,special_teams,0,,,,,
player,201611130oti,oti,OrakBr99,st_pct,0%,,,,,
player,201611130oti,oti,CoxxPe99,pos,CB,,,,,
player,201611130oti,oti,CoxxPe99,offense,0,,,,,
player,201611130oti,oti,CoxxPe99,off_pct,0%,,,,,
player,201611130oti,oti,CoxxPe99,defense,74,,,,,
player,201611130oti,oti,CoxxPe99,def_pct,95%,,,,,
player,201611130oti,oti,CoxxPe99,special_teams,0,,,,,
player,201611130oti,oti,CoxxPe99,st_pct,0%,,,,,
player,201611130oti,oti,ByarKe01,pos,FS,,,,,
player,201611130oti,oti,ByarKe01,offense,0,,,,,
player,201611130oti,oti,ByarKe01,off_pct,0%,,,,,
player,201611130oti,oti,ByarKe01,defense,62,,,,,
player,201611130oti,oti,ByarKe01,def_pct,79%,,,,,
player,201611130oti,oti,ByarKe01,special_teams,28,,,,,
player,201611130oti,oti,ByarKe01,st_pct,80%,,,,,
player,201611130oti,oti,MorgDe99,pos,LB,,,,,
player,201611130oti,oti,MorgDe99,offense,0,,,,,
player,201611130oti,oti,MorgDe99,off_pct,0%,,,,,
player,201611130oti,oti,MorgDe99,defense,59,,,,,
player,201611130oti,oti,MorgDe99,def_pct,76%,,,,,
player,201611130oti,oti,MorgDe99,special_teams,0,,,,,
player,201611130oti,oti,MorgDe99,st_pct,0%,,,,,
player,201611130oti,oti,CaseJu00,pos,DT,,,,,
player,201611130oti,oti,CaseJu00,offense,0,,,,,
player,201611130oti,oti,CaseJu00,off_pct,0%,,,,,
player,201611130oti,oti,CaseJu00,defense,57,,,,,
player,201611130oti,oti,CaseJu00,def_pct,73%,,,,,
player,201611130oti,oti,CaseJu00,special_teams,4,,,,,
player,201611130oti,oti,CaseJu00,st_pct,11%,,,,,
player,201611130oti,oti,WillAv00,pos,LB,,,,,
player,201611130oti,oti,WillAv00,offense,0,,,,,
player,201611130oti,oti,WillAv00,off_pct,0%,,,,,
player,201611130oti,oti,WillAv00,defense,52,,,,,
player,201611130oti,oti,WillAv00,def_pct,67%,,,,,
player,201611130oti,oti,WillAv00,special_teams,3,,,,,
player,201611130oti,oti,WillAv00,st_pct,9%,,,,,
player,201611130oti,oti,JoneDa04,pos,DE,,,,,
player,201611130oti,oti,JoneDa04,offense,0,,,,,
player,201611130oti,oti,JoneDa04,off_pct,0%,,,,,
player,201611130oti,oti,JoneDa04,defense,51,,,,,
player,201611130oti,oti,JoneDa04,def_pct,65%,,,,,
player,201611130oti,oti,JoneDa04,special_teams,11,,,,,
player,201611130oti,oti,JoneDa04,st_pct,31%,,,,,
player,201611130oti,oti,SearDa00,pos,SS,,,,,
player,201611130oti,oti,SearDa00,offense,0,,,,,
player,201611130oti,oti,SearDa00,off_pct,0%,,,,,
player,201611130oti,oti,SearDa00,defense,50,,,,,
player,201611130oti,oti,SearDa00,def_pct,64%,,,,,
player,201611130oti,oti,SearDa00,special_teams,11,,,,,
player,201611130oti,oti,SearDa00,st_pct,31%,,,,,
player,201611130oti,oti,StafDa00,pos,SS,,,,,
player,201611130oti,oti,StafDa00,offense,0,,,,,
player,201611130oti,oti,StafDa00,off_pct,0%,,,,,
player,201611130oti,oti,StafDa00,defense,39,,,,,
player,201611130oti,oti,StafDa00,def_pct,50%,,,,,
player,201611130oti,oti,StafDa00,special_teams,20,,,,,
player,201611130oti,oti,StafDa00,st_pct,57%,,,,,
player,201611130oti,oti,SpenSe00,pos,LB,,,,,
player,201611130oti,oti,SpenSe00,offense,0,,,,,
player,201611130oti,oti,SpenSe00,off_pct,0%,,,,,
player,201611130oti,oti,SpenSe00,defense,37,,,,,
player,201611130oti,oti,SpenSe00,def_pct,47%,,,,,
player,201611130oti,oti,SpenSe00,special_teams,11,,,,,
player,201611130oti,oti,SpenSe00,st_pct,31%,,,,,
player,201611130oti,oti,JohnRa98,pos,FS,,,,,
player,201611130oti,oti,JohnRa98,offense,0,,,,,
player,201611130oti,oti,JohnRa98,off_pct,0%,,,,,
player,201611130oti,oti,JohnRa98,defense,33,,,,,
player,201611130oti,oti,JohnRa98,def_pct,42%,,,,,
player,201611130oti,oti,JohnRa98,special_teams,3,,,,,
player,201611130oti,oti,JohnRa98,st_pct,9%,,,,,
player,201611130oti,oti,WoodWe20,pos,LB,,,,,
player,201611130oti,oti,WoodWe20,offense,0,,,,,
player,201611130oti,oti,WoodWe20,off_pct,0%,,,,,
player,201611130oti,oti,WoodWe20,defense,27,,,,,
player,201611130oti,oti,WoodWe20,def_pct,35%,,,,,
player,201611130oti,oti,WoodWe20,special_teams,15,,,,,
player,201611130oti,oti,WoodWe20,st_pct,43%,,,,,
player,201611130oti,oti,KlugKa00,pos,DT,,,,,
player,201611130oti,oti,KlugKa00,offense,0,,,,,
player,201611130oti,oti,KlugKa00,off_pct,0%,,,,,
player,201611130oti,oti,KlugKa00,defense,23,,,,,
player,201611130oti,oti,KlugKa00,def_pct,29%,,,,,
player,201611130oti,oti,KlugKa00,special_teams,13,,,,,
player,201611130oti,oti,KlugKa00,st_pct,37%,,,,,
player,201611130oti,oti,DoddKe00,pos,LB,,,,,
player,201611130oti,oti,DoddKe00,offense,0,,,,,
player,201611130oti,oti,DoddKe00,off_pct,0%,,,,,
player,201611130oti,oti,DoddKe00,defense,15,,,,,
player,201611130oti,oti,DoddKe00,def_pct,19%,,,,,
player,201611130oti,oti,DoddKe00,special_teams,4,,,,,
player,201611130oti,oti,DoddKe00,st_pct,11%,,,,,
player,201611130oti,oti,BlakAn00,pos,CB,,,,,
player,201611130oti,oti,BlakAn00,offense,0,,,,,
player,201611130oti,oti,BlakAn00,off_pct,0%,,,,,
player,201611130oti,oti,BlakAn00,defense,14,,,,,
player,201611130oti,oti,BlakAn00,def_pct,18%,,,,,
player,201611130oti,oti,BlakAn00,special_teams,28,,,,,
player,201611130oti,oti,BlakAn00,st_pct,80%,,,,,
player,201611130oti,oti,JohnAu01,pos,NT,,,,,
player,201611130oti,oti,JohnAu01,offense,0,,,,,
player,201611130oti,oti,JohnAu01,off_pct,0%,,,,,
player,201611130oti,oti,JohnAu01,defense,14,,,,,
player,201611130oti,oti,JohnAu01,def_pct,18%,,,,,
player,201611130oti,oti,JohnAu01,special_teams,0,,,,,
player,201611130oti,oti,JohnAu01,st_pct,0%,,,,,
player,201611130oti,oti,BlacAn00,pos,DE,,,,,
player,201611130oti,oti,BlacAn00,offense,0,,,,,
player,201611130oti,oti,BlacAn00,off_pct,0%,,,,,
player,201611130oti,oti,BlacAn00,defense,12,,,,,
player,201611130oti,oti,BlacAn00,def_pct,15%,,,,,
player,201611130oti,oti,BlacAn00,special_teams,12,,,,,
player,201611130oti,oti,BlacAn00,st_pct,34%,,,,,
player,201611130oti,oti,SimsLe00,pos,CB,,,,,
player,201611130oti,oti,SimsLe00,offense,0,,,,,
player,201611130oti,oti,SimsLe00,off_pct,0%,,,,,
player,201611130oti,oti,SimsLe00,defense,5,,,,,
player,201611130oti,oti,SimsLe00,def_pct,6%,,,,,
player,201611130oti,oti,SimsLe00,special_teams,21,,,,,
player,201611130oti,oti,SimsLe00,st_pct,60%,,,,,
player,201611130oti,oti,PalmNa01,pos,LB,,,,,
player,201611130oti,oti,PalmNa01,offense,0,,,,,
player,201611130oti,oti,PalmNa01,off_pct,0%,,,,,
player,201611130oti,oti,PalmNa01,defense,4,,,,,
player,201611130oti,oti,PalmNa01,def_pct,5%,,,,,
player,201611130oti,oti,PalmNa01,special_teams,24,,,,,
player,201611130oti,oti,PalmNa01,st_pct,69%,,,,,
player,201611130oti,oti,BassDa00,pos,LB,,,,,
player,201611130oti,oti,BassDa00,offense,0,,,,,
player,201611130oti,oti,BassDa00,off_pct,0%,,,,,
player,201611130oti,oti,BassDa00,defense,4,,,,,
player,201611130oti,oti,BassDa00,def_pct,5%,,,,,
player,201611130oti,oti,BassDa00,special_teams,17,,,,,
player,201611130oti,oti,BassDa00,st_pct,49%,,,,,
player,201611130oti,oti,AndrAn00,pos,RB,,,,,
player,201611130oti,oti,AndrAn00,offense,0,,,,,
player,201611130oti,oti,AndrAn00,off_pct,0%,,,,,
player,201611130oti,oti,AndrAn00,defense,0,,,,,
player,201611130oti,oti,AndrAn00,def_pct,0%,,,,,
player,201611130oti,oti,AndrAn00,special_teams,22,,,,,
player,201611130oti,oti,AndrAn00,st_pct,63%,,,,,
player,201611130oti,oti,SuccRy44,pos,K,,,,,
player,201611130oti,oti,SuccRy44,offense,0,,,,,
player,201611130oti,oti,SuccRy44,off_pct,0%,,,,,
player,201611130oti,oti,SuccRy44,defense,0,,,,,
