game,2016,12,20161127,201611270cle,nyg,"New York Giants",27,cle,"Cleveland Browns",13
player,201611270cle,cle,DaviDe00,tackles_combined,2,,,,,
player,201611270cle,cle,DaviDe00,tackles_solo,0,,,,,
player,201611270cle,cle,DaviDe00,tackles_assists,2,,,,,
player,201611270cle,cle,DaviDe00,tackles_loss,0,,,,,
player,201611270cle,cle,DaviDe00,qb_hits,0,,,,,
player,201611270cle,cle,DaviDe00,fumbles_rec,0,,,,,
player,201611270cle,cle,DaviDe00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,DaviDe00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,DaviDe00,fumbles_forced,0,,,,,
player,201611270cle,cle,HadeJo99,def_int,0,,,,,
player,201611270cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201611270cle,cle,HadeJo99,def_int_td,0,,,,,
player,201611270cle,cle,HadeJo99,def_int_long,0,,,,,
player,201611270cle,cle,HadeJo99,pass_defended,1,,,,,
player,201611270cle,cle,HadeJo99,sacks,0.0,,,,,
player,201611270cle,cle,HadeJo99,tackles_combined,2,,,,,
player,201611270cle,cle,HadeJo99,tackles_solo,2,,,,,
player,201611270cle,cle,HadeJo99,tackles_assists,0,,,,,
player,201611270cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201611270cle,cle,HadeJo99,qb_hits,0,,,,,
player,201611270cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201611270cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201611270cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201611270cle,cle,KindDe00,def_int,0,,,,,
player,201611270cle,cle,KindDe00,def_int_yds,0,,,,,
player,201611270cle,cle,KindDe00,def_int_td,0,,,,,
player,201611270cle,cle,KindDe00,def_int_long,0,,,,,
player,201611270cle,cle,KindDe00,pass_defended,0,,,,,
player,201611270cle,cle,KindDe00,sacks,0.0,,,,,
player,201611270cle,cle,KindDe00,tackles_combined,2,,,,,
player,201611270cle,cle,KindDe00,tackles_solo,1,,,,,
player,201611270cle,cle,KindDe00,tackles_assists,1,,,,,
player,201611270cle,cle,KindDe00,tackles_loss,0,,,,,
player,201611270cle,cle,KindDe00,qb_hits,0,,,,,
player,201611270cle,cle,KindDe00,fumbles_rec,0,,,,,
player,201611270cle,cle,KindDe00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,KindDe00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,KindDe00,fumbles_forced,0,,,,,
player,201611270cle,cle,LouiRi00,def_int,0,,,,,
player,201611270cle,cle,LouiRi00,def_int_yds,0,,,,,
player,201611270cle,cle,LouiRi00,def_int_td,0,,,,,
player,201611270cle,cle,LouiRi00,def_int_long,0,,,,,
player,201611270cle,cle,LouiRi00,pass_defended,0,,,,,
player,201611270cle,cle,LouiRi00,sacks,0.0,,,,,
player,201611270cle,cle,LouiRi00,tackles_combined,2,,,,,
player,201611270cle,cle,LouiRi00,tackles_solo,1,,,,,
player,201611270cle,cle,LouiRi00,tackles_assists,1,,,,,
player,201611270cle,cle,LouiRi00,tackles_loss,0,,,,,
player,201611270cle,cle,LouiRi00,qb_hits,0,,,,,
player,201611270cle,cle,LouiRi00,fumbles_rec,0,,,,,
player,201611270cle,cle,LouiRi00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,LouiRi00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,LouiRi00,fumbles_forced,0,,,,,
player,201611270cle,cle,ShelDa01,def_int,0,,,,,
player,201611270cle,cle,ShelDa01,def_int_yds,0,,,,,
player,201611270cle,cle,ShelDa01,def_int_td,0,,,,,
player,201611270cle,cle,ShelDa01,def_int_long,0,,,,,
player,201611270cle,cle,ShelDa01,pass_defended,0,,,,,
player,201611270cle,cle,ShelDa01,sacks,0.0,,,,,
player,201611270cle,cle,ShelDa01,tackles_combined,2,,,,,
player,201611270cle,cle,ShelDa01,tackles_solo,1,,,,,
player,201611270cle,cle,ShelDa01,tackles_assists,1,,,,,
player,201611270cle,cle,ShelDa01,tackles_loss,0,,,,,
player,201611270cle,cle,ShelDa01,qb_hits,0,,,,,
player,201611270cle,cle,ShelDa01,fumbles_rec,0,,,,,
player,201611270cle,cle,ShelDa01,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,ShelDa01,fumbles_rec_td,0,,,,,
player,201611270cle,cle,ShelDa01,fumbles_forced,0,,,,,
player,201611270cle,cle,TaylJa01,def_int,0,,,,,
player,201611270cle,cle,TaylJa01,def_int_yds,0,,,,,
player,201611270cle,cle,TaylJa01,def_int_td,0,,,,,
player,201611270cle,cle,TaylJa01,def_int_long,0,,,,,
player,201611270cle,cle,TaylJa01,pass_defended,0,,,,,
player,201611270cle,cle,TaylJa01,sacks,0.0,,,,,
player,201611270cle,cle,TaylJa01,tackles_combined,2,,,,,
player,201611270cle,cle,TaylJa01,tackles_solo,1,,,,,
player,201611270cle,cle,TaylJa01,tackles_assists,1,,,,,
player,201611270cle,cle,TaylJa01,tackles_loss,0,,,,,
player,201611270cle,cle,TaylJa01,qb_hits,1,,,,,
player,201611270cle,cle,TaylJa01,fumbles_rec,0,,,,,
player,201611270cle,cle,TaylJa01,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,TaylJa01,fumbles_rec_td,0,,,,,
player,201611270cle,cle,TaylJa01,fumbles_forced,0,,,,,
player,201611270cle,cle,BurlMa00,def_int,0,,,,,
player,201611270cle,cle,BurlMa00,def_int_yds,0,,,,,
player,201611270cle,cle,BurlMa00,def_int_td,0,,,,,
player,201611270cle,cle,BurlMa00,def_int_long,0,,,,,
player,201611270cle,cle,BurlMa00,pass_defended,0,,,,,
player,201611270cle,cle,BurlMa00,sacks,0.0,,,,,
player,201611270cle,cle,BurlMa00,tackles_combined,1,,,,,
player,201611270cle,cle,BurlMa00,tackles_solo,1,,,,,
player,201611270cle,cle,BurlMa00,tackles_assists,0,,,,,
player,201611270cle,cle,BurlMa00,tackles_loss,0,,,,,
player,201611270cle,cle,BurlMa00,qb_hits,0,,,,,
player,201611270cle,cle,BurlMa00,fumbles_rec,0,,,,,
player,201611270cle,cle,BurlMa00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,BurlMa00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,BurlMa00,fumbles_forced,0,,,,,
player,201611270cle,cle,CampIb00,def_int,0,,,,,
player,201611270cle,cle,CampIb00,def_int_yds,0,,,,,
player,201611270cle,cle,CampIb00,def_int_td,0,,,,,
player,201611270cle,cle,CampIb00,def_int_long,0,,,,,
player,201611270cle,cle,CampIb00,pass_defended,0,,,,,
player,201611270cle,cle,CampIb00,sacks,0.0,,,,,
player,201611270cle,cle,CampIb00,tackles_combined,1,,,,,
player,201611270cle,cle,CampIb00,tackles_solo,1,,,,,
player,201611270cle,cle,CampIb00,tackles_assists,0,,,,,
player,201611270cle,cle,CampIb00,tackles_loss,0,,,,,
player,201611270cle,cle,CampIb00,qb_hits,0,,,,,
player,201611270cle,cle,CampIb00,fumbles_rec,0,,,,,
player,201611270cle,cle,CampIb00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,CampIb00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,CampIb00,fumbles_forced,0,,,,,
player,201611270cle,cle,HowaTr02,def_int,0,,,,,
player,201611270cle,cle,HowaTr02,def_int_yds,0,,,,,
player,201611270cle,cle,HowaTr02,def_int_td,0,,,,,
player,201611270cle,cle,HowaTr02,def_int_long,0,,,,,
player,201611270cle,cle,HowaTr02,pass_defended,0,,,,,
player,201611270cle,cle,HowaTr02,sacks,0.0,,,,,
player,201611270cle,cle,HowaTr02,tackles_combined,1,,,,,
player,201611270cle,cle,HowaTr02,tackles_solo,1,,,,,
player,201611270cle,cle,HowaTr02,tackles_assists,0,,,,,
player,201611270cle,cle,HowaTr02,tackles_loss,0,,,,,
player,201611270cle,cle,HowaTr02,qb_hits,0,,,,,
player,201611270cle,cle,HowaTr02,fumbles_rec,0,,,,,
player,201611270cle,cle,HowaTr02,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,HowaTr02,fumbles_rec_td,0,,,,,
player,201611270cle,cle,HowaTr02,fumbles_forced,0,,,,,
player,201611270cle,cle,SchoJo00,def_int,0,,,,,
player,201611270cle,cle,SchoJo00,def_int_yds,0,,,,,
player,201611270cle,cle,SchoJo00,def_int_td,0,,,,,
player,201611270cle,cle,SchoJo00,def_int_long,0,,,,,
player,201611270cle,cle,SchoJo00,pass_defended,0,,,,,
player,201611270cle,cle,SchoJo00,sacks,0.0,,,,,
player,201611270cle,cle,SchoJo00,tackles_combined,1,,,,,
player,201611270cle,cle,SchoJo00,tackles_solo,0,,,,,
player,201611270cle,cle,SchoJo00,tackles_assists,1,,,,,
player,201611270cle,cle,SchoJo00,tackles_loss,0,,,,,
player,201611270cle,cle,SchoJo00,qb_hits,0,,,,,
player,201611270cle,cle,SchoJo00,fumbles_rec,0,,,,,
player,201611270cle,cle,SchoJo00,fumbles_rec_yds,0,,,,,
player,201611270cle,cle,SchoJo00,fumbles_rec_td,0,,,,,
player,201611270cle,cle,SchoJo00,fumbles_forced,0,,,,,
player,201611270cle,cle,AlexDo01,def_int,0,,,,,
player,201611270cle,cle,AlexDo01,def_int_yds,0,,,,,
player,201611270cle,cle,AlexDo01,def_int_td,0,,,,,
player,201611270cle,cle,AlexDo01,def_int_long,0,,,,,
player,201611270cle,cle,AlexDo01,pass_defended,0,,,,,
player,201611270cle,cle,AlexDo01,sacks,0.0,,,,,
player,201611270cle,cle,AlexDo01,tackles_combined,0,,,,,
player,201611270cle,cle,AlexDo01,tackles_solo,0,,,,,
player,201611270cle,cle,AlexDo01,tackles_assists,0,,,,,
player,201611270cle,cle,AlexDo01,tackles_loss,0,,,,,
player,201611270cle,cle,AlexDo01,qb_hits,0,,,,,
player,201611270cle,cle,AlexDo01,fumbles_rec,1,,,,,
player,201611270cle,cle,AlexDo01,fumbles_rec_yds,2,,,,,
player,201611270cle,cle,AlexDo01,fumbles_rec_td,0,,,,,
player,201611270cle,cle,AlexDo01,fumbles_forced,0,,,,,
player,201611270cle,nyg,RainBo00,kick_ret,2,,,,,
player,201611270cle,nyg,RainBo00,kick_ret_yds,51,,,,,
player,201611270cle,nyg,RainBo00,kick_ret_yds_per_ret,25.5,,,,,
player,201611270cle,nyg,RainBo00,kick_ret_td,0,,,,,
player,201611270cle,nyg,RainBo00,kick_ret_long,26,,,,,
player,201611270cle,nyg,RainBo00,punt_ret,3,,,,,
player,201611270cle,nyg,RainBo00,punt_ret_yds,7,,,,,
player,201611270cle,nyg,RainBo00,punt_ret_yds_per_ret,2.3,,,,,
player,201611270cle,nyg,RainBo00,punt_ret_td,0,,,,,
player,201611270cle,nyg,RainBo00,punt_ret_long,7,,,,,
player,201611270cle,nyg,BeckOd00,kick_ret,0,,,,,
player,201611270cle,nyg,BeckOd00,kick_ret_yds,0,,,,,
player,201611270cle,nyg,BeckOd00,kick_ret_yds_per_ret,,,,,,
player,201611270cle,nyg,BeckOd00,kick_ret_td,0,,,,,
player,201611270cle,nyg,BeckOd00,kick_ret_long,0,,,,,
player,201611270cle,nyg,BeckOd00,punt_ret,3,,,,,
player,201611270cle,nyg,BeckOd00,punt_ret_yds,35,,,,,
player,201611270cle,nyg,BeckOd00,punt_ret_yds_per_ret,11.7,,,,,
player,201611270cle,nyg,BeckOd00,punt_ret_td,0,,,,,
player,201611270cle,nyg,BeckOd00,punt_ret_long,19,,,,,
player,201611270cle,cle,JohnDu00,kick_ret,0,,,,,
player,201611270cle,cle,JohnDu00,kick_ret_yds,0,,,,,
player,201611270cle,cle,JohnDu00,kick_ret_yds_per_ret,,,,,,
player,201611270cle,cle,JohnDu00,kick_ret_td,0,,,,,
player,201611270cle,cle,JohnDu00,kick_ret_long,0,,,,,
player,201611270cle,cle,JohnDu00,punt_ret,3,,,,,
player,201611270cle,cle,JohnDu00,punt_ret_yds,5,,,,,
player,201611270cle,cle,JohnDu00,punt_ret_yds_per_ret,1.7,,,,,
player,201611270cle,cle,JohnDu00,punt_ret_td,0,,,,,
player,201611270cle,cle,JohnDu00,punt_ret_long,9,,,,,
player,201611270cle,cle,LouiRi00,kick_ret,2,,,,,
player,201611270cle,cle,LouiRi00,kick_ret_yds,45,,,,,
player,201611270cle,cle,LouiRi00,kick_ret_yds_per_ret,22.5,,,,,
player,201611270cle,cle,LouiRi00,kick_ret_td,0,,,,,
player,201611270cle,cle,LouiRi00,kick_ret_long,24,,,,,
player,201611270cle,cle,LouiRi00,punt_ret,0,,,,,
player,201611270cle,cle,LouiRi00,punt_ret_yds,0,,,,,
player,201611270cle,cle,LouiRi00,punt_ret_yds_per_ret,,,,,,
player,201611270cle,cle,LouiRi00,punt_ret_td,0,,,,,
player,201611270cle,cle,LouiRi00,punt_ret_long,0,,,,,
player,201611270cle,nyg,gouldrob01,xpm,3,,,,,
player,201611270cle,nyg,gouldrob01,xpa,4,,,,,
player,201611270cle,nyg,gouldrob01,fgm,,,,,,
player,201611270cle,nyg,gouldrob01,fga,,,,,,
player,201611270cle,nyg,gouldrob01,punt,0,,,,,
player,201611270cle,nyg,gouldrob01,punt_yds,0,,,,,
player,201611270cle,nyg,gouldrob01,punt_yds_per_punt,,,,,,
player,201611270cle,nyg,gouldrob01,punt_long,0,,,,,
player,201611270cle,nyg,WingBr00,xpm,,,,,,
player,201611270cle,nyg,WingBr00,xpa,,,,,,
player,201611270cle,nyg,WingBr00,fgm,,,,,,
player,201611270cle,nyg,WingBr00,fga,,,,,,
player,201611270cle,nyg,WingBr00,punt,9,,,,,
player,201611270cle,nyg,WingBr00,punt_yds,427,,,,,
player,201611270cle,nyg,WingBr00,punt_yds_per_punt,47.4,,,,,
player,201611270cle,nyg,WingBr00,punt_long,58,,,,,
player,201611270cle,cle,ParkCo03,xpm,1,,,,,
player,201611270cle,cle,ParkCo03,xpa,1,,,,,
player,201611270cle,cle,ParkCo03,fgm,2,,,,,
player,201611270cle,cle,ParkCo03,fga,2,,,,,
player,201611270cle,cle,ParkCo03,punt,0,,,,,
player,201611270cle,cle,ParkCo03,punt_yds,0,,,,,
player,201611270cle,cle,ParkCo03,punt_yds_per_punt,,,,,,
player,201611270cle,cle,ParkCo03,punt_long,0,,,,,
player,201611270cle,cle,ColqBr00,xpm,,,,,,
player,201611270cle,cle,ColqBr00,xpa,,,,,,
player,201611270cle,cle,ColqBr00,fgm,,,,,,
player,201611270cle,cle,ColqBr00,fga,,,,,,
player,201611270cle,cle,ColqBr00,punt,8,,,,,
player,201611270cle,cle,ColqBr00,punt_yds,362,,,,,
player,201611270cle,cle,ColqBr00,punt_yds_per_punt,45.3,,,,,
player,201611270cle,cle,ColqBr00,punt_long,54,,,,,
player,201611270cle,cle,DranSp00,pos,T,,,,,
player,201611270cle,cle,DranSp00,offense,75,,,,,
player,201611270cle,cle,DranSp00,off_pct,100%,,,,,
player,201611270cle,cle,DranSp00,defense,0,,,,,
player,201611270cle,cle,DranSp00,def_pct,0%,,,,,
player,201611270cle,cle,DranSp00,special_teams,3,,,,,
player,201611270cle,cle,DranSp00,st_pct,9%,,,,,
player,201611270cle,cle,ErviCa00,pos,C,,,,,
player,201611270cle,cle,ErviCa00,offense,75,,,,,
player,201611270cle,cle,ErviCa00,off_pct,100%,,,,,
player,201611270cle,cle,ErviCa00,defense,0,,,,,
player,201611270cle,cle,ErviCa00,def_pct,0%,,,,,
player,201611270cle,cle,ErviCa00,special_teams,3,,,,,
player,201611270cle,cle,ErviCa00,st_pct,9%,,,,,
player,201611270cle,cle,PaszAu00,pos,T,,,,,
player,201611270cle,cle,PaszAu00,offense,75,,,,,
player,201611270cle,cle,PaszAu00,off_pct,100%,,,,,
player,201611270cle,cle,PaszAu00,defense,0,,,,,
player,201611270cle,cle,PaszAu00,def_pct,0%,,,,,
player,201611270cle,cle,PaszAu00,special_teams,3,,,,,
player,201611270cle,cle,PaszAu00,st_pct,9%,,,,,
player,201611270cle,cle,ThomJo28,pos,T,,,,,
player,201611270cle,cle,ThomJo28,offense,75,,,,,
player,201611270cle,cle,ThomJo28,off_pct,100%,,,,,
player,201611270cle,cle,ThomJo28,defense,0,,,,,
player,201611270cle,cle,ThomJo28,def_pct,0%,,,,,
player,201611270cle,cle,ThomJo28,special_teams,1,,,,,
player,201611270cle,cle,ThomJo28,st_pct,3%,,,,,
player,201611270cle,cle,McCoJo01,pos,QB,,,,,
player,201611270cle,cle,McCoJo01,offense,74,,,,,
player,201611270cle,cle,McCoJo01,off_pct,99%,,,,,
player,201611270cle,cle,McCoJo01,defense,0,,,,,
player,201611270cle,cle,McCoJo01,def_pct,0%,,,,,
player,201611270cle,cle,McCoJo01,special_teams,0,,,,,
player,201611270cle,cle,McCoJo01,st_pct,0%,,,,,
player,201611270cle,cle,ColeCo00,pos,WR,,,,,
player,201611270cle,cle,ColeCo00,offense,66,,,,,
player,201611270cle,cle,ColeCo00,off_pct,88%,,,,,
player,201611270cle,cle,ColeCo00,defense,0,,,,,
player,201611270cle,cle,ColeCo00,def_pct,0%,,,,,
player,201611270cle,cle,ColeCo00,special_teams,0,,,,,
player,201611270cle,cle,ColeCo00,st_pct,0%,,,,,
player,201611270cle,cle,PryoTe00,pos,WR,,,,,
player,201611270cle,cle,PryoTe00,offense,65,,,,,
player,201611270cle,cle,PryoTe00,off_pct,87%,,,,,
player,201611270cle,cle,PryoTe00,defense,0,,,,,
player,201611270cle,cle,PryoTe00,def_pct,0%,,,,,
player,201611270cle,cle,PryoTe00,special_teams,0,,,,,
player,201611270cle,cle,PryoTe00,st_pct,0%,,,,,
player,201611270cle,cle,BarnGa01,pos,TE,,,,,
player,201611270cle,cle,BarnGa01,offense,57,,,,,
player,201611270cle,cle,BarnGa01,off_pct,76%,,,,,
player,201611270cle,cle,BarnGa01,defense,0,,,,,
player,201611270cle,cle,BarnGa01,def_pct,0%,,,,,
player,201611270cle,cle,BarnGa01,special_teams,3,,,,,
player,201611270cle,cle,BarnGa01,st_pct,9%,,,,,
player,201611270cle,cle,GrecJo20,pos,G,,,,,
player,201611270cle,cle,GrecJo20,offense,52,,,,,
player,201611270cle,cle,GrecJo20,off_pct,69%,,,,,
player,201611270cle,cle,GrecJo20,defense,0,,,,,
player,201611270cle,cle,GrecJo20,def_pct,0%,,,,,
player,201611270cle,cle,GrecJo20,special_teams,2,,,,,
player,201611270cle,cle,GrecJo20,st_pct,6%,,,,,
player,201611270cle,cle,CrowIs00,pos,RB,,,,,
player,201611270cle,cle,CrowIs00,offense,40,,,,,
player,201611270cle,cle,CrowIs00,off_pct,53%,,,,,
player,201611270cle,cle,CrowIs00,defense,0,,,,,
player,201611270cle,cle,CrowIs00,def_pct,0%,,,,,
player,201611270cle,cle,CrowIs00,special_teams,0,,,,,
player,201611270cle,cle,CrowIs00,st_pct,0%,,,,,
player,201611270cle,cle,JohnDu00,pos,RB,,,,,
player,201611270cle,cle,JohnDu00,offense,35,,,,,
player,201611270cle,cle,JohnDu00,off_pct,47%,,,,,
player,201611270cle,cle,JohnDu00,defense,0,,,,,
player,201611270cle,cle,JohnDu00,def_pct,0%,,,,,
player,201611270cle,cle,JohnDu00,special_teams,6,,,,,
player,201611270cle,cle,JohnDu00,st_pct,19%,,,,,
player,201611270cle,cle,HawkAn00,pos,WR,,,,,
player,201611270cle,cle,HawkAn00,offense,30,,,,,
player,201611270cle,cle,HawkAn00,off_pct,40%,,,,,
player,201611270cle,cle,HawkAn00,defense,0,,,,,
player,201611270cle,cle,HawkAn00,def_pct,0%,,,,,
player,201611270cle,cle,HawkAn00,special_teams,0,,,,,
player,201611270cle,cle,HawkAn00,st_pct,0%,,,,,
player,201611270cle,cle,TelfRa00,pos,TE,,,,,
player,201611270cle,cle,TelfRa00,offense,26,,,,,
player,201611270cle,cle,TelfRa00,off_pct,35%,,,,,
player,201611270cle,cle,TelfRa00,defense,0,,,,,
player,201611270cle,cle,TelfRa00,def_pct,0%,,,,,
player,201611270cle,cle,TelfRa00,special_teams,3,,,,,
player,201611270cle,cle,TelfRa00,st_pct,9%,,,,,
player,201611270cle,cle,BailAl01,pos,G,,,,,
player,201611270cle,cle,BailAl01,offense,23,,,,,
player,201611270cle,cle,BailAl01,off_pct,31%,,,,,
player,201611270cle,cle,BailAl01,defense,0,,,,,
player,201611270cle,cle,BailAl01,def_pct,0%,,,,,
player,201611270cle,cle,BailAl01,special_teams,3,,,,,
player,201611270cle,cle,BailAl01,st_pct,9%,,,,,
player,201611270cle,cle,DevaSe00,pos,TE,,,,,
player,201611270cle,cle,DevaSe00,offense,20,,,,,
player,201611270cle,cle,DevaSe00,off_pct,27%,,,,,
player,201611270cle,cle,DevaSe00,defense,0,,,,,
player,201611270cle,cle,DevaSe00,def_pct,0%,,,,,
player,201611270cle,cle,DevaSe00,special_teams,10,,,,,
player,201611270cle,cle,DevaSe00,st_pct,31%,,,,,
player,201611270cle,cle,HiggRa00,pos,WR,,,,,
player,201611270cle,cle,HiggRa00,offense,20,,,,,
player,201611270cle,cle,HiggRa00,off_pct,27%,,,,,
player,201611270cle,cle,HiggRa00,defense,0,,,,,
player,201611270cle,cle,HiggRa00,def_pct,0%,,,,,
player,201611270cle,cle,HiggRa00,special_teams,0,,,,,
player,201611270cle,cle,HiggRa00,st_pct,0%,,,,,
player,201611270cle,cle,VitaDa00,pos,RB,,,,,
player,201611270cle,cle,VitaDa00,offense,12,,,,,
player,201611270cle,cle,VitaDa00,off_pct,16%,,,,,
player,201611270cle,cle,VitaDa00,defense,0,,,,,
player,201611270cle,cle,VitaDa00,def_pct,0%,,,,,
player,201611270cle,cle,VitaDa00,special_teams,5,,,,,
player,201611270cle,cle,VitaDa00,st_pct,16%,,,,,
player,201611270cle,cle,LouiRi00,pos,WR,,,,,
player,201611270cle,cle,LouiRi00,offense,4,,,,,
player,201611270cle,cle,LouiRi00,off_pct,5%,,,,,
player,201611270cle,cle,LouiRi00,defense,0,,,,,
player,201611270cle,cle,LouiRi00,def_pct,0%,,,,,
player,201611270cle,cle,LouiRi00,special_teams,22,,,,,
player,201611270cle,cle,LouiRi00,st_pct,69%,,,,,
player,201611270cle,cle,HogaKe00,pos,QB,,,,,
player,201611270cle,cle,HogaKe00,offense,1,,,,,
player,201611270cle,cle,HogaKe00,off_pct,1%,,,,,
player,201611270cle,cle,HogaKe00,defense,0,,,,,
player,201611270cle,cle,HogaKe00,def_pct,0%,,,,,
player,201611270cle,cle,HogaKe00,special_teams,0,,,,,
player,201611270cle,cle,HogaKe00,st_pct,0%,,,,,
player,201611270cle,cle,ReynEd00,pos,FS,,,,,
player,201611270cle,cle,ReynEd00,offense,0,,,,,
player,201611270cle,cle,ReynEd00,off_pct,0%,,,,,
player,201611270cle,cle,ReynEd00,defense,56,,,,,
player,201611270cle,cle,ReynEd00,def_pct,100%,,,,,
player,201611270cle,cle,ReynEd00,special_teams,16,,,,,
player,201611270cle,cle,ReynEd00,st_pct,50%,,,,,
player,201611270cle,cle,KirkCh00,pos,LB,,,,,
player,201611270cle,cle,KirkCh00,offense,0,,,,,
player,201611270cle,cle,KirkCh00,off_pct,0%,,,,,
player,201611270cle,cle,KirkCh00,defense,56,,,,,
player,201611270cle,cle,KirkCh00,def_pct,100%,,,,,
player,201611270cle,cle,KirkCh00,special_teams,13,,,,,
player,201611270cle,cle,KirkCh00,st_pct,41%,,,,,
player,201611270cle,cle,HadeJo99,pos,CB,,,,,
player,201611270cle,cle,HadeJo99,offense,0,,,,,
player,201611270cle,cle,HadeJo99,off_pct,0%,,,,,
player,201611270cle,cle,HadeJo99,defense,56,,,,,
player,201611270cle,cle,HadeJo99,def_pct,100%,,,,,
player,201611270cle,cle,HadeJo99,special_teams,10,,,,,
player,201611270cle,cle,HadeJo99,st_pct,31%,,,,,
player,201611270cle,cle,TaylJa01,pos,CB,,,,,
player,201611270cle,cle,TaylJa01,offense,0,,,,,
player,201611270cle,cle,TaylJa01,off_pct,0%,,,,,
player,201611270cle,cle,TaylJa01,defense,56,,,,,
player,201611270cle,cle,TaylJa01,def_pct,100%,,,,,
player,201611270cle,cle,TaylJa01,special_teams,3,,,,,
player,201611270cle,cle,TaylJa01,st_pct,9%,,,,,
player,201611270cle,cle,CollJa00,pos,LB,,,,,
player,201611270cle,cle,CollJa00,offense,0,,,,,
player,201611270cle,cle,CollJa00,off_pct,0%,,,,,
player,201611270cle,cle,CollJa00,defense,56,,,,,
player,201611270cle,cle,CollJa00,def_pct,100%,,,,,
player,201611270cle,cle,CollJa00,special_teams,1,,,,,
player,201611270cle,cle,CollJa00,st_pct,3%,,,,,
player,201611270cle,cle,KindDe00,pos,SS,,,,,
player,201611270cle,cle,KindDe00,offense,0,,,,,
player,201611270cle,cle,KindDe00,off_pct,0%,,,,,
player,201611270cle,cle,KindDe00,defense,54,,,,,
player,201611270cle,cle,KindDe00,def_pct,96%,,,,,
player,201611270cle,cle,KindDe00,special_teams,18,,,,,
player,201611270cle,cle,KindDe00,st_pct,56%,,,,,
player,201611270cle,cle,OgbaEm00,pos,LB,,,,,
player,201611270cle,cle,OgbaEm00,offense,0,,,,,
player,201611270cle,cle,OgbaEm00,off_pct,0%,,,,,
player,201611270cle,cle,OgbaEm00,defense,49,,,,,
player,201611270cle,cle,OgbaEm00,def_pct,88%,,,,,
player,201611270cle,cle,OgbaEm00,special_teams,10,,,,,
player,201611270cle,cle,OgbaEm00,st_pct,31%,,,,,
player,201611270cle,cle,NassCa00,pos,DE,,,,,
player,201611270cle,cle,NassCa00,offense,0,,,,,
player,201611270cle,cle,NassCa00,off_pct,0%,,,,,
player,201611270cle,cle,NassCa00,defense,47,,,,,
player,201611270cle,cle,NassCa00,def_pct,84%,,,,,
player,201611270cle,cle,NassCa00,special_teams,7,,,,,
player,201611270cle,cle,NassCa00,st_pct,22%,,,,,
player,201611270cle,cle,BoddBr01,pos,CB,,,,,
player,201611270cle,cle,BoddBr01,offense,0,,,,,
player,201611270cle,cle,BoddBr01,off_pct,0%,,,,,
player,201611270cle,cle,BoddBr01,defense,45,,,,,
player,201611270cle,cle,BoddBr01,def_pct,80%,,,,,
player,201611270cle,cle,BoddBr01,special_teams,16,,,,,
player,201611270cle,cle,BoddBr01,st_pct,50%,,,,,
player,201611270cle,cle,ShelDa01,pos,NT,,,,,
player,201611270cle,cle,ShelDa01,offense,0,,,,,
player,201611270cle,cle,ShelDa01,off_pct,0%,,,,,
player,201611270cle,cle,ShelDa01,defense,36,,,,,
player,201611270cle,cle,ShelDa01,def_pct,64%,,,,,
player,201611270cle,cle,ShelDa01,special_teams,1,,,,,
player,201611270cle,cle,ShelDa01,st_pct,3%,,,,,
player,201611270cle,cle,MedeJa00,pos,NT,,,,,
player,201611270cle,cle,MedeJa00,offense,0,,,,,
player,201611270cle,cle,MedeJa00,off_pct,0%,,,,,
player,201611270cle,cle,MedeJa00,defense,31,,,,,
player,201611270cle,cle,MedeJa00,def_pct,55%,,,,,
player,201611270cle,cle,MedeJa00,special_teams,8,,,,,
player,201611270cle,cle,MedeJa00,st_pct,25%,,,,,
player,201611270cle,cle,PaeaSt00,pos,DE,,,,,
player,201611270cle,cle,PaeaSt00,offense,0,,,,,
player,201611270cle,cle,PaeaSt00,off_pct,0%,,,,,
player,201611270cle,cle,PaeaSt00,defense,21,,,,,
player,201611270cle,cle,PaeaSt00,def_pct,38%,,,,,
player,201611270cle,cle,PaeaSt00,special_teams,4,,,,,
player,201611270cle,cle,PaeaSt00,st_pct,12%,,,,,
player,201611270cle,cle,CoopXa00,pos,DE,,,,,
player,201611270cle,cle,CoopXa00,offense,0,,,,,
player,201611270cle,cle,CoopXa00,off_pct,0%,,,,,
player,201611270cle,cle,CoopXa00,defense,20,,,,,
