game,2019,1,20190908,201909080car,ram,"Los Angeles Rams",30,car,"Carolina Panthers",27
player,201909080car,ram,GoffJa00,pass_cmp,23,,,,,
player,201909080car,ram,GoffJa00,pass_att,39,,,,,
player,201909080car,ram,GoffJa00,pass_yds,186,,,,,
player,201909080car,ram,GoffJa00,pass_first_down,12,,,,,
player,201909080car,ram,GoffJa00,pass_air_yds,86,,,,,
player,201909080car,ram,GoffJa00,pass_air_yds_per_cmp,3.7,,,,,
player,201909080car,ram,GoffJa00,pass_air_yds_per_att,2.2,,,,,
player,201909080car,ram,GoffJa00,pass_tgt_yds_per_att,6.6,,,,,
player,201909080car,ram,GoffJa00,pass_yac,100,,,,,
player,201909080car,ram,GoffJa00,pass_yac_per_cmp,4.3,,,,,
player,201909080car,ram,GoffJa00,pass_drops,3,,,,,
player,201909080car,ram,GoffJa00,pass_drop_pct,7.7,,,,,
player,201909080car,ram,GoffJa00,pass_poor_throws,7,,,,,
player,201909080car,ram,GoffJa00,pass_poor_throw_pct,17.9,,,,,
player,201909080car,ram,GoffJa00,pass_blitzed,8,,,,,
player,201909080car,ram,GoffJa00,pass_hurried,4,,,,,
player,201909080car,ram,GoffJa00,pass_hits,5,,,,,
player,201909080car,ram,GoffJa00,rush_scrambles,1,,,,,
player,201909080car,ram,GoffJa00,rush_scrambles_yds_per_att,3.0,,,,,
player,201909080car,car,NewtCa00,pass_cmp,25,,,,,
player,201909080car,car,NewtCa00,pass_att,38,,,,,
player,201909080car,car,NewtCa00,pass_yds,239,,,,,
player,201909080car,car,NewtCa00,pass_first_down,13,,,,,
player,201909080car,car,NewtCa00,pass_air_yds,102,,,,,
player,201909080car,car,NewtCa00,pass_air_yds_per_cmp,4.1,,,,,
player,201909080car,car,NewtCa00,pass_air_yds_per_att,2.7,,,,,
player,201909080car,car,NewtCa00,pass_tgt_yds_per_att,5.7,,,,,
player,201909080car,car,NewtCa00,pass_yac,137,,,,,
player,201909080car,car,NewtCa00,pass_yac_per_cmp,5.5,,,,,
player,201909080car,car,NewtCa00,pass_drops,1,,,,,
player,201909080car,car,NewtCa00,pass_drop_pct,2.6,,,,,
player,201909080car,car,NewtCa00,pass_poor_throws,8,,,,,
player,201909080car,car,NewtCa00,pass_poor_throw_pct,21.1,,,,,
player,201909080car,car,NewtCa00,pass_blitzed,9,,,,,
player,201909080car,car,NewtCa00,pass_hurried,7,,,,,
player,201909080car,car,NewtCa00,pass_hits,2,,,,,
player,201909080car,car,NewtCa00,rush_scrambles,1,,,,,
player,201909080car,car,NewtCa00,rush_scrambles_yds_per_att,3.0,,,,,
player,201909080car,ram,GurlTo01,rush_att,14,,,,,
player,201909080car,ram,GurlTo01,rush_yds,97,,,,,
player,201909080car,ram,GurlTo01,rush_first_down,4,,,,,
player,201909080car,ram,GurlTo01,rush_yds_before_contact,24,,,,,
player,201909080car,ram,GurlTo01,rush_yds_bc_per_rush,1.7,,,,,
player,201909080car,ram,GurlTo01,rush_yac,73,,,,,
player,201909080car,ram,GurlTo01,rush_yac_per_rush,5.2,,,,,
player,201909080car,ram,GurlTo01,rush_broken_tackles,3,,,,,
player,201909080car,ram,GurlTo01,rush_broken_tackles_per_rush,4.7,,,,,
player,201909080car,ram,BrowMa03,rush_att,11,,,,,
player,201909080car,ram,BrowMa03,rush_yds,53,,,,,
player,201909080car,ram,BrowMa03,rush_first_down,4,,,,,
player,201909080car,ram,BrowMa03,rush_yds_before_contact,-2,,,,,
player,201909080car,ram,BrowMa03,rush_yds_bc_per_rush,-0.2,,,,,
player,201909080car,ram,BrowMa03,rush_yac,55,,,,,
player,201909080car,ram,BrowMa03,rush_yac_per_rush,5.0,,,,,
player,201909080car,ram,BrowMa03,rush_broken_tackles,5,,,,,
player,201909080car,ram,BrowMa03,rush_broken_tackles_per_rush,2.2,,,,,
player,201909080car,ram,GoffJa00,rush_att,4,,,,,
player,201909080car,ram,GoffJa00,rush_yds,0,,,,,
player,201909080car,ram,GoffJa00,rush_first_down,0,,,,,
player,201909080car,ram,GoffJa00,rush_yds_before_contact,0,,,,,
player,201909080car,ram,GoffJa00,rush_yds_bc_per_rush,0.0,,,,,
player,201909080car,ram,GoffJa00,rush_yac,0,,,,,
player,201909080car,ram,GoffJa00,rush_yac_per_rush,0.0,,,,,
player,201909080car,ram,GoffJa00,rush_broken_tackles,0,,,,,
player,201909080car,ram,GoffJa00,rush_broken_tackles_per_rush,,,,,,
player,201909080car,ram,WoodRo02,rush_att,2,,,,,
player,201909080car,ram,WoodRo02,rush_yds,16,,,,,
player,201909080car,ram,WoodRo02,rush_first_down,1,,,,,
player,201909080car,ram,WoodRo02,rush_yds_before_contact,14,,,,,
player,201909080car,ram,WoodRo02,rush_yds_bc_per_rush,7.0,,,,,
player,201909080car,ram,WoodRo02,rush_yac,2,,,,,
player,201909080car,ram,WoodRo02,rush_yac_per_rush,1.0,,,,,
player,201909080car,ram,WoodRo02,rush_broken_tackles,0,,,,,
player,201909080car,ram,WoodRo02,rush_broken_tackles_per_rush,,,,,,
player,201909080car,ram,HendDa00,rush_att,1,,,,,
player,201909080car,ram,HendDa00,rush_yds,0,,,,,
player,201909080car,ram,HendDa00,rush_first_down,,,,,,
player,201909080car,ram,HendDa00,rush_yds_before_contact,-2,,,,,
player,201909080car,ram,HendDa00,rush_yds_bc_per_rush,-2.0,,,,,
player,201909080car,ram,HendDa00,rush_yac,2,,,,,
player,201909080car,ram,HendDa00,rush_yac_per_rush,2.0,,,,,
player,201909080car,ram,HendDa00,rush_broken_tackles,0,,,,,
player,201909080car,ram,HendDa00,rush_broken_tackles_per_rush,,,,,,
player,201909080car,car,McCaCh01,rush_att,19,,,,,
player,201909080car,car,McCaCh01,rush_yds,128,,,,,
player,201909080car,car,McCaCh01,rush_first_down,7,,,,,
player,201909080car,car,McCaCh01,rush_yds_before_contact,57,,,,,
player,201909080car,car,McCaCh01,rush_yds_bc_per_rush,3.0,,,,,
player,201909080car,car,McCaCh01,rush_yac,71,,,,,
player,201909080car,car,McCaCh01,rush_yac_per_rush,3.7,,,,,
player,201909080car,car,McCaCh01,rush_broken_tackles,4,,,,,
player,201909080car,car,McCaCh01,rush_broken_tackles_per_rush,4.8,,,,,
player,201909080car,car,NewtCa00,rush_att,3,,,,,
player,201909080car,car,NewtCa00,rush_yds,-2,,,,,
player,201909080car,car,NewtCa00,rush_first_down,0,,,,,
player,201909080car,car,NewtCa00,rush_yds_before_contact,-6,,,,,
player,201909080car,car,NewtCa00,rush_yds_bc_per_rush,-2.0,,,,,
player,201909080car,car,NewtCa00,rush_yac,4,,,,,
player,201909080car,car,NewtCa00,rush_yac_per_rush,1.3,,,,,
player,201909080car,car,NewtCa00,rush_broken_tackles,0,,,,,
player,201909080car,car,NewtCa00,rush_broken_tackles_per_rush,,,,,,
player,201909080car,car,ArmaAl00,rush_att,1,,,,,
player,201909080car,car,ArmaAl00,rush_yds,1,,,,,
player,201909080car,car,ArmaAl00,rush_first_down,1,,,,,
player,201909080car,car,ArmaAl00,rush_yds_before_contact,1,,,,,
player,201909080car,car,ArmaAl00,rush_yds_bc_per_rush,1.0,,,,,
player,201909080car,car,ArmaAl00,rush_yac,0,,,,,
player,201909080car,car,ArmaAl00,rush_yac_per_rush,0.0,,,,,
player,201909080car,car,ArmaAl00,rush_broken_tackles,0,,,,,
player,201909080car,car,ArmaAl00,rush_broken_tackles_per_rush,,,,,,
player,201909080car,ram,WoodRo02,targets,13,,,,,
player,201909080car,ram,WoodRo02,rec,8,,,,,
player,201909080car,ram,WoodRo02,rec_yds,70,,,,,
player,201909080car,ram,WoodRo02,rec_first_down,3,,,,,
player,201909080car,ram,WoodRo02,rec_air_yds,26,,,,,
player,201909080car,ram,WoodRo02,rec_air_yds_per_rec,3.3,,,,,
player,201909080car,ram,WoodRo02,rec_yac,44,,,,,
player,201909080car,ram,WoodRo02,rec_yac_per_rec,5.5,,,,,
player,201909080car,ram,WoodRo02,rec_broken_tackles,1,,,,,
player,201909080car,ram,WoodRo02,rec_broken_tackles_per_rec,8.0,,,,,
player,201909080car,ram,WoodRo02,rec_drops,1,,,,,
player,201909080car,ram,WoodRo02,rec_drop_pct,7.7,,,,,
player,201909080car,ram,KuppCo00,targets,10,,,,,
player,201909080car,ram,KuppCo00,rec,7,,,,,
player,201909080car,ram,KuppCo00,rec_yds,46,,,,,
player,201909080car,ram,KuppCo00,rec_first_down,3,,,,,
player,201909080car,ram,KuppCo00,rec_air_yds,24,,,,,
player,201909080car,ram,KuppCo00,rec_air_yds_per_rec,3.4,,,,,
player,201909080car,ram,KuppCo00,rec_yac,22,,,,,
player,201909080car,ram,KuppCo00,rec_yac_per_rec,3.1,,,,,
player,201909080car,ram,KuppCo00,rec_broken_tackles,0,,,,,
player,201909080car,ram,KuppCo00,rec_broken_tackles_per_rec,,,,,,
player,201909080car,ram,KuppCo00,rec_drops,0,,,,,
player,201909080car,ram,KuppCo00,rec_drop_pct,0.0,,,,,
player,201909080car,ram,HigbTy00,targets,5,,,,,
player,201909080car,ram,HigbTy00,rec,4,,,,,
player,201909080car,ram,HigbTy00,rec_yds,20,,,,,
player,201909080car,ram,HigbTy00,rec_first_down,2,,,,,
player,201909080car,ram,HigbTy00,rec_air_yds,5,,,,,
player,201909080car,ram,HigbTy00,rec_air_yds_per_rec,1.3,,,,,
player,201909080car,ram,HigbTy00,rec_yac,15,,,,,
player,201909080car,ram,HigbTy00,rec_yac_per_rec,3.8,,,,,
player,201909080car,ram,HigbTy00,rec_broken_tackles,0,,,,,
player,201909080car,ram,HigbTy00,rec_broken_tackles_per_rec,,,,,,
player,201909080car,ram,HigbTy00,rec_drops,0,,,,,
player,201909080car,ram,HigbTy00,rec_drop_pct,0.0,,,,,
player,201909080car,ram,CookBr00,targets,6,,,,,
player,201909080car,ram,CookBr00,rec,2,,,,,
player,201909080car,ram,CookBr00,rec_yds,39,,,,,
player,201909080car,ram,CookBr00,rec_first_down,2,,,,,
player,201909080car,ram,CookBr00,rec_air_yds,27,,,,,
player,201909080car,ram,CookBr00,rec_air_yds_per_rec,13.5,,,,,
player,201909080car,ram,CookBr00,rec_yac,12,,,,,
player,201909080car,ram,CookBr00,rec_yac_per_rec,6.0,,,,,
player,201909080car,ram,CookBr00,rec_broken_tackles,0,,,,,
player,201909080car,ram,CookBr00,rec_broken_tackles_per_rec,,,,,,
player,201909080car,ram,CookBr00,rec_drops,0,,,,,
player,201909080car,ram,CookBr00,rec_drop_pct,0.0,,,,,
player,201909080car,ram,EverGe00,targets,1,,,,,
player,201909080car,ram,EverGe00,rec,1,,,,,
player,201909080car,ram,EverGe00,rec_yds,7,,,,,
player,201909080car,ram,EverGe00,rec_first_down,1,,,,,
player,201909080car,ram,EverGe00,rec_air_yds,0,,,,,
player,201909080car,ram,EverGe00,rec_air_yds_per_rec,0.0,,,,,
player,201909080car,ram,EverGe00,rec_yac,7,,,,,
player,201909080car,ram,EverGe00,rec_yac_per_rec,7.0,,,,,
player,201909080car,ram,EverGe00,rec_broken_tackles,0,,,,,
player,201909080car,ram,EverGe00,rec_broken_tackles_per_rec,,,,,,
player,201909080car,ram,EverGe00,rec_drops,0,,,,,
player,201909080car,ram,EverGe00,rec_drop_pct,0.0,,,,,
player,201909080car,ram,GurlTo01,targets,1,,,,,
player,201909080car,ram,GurlTo01,rec,1,,,,,
player,201909080car,ram,GurlTo01,rec_yds,4,,,,,
player,201909080car,ram,GurlTo01,rec_first_down,1,,,,,
player,201909080car,ram,GurlTo01,rec_air_yds,4,,,,,
player,201909080car,ram,GurlTo01,rec_air_yds_per_rec,4.0,,,,,
player,201909080car,ram,GurlTo01,rec_yac,0,,,,,
player,201909080car,ram,GurlTo01,rec_yac_per_rec,0.0,,,,,
player,201909080car,ram,GurlTo01,rec_broken_tackles,0,,,,,
player,201909080car,ram,GurlTo01,rec_broken_tackles_per_rec,,,,,,
player,201909080car,ram,GurlTo01,rec_drops,0,,,,,
player,201909080car,ram,GurlTo01,rec_drop_pct,0.0,,,,,
player,201909080car,ram,ReynJo00,targets,2,,,,,
player,201909080car,ram,ReynJo00,rec,0,,,,,
player,201909080car,ram,ReynJo00,rec_yds,0,,,,,
player,201909080car,ram,ReynJo00,rec_first_down,,,,,,
player,201909080car,ram,ReynJo00,rec_air_yds,0,,,,,
player,201909080car,ram,ReynJo00,rec_air_yds_per_rec,,,,,,
player,201909080car,ram,ReynJo00,rec_yac,0,,,,,
player,201909080car,ram,ReynJo00,rec_yac_per_rec,,,,,,
player,201909080car,ram,ReynJo00,rec_broken_tackles,0,,,,,
player,201909080car,ram,ReynJo00,rec_broken_tackles_per_rec,,,,,,
player,201909080car,ram,ReynJo00,rec_drops,2,,,,,
player,201909080car,ram,ReynJo00,rec_drop_pct,100.0,,,,,
player,201909080car,car,McCaCh01,targets,11,,,,,
player,201909080car,car,McCaCh01,rec,10,,,,,
player,201909080car,car,McCaCh01,rec_yds,81,,,,,
player,201909080car,car,McCaCh01,rec_first_down,3,,,,,
player,201909080car,car,McCaCh01,rec_air_yds,29,,,,,
player,201909080car,car,McCaCh01,rec_air_yds_per_rec,2.9,,,,,
player,201909080car,car,McCaCh01,rec_yac,52,,,,,
player,201909080car,car,McCaCh01,rec_yac_per_rec,5.2,,,,,
player,201909080car,car,McCaCh01,rec_broken_tackles,1,,,,,
player,201909080car,car,McCaCh01,rec_broken_tackles_per_rec,10.0,,,,,
player,201909080car,car,McCaCh01,rec_drops,0,,,,,
player,201909080car,car,McCaCh01,rec_drop_pct,0.0,,,,,
player,201909080car,car,MoorD.00,targets,10,,,,,
player,201909080car,car,MoorD.00,rec,7,,,,,
player,201909080car,car,MoorD.00,rec_yds,76,,,,,
player,201909080car,car,MoorD.00,rec_first_down,5,,,,,
player,201909080car,car,MoorD.00,rec_air_yds,48,,,,,
player,201909080car,car,MoorD.00,rec_air_yds_per_rec,6.9,,,,,
player,201909080car,car,MoorD.00,rec_yac,28,,,,,
player,201909080car,car,MoorD.00,rec_yac_per_rec,4.0,,,,,
player,201909080car,car,MoorD.00,rec_broken_tackles,0,,,,,
player,201909080car,car,MoorD.00,rec_broken_tackles_per_rec,,,,,,
player,201909080car,car,MoorD.00,rec_drops,0,,,,,
player,201909080car,car,MoorD.00,rec_drop_pct,0.0,,,,,
player,201909080car,car,OlseGr00,targets,9,,,,,
player,201909080car,car,OlseGr00,rec,4,,,,,
player,201909080car,car,OlseGr00,rec_yds,36,,,,,
player,201909080car,car,OlseGr00,rec_first_down,2,,,,,
player,201909080car,car,OlseGr00,rec_air_yds,20,,,,,
player,201909080car,car,OlseGr00,rec_air_yds_per_rec,5.0,,,,,
player,201909080car,car,OlseGr00,rec_yac,16,,,,,
player,201909080car,car,OlseGr00,rec_yac_per_rec,4.0,,,,,
player,201909080car,car,OlseGr00,rec_broken_tackles,0,,,,,
player,201909080car,car,OlseGr00,rec_broken_tackles_per_rec,,,,,,
player,201909080car,car,OlseGr00,rec_drops,1,,,,,
player,201909080car,car,OlseGr00,rec_drop_pct,11.1,,,,,
player,201909080car,car,SamuCu00,targets,4,,,,,
player,201909080car,car,SamuCu00,rec,3,,,,,
player,201909080car,car,SamuCu00,rec_yds,32,,,,,
player,201909080car,car,SamuCu00,rec_first_down,2,,,,,
player,201909080car,car,SamuCu00,rec_air_yds,-5,,,,,
player,201909080car,car,SamuCu00,rec_air_yds_per_rec,-1.7,,,,,
player,201909080car,car,SamuCu00,rec_yac,37,,,,,
player,201909080car,car,SamuCu00,rec_yac_per_rec,12.3,,,,,
player,201909080car,car,SamuCu00,rec_broken_tackles,1,,,,,
player,201909080car,car,SamuCu00,rec_broken_tackles_per_rec,3.0,,,,,
player,201909080car,car,SamuCu00,rec_drops,0,,,,,
player,201909080car,car,SamuCu00,rec_drop_pct,0.0,,,,,
player,201909080car,car,WrigJa02,targets,1,,,,,
player,201909080car,car,WrigJa02,rec,1,,,,,
player,201909080car,car,WrigJa02,rec_yds,14,,,,,
player,201909080car,car,WrigJa02,rec_first_down,1,,,,,
player,201909080car,car,WrigJa02,rec_air_yds,10,,,,,
player,201909080car,car,WrigJa02,rec_air_yds_per_rec,10.0,,,,,
player,201909080car,car,WrigJa02,rec_yac,4,,,,,
player,201909080car,car,WrigJa02,rec_yac_per_rec,4.0,,,,,
player,201909080car,car,WrigJa02,rec_broken_tackles,0,,,,,
player,201909080car,car,WrigJa02,rec_broken_tackles_per_rec,,,,,,
player,201909080car,car,WrigJa02,rec_drops,0,,,,,
player,201909080car,car,WrigJa02,rec_drop_pct,0.0,,,,,
player,201909080car,car,ThomIa00,targets,1,,,,,
player,201909080car,car,ThomIa00,rec,0,,,,,
player,201909080car,car,ThomIa00,rec_yds,0,,,,,
player,201909080car,car,ThomIa00,rec_first_down,,,,,,
player,201909080car,car,ThomIa00,rec_air_yds,0,,,,,
player,201909080car,car,ThomIa00,rec_air_yds_per_rec,,,,,,
player,201909080car,car,ThomIa00,rec_yac,0,,,,,
player,201909080car,car,ThomIa00,rec_yac_per_rec,,,,,,
player,201909080car,car,ThomIa00,rec_broken_tackles,0,,,,,
player,201909080car,car,ThomIa00,rec_broken_tackles_per_rec,,,,,,
player,201909080car,car,ThomIa00,rec_drops,0,,,,,
player,201909080car,car,ThomIa00,rec_drop_pct,0.0,,,,,
player,201909080car,car,HogaCh00,targets,1,,,,,
player,201909080car,car,HogaCh00,rec,0,,,,,
player,201909080car,car,HogaCh00,rec_yds,0,,,,,
player,201909080car,car,HogaCh00,rec_first_down,,,,,,
player,201909080car,car,HogaCh00,rec_air_yds,0,,,,,
player,201909080car,car,HogaCh00,rec_air_yds_per_rec,,,,,,
player,201909080car,car,HogaCh00,rec_yac,0,,,,,
player,201909080car,car,HogaCh00,rec_yac_per_rec,,,,,,
player,201909080car,car,HogaCh00,rec_broken_tackles,0,,,,,
player,201909080car,car,HogaCh00,rec_broken_tackles_per_rec,,,,,,
player,201909080car,car,HogaCh00,rec_drops,0,,,,,
player,201909080car,car,HogaCh00,rec_drop_pct,0.0,,,,,
player,201909080car,car,ParaMa00,pos,C,,,,,
player,201909080car,car,ParaMa00,offense,66,,,,,
player,201909080car,car,ParaMa00,off_pct,100%,,,,,
player,201909080car,car,ParaMa00,defense,0,,,,,
player,201909080car,car,ParaMa00,def_pct,0%,,,,,
player,201909080car,car,ParaMa00,special_teams,6,,,,,
player,201909080car,car,ParaMa00,st_pct,18%,,,,,
player,201909080car,car,MotoTa00,pos,T,,,,,
player,201909080car,car,MotoTa00,offense,66,,,,,
player,201909080car,car,MotoTa00,off_pct,100%,,,,,
player,201909080car,car,MotoTa00,defense,0,,,,,
player,201909080car,car,MotoTa00,def_pct,0%,,,,,
player,201909080car,car,MotoTa00,special_teams,6,,,,,
player,201909080car,car,MotoTa00,st_pct,18%,,,,,
player,201909080car,car,WillDa06,pos,T,,,,,
player,201909080car,car,WillDa06,offense,66,,,,,
player,201909080car,car,WillDa06,off_pct,100%,,,,,
player,201909080car,car,WillDa06,defense,0,,,,,
player,201909080car,car,WillDa06,def_pct,0%,,,,,
player,201909080car,car,WillDa06,special_teams,6,,,,,
player,201909080car,car,WillDa06,st_pct,18%,,,,,
player,201909080car,car,VanRGr00,pos,G,,,,,
player,201909080car,car,VanRGr00,offense,66,,,,,
player,201909080car,car,VanRGr00,off_pct,100%,,,,,
player,201909080car,car,VanRGr00,defense,0,,,,,
player,201909080car,car,VanRGr00,def_pct,0%,,,,,
player,201909080car,car,VanRGr00,special_teams,6,,,,,
player,201909080car,car,VanRGr00,st_pct,18%,,,,,
player,201909080car,car,TurnTr01,pos,G,,,,,
player,201909080car,car,TurnTr01,offense,66,,,,,
player,201909080car,car,TurnTr01,off_pct,100%,,,,,
player,201909080car,car,TurnTr01,defense,0,,,,,
player,201909080car,car,TurnTr01,def_pct,0%,,,,,
player,201909080car,car,TurnTr01,special_teams,1,,,,,
player,201909080car,car,TurnTr01,st_pct,3%,,,,,
player,201909080car,car,NewtCa00,pos,QB,,,,,
player,201909080car,car,NewtCa00,offense,66,,,,,
player,201909080car,car,NewtCa00,off_pct,100%,,,,,
player,201909080car,car,NewtCa00,defense,0,,,,,
player,201909080car,car,NewtCa00,def_pct,0%,,,,,
player,201909080car,car,NewtCa00,special_teams,0,,,,,
player,201909080car,car,NewtCa00,st_pct,0%,,,,,
player,201909080car,car,McCaCh01,pos,RB,,,,,
player,201909080car,car,McCaCh01,offense,66,,,,,
player,201909080car,car,McCaCh01,off_pct,100%,,,,,
player,201909080car,car,McCaCh01,defense,0,,,,,
player,201909080car,car,McCaCh01,def_pct,0%,,,,,
player,201909080car,car,McCaCh01,special_teams,0,,,,,
player,201909080car,car,McCaCh01,st_pct,0%,,,,,
player,201909080car,car,OlseGr00,pos,TE,,,,,
player,201909080car,car,OlseGr00,offense,62,,,,,
player,201909080car,car,OlseGr00,off_pct,94%,,,,,
player,201909080car,car,OlseGr00,defense,0,,,,,
player,201909080car,car,OlseGr00,def_pct,0%,,,,,
player,201909080car,car,OlseGr00,special_teams,0,,,,,
player,201909080car,car,OlseGr00,st_pct,0%,,,,,
player,201909080car,car,MoorD.00,pos,WR,,,,,
player,201909080car,car,MoorD.00,offense,62,,,,,
player,201909080car,car,MoorD.00,off_pct,94%,,,,,
player,201909080car,car,MoorD.00,defense,0,,,,,
player,201909080car,car,MoorD.00,def_pct,0%,,,,,
player,201909080car,car,MoorD.00,special_teams,0,,,,,
player,201909080car,car,MoorD.00,st_pct,0%,,,,,
player,201909080car,car,SamuCu00,pos,WR,,,,,
player,201909080car,car,SamuCu00,offense,61,,,,,
player,201909080car,car,SamuCu00,off_pct,92%,,,,,
player,201909080car,car,SamuCu00,defense,0,,,,,
player,201909080car,car,SamuCu00,def_pct,0%,,,,,
player,201909080car,car,SamuCu00,special_teams,1,,,,,
player,201909080car,car,SamuCu00,st_pct,3%,,,,,
player,201909080car,car,WrigJa02,pos,WR,,,,,
player,201909080car,car,WrigJa02,offense,39,,,,,
player,201909080car,car,WrigJa02,off_pct,59%,,,,,
player,201909080car,car,WrigJa02,defense,0,,,,,
player,201909080car,car,WrigJa02,def_pct,0%,,,,,
player,201909080car,car,WrigJa02,special_teams,1,,,,,
player,201909080car,car,WrigJa02,st_pct,3%,,,,,
player,201909080car,car,ManhCh00,pos,TE,,,,,
player,201909080car,car,ManhCh00,offense,18,,,,,
player,201909080car,car,ManhCh00,off_pct,27%,,,,,
player,201909080car,car,ManhCh00,defense,0,,,,,
player,201909080car,car,ManhCh00,def_pct,0%,,,,,
player,201909080car,car,ManhCh00,special_teams,17,,,,,
player,201909080car,car,ManhCh00,st_pct,52%,,,,,
player,201909080car,car,ArmaAl00,pos,FB,,,,,
player,201909080car,car,ArmaAl00,offense,12,,,,,
player,201909080car,car,ArmaAl00,off_pct,18%,,,,,
player,201909080car,car,ArmaAl00,defense,0,,,,,
player,201909080car,car,ArmaAl00,def_pct,0%,,,,,
player,201909080car,car,ArmaAl00,special_teams,19,,,,,
player,201909080car,car,ArmaAl00,st_pct,58%,,,,,
player,201909080car,car,HogaCh00,pos,WR,,,,,
player,201909080car,car,HogaCh00,offense,5,,,,,
player,201909080car,car,HogaCh00,off_pct,8%,,,,,
player,201909080car,car,HogaCh00,defense,0,,,,,
player,201909080car,car,HogaCh00,def_pct,0%,,,,,
player,201909080car,car,HogaCh00,special_teams,12,,,,,
player,201909080car,car,HogaCh00,st_pct,36%,,,,,
player,201909080car,car,ThomIa00,pos,TE,,,,,
player,201909080car,car,ThomIa00,offense,4,,,,,
player,201909080car,car,ThomIa00,off_pct,6%,,,,,
player,201909080car,car,ThomIa00,defense,0,,,,,
player,201909080car,car,ThomIa00,def_pct,0%,,,,,
player,201909080car,car,ThomIa00,special_teams,2,,,,,
player,201909080car,car,ThomIa00,st_pct,6%,,,,,
player,201909080car,car,DaleDe00,pos,G,,,,,
player,201909080car,car,DaleDe00,offense,1,,,,,
player,201909080car,car,DaleDe00,off_pct,2%,,,,,
player,201909080car,car,DaleDe00,defense,0,,,,,
player,201909080car,car,DaleDe00,def_pct,0%,,,,,
player,201909080car,car,DaleDe00,special_teams,5,,,,,
player,201909080car,car,DaleDe00,st_pct,15%,,,,,
player,201909080car,car,KuecLu00,pos,LB,,,,,
player,201909080car,car,KuecLu00,offense,0,,,,,
player,201909080car,car,KuecLu00,off_pct,0%,,,,,
player,201909080car,car,KuecLu00,defense,76,,,,,
player,201909080car,car,KuecLu00,def_pct,100%,,,,,
player,201909080car,car,KuecLu00,special_teams,8,,,,,
player,201909080car,car,KuecLu00,st_pct,24%,,,,,
player,201909080car,car,JackDo02,pos,CB,,,,,
player,201909080car,car,JackDo02,offense,0,,,,,
player,201909080car,car,JackDo02,off_pct,0%,,,,,
player,201909080car,car,JackDo02,defense,76,,,,,
player,201909080car,car,JackDo02,def_pct,100%,,,,,
player,201909080car,car,JackDo02,special_teams,8,,,,,
player,201909080car,car,JackDo02,st_pct,24%,,,,,
player,201909080car,car,BradJa00,pos,CB,,,,,
player,201909080car,car,BradJa00,offense,0,,,,,
player,201909080car,car,BradJa00,off_pct,0%,,,,,
player,201909080car,car,BradJa00,defense,76,,,,,
player,201909080car,car,BradJa00,def_pct,100%,,,,,
player,201909080car,car,BradJa00,special_teams,8,,,,,
player,201909080car,car,BradJa00,st_pct,24%,,,,,
player,201909080car,car,ReidEr00,pos,SS,,,,,
player,201909080car,car,ReidEr00,offense,0,,,,,
player,201909080car,car,ReidEr00,off_pct,0%,,,,,
player,201909080car,car,ReidEr00,defense,76,,,,,
player,201909080car,car,ReidEr00,def_pct,100%,,,,,
player,201909080car,car,ReidEr00,special_teams,7,,,,,
player,201909080car,car,ReidEr00,st_pct,21%,,,,,
player,201909080car,car,BostTr00,pos,FS,,,,,
player,201909080car,car,BostTr00,offense,0,,,,,
player,201909080car,car,BostTr00,off_pct,0%,,,,,
player,201909080car,car,BostTr00,defense,76,,,,,
player,201909080car,car,BostTr00,def_pct,100%,,,,,
player,201909080car,car,BostTr00,special_teams,0,,,,,
player,201909080car,car,BostTr00,st_pct,0%,,,,,
player,201909080car,car,ThomSh01,pos,LB,,,,,
player,201909080car,car,ThomSh01,offense,0,,,,,
player,201909080car,car,ThomSh01,off_pct,0%,,,,,
player,201909080car,car,ThomSh01,defense,74,,,,,
player,201909080car,car,ThomSh01,def_pct,97%,,,,,
player,201909080car,car,ThomSh01,special_teams,9,,,,,
player,201909080car,car,ThomSh01,st_pct,27%,,,,,
player,201909080car,car,AddiMa00,pos,LB,,,,,
player,201909080car,car,AddiMa00,offense,0,,,,,
player,201909080car,car,AddiMa00,off_pct,0%,,,,,
player,201909080car,car,AddiMa00,defense,48,,,,,
player,201909080car,car,AddiMa00,def_pct,63%,,,,,
player,201909080car,car,AddiMa00,special_teams,0,,,,,
player,201909080car,car,AddiMa00,st_pct,0%,,,,,
player,201909080car,car,BurnBr00,pos,LB,,,,,
player,201909080car,car,BurnBr00,offense,0,,,,,
player,201909080car,car,BurnBr00,off_pct,0%,,,,,
player,201909080car,car,BurnBr00,defense,44,,,,,
player,201909080car,car,BurnBr00,def_pct,58%,,,,,
player,201909080car,car,BurnBr00,special_teams,6,,,,,
player,201909080car,car,BurnBr00,st_pct,18%,,,,,
player,201909080car,car,McCoGe99,pos,DT,,,,,
player,201909080car,car,McCoGe99,offense,0,,,,,
player,201909080car,car,McCoGe99,off_pct,0%,,,,,
player,201909080car,car,McCoGe99,defense,40,,,,,
player,201909080car,car,McCoGe99,def_pct,53%,,,,,
player,201909080car,car,McCoGe99,special_teams,8,,,,,
player,201909080car,car,McCoGe99,st_pct,24%,,,,,
player,201909080car,car,ShorKa00,pos,DE,,,,,
player,201909080car,car,ShorKa00,offense,0,,,,,
player,201909080car,car,ShorKa00,off_pct,0%,,,,,
