game,2019,11,20191117,201911170min,den,"Denver Broncos",23,min,"Minnesota Vikings",27
player,201911170min,den,DaviTo01,pass_defended,0,,,,,
player,201911170min,den,DaviTo01,sacks,0.0,,,,,
player,201911170min,den,DaviTo01,tackles_combined,13,,,,,
player,201911170min,den,DaviTo01,tackles_solo,8,,,,,
player,201911170min,den,DaviTo01,tackles_assists,5,,,,,
player,201911170min,den,DaviTo01,tackles_loss,0,,,,,
player,201911170min,den,DaviTo01,qb_hits,0,,,,,
player,201911170min,den,DaviTo01,fumbles_rec,0,,,,,
player,201911170min,den,DaviTo01,fumbles_rec_yds,0,,,,,
player,201911170min,den,DaviTo01,fumbles_rec_td,0,,,,,
player,201911170min,den,DaviTo01,fumbles_forced,0,,,,,
player,201911170min,den,HarrDa05,def_int,0,,,,,
player,201911170min,den,HarrDa05,def_int_yds,0,,,,,
player,201911170min,den,HarrDa05,def_int_td,0,,,,,
player,201911170min,den,HarrDa05,def_int_long,0,,,,,
