game,2018,4,20180927,201809270ram,min,"Minnesota Vikings",31,ram,"Los Angeles Rams",38
player,201809270ram,ram,FickSa00,xpm,5,,,,,
player,201809270ram,ram,FickSa00,xpa,5,,,,,
player,201809270ram,ram,FickSa00,fgm,1,,,,,
player,201809270ram,ram,FickSa00,fga,2,,,,,
player,201809270ram,ram,FickSa00,punt,0,,,,,
player,201809270ram,ram,FickSa00,punt_yds,0,,,,,
player,201809270ram,ram,FickSa00,punt_yds_per_punt,,,,,,
player,201809270ram,ram,FickSa00,punt_long,0,,,,,
player,201809270ram,ram,HekkJo00,xpm,,,,,,
player,201809270ram,ram,HekkJo00,xpa,,,,,,
player,201809270ram,ram,HekkJo00,fgm,,,,,,
player,201809270ram,ram,HekkJo00,fga,,,,,,
player,201809270ram,ram,HekkJo00,punt,2,,,,,
player,201809270ram,ram,HekkJo00,punt_yds,71,,,,,
player,201809270ram,ram,HekkJo00,punt_yds_per_punt,35.5,,,,,
player,201809270ram,ram,HekkJo00,punt_long,39,,,,,
player,201809270ram,min,CousKi00,pass_cmp,36,,,,,
player,201809270ram,min,CousKi00,pass_att,50,,,,,
player,201809270ram,min,CousKi00,pass_yds,422,,,,,
player,201809270ram,min,CousKi00,pass_first_down,22,,,,,
player,201809270ram,min,CousKi00,pass_air_yds,226,,,,,
player,201809270ram,min,CousKi00,pass_air_yds_per_cmp,6.3,,,,,
player,201809270ram,min,CousKi00,pass_air_yds_per_att,4.5,,,,,
player,201809270ram,min,CousKi00,pass_tgt_yds_per_att,6.1,,,,,
player,201809270ram,min,CousKi00,pass_yac,196,,,,,
player,201809270ram,min,CousKi00,pass_yac_per_cmp,5.4,,,,,
player,201809270ram,min,CousKi00,pass_drops,2,,,,,
player,201809270ram,min,CousKi00,pass_drop_pct,4.0,,,,,
player,201809270ram,min,CousKi00,pass_poor_throws,3,,,,,
player,201809270ram,min,CousKi00,pass_poor_throw_pct,6.0,,,,,
player,201809270ram,min,CousKi00,pass_blitzed,18,,,,,
player,201809270ram,min,CousKi00,pass_hurried,10,,,,,
player,201809270ram,min,CousKi00,pass_hits,4,,,,,
player,201809270ram,min,CousKi00,rush_scrambles,2,,,,,
player,201809270ram,min,CousKi00,rush_scrambles_yds_per_att,12.0,,,,,
player,201809270ram,ram,GoffJa00,pass_cmp,26,,,,,
player,201809270ram,ram,GoffJa00,pass_att,33,,,,,
player,201809270ram,ram,GoffJa00,pass_yds,465,,,,,
player,201809270ram,ram,GoffJa00,pass_first_down,19,,,,,
player,201809270ram,ram,GoffJa00,pass_air_yds,234,,,,,
player,201809270ram,ram,GoffJa00,pass_air_yds_per_cmp,9.0,,,,,
player,201809270ram,ram,GoffJa00,pass_air_yds_per_att,7.1,,,,,
player,201809270ram,ram,GoffJa00,pass_tgt_yds_per_att,8.2,,,,,
player,201809270ram,ram,GoffJa00,pass_yac,231,,,,,
player,201809270ram,ram,GoffJa00,pass_yac_per_cmp,8.9,,,,,
player,201809270ram,ram,GoffJa00,pass_drops,0,,,,,
player,201809270ram,ram,GoffJa00,pass_drop_pct,0.0,,,,,
player,201809270ram,ram,GoffJa00,pass_poor_throws,2,,,,,
player,201809270ram,ram,GoffJa00,pass_poor_throw_pct,6.1,,,,,
player,201809270ram,ram,GoffJa00,pass_blitzed,11,,,,,
player,201809270ram,ram,GoffJa00,pass_hurried,5,,,,,
player,201809270ram,ram,GoffJa00,pass_hits,1,,,,,
player,201809270ram,ram,GoffJa00,rush_scrambles,1,,,,,
player,201809270ram,ram,GoffJa00,rush_scrambles_yds_per_att,8.0,,,,,
player,201809270ram,ram,HekkJo00,pass_cmp,0,,,,,
player,201809270ram,ram,HekkJo00,pass_att,1,,,,,
player,201809270ram,ram,HekkJo00,pass_yds,0,,,,,
player,201809270ram,ram,HekkJo00,pass_first_down,,,,,,
player,201809270ram,ram,HekkJo00,pass_air_yds,0,,,,,
player,201809270ram,ram,HekkJo00,pass_air_yds_per_cmp,,,,,,
player,201809270ram,ram,HekkJo00,pass_air_yds_per_att,0.0,,,,,
player,201809270ram,ram,HekkJo00,pass_tgt_yds_per_att,36.0,,,,,
player,201809270ram,ram,HekkJo00,pass_yac,0,,,,,
player,201809270ram,ram,HekkJo00,pass_yac_per_cmp,,,,,,
player,201809270ram,ram,HekkJo00,pass_drops,0,,,,,
player,201809270ram,ram,HekkJo00,pass_drop_pct,0.0,,,,,
player,201809270ram,ram,HekkJo00,pass_poor_throws,0,,,,,
player,201809270ram,ram,HekkJo00,pass_poor_throw_pct,0.0,,,,,
player,201809270ram,ram,HekkJo00,pass_blitzed,0,,,,,
player,201809270ram,ram,HekkJo00,pass_hurried,0,,,,,
player,201809270ram,ram,HekkJo00,pass_hits,0,,,,,
player,201809270ram,ram,HekkJo00,rush_scrambles,0,,,,,
player,201809270ram,ram,HekkJo00,rush_scrambles_yds_per_att,,,,,,
player,201809270ram,min,CookDa01,rush_att,10,,,,,
player,201809270ram,min,CookDa01,rush_yds,20,,,,,
player,201809270ram,min,CookDa01,rush_first_down,,,,,,
player,201809270ram,min,CookDa01,rush_yds_before_contact,11,,,,,
player,201809270ram,min,CookDa01,rush_yds_bc_per_rush,1.1,,,,,
player,201809270ram,min,CookDa01,rush_yac,9,,,,,
player,201809270ram,min,CookDa01,rush_yac_per_rush,0.9,,,,,
player,201809270ram,min,CookDa01,rush_broken_tackles,0,,,,,
player,201809270ram,min,CookDa01,rush_broken_tackles_per_rush,,,,,,
player,201809270ram,min,CousKi00,rush_att,4,,,,,
player,201809270ram,min,CousKi00,rush_yds,28,,,,,
player,201809270ram,min,CousKi00,rush_first_down,3,,,,,
player,201809270ram,min,CousKi00,rush_yds_before_contact,18,,,,,
player,201809270ram,min,CousKi00,rush_yds_bc_per_rush,4.5,,,,,
player,201809270ram,min,CousKi00,rush_yac,10,,,,,
player,201809270ram,min,CousKi00,rush_yac_per_rush,2.5,,,,,
player,201809270ram,min,CousKi00,rush_broken_tackles,1,,,,,
player,201809270ram,min,CousKi00,rush_broken_tackles_per_rush,4.0,,,,,
player,201809270ram,min,MurrLa00,rush_att,2,,,,,
player,201809270ram,min,MurrLa00,rush_yds,2,,,,,
player,201809270ram,min,MurrLa00,rush_first_down,0,,,,,
player,201809270ram,min,MurrLa00,rush_yds_before_contact,-2,,,,,
player,201809270ram,min,MurrLa00,rush_yds_bc_per_rush,-1.0,,,,,
player,201809270ram,min,MurrLa00,rush_yac,4,,,,,
player,201809270ram,min,MurrLa00,rush_yac_per_rush,2.0,,,,,
player,201809270ram,min,MurrLa00,rush_broken_tackles,0,,,,,
player,201809270ram,min,MurrLa00,rush_broken_tackles_per_rush,,,,,,
player,201809270ram,min,ThomRo05,rush_att,1,,,,,
player,201809270ram,min,ThomRo05,rush_yds,4,,,,,
player,201809270ram,min,ThomRo05,rush_first_down,,,,,,
player,201809270ram,min,ThomRo05,rush_yds_before_contact,1,,,,,
player,201809270ram,min,ThomRo05,rush_yds_bc_per_rush,1.0,,,,,
player,201809270ram,min,ThomRo05,rush_yac,3,,,,,
player,201809270ram,min,ThomRo05,rush_yac_per_rush,3.0,,,,,
player,201809270ram,min,ThomRo05,rush_broken_tackles,0,,,,,
player,201809270ram,min,ThomRo05,rush_broken_tackles_per_rush,,,,,,
player,201809270ram,ram,GurlTo01,rush_att,17,,,,,
player,201809270ram,ram,GurlTo01,rush_yds,83,,,,,
player,201809270ram,ram,GurlTo01,rush_first_down,3,,,,,
player,201809270ram,ram,GurlTo01,rush_yds_before_contact,44,,,,,
player,201809270ram,ram,GurlTo01,rush_yds_bc_per_rush,2.6,,,,,
player,201809270ram,ram,GurlTo01,rush_yac,39,,,,,
player,201809270ram,ram,GurlTo01,rush_yac_per_rush,2.3,,,,,
player,201809270ram,ram,GurlTo01,rush_broken_tackles,0,,,,,
player,201809270ram,ram,GurlTo01,rush_broken_tackles_per_rush,,,,,,
player,201809270ram,ram,GoffJa00,rush_att,2,,,,,
player,201809270ram,ram,GoffJa00,rush_yds,7,,,,,
player,201809270ram,ram,GoffJa00,rush_first_down,0,,,,,
player,201809270ram,ram,GoffJa00,rush_yds_before_contact,7,,,,,
player,201809270ram,ram,GoffJa00,rush_yds_bc_per_rush,3.5,,,,,
player,201809270ram,ram,GoffJa00,rush_yac,0,,,,,
player,201809270ram,ram,GoffJa00,rush_yac_per_rush,0.0,,,,,
player,201809270ram,ram,GoffJa00,rush_broken_tackles,0,,,,,
player,201809270ram,ram,GoffJa00,rush_broken_tackles_per_rush,,,,,,
player,201809270ram,ram,CookBr00,rush_att,1,,,,,
player,201809270ram,ram,CookBr00,rush_yds,10,,,,,
player,201809270ram,ram,CookBr00,rush_first_down,1,,,,,
player,201809270ram,ram,CookBr00,rush_yds_before_contact,6,,,,,
player,201809270ram,ram,CookBr00,rush_yds_bc_per_rush,6.0,,,,,
player,201809270ram,ram,CookBr00,rush_yac,4,,,,,
player,201809270ram,ram,CookBr00,rush_yac_per_rush,4.0,,,,,
player,201809270ram,ram,CookBr00,rush_broken_tackles,0,,,,,
player,201809270ram,ram,CookBr00,rush_broken_tackles_per_rush,,,,,,
player,201809270ram,min,DiggSt00,targets,15,,,,,
player,201809270ram,min,DiggSt00,rec,11,,,,,
player,201809270ram,min,DiggSt00,rec_yds,123,,,,,
player,201809270ram,min,DiggSt00,rec_first_down,5,,,,,
player,201809270ram,min,DiggSt00,rec_air_yds,23,,,,,
player,201809270ram,min,DiggSt00,rec_air_yds_per_rec,2.1,,,,,
player,201809270ram,min,DiggSt00,rec_yac,100,,,,,
player,201809270ram,min,DiggSt00,rec_yac_per_rec,9.1,,,,,
player,201809270ram,min,DiggSt00,rec_broken_tackles,2,,,,,
player,201809270ram,min,DiggSt00,rec_broken_tackles_per_rec,5.5,,,,,
player,201809270ram,min,DiggSt00,rec_drops,0,,,,,
player,201809270ram,min,DiggSt00,rec_drop_pct,0.0,,,,,
player,201809270ram,min,ThieAd00,targets,12,,,,,
player,201809270ram,min,ThieAd00,rec,8,,,,,
player,201809270ram,min,ThieAd00,rec_yds,135,,,,,
player,201809270ram,min,ThieAd00,rec_first_down,8,,,,,
player,201809270ram,min,ThieAd00,rec_air_yds,106,,,,,
player,201809270ram,min,ThieAd00,rec_air_yds_per_rec,13.3,,,,,
player,201809270ram,min,ThieAd00,rec_yac,29,,,,,
player,201809270ram,min,ThieAd00,rec_yac_per_rec,3.6,,,,,
player,201809270ram,min,ThieAd00,rec_broken_tackles,1,,,,,
player,201809270ram,min,ThieAd00,rec_broken_tackles_per_rec,8.0,,,,,
player,201809270ram,min,ThieAd00,rec_drops,1,,,,,
player,201809270ram,min,ThieAd00,rec_drop_pct,8.3,,,,,
player,201809270ram,min,RudoKy00,targets,6,,,,,
player,201809270ram,min,RudoKy00,rec,5,,,,,
player,201809270ram,min,RudoKy00,rec_yds,57,,,,,
player,201809270ram,min,RudoKy00,rec_first_down,4,,,,,
player,201809270ram,min,RudoKy00,rec_air_yds,29,,,,,
player,201809270ram,min,RudoKy00,rec_air_yds_per_rec,5.8,,,,,
player,201809270ram,min,RudoKy00,rec_yac,28,,,,,
player,201809270ram,min,RudoKy00,rec_yac_per_rec,5.6,,,,,
player,201809270ram,min,RudoKy00,rec_broken_tackles,0,,,,,
player,201809270ram,min,RudoKy00,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,min,RudoKy00,rec_drops,0,,,,,
player,201809270ram,min,RudoKy00,rec_drop_pct,0.0,,,,,
player,201809270ram,min,TreaLa00,targets,7,,,,,
player,201809270ram,min,TreaLa00,rec,4,,,,,
player,201809270ram,min,TreaLa00,rec_yds,47,,,,,
player,201809270ram,min,TreaLa00,rec_first_down,2,,,,,
player,201809270ram,min,TreaLa00,rec_air_yds,31,,,,,
player,201809270ram,min,TreaLa00,rec_air_yds_per_rec,7.8,,,,,
player,201809270ram,min,TreaLa00,rec_yac,16,,,,,
player,201809270ram,min,TreaLa00,rec_yac_per_rec,4.0,,,,,
player,201809270ram,min,TreaLa00,rec_broken_tackles,0,,,,,
player,201809270ram,min,TreaLa00,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,min,TreaLa00,rec_drops,1,,,,,
player,201809270ram,min,TreaLa00,rec_drop_pct,14.3,,,,,
player,201809270ram,min,HamxC.00,targets,2,,,,,
player,201809270ram,min,HamxC.00,rec,2,,,,,
player,201809270ram,min,HamxC.00,rec_yds,7,,,,,
player,201809270ram,min,HamxC.00,rec_first_down,,,,,,
player,201809270ram,min,HamxC.00,rec_air_yds,-2,,,,,
player,201809270ram,min,HamxC.00,rec_air_yds_per_rec,-1.0,,,,,
player,201809270ram,min,HamxC.00,rec_yac,9,,,,,
player,201809270ram,min,HamxC.00,rec_yac_per_rec,4.5,,,,,
player,201809270ram,min,HamxC.00,rec_broken_tackles,0,,,,,
player,201809270ram,min,HamxC.00,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,min,HamxC.00,rec_drops,0,,,,,
player,201809270ram,min,HamxC.00,rec_drop_pct,0.0,,,,,
player,201809270ram,min,RobiAl00,targets,2,,,,,
player,201809270ram,min,RobiAl00,rec,2,,,,,
player,201809270ram,min,RobiAl00,rec_yds,33,,,,,
player,201809270ram,min,RobiAl00,rec_first_down,2,,,,,
player,201809270ram,min,RobiAl00,rec_air_yds,33,,,,,
player,201809270ram,min,RobiAl00,rec_air_yds_per_rec,16.5,,,,,
player,201809270ram,min,RobiAl00,rec_yac,0,,,,,
player,201809270ram,min,RobiAl00,rec_yac_per_rec,0.0,,,,,
player,201809270ram,min,RobiAl00,rec_broken_tackles,0,,,,,
player,201809270ram,min,RobiAl00,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,min,RobiAl00,rec_drops,0,,,,,
player,201809270ram,min,RobiAl00,rec_drop_pct,0.0,,,,,
player,201809270ram,min,MurrLa00,targets,2,,,,,
player,201809270ram,min,MurrLa00,rec,2,,,,,
player,201809270ram,min,MurrLa00,rec_yds,16,,,,,
player,201809270ram,min,MurrLa00,rec_first_down,1,,,,,
player,201809270ram,min,MurrLa00,rec_air_yds,5,,,,,
player,201809270ram,min,MurrLa00,rec_air_yds_per_rec,2.5,,,,,
player,201809270ram,min,MurrLa00,rec_yac,11,,,,,
player,201809270ram,min,MurrLa00,rec_yac_per_rec,5.5,,,,,
player,201809270ram,min,MurrLa00,rec_broken_tackles,0,,,,,
player,201809270ram,min,MurrLa00,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,min,MurrLa00,rec_drops,0,,,,,
player,201809270ram,min,MurrLa00,rec_drop_pct,0.0,,,,,
player,201809270ram,min,BoonMi00,targets,1,,,,,
player,201809270ram,min,BoonMi00,rec,1,,,,,
player,201809270ram,min,BoonMi00,rec_yds,1,,,,,
player,201809270ram,min,BoonMi00,rec_first_down,,,,,,
player,201809270ram,min,BoonMi00,rec_air_yds,1,,,,,
player,201809270ram,min,BoonMi00,rec_air_yds_per_rec,1.0,,,,,
player,201809270ram,min,BoonMi00,rec_yac,0,,,,,
player,201809270ram,min,BoonMi00,rec_yac_per_rec,0.0,,,,,
player,201809270ram,min,BoonMi00,rec_broken_tackles,0,,,,,
player,201809270ram,min,BoonMi00,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,min,BoonMi00,rec_drops,0,,,,,
player,201809270ram,min,BoonMi00,rec_drop_pct,0.0,,,,,
player,201809270ram,min,MorgDa01,targets,1,,,,,
player,201809270ram,min,MorgDa01,rec,1,,,,,
player,201809270ram,min,MorgDa01,rec_yds,3,,,,,
player,201809270ram,min,MorgDa01,rec_first_down,,,,,,
player,201809270ram,min,MorgDa01,rec_air_yds,0,,,,,
player,201809270ram,min,MorgDa01,rec_air_yds_per_rec,0.0,,,,,
player,201809270ram,min,MorgDa01,rec_yac,3,,,,,
player,201809270ram,min,MorgDa01,rec_yac_per_rec,3.0,,,,,
player,201809270ram,min,MorgDa01,rec_broken_tackles,0,,,,,
player,201809270ram,min,MorgDa01,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,min,MorgDa01,rec_drops,0,,,,,
player,201809270ram,min,MorgDa01,rec_drop_pct,0.0,,,,,
player,201809270ram,min,ThomRo05,targets,1,,,,,
player,201809270ram,min,ThomRo05,rec,0,,,,,
player,201809270ram,min,ThomRo05,rec_yds,0,,,,,
player,201809270ram,min,ThomRo05,rec_first_down,,,,,,
player,201809270ram,min,ThomRo05,rec_air_yds,0,,,,,
player,201809270ram,min,ThomRo05,rec_air_yds_per_rec,,,,,,
player,201809270ram,min,ThomRo05,rec_yac,0,,,,,
player,201809270ram,min,ThomRo05,rec_yac_per_rec,,,,,,
player,201809270ram,min,ThomRo05,rec_broken_tackles,0,,,,,
player,201809270ram,min,ThomRo05,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,min,ThomRo05,rec_drops,0,,,,,
player,201809270ram,min,ThomRo05,rec_drop_pct,0.0,,,,,
player,201809270ram,ram,KuppCo00,targets,11,,,,,
player,201809270ram,ram,KuppCo00,rec,9,,,,,
player,201809270ram,ram,KuppCo00,rec_yds,162,,,,,
player,201809270ram,ram,KuppCo00,rec_first_down,7,,,,,
player,201809270ram,ram,KuppCo00,rec_air_yds,71,,,,,
player,201809270ram,ram,KuppCo00,rec_air_yds_per_rec,7.9,,,,,
player,201809270ram,ram,KuppCo00,rec_yac,91,,,,,
player,201809270ram,ram,KuppCo00,rec_yac_per_rec,10.1,,,,,
player,201809270ram,ram,KuppCo00,rec_broken_tackles,1,,,,,
player,201809270ram,ram,KuppCo00,rec_broken_tackles_per_rec,9.0,,,,,
player,201809270ram,ram,KuppCo00,rec_drops,0,,,,,
player,201809270ram,ram,KuppCo00,rec_drop_pct,0.0,,,,,
player,201809270ram,ram,CookBr00,targets,8,,,,,
player,201809270ram,ram,CookBr00,rec,7,,,,,
player,201809270ram,ram,CookBr00,rec_yds,116,,,,,
player,201809270ram,ram,CookBr00,rec_first_down,5,,,,,
player,201809270ram,ram,CookBr00,rec_air_yds,93,,,,,
player,201809270ram,ram,CookBr00,rec_air_yds_per_rec,13.3,,,,,
player,201809270ram,ram,CookBr00,rec_yac,23,,,,,
player,201809270ram,ram,CookBr00,rec_yac_per_rec,3.3,,,,,
player,201809270ram,ram,CookBr00,rec_broken_tackles,0,,,,,
player,201809270ram,ram,CookBr00,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,ram,CookBr00,rec_drops,0,,,,,
player,201809270ram,ram,CookBr00,rec_drop_pct,0.0,,,,,
player,201809270ram,ram,WoodRo02,targets,5,,,,,
player,201809270ram,ram,WoodRo02,rec,5,,,,,
player,201809270ram,ram,WoodRo02,rec_yds,101,,,,,
player,201809270ram,ram,WoodRo02,rec_first_down,4,,,,,
player,201809270ram,ram,WoodRo02,rec_air_yds,70,,,,,
player,201809270ram,ram,WoodRo02,rec_air_yds_per_rec,14.0,,,,,
player,201809270ram,ram,WoodRo02,rec_yac,31,,,,,
player,201809270ram,ram,WoodRo02,rec_yac_per_rec,6.2,,,,,
player,201809270ram,ram,WoodRo02,rec_broken_tackles,0,,,,,
player,201809270ram,ram,WoodRo02,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,ram,WoodRo02,rec_drops,0,,,,,
player,201809270ram,ram,WoodRo02,rec_drop_pct,0.0,,,,,
player,201809270ram,ram,GurlTo01,targets,6,,,,,
player,201809270ram,ram,GurlTo01,rec,4,,,,,
player,201809270ram,ram,GurlTo01,rec_yds,73,,,,,
player,201809270ram,ram,GurlTo01,rec_first_down,2,,,,,
player,201809270ram,ram,GurlTo01,rec_air_yds,-1,,,,,
player,201809270ram,ram,GurlTo01,rec_air_yds_per_rec,-0.3,,,,,
player,201809270ram,ram,GurlTo01,rec_yac,74,,,,,
player,201809270ram,ram,GurlTo01,rec_yac_per_rec,18.5,,,,,
player,201809270ram,ram,GurlTo01,rec_broken_tackles,1,,,,,
player,201809270ram,ram,GurlTo01,rec_broken_tackles_per_rec,4.0,,,,,
player,201809270ram,ram,GurlTo01,rec_drops,0,,,,,
player,201809270ram,ram,GurlTo01,rec_drop_pct,0.0,,,,,
player,201809270ram,ram,EverGe00,targets,1,,,,,
player,201809270ram,ram,EverGe00,rec,1,,,,,
player,201809270ram,ram,EverGe00,rec_yds,13,,,,,
player,201809270ram,ram,EverGe00,rec_first_down,1,,,,,
player,201809270ram,ram,EverGe00,rec_air_yds,0,,,,,
player,201809270ram,ram,EverGe00,rec_air_yds_per_rec,0.0,,,,,
player,201809270ram,ram,EverGe00,rec_yac,13,,,,,
player,201809270ram,ram,EverGe00,rec_yac_per_rec,13.0,,,,,
player,201809270ram,ram,EverGe00,rec_broken_tackles,0,,,,,
player,201809270ram,ram,EverGe00,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,ram,EverGe00,rec_drops,0,,,,,
player,201809270ram,ram,EverGe00,rec_drop_pct,0.0,,,,,
player,201809270ram,ram,ReynJo00,targets,1,,,,,
player,201809270ram,ram,ReynJo00,rec,0,,,,,
player,201809270ram,ram,ReynJo00,rec_yds,0,,,,,
player,201809270ram,ram,ReynJo00,rec_first_down,,,,,,
player,201809270ram,ram,ReynJo00,rec_air_yds,0,,,,,
player,201809270ram,ram,ReynJo00,rec_air_yds_per_rec,,,,,,
player,201809270ram,ram,ReynJo00,rec_yac,0,,,,,
player,201809270ram,ram,ReynJo00,rec_yac_per_rec,,,,,,
player,201809270ram,ram,ReynJo00,rec_broken_tackles,0,,,,,
player,201809270ram,ram,ReynJo00,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,ram,ReynJo00,rec_drops,0,,,,,
player,201809270ram,ram,ReynJo00,rec_drop_pct,0.0,,,,,
player,201809270ram,ram,HigbTy00,targets,1,,,,,
player,201809270ram,ram,HigbTy00,rec,0,,,,,
player,201809270ram,ram,HigbTy00,rec_yds,0,,,,,
player,201809270ram,ram,HigbTy00,rec_first_down,,,,,,
player,201809270ram,ram,HigbTy00,rec_air_yds,0,,,,,
player,201809270ram,ram,HigbTy00,rec_air_yds_per_rec,,,,,,
player,201809270ram,ram,HigbTy00,rec_yac,0,,,,,
player,201809270ram,ram,HigbTy00,rec_yac_per_rec,,,,,,
player,201809270ram,ram,HigbTy00,rec_broken_tackles,0,,,,,
player,201809270ram,ram,HigbTy00,rec_broken_tackles_per_rec,,,,,,
player,201809270ram,ram,HigbTy00,rec_drops,0,,,,,
player,201809270ram,ram,HigbTy00,rec_drop_pct,0.0,,,,,
player,201809270ram,ram,BlytAu00,pos,G,,,,,
player,201809270ram,ram,BlytAu00,offense,55,,,,,
player,201809270ram,ram,BlytAu00,off_pct,100%,,,,,
player,201809270ram,ram,BlytAu00,defense,0,,,,,
player,201809270ram,ram,BlytAu00,def_pct,0%,,,,,
player,201809270ram,ram,BlytAu00,special_teams,7,,,,,
player,201809270ram,ram,BlytAu00,st_pct,21%,,,,,
player,201809270ram,ram,HaveRo00,pos,T,,,,,
player,201809270ram,ram,HaveRo00,offense,55,,,,,
player,201809270ram,ram,HaveRo00,off_pct,100%,,,,,
player,201809270ram,ram,HaveRo00,defense,0,,,,,
player,201809270ram,ram,HaveRo00,def_pct,0%,,,,,
player,201809270ram,ram,HaveRo00,special_teams,7,,,,,
player,201809270ram,ram,HaveRo00,st_pct,21%,,,,,
player,201809270ram,ram,WhitAn20,pos,T,,,,,
player,201809270ram,ram,WhitAn20,offense,55,,,,,
player,201809270ram,ram,WhitAn20,off_pct,100%,,,,,
player,201809270ram,ram,WhitAn20,defense,0,,,,,
player,201809270ram,ram,WhitAn20,def_pct,0%,,,,,
player,201809270ram,ram,WhitAn20,special_teams,7,,,,,
player,201809270ram,ram,WhitAn20,st_pct,21%,,,,,
player,201809270ram,ram,WoodRo02,pos,WR,,,,,
player,201809270ram,ram,WoodRo02,offense,55,,,,,
player,201809270ram,ram,WoodRo02,off_pct,100%,,,,,
player,201809270ram,ram,WoodRo02,defense,0,,,,,
player,201809270ram,ram,WoodRo02,def_pct,0%,,,,,
player,201809270ram,ram,WoodRo02,special_teams,1,,,,,
player,201809270ram,ram,WoodRo02,st_pct,3%,,,,,
player,201809270ram,ram,SaffRo20,pos,G,,,,,
player,201809270ram,ram,SaffRo20,offense,55,,,,,
player,201809270ram,ram,SaffRo20,off_pct,100%,,,,,
player,201809270ram,ram,SaffRo20,defense,0,,,,,
player,201809270ram,ram,SaffRo20,def_pct,0%,,,,,
player,201809270ram,ram,SaffRo20,special_teams,0,,,,,
player,201809270ram,ram,SaffRo20,st_pct,0%,,,,,
player,201809270ram,ram,SullJo24,pos,C,,,,,
player,201809270ram,ram,SullJo24,offense,55,,,,,
player,201809270ram,ram,SullJo24,off_pct,100%,,,,,
player,201809270ram,ram,SullJo24,defense,0,,,,,
player,201809270ram,ram,SullJo24,def_pct,0%,,,,,
player,201809270ram,ram,SullJo24,special_teams,0,,,,,
player,201809270ram,ram,SullJo24,st_pct,0%,,,,,
player,201809270ram,ram,GoffJa00,pos,QB,,,,,
player,201809270ram,ram,GoffJa00,offense,55,,,,,
player,201809270ram,ram,GoffJa00,off_pct,100%,,,,,
player,201809270ram,ram,GoffJa00,defense,0,,,,,
player,201809270ram,ram,GoffJa00,def_pct,0%,,,,,
player,201809270ram,ram,GoffJa00,special_teams,0,,,,,
player,201809270ram,ram,GoffJa00,st_pct,0%,,,,,
player,201809270ram,ram,KuppCo00,pos,WR,,,,,
player,201809270ram,ram,KuppCo00,offense,53,,,,,
player,201809270ram,ram,KuppCo00,off_pct,96%,,,,,
player,201809270ram,ram,KuppCo00,defense,0,,,,,
player,201809270ram,ram,KuppCo00,def_pct,0%,,,,,
player,201809270ram,ram,KuppCo00,special_teams,4,,,,,
player,201809270ram,ram,KuppCo00,st_pct,12%,,,,,
player,201809270ram,ram,GurlTo01,pos,RB,,,,,
player,201809270ram,ram,GurlTo01,offense,53,,,,,
player,201809270ram,ram,GurlTo01,off_pct,96%,,,,,
player,201809270ram,ram,GurlTo01,defense,0,,,,,
player,201809270ram,ram,GurlTo01,def_pct,0%,,,,,
player,201809270ram,ram,GurlTo01,special_teams,0,,,,,
player,201809270ram,ram,GurlTo01,st_pct,0%,,,,,
player,201809270ram,ram,CookBr00,pos,WR,,,,,
player,201809270ram,ram,CookBr00,offense,52,,,,,
player,201809270ram,ram,CookBr00,off_pct,95%,,,,,
player,201809270ram,ram,CookBr00,defense,0,,,,,
player,201809270ram,ram,CookBr00,def_pct,0%,,,,,
player,201809270ram,ram,CookBr00,special_teams,0,,,,,
player,201809270ram,ram,CookBr00,st_pct,0%,,,,,
player,201809270ram,ram,HigbTy00,pos,TE,,,,,
player,201809270ram,ram,HigbTy00,offense,34,,,,,
player,201809270ram,ram,HigbTy00,off_pct,62%,,,,,
player,201809270ram,ram,HigbTy00,defense,0,,,,,
player,201809270ram,ram,HigbTy00,def_pct,0%,,,,,
player,201809270ram,ram,HigbTy00,special_teams,0,,,,,
player,201809270ram,ram,HigbTy00,st_pct,0%,,,,,
player,201809270ram,ram,EverGe00,pos,TE,,,,,
player,201809270ram,ram,EverGe00,offense,23,,,,,
player,201809270ram,ram,EverGe00,off_pct,42%,,,,,
player,201809270ram,ram,EverGe00,defense,0,,,,,
player,201809270ram,ram,EverGe00,def_pct,0%,,,,,
player,201809270ram,ram,EverGe00,special_teams,0,,,,,
player,201809270ram,ram,EverGe00,st_pct,0%,,,,,
player,201809270ram,ram,MundJo00,pos,TE,,,,,
player,201809270ram,ram,MundJo00,offense,2,,,,,
player,201809270ram,ram,MundJo00,off_pct,4%,,,,,
player,201809270ram,ram,MundJo00,defense,0,,,,,
player,201809270ram,ram,MundJo00,def_pct,0%,,,,,
player,201809270ram,ram,MundJo00,special_teams,17,,,,,
player,201809270ram,ram,MundJo00,st_pct,52%,,,,,
player,201809270ram,ram,BrowMa03,pos,RB,,,,,
player,201809270ram,ram,BrowMa03,offense,2,,,,,
