game,2018,3,20180923,201809230ram,sdg,"Los Angeles Chargers",23,ram,"Los Angeles Rams",35
player,201809230ram,ram,MundJo00,special_teams,12,,,,,
player,201809230ram,ram,MundJo00,st_pct,48%,,,,,
player,201809230ram,ram,LittCo01,pos,LB,,,,,
player,201809230ram,ram,LittCo01,offense,0,,,,,
player,201809230ram,ram,LittCo01,off_pct,0%,,,,,
player,201809230ram,ram,LittCo01,defense,52,,,,,
player,201809230ram,ram,LittCo01,def_pct,100%,,,,,
player,201809230ram,ram,LittCo01,special_teams,8,,,,,
player,201809230ram,ram,LittCo01,st_pct,32%,,,,,
player,201809230ram,ram,JohnJo10,pos,SS,,,,,
player,201809230ram,ram,JohnJo10,offense,0,,,,,
player,201809230ram,ram,JohnJo10,off_pct,0%,,,,,
player,201809230ram,ram,JohnJo10,defense,52,,,,,
player,201809230ram,ram,JohnJo10,def_pct,100%,,,,,
player,201809230ram,ram,JohnJo10,special_teams,0,,,,,
player,201809230ram,ram,JohnJo10,st_pct,0%,,,,,
player,201809230ram,ram,JoynLa00,pos,FS,,,,,
player,201809230ram,ram,JoynLa00,offense,0,,,,,
player,201809230ram,ram,JoynLa00,off_pct,0%,,,,,
player,201809230ram,ram,JoynLa00,defense,52,,,,,
player,201809230ram,ram,JoynLa00,def_pct,100%,,,,,
player,201809230ram,ram,JoynLa00,special_teams,0,,,,,
player,201809230ram,ram,JoynLa00,st_pct,0%,,,,,
player,201809230ram,ram,SuhxNd99,pos,NT,,,,,
player,201809230ram,ram,SuhxNd99,offense,0,,,,,
player,201809230ram,ram,SuhxNd99,off_pct,0%,,,,,
player,201809230ram,ram,SuhxNd99,defense,48,,,,,
player,201809230ram,ram,SuhxNd99,def_pct,92%,,,,,
player,201809230ram,ram,SuhxNd99,special_teams,4,,,,,
player,201809230ram,ram,SuhxNd99,st_pct,16%,,,,,
player,201809230ram,ram,DonaAa00,pos,DT,,,,,
player,201809230ram,ram,DonaAa00,offense,0,,,,,
player,201809230ram,ram,DonaAa00,off_pct,0%,,,,,
player,201809230ram,ram,DonaAa00,defense,48,,,,,
player,201809230ram,ram,DonaAa00,def_pct,92%,,,,,
player,201809230ram,ram,DonaAa00,special_teams,4,,,,,
player,201809230ram,ram,DonaAa00,st_pct,16%,,,,,
player,201809230ram,ram,EbukSa00,pos,LB,,,,,
player,201809230ram,ram,EbukSa00,offense,0,,,,,
player,201809230ram,ram,EbukSa00,off_pct,0%,,,,,
player,201809230ram,ram,EbukSa00,defense,47,,,,,
player,201809230ram,ram,EbukSa00,def_pct,90%,,,,,
player,201809230ram,ram,EbukSa00,special_teams,4,,,,,
player,201809230ram,ram,EbukSa00,st_pct,16%,,,,,
player,201809230ram,ram,ShieSa00,pos,CB,,,,,
player,201809230ram,ram,ShieSa00,offense,0,,,,,
player,201809230ram,ram,ShieSa00,off_pct,0%,,,,,
player,201809230ram,ram,ShieSa00,defense,37,,,,,
player,201809230ram,ram,ShieSa00,def_pct,71%,,,,,
player,201809230ram,ram,ShieSa00,special_teams,13,,,,,
player,201809230ram,ram,ShieSa00,st_pct,52%,,,,,
player,201809230ram,ram,BrocMi00,pos,DE,,,,,
player,201809230ram,ram,BrocMi00,offense,0,,,,,
player,201809230ram,ram,BrocMi00,off_pct,0%,,,,,
player,201809230ram,ram,BrocMi00,defense,37,,,,,
player,201809230ram,ram,BrocMi00,def_pct,71%,,,,,
player,201809230ram,ram,BrocMi00,special_teams,4,,,,,
player,201809230ram,ram,BrocMi00,st_pct,16%,,,,,
player,201809230ram,ram,RobeNi00,pos,CB,,,,,
player,201809230ram,ram,RobeNi00,offense,0,,,,,
player,201809230ram,ram,RobeNi00,off_pct,0%,,,,,
player,201809230ram,ram,RobeNi00,defense,35,,,,,
player,201809230ram,ram,RobeNi00,def_pct,67%,,,,,
player,201809230ram,ram,RobeNi00,special_teams,5,,,,,
player,201809230ram,ram,RobeNi00,st_pct,20%,,,,,
player,201809230ram,ram,WilsRa00,pos,LB,,,,,
player,201809230ram,ram,WilsRa00,offense,0,,,,,
player,201809230ram,ram,WilsRa00,off_pct,0%,,,,,
player,201809230ram,ram,WilsRa00,defense,35,,,,,
player,201809230ram,ram,WilsRa00,def_pct,67%,,,,,
player,201809230ram,ram,WilsRa00,special_teams,0,,,,,
player,201809230ram,ram,WilsRa00,st_pct,0%,,,,,
player,201809230ram,ram,TaliAq99,pos,CB,,,,,
player,201809230ram,ram,TaliAq99,offense,0,,,,,
player,201809230ram,ram,TaliAq99,off_pct,0%,,,,,
player,201809230ram,ram,TaliAq99,defense,35,,,,,
player,201809230ram,ram,TaliAq99,def_pct,67%,,,,,
player,201809230ram,ram,TaliAq99,special_teams,0,,,,,
player,201809230ram,ram,TaliAq99,st_pct,0%,,,,,
player,201809230ram,ram,LongMa00,pos,LB,,,,,
player,201809230ram,ram,LongMa00,offense,0,,,,,
player,201809230ram,ram,LongMa00,off_pct,0%,,,,,
player,201809230ram,ram,LongMa00,defense,19,,,,,
player,201809230ram,ram,LongMa00,def_pct,37%,,,,,
player,201809230ram,ram,LongMa00,special_teams,6,,,,,
player,201809230ram,ram,LongMa00,st_pct,24%,,,,,
player,201809230ram,ram,FranJo02,pos,DE,,,,,
player,201809230ram,ram,FranJo02,offense,0,,,,,
player,201809230ram,ram,FranJo02,off_pct,0%,,,,,
player,201809230ram,ram,FranJo02,defense,18,,,,,
player,201809230ram,ram,FranJo02,def_pct,35%,,,,,
player,201809230ram,ram,FranJo02,special_teams,0,,,,,
player,201809230ram,ram,FranJo02,st_pct,0%,,,,,
player,201809230ram,ram,ChriMa00,pos,FS,,,,,
player,201809230ram,ram,ChriMa00,offense,0,,,,,
player,201809230ram,ram,ChriMa00,off_pct,0%,,,,,
player,201809230ram,ram,ChriMa00,defense,17,,,,,
player,201809230ram,ram,ChriMa00,def_pct,33%,,,,,
player,201809230ram,ram,ChriMa00,special_teams,18,,,,,
player,201809230ram,ram,ChriMa00,st_pct,72%,,,,,
player,201809230ram,ram,PeteMa00,pos,CB,,,,,
player,201809230ram,ram,PeteMa00,offense,0,,,,,
player,201809230ram,ram,PeteMa00,off_pct,0%,,,,,
player,201809230ram,ram,PeteMa00,defense,15,,,,,
player,201809230ram,ram,PeteMa00,def_pct,29%,,,,,
player,201809230ram,ram,PeteMa00,special_teams,0,,,,,
player,201809230ram,ram,PeteMa00,st_pct,0%,,,,,
player,201809230ram,ram,HillTr01,pos,CB,,,,,
player,201809230ram,ram,HillTr01,offense,0,,,,,
player,201809230ram,ram,HillTr01,off_pct,0%,,,,,
player,201809230ram,ram,HillTr01,defense,9,,,,,
player,201809230ram,ram,HillTr01,def_pct,17%,,,,,
player,201809230ram,ram,HillTr01,special_teams,13,,,,,
player,201809230ram,ram,HillTr01,st_pct,52%,,,,,
player,201809230ram,ram,EaslDo00,pos,LB,,,,,
player,201809230ram,ram,EaslDo00,offense,0,,,,,
player,201809230ram,ram,EaslDo00,off_pct,0%,,,,,
player,201809230ram,ram,EaslDo00,defense,8,,,,,
player,201809230ram,ram,EaslDo00,def_pct,15%,,,,,
player,201809230ram,ram,EaslDo00,special_teams,2,,,,,
player,201809230ram,ram,EaslDo00,st_pct,8%,,,,,
player,201809230ram,ram,WestEt00,pos,DT,,,,,
player,201809230ram,ram,WestEt00,offense,0,,,,,
player,201809230ram,ram,WestEt00,off_pct,0%,,,,,
player,201809230ram,ram,WestEt00,defense,8,,,,,
player,201809230ram,ram,WestEt00,def_pct,15%,,,,,
player,201809230ram,ram,WestEt00,special_teams,0,,,,,
player,201809230ram,ram,WestEt00,st_pct,0%,,,,,
player,201809230ram,ram,HageBr00,pos,LB,,,,,
player,201809230ram,ram,HageBr00,offense,0,,,,,
player,201809230ram,ram,HageBr00,off_pct,0%,,,,,
player,201809230ram,ram,HageBr00,defense,0,,,,,
player,201809230ram,ram,HageBr00,def_pct,0%,,,,,
player,201809230ram,ram,HageBr00,special_teams,19,,,,,
player,201809230ram,ram,HageBr00,st_pct,76%,,,,,
player,201809230ram,ram,CounBl00,pos,SS,,,,,
player,201809230ram,ram,CounBl00,offense,0,,,,,
player,201809230ram,ram,CounBl00,off_pct,0%,,,,,
player,201809230ram,ram,CounBl00,defense,0,,,,,
player,201809230ram,ram,CounBl00,def_pct,0%,,,,,
player,201809230ram,ram,CounBl00,special_teams,19,,,,,
player,201809230ram,ram,CounBl00,st_pct,76%,,,,,
player,201809230ram,ram,KiseMi00,pos,LB,,,,,
player,201809230ram,ram,KiseMi00,offense,0,,,,,
player,201809230ram,ram,KiseMi00,off_pct,0%,,,,,
player,201809230ram,ram,KiseMi00,defense,0,,,,,
player,201809230ram,ram,KiseMi00,def_pct,0%,,,,,
player,201809230ram,ram,KiseMi00,special_teams,15,,,,,
player,201809230ram,ram,KiseMi00,st_pct,60%,,,,,
player,201809230ram,ram,DaviJu00,pos,RB,,,,,
player,201809230ram,ram,DaviJu00,offense,0,,,,,
player,201809230ram,ram,DaviJu00,off_pct,0%,,,,,
player,201809230ram,ram,DaviJu00,defense,0,,,,,
player,201809230ram,ram,DaviJu00,def_pct,0%,,,,,
player,201809230ram,ram,DaviJu00,special_teams,14,,,,,
player,201809230ram,ram,DaviJu00,st_pct,56%,,,,,
player,201809230ram,ram,FickSa00,pos,K,,,,,
player,201809230ram,ram,FickSa00,offense,0,,,,,
player,201809230ram,ram,FickSa00,off_pct,0%,,,,,
player,201809230ram,ram,FickSa00,defense,0,,,,,
player,201809230ram,ram,FickSa00,def_pct,0%,,,,,
player,201809230ram,ram,FickSa00,special_teams,12,,,,,
player,201809230ram,ram,FickSa00,st_pct,48%,,,,,
player,201809230ram,ram,HodgKh00,pos,WR,,,,,
player,201809230ram,ram,HodgKh00,offense,0,,,,,
player,201809230ram,ram,HodgKh00,off_pct,0%,,,,,
player,201809230ram,ram,HodgKh00,defense,0,,,,,
player,201809230ram,ram,HodgKh00,def_pct,0%,,,,,
player,201809230ram,ram,HodgKh00,special_teams,11,,,,,
player,201809230ram,ram,HodgKh00,st_pct,44%,,,,,
player,201809230ram,ram,McQuJa00,pos,LS,,,,,
player,201809230ram,ram,McQuJa00,offense,0,,,,,
player,201809230ram,ram,McQuJa00,off_pct,0%,,,,,
player,201809230ram,ram,McQuJa00,defense,0,,,,,
player,201809230ram,ram,McQuJa00,def_pct,0%,,,,,
player,201809230ram,ram,McQuJa00,special_teams,7,,,,,
player,201809230ram,ram,McQuJa00,st_pct,28%,,,,,
player,201809230ram,ram,HekkJo00,pos,P,,,,,
player,201809230ram,ram,HekkJo00,offense,0,,,,,
player,201809230ram,ram,HekkJo00,off_pct,0%,,,,,
player,201809230ram,ram,HekkJo00,defense,0,,,,,
player,201809230ram,ram,HekkJo00,def_pct,0%,,,,,
player,201809230ram,ram,HekkJo00,special_teams,7,,,,,
player,201809230ram,ram,HekkJo00,st_pct,28%,,,,,
player,201809230ram,ram,LawlJu00,pos,LB,,,,,
player,201809230ram,ram,LawlJu00,offense,0,,,,,
player,201809230ram,ram,LawlJu00,off_pct,0%,,,,,
player,201809230ram,ram,LawlJu00,defense,0,,,,,
player,201809230ram,ram,LawlJu00,def_pct,0%,,,,,
player,201809230ram,ram,LawlJu00,special_teams,7,,,,,
player,201809230ram,ram,LawlJu00,st_pct,28%,,,,,
player,201809230ram,ram,BrowJa04,pos,G,,,,,
player,201809230ram,ram,BrowJa04,offense,0,,,,,
player,201809230ram,ram,BrowJa04,off_pct,0%,,,,,
player,201809230ram,ram,BrowJa04,defense,0,,,,,
player,201809230ram,ram,BrowJa04,def_pct,0%,,,,,
player,201809230ram,ram,BrowJa04,special_teams,6,,,,,
player,201809230ram,ram,BrowJa04,st_pct,24%,,,,,
player,201809230ram,ram,NatsJo00,pos,WR,,,,,
player,201809230ram,ram,NatsJo00,offense,0,,,,,
player,201809230ram,ram,NatsJo00,off_pct,0%,,,,,
player,201809230ram,ram,NatsJo00,defense,0,,,,,
player,201809230ram,ram,NatsJo00,def_pct,0%,,,,,
player,201809230ram,ram,NatsJo00,special_teams,6,,,,,
player,201809230ram,ram,NatsJo00,st_pct,24%,,,,,
player,201809230ram,sdg,FeenDa00,pos,G,,,,,
player,201809230ram,sdg,FeenDa00,offense,52,,,,,
player,201809230ram,sdg,FeenDa00,off_pct,100%,,,,,
player,201809230ram,sdg,FeenDa00,defense,0,,,,,
player,201809230ram,sdg,FeenDa00,def_pct,0%,,,,,
player,201809230ram,sdg,FeenDa00,special_teams,4,,,,,
player,201809230ram,sdg,FeenDa00,st_pct,16%,,,,,
player,201809230ram,sdg,SchoMi00,pos,G,,,,,
player,201809230ram,sdg,SchoMi00,offense,52,,,,,
player,201809230ram,sdg,SchoMi00,off_pct,100%,,,,,
player,201809230ram,sdg,SchoMi00,defense,0,,,,,
player,201809230ram,sdg,SchoMi00,def_pct,0%,,,,,
player,201809230ram,sdg,SchoMi00,special_teams,4,,,,,
player,201809230ram,sdg,SchoMi00,st_pct,16%,,,,,
player,201809230ram,sdg,TeviSa00,pos,T,,,,,
player,201809230ram,sdg,TeviSa00,offense,52,,,,,
player,201809230ram,sdg,TeviSa00,off_pct,100%,,,,,
player,201809230ram,sdg,TeviSa00,defense,0,,,,,
player,201809230ram,sdg,TeviSa00,def_pct,0%,,,,,
player,201809230ram,sdg,TeviSa00,special_teams,4,,,,,
player,201809230ram,sdg,TeviSa00,st_pct,16%,,,,,
player,201809230ram,sdg,RivePh00,pos,QB,,,,,
player,201809230ram,sdg,RivePh00,offense,52,,,,,
player,201809230ram,sdg,RivePh00,off_pct,100%,,,,,
player,201809230ram,sdg,RivePh00,defense,0,,,,,
player,201809230ram,sdg,RivePh00,def_pct,0%,,,,,
player,201809230ram,sdg,RivePh00,special_teams,1,,,,,
player,201809230ram,sdg,RivePh00,st_pct,4%,,,,,
player,201809230ram,sdg,PounMi00,pos,C,,,,,
player,201809230ram,sdg,PounMi00,offense,52,,,,,
player,201809230ram,sdg,PounMi00,off_pct,100%,,,,,
player,201809230ram,sdg,PounMi00,defense,0,,,,,
player,201809230ram,sdg,PounMi00,def_pct,0%,,,,,
player,201809230ram,sdg,PounMi00,special_teams,0,,,,,
player,201809230ram,sdg,PounMi00,st_pct,0%,,,,,
player,201809230ram,sdg,OkunRu20,pos,T,,,,,
player,201809230ram,sdg,OkunRu20,offense,50,,,,,
player,201809230ram,sdg,OkunRu20,off_pct,96%,,,,,
player,201809230ram,sdg,OkunRu20,defense,0,,,,,
player,201809230ram,sdg,OkunRu20,def_pct,0%,,,,,
player,201809230ram,sdg,OkunRu20,special_teams,4,,,,,
player,201809230ram,sdg,OkunRu20,st_pct,16%,,,,,
player,201809230ram,sdg,GordMe00,pos,RB,,,,,
player,201809230ram,sdg,GordMe00,offense,40,,,,,
player,201809230ram,sdg,GordMe00,off_pct,77%,,,,,
player,201809230ram,sdg,GordMe00,defense,0,,,,,
player,201809230ram,sdg,GordMe00,def_pct,0%,,,,,
player,201809230ram,sdg,GordMe00,special_teams,0,,,,,
player,201809230ram,sdg,GordMe00,st_pct,0%,,,,,
player,201809230ram,sdg,AlleKe00,pos,WR,,,,,
player,201809230ram,sdg,AlleKe00,offense,40,,,,,
player,201809230ram,sdg,AlleKe00,off_pct,77%,,,,,
player,201809230ram,sdg,AlleKe00,defense,0,,,,,
player,201809230ram,sdg,AlleKe00,def_pct,0%,,,,,
player,201809230ram,sdg,AlleKe00,special_teams,0,,,,,
player,201809230ram,sdg,AlleKe00,st_pct,0%,,,,,
player,201809230ram,sdg,WillTy00,pos,WR,,,,,
player,201809230ram,sdg,WillTy00,offense,38,,,,,
player,201809230ram,sdg,WillTy00,off_pct,73%,,,,,
player,201809230ram,sdg,WillTy00,defense,0,,,,,
player,201809230ram,sdg,WillTy00,def_pct,0%,,,,,
player,201809230ram,sdg,WillTy00,special_teams,0,,,,,
player,201809230ram,sdg,WillTy00,st_pct,0%,,,,,
player,201809230ram,sdg,WillMi07,pos,WR,,,,,
player,201809230ram,sdg,WillMi07,offense,35,,,,,
player,201809230ram,sdg,WillMi07,off_pct,67%,,,,,
player,201809230ram,sdg,WillMi07,defense,0,,,,,
player,201809230ram,sdg,WillMi07,def_pct,0%,,,,,
player,201809230ram,sdg,WillMi07,special_teams,0,,,,,
player,201809230ram,sdg,WillMi07,st_pct,0%,,,,,
player,201809230ram,sdg,GreeVi00,pos,TE,,,,,
player,201809230ram,sdg,GreeVi00,offense,33,,,,,
player,201809230ram,sdg,GreeVi00,off_pct,63%,,,,,
player,201809230ram,sdg,GreeVi00,defense,0,,,,,
player,201809230ram,sdg,GreeVi00,def_pct,0%,,,,,
player,201809230ram,sdg,GreeVi00,special_teams,4,,,,,
player,201809230ram,sdg,GreeVi00,st_pct,16%,,,,,
player,201809230ram,sdg,GateAn00,pos,TE,,,,,
player,201809230ram,sdg,GateAn00,offense,22,,,,,
player,201809230ram,sdg,GateAn00,off_pct,42%,,,,,
player,201809230ram,sdg,GateAn00,defense,0,,,,,
player,201809230ram,sdg,GateAn00,def_pct,0%,,,,,
player,201809230ram,sdg,GateAn00,special_teams,0,,,,,
player,201809230ram,sdg,GateAn00,st_pct,0%,,,,,
player,201809230ram,sdg,CulkSe00,pos,TE,,,,,
player,201809230ram,sdg,CulkSe00,offense,20,,,,,
player,201809230ram,sdg,CulkSe00,off_pct,38%,,,,,
player,201809230ram,sdg,CulkSe00,defense,0,,,,,
player,201809230ram,sdg,CulkSe00,def_pct,0%,,,,,
player,201809230ram,sdg,CulkSe00,special_teams,10,,,,,
player,201809230ram,sdg,CulkSe00,st_pct,40%,,,,,
player,201809230ram,sdg,EkelAu00,pos,RB,,,,,
player,201809230ram,sdg,EkelAu00,offense,18,,,,,
player,201809230ram,sdg,EkelAu00,off_pct,35%,,,,,
player,201809230ram,sdg,EkelAu00,defense,0,,,,,
player,201809230ram,sdg,EkelAu00,def_pct,0%,,,,,
player,201809230ram,sdg,EkelAu00,special_teams,15,,,,,
player,201809230ram,sdg,EkelAu00,st_pct,60%,,,,,
player,201809230ram,sdg,WattDe00,pos,FB,,,,,
player,201809230ram,sdg,WattDe00,offense,8,,,,,
player,201809230ram,sdg,WattDe00,off_pct,15%,,,,,
player,201809230ram,sdg,WattDe00,defense,0,,,,,
player,201809230ram,sdg,WattDe00,def_pct,0%,,,,,
player,201809230ram,sdg,WattDe00,special_teams,0,,,,,
player,201809230ram,sdg,WattDe00,st_pct,0%,,,,,
player,201809230ram,sdg,DaviGe00,pos,WR,,,,,
player,201809230ram,sdg,DaviGe00,offense,5,,,,,
player,201809230ram,sdg,DaviGe00,off_pct,10%,,,,,
player,201809230ram,sdg,DaviGe00,defense,0,,,,,
player,201809230ram,sdg,DaviGe00,def_pct,0%,,,,,
player,201809230ram,sdg,DaviGe00,special_teams,0,,,,,
player,201809230ram,sdg,DaviGe00,st_pct,0%,,,,,
player,201809230ram,sdg,ScotTr01,pos,G,,,,,
player,201809230ram,sdg,ScotTr01,offense,3,,,,,
player,201809230ram,sdg,ScotTr01,off_pct,6%,,,,,
player,201809230ram,sdg,ScotTr01,defense,0,,,,,
player,201809230ram,sdg,ScotTr01,def_pct,0%,,,,,
player,201809230ram,sdg,ScotTr01,special_teams,0,,,,,
player,201809230ram,sdg,ScotTr01,st_pct,0%,,,,,
player,201809230ram,sdg,AddaJa00,pos,SS,,,,,
player,201809230ram,sdg,AddaJa00,offense,0,,,,,
player,201809230ram,sdg,AddaJa00,off_pct,0%,,,,,
player,201809230ram,sdg,AddaJa00,defense,77,,,,,
player,201809230ram,sdg,AddaJa00,def_pct,100%,,,,,
player,201809230ram,sdg,AddaJa00,special_teams,6,,,,,
player,201809230ram,sdg,AddaJa00,st_pct,24%,,,,,
player,201809230ram,sdg,KingDe01,pos,CB,,,,,
player,201809230ram,sdg,KingDe01,offense,0,,,,,
player,201809230ram,sdg,KingDe01,off_pct,0%,,,,,
player,201809230ram,sdg,KingDe01,defense,77,,,,,
player,201809230ram,sdg,KingDe01,def_pct,100%,,,,,
player,201809230ram,sdg,KingDe01,special_teams,4,,,,,
player,201809230ram,sdg,KingDe01,st_pct,16%,,,,,
player,201809230ram,sdg,HaywCa00,pos,CB,,,,,
player,201809230ram,sdg,HaywCa00,offense,0,,,,,
player,201809230ram,sdg,HaywCa00,off_pct,0%,,,,,
player,201809230ram,sdg,HaywCa00,defense,77,,,,,
player,201809230ram,sdg,HaywCa00,def_pct,100%,,,,,
player,201809230ram,sdg,HaywCa00,special_teams,0,,,,,
player,201809230ram,sdg,HaywCa00,st_pct,0%,,,,,
player,201809230ram,sdg,JameDe00,pos,FS,,,,,
player,201809230ram,sdg,JameDe00,offense,0,,,,,
player,201809230ram,sdg,JameDe00,off_pct,0%,,,,,
player,201809230ram,sdg,JameDe00,defense,77,,,,,
player,201809230ram,sdg,JameDe00,def_pct,100%,,,,,
player,201809230ram,sdg,JameDe00,special_teams,0,,,,,
player,201809230ram,sdg,JameDe00,st_pct,0%,,,,,
player,201809230ram,sdg,WillTr05,pos,CB,,,,,
player,201809230ram,sdg,WillTr05,offense,0,,,,,
player,201809230ram,sdg,WillTr05,off_pct,0%,,,,,
player,201809230ram,sdg,WillTr05,defense,75,,,,,
player,201809230ram,sdg,WillTr05,def_pct,97%,,,,,
player,201809230ram,sdg,WillTr05,special_teams,6,,,,,
player,201809230ram,sdg,WillTr05,st_pct,24%,,,,,
player,201809230ram,sdg,IngrMe00,pos,DE,,,,,
player,201809230ram,sdg,IngrMe00,offense,0,,,,,
player,201809230ram,sdg,IngrMe00,off_pct,0%,,,,,
player,201809230ram,sdg,IngrMe00,defense,64,,,,,
player,201809230ram,sdg,IngrMe00,def_pct,83%,,,,,
player,201809230ram,sdg,IngrMe00,special_teams,0,,,,,
player,201809230ram,sdg,IngrMe00,st_pct,0%,,,,,
player,201809230ram,sdg,WhitKy00,pos,LB,,,,,
player,201809230ram,sdg,WhitKy00,offense,0,,,,,
player,201809230ram,sdg,WhitKy00,off_pct,0%,,,,,
player,201809230ram,sdg,WhitKy00,defense,60,,,,,
player,201809230ram,sdg,WhitKy00,def_pct,78%,,,,,
player,201809230ram,sdg,WhitKy00,special_teams,11,,,,,
player,201809230ram,sdg,WhitKy00,st_pct,44%,,,,,
player,201809230ram,sdg,PerrDe00,pos,LB,,,,,
player,201809230ram,sdg,PerrDe00,offense,0,,,,,
player,201809230ram,sdg,PerrDe00,off_pct,0%,,,,,
player,201809230ram,sdg,PerrDe00,defense,59,,,,,
player,201809230ram,sdg,PerrDe00,def_pct,77%,,,,,
player,201809230ram,sdg,PerrDe00,special_teams,0,,,,,
player,201809230ram,sdg,PerrDe00,st_pct,0%,,,,,
player,201809230ram,sdg,RochIs00,pos,DE,,,,,
player,201809230ram,sdg,RochIs00,offense,0,,,,,
player,201809230ram,sdg,RochIs00,off_pct,0%,,,,,
player,201809230ram,sdg,RochIs00,defense,56,,,,,
player,201809230ram,sdg,RochIs00,def_pct,73%,,,,,
player,201809230ram,sdg,RochIs00,special_teams,10,,,,,
player,201809230ram,sdg,RochIs00,st_pct,40%,,,,,
player,201809230ram,sdg,PhilDa01,pos,DT,,,,,
player,201809230ram,sdg,PhilDa01,offense,0,,,,,
player,201809230ram,sdg,PhilDa01,off_pct,0%,,,,,
player,201809230ram,sdg,PhilDa01,defense,53,,,,,
player,201809230ram,sdg,PhilDa01,def_pct,69%,,,,,
player,201809230ram,sdg,PhilDa01,special_teams,6,,,,,
player,201809230ram,sdg,PhilDa01,st_pct,24%,,,,,
player,201809230ram,sdg,MebaBr99,pos,NT,,,,,
player,201809230ram,sdg,MebaBr99,offense,0,,,,,
player,201809230ram,sdg,MebaBr99,off_pct,0%,,,,,
player,201809230ram,sdg,MebaBr99,defense,44,,,,,
player,201809230ram,sdg,MebaBr99,def_pct,57%,,,,,
player,201809230ram,sdg,MebaBr99,special_teams,0,,,,,
player,201809230ram,sdg,MebaBr99,st_pct,0%,,,,,
player,201809230ram,sdg,SquaDa00,pos,NT,,,,,
player,201809230ram,sdg,SquaDa00,offense,0,,,,,
player,201809230ram,sdg,SquaDa00,off_pct,0%,,,,,
player,201809230ram,sdg,SquaDa00,defense,27,,,,,
player,201809230ram,sdg,SquaDa00,def_pct,35%,,,,,
player,201809230ram,sdg,SquaDa00,special_teams,6,,,,,
player,201809230ram,sdg,SquaDa00,st_pct,24%,,,,,
player,201809230ram,sdg,LandCh00,pos,DE,,,,,
player,201809230ram,sdg,LandCh00,offense,0,,,,,
player,201809230ram,sdg,LandCh00,off_pct,0%,,,,,
player,201809230ram,sdg,LandCh00,defense,24,,,,,
player,201809230ram,sdg,LandCh00,def_pct,31%,,,,,
player,201809230ram,sdg,LandCh00,special_teams,7,,,,,
player,201809230ram,sdg,LandCh00,st_pct,28%,,,,,
player,201809230ram,sdg,JoneJu03,pos,DT,,,,,
player,201809230ram,sdg,JoneJu03,offense,0,,,,,
player,201809230ram,sdg,JoneJu03,off_pct,0%,,,,,
player,201809230ram,sdg,JoneJu03,defense,21,,,,,
player,201809230ram,sdg,JoneJu03,def_pct,27%,,,,,
player,201809230ram,sdg,JoneJu03,special_teams,6,,,,,
player,201809230ram,sdg,JoneJu03,st_pct,24%,,,,,
player,201809230ram,sdg,NwosUc00,pos,LB,,,,,
player,201809230ram,sdg,NwosUc00,offense,0,,,,,
player,201809230ram,sdg,NwosUc00,off_pct,0%,,,,,
player,201809230ram,sdg,NwosUc00,defense,19,,,,,
player,201809230ram,sdg,NwosUc00,def_pct,25%,,,,,
player,201809230ram,sdg,NwosUc00,special_teams,21,,,,,
player,201809230ram,sdg,NwosUc00,st_pct,84%,,,,,
player,201809230ram,sdg,BrowJa05,pos,LB,,,,,
player,201809230ram,sdg,BrowJa05,offense,0,,,,,
player,201809230ram,sdg,BrowJa05,off_pct,0%,,,,,
player,201809230ram,sdg,BrowJa05,defense,19,,,,,
player,201809230ram,sdg,BrowJa05,def_pct,25%,,,,,
player,201809230ram,sdg,BrowJa05,special_teams,9,,,,,
player,201809230ram,sdg,BrowJa05,st_pct,36%,,,,,
player,201809230ram,sdg,PhilAd00,pos,SS,,,,,
player,201809230ram,sdg,PhilAd00,offense,0,,,,,
player,201809230ram,sdg,PhilAd00,off_pct,0%,,,,,
player,201809230ram,sdg,PhilAd00,defense,16,,,,,
player,201809230ram,sdg,PhilAd00,def_pct,21%,,,,,
player,201809230ram,sdg,PhilAd00,special_teams,20,,,,,
player,201809230ram,sdg,PhilAd00,st_pct,80%,,,,,
player,201809230ram,sdg,DaviMi03,pos,CB,,,,,
player,201809230ram,sdg,DaviMi03,offense,0,,,,,
player,201809230ram,sdg,DaviMi03,off_pct,0%,,,,,
player,201809230ram,sdg,DaviMi03,defense,2,,,,,
player,201809230ram,sdg,DaviMi03,def_pct,3%,,,,,
player,201809230ram,sdg,DaviMi03,special_teams,15,,,,,
player,201809230ram,sdg,DaviMi03,st_pct,60%,,,,,
player,201809230ram,sdg,JenkRa00,pos,FS,,,,,
player,201809230ram,sdg,JenkRa00,offense,0,,,,,
player,201809230ram,sdg,JenkRa00,off_pct,0%,,,,,
player,201809230ram,sdg,JenkRa00,defense,0,,,,,
player,201809230ram,sdg,JenkRa00,def_pct,0%,,,,,
player,201809230ram,sdg,JenkRa00,special_teams,21,,,,,
player,201809230ram,sdg,JenkRa00,st_pct,84%,,,,,
player,201809230ram,sdg,EmanKy00,pos,LB,,,,,
player,201809230ram,sdg,EmanKy00,offense,0,,,,,
player,201809230ram,sdg,EmanKy00,off_pct,0%,,,,,
player,201809230ram,sdg,EmanKy00,defense,0,,,,,
player,201809230ram,sdg,EmanKy00,def_pct,0%,,,,,
player,201809230ram,sdg,EmanKy00,special_teams,21,,,,,
player,201809230ram,sdg,EmanKy00,st_pct,84%,,,,,
player,201809230ram,sdg,DzubNi00,pos,LB,,,,,
