game,2014,1,20140908,201409080crd,sdg,"San Diego Chargers",17,crd,"Arizona Cardinals",18
player,201409080crd,crd,WillDa99,fumbles_forced,0,,,,,
player,201409080crd,crd,BethJu00,def_int,0,,,,,
player,201409080crd,crd,BethJu00,def_int_yds,0,,,,,
player,201409080crd,crd,BethJu00,def_int_td,0,,,,,
player,201409080crd,crd,BethJu00,def_int_long,0,,,,,
player,201409080crd,crd,BethJu00,pass_defended,0,,,,,
player,201409080crd,crd,BethJu00,sacks,0.0,,,,,
player,201409080crd,crd,BethJu00,tackles_combined,1,,,,,
player,201409080crd,crd,BethJu00,tackles_solo,1,,,,,
player,201409080crd,crd,BethJu00,tackles_assists,0,,,,,
player,201409080crd,crd,BethJu00,tackles_loss,0,,,,,
player,201409080crd,crd,BethJu00,qb_hits,0,,,,,
player,201409080crd,crd,BethJu00,fumbles_rec,0,,,,,
player,201409080crd,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201409080crd,crd,BethJu00,fumbles_forced,0,,,,,
player,201409080crd,crd,KeisTh00,def_int,0,,,,,
player,201409080crd,crd,KeisTh00,def_int_yds,0,,,,,
player,201409080crd,crd,KeisTh00,def_int_td,0,,,,,
player,201409080crd,crd,KeisTh00,def_int_long,0,,,,,
player,201409080crd,crd,KeisTh00,pass_defended,1,,,,,
player,201409080crd,crd,KeisTh00,sacks,0.0,,,,,
player,201409080crd,crd,KeisTh00,tackles_combined,1,,,,,
player,201409080crd,crd,KeisTh00,tackles_solo,1,,,,,
player,201409080crd,crd,KeisTh00,tackles_assists,0,,,,,
player,201409080crd,crd,KeisTh00,tackles_loss,1,,,,,
player,201409080crd,crd,KeisTh00,qb_hits,0,,,,,
player,201409080crd,crd,KeisTh00,fumbles_rec,0,,,,,
player,201409080crd,crd,KeisTh00,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,KeisTh00,fumbles_rec_td,0,,,,,
player,201409080crd,crd,KeisTh00,fumbles_forced,0,,,,,
player,201409080crd,crd,PetePa00,def_int,0,,,,,
player,201409080crd,crd,PetePa00,def_int_yds,0,,,,,
player,201409080crd,crd,PetePa00,def_int_td,0,,,,,
player,201409080crd,crd,PetePa00,def_int_long,0,,,,,
player,201409080crd,crd,PetePa00,pass_defended,0,,,,,
player,201409080crd,crd,PetePa00,sacks,0.0,,,,,
player,201409080crd,crd,PetePa00,tackles_combined,1,,,,,
player,201409080crd,crd,PetePa00,tackles_solo,1,,,,,
player,201409080crd,crd,PetePa00,tackles_assists,0,,,,,
player,201409080crd,crd,PetePa00,tackles_loss,0,,,,,
player,201409080crd,crd,PetePa00,qb_hits,0,,,,,
player,201409080crd,crd,PetePa00,fumbles_rec,0,,,,,
player,201409080crd,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201409080crd,crd,PetePa00,fumbles_forced,0,,,,,
player,201409080crd,crd,StinEd00,def_int,0,,,,,
player,201409080crd,crd,StinEd00,def_int_yds,0,,,,,
player,201409080crd,crd,StinEd00,def_int_td,0,,,,,
player,201409080crd,crd,StinEd00,def_int_long,0,,,,,
player,201409080crd,crd,StinEd00,pass_defended,0,,,,,
player,201409080crd,crd,StinEd00,sacks,0.0,,,,,
player,201409080crd,crd,StinEd00,tackles_combined,1,,,,,
player,201409080crd,crd,StinEd00,tackles_solo,0,,,,,
player,201409080crd,crd,StinEd00,tackles_assists,1,,,,,
player,201409080crd,crd,StinEd00,tackles_loss,0,,,,,
player,201409080crd,crd,StinEd00,qb_hits,0,,,,,
player,201409080crd,crd,StinEd00,fumbles_rec,0,,,,,
player,201409080crd,crd,StinEd00,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,StinEd00,fumbles_rec_td,0,,,,,
player,201409080crd,crd,StinEd00,fumbles_forced,0,,,,,
player,201409080crd,crd,CampCa99,def_int,0,,,,,
player,201409080crd,crd,CampCa99,def_int_yds,0,,,,,
player,201409080crd,crd,CampCa99,def_int_td,0,,,,,
player,201409080crd,crd,CampCa99,def_int_long,0,,,,,
player,201409080crd,crd,CampCa99,pass_defended,0,,,,,
player,201409080crd,crd,CampCa99,sacks,0.0,,,,,
player,201409080crd,crd,CampCa99,tackles_combined,0,,,,,
player,201409080crd,crd,CampCa99,tackles_solo,0,,,,,
player,201409080crd,crd,CampCa99,tackles_assists,0,,,,,
player,201409080crd,crd,CampCa99,tackles_loss,0,,,,,
player,201409080crd,crd,CampCa99,qb_hits,2,,,,,
player,201409080crd,crd,CampCa99,fumbles_rec,0,,,,,
player,201409080crd,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201409080crd,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201409080crd,crd,CampCa99,fumbles_forced,0,,,,,
player,201409080crd,sdg,RoyaEd00,kick_ret,0,,,,,
player,201409080crd,sdg,RoyaEd00,kick_ret_yds,0,,,,,
player,201409080crd,sdg,RoyaEd00,kick_ret_yds_per_ret,,,,,,
player,201409080crd,sdg,RoyaEd00,kick_ret_td,0,,,,,
player,201409080crd,sdg,RoyaEd00,kick_ret_long,0,,,,,
player,201409080crd,sdg,RoyaEd00,punt_ret,2,,,,,
player,201409080crd,sdg,RoyaEd00,punt_ret_yds,17,,,,,
player,201409080crd,sdg,RoyaEd00,punt_ret_yds_per_ret,8.5,,,,,
player,201409080crd,sdg,RoyaEd00,punt_ret_td,0,,,,,
player,201409080crd,sdg,RoyaEd00,punt_ret_long,12,,,,,
player,201409080crd,crd,GinnTe00,kick_ret,3,,,,,
player,201409080crd,crd,GinnTe00,kick_ret_yds,49,,,,,
player,201409080crd,crd,GinnTe00,kick_ret_yds_per_ret,16.3,,,,,
player,201409080crd,crd,GinnTe00,kick_ret_td,0,,,,,
player,201409080crd,crd,GinnTe00,kick_ret_long,21,,,,,
player,201409080crd,crd,GinnTe00,punt_ret,0,,,,,
player,201409080crd,crd,GinnTe00,punt_ret_yds,0,,,,,
player,201409080crd,crd,GinnTe00,punt_ret_yds_per_ret,,,,,,
player,201409080crd,crd,GinnTe00,punt_ret_td,0,,,,,
player,201409080crd,crd,GinnTe00,punt_ret_long,0,,,,,
player,201409080crd,sdg,novaknic01,xpm,2,,,,,
player,201409080crd,sdg,novaknic01,xpa,2,,,,,
player,201409080crd,sdg,novaknic01,fgm,1,,,,,
player,201409080crd,sdg,novaknic01,fga,1,,,,,
player,201409080crd,sdg,novaknic01,punt,0,,,,,
player,201409080crd,sdg,novaknic01,punt_yds,0,,,,,
player,201409080crd,sdg,novaknic01,punt_yds_per_punt,,,,,,
player,201409080crd,sdg,novaknic01,punt_long,0,,,,,
player,201409080crd,sdg,ScifMi20,xpm,,,,,,
player,201409080crd,sdg,ScifMi20,xpa,,,,,,
player,201409080crd,sdg,ScifMi20,fgm,,,,,,
player,201409080crd,sdg,ScifMi20,fga,,,,,,
player,201409080crd,sdg,ScifMi20,punt,6,,,,,
player,201409080crd,sdg,ScifMi20,punt_yds,236,,,,,
player,201409080crd,sdg,ScifMi20,punt_yds_per_punt,39.3,,,,,
player,201409080crd,sdg,ScifMi20,punt_long,52,,,,,
player,201409080crd,crd,ButlDr00,xpm,,,,,,
player,201409080crd,crd,ButlDr00,xpa,,,,,,
player,201409080crd,crd,ButlDr00,fgm,,,,,,
player,201409080crd,crd,ButlDr00,fga,,,,,,
player,201409080crd,crd,ButlDr00,punt,4,,,,,
player,201409080crd,crd,ButlDr00,punt_yds,218,,,,,
player,201409080crd,crd,ButlDr00,punt_yds_per_punt,54.5,,,,,
player,201409080crd,crd,ButlDr00,punt_long,61,,,,,
player,201409080crd,crd,CataCh00,xpm,,,,,,
player,201409080crd,crd,CataCh00,xpa,,,,,,
player,201409080crd,crd,CataCh00,fgm,2,,,,,
player,201409080crd,crd,CataCh00,fga,2,,,,,
player,201409080crd,crd,CataCh00,punt,0,,,,,
player,201409080crd,crd,CataCh00,punt_yds,0,,,,,
player,201409080crd,crd,CataCh00,punt_yds_per_punt,,,,,,
player,201409080crd,crd,CataCh00,punt_long,0,,,,,
player,201409080crd,crd,MassBo00,pos,T,,,,,
player,201409080crd,crd,MassBo00,offense,70,,,,,
player,201409080crd,crd,MassBo00,off_pct,100%,,,,,
player,201409080crd,crd,MassBo00,defense,0,,,,,
player,201409080crd,crd,MassBo00,def_pct,0%,,,,,
player,201409080crd,crd,MassBo00,special_teams,2,,,,,
player,201409080crd,crd,MassBo00,st_pct,8%,,,,,
player,201409080crd,crd,VeldJa20,pos,T,,,,,
player,201409080crd,crd,VeldJa20,offense,70,,,,,
player,201409080crd,crd,VeldJa20,off_pct,100%,,,,,
player,201409080crd,crd,VeldJa20,defense,0,,,,,
player,201409080crd,crd,VeldJa20,def_pct,0%,,,,,
player,201409080crd,crd,VeldJa20,special_teams,2,,,,,
player,201409080crd,crd,VeldJa20,st_pct,8%,,,,,
player,201409080crd,crd,LarsTe20,pos,G,,,,,
player,201409080crd,crd,LarsTe20,offense,70,,,,,
player,201409080crd,crd,LarsTe20,off_pct,100%,,,,,
player,201409080crd,crd,LarsTe20,defense,0,,,,,
player,201409080crd,crd,LarsTe20,def_pct,0%,,,,,
player,201409080crd,crd,LarsTe20,special_teams,2,,,,,
player,201409080crd,crd,LarsTe20,st_pct,8%,,,,,
player,201409080crd,crd,PalmCa00,pos,QB,,,,,
player,201409080crd,crd,PalmCa00,offense,70,,,,,
player,201409080crd,crd,PalmCa00,off_pct,100%,,,,,
player,201409080crd,crd,PalmCa00,defense,0,,,,,
player,201409080crd,crd,PalmCa00,def_pct,0%,,,,,
player,201409080crd,crd,PalmCa00,special_teams,0,,,,,
player,201409080crd,crd,PalmCa00,st_pct,0%,,,,,
player,201409080crd,crd,SendLy20,pos,C,,,,,
player,201409080crd,crd,SendLy20,offense,70,,,,,
player,201409080crd,crd,SendLy20,off_pct,100%,,,,,
player,201409080crd,crd,SendLy20,defense,0,,,,,
player,201409080crd,crd,SendLy20,def_pct,0%,,,,,
player,201409080crd,crd,SendLy20,special_teams,0,,,,,
player,201409080crd,crd,SendLy20,st_pct,0%,,,,,
player,201409080crd,crd,FanaPa20,pos,G,,,,,
player,201409080crd,crd,FanaPa20,offense,69,,,,,
player,201409080crd,crd,FanaPa20,off_pct,99%,,,,,
player,201409080crd,crd,FanaPa20,defense,0,,,,,
player,201409080crd,crd,FanaPa20,def_pct,0%,,,,,
player,201409080crd,crd,FanaPa20,special_teams,2,,,,,
player,201409080crd,crd,FanaPa20,st_pct,8%,,,,,
player,201409080crd,crd,FloyMi00,pos,WR,,,,,
player,201409080crd,crd,FloyMi00,offense,63,,,,,
player,201409080crd,crd,FloyMi00,off_pct,90%,,,,,
player,201409080crd,crd,FloyMi00,defense,0,,,,,
player,201409080crd,crd,FloyMi00,def_pct,0%,,,,,
player,201409080crd,crd,FloyMi00,special_teams,0,,,,,
player,201409080crd,crd,FloyMi00,st_pct,0%,,,,,
player,201409080crd,crd,CarlJo00,pos,TE,,,,,
player,201409080crd,crd,CarlJo00,offense,61,,,,,
player,201409080crd,crd,CarlJo00,off_pct,87%,,,,,
player,201409080crd,crd,CarlJo00,defense,0,,,,,
player,201409080crd,crd,CarlJo00,def_pct,0%,,,,,
player,201409080crd,crd,CarlJo00,special_teams,0,,,,,
player,201409080crd,crd,CarlJo00,st_pct,0%,,,,,
player,201409080crd,crd,FitzLa00,pos,WR,,,,,
player,201409080crd,crd,FitzLa00,offense,60,,,,,
player,201409080crd,crd,FitzLa00,off_pct,86%,,,,,
player,201409080crd,crd,FitzLa00,defense,0,,,,,
player,201409080crd,crd,FitzLa00,def_pct,0%,,,,,
player,201409080crd,crd,FitzLa00,special_teams,0,,,,,
player,201409080crd,crd,FitzLa00,st_pct,0%,,,,,
player,201409080crd,crd,BrowJo02,pos,WR,,,,,
player,201409080crd,crd,BrowJo02,offense,39,,,,,
player,201409080crd,crd,BrowJo02,off_pct,56%,,,,,
player,201409080crd,crd,BrowJo02,defense,0,,,,,
player,201409080crd,crd,BrowJo02,def_pct,0%,,,,,
player,201409080crd,crd,BrowJo02,special_teams,0,,,,,
player,201409080crd,crd,BrowJo02,st_pct,0%,,,,,
player,201409080crd,crd,ElliAn00,pos,RB,,,,,
player,201409080crd,crd,ElliAn00,offense,36,,,,,
player,201409080crd,crd,ElliAn00,off_pct,51%,,,,,
player,201409080crd,crd,ElliAn00,defense,0,,,,,
player,201409080crd,crd,ElliAn00,def_pct,0%,,,,,
player,201409080crd,crd,ElliAn00,special_teams,0,,,,,
player,201409080crd,crd,ElliAn00,st_pct,0%,,,,,
player,201409080crd,crd,DwyeJo00,pos,RB,,,,,
player,201409080crd,crd,DwyeJo00,offense,24,,,,,
player,201409080crd,crd,DwyeJo00,off_pct,34%,,,,,
player,201409080crd,crd,DwyeJo00,defense,0,,,,,
player,201409080crd,crd,DwyeJo00,def_pct,0%,,,,,
player,201409080crd,crd,DwyeJo00,special_teams,4,,,,,
player,201409080crd,crd,DwyeJo00,st_pct,17%,,,,,
player,201409080crd,crd,HousRo01,pos,TE,,,,,
player,201409080crd,crd,HousRo01,offense,20,,,,,
player,201409080crd,crd,HousRo01,off_pct,29%,,,,,
player,201409080crd,crd,HousRo01,defense,0,,,,,
player,201409080crd,crd,HousRo01,def_pct,0%,,,,,
player,201409080crd,crd,HousRo01,special_teams,12,,,,,
player,201409080crd,crd,HousRo01,st_pct,50%,,,,,
player,201409080crd,crd,GinnTe00,pos,WR,,,,,
player,201409080crd,crd,GinnTe00,offense,17,,,,,
player,201409080crd,crd,GinnTe00,off_pct,24%,,,,,
player,201409080crd,crd,GinnTe00,defense,0,,,,,
player,201409080crd,crd,GinnTe00,def_pct,0%,,,,,
player,201409080crd,crd,GinnTe00,special_teams,10,,,,,
player,201409080crd,crd,GinnTe00,st_pct,42%,,,,,
player,201409080crd,crd,NiklTr00,pos,TE,,,,,
player,201409080crd,crd,NiklTr00,offense,12,,,,,
player,201409080crd,crd,NiklTr00,off_pct,17%,,,,,
player,201409080crd,crd,NiklTr00,defense,0,,,,,
player,201409080crd,crd,NiklTr00,def_pct,0%,,,,,
player,201409080crd,crd,NiklTr00,special_teams,8,,,,,
player,201409080crd,crd,NiklTr00,st_pct,33%,,,,,
player,201409080crd,crd,HughRo00,pos,RB,,,,,
player,201409080crd,crd,HughRo00,offense,7,,,,,
player,201409080crd,crd,HughRo00,off_pct,10%,,,,,
player,201409080crd,crd,HughRo00,defense,0,,,,,
player,201409080crd,crd,HughRo00,def_pct,0%,,,,,
player,201409080crd,crd,HughRo00,special_teams,16,,,,,
player,201409080crd,crd,HughRo00,st_pct,67%,,,,,
player,201409080crd,crd,TaylSt00,pos,RB,,,,,
player,201409080crd,crd,TaylSt00,offense,6,,,,,
player,201409080crd,crd,TaylSt00,off_pct,9%,,,,,
player,201409080crd,crd,TaylSt00,defense,0,,,,,
player,201409080crd,crd,TaylSt00,def_pct,0%,,,,,
player,201409080crd,crd,TaylSt00,special_teams,4,,,,,
player,201409080crd,crd,TaylSt00,st_pct,17%,,,,,
player,201409080crd,crd,BrowJa03,pos,WR,,,,,
player,201409080crd,crd,BrowJa03,offense,5,,,,,
player,201409080crd,crd,BrowJa03,off_pct,7%,,,,,
player,201409080crd,crd,BrowJa03,defense,0,,,,,
player,201409080crd,crd,BrowJa03,def_pct,0%,,,,,
player,201409080crd,crd,BrowJa03,special_teams,13,,,,,
player,201409080crd,crd,BrowJa03,st_pct,54%,,,,,
player,201409080crd,crd,CoopJo01,pos,G,,,,,
player,201409080crd,crd,CoopJo01,offense,1,,,,,
player,201409080crd,crd,CoopJo01,off_pct,1%,,,,,
player,201409080crd,crd,CoopJo01,defense,0,,,,,
player,201409080crd,crd,CoopJo01,def_pct,0%,,,,,
player,201409080crd,crd,CoopJo01,special_teams,0,,,,,
player,201409080crd,crd,CoopJo01,st_pct,0%,,,,,
player,201409080crd,crd,JohnRa98,pos,FS,,,,,
player,201409080crd,crd,JohnRa98,offense,0,,,,,
player,201409080crd,crd,JohnRa98,off_pct,0%,,,,,
player,201409080crd,crd,JohnRa98,defense,61,,,,,
player,201409080crd,crd,JohnRa98,def_pct,100%,,,,,
player,201409080crd,crd,JohnRa98,special_teams,15,,,,,
player,201409080crd,crd,JohnRa98,st_pct,62%,,,,,
player,201409080crd,crd,FootLa20,pos,LB,,,,,
player,201409080crd,crd,FootLa20,offense,0,,,,,
player,201409080crd,crd,FootLa20,off_pct,0%,,,,,
player,201409080crd,crd,FootLa20,defense,61,,,,,
player,201409080crd,crd,FootLa20,def_pct,100%,,,,,
player,201409080crd,crd,FootLa20,special_teams,6,,,,,
player,201409080crd,crd,FootLa20,st_pct,25%,,,,,
player,201409080crd,crd,PetePa00,pos,CB,,,,,
player,201409080crd,crd,PetePa00,offense,0,,,,,
player,201409080crd,crd,PetePa00,off_pct,0%,,,,,
player,201409080crd,crd,PetePa00,defense,61,,,,,
player,201409080crd,crd,PetePa00,def_pct,100%,,,,,
player,201409080crd,crd,PetePa00,special_teams,5,,,,,
player,201409080crd,crd,PetePa00,st_pct,21%,,,,,
player,201409080crd,crd,CromAn20,pos,CB,,,,,
player,201409080crd,crd,CromAn20,offense,0,,,,,
player,201409080crd,crd,CromAn20,off_pct,0%,,,,,
player,201409080crd,crd,CromAn20,defense,59,,,,,
player,201409080crd,crd,CromAn20,def_pct,97%,,,,,
player,201409080crd,crd,CromAn20,special_teams,9,,,,,
player,201409080crd,crd,CromAn20,st_pct,38%,,,,,
player,201409080crd,crd,CampCa99,pos,DE,,,,,
player,201409080crd,crd,CampCa99,offense,0,,,,,
player,201409080crd,crd,CampCa99,off_pct,0%,,,,,
player,201409080crd,crd,CampCa99,defense,58,,,,,
player,201409080crd,crd,CampCa99,def_pct,95%,,,,,
player,201409080crd,crd,CampCa99,special_teams,8,,,,,
player,201409080crd,crd,CampCa99,st_pct,33%,,,,,
player,201409080crd,crd,JeffTo00,pos,SS,,,,,
player,201409080crd,crd,JeffTo00,offense,0,,,,,
player,201409080crd,crd,JeffTo00,off_pct,0%,,,,,
player,201409080crd,crd,JeffTo00,defense,56,,,,,
player,201409080crd,crd,JeffTo00,def_pct,92%,,,,,
player,201409080crd,crd,JeffTo00,special_teams,17,,,,,
player,201409080crd,crd,JeffTo00,st_pct,71%,,,,,
player,201409080crd,crd,KellTo21,pos,DT,,,,,
player,201409080crd,crd,KellTo21,offense,0,,,,,
player,201409080crd,crd,KellTo21,off_pct,0%,,,,,
player,201409080crd,crd,KellTo21,defense,47,,,,,
player,201409080crd,crd,KellTo21,def_pct,77%,,,,,
player,201409080crd,crd,KellTo21,special_teams,5,,,,,
player,201409080crd,crd,KellTo21,st_pct,21%,,,,,
player,201409080crd,crd,ShauMa99,pos,LB,,,,,
player,201409080crd,crd,ShauMa99,offense,0,,,,,
player,201409080crd,crd,ShauMa99,off_pct,0%,,,,,
player,201409080crd,crd,ShauMa99,defense,40,,,,,
player,201409080crd,crd,ShauMa99,def_pct,66%,,,,,
player,201409080crd,crd,ShauMa99,special_teams,4,,,,,
player,201409080crd,crd,ShauMa99,st_pct,17%,,,,,
player,201409080crd,crd,PoweJe99,pos,CB,,,,,
player,201409080crd,crd,PoweJe99,offense,0,,,,,
player,201409080crd,crd,PoweJe99,off_pct,0%,,,,,
player,201409080crd,crd,PoweJe99,defense,38,,,,,
player,201409080crd,crd,PoweJe99,def_pct,62%,,,,,
player,201409080crd,crd,PoweJe99,special_teams,7,,,,,
player,201409080crd,crd,PoweJe99,st_pct,29%,,,,,
player,201409080crd,crd,BucaDe00,pos,SS,,,,,
player,201409080crd,crd,BucaDe00,offense,0,,,,,
player,201409080crd,crd,BucaDe00,off_pct,0%,,,,,
player,201409080crd,crd,BucaDe00,defense,37,,,,,
player,201409080crd,crd,BucaDe00,def_pct,61%,,,,,
player,201409080crd,crd,BucaDe00,special_teams,7,,,,,
player,201409080crd,crd,BucaDe00,st_pct,29%,,,,,
player,201409080crd,crd,AbraJo00,pos,LB,,,,,
player,201409080crd,crd,AbraJo00,offense,0,,,,,
player,201409080crd,crd,AbraJo00,off_pct,0%,,,,,
player,201409080crd,crd,AbraJo00,defense,36,,,,,
player,201409080crd,crd,AbraJo00,def_pct,59%,,,,,
player,201409080crd,crd,AbraJo00,special_teams,2,,,,,
player,201409080crd,crd,AbraJo00,st_pct,8%,,,,,
player,201409080crd,crd,AchoSa00,pos,LB,,,,,
player,201409080crd,crd,AchoSa00,offense,0,,,,,
player,201409080crd,crd,AchoSa00,off_pct,0%,,,,,
player,201409080crd,crd,AchoSa00,defense,31,,,,,
player,201409080crd,crd,AchoSa00,def_pct,51%,,,,,
player,201409080crd,crd,AchoSa00,special_teams,17,,,,,
player,201409080crd,crd,AchoSa00,st_pct,71%,,,,,
player,201409080crd,crd,MintKe00,pos,LB,,,,,
player,201409080crd,crd,MintKe00,offense,0,,,,,
player,201409080crd,crd,MintKe00,off_pct,0%,,,,,
player,201409080crd,crd,MintKe00,defense,24,,,,,
player,201409080crd,crd,MintKe00,def_pct,39%,,,,,
player,201409080crd,crd,MintKe00,special_teams,3,,,,,
player,201409080crd,crd,MintKe00,st_pct,12%,,,,,
player,201409080crd,crd,WillDa99,pos,NT,,,,,
player,201409080crd,crd,WillDa99,offense,0,,,,,
player,201409080crd,crd,WillDa99,off_pct,0%,,,,,
player,201409080crd,crd,WillDa99,defense,21,,,,,
player,201409080crd,crd,WillDa99,def_pct,34%,,,,,
player,201409080crd,crd,WillDa99,special_teams,2,,,,,
player,201409080crd,crd,WillDa99,st_pct,8%,,,,,
player,201409080crd,crd,StinEd00,pos,DT,,,,,
player,201409080crd,crd,StinEd00,offense,0,,,,,
player,201409080crd,crd,StinEd00,off_pct,0%,,,,,
player,201409080crd,crd,StinEd00,defense,16,,,,,
player,201409080crd,crd,StinEd00,def_pct,26%,,,,,
player,201409080crd,crd,StinEd00,special_teams,6,,,,,
player,201409080crd,crd,StinEd00,st_pct,25%,,,,,
player,201409080crd,crd,KeisTh00,pos,LB,,,,,
player,201409080crd,crd,KeisTh00,offense,0,,,,,
player,201409080crd,crd,KeisTh00,off_pct,0%,,,,,
player,201409080crd,crd,KeisTh00,defense,14,,,,,
player,201409080crd,crd,KeisTh00,def_pct,23%,,,,,
player,201409080crd,crd,KeisTh00,special_teams,6,,,,,
player,201409080crd,crd,KeisTh00,st_pct,25%,,,,,
player,201409080crd,crd,Ta'aAl00,pos,NT,,,,,
player,201409080crd,crd,Ta'aAl00,offense,0,,,,,
player,201409080crd,crd,Ta'aAl00,off_pct,0%,,,,,
player,201409080crd,crd,Ta'aAl00,defense,7,,,,,
player,201409080crd,crd,Ta'aAl00,def_pct,11%,,,,,
player,201409080crd,crd,Ta'aAl00,special_teams,1,,,,,
player,201409080crd,crd,Ta'aAl00,st_pct,4%,,,,,
player,201409080crd,crd,RuckFr99,pos,DT,,,,,
player,201409080crd,crd,RuckFr99,offense,0,,,,,
player,201409080crd,crd,RuckFr99,off_pct,0%,,,,,
player,201409080crd,crd,RuckFr99,defense,3,,,,,
player,201409080crd,crd,RuckFr99,def_pct,5%,,,,,
player,201409080crd,crd,RuckFr99,special_teams,2,,,,,
player,201409080crd,crd,RuckFr99,st_pct,8%,,,,,
player,201409080crd,crd,BethJu00,pos,CB,,,,,
player,201409080crd,crd,BethJu00,offense,0,,,,,
player,201409080crd,crd,BethJu00,off_pct,0%,,,,,
player,201409080crd,crd,BethJu00,defense,1,,,,,
player,201409080crd,crd,BethJu00,def_pct,2%,,,,,
player,201409080crd,crd,BethJu00,special_teams,18,,,,,
player,201409080crd,crd,BethJu00,st_pct,75%,,,,,
player,201409080crd,crd,AlexLo99,pos,LB,,,,,
player,201409080crd,crd,AlexLo99,offense,0,,,,,
player,201409080crd,crd,AlexLo99,off_pct,0%,,,,,
player,201409080crd,crd,AlexLo99,defense,0,,,,,
player,201409080crd,crd,AlexLo99,def_pct,0%,,,,,
player,201409080crd,crd,AlexLo99,special_teams,16,,,,,
player,201409080crd,crd,AlexLo99,st_pct,67%,,,,,
player,201409080crd,crd,DemeKe00,pos,LB,,,,,
player,201409080crd,crd,DemeKe00,offense,0,,,,,
player,201409080crd,crd,DemeKe00,off_pct,0%,,,,,
player,201409080crd,crd,DemeKe00,defense,0,,,,,
player,201409080crd,crd,DemeKe00,def_pct,0%,,,,,
player,201409080crd,crd,DemeKe00,special_teams,11,,,,,
player,201409080crd,crd,DemeKe00,st_pct,46%,,,,,
player,201409080crd,crd,LeacMi00,pos,LS,,,,,
player,201409080crd,crd,LeacMi00,offense,0,,,,,
player,201409080crd,crd,LeacMi00,off_pct,0%,,,,,
player,201409080crd,crd,LeacMi00,defense,0,,,,,
player,201409080crd,crd,LeacMi00,def_pct,0%,,,,,
player,201409080crd,crd,LeacMi00,special_teams,7,,,,,
player,201409080crd,crd,LeacMi00,st_pct,29%,,,,,
player,201409080crd,crd,CataCh00,pos,K,,,,,
player,201409080crd,crd,CataCh00,offense,0,,,,,
player,201409080crd,crd,CataCh00,off_pct,0%,,,,,
player,201409080crd,crd,CataCh00,defense,0,,,,,
player,201409080crd,crd,CataCh00,def_pct,0%,,,,,
player,201409080crd,crd,CataCh00,special_teams,6,,,,,
player,201409080crd,crd,CataCh00,st_pct,25%,,,,,
player,201409080crd,crd,ButlDr00,pos,P,,,,,
player,201409080crd,crd,ButlDr00,offense,0,,,,,
player,201409080crd,crd,ButlDr00,off_pct,0%,,,,,
player,201409080crd,crd,ButlDr00,defense,0,,,,,
player,201409080crd,crd,ButlDr00,def_pct,0%,,,,,
player,201409080crd,crd,ButlDr00,special_teams,5,,,,,
player,201409080crd,crd,ButlDr00,st_pct,21%,,,,,
player,201409080crd,crd,SoweBr00,pos,T,,,,,
player,201409080crd,crd,SoweBr00,offense,0,,,,,
player,201409080crd,crd,SoweBr00,off_pct,0%,,,,,
player,201409080crd,crd,SoweBr00,defense,0,,,,,
player,201409080crd,crd,SoweBr00,def_pct,0%,,,,,
player,201409080crd,crd,SoweBr00,special_teams,2,,,,,
player,201409080crd,crd,SoweBr00,st_pct,8%,,,,,
player,201409080crd,crd,ZastDa20,pos,P,,,,,
player,201409080crd,crd,ZastDa20,offense,0,,,,,
player,201409080crd,crd,ZastDa20,off_pct,0%,,,,,
player,201409080crd,crd,ZastDa20,defense,0,,,,,
player,201409080crd,crd,ZastDa20,def_pct,0%,,,,,
player,201409080crd,crd,ZastDa20,special_teams,2,,,,,
player,201409080crd,crd,ZastDa20,st_pct,8%,,,,,
player,201409080crd,sdg,DunlKi20,pos,T,,,,,
player,201409080crd,sdg,DunlKi20,offense,61,,,,,
player,201409080crd,sdg,DunlKi20,off_pct,100%,,,,,
player,201409080crd,sdg,DunlKi20,defense,0,,,,,
player,201409080crd,sdg,DunlKi20,def_pct,0%,,,,,
player,201409080crd,sdg,DunlKi20,special_teams,3,,,,,
player,201409080crd,sdg,DunlKi20,st_pct,12%,,,,,
player,201409080crd,sdg,TrouJo00,pos,G,,,,,
player,201409080crd,sdg,TrouJo00,offense,61,,,,,
player,201409080crd,sdg,TrouJo00,off_pct,100%,,,,,
player,201409080crd,sdg,TrouJo00,defense,0,,,,,
player,201409080crd,sdg,TrouJo00,def_pct,0%,,,,,
player,201409080crd,sdg,TrouJo00,special_teams,3,,,,,
player,201409080crd,sdg,TrouJo00,st_pct,12%,,,,,
player,201409080crd,sdg,FlukDJ00,pos,T,,,,,
player,201409080crd,sdg,FlukDJ00,offense,61,,,,,
player,201409080crd,sdg,FlukDJ00,off_pct,100%,,,,,
player,201409080crd,sdg,FlukDJ00,defense,0,,,,,
player,201409080crd,sdg,FlukDJ00,def_pct,0%,,,,,
player,201409080crd,sdg,FlukDJ00,special_teams,3,,,,,
