game,2014,16,20141221,201412210dal,clt,"Indianapolis Colts",7,dal,"Dallas Cowboys",42
player,201412210dal,dal,SpilCJ99,def_int_long,0,,,,,
player,201412210dal,dal,SpilCJ99,pass_defended,0,,,,,
player,201412210dal,dal,SpilCJ99,sacks,0.0,,,,,
player,201412210dal,dal,SpilCJ99,tackles_combined,3,,,,,
player,201412210dal,dal,SpilCJ99,tackles_solo,2,,,,,
player,201412210dal,dal,SpilCJ99,tackles_assists,1,,,,,
player,201412210dal,dal,SpilCJ99,tackles_loss,0,,,,,
player,201412210dal,dal,SpilCJ99,qb_hits,0,,,,,
player,201412210dal,dal,SpilCJ99,fumbles_rec,0,,,,,
player,201412210dal,dal,SpilCJ99,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,SpilCJ99,fumbles_rec_td,0,,,,,
player,201412210dal,dal,SpilCJ99,fumbles_forced,0,,,,,
player,201412210dal,dal,LawrCa01,def_int,0,,,,,
player,201412210dal,dal,LawrCa01,def_int_yds,0,,,,,
player,201412210dal,dal,LawrCa01,def_int_td,0,,,,,
player,201412210dal,dal,LawrCa01,def_int_long,0,,,,,
player,201412210dal,dal,LawrCa01,pass_defended,0,,,,,
player,201412210dal,dal,LawrCa01,sacks,0.0,,,,,
player,201412210dal,dal,LawrCa01,tackles_combined,2,,,,,
player,201412210dal,dal,LawrCa01,tackles_solo,1,,,,,
player,201412210dal,dal,LawrCa01,tackles_assists,1,,,,,
player,201412210dal,dal,LawrCa01,tackles_loss,0,,,,,
player,201412210dal,dal,LawrCa01,qb_hits,0,,,,,
player,201412210dal,dal,LawrCa01,fumbles_rec,0,,,,,
player,201412210dal,dal,LawrCa01,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,LawrCa01,fumbles_rec_td,0,,,,,
player,201412210dal,dal,LawrCa01,fumbles_forced,0,,,,,
player,201412210dal,dal,MeltHe99,def_int,0,,,,,
player,201412210dal,dal,MeltHe99,def_int_yds,0,,,,,
player,201412210dal,dal,MeltHe99,def_int_td,0,,,,,
player,201412210dal,dal,MeltHe99,def_int_long,0,,,,,
player,201412210dal,dal,MeltHe99,pass_defended,0,,,,,
player,201412210dal,dal,MeltHe99,sacks,0.0,,,,,
player,201412210dal,dal,MeltHe99,tackles_combined,2,,,,,
player,201412210dal,dal,MeltHe99,tackles_solo,1,,,,,
player,201412210dal,dal,MeltHe99,tackles_assists,1,,,,,
player,201412210dal,dal,MeltHe99,tackles_loss,0,,,,,
player,201412210dal,dal,MeltHe99,qb_hits,1,,,,,
player,201412210dal,dal,MeltHe99,fumbles_rec,0,,,,,
player,201412210dal,dal,MeltHe99,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,MeltHe99,fumbles_rec_td,0,,,,,
player,201412210dal,dal,MeltHe99,fumbles_forced,0,,,,,
player,201412210dal,dal,MincJe99,def_int,0,,,,,
player,201412210dal,dal,MincJe99,def_int_yds,0,,,,,
player,201412210dal,dal,MincJe99,def_int_td,0,,,,,
player,201412210dal,dal,MincJe99,def_int_long,0,,,,,
player,201412210dal,dal,MincJe99,pass_defended,0,,,,,
player,201412210dal,dal,MincJe99,sacks,0.0,,,,,
player,201412210dal,dal,MincJe99,tackles_combined,2,,,,,
player,201412210dal,dal,MincJe99,tackles_solo,2,,,,,
player,201412210dal,dal,MincJe99,tackles_assists,0,,,,,
player,201412210dal,dal,MincJe99,tackles_loss,1,,,,,
player,201412210dal,dal,MincJe99,qb_hits,0,,,,,
player,201412210dal,dal,MincJe99,fumbles_rec,0,,,,,
player,201412210dal,dal,MincJe99,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,MincJe99,fumbles_rec_td,0,,,,,
player,201412210dal,dal,MincJe99,fumbles_forced,0,,,,,
player,201412210dal,dal,SmitKe03,def_int,0,,,,,
player,201412210dal,dal,SmitKe03,def_int_yds,0,,,,,
player,201412210dal,dal,SmitKe03,def_int_td,0,,,,,
player,201412210dal,dal,SmitKe03,def_int_long,0,,,,,
player,201412210dal,dal,SmitKe03,pass_defended,0,,,,,
player,201412210dal,dal,SmitKe03,sacks,0.0,,,,,
player,201412210dal,dal,SmitKe03,tackles_combined,2,,,,,
player,201412210dal,dal,SmitKe03,tackles_solo,2,,,,,
player,201412210dal,dal,SmitKe03,tackles_assists,0,,,,,
player,201412210dal,dal,SmitKe03,tackles_loss,0,,,,,
player,201412210dal,dal,SmitKe03,qb_hits,0,,,,,
player,201412210dal,dal,SmitKe03,fumbles_rec,0,,,,,
player,201412210dal,dal,SmitKe03,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,SmitKe03,fumbles_rec_td,0,,,,,
player,201412210dal,dal,SmitKe03,fumbles_forced,0,,,,,
player,201412210dal,dal,CrawTy00,def_int,0,,,,,
player,201412210dal,dal,CrawTy00,def_int_yds,0,,,,,
player,201412210dal,dal,CrawTy00,def_int_td,0,,,,,
player,201412210dal,dal,CrawTy00,def_int_long,0,,,,,
player,201412210dal,dal,CrawTy00,pass_defended,0,,,,,
player,201412210dal,dal,CrawTy00,sacks,0.0,,,,,
player,201412210dal,dal,CrawTy00,tackles_combined,1,,,,,
player,201412210dal,dal,CrawTy00,tackles_solo,1,,,,,
player,201412210dal,dal,CrawTy00,tackles_assists,0,,,,,
player,201412210dal,dal,CrawTy00,tackles_loss,1,,,,,
player,201412210dal,dal,CrawTy00,qb_hits,0,,,,,
player,201412210dal,dal,CrawTy00,fumbles_rec,0,,,,,
player,201412210dal,dal,CrawTy00,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,CrawTy00,fumbles_rec_td,0,,,,,
player,201412210dal,dal,CrawTy00,fumbles_forced,0,,,,,
player,201412210dal,dal,HannJa00,def_int,0,,,,,
player,201412210dal,dal,HannJa00,def_int_yds,0,,,,,
player,201412210dal,dal,HannJa00,def_int_td,0,,,,,
player,201412210dal,dal,HannJa00,def_int_long,0,,,,,
player,201412210dal,dal,HannJa00,pass_defended,0,,,,,
player,201412210dal,dal,HannJa00,sacks,0.0,,,,,
player,201412210dal,dal,HannJa00,tackles_combined,1,,,,,
player,201412210dal,dal,HannJa00,tackles_solo,1,,,,,
player,201412210dal,dal,HannJa00,tackles_assists,0,,,,,
player,201412210dal,dal,HannJa00,tackles_loss,0,,,,,
player,201412210dal,dal,HannJa00,qb_hits,0,,,,,
player,201412210dal,dal,HannJa00,fumbles_rec,0,,,,,
player,201412210dal,dal,HannJa00,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,HannJa00,fumbles_rec_td,0,,,,,
player,201412210dal,dal,HannJa00,fumbles_forced,0,,,,,
player,201412210dal,dal,LawrDe00,def_int,0,,,,,
player,201412210dal,dal,LawrDe00,def_int_yds,0,,,,,
player,201412210dal,dal,LawrDe00,def_int_td,0,,,,,
player,201412210dal,dal,LawrDe00,def_int_long,0,,,,,
player,201412210dal,dal,LawrDe00,pass_defended,0,,,,,
player,201412210dal,dal,LawrDe00,sacks,0.0,,,,,
player,201412210dal,dal,LawrDe00,tackles_combined,1,,,,,
player,201412210dal,dal,LawrDe00,tackles_solo,0,,,,,
player,201412210dal,dal,LawrDe00,tackles_assists,1,,,,,
player,201412210dal,dal,LawrDe00,tackles_loss,0,,,,,
player,201412210dal,dal,LawrDe00,qb_hits,0,,,,,
player,201412210dal,dal,LawrDe00,fumbles_rec,0,,,,,
player,201412210dal,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201412210dal,dal,LawrDe00,fumbles_forced,0,,,,,
player,201412210dal,dal,PatmTy00,def_int,0,,,,,
player,201412210dal,dal,PatmTy00,def_int_yds,0,,,,,
player,201412210dal,dal,PatmTy00,def_int_td,0,,,,,
player,201412210dal,dal,PatmTy00,def_int_long,0,,,,,
player,201412210dal,dal,PatmTy00,pass_defended,0,,,,,
player,201412210dal,dal,PatmTy00,sacks,0.0,,,,,
player,201412210dal,dal,PatmTy00,tackles_combined,1,,,,,
player,201412210dal,dal,PatmTy00,tackles_solo,1,,,,,
player,201412210dal,dal,PatmTy00,tackles_assists,0,,,,,
player,201412210dal,dal,PatmTy00,tackles_loss,1,,,,,
player,201412210dal,dal,PatmTy00,qb_hits,0,,,,,
player,201412210dal,dal,PatmTy00,fumbles_rec,0,,,,,
player,201412210dal,dal,PatmTy00,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,PatmTy00,fumbles_rec_td,0,,,,,
player,201412210dal,dal,PatmTy00,fumbles_forced,0,,,,,
player,201412210dal,dal,HaydNi99,def_int,0,,,,,
player,201412210dal,dal,HaydNi99,def_int_yds,0,,,,,
player,201412210dal,dal,HaydNi99,def_int_td,0,,,,,
player,201412210dal,dal,HaydNi99,def_int_long,0,,,,,
player,201412210dal,dal,HaydNi99,pass_defended,1,,,,,
player,201412210dal,dal,HaydNi99,sacks,0.0,,,,,
player,201412210dal,dal,HaydNi99,tackles_combined,0,,,,,
player,201412210dal,dal,HaydNi99,tackles_solo,0,,,,,
player,201412210dal,dal,HaydNi99,tackles_assists,0,,,,,
player,201412210dal,dal,HaydNi99,tackles_loss,0,,,,,
player,201412210dal,dal,HaydNi99,qb_hits,0,,,,,
player,201412210dal,dal,HaydNi99,fumbles_rec,0,,,,,
player,201412210dal,dal,HaydNi99,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,HaydNi99,fumbles_rec_td,0,,,,,
player,201412210dal,dal,HaydNi99,fumbles_forced,0,,,,,
player,201412210dal,dal,SelvGe99,def_int,0,,,,,
player,201412210dal,dal,SelvGe99,def_int_yds,0,,,,,
player,201412210dal,dal,SelvGe99,def_int_td,0,,,,,
player,201412210dal,dal,SelvGe99,def_int_long,0,,,,,
player,201412210dal,dal,SelvGe99,pass_defended,0,,,,,
player,201412210dal,dal,SelvGe99,sacks,0.0,,,,,
player,201412210dal,dal,SelvGe99,tackles_combined,0,,,,,
player,201412210dal,dal,SelvGe99,tackles_solo,0,,,,,
player,201412210dal,dal,SelvGe99,tackles_assists,0,,,,,
player,201412210dal,dal,SelvGe99,tackles_loss,0,,,,,
player,201412210dal,dal,SelvGe99,qb_hits,1,,,,,
player,201412210dal,dal,SelvGe99,fumbles_rec,1,,,,,
player,201412210dal,dal,SelvGe99,fumbles_rec_yds,2,,,,,
player,201412210dal,dal,SelvGe99,fumbles_rec_td,0,,,,,
player,201412210dal,dal,SelvGe99,fumbles_forced,0,,,,,
player,201412210dal,dal,SpenAn99,def_int,0,,,,,
player,201412210dal,dal,SpenAn99,def_int_yds,0,,,,,
player,201412210dal,dal,SpenAn99,def_int_td,0,,,,,
player,201412210dal,dal,SpenAn99,def_int_long,0,,,,,
player,201412210dal,dal,SpenAn99,pass_defended,0,,,,,
player,201412210dal,dal,SpenAn99,sacks,0.0,,,,,
player,201412210dal,dal,SpenAn99,tackles_combined,0,,,,,
player,201412210dal,dal,SpenAn99,tackles_solo,0,,,,,
player,201412210dal,dal,SpenAn99,tackles_assists,0,,,,,
player,201412210dal,dal,SpenAn99,tackles_loss,0,,,,,
player,201412210dal,dal,SpenAn99,qb_hits,2,,,,,
player,201412210dal,dal,SpenAn99,fumbles_rec,0,,,,,
player,201412210dal,dal,SpenAn99,fumbles_rec_yds,0,,,,,
player,201412210dal,dal,SpenAn99,fumbles_rec_td,0,,,,,
player,201412210dal,dal,SpenAn99,fumbles_forced,0,,,,,
player,201412210dal,dal,HeatJe00,def_int,,,,,,
player,201412210dal,dal,HeatJe00,def_int_yds,,,,,,
player,201412210dal,dal,HeatJe00,def_int_td,,,,,,
player,201412210dal,dal,HeatJe00,def_int_long,,,,,,
player,201412210dal,dal,HeatJe00,pass_defended,0,,,,,
player,201412210dal,dal,HeatJe00,sacks,0.0,,,,,
player,201412210dal,dal,HeatJe00,tackles_combined,1,,,,,
player,201412210dal,dal,HeatJe00,tackles_solo,0,,,,,
player,201412210dal,dal,HeatJe00,tackles_assists,1,,,,,
player,201412210dal,dal,HeatJe00,tackles_loss,0,,,,,
player,201412210dal,dal,HeatJe00,qb_hits,0,,,,,
player,201412210dal,dal,HeatJe00,fumbles_rec,0,,,,,
player,201412210dal,dal,HeatJe00,fumbles_rec_yds,,,,,,
player,201412210dal,dal,HeatJe00,fumbles_rec_td,,,,,,
player,201412210dal,dal,HeatJe00,fumbles_forced,0,,,,,
player,201412210dal,clt,CribJo01,kick_ret,2,,,,,
player,201412210dal,clt,CribJo01,kick_ret_yds,57,,,,,
player,201412210dal,clt,CribJo01,kick_ret_yds_per_ret,28.5,,,,,
player,201412210dal,clt,CribJo01,kick_ret_td,0,,,,,
player,201412210dal,clt,CribJo01,kick_ret_long,31,,,,,
player,201412210dal,clt,CribJo01,punt_ret,1,,,,,
player,201412210dal,clt,CribJo01,punt_ret_yds,7,,,,,
player,201412210dal,clt,CribJo01,punt_ret_yds_per_ret,7.0,,,,,
player,201412210dal,clt,CribJo01,punt_ret_td,0,,,,,
player,201412210dal,clt,CribJo01,punt_ret_long,7,,,,,
player,201412210dal,dal,HarrDw00,kick_ret,0,,,,,
player,201412210dal,dal,HarrDw00,kick_ret_yds,0,,,,,
player,201412210dal,dal,HarrDw00,kick_ret_yds_per_ret,,,,,,
player,201412210dal,dal,HarrDw00,kick_ret_td,0,,,,,
player,201412210dal,dal,HarrDw00,kick_ret_long,0,,,,,
player,201412210dal,dal,HarrDw00,punt_ret,3,,,,,
player,201412210dal,dal,HarrDw00,punt_ret_yds,29,,,,,
player,201412210dal,dal,HarrDw00,punt_ret_yds_per_ret,9.7,,,,,
player,201412210dal,dal,HarrDw00,punt_ret_td,0,,,,,
player,201412210dal,dal,HarrDw00,punt_ret_long,14,,,,,
player,201412210dal,clt,vinatada01,xpm,1,,,,,
player,201412210dal,clt,vinatada01,xpa,1,,,,,
player,201412210dal,clt,vinatada01,fgm,,,,,,
player,201412210dal,clt,vinatada01,fga,,,,,,
player,201412210dal,clt,vinatada01,punt,0,,,,,
player,201412210dal,clt,vinatada01,punt_yds,0,,,,,
player,201412210dal,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201412210dal,clt,vinatada01,punt_long,0,,,,,
player,201412210dal,clt,McAfPa44,xpm,,,,,,
player,201412210dal,clt,McAfPa44,xpa,,,,,,
player,201412210dal,clt,McAfPa44,fgm,,,,,,
player,201412210dal,clt,McAfPa44,fga,,,,,,
player,201412210dal,clt,McAfPa44,punt,5,,,,,
player,201412210dal,clt,McAfPa44,punt_yds,232,,,,,
player,201412210dal,clt,McAfPa44,punt_yds_per_punt,46.4,,,,,
player,201412210dal,clt,McAfPa44,punt_long,61,,,,,
player,201412210dal,dal,BailDa00,xpm,6,,,,,
player,201412210dal,dal,BailDa00,xpa,6,,,,,
player,201412210dal,dal,BailDa00,fgm,,,,,,
player,201412210dal,dal,BailDa00,fga,1,,,,,
player,201412210dal,dal,BailDa00,punt,0,,,,,
player,201412210dal,dal,BailDa00,punt_yds,0,,,,,
player,201412210dal,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201412210dal,dal,BailDa00,punt_long,0,,,,,
player,201412210dal,dal,JoneCh02,xpm,,,,,,
player,201412210dal,dal,JoneCh02,xpa,,,,,,
player,201412210dal,dal,JoneCh02,fgm,,,,,,
player,201412210dal,dal,JoneCh02,fga,,,,,,
player,201412210dal,dal,JoneCh02,punt,2,,,,,
player,201412210dal,dal,JoneCh02,punt_yds,92,,,,,
player,201412210dal,dal,JoneCh02,punt_yds_per_punt,46.0,,,,,
player,201412210dal,dal,JoneCh02,punt_long,56,,,,,
player,201412210dal,dal,LearRo00,pos,G,,,,,
player,201412210dal,dal,LearRo00,offense,63,,,,,
player,201412210dal,dal,LearRo00,off_pct,100%,,,,,
player,201412210dal,dal,LearRo00,defense,0,,,,,
player,201412210dal,dal,LearRo00,def_pct,0%,,,,,
player,201412210dal,dal,LearRo00,special_teams,7,,,,,
player,201412210dal,dal,LearRo00,st_pct,28%,,,,,
player,201412210dal,dal,ParnJe00,pos,T,,,,,
player,201412210dal,dal,ParnJe00,offense,63,,,,,
player,201412210dal,dal,ParnJe00,off_pct,100%,,,,,
player,201412210dal,dal,ParnJe00,defense,0,,,,,
player,201412210dal,dal,ParnJe00,def_pct,0%,,,,,
player,201412210dal,dal,ParnJe00,special_teams,7,,,,,
player,201412210dal,dal,ParnJe00,st_pct,28%,,,,,
player,201412210dal,dal,FredTr00,pos,C,,,,,
player,201412210dal,dal,FredTr00,offense,63,,,,,
player,201412210dal,dal,FredTr00,off_pct,100%,,,,,
player,201412210dal,dal,FredTr00,defense,0,,,,,
player,201412210dal,dal,FredTr00,def_pct,0%,,,,,
player,201412210dal,dal,FredTr00,special_teams,7,,,,,
player,201412210dal,dal,FredTr00,st_pct,28%,,,,,
player,201412210dal,dal,SmitTy00,pos,T,,,,,
player,201412210dal,dal,SmitTy00,offense,63,,,,,
player,201412210dal,dal,SmitTy00,off_pct,100%,,,,,
player,201412210dal,dal,SmitTy00,defense,0,,,,,
player,201412210dal,dal,SmitTy00,def_pct,0%,,,,,
player,201412210dal,dal,SmitTy00,special_teams,7,,,,,
player,201412210dal,dal,SmitTy00,st_pct,28%,,,,,
player,201412210dal,dal,MartZa00,pos,G,,,,,
player,201412210dal,dal,MartZa00,offense,57,,,,,
player,201412210dal,dal,MartZa00,off_pct,90%,,,,,
player,201412210dal,dal,MartZa00,defense,0,,,,,
player,201412210dal,dal,MartZa00,def_pct,0%,,,,,
player,201412210dal,dal,MartZa00,special_teams,0,,,,,
player,201412210dal,dal,MartZa00,st_pct,0%,,,,,
player,201412210dal,dal,RomoTo00,pos,QB,,,,,
player,201412210dal,dal,RomoTo00,offense,57,,,,,
player,201412210dal,dal,RomoTo00,off_pct,90%,,,,,
player,201412210dal,dal,RomoTo00,defense,0,,,,,
player,201412210dal,dal,RomoTo00,def_pct,0%,,,,,
player,201412210dal,dal,RomoTo00,special_teams,0,,,,,
player,201412210dal,dal,RomoTo00,st_pct,0%,,,,,
player,201412210dal,dal,WittJa00,pos,TE,,,,,
player,201412210dal,dal,WittJa00,offense,56,,,,,
player,201412210dal,dal,WittJa00,off_pct,89%,,,,,
player,201412210dal,dal,WittJa00,defense,0,,,,,
player,201412210dal,dal,WittJa00,def_pct,0%,,,,,
player,201412210dal,dal,WittJa00,special_teams,4,,,,,
player,201412210dal,dal,WittJa00,st_pct,16%,,,,,
player,201412210dal,dal,BryaDe01,pos,WR,,,,,
player,201412210dal,dal,BryaDe01,offense,48,,,,,
player,201412210dal,dal,BryaDe01,off_pct,76%,,,,,
player,201412210dal,dal,BryaDe01,defense,0,,,,,
player,201412210dal,dal,BryaDe01,def_pct,0%,,,,,
player,201412210dal,dal,BryaDe01,special_teams,0,,,,,
player,201412210dal,dal,BryaDe01,st_pct,0%,,,,,
player,201412210dal,dal,WillTe01,pos,WR,,,,,
player,201412210dal,dal,WillTe01,offense,41,,,,,
player,201412210dal,dal,WillTe01,off_pct,65%,,,,,
player,201412210dal,dal,WillTe01,defense,0,,,,,
player,201412210dal,dal,WillTe01,def_pct,0%,,,,,
player,201412210dal,dal,WillTe01,special_teams,1,,,,,
player,201412210dal,dal,WillTe01,st_pct,4%,,,,,
player,201412210dal,dal,MurrDe00,pos,RB,,,,,
player,201412210dal,dal,MurrDe00,offense,31,,,,,
player,201412210dal,dal,MurrDe00,off_pct,49%,,,,,
player,201412210dal,dal,MurrDe00,defense,0,,,,,
player,201412210dal,dal,MurrDe00,def_pct,0%,,,,,
player,201412210dal,dal,MurrDe00,special_teams,0,,,,,
player,201412210dal,dal,MurrDe00,st_pct,0%,,,,,
player,201412210dal,dal,HannJa00,pos,TE,,,,,
player,201412210dal,dal,HannJa00,offense,30,,,,,
player,201412210dal,dal,HannJa00,off_pct,48%,,,,,
player,201412210dal,dal,HannJa00,defense,0,,,,,
player,201412210dal,dal,HannJa00,def_pct,0%,,,,,
player,201412210dal,dal,HannJa00,special_teams,11,,,,,
player,201412210dal,dal,HannJa00,st_pct,44%,,,,,
player,201412210dal,dal,RandJo01,pos,RB,,,,,
player,201412210dal,dal,RandJo01,offense,22,,,,,
player,201412210dal,dal,RandJo01,off_pct,35%,,,,,
player,201412210dal,dal,RandJo01,defense,0,,,,,
player,201412210dal,dal,RandJo01,def_pct,0%,,,,,
player,201412210dal,dal,RandJo01,special_teams,4,,,,,
player,201412210dal,dal,RandJo01,st_pct,16%,,,,,
player,201412210dal,dal,EscoGa00,pos,TE,,,,,
player,201412210dal,dal,EscoGa00,offense,18,,,,,
player,201412210dal,dal,EscoGa00,off_pct,29%,,,,,
player,201412210dal,dal,EscoGa00,defense,0,,,,,
player,201412210dal,dal,EscoGa00,def_pct,0%,,,,,
player,201412210dal,dal,EscoGa00,special_teams,8,,,,,
player,201412210dal,dal,EscoGa00,st_pct,32%,,,,,
player,201412210dal,dal,BeasCo00,pos,WR,,,,,
player,201412210dal,dal,BeasCo00,offense,17,,,,,
player,201412210dal,dal,BeasCo00,off_pct,27%,,,,,
player,201412210dal,dal,BeasCo00,defense,0,,,,,
player,201412210dal,dal,BeasCo00,def_pct,0%,,,,,
player,201412210dal,dal,BeasCo00,special_teams,1,,,,,
player,201412210dal,dal,BeasCo00,st_pct,4%,,,,,
player,201412210dal,dal,HarrDw00,pos,WR,,,,,
player,201412210dal,dal,HarrDw00,offense,15,,,,,
player,201412210dal,dal,HarrDw00,off_pct,24%,,,,,
player,201412210dal,dal,HarrDw00,defense,0,,,,,
player,201412210dal,dal,HarrDw00,def_pct,0%,,,,,
player,201412210dal,dal,HarrDw00,special_teams,17,,,,,
player,201412210dal,dal,HarrDw00,st_pct,68%,,,,,
player,201412210dal,dal,ClutTy00,pos,FB,,,,,
player,201412210dal,dal,ClutTy00,offense,15,,,,,
player,201412210dal,dal,ClutTy00,off_pct,24%,,,,,
player,201412210dal,dal,ClutTy00,defense,0,,,,,
player,201412210dal,dal,ClutTy00,def_pct,0%,,,,,
player,201412210dal,dal,ClutTy00,special_teams,1,,,,,
player,201412210dal,dal,ClutTy00,st_pct,4%,,,,,
player,201412210dal,dal,StreDe00,pos,WR,,,,,
player,201412210dal,dal,StreDe00,offense,11,,,,,
player,201412210dal,dal,StreDe00,off_pct,17%,,,,,
player,201412210dal,dal,StreDe00,defense,0,,,,,
player,201412210dal,dal,StreDe00,def_pct,0%,,,,,
player,201412210dal,dal,StreDe00,special_teams,0,,,,,
player,201412210dal,dal,StreDe00,st_pct,0%,,,,,
player,201412210dal,dal,DunbLa00,pos,RB,,,,,
player,201412210dal,dal,DunbLa00,offense,8,,,,,
player,201412210dal,dal,DunbLa00,off_pct,13%,,,,,
player,201412210dal,dal,DunbLa00,defense,0,,,,,
player,201412210dal,dal,DunbLa00,def_pct,0%,,,,,
player,201412210dal,dal,DunbLa00,special_teams,9,,,,,
player,201412210dal,dal,DunbLa00,st_pct,36%,,,,,
player,201412210dal,dal,BernMa20,pos,G,,,,,
player,201412210dal,dal,BernMa20,offense,6,,,,,
player,201412210dal,dal,BernMa20,off_pct,10%,,,,,
player,201412210dal,dal,BernMa20,defense,0,,,,,
player,201412210dal,dal,BernMa20,def_pct,0%,,,,,
player,201412210dal,dal,BernMa20,special_teams,7,,,,,
player,201412210dal,dal,BernMa20,st_pct,28%,,,,,
player,201412210dal,dal,WeedBr00,pos,QB,,,,,
player,201412210dal,dal,WeedBr00,offense,6,,,,,
player,201412210dal,dal,WeedBr00,off_pct,10%,,,,,
player,201412210dal,dal,WeedBr00,defense,0,,,,,
player,201412210dal,dal,WeedBr00,def_pct,0%,,,,,
player,201412210dal,dal,WeedBr00,special_teams,0,,,,,
player,201412210dal,dal,WeedBr00,st_pct,0%,,,,,
player,201412210dal,dal,HillTo21,pos,T,,,,,
player,201412210dal,dal,HillTo21,offense,3,,,,,
player,201412210dal,dal,HillTo21,off_pct,5%,,,,,
player,201412210dal,dal,HillTo21,defense,0,,,,,
player,201412210dal,dal,HillTo21,def_pct,0%,,,,,
player,201412210dal,dal,HillTo21,special_teams,7,,,,,
player,201412210dal,dal,HillTo21,st_pct,28%,,,,,
player,201412210dal,dal,MoorSt00,pos,CB,,,,,
player,201412210dal,dal,MoorSt00,offense,0,,,,,
player,201412210dal,dal,MoorSt00,off_pct,0%,,,,,
player,201412210dal,dal,MoorSt00,defense,55,,,,,
player,201412210dal,dal,MoorSt00,def_pct,89%,,,,,
player,201412210dal,dal,MoorSt00,special_teams,0,,,,,
player,201412210dal,dal,MoorSt00,st_pct,0%,,,,,
player,201412210dal,dal,ScanOr99,pos,CB,,,,,
player,201412210dal,dal,ScanOr99,offense,0,,,,,
player,201412210dal,dal,ScanOr99,off_pct,0%,,,,,
player,201412210dal,dal,ScanOr99,defense,48,,,,,
player,201412210dal,dal,ScanOr99,def_pct,77%,,,,,
player,201412210dal,dal,ScanOr99,special_teams,7,,,,,
player,201412210dal,dal,ScanOr99,st_pct,28%,,,,,
player,201412210dal,dal,CarrBr99,pos,CB,,,,,
player,201412210dal,dal,CarrBr99,offense,0,,,,,
player,201412210dal,dal,CarrBr99,off_pct,0%,,,,,
player,201412210dal,dal,CarrBr99,defense,46,,,,,
player,201412210dal,dal,CarrBr99,def_pct,74%,,,,,
player,201412210dal,dal,CarrBr99,special_teams,0,,,,,
player,201412210dal,dal,CarrBr99,st_pct,0%,,,,,
player,201412210dal,dal,WilcJ.00,pos,FS,,,,,
player,201412210dal,dal,WilcJ.00,offense,0,,,,,
player,201412210dal,dal,WilcJ.00,off_pct,0%,,,,,
player,201412210dal,dal,WilcJ.00,defense,42,,,,,
player,201412210dal,dal,WilcJ.00,def_pct,68%,,,,,
player,201412210dal,dal,WilcJ.00,special_teams,15,,,,,
player,201412210dal,dal,WilcJ.00,st_pct,60%,,,,,
player,201412210dal,dal,ChurBa99,pos,SS,,,,,
player,201412210dal,dal,ChurBa99,offense,0,,,,,
player,201412210dal,dal,ChurBa99,off_pct,0%,,,,,
player,201412210dal,dal,ChurBa99,defense,40,,,,,
player,201412210dal,dal,ChurBa99,def_pct,65%,,,,,
player,201412210dal,dal,ChurBa99,special_teams,8,,,,,
player,201412210dal,dal,ChurBa99,st_pct,32%,,,,,
player,201412210dal,dal,CrawTy00,pos,DE,,,,,
player,201412210dal,dal,CrawTy00,offense,0,,,,,
player,201412210dal,dal,CrawTy00,off_pct,0%,,,,,
player,201412210dal,dal,CrawTy00,defense,34,,,,,
player,201412210dal,dal,CrawTy00,def_pct,55%,,,,,
player,201412210dal,dal,CrawTy00,special_teams,6,,,,,
player,201412210dal,dal,CrawTy00,st_pct,24%,,,,,
player,201412210dal,dal,MincJe99,pos,DE,,,,,
player,201412210dal,dal,MincJe99,offense,0,,,,,
player,201412210dal,dal,MincJe99,off_pct,0%,,,,,
player,201412210dal,dal,MincJe99,defense,34,,,,,
player,201412210dal,dal,MincJe99,def_pct,55%,,,,,
player,201412210dal,dal,MincJe99,special_teams,1,,,,,
player,201412210dal,dal,MincJe99,st_pct,4%,,,,,
player,201412210dal,dal,MeltHe99,pos,DT,,,,,
player,201412210dal,dal,MeltHe99,offense,0,,,,,
player,201412210dal,dal,MeltHe99,off_pct,0%,,,,,
player,201412210dal,dal,MeltHe99,defense,33,,,,,
player,201412210dal,dal,MeltHe99,def_pct,53%,,,,,
player,201412210dal,dal,MeltHe99,special_teams,0,,,,,
player,201412210dal,dal,MeltHe99,st_pct,0%,,,,,
player,201412210dal,dal,SpenAn99,pos,DE,,,,,
player,201412210dal,dal,SpenAn99,offense,0,,,,,
player,201412210dal,dal,SpenAn99,off_pct,0%,,,,,
player,201412210dal,dal,SpenAn99,defense,33,,,,,
player,201412210dal,dal,SpenAn99,def_pct,53%,,,,,
player,201412210dal,dal,SpenAn99,special_teams,0,,,,,
player,201412210dal,dal,SpenAn99,st_pct,0%,,,,,
player,201412210dal,dal,LawrDe00,pos,DE,,,,,
