game,2014,5,20141005,201410050phi,ram,"St. Louis Rams",28,phi,"Philadelphia Eagles",34
player,201410050phi,phi,ThorCe00,tackles_combined,2,,,,,
player,201410050phi,phi,ThorCe00,tackles_solo,0,,,,,
player,201410050phi,phi,ThorCe00,tackles_assists,2,,,,,
player,201410050phi,phi,ThorCe00,tackles_loss,0,,,,,
player,201410050phi,phi,ThorCe00,qb_hits,0,,,,,
player,201410050phi,phi,ThorCe00,fumbles_rec,2,,,,,
player,201410050phi,phi,ThorCe00,fumbles_rec_yds,40,,,,,
player,201410050phi,phi,ThorCe00,fumbles_rec_td,1,,,,,
player,201410050phi,phi,ThorCe00,fumbles_forced,0,,,,,
player,201410050phi,phi,BairBr00,def_int,0,,,,,
player,201410050phi,phi,BairBr00,def_int_yds,0,,,,,
player,201410050phi,phi,BairBr00,def_int_td,0,,,,,
player,201410050phi,phi,BairBr00,def_int_long,0,,,,,
player,201410050phi,phi,BairBr00,pass_defended,1,,,,,
player,201410050phi,phi,BairBr00,sacks,0.0,,,,,
player,201410050phi,phi,BairBr00,tackles_combined,1,,,,,
player,201410050phi,phi,BairBr00,tackles_solo,1,,,,,
player,201410050phi,phi,BairBr00,tackles_assists,0,,,,,
player,201410050phi,phi,BairBr00,tackles_loss,0,,,,,
player,201410050phi,phi,BairBr00,qb_hits,0,,,,,
player,201410050phi,phi,BairBr00,fumbles_rec,0,,,,,
player,201410050phi,phi,BairBr00,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,BairBr00,fumbles_rec_td,0,,,,,
player,201410050phi,phi,BairBr00,fumbles_forced,0,,,,,
player,201410050phi,phi,BramBr00,def_int,0,,,,,
player,201410050phi,phi,BramBr00,def_int_yds,0,,,,,
player,201410050phi,phi,BramBr00,def_int_td,0,,,,,
player,201410050phi,phi,BramBr00,def_int_long,0,,,,,
player,201410050phi,phi,BramBr00,pass_defended,0,,,,,
player,201410050phi,phi,BramBr00,sacks,0.0,,,,,
player,201410050phi,phi,BramBr00,tackles_combined,1,,,,,
player,201410050phi,phi,BramBr00,tackles_solo,1,,,,,
player,201410050phi,phi,BramBr00,tackles_assists,0,,,,,
player,201410050phi,phi,BramBr00,tackles_loss,0,,,,,
player,201410050phi,phi,BramBr00,qb_hits,0,,,,,
player,201410050phi,phi,BramBr00,fumbles_rec,0,,,,,
player,201410050phi,phi,BramBr00,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,BramBr00,fumbles_rec_td,0,,,,,
player,201410050phi,phi,BramBr00,fumbles_forced,0,,,,,
player,201410050phi,phi,CoxxFl00,def_int,0,,,,,
player,201410050phi,phi,CoxxFl00,def_int_yds,0,,,,,
player,201410050phi,phi,CoxxFl00,def_int_td,0,,,,,
player,201410050phi,phi,CoxxFl00,def_int_long,0,,,,,
player,201410050phi,phi,CoxxFl00,pass_defended,0,,,,,
player,201410050phi,phi,CoxxFl00,sacks,0.0,,,,,
player,201410050phi,phi,CoxxFl00,tackles_combined,1,,,,,
player,201410050phi,phi,CoxxFl00,tackles_solo,1,,,,,
player,201410050phi,phi,CoxxFl00,tackles_assists,0,,,,,
player,201410050phi,phi,CoxxFl00,tackles_loss,0,,,,,
player,201410050phi,phi,CoxxFl00,qb_hits,0,,,,,
player,201410050phi,phi,CoxxFl00,fumbles_rec,1,,,,,
player,201410050phi,phi,CoxxFl00,fumbles_rec_yds,4,,,,,
player,201410050phi,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201410050phi,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201410050phi,phi,MaraCh99,def_int,0,,,,,
player,201410050phi,phi,MaraCh99,def_int_yds,0,,,,,
player,201410050phi,phi,MaraCh99,def_int_td,0,,,,,
player,201410050phi,phi,MaraCh99,def_int_long,0,,,,,
player,201410050phi,phi,MaraCh99,pass_defended,0,,,,,
player,201410050phi,phi,MaraCh99,sacks,0.0,,,,,
player,201410050phi,phi,MaraCh99,tackles_combined,1,,,,,
player,201410050phi,phi,MaraCh99,tackles_solo,1,,,,,
player,201410050phi,phi,MaraCh99,tackles_assists,0,,,,,
player,201410050phi,phi,MaraCh99,tackles_loss,,,,,,
player,201410050phi,phi,MaraCh99,qb_hits,,,,,,
player,201410050phi,phi,MaraCh99,fumbles_rec,0,,,,,
player,201410050phi,phi,MaraCh99,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,MaraCh99,fumbles_rec_td,0,,,,,
player,201410050phi,phi,MaraCh99,fumbles_forced,0,,,,,
player,201410050phi,phi,ParkCo03,def_int,0,,,,,
player,201410050phi,phi,ParkCo03,def_int_yds,0,,,,,
player,201410050phi,phi,ParkCo03,def_int_td,0,,,,,
player,201410050phi,phi,ParkCo03,def_int_long,0,,,,,
player,201410050phi,phi,ParkCo03,pass_defended,0,,,,,
player,201410050phi,phi,ParkCo03,sacks,0.0,,,,,
player,201410050phi,phi,ParkCo03,tackles_combined,1,,,,,
player,201410050phi,phi,ParkCo03,tackles_solo,1,,,,,
player,201410050phi,phi,ParkCo03,tackles_assists,0,,,,,
player,201410050phi,phi,ParkCo03,tackles_loss,0,,,,,
player,201410050phi,phi,ParkCo03,qb_hits,0,,,,,
player,201410050phi,phi,ParkCo03,fumbles_rec,0,,,,,
player,201410050phi,phi,ParkCo03,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,ParkCo03,fumbles_rec_td,0,,,,,
player,201410050phi,phi,ParkCo03,fumbles_forced,0,,,,,
player,201410050phi,phi,SmitBr01,def_int,0,,,,,
player,201410050phi,phi,SmitBr01,def_int_yds,0,,,,,
player,201410050phi,phi,SmitBr01,def_int_td,0,,,,,
player,201410050phi,phi,SmitBr01,def_int_long,0,,,,,
player,201410050phi,phi,SmitBr01,pass_defended,0,,,,,
player,201410050phi,phi,SmitBr01,sacks,0.0,,,,,
player,201410050phi,phi,SmitBr01,tackles_combined,1,,,,,
player,201410050phi,phi,SmitBr01,tackles_solo,1,,,,,
player,201410050phi,phi,SmitBr01,tackles_assists,0,,,,,
player,201410050phi,phi,SmitBr01,tackles_loss,0,,,,,
player,201410050phi,phi,SmitBr01,qb_hits,0,,,,,
player,201410050phi,phi,SmitBr01,fumbles_rec,0,,,,,
player,201410050phi,phi,SmitBr01,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,SmitBr01,fumbles_rec_td,0,,,,,
player,201410050phi,phi,SmitBr01,fumbles_forced,0,,,,,
player,201410050phi,phi,AlleBe00,def_int,0,,,,,
player,201410050phi,phi,AlleBe00,def_int_yds,0,,,,,
player,201410050phi,phi,AlleBe00,def_int_td,0,,,,,
player,201410050phi,phi,AlleBe00,def_int_long,0,,,,,
player,201410050phi,phi,AlleBe00,pass_defended,0,,,,,
player,201410050phi,phi,AlleBe00,sacks,0.0,,,,,
player,201410050phi,phi,AlleBe00,tackles_combined,0,,,,,
player,201410050phi,phi,AlleBe00,tackles_solo,0,,,,,
player,201410050phi,phi,AlleBe00,tackles_assists,0,,,,,
player,201410050phi,phi,AlleBe00,tackles_loss,0,,,,,
player,201410050phi,phi,AlleBe00,qb_hits,1,,,,,
player,201410050phi,phi,AlleBe00,fumbles_rec,0,,,,,
player,201410050phi,phi,AlleBe00,fumbles_rec_yds,0,,,,,
player,201410050phi,phi,AlleBe00,fumbles_rec_td,0,,,,,
player,201410050phi,phi,AlleBe00,fumbles_forced,0,,,,,
player,201410050phi,ram,AustTa00,kick_ret,0,,,,,
player,201410050phi,ram,AustTa00,kick_ret_yds,0,,,,,
player,201410050phi,ram,AustTa00,kick_ret_yds_per_ret,,,,,,
player,201410050phi,ram,AustTa00,kick_ret_td,0,,,,,
player,201410050phi,ram,AustTa00,kick_ret_long,0,,,,,
player,201410050phi,ram,AustTa00,punt_ret,2,,,,,
player,201410050phi,ram,AustTa00,punt_ret_yds,7,,,,,
player,201410050phi,ram,AustTa00,punt_ret_yds_per_ret,3.5,,,,,
player,201410050phi,ram,AustTa00,punt_ret_td,0,,,,,
player,201410050phi,ram,AustTa00,punt_ret_long,4,,,,,
player,201410050phi,ram,CunnBe01,kick_ret,5,,,,,
player,201410050phi,ram,CunnBe01,kick_ret_yds,126,,,,,
player,201410050phi,ram,CunnBe01,kick_ret_yds_per_ret,25.2,,,,,
player,201410050phi,ram,CunnBe01,kick_ret_td,0,,,,,
player,201410050phi,ram,CunnBe01,kick_ret_long,31,,,,,
player,201410050phi,ram,CunnBe01,punt_ret,0,,,,,
player,201410050phi,ram,CunnBe01,punt_ret_yds,0,,,,,
player,201410050phi,ram,CunnBe01,punt_ret_yds_per_ret,,,,,,
player,201410050phi,ram,CunnBe01,punt_ret_td,0,,,,,
player,201410050phi,ram,CunnBe01,punt_ret_long,0,,,,,
player,201410050phi,phi,SproDa00,kick_ret,1,,,,,
player,201410050phi,phi,SproDa00,kick_ret_yds,15,,,,,
player,201410050phi,phi,SproDa00,kick_ret_yds_per_ret,15.0,,,,,
player,201410050phi,phi,SproDa00,kick_ret_td,0,,,,,
player,201410050phi,phi,SproDa00,kick_ret_long,15,,,,,
player,201410050phi,phi,SproDa00,punt_ret,1,,,,,
player,201410050phi,phi,SproDa00,punt_ret_yds,23,,,,,
player,201410050phi,phi,SproDa00,punt_ret_yds_per_ret,23.0,,,,,
player,201410050phi,phi,SproDa00,punt_ret_td,0,,,,,
player,201410050phi,phi,SproDa00,punt_ret_long,23,,,,,
player,201410050phi,ram,ZuerGr00,xpm,4,,,,,
player,201410050phi,ram,ZuerGr00,xpa,4,,,,,
player,201410050phi,ram,ZuerGr00,fgm,,,,,,
player,201410050phi,ram,ZuerGr00,fga,,,,,,
player,201410050phi,ram,ZuerGr00,punt,0,,,,,
player,201410050phi,ram,ZuerGr00,punt_yds,0,,,,,
player,201410050phi,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201410050phi,ram,ZuerGr00,punt_long,0,,,,,
player,201410050phi,ram,HekkJo00,xpm,,,,,,
player,201410050phi,ram,HekkJo00,xpa,,,,,,
player,201410050phi,ram,HekkJo00,fgm,,,,,,
player,201410050phi,ram,HekkJo00,fga,,,,,,
player,201410050phi,ram,HekkJo00,punt,4,,,,,
player,201410050phi,ram,HekkJo00,punt_yds,166,,,,,
player,201410050phi,ram,HekkJo00,punt_yds_per_punt,41.5,,,,,
player,201410050phi,ram,HekkJo00,punt_long,56,,,,,
player,201410050phi,phi,ParkCo03,xpm,4,,,,,
player,201410050phi,phi,ParkCo03,xpa,4,,,,,
player,201410050phi,phi,ParkCo03,fgm,2,,,,,
player,201410050phi,phi,ParkCo03,fga,2,,,,,
player,201410050phi,phi,ParkCo03,punt,0,,,,,
player,201410050phi,phi,ParkCo03,punt_yds,0,,,,,
player,201410050phi,phi,ParkCo03,punt_yds_per_punt,,,,,,
player,201410050phi,phi,ParkCo03,punt_long,0,,,,,
player,201410050phi,phi,JoneDo21,xpm,,,,,,
player,201410050phi,phi,JoneDo21,xpa,,,,,,
player,201410050phi,phi,JoneDo21,fgm,,,,,,
player,201410050phi,phi,JoneDo21,fga,,,,,,
player,201410050phi,phi,JoneDo21,punt,4,,,,,
player,201410050phi,phi,JoneDo21,punt_yds,163,,,,,
player,201410050phi,phi,JoneDo21,punt_yds_per_punt,40.8,,,,,
player,201410050phi,phi,JoneDo21,punt_long,52,,,,,
player,201410050phi,phi,JohnLa01,pos,T,,,,,
player,201410050phi,phi,JohnLa01,offense,73,,,,,
player,201410050phi,phi,JohnLa01,off_pct,100%,,,,,
player,201410050phi,phi,JohnLa01,defense,0,,,,,
player,201410050phi,phi,JohnLa01,def_pct,0%,,,,,
player,201410050phi,phi,JohnLa01,special_teams,6,,,,,
player,201410050phi,phi,JohnLa01,st_pct,19%,,,,,
player,201410050phi,phi,HerrTo20,pos,G,,,,,
player,201410050phi,phi,HerrTo20,offense,73,,,,,
player,201410050phi,phi,HerrTo20,off_pct,100%,,,,,
player,201410050phi,phi,HerrTo20,defense,0,,,,,
player,201410050phi,phi,HerrTo20,def_pct,0%,,,,,
player,201410050phi,phi,HerrTo20,special_teams,6,,,,,
player,201410050phi,phi,HerrTo20,st_pct,19%,,,,,
player,201410050phi,phi,TobiMa00,pos,T,,,,,
player,201410050phi,phi,TobiMa00,offense,73,,,,,
player,201410050phi,phi,TobiMa00,off_pct,100%,,,,,
player,201410050phi,phi,TobiMa00,defense,0,,,,,
player,201410050phi,phi,TobiMa00,def_pct,0%,,,,,
player,201410050phi,phi,TobiMa00,special_teams,0,,,,,
player,201410050phi,phi,TobiMa00,st_pct,0%,,,,,
player,201410050phi,phi,FoleNi00,pos,QB,,,,,
player,201410050phi,phi,FoleNi00,offense,73,,,,,
player,201410050phi,phi,FoleNi00,off_pct,100%,,,,,
player,201410050phi,phi,FoleNi00,defense,0,,,,,
player,201410050phi,phi,FoleNi00,def_pct,0%,,,,,
player,201410050phi,phi,FoleNi00,special_teams,0,,,,,
player,201410050phi,phi,FoleNi00,st_pct,0%,,,,,
player,201410050phi,phi,MolkDa00,pos,C,,,,,
player,201410050phi,phi,MolkDa00,offense,73,,,,,
player,201410050phi,phi,MolkDa00,off_pct,100%,,,,,
player,201410050phi,phi,MolkDa00,defense,0,,,,,
player,201410050phi,phi,MolkDa00,def_pct,0%,,,,,
player,201410050phi,phi,MolkDa00,special_teams,0,,,,,
player,201410050phi,phi,MolkDa00,st_pct,0%,,,,,
player,201410050phi,phi,PeteJa21,pos,T,,,,,
player,201410050phi,phi,PeteJa21,offense,73,,,,,
player,201410050phi,phi,PeteJa21,off_pct,100%,,,,,
player,201410050phi,phi,PeteJa21,defense,0,,,,,
player,201410050phi,phi,PeteJa21,def_pct,0%,,,,,
player,201410050phi,phi,PeteJa21,special_teams,0,,,,,
player,201410050phi,phi,PeteJa21,st_pct,0%,,,,,
player,201410050phi,phi,CoopRi00,pos,WR,,,,,
player,201410050phi,phi,CoopRi00,offense,68,,,,,
player,201410050phi,phi,CoopRi00,off_pct,93%,,,,,
player,201410050phi,phi,CoopRi00,defense,0,,,,,
player,201410050phi,phi,CoopRi00,def_pct,0%,,,,,
player,201410050phi,phi,CoopRi00,special_teams,0,,,,,
player,201410050phi,phi,CoopRi00,st_pct,0%,,,,,
player,201410050phi,phi,MaclJe00,pos,WR,,,,,
player,201410050phi,phi,MaclJe00,offense,68,,,,,
player,201410050phi,phi,MaclJe00,off_pct,93%,,,,,
player,201410050phi,phi,MaclJe00,defense,0,,,,,
player,201410050phi,phi,MaclJe00,def_pct,0%,,,,,
player,201410050phi,phi,MaclJe00,special_teams,0,,,,,
player,201410050phi,phi,MaclJe00,st_pct,0%,,,,,
player,201410050phi,phi,CeleBr00,pos,TE,,,,,
player,201410050phi,phi,CeleBr00,offense,58,,,,,
player,201410050phi,phi,CeleBr00,off_pct,79%,,,,,
player,201410050phi,phi,CeleBr00,defense,0,,,,,
player,201410050phi,phi,CeleBr00,def_pct,0%,,,,,
player,201410050phi,phi,CeleBr00,special_teams,0,,,,,
player,201410050phi,phi,CeleBr00,st_pct,0%,,,,,
player,201410050phi,phi,McCoLe01,pos,RB,,,,,
player,201410050phi,phi,McCoLe01,offense,54,,,,,
player,201410050phi,phi,McCoLe01,off_pct,74%,,,,,
player,201410050phi,phi,McCoLe01,defense,0,,,,,
player,201410050phi,phi,McCoLe01,def_pct,0%,,,,,
player,201410050phi,phi,McCoLe01,special_teams,0,,,,,
player,201410050phi,phi,McCoLe01,st_pct,0%,,,,,
player,201410050phi,phi,MattJo00,pos,WR,,,,,
player,201410050phi,phi,MattJo00,offense,33,,,,,
player,201410050phi,phi,MattJo00,off_pct,45%,,,,,
player,201410050phi,phi,MattJo00,defense,0,,,,,
player,201410050phi,phi,MattJo00,def_pct,0%,,,,,
player,201410050phi,phi,MattJo00,special_teams,3,,,,,
player,201410050phi,phi,MattJo00,st_pct,10%,,,,,
player,201410050phi,phi,ErtzZa00,pos,TE,,,,,
player,201410050phi,phi,ErtzZa00,offense,29,,,,,
player,201410050phi,phi,ErtzZa00,off_pct,40%,,,,,
player,201410050phi,phi,ErtzZa00,defense,0,,,,,
player,201410050phi,phi,ErtzZa00,def_pct,0%,,,,,
player,201410050phi,phi,ErtzZa00,special_teams,11,,,,,
player,201410050phi,phi,ErtzZa00,st_pct,35%,,,,,
player,201410050phi,phi,CaseJa00,pos,TE,,,,,
player,201410050phi,phi,CaseJa00,offense,25,,,,,
player,201410050phi,phi,CaseJa00,off_pct,34%,,,,,
player,201410050phi,phi,CaseJa00,defense,0,,,,,
player,201410050phi,phi,CaseJa00,def_pct,0%,,,,,
player,201410050phi,phi,CaseJa00,special_teams,27,,,,,
player,201410050phi,phi,CaseJa00,st_pct,87%,,,,,
player,201410050phi,phi,SproDa00,pos,RB,,,,,
player,201410050phi,phi,SproDa00,offense,20,,,,,
player,201410050phi,phi,SproDa00,off_pct,27%,,,,,
player,201410050phi,phi,SproDa00,defense,0,,,,,
player,201410050phi,phi,SproDa00,def_pct,0%,,,,,
player,201410050phi,phi,SproDa00,special_teams,8,,,,,
player,201410050phi,phi,SproDa00,st_pct,26%,,,,,
player,201410050phi,phi,HuffJo00,pos,WR,,,,,
player,201410050phi,phi,HuffJo00,offense,10,,,,,
player,201410050phi,phi,HuffJo00,off_pct,14%,,,,,
player,201410050phi,phi,HuffJo00,defense,0,,,,,
player,201410050phi,phi,HuffJo00,def_pct,0%,,,,,
player,201410050phi,phi,HuffJo00,special_teams,7,,,,,
player,201410050phi,phi,HuffJo00,st_pct,23%,,,,,
player,201410050phi,phi,JenkMa99,pos,FS,,,,,
player,201410050phi,phi,JenkMa99,offense,0,,,,,
player,201410050phi,phi,JenkMa99,off_pct,0%,,,,,
player,201410050phi,phi,JenkMa99,defense,78,,,,,
player,201410050phi,phi,JenkMa99,def_pct,100%,,,,,
player,201410050phi,phi,JenkMa99,special_teams,15,,,,,
player,201410050phi,phi,JenkMa99,st_pct,48%,,,,,
player,201410050phi,phi,FletBr99,pos,CB,,,,,
player,201410050phi,phi,FletBr99,offense,0,,,,,
player,201410050phi,phi,FletBr99,off_pct,0%,,,,,
player,201410050phi,phi,FletBr99,defense,78,,,,,
player,201410050phi,phi,FletBr99,def_pct,100%,,,,,
player,201410050phi,phi,FletBr99,special_teams,11,,,,,
player,201410050phi,phi,FletBr99,st_pct,35%,,,,,
player,201410050phi,phi,AlleNa99,pos,SS,,,,,
player,201410050phi,phi,AlleNa99,offense,0,,,,,
player,201410050phi,phi,AlleNa99,off_pct,0%,,,,,
player,201410050phi,phi,AlleNa99,defense,78,,,,,
player,201410050phi,phi,AlleNa99,def_pct,100%,,,,,
player,201410050phi,phi,AlleNa99,special_teams,1,,,,,
player,201410050phi,phi,AlleNa99,st_pct,3%,,,,,
player,201410050phi,phi,WillCa99,pos,CB,,,,,
player,201410050phi,phi,WillCa99,offense,0,,,,,
player,201410050phi,phi,WillCa99,off_pct,0%,,,,,
player,201410050phi,phi,WillCa99,defense,78,,,,,
player,201410050phi,phi,WillCa99,def_pct,100%,,,,,
player,201410050phi,phi,WillCa99,special_teams,0,,,,,
player,201410050phi,phi,WillCa99,st_pct,0%,,,,,
player,201410050phi,phi,BarwCo99,pos,LB,,,,,
player,201410050phi,phi,BarwCo99,offense,0,,,,,
player,201410050phi,phi,BarwCo99,off_pct,0%,,,,,
player,201410050phi,phi,BarwCo99,defense,65,,,,,
player,201410050phi,phi,BarwCo99,def_pct,83%,,,,,
player,201410050phi,phi,BarwCo99,special_teams,3,,,,,
player,201410050phi,phi,BarwCo99,st_pct,10%,,,,,
player,201410050phi,phi,CoxxFl00,pos,DE,,,,,
player,201410050phi,phi,CoxxFl00,offense,0,,,,,
player,201410050phi,phi,CoxxFl00,off_pct,0%,,,,,
player,201410050phi,phi,CoxxFl00,defense,62,,,,,
player,201410050phi,phi,CoxxFl00,def_pct,79%,,,,,
player,201410050phi,phi,CoxxFl00,special_teams,0,,,,,
player,201410050phi,phi,CoxxFl00,st_pct,0%,,,,,
player,201410050phi,phi,ColeTr20,pos,LB,,,,,
player,201410050phi,phi,ColeTr20,offense,0,,,,,
player,201410050phi,phi,ColeTr20,off_pct,0%,,,,,
player,201410050phi,phi,ColeTr20,defense,61,,,,,
player,201410050phi,phi,ColeTr20,def_pct,78%,,,,,
player,201410050phi,phi,ColeTr20,special_teams,4,,,,,
player,201410050phi,phi,ColeTr20,st_pct,13%,,,,,
player,201410050phi,phi,RyanDe20,pos,LB,,,,,
player,201410050phi,phi,RyanDe20,offense,0,,,,,
player,201410050phi,phi,RyanDe20,off_pct,0%,,,,,
player,201410050phi,phi,RyanDe20,defense,58,,,,,
player,201410050phi,phi,RyanDe20,def_pct,74%,,,,,
player,201410050phi,phi,RyanDe20,special_teams,2,,,,,
player,201410050phi,phi,RyanDe20,st_pct,6%,,,,,
player,201410050phi,phi,ThorCe00,pos,DE,,,,,
player,201410050phi,phi,ThorCe00,offense,0,,,,,
player,201410050phi,phi,ThorCe00,off_pct,0%,,,,,
player,201410050phi,phi,ThorCe00,defense,41,,,,,
player,201410050phi,phi,ThorCe00,def_pct,53%,,,,,
player,201410050phi,phi,ThorCe00,special_teams,4,,,,,
player,201410050phi,phi,ThorCe00,st_pct,13%,,,,,
player,201410050phi,phi,BoykBr00,pos,CB,,,,,
player,201410050phi,phi,BoykBr00,offense,0,,,,,
player,201410050phi,phi,BoykBr00,off_pct,0%,,,,,
player,201410050phi,phi,BoykBr00,defense,37,,,,,
player,201410050phi,phi,BoykBr00,def_pct,47%,,,,,
player,201410050phi,phi,BoykBr00,special_teams,9,,,,,
player,201410050phi,phi,BoykBr00,st_pct,29%,,,,,
player,201410050phi,phi,LogaBe00,pos,NT,,,,,
player,201410050phi,phi,LogaBe00,offense,0,,,,,
player,201410050phi,phi,LogaBe00,off_pct,0%,,,,,
player,201410050phi,phi,LogaBe00,defense,36,,,,,
player,201410050phi,phi,LogaBe00,def_pct,46%,,,,,
player,201410050phi,phi,LogaBe00,special_teams,10,,,,,
player,201410050phi,phi,LogaBe00,st_pct,32%,,,,,
player,201410050phi,phi,MattCa00,pos,LB,,,,,
player,201410050phi,phi,MattCa00,offense,0,,,,,
player,201410050phi,phi,MattCa00,off_pct,0%,,,,,
player,201410050phi,phi,MattCa00,defense,33,,,,,
player,201410050phi,phi,MattCa00,def_pct,42%,,,,,
player,201410050phi,phi,MattCa00,special_teams,7,,,,,
player,201410050phi,phi,MattCa00,st_pct,23%,,,,,
player,201410050phi,phi,CarrNo00,pos,CB,,,,,
player,201410050phi,phi,CarrNo00,offense,0,,,,,
player,201410050phi,phi,CarrNo00,off_pct,0%,,,,,
player,201410050phi,phi,CarrNo00,defense,31,,,,,
player,201410050phi,phi,CarrNo00,def_pct,40%,,,,,
player,201410050phi,phi,CarrNo00,special_teams,13,,,,,
player,201410050phi,phi,CarrNo00,st_pct,42%,,,,,
player,201410050phi,phi,GrahBr99,pos,LB,,,,,
player,201410050phi,phi,GrahBr99,offense,0,,,,,
player,201410050phi,phi,GrahBr99,off_pct,0%,,,,,
player,201410050phi,phi,GrahBr99,defense,30,,,,,
player,201410050phi,phi,GrahBr99,def_pct,38%,,,,,
player,201410050phi,phi,GrahBr99,special_teams,12,,,,,
player,201410050phi,phi,GrahBr99,st_pct,39%,,,,,
player,201410050phi,phi,CurrVi00,pos,DE,,,,,
player,201410050phi,phi,CurrVi00,offense,0,,,,,
player,201410050phi,phi,CurrVi00,off_pct,0%,,,,,
player,201410050phi,phi,CurrVi00,defense,30,,,,,
player,201410050phi,phi,CurrVi00,def_pct,38%,,,,,
player,201410050phi,phi,CurrVi00,special_teams,0,,,,,
player,201410050phi,phi,CurrVi00,st_pct,0%,,,,,
player,201410050phi,phi,AchoEm00,pos,LB,,,,,
player,201410050phi,phi,AchoEm00,offense,0,,,,,
player,201410050phi,phi,AchoEm00,off_pct,0%,,,,,
player,201410050phi,phi,AchoEm00,defense,28,,,,,
player,201410050phi,phi,AchoEm00,def_pct,36%,,,,,
player,201410050phi,phi,AchoEm00,special_teams,8,,,,,
player,201410050phi,phi,AchoEm00,st_pct,26%,,,,,
player,201410050phi,phi,AlleBe00,pos,NT,,,,,
player,201410050phi,phi,AlleBe00,offense,0,,,,,
player,201410050phi,phi,AlleBe00,off_pct,0%,,,,,
player,201410050phi,phi,AlleBe00,defense,14,,,,,
player,201410050phi,phi,AlleBe00,def_pct,18%,,,,,
player,201410050phi,phi,AlleBe00,special_teams,6,,,,,
player,201410050phi,phi,AlleBe00,st_pct,19%,,,,,
player,201410050phi,phi,BairBr00,pos,DE,,,,,
player,201410050phi,phi,BairBr00,offense,0,,,,,
player,201410050phi,phi,BairBr00,off_pct,0%,,,,,
player,201410050phi,phi,BairBr00,defense,14,,,,,
player,201410050phi,phi,BairBr00,def_pct,18%,,,,,
player,201410050phi,phi,BairBr00,special_teams,4,,,,,
player,201410050phi,phi,BairBr00,st_pct,13%,,,,,
player,201410050phi,phi,SmitMa03,pos,LB,,,,,
player,201410050phi,phi,SmitMa03,offense,0,,,,,
player,201410050phi,phi,SmitMa03,off_pct,0%,,,,,
player,201410050phi,phi,SmitMa03,defense,6,,,,,
player,201410050phi,phi,SmitMa03,def_pct,8%,,,,,
player,201410050phi,phi,SmitMa03,special_teams,4,,,,,
player,201410050phi,phi,SmitMa03,st_pct,13%,,,,,
player,201410050phi,phi,MaraCh99,pos,FS,,,,,
player,201410050phi,phi,MaraCh99,offense,0,,,,,
player,201410050phi,phi,MaraCh99,off_pct,0%,,,,,
player,201410050phi,phi,MaraCh99,defense,0,,,,,
player,201410050phi,phi,MaraCh99,def_pct,0%,,,,,
player,201410050phi,phi,MaraCh99,special_teams,25,,,,,
player,201410050phi,phi,MaraCh99,st_pct,81%,,,,,
player,201410050phi,phi,BramBr00,pos,LB,,,,,
player,201410050phi,phi,BramBr00,offense,0,,,,,
player,201410050phi,phi,BramBr00,off_pct,0%,,,,,
player,201410050phi,phi,BramBr00,defense,0,,,,,
player,201410050phi,phi,BramBr00,def_pct,0%,,,,,
player,201410050phi,phi,BramBr00,special_teams,25,,,,,
player,201410050phi,phi,BramBr00,st_pct,81%,,,,,
player,201410050phi,phi,WolfEa00,pos,SS,,,,,
player,201410050phi,phi,WolfEa00,offense,0,,,,,
player,201410050phi,phi,WolfEa00,off_pct,0%,,,,,
player,201410050phi,phi,WolfEa00,defense,0,,,,,
player,201410050phi,phi,WolfEa00,def_pct,0%,,,,,
player,201410050phi,phi,WolfEa00,special_teams,19,,,,,
player,201410050phi,phi,WolfEa00,st_pct,61%,,,,,
player,201410050phi,phi,BurtTr01,pos,TE,,,,,
player,201410050phi,phi,BurtTr01,offense,0,,,,,
player,201410050phi,phi,BurtTr01,off_pct,0%,,,,,
player,201410050phi,phi,BurtTr01,defense,0,,,,,
player,201410050phi,phi,BurtTr01,def_pct,0%,,,,,
player,201410050phi,phi,BurtTr01,special_teams,18,,,,,
player,201410050phi,phi,BurtTr01,st_pct,58%,,,,,
player,201410050phi,phi,PolkCh00,pos,RB,,,,,
player,201410050phi,phi,PolkCh00,offense,0,,,,,
player,201410050phi,phi,PolkCh00,off_pct,0%,,,,,
player,201410050phi,phi,PolkCh00,defense,0,,,,,
player,201410050phi,phi,PolkCh00,def_pct,0%,,,,,
player,201410050phi,phi,PolkCh00,special_teams,17,,,,,
player,201410050phi,phi,PolkCh00,st_pct,55%,,,,,
player,201410050phi,phi,ParkCo03,pos,K,,,,,
player,201410050phi,phi,ParkCo03,offense,0,,,,,
player,201410050phi,phi,ParkCo03,off_pct,0%,,,,,
player,201410050phi,phi,ParkCo03,defense,0,,,,,
player,201410050phi,phi,ParkCo03,def_pct,0%,,,,,
player,201410050phi,phi,ParkCo03,special_teams,13,,,,,
player,201410050phi,phi,ParkCo03,st_pct,42%,,,,,
player,201410050phi,phi,SmitBr01,pos,WR,,,,,
player,201410050phi,phi,SmitBr01,offense,0,,,,,
