game,2013,6,20131013,201310130nwe,nor,"New Orleans Saints",27,nwe,"New England Patriots",30
team,201310130nwe,nor,First Downs,20,,,,,,
team,201310130nwe,nwe,First Downs,26,,,,,,
team,201310130nwe,nor,Rush-Yds-TDs,26-131-1,,,,,,
team,201310130nwe,nwe,Rush-Yds-TDs,35-141-2,,,,,,
team,201310130nwe,nor,Cmp-Att-Yd-TD-INT,17-36-236-2-1,,,,,,
team,201310130nwe,nwe,Cmp-Att-Yd-TD-INT,25-43-269-1-1,,,,,,
team,201310130nwe,nor,Sacked-Yards,1-6,,,,,,
team,201310130nwe,nwe,Sacked-Yards,5-34,,,,,,
team,201310130nwe,nor,Net Pass Yards,230,,,,,,
team,201310130nwe,nwe,Net Pass Yards,235,,,,,,
team,201310130nwe,nor,Total Yards,361,,,,,,
team,201310130nwe,nwe,Total Yards,376,,,,,,
team,201310130nwe,nor,Fumbles-Lost,1-1,,,,,,
team,201310130nwe,nwe,Fumbles-Lost,1-0,,,,,,
team,201310130nwe,nor,Turnovers,2,,,,,,
team,201310130nwe,nwe,Turnovers,1,,,,,,
team,201310130nwe,nor,Penalties-Yards,7-56,,,,,,
team,201310130nwe,nwe,Penalties-Yards,4-33,,,,,,
team,201310130nwe,nor,Third Down Conv.,5-14,,,,,,
team,201310130nwe,nwe,Third Down Conv.,5-15,,,,,,
team,201310130nwe,nor,Fourth Down Conv.,0-0,,,,,,
team,201310130nwe,nwe,Fourth Down Conv.,1-3,,,,,,
team,201310130nwe,nor,Time of Possession,28:09,,,,,,
team,201310130nwe,nwe,Time of Possession,31:51,,,,,,
player,201310130nwe,nor,BreeDr00,pass_cmp,17,,,,,
player,201310130nwe,nor,BreeDr00,pass_att,36,,,,,
player,201310130nwe,nor,BreeDr00,pass_yds,236,,,,,
player,201310130nwe,nor,BreeDr00,pass_td,2,,,,,
player,201310130nwe,nor,BreeDr00,pass_int,1,,,,,
player,201310130nwe,nor,BreeDr00,pass_sacked,1,,,,,
player,201310130nwe,nor,BreeDr00,pass_sacked_yds,6,,,,,
player,201310130nwe,nor,BreeDr00,pass_long,34,,,,,
player,201310130nwe,nor,BreeDr00,pass_rating,75.7,,,,,
player,201310130nwe,nor,BreeDr00,rush_att,2,,,,,
player,201310130nwe,nor,BreeDr00,rush_yds,11,,,,,
player,201310130nwe,nor,BreeDr00,rush_td,0,,,,,
player,201310130nwe,nor,BreeDr00,rush_long,16,,,,,
player,201310130nwe,nor,BreeDr00,targets,0,,,,,
player,201310130nwe,nor,BreeDr00,rec,0,,,,,
player,201310130nwe,nor,BreeDr00,rec_yds,0,,,,,
player,201310130nwe,nor,BreeDr00,rec_td,0,,,,,
player,201310130nwe,nor,BreeDr00,rec_long,0,,,,,
player,201310130nwe,nor,BreeDr00,fumbles,0,,,,,
player,201310130nwe,nor,BreeDr00,fumbles_lost,0,,,,,
player,201310130nwe,nor,RobiKh00,pass_cmp,0,,,,,
player,201310130nwe,nor,RobiKh00,pass_att,0,,,,,
player,201310130nwe,nor,RobiKh00,pass_yds,0,,,,,
player,201310130nwe,nor,RobiKh00,pass_td,0,,,,,
player,201310130nwe,nor,RobiKh00,pass_int,0,,,,,
player,201310130nwe,nor,RobiKh00,pass_sacked,0,,,,,
player,201310130nwe,nor,RobiKh00,pass_sacked_yds,0,,,,,
player,201310130nwe,nor,RobiKh00,pass_long,0,,,,,
player,201310130nwe,nor,RobiKh00,pass_rating,,,,,,
player,201310130nwe,nor,RobiKh00,rush_att,7,,,,,
player,201310130nwe,nor,RobiKh00,rush_yds,53,,,,,
player,201310130nwe,nor,RobiKh00,rush_td,1,,,,,
player,201310130nwe,nor,RobiKh00,rush_long,20,,,,,
player,201310130nwe,nor,RobiKh00,targets,0,,,,,
player,201310130nwe,nor,RobiKh00,rec,0,,,,,
player,201310130nwe,nor,RobiKh00,rec_yds,0,,,,,
player,201310130nwe,nor,RobiKh00,rec_td,0,,,,,
player,201310130nwe,nor,RobiKh00,rec_long,0,,,,,
player,201310130nwe,nor,RobiKh00,fumbles,0,,,,,
player,201310130nwe,nor,RobiKh00,fumbles_lost,0,,,,,
player,201310130nwe,nor,ThomPi00,pass_cmp,0,,,,,
player,201310130nwe,nor,ThomPi00,pass_att,0,,,,,
player,201310130nwe,nor,ThomPi00,pass_yds,0,,,,,
player,201310130nwe,nor,ThomPi00,pass_td,0,,,,,
player,201310130nwe,nor,ThomPi00,pass_int,0,,,,,
player,201310130nwe,nor,ThomPi00,pass_sacked,0,,,,,
player,201310130nwe,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201310130nwe,nor,ThomPi00,pass_long,0,,,,,
player,201310130nwe,nor,ThomPi00,pass_rating,,,,,,
player,201310130nwe,nor,ThomPi00,rush_att,11,,,,,
player,201310130nwe,nor,ThomPi00,rush_yds,51,,,,,
player,201310130nwe,nor,ThomPi00,rush_td,0,,,,,
player,201310130nwe,nor,ThomPi00,rush_long,13,,,,,
player,201310130nwe,nor,ThomPi00,targets,1,,,,,
player,201310130nwe,nor,ThomPi00,rec,1,,,,,
player,201310130nwe,nor,ThomPi00,rec_yds,29,,,,,
player,201310130nwe,nor,ThomPi00,rec_td,0,,,,,
player,201310130nwe,nor,ThomPi00,rec_long,29,,,,,
player,201310130nwe,nor,ThomPi00,fumbles,1,,,,,
player,201310130nwe,nor,ThomPi00,fumbles_lost,1,,,,,
player,201310130nwe,nor,SproDa00,pass_cmp,0,,,,,
player,201310130nwe,nor,SproDa00,pass_att,0,,,,,
player,201310130nwe,nor,SproDa00,pass_yds,0,,,,,
player,201310130nwe,nor,SproDa00,pass_td,0,,,,,
player,201310130nwe,nor,SproDa00,pass_int,0,,,,,
player,201310130nwe,nor,SproDa00,pass_sacked,0,,,,,
player,201310130nwe,nor,SproDa00,pass_sacked_yds,0,,,,,
player,201310130nwe,nor,SproDa00,pass_long,0,,,,,
player,201310130nwe,nor,SproDa00,pass_rating,,,,,,
player,201310130nwe,nor,SproDa00,rush_att,5,,,,,
player,201310130nwe,nor,SproDa00,rush_yds,15,,,,,
player,201310130nwe,nor,SproDa00,rush_td,0,,,,,
player,201310130nwe,nor,SproDa00,rush_long,6,,,,,
player,201310130nwe,nor,SproDa00,targets,12,,,,,
player,201310130nwe,nor,SproDa00,rec,6,,,,,
player,201310130nwe,nor,SproDa00,rec_yds,58,,,,,
player,201310130nwe,nor,SproDa00,rec_td,0,,,,,
player,201310130nwe,nor,SproDa00,rec_long,19,,,,,
player,201310130nwe,nor,SproDa00,fumbles,0,,,,,
player,201310130nwe,nor,SproDa00,fumbles_lost,0,,,,,
player,201310130nwe,nor,CollJe01,pass_cmp,0,,,,,
player,201310130nwe,nor,CollJe01,pass_att,0,,,,,
player,201310130nwe,nor,CollJe01,pass_yds,0,,,,,
player,201310130nwe,nor,CollJe01,pass_td,0,,,,,
player,201310130nwe,nor,CollJe01,pass_int,0,,,,,
player,201310130nwe,nor,CollJe01,pass_sacked,0,,,,,
player,201310130nwe,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201310130nwe,nor,CollJe01,pass_long,0,,,,,
player,201310130nwe,nor,CollJe01,pass_rating,,,,,,
player,201310130nwe,nor,CollJe01,rush_att,1,,,,,
player,201310130nwe,nor,CollJe01,rush_yds,1,,,,,
player,201310130nwe,nor,CollJe01,rush_td,0,,,,,
player,201310130nwe,nor,CollJe01,rush_long,1,,,,,
player,201310130nwe,nor,CollJe01,targets,1,,,,,
player,201310130nwe,nor,CollJe01,rec,1,,,,,
player,201310130nwe,nor,CollJe01,rec_yds,3,,,,,
player,201310130nwe,nor,CollJe01,rec_td,0,,,,,
player,201310130nwe,nor,CollJe01,rec_long,3,,,,,
player,201310130nwe,nor,CollJe01,fumbles,0,,,,,
player,201310130nwe,nor,CollJe01,fumbles_lost,0,,,,,
player,201310130nwe,nor,StilKe00,pass_cmp,0,,,,,
player,201310130nwe,nor,StilKe00,pass_att,0,,,,,
player,201310130nwe,nor,StilKe00,pass_yds,0,,,,,
player,201310130nwe,nor,StilKe00,pass_td,0,,,,,
player,201310130nwe,nor,StilKe00,pass_int,0,,,,,
player,201310130nwe,nor,StilKe00,pass_sacked,0,,,,,
player,201310130nwe,nor,StilKe00,pass_sacked_yds,0,,,,,
player,201310130nwe,nor,StilKe00,pass_long,0,,,,,
player,201310130nwe,nor,StilKe00,pass_rating,,,,,,
player,201310130nwe,nor,StilKe00,rush_att,0,,,,,
player,201310130nwe,nor,StilKe00,rush_yds,0,,,,,
player,201310130nwe,nor,StilKe00,rush_td,0,,,,,
player,201310130nwe,nor,StilKe00,rush_long,0,,,,,
player,201310130nwe,nor,StilKe00,targets,3,,,,,
player,201310130nwe,nor,StilKe00,rec,3,,,,,
player,201310130nwe,nor,StilKe00,rec_yds,64,,,,,
player,201310130nwe,nor,StilKe00,rec_td,1,,,,,
player,201310130nwe,nor,StilKe00,rec_long,34,,,,,
player,201310130nwe,nor,StilKe00,fumbles,0,,,,,
player,201310130nwe,nor,StilKe00,fumbles_lost,0,,,,,
player,201310130nwe,nor,WatsBe00,pass_cmp,0,,,,,
player,201310130nwe,nor,WatsBe00,pass_att,0,,,,,
player,201310130nwe,nor,WatsBe00,pass_yds,0,,,,,
player,201310130nwe,nor,WatsBe00,pass_td,0,,,,,
player,201310130nwe,nor,WatsBe00,pass_int,0,,,,,
player,201310130nwe,nor,WatsBe00,pass_sacked,0,,,,,
player,201310130nwe,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201310130nwe,nor,WatsBe00,pass_long,0,,,,,
player,201310130nwe,nor,WatsBe00,pass_rating,,,,,,
player,201310130nwe,nor,WatsBe00,rush_att,0,,,,,
player,201310130nwe,nor,WatsBe00,rush_yds,0,,,,,
player,201310130nwe,nor,WatsBe00,rush_td,0,,,,,
player,201310130nwe,nor,WatsBe00,rush_long,0,,,,,
player,201310130nwe,nor,WatsBe00,targets,4,,,,,
player,201310130nwe,nor,WatsBe00,rec,3,,,,,
player,201310130nwe,nor,WatsBe00,rec_yds,61,,,,,
player,201310130nwe,nor,WatsBe00,rec_td,0,,,,,
player,201310130nwe,nor,WatsBe00,rec_long,32,,,,,
player,201310130nwe,nor,WatsBe00,fumbles,0,,,,,
player,201310130nwe,nor,WatsBe00,fumbles_lost,0,,,,,
player,201310130nwe,nor,ColsMa00,pass_cmp,0,,,,,
player,201310130nwe,nor,ColsMa00,pass_att,0,,,,,
player,201310130nwe,nor,ColsMa00,pass_yds,0,,,,,
player,201310130nwe,nor,ColsMa00,pass_td,0,,,,,
player,201310130nwe,nor,ColsMa00,pass_int,0,,,,,
player,201310130nwe,nor,ColsMa00,pass_sacked,0,,,,,
player,201310130nwe,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201310130nwe,nor,ColsMa00,pass_long,0,,,,,
player,201310130nwe,nor,ColsMa00,pass_rating,,,,,,
player,201310130nwe,nor,ColsMa00,rush_att,0,,,,,
player,201310130nwe,nor,ColsMa00,rush_yds,0,,,,,
player,201310130nwe,nor,ColsMa00,rush_td,0,,,,,
player,201310130nwe,nor,ColsMa00,rush_long,0,,,,,
player,201310130nwe,nor,ColsMa00,targets,3,,,,,
player,201310130nwe,nor,ColsMa00,rec,1,,,,,
player,201310130nwe,nor,ColsMa00,rec_yds,11,,,,,
player,201310130nwe,nor,ColsMa00,rec_td,0,,,,,
player,201310130nwe,nor,ColsMa00,rec_long,11,,,,,
player,201310130nwe,nor,ColsMa00,fumbles,0,,,,,
player,201310130nwe,nor,ColsMa00,fumbles_lost,0,,,,,
player,201310130nwe,nor,ToonNi00,pass_cmp,0,,,,,
player,201310130nwe,nor,ToonNi00,pass_att,0,,,,,
player,201310130nwe,nor,ToonNi00,pass_yds,0,,,,,
player,201310130nwe,nor,ToonNi00,pass_td,0,,,,,
player,201310130nwe,nor,ToonNi00,pass_int,0,,,,,
player,201310130nwe,nor,ToonNi00,pass_sacked,0,,,,,
player,201310130nwe,nor,ToonNi00,pass_sacked_yds,0,,,,,
player,201310130nwe,nor,ToonNi00,pass_long,0,,,,,
player,201310130nwe,nor,ToonNi00,pass_rating,,,,,,
player,201310130nwe,nor,ToonNi00,rush_att,0,,,,,
player,201310130nwe,nor,ToonNi00,rush_yds,0,,,,,
player,201310130nwe,nor,ToonNi00,rush_td,0,,,,,
player,201310130nwe,nor,ToonNi00,rush_long,0,,,,,
player,201310130nwe,nor,ToonNi00,targets,4,,,,,
player,201310130nwe,nor,ToonNi00,rec,1,,,,,
player,201310130nwe,nor,ToonNi00,rec_yds,7,,,,,
player,201310130nwe,nor,ToonNi00,rec_td,0,,,,,
player,201310130nwe,nor,ToonNi00,rec_long,7,,,,,
player,201310130nwe,nor,ToonNi00,fumbles,0,,,,,
player,201310130nwe,nor,ToonNi00,fumbles_lost,0,,,,,
player,201310130nwe,nor,CadeTr00,pass_cmp,0,,,,,
player,201310130nwe,nor,CadeTr00,pass_att,0,,,,,
player,201310130nwe,nor,CadeTr00,pass_yds,0,,,,,
player,201310130nwe,nor,CadeTr00,pass_td,0,,,,,
player,201310130nwe,nor,CadeTr00,pass_int,0,,,,,
player,201310130nwe,nor,CadeTr00,pass_sacked,0,,,,,
player,201310130nwe,nor,CadeTr00,pass_sacked_yds,0,,,,,
player,201310130nwe,nor,CadeTr00,pass_long,0,,,,,
player,201310130nwe,nor,CadeTr00,pass_rating,,,,,,
player,201310130nwe,nor,CadeTr00,rush_att,0,,,,,
player,201310130nwe,nor,CadeTr00,rush_yds,0,,,,,
player,201310130nwe,nor,CadeTr00,rush_td,0,,,,,
player,201310130nwe,nor,CadeTr00,rush_long,0,,,,,
player,201310130nwe,nor,CadeTr00,targets,1,,,,,
player,201310130nwe,nor,CadeTr00,rec,1,,,,,
player,201310130nwe,nor,CadeTr00,rec_yds,3,,,,,
player,201310130nwe,nor,CadeTr00,rec_td,1,,,,,
player,201310130nwe,nor,CadeTr00,rec_long,3,,,,,
player,201310130nwe,nor,CadeTr00,fumbles,0,,,,,
player,201310130nwe,nor,CadeTr00,fumbles_lost,0,,,,,
player,201310130nwe,nor,MeacRo00,pass_cmp,0,,,,,
player,201310130nwe,nor,MeacRo00,pass_att,0,,,,,
player,201310130nwe,nor,MeacRo00,pass_yds,0,,,,,
player,201310130nwe,nor,MeacRo00,pass_td,0,,,,,
player,201310130nwe,nor,MeacRo00,pass_int,0,,,,,
player,201310130nwe,nor,MeacRo00,pass_sacked,0,,,,,
player,201310130nwe,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201310130nwe,nor,MeacRo00,pass_long,0,,,,,
player,201310130nwe,nor,MeacRo00,pass_rating,,,,,,
player,201310130nwe,nor,MeacRo00,rush_att,0,,,,,
player,201310130nwe,nor,MeacRo00,rush_yds,0,,,,,
player,201310130nwe,nor,MeacRo00,rush_td,0,,,,,
player,201310130nwe,nor,MeacRo00,rush_long,0,,,,,
player,201310130nwe,nor,MeacRo00,targets,1,,,,,
player,201310130nwe,nor,MeacRo00,rec,0,,,,,
player,201310130nwe,nor,MeacRo00,rec_yds,0,,,,,
player,201310130nwe,nor,MeacRo00,rec_td,0,,,,,
player,201310130nwe,nor,MeacRo00,rec_long,0,,,,,
player,201310130nwe,nor,MeacRo00,fumbles,0,,,,,
player,201310130nwe,nor,MeacRo00,fumbles_lost,0,,,,,
player,201310130nwe,nor,GrahJi00,pass_cmp,0,,,,,
player,201310130nwe,nor,GrahJi00,pass_att,0,,,,,
player,201310130nwe,nor,GrahJi00,pass_yds,0,,,,,
player,201310130nwe,nor,GrahJi00,pass_td,0,,,,,
player,201310130nwe,nor,GrahJi00,pass_int,0,,,,,
player,201310130nwe,nor,GrahJi00,pass_sacked,0,,,,,
player,201310130nwe,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201310130nwe,nor,GrahJi00,pass_long,0,,,,,
player,201310130nwe,nor,GrahJi00,pass_rating,,,,,,
player,201310130nwe,nor,GrahJi00,rush_att,0,,,,,
player,201310130nwe,nor,GrahJi00,rush_yds,0,,,,,
player,201310130nwe,nor,GrahJi00,rush_td,0,,,,,
player,201310130nwe,nor,GrahJi00,rush_long,0,,,,,
player,201310130nwe,nor,GrahJi00,targets,6,,,,,
player,201310130nwe,nor,GrahJi00,rec,0,,,,,
player,201310130nwe,nor,GrahJi00,rec_yds,0,,,,,
player,201310130nwe,nor,GrahJi00,rec_td,0,,,,,
player,201310130nwe,nor,GrahJi00,rec_long,0,,,,,
player,201310130nwe,nor,GrahJi00,fumbles,0,,,,,
player,201310130nwe,nor,GrahJi00,fumbles_lost,0,,,,,
player,201310130nwe,nwe,BradTo00,pass_cmp,25,,,,,
player,201310130nwe,nwe,BradTo00,pass_att,43,,,,,
player,201310130nwe,nwe,BradTo00,pass_yds,269,,,,,
player,201310130nwe,nwe,BradTo00,pass_td,1,,,,,
player,201310130nwe,nwe,BradTo00,pass_int,1,,,,,
player,201310130nwe,nwe,BradTo00,pass_sacked,5,,,,,
player,201310130nwe,nwe,BradTo00,pass_sacked_yds,34,,,,,
player,201310130nwe,nwe,BradTo00,pass_long,23,,,,,
player,201310130nwe,nwe,BradTo00,pass_rating,74.7,,,,,
player,201310130nwe,nwe,BradTo00,rush_att,2,,,,,
player,201310130nwe,nwe,BradTo00,rush_yds,16,,,,,
player,201310130nwe,nwe,BradTo00,rush_td,0,,,,,
player,201310130nwe,nwe,BradTo00,rush_long,11,,,,,
player,201310130nwe,nwe,BradTo00,targets,0,,,,,
player,201310130nwe,nwe,BradTo00,rec,0,,,,,
player,201310130nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201310130nwe,nwe,BradTo00,rec_td,0,,,,,
player,201310130nwe,nwe,BradTo00,rec_long,0,,,,,
player,201310130nwe,nwe,BradTo00,fumbles,0,,,,,
player,201310130nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201310130nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201310130nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201310130nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201310130nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201310130nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201310130nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201310130nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201310130nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201310130nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201310130nwe,nwe,RidlSt00,rush_att,20,,,,,
player,201310130nwe,nwe,RidlSt00,rush_yds,96,,,,,
player,201310130nwe,nwe,RidlSt00,rush_td,2,,,,,
player,201310130nwe,nwe,RidlSt00,rush_long,19,,,,,
player,201310130nwe,nwe,RidlSt00,targets,1,,,,,
player,201310130nwe,nwe,RidlSt00,rec,1,,,,,
player,201310130nwe,nwe,RidlSt00,rec_yds,14,,,,,
player,201310130nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201310130nwe,nwe,RidlSt00,rec_long,14,,,,,
player,201310130nwe,nwe,RidlSt00,fumbles,0,,,,,
player,201310130nwe,nwe,RidlSt00,fumbles_lost,0,,,,,
player,201310130nwe,nwe,BoldBr00,pass_cmp,0,,,,,
player,201310130nwe,nwe,BoldBr00,pass_att,0,,,,,
player,201310130nwe,nwe,BoldBr00,pass_yds,0,,,,,
player,201310130nwe,nwe,BoldBr00,pass_td,0,,,,,
player,201310130nwe,nwe,BoldBr00,pass_int,0,,,,,
player,201310130nwe,nwe,BoldBr00,pass_sacked,0,,,,,
player,201310130nwe,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201310130nwe,nwe,BoldBr00,pass_long,0,,,,,
player,201310130nwe,nwe,BoldBr00,pass_rating,,,,,,
player,201310130nwe,nwe,BoldBr00,rush_att,5,,,,,
player,201310130nwe,nwe,BoldBr00,rush_yds,19,,,,,
player,201310130nwe,nwe,BoldBr00,rush_td,0,,,,,
player,201310130nwe,nwe,BoldBr00,rush_long,12,,,,,
player,201310130nwe,nwe,BoldBr00,targets,3,,,,,
player,201310130nwe,nwe,BoldBr00,rec,2,,,,,
player,201310130nwe,nwe,BoldBr00,rec_yds,9,,,,,
player,201310130nwe,nwe,BoldBr00,rec_td,0,,,,,
player,201310130nwe,nwe,BoldBr00,rec_long,5,,,,,
player,201310130nwe,nwe,BoldBr00,fumbles,0,,,,,
player,201310130nwe,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201310130nwe,nwe,BlouLe00,pass_cmp,0,,,,,
player,201310130nwe,nwe,BlouLe00,pass_att,0,,,,,
player,201310130nwe,nwe,BlouLe00,pass_yds,0,,,,,
player,201310130nwe,nwe,BlouLe00,pass_td,0,,,,,
player,201310130nwe,nwe,BlouLe00,pass_int,0,,,,,
player,201310130nwe,nwe,BlouLe00,pass_sacked,0,,,,,
player,201310130nwe,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201310130nwe,nwe,BlouLe00,pass_long,0,,,,,
player,201310130nwe,nwe,BlouLe00,pass_rating,,,,,,
player,201310130nwe,nwe,BlouLe00,rush_att,7,,,,,
player,201310130nwe,nwe,BlouLe00,rush_yds,9,,,,,
player,201310130nwe,nwe,BlouLe00,rush_td,0,,,,,
player,201310130nwe,nwe,BlouLe00,rush_long,6,,,,,
player,201310130nwe,nwe,BlouLe00,targets,1,,,,,
player,201310130nwe,nwe,BlouLe00,rec,0,,,,,
player,201310130nwe,nwe,BlouLe00,rec_yds,0,,,,,
player,201310130nwe,nwe,BlouLe00,rec_td,0,,,,,
player,201310130nwe,nwe,BlouLe00,rec_long,0,,,,,
player,201310130nwe,nwe,BlouLe00,fumbles,0,,,,,
player,201310130nwe,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201310130nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201310130nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201310130nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201310130nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201310130nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201310130nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201310130nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201310130nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201310130nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201310130nwe,nwe,AmenDa00,rush_att,1,,,,,
player,201310130nwe,nwe,AmenDa00,rush_yds,1,,,,,
player,201310130nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201310130nwe,nwe,AmenDa00,rush_long,1,,,,,
player,201310130nwe,nwe,AmenDa00,targets,4,,,,,
player,201310130nwe,nwe,AmenDa00,rec,2,,,,,
player,201310130nwe,nwe,AmenDa00,rec_yds,0,,,,,
player,201310130nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201310130nwe,nwe,AmenDa00,rec_long,1,,,,,
player,201310130nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201310130nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201310130nwe,nwe,DobsAa00,pass_cmp,0,,,,,
player,201310130nwe,nwe,DobsAa00,pass_att,0,,,,,
player,201310130nwe,nwe,DobsAa00,pass_yds,0,,,,,
player,201310130nwe,nwe,DobsAa00,pass_td,0,,,,,
player,201310130nwe,nwe,DobsAa00,pass_int,0,,,,,
