game,2013,11,20131117,201311170chi,rav,"Baltimore Ravens",20,chi,"Chicago Bears",23
player,201311170chi,rav,JoneJa03,kick_ret_yds,39,,,,,
player,201311170chi,rav,JoneJa03,kick_ret_yds_per_ret,19.5,,,,,
player,201311170chi,rav,JoneJa03,kick_ret_td,0,,,,,
player,201311170chi,rav,JoneJa03,kick_ret_long,34,,,,,
player,201311170chi,rav,JoneJa03,punt_ret,1,,,,,
player,201311170chi,rav,JoneJa03,punt_ret_yds,3,,,,,
player,201311170chi,rav,JoneJa03,punt_ret_yds_per_ret,3.0,,,,,
player,201311170chi,rav,JoneJa03,punt_ret_td,0,,,,,
player,201311170chi,rav,JoneJa03,punt_ret_long,3,,,,,
player,201311170chi,rav,DossTa00,kick_ret,0,,,,,
player,201311170chi,rav,DossTa00,kick_ret_yds,0,,,,,
player,201311170chi,rav,DossTa00,kick_ret_yds_per_ret,,,,,,
player,201311170chi,rav,DossTa00,kick_ret_td,0,,,,,
player,201311170chi,rav,DossTa00,kick_ret_long,0,,,,,
player,201311170chi,rav,DossTa00,punt_ret,1,,,,,
player,201311170chi,rav,DossTa00,punt_ret_yds,4,,,,,
player,201311170chi,rav,DossTa00,punt_ret_yds_per_ret,4.0,,,,,
player,201311170chi,rav,DossTa00,punt_ret_td,0,,,,,
player,201311170chi,rav,DossTa00,punt_ret_long,4,,,,,
player,201311170chi,rav,DickEd00,kick_ret,1,,,,,
player,201311170chi,rav,DickEd00,kick_ret_yds,0,,,,,
player,201311170chi,rav,DickEd00,kick_ret_yds_per_ret,0.0,,,,,
player,201311170chi,rav,DickEd00,kick_ret_td,0,,,,,
player,201311170chi,rav,DickEd00,kick_ret_long,0,,,,,
player,201311170chi,rav,DickEd00,punt_ret,0,,,,,
player,201311170chi,rav,DickEd00,punt_ret_yds,0,,,,,
player,201311170chi,rav,DickEd00,punt_ret_yds_per_ret,,,,,,
player,201311170chi,rav,DickEd00,punt_ret_td,0,,,,,
player,201311170chi,rav,DickEd00,punt_ret_long,0,,,,,
player,201311170chi,rav,JuszKy00,kick_ret,1,,,,,
player,201311170chi,rav,JuszKy00,kick_ret_yds,8,,,,,
player,201311170chi,rav,JuszKy00,kick_ret_yds_per_ret,8.0,,,,,
player,201311170chi,rav,JuszKy00,kick_ret_td,0,,,,,
player,201311170chi,rav,JuszKy00,kick_ret_long,8,,,,,
player,201311170chi,rav,JuszKy00,punt_ret,0,,,,,
player,201311170chi,rav,JuszKy00,punt_ret_yds,0,,,,,
player,201311170chi,rav,JuszKy00,punt_ret_yds_per_ret,,,,,,
player,201311170chi,rav,JuszKy00,punt_ret_td,0,,,,,
player,201311170chi,rav,JuszKy00,punt_ret_long,0,,,,,
player,201311170chi,chi,HestDe99,kick_ret,1,,,,,
player,201311170chi,chi,HestDe99,kick_ret_yds,28,,,,,
player,201311170chi,chi,HestDe99,kick_ret_yds_per_ret,28.0,,,,,
player,201311170chi,chi,HestDe99,kick_ret_td,0,,,,,
player,201311170chi,chi,HestDe99,kick_ret_long,28,,,,,
player,201311170chi,chi,HestDe99,punt_ret,1,,,,,
player,201311170chi,chi,HestDe99,punt_ret_yds,0,,,,,
player,201311170chi,chi,HestDe99,punt_ret_yds_per_ret,0.0,,,,,
player,201311170chi,chi,HestDe99,punt_ret_td,0,,,,,
player,201311170chi,chi,HestDe99,punt_ret_long,0,,,,,
player,201311170chi,chi,FordMi00,kick_ret,1,,,,,
player,201311170chi,chi,FordMi00,kick_ret_yds,0,,,,,
player,201311170chi,chi,FordMi00,kick_ret_yds_per_ret,0.0,,,,,
player,201311170chi,chi,FordMi00,kick_ret_td,0,,,,,
player,201311170chi,chi,FordMi00,kick_ret_long,0,,,,,
player,201311170chi,chi,FordMi00,punt_ret,0,,,,,
player,201311170chi,chi,FordMi00,punt_ret_yds,0,,,,,
player,201311170chi,chi,FordMi00,punt_ret_yds_per_ret,,,,,,
player,201311170chi,chi,FordMi00,punt_ret_td,0,,,,,
player,201311170chi,chi,FordMi00,punt_ret_long,0,,,,,
player,201311170chi,chi,RosaDa00,kick_ret,1,,,,,
player,201311170chi,chi,RosaDa00,kick_ret_yds,4,,,,,
player,201311170chi,chi,RosaDa00,kick_ret_yds_per_ret,4.0,,,,,
player,201311170chi,chi,RosaDa00,kick_ret_td,0,,,,,
player,201311170chi,chi,RosaDa00,kick_ret_long,4,,,,,
player,201311170chi,chi,RosaDa00,punt_ret,0,,,,,
player,201311170chi,chi,RosaDa00,punt_ret_yds,0,,,,,
player,201311170chi,chi,RosaDa00,punt_ret_yds_per_ret,,,,,,
player,201311170chi,chi,RosaDa00,punt_ret_td,0,,,,,
player,201311170chi,chi,RosaDa00,punt_ret_long,0,,,,,
player,201311170chi,rav,TuckJu00,xpm,2,,,,,
player,201311170chi,rav,TuckJu00,xpa,2,,,,,
player,201311170chi,rav,TuckJu00,fgm,2,,,,,
player,201311170chi,rav,TuckJu00,fga,2,,,,,
player,201311170chi,rav,TuckJu00,punt,0,,,,,
player,201311170chi,rav,TuckJu00,punt_yds,0,,,,,
player,201311170chi,rav,TuckJu00,punt_yds_per_punt,,,,,,
player,201311170chi,rav,TuckJu00,punt_long,0,,,,,
player,201311170chi,rav,KochSa20,xpm,,,,,,
player,201311170chi,rav,KochSa20,xpa,,,,,,
player,201311170chi,rav,KochSa20,fgm,,,,,,
player,201311170chi,rav,KochSa20,fga,,,,,,
player,201311170chi,rav,KochSa20,punt,4,,,,,
player,201311170chi,rav,KochSa20,punt_yds,177,,,,,
player,201311170chi,rav,KochSa20,punt_yds_per_punt,44.3,,,,,
player,201311170chi,rav,KochSa20,punt_long,51,,,,,
player,201311170chi,chi,gouldrob01,xpm,2,,,,,
player,201311170chi,chi,gouldrob01,xpa,2,,,,,
player,201311170chi,chi,gouldrob01,fgm,3,,,,,
player,201311170chi,chi,gouldrob01,fga,3,,,,,
player,201311170chi,chi,gouldrob01,punt,0,,,,,
player,201311170chi,chi,gouldrob01,punt_yds,0,,,,,
player,201311170chi,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201311170chi,chi,gouldrob01,punt_long,0,,,,,
player,201311170chi,chi,PodlAd20,xpm,,,,,,
player,201311170chi,chi,PodlAd20,xpa,,,,,,
player,201311170chi,chi,PodlAd20,fgm,,,,,,
player,201311170chi,chi,PodlAd20,fga,,,,,,
player,201311170chi,chi,PodlAd20,punt,6,,,,,
player,201311170chi,chi,PodlAd20,punt_yds,232,,,,,
player,201311170chi,chi,PodlAd20,punt_yds_per_punt,38.7,,,,,
player,201311170chi,chi,PodlAd20,punt_long,51,,,,,
player,201311170chi,chi,LongKy00,pos,G,,,,,
player,201311170chi,chi,LongKy00,offense,62,,,,,
player,201311170chi,chi,LongKy00,off_pct,100%,,,,,
player,201311170chi,chi,LongKy00,defense,0,,,,,
player,201311170chi,chi,LongKy00,def_pct,0%,,,,,
player,201311170chi,chi,LongKy00,special_teams,5,,,,,
player,201311170chi,chi,LongKy00,st_pct,17%,,,,,
player,201311170chi,chi,MillJo02,pos,T,,,,,
player,201311170chi,chi,MillJo02,offense,62,,,,,
player,201311170chi,chi,MillJo02,off_pct,100%,,,,,
player,201311170chi,chi,MillJo02,defense,0,,,,,
player,201311170chi,chi,MillJo02,def_pct,0%,,,,,
player,201311170chi,chi,MillJo02,special_teams,5,,,,,
player,201311170chi,chi,MillJo02,st_pct,17%,,,,,
player,201311170chi,chi,GarzRo20,pos,C,,,,,
player,201311170chi,chi,GarzRo20,offense,62,,,,,
player,201311170chi,chi,GarzRo20,off_pct,100%,,,,,
player,201311170chi,chi,GarzRo20,defense,0,,,,,
player,201311170chi,chi,GarzRo20,def_pct,0%,,,,,
player,201311170chi,chi,GarzRo20,special_teams,5,,,,,
player,201311170chi,chi,GarzRo20,st_pct,17%,,,,,
player,201311170chi,chi,BushJe20,pos,T,,,,,
player,201311170chi,chi,BushJe20,offense,62,,,,,
player,201311170chi,chi,BushJe20,off_pct,100%,,,,,
player,201311170chi,chi,BushJe20,defense,0,,,,,
player,201311170chi,chi,BushJe20,def_pct,0%,,,,,
player,201311170chi,chi,BushJe20,special_teams,5,,,,,
player,201311170chi,chi,BushJe20,st_pct,17%,,,,,
player,201311170chi,chi,SlauMa20,pos,G,,,,,
player,201311170chi,chi,SlauMa20,offense,62,,,,,
player,201311170chi,chi,SlauMa20,off_pct,100%,,,,,
player,201311170chi,chi,SlauMa20,defense,0,,,,,
player,201311170chi,chi,SlauMa20,def_pct,0%,,,,,
player,201311170chi,chi,SlauMa20,special_teams,5,,,,,
player,201311170chi,chi,SlauMa20,st_pct,17%,,,,,
player,201311170chi,chi,MarsBr00,pos,WR,,,,,
player,201311170chi,chi,MarsBr00,offense,62,,,,,
player,201311170chi,chi,MarsBr00,off_pct,100%,,,,,
player,201311170chi,chi,MarsBr00,defense,0,,,,,
player,201311170chi,chi,MarsBr00,def_pct,0%,,,,,
player,201311170chi,chi,MarsBr00,special_teams,0,,,,,
player,201311170chi,chi,MarsBr00,st_pct,0%,,,,,
player,201311170chi,chi,McCoJo01,pos,QB,,,,,
player,201311170chi,chi,McCoJo01,offense,62,,,,,
player,201311170chi,chi,McCoJo01,off_pct,100%,,,,,
player,201311170chi,chi,McCoJo01,defense,0,,,,,
player,201311170chi,chi,McCoJo01,def_pct,0%,,,,,
player,201311170chi,chi,McCoJo01,special_teams,0,,,,,
player,201311170chi,chi,McCoJo01,st_pct,0%,,,,,
player,201311170chi,chi,JeffAl00,pos,WR,,,,,
player,201311170chi,chi,JeffAl00,offense,61,,,,,
player,201311170chi,chi,JeffAl00,off_pct,98%,,,,,
player,201311170chi,chi,JeffAl00,defense,0,,,,,
player,201311170chi,chi,JeffAl00,def_pct,0%,,,,,
player,201311170chi,chi,JeffAl00,special_teams,0,,,,,
player,201311170chi,chi,JeffAl00,st_pct,0%,,,,,
player,201311170chi,chi,BennMa00,pos,TE,,,,,
player,201311170chi,chi,BennMa00,offense,59,,,,,
player,201311170chi,chi,BennMa00,off_pct,95%,,,,,
player,201311170chi,chi,BennMa00,defense,0,,,,,
player,201311170chi,chi,BennMa00,def_pct,0%,,,,,
player,201311170chi,chi,BennMa00,special_teams,0,,,,,
player,201311170chi,chi,BennMa00,st_pct,0%,,,,,
player,201311170chi,chi,FortMa00,pos,RB,,,,,
player,201311170chi,chi,FortMa00,offense,56,,,,,
player,201311170chi,chi,FortMa00,off_pct,90%,,,,,
player,201311170chi,chi,FortMa00,defense,0,,,,,
player,201311170chi,chi,FortMa00,def_pct,0%,,,,,
player,201311170chi,chi,FortMa00,special_teams,0,,,,,
player,201311170chi,chi,FortMa00,st_pct,0%,,,,,
player,201311170chi,chi,BennEa00,pos,WR,,,,,
player,201311170chi,chi,BennEa00,offense,27,,,,,
player,201311170chi,chi,BennEa00,off_pct,44%,,,,,
player,201311170chi,chi,BennEa00,defense,0,,,,,
player,201311170chi,chi,BennEa00,def_pct,0%,,,,,
player,201311170chi,chi,BennEa00,special_teams,0,,,,,
player,201311170chi,chi,BennEa00,st_pct,0%,,,,,
player,201311170chi,chi,BritEb20,pos,T,,,,,
player,201311170chi,chi,BritEb20,offense,16,,,,,
player,201311170chi,chi,BritEb20,off_pct,26%,,,,,
player,201311170chi,chi,BritEb20,defense,0,,,,,
player,201311170chi,chi,BritEb20,def_pct,0%,,,,,
player,201311170chi,chi,BritEb20,special_teams,5,,,,,
player,201311170chi,chi,BritEb20,st_pct,17%,,,,,
player,201311170chi,chi,RosaDa00,pos,TE,,,,,
player,201311170chi,chi,RosaDa00,offense,11,,,,,
player,201311170chi,chi,RosaDa00,off_pct,18%,,,,,
player,201311170chi,chi,RosaDa00,defense,0,,,,,
player,201311170chi,chi,RosaDa00,def_pct,0%,,,,,
player,201311170chi,chi,RosaDa00,special_teams,23,,,,,
player,201311170chi,chi,RosaDa00,st_pct,77%,,,,,
player,201311170chi,chi,FiamTo00,pos,FB,,,,,
player,201311170chi,chi,FiamTo00,offense,9,,,,,
player,201311170chi,chi,FiamTo00,off_pct,15%,,,,,
player,201311170chi,chi,FiamTo00,defense,0,,,,,
player,201311170chi,chi,FiamTo00,def_pct,0%,,,,,
player,201311170chi,chi,FiamTo00,special_teams,5,,,,,
player,201311170chi,chi,FiamTo00,st_pct,17%,,,,,
player,201311170chi,chi,BushMi00,pos,RB,,,,,
player,201311170chi,chi,BushMi00,offense,6,,,,,
player,201311170chi,chi,BushMi00,off_pct,10%,,,,,
player,201311170chi,chi,BushMi00,defense,0,,,,,
player,201311170chi,chi,BushMi00,def_pct,0%,,,,,
player,201311170chi,chi,BushMi00,special_teams,0,,,,,
player,201311170chi,chi,BushMi00,st_pct,0%,,,,,
player,201311170chi,chi,WilsMa02,pos,WR,,,,,
player,201311170chi,chi,WilsMa02,offense,3,,,,,
player,201311170chi,chi,WilsMa02,off_pct,5%,,,,,
player,201311170chi,chi,WilsMa02,defense,0,,,,,
player,201311170chi,chi,WilsMa02,def_pct,0%,,,,,
player,201311170chi,chi,WilsMa02,special_teams,0,,,,,
player,201311170chi,chi,WilsMa02,st_pct,0%,,,,,
player,201311170chi,chi,BowmZa20,pos,CB,,,,,
player,201311170chi,chi,BowmZa20,offense,0,,,,,
player,201311170chi,chi,BowmZa20,off_pct,0%,,,,,
player,201311170chi,chi,BowmZa20,defense,78,,,,,
player,201311170chi,chi,BowmZa20,def_pct,100%,,,,,
player,201311170chi,chi,BowmZa20,special_teams,8,,,,,
player,201311170chi,chi,BowmZa20,st_pct,27%,,,,,
player,201311170chi,chi,BostJo00,pos,LB,,,,,
player,201311170chi,chi,BostJo00,offense,0,,,,,
player,201311170chi,chi,BostJo00,off_pct,0%,,,,,
player,201311170chi,chi,BostJo00,defense,78,,,,,
player,201311170chi,chi,BostJo00,def_pct,100%,,,,,
player,201311170chi,chi,BostJo00,special_teams,7,,,,,
player,201311170chi,chi,BostJo00,st_pct,23%,,,,,
player,201311170chi,chi,AndeJa21,pos,LB,,,,,
player,201311170chi,chi,AndeJa21,offense,0,,,,,
player,201311170chi,chi,AndeJa21,off_pct,0%,,,,,
player,201311170chi,chi,AndeJa21,defense,78,,,,,
player,201311170chi,chi,AndeJa21,def_pct,100%,,,,,
player,201311170chi,chi,AndeJa21,special_teams,5,,,,,
player,201311170chi,chi,AndeJa21,st_pct,17%,,,,,
player,201311170chi,chi,ContCh00,pos,FS,,,,,
player,201311170chi,chi,ContCh00,offense,0,,,,,
player,201311170chi,chi,ContCh00,off_pct,0%,,,,,
player,201311170chi,chi,ContCh00,defense,78,,,,,
player,201311170chi,chi,ContCh00,def_pct,100%,,,,,
player,201311170chi,chi,ContCh00,special_teams,5,,,,,
player,201311170chi,chi,ContCh00,st_pct,17%,,,,,
player,201311170chi,chi,WrigMa99,pos,SS,,,,,
player,201311170chi,chi,WrigMa99,offense,0,,,,,
player,201311170chi,chi,WrigMa99,off_pct,0%,,,,,
player,201311170chi,chi,WrigMa99,defense,78,,,,,
player,201311170chi,chi,WrigMa99,def_pct,100%,,,,,
player,201311170chi,chi,WrigMa99,special_teams,0,,,,,
player,201311170chi,chi,WrigMa99,st_pct,0%,,,,,
player,201311170chi,chi,JennTi20,pos,CB,,,,,
player,201311170chi,chi,JennTi20,offense,0,,,,,
player,201311170chi,chi,JennTi20,off_pct,0%,,,,,
player,201311170chi,chi,JennTi20,defense,77,,,,,
player,201311170chi,chi,JennTi20,def_pct,99%,,,,,
player,201311170chi,chi,JennTi20,special_teams,4,,,,,
player,201311170chi,chi,JennTi20,st_pct,13%,,,,,
player,201311170chi,chi,WootCo99,pos,DE,,,,,
player,201311170chi,chi,WootCo99,offense,0,,,,,
player,201311170chi,chi,WootCo99,off_pct,0%,,,,,
player,201311170chi,chi,WootCo99,defense,71,,,,,
player,201311170chi,chi,WootCo99,def_pct,91%,,,,,
player,201311170chi,chi,WootCo99,special_teams,10,,,,,
player,201311170chi,chi,WootCo99,st_pct,33%,,,,,
player,201311170chi,chi,PeppJu99,pos,DE,,,,,
player,201311170chi,chi,PeppJu99,offense,0,,,,,
player,201311170chi,chi,PeppJu99,off_pct,0%,,,,,
player,201311170chi,chi,PeppJu99,defense,71,,,,,
player,201311170chi,chi,PeppJu99,def_pct,91%,,,,,
player,201311170chi,chi,PeppJu99,special_teams,5,,,,,
player,201311170chi,chi,PeppJu99,st_pct,17%,,,,,
player,201311170chi,chi,FreyIs00,pos,CB,,,,,
player,201311170chi,chi,FreyIs00,offense,0,,,,,
player,201311170chi,chi,FreyIs00,off_pct,0%,,,,,
player,201311170chi,chi,FreyIs00,defense,61,,,,,
player,201311170chi,chi,FreyIs00,def_pct,78%,,,,,
player,201311170chi,chi,FreyIs00,special_teams,4,,,,,
player,201311170chi,chi,FreyIs00,st_pct,13%,,,,,
player,201311170chi,chi,CoheLa99,pos,DT,,,,,
player,201311170chi,chi,CoheLa99,offense,0,,,,,
player,201311170chi,chi,CoheLa99,off_pct,0%,,,,,
player,201311170chi,chi,CoheLa99,defense,59,,,,,
player,201311170chi,chi,CoheLa99,def_pct,76%,,,,,
player,201311170chi,chi,CoheLa99,special_teams,2,,,,,
player,201311170chi,chi,CoheLa99,st_pct,7%,,,,,
player,201311170chi,chi,BassDa00,pos,DE,,,,,
player,201311170chi,chi,BassDa00,offense,0,,,,,
player,201311170chi,chi,BassDa00,off_pct,0%,,,,,
player,201311170chi,chi,BassDa00,defense,56,,,,,
player,201311170chi,chi,BassDa00,def_pct,72%,,,,,
player,201311170chi,chi,BassDa00,special_teams,5,,,,,
player,201311170chi,chi,BassDa00,st_pct,17%,,,,,
player,201311170chi,chi,PaeaSt00,pos,NT,,,,,
player,201311170chi,chi,PaeaSt00,offense,0,,,,,
player,201311170chi,chi,PaeaSt00,off_pct,0%,,,,,
player,201311170chi,chi,PaeaSt00,defense,19,,,,,
player,201311170chi,chi,PaeaSt00,def_pct,24%,,,,,
player,201311170chi,chi,PaeaSt00,special_teams,2,,,,,
player,201311170chi,chi,PaeaSt00,st_pct,7%,,,,,
player,201311170chi,chi,OzouCh00,pos,DE,,,,,
player,201311170chi,chi,OzouCh00,offense,0,,,,,
player,201311170chi,chi,OzouCh00,off_pct,0%,,,,,
player,201311170chi,chi,OzouCh00,defense,18,,,,,
player,201311170chi,chi,OzouCh00,def_pct,23%,,,,,
player,201311170chi,chi,OzouCh00,special_teams,13,,,,,
player,201311170chi,chi,OzouCh00,st_pct,43%,,,,,
player,201311170chi,chi,TupoCh00,pos,DT,,,,,
player,201311170chi,chi,TupoCh00,offense,0,,,,,
player,201311170chi,chi,TupoCh00,off_pct,0%,,,,,
player,201311170chi,chi,TupoCh00,defense,18,,,,,
player,201311170chi,chi,TupoCh00,def_pct,23%,,,,,
player,201311170chi,chi,TupoCh00,special_teams,1,,,,,
player,201311170chi,chi,TupoCh00,st_pct,3%,,,,,
player,201311170chi,chi,GreeKh00,pos,LB,,,,,
player,201311170chi,chi,GreeKh00,offense,0,,,,,
player,201311170chi,chi,GreeKh00,off_pct,0%,,,,,
player,201311170chi,chi,GreeKh00,defense,18,,,,,
player,201311170chi,chi,GreeKh00,def_pct,23%,,,,,
player,201311170chi,chi,GreeKh00,special_teams,0,,,,,
player,201311170chi,chi,GreeKh00,st_pct,0%,,,,,
player,201311170chi,chi,CostBl20,pos,LB,,,,,
player,201311170chi,chi,CostBl20,offense,0,,,,,
player,201311170chi,chi,CostBl20,off_pct,0%,,,,,
player,201311170chi,chi,CostBl20,defense,0,,,,,
player,201311170chi,chi,CostBl20,def_pct,0%,,,,,
player,201311170chi,chi,CostBl20,special_teams,25,,,,,
player,201311170chi,chi,CostBl20,st_pct,83%,,,,,
player,201311170chi,chi,FranJe00,pos,LB,,,,,
player,201311170chi,chi,FranJe00,offense,0,,,,,
player,201311170chi,chi,FranJe00,off_pct,0%,,,,,
player,201311170chi,chi,FranJe00,defense,0,,,,,
player,201311170chi,chi,FranJe00,def_pct,0%,,,,,
player,201311170chi,chi,FranJe00,special_teams,20,,,,,
player,201311170chi,chi,FranJe00,st_pct,67%,,,,,
player,201311170chi,chi,WeemEr00,pos,WR,,,,,
player,201311170chi,chi,WeemEr00,offense,0,,,,,
player,201311170chi,chi,WeemEr00,off_pct,0%,,,,,
player,201311170chi,chi,WeemEr00,defense,0,,,,,
player,201311170chi,chi,WeemEr00,def_pct,0%,,,,,
player,201311170chi,chi,WeemEr00,special_teams,20,,,,,
player,201311170chi,chi,WeemEr00,st_pct,67%,,,,,
player,201311170chi,chi,WaltAn01,pos,SS,,,,,
player,201311170chi,chi,WaltAn01,offense,0,,,,,
player,201311170chi,chi,WaltAn01,off_pct,0%,,,,,
player,201311170chi,chi,WaltAn01,defense,0,,,,,
player,201311170chi,chi,WaltAn01,def_pct,0%,,,,,
player,201311170chi,chi,WaltAn01,special_teams,20,,,,,
player,201311170chi,chi,WaltAn01,st_pct,67%,,,,,
player,201311170chi,chi,StelCr99,pos,FS,,,,,
player,201311170chi,chi,StelCr99,offense,0,,,,,
player,201311170chi,chi,StelCr99,off_pct,0%,,,,,
player,201311170chi,chi,StelCr99,defense,0,,,,,
player,201311170chi,chi,StelCr99,def_pct,0%,,,,,
player,201311170chi,chi,StelCr99,special_teams,20,,,,,
player,201311170chi,chi,StelCr99,st_pct,67%,,,,,
player,201311170chi,chi,FordMi00,pos,RB,,,,,
player,201311170chi,chi,FordMi00,offense,0,,,,,
player,201311170chi,chi,FordMi00,off_pct,0%,,,,,
player,201311170chi,chi,FordMi00,defense,0,,,,,
player,201311170chi,chi,FordMi00,def_pct,0%,,,,,
player,201311170chi,chi,FordMi00,special_teams,20,,,,,
player,201311170chi,chi,FordMi00,st_pct,67%,,,,,
player,201311170chi,chi,McMaSh99,pos,CB,,,,,
player,201311170chi,chi,McMaSh99,offense,0,,,,,
player,201311170chi,chi,McMaSh99,off_pct,0%,,,,,
player,201311170chi,chi,McMaSh99,defense,0,,,,,
player,201311170chi,chi,McMaSh99,def_pct,0%,,,,,
player,201311170chi,chi,McMaSh99,special_teams,15,,,,,
player,201311170chi,chi,McMaSh99,st_pct,50%,,,,,
player,201311170chi,chi,MartDe22,pos,SS,,,,,
player,201311170chi,chi,MartDe22,offense,0,,,,,
player,201311170chi,chi,MartDe22,off_pct,0%,,,,,
player,201311170chi,chi,MartDe22,defense,0,,,,,
player,201311170chi,chi,MartDe22,def_pct,0%,,,,,
player,201311170chi,chi,MartDe22,special_teams,14,,,,,
player,201311170chi,chi,MartDe22,st_pct,47%,,,,,
player,201311170chi,chi,HestDe99,pos,WR,,,,,
player,201311170chi,chi,HestDe99,offense,0,,,,,
player,201311170chi,chi,HestDe99,off_pct,0%,,,,,
player,201311170chi,chi,HestDe99,defense,0,,,,,
player,201311170chi,chi,HestDe99,def_pct,0%,,,,,
player,201311170chi,chi,HestDe99,special_teams,13,,,,,
player,201311170chi,chi,HestDe99,st_pct,43%,,,,,
player,201311170chi,chi,gouldrob01,pos,K,,,,,
player,201311170chi,chi,gouldrob01,offense,0,,,,,
player,201311170chi,chi,gouldrob01,off_pct,0%,,,,,
player,201311170chi,chi,gouldrob01,defense,0,,,,,
player,201311170chi,chi,gouldrob01,def_pct,0%,,,,,
player,201311170chi,chi,gouldrob01,special_teams,11,,,,,
player,201311170chi,chi,gouldrob01,st_pct,37%,,,,,
player,201311170chi,chi,CainJe20,pos,LS,,,,,
player,201311170chi,chi,CainJe20,offense,0,,,,,
player,201311170chi,chi,CainJe20,off_pct,0%,,,,,
player,201311170chi,chi,CainJe20,defense,0,,,,,
player,201311170chi,chi,CainJe20,def_pct,0%,,,,,
player,201311170chi,chi,CainJe20,special_teams,11,,,,,
player,201311170chi,chi,CainJe20,st_pct,37%,,,,,
player,201311170chi,chi,PodlAd20,pos,P,,,,,
player,201311170chi,chi,PodlAd20,offense,0,,,,,
player,201311170chi,chi,PodlAd20,off_pct,0%,,,,,
player,201311170chi,chi,PodlAd20,defense,0,,,,,
player,201311170chi,chi,PodlAd20,def_pct,0%,,,,,
player,201311170chi,chi,PodlAd20,special_teams,11,,,,,
player,201311170chi,chi,PodlAd20,st_pct,37%,,,,,
player,201311170chi,rav,YandMa20,pos,G,,,,,
player,201311170chi,rav,YandMa20,offense,78,,,,,
player,201311170chi,rav,YandMa20,off_pct,100%,,,,,
player,201311170chi,rav,YandMa20,defense,0,,,,,
player,201311170chi,rav,YandMa20,def_pct,0%,,,,,
player,201311170chi,rav,YandMa20,special_teams,4,,,,,
player,201311170chi,rav,YandMa20,st_pct,13%,,,,,
player,201311170chi,rav,ShipA.20,pos,C,,,,,
player,201311170chi,rav,ShipA.20,offense,78,,,,,
player,201311170chi,rav,ShipA.20,off_pct,100%,,,,,
player,201311170chi,rav,ShipA.20,defense,0,,,,,
player,201311170chi,rav,ShipA.20,def_pct,0%,,,,,
player,201311170chi,rav,ShipA.20,special_teams,4,,,,,
player,201311170chi,rav,ShipA.20,st_pct,13%,,,,,
player,201311170chi,rav,MonrEu20,pos,T,,,,,
player,201311170chi,rav,MonrEu20,offense,78,,,,,
player,201311170chi,rav,MonrEu20,off_pct,100%,,,,,
player,201311170chi,rav,MonrEu20,defense,0,,,,,
player,201311170chi,rav,MonrEu20,def_pct,0%,,,,,
player,201311170chi,rav,MonrEu20,special_teams,4,,,,,
player,201311170chi,rav,MonrEu20,st_pct,13%,,,,,
player,201311170chi,rav,OherMi20,pos,T,,,,,
player,201311170chi,rav,OherMi20,offense,78,,,,,
player,201311170chi,rav,OherMi20,off_pct,100%,,,,,
player,201311170chi,rav,OherMi20,defense,0,,,,,
player,201311170chi,rav,OherMi20,def_pct,0%,,,,,
player,201311170chi,rav,OherMi20,special_teams,4,,,,,
player,201311170chi,rav,OherMi20,st_pct,13%,,,,,
player,201311170chi,rav,GradGi00,pos,C,,,,,
player,201311170chi,rav,GradGi00,offense,78,,,,,
player,201311170chi,rav,GradGi00,off_pct,100%,,,,,
player,201311170chi,rav,GradGi00,defense,0,,,,,
player,201311170chi,rav,GradGi00,def_pct,0%,,,,,
player,201311170chi,rav,GradGi00,special_teams,0,,,,,
player,201311170chi,rav,GradGi00,st_pct,0%,,,,,
player,201311170chi,rav,FlacJo00,pos,QB,,,,,
player,201311170chi,rav,FlacJo00,offense,78,,,,,
player,201311170chi,rav,FlacJo00,off_pct,100%,,,,,
player,201311170chi,rav,FlacJo00,defense,0,,,,,
player,201311170chi,rav,FlacJo00,def_pct,0%,,,,,
player,201311170chi,rav,FlacJo00,special_teams,0,,,,,
player,201311170chi,rav,FlacJo00,st_pct,0%,,,,,
player,201311170chi,rav,SmitTo02,pos,WR,,,,,
player,201311170chi,rav,SmitTo02,offense,75,,,,,
player,201311170chi,rav,SmitTo02,off_pct,96%,,,,,
player,201311170chi,rav,SmitTo02,defense,0,,,,,
player,201311170chi,rav,SmitTo02,def_pct,0%,,,,,
player,201311170chi,rav,SmitTo02,special_teams,0,,,,,
player,201311170chi,rav,SmitTo02,st_pct,0%,,,,,
player,201311170chi,rav,DossTa00,pos,WR,,,,,
player,201311170chi,rav,DossTa00,offense,60,,,,,
player,201311170chi,rav,DossTa00,off_pct,77%,,,,,
player,201311170chi,rav,DossTa00,defense,0,,,,,
player,201311170chi,rav,DossTa00,def_pct,0%,,,,,
player,201311170chi,rav,DossTa00,special_teams,5,,,,,
player,201311170chi,rav,DossTa00,st_pct,17%,,,,,
player,201311170chi,rav,RiceRa00,pos,RB,,,,,
player,201311170chi,rav,RiceRa00,offense,59,,,,,
player,201311170chi,rav,RiceRa00,off_pct,76%,,,,,
player,201311170chi,rav,RiceRa00,defense,0,,,,,
player,201311170chi,rav,RiceRa00,def_pct,0%,,,,,
player,201311170chi,rav,RiceRa00,special_teams,0,,,,,
player,201311170chi,rav,RiceRa00,st_pct,0%,,,,,
player,201311170chi,rav,DickEd00,pos,TE,,,,,
