game,2013,14,20131208,201312080nwe,cle,"Cleveland Browns",26,nwe,"New England Patriots",27
player,201312080nwe,nwe,RyanLo00,tackles_assists,2,,,,,
player,201312080nwe,nwe,RyanLo00,tackles_loss,0,,,,,
player,201312080nwe,nwe,RyanLo00,qb_hits,0,,,,,
player,201312080nwe,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201312080nwe,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201312080nwe,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201312080nwe,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201312080nwe,nwe,ArriKy00,def_int,0,,,,,
player,201312080nwe,nwe,ArriKy00,def_int_yds,0,,,,,
player,201312080nwe,nwe,ArriKy00,def_int_td,0,,,,,
player,201312080nwe,nwe,ArriKy00,def_int_long,0,,,,,
player,201312080nwe,nwe,ArriKy00,pass_defended,1,,,,,
player,201312080nwe,nwe,ArriKy00,sacks,0.0,,,,,
player,201312080nwe,nwe,ArriKy00,tackles_combined,4,,,,,
player,201312080nwe,nwe,ArriKy00,tackles_solo,3,,,,,
player,201312080nwe,nwe,ArriKy00,tackles_assists,1,,,,,
player,201312080nwe,nwe,ArriKy00,tackles_loss,0,,,,,
player,201312080nwe,nwe,ArriKy00,qb_hits,0,,,,,
player,201312080nwe,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201312080nwe,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201312080nwe,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201312080nwe,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201312080nwe,nwe,SpikBr99,def_int,0,,,,,
player,201312080nwe,nwe,SpikBr99,def_int_yds,0,,,,,
player,201312080nwe,nwe,SpikBr99,def_int_td,0,,,,,
player,201312080nwe,nwe,SpikBr99,def_int_long,0,,,,,
player,201312080nwe,nwe,SpikBr99,pass_defended,0,,,,,
player,201312080nwe,nwe,SpikBr99,sacks,0.0,,,,,
player,201312080nwe,nwe,SpikBr99,tackles_combined,4,,,,,
player,201312080nwe,nwe,SpikBr99,tackles_solo,1,,,,,
player,201312080nwe,nwe,SpikBr99,tackles_assists,3,,,,,
player,201312080nwe,nwe,SpikBr99,tackles_loss,0,,,,,
player,201312080nwe,nwe,SpikBr99,qb_hits,0,,,,,
player,201312080nwe,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201312080nwe,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201312080nwe,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201312080nwe,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201312080nwe,nwe,McCoDe99,def_int,0,,,,,
player,201312080nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201312080nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201312080nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201312080nwe,nwe,McCoDe99,pass_defended,0,,,,,
player,201312080nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201312080nwe,nwe,McCoDe99,tackles_combined,3,,,,,
player,201312080nwe,nwe,McCoDe99,tackles_solo,2,,,,,
player,201312080nwe,nwe,McCoDe99,tackles_assists,1,,,,,
player,201312080nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201312080nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201312080nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201312080nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201312080nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201312080nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201312080nwe,nwe,TaliAq99,def_int,0,,,,,
player,201312080nwe,nwe,TaliAq99,def_int_yds,0,,,,,
player,201312080nwe,nwe,TaliAq99,def_int_td,0,,,,,
player,201312080nwe,nwe,TaliAq99,def_int_long,0,,,,,
player,201312080nwe,nwe,TaliAq99,pass_defended,0,,,,,
player,201312080nwe,nwe,TaliAq99,sacks,0.0,,,,,
player,201312080nwe,nwe,TaliAq99,tackles_combined,3,,,,,
player,201312080nwe,nwe,TaliAq99,tackles_solo,3,,,,,
player,201312080nwe,nwe,TaliAq99,tackles_assists,0,,,,,
player,201312080nwe,nwe,TaliAq99,tackles_loss,0,,,,,
player,201312080nwe,nwe,TaliAq99,qb_hits,0,,,,,
player,201312080nwe,nwe,TaliAq99,fumbles_rec,0,,,,,
player,201312080nwe,nwe,TaliAq99,fumbles_rec_yds,0,,,,,
player,201312080nwe,nwe,TaliAq99,fumbles_rec_td,0,,,,,
player,201312080nwe,nwe,TaliAq99,fumbles_forced,0,,,,,
player,201312080nwe,nwe,JoneCh04,def_int,0,,,,,
player,201312080nwe,nwe,JoneCh04,def_int_yds,0,,,,,
player,201312080nwe,nwe,JoneCh04,def_int_td,0,,,,,
player,201312080nwe,nwe,JoneCh04,def_int_long,0,,,,,
player,201312080nwe,nwe,JoneCh04,pass_defended,0,,,,,
player,201312080nwe,nwe,JoneCh04,sacks,0.0,,,,,
player,201312080nwe,nwe,JoneCh04,tackles_combined,2,,,,,
player,201312080nwe,nwe,JoneCh04,tackles_solo,2,,,,,
player,201312080nwe,nwe,JoneCh04,tackles_assists,0,,,,,
player,201312080nwe,nwe,JoneCh04,tackles_loss,0,,,,,
player,201312080nwe,nwe,JoneCh04,qb_hits,1,,,,,
player,201312080nwe,nwe,JoneCh04,fumbles_rec,0,,,,,
player,201312080nwe,nwe,JoneCh04,fumbles_rec_yds,0,,,,,
player,201312080nwe,nwe,JoneCh04,fumbles_rec_td,0,,,,,
player,201312080nwe,nwe,JoneCh04,fumbles_forced,0,,,,,
player,201312080nwe,nwe,VellJo00,def_int,0,,,,,
player,201312080nwe,nwe,VellJo00,def_int_yds,0,,,,,
player,201312080nwe,nwe,VellJo00,def_int_td,0,,,,,
player,201312080nwe,nwe,VellJo00,def_int_long,0,,,,,
player,201312080nwe,nwe,VellJo00,pass_defended,0,,,,,
player,201312080nwe,nwe,VellJo00,sacks,0.0,,,,,
player,201312080nwe,nwe,VellJo00,tackles_combined,2,,,,,
player,201312080nwe,nwe,VellJo00,tackles_solo,0,,,,,
player,201312080nwe,nwe,VellJo00,tackles_assists,2,,,,,
player,201312080nwe,nwe,VellJo00,tackles_loss,0,,,,,
player,201312080nwe,nwe,VellJo00,qb_hits,0,,,,,
player,201312080nwe,nwe,VellJo00,fumbles_rec,0,,,,,
player,201312080nwe,nwe,VellJo00,fumbles_rec_yds,0,,,,,
player,201312080nwe,nwe,VellJo00,fumbles_rec_td,0,,,,,
player,201312080nwe,nwe,VellJo00,fumbles_forced,0,,,,,
player,201312080nwe,nwe,BuchMi00,def_int,0,,,,,
player,201312080nwe,nwe,BuchMi00,def_int_yds,0,,,,,
player,201312080nwe,nwe,BuchMi00,def_int_td,0,,,,,
player,201312080nwe,nwe,BuchMi00,def_int_long,0,,,,,
player,201312080nwe,nwe,BuchMi00,pass_defended,0,,,,,
player,201312080nwe,nwe,BuchMi00,sacks,0.0,,,,,
player,201312080nwe,nwe,BuchMi00,tackles_combined,1,,,,,
player,201312080nwe,nwe,BuchMi00,tackles_solo,1,,,,,
player,201312080nwe,nwe,BuchMi00,tackles_assists,0,,,,,
player,201312080nwe,nwe,BuchMi00,tackles_loss,0,,,,,
player,201312080nwe,nwe,BuchMi00,qb_hits,0,,,,,
player,201312080nwe,nwe,BuchMi00,fumbles_rec,0,,,,,
player,201312080nwe,nwe,BuchMi00,fumbles_rec_yds,0,,,,,
player,201312080nwe,nwe,BuchMi00,fumbles_rec_td,0,,,,,
player,201312080nwe,nwe,BuchMi00,fumbles_forced,0,,,,,
player,201312080nwe,nwe,DennAl00,def_int,0,,,,,
player,201312080nwe,nwe,DennAl00,def_int_yds,0,,,,,
player,201312080nwe,nwe,DennAl00,def_int_td,0,,,,,
player,201312080nwe,nwe,DennAl00,def_int_long,0,,,,,
player,201312080nwe,nwe,DennAl00,pass_defended,0,,,,,
player,201312080nwe,nwe,DennAl00,sacks,0.0,,,,,
player,201312080nwe,nwe,DennAl00,tackles_combined,1,,,,,
player,201312080nwe,nwe,DennAl00,tackles_solo,1,,,,,
player,201312080nwe,nwe,DennAl00,tackles_assists,0,,,,,
player,201312080nwe,nwe,DennAl00,tackles_loss,0,,,,,
player,201312080nwe,nwe,DennAl00,qb_hits,0,,,,,
player,201312080nwe,nwe,DennAl00,fumbles_rec,0,,,,,
player,201312080nwe,nwe,DennAl00,fumbles_rec_yds,0,,,,,
player,201312080nwe,nwe,DennAl00,fumbles_rec_td,0,,,,,
player,201312080nwe,nwe,DennAl00,fumbles_forced,0,,,,,
player,201312080nwe,nwe,EbneNa00,def_int,0,,,,,
player,201312080nwe,nwe,EbneNa00,def_int_yds,0,,,,,
player,201312080nwe,nwe,EbneNa00,def_int_td,0,,,,,
player,201312080nwe,nwe,EbneNa00,def_int_long,0,,,,,
player,201312080nwe,nwe,EbneNa00,pass_defended,0,,,,,
player,201312080nwe,nwe,EbneNa00,sacks,0.0,,,,,
player,201312080nwe,nwe,EbneNa00,tackles_combined,1,,,,,
player,201312080nwe,nwe,EbneNa00,tackles_solo,0,,,,,
player,201312080nwe,nwe,EbneNa00,tackles_assists,1,,,,,
player,201312080nwe,nwe,EbneNa00,tackles_loss,0,,,,,
player,201312080nwe,nwe,EbneNa00,qb_hits,0,,,,,
player,201312080nwe,nwe,EbneNa00,fumbles_rec,0,,,,,
player,201312080nwe,nwe,EbneNa00,fumbles_rec_yds,0,,,,,
player,201312080nwe,nwe,EbneNa00,fumbles_rec_td,0,,,,,
player,201312080nwe,nwe,EbneNa00,fumbles_forced,0,,,,,
player,201312080nwe,nwe,FletDa00,def_int,0,,,,,
player,201312080nwe,nwe,FletDa00,def_int_yds,0,,,,,
player,201312080nwe,nwe,FletDa00,def_int_td,0,,,,,
player,201312080nwe,nwe,FletDa00,def_int_long,0,,,,,
player,201312080nwe,nwe,FletDa00,pass_defended,0,,,,,
player,201312080nwe,nwe,FletDa00,sacks,0.0,,,,,
player,201312080nwe,nwe,FletDa00,tackles_combined,1,,,,,
player,201312080nwe,nwe,FletDa00,tackles_solo,1,,,,,
player,201312080nwe,nwe,FletDa00,tackles_assists,0,,,,,
player,201312080nwe,nwe,FletDa00,tackles_loss,0,,,,,
player,201312080nwe,nwe,FletDa00,qb_hits,1,,,,,
player,201312080nwe,nwe,FletDa00,fumbles_rec,0,,,,,
player,201312080nwe,nwe,FletDa00,fumbles_rec_yds,0,,,,,
player,201312080nwe,nwe,FletDa00,fumbles_rec_td,0,,,,,
player,201312080nwe,nwe,FletDa00,fumbles_forced,0,,,,,
player,201312080nwe,cle,PoyeJo00,kick_ret,0,,,,,
player,201312080nwe,cle,PoyeJo00,kick_ret_yds,0,,,,,
player,201312080nwe,cle,PoyeJo00,kick_ret_yds_per_ret,,,,,,
player,201312080nwe,cle,PoyeJo00,kick_ret_td,0,,,,,
player,201312080nwe,cle,PoyeJo00,kick_ret_long,0,,,,,
player,201312080nwe,cle,PoyeJo00,punt_ret,1,,,,,
player,201312080nwe,cle,PoyeJo00,punt_ret_yds,-1,,,,,
player,201312080nwe,cle,PoyeJo00,punt_ret_yds_per_ret,-1.0,,,,,
player,201312080nwe,cle,PoyeJo00,punt_ret_td,0,,,,,
player,201312080nwe,cle,PoyeJo00,punt_ret_long,-1,,,,,
player,201312080nwe,cle,WhitFo00,kick_ret,3,,,,,
player,201312080nwe,cle,WhitFo00,kick_ret_yds,62,,,,,
player,201312080nwe,cle,WhitFo00,kick_ret_yds_per_ret,20.7,,,,,
player,201312080nwe,cle,WhitFo00,kick_ret_td,0,,,,,
player,201312080nwe,cle,WhitFo00,kick_ret_long,27,,,,,
player,201312080nwe,cle,WhitFo00,punt_ret,0,,,,,
player,201312080nwe,cle,WhitFo00,punt_ret_yds,0,,,,,
player,201312080nwe,cle,WhitFo00,punt_ret_yds_per_ret,,,,,,
player,201312080nwe,cle,WhitFo00,punt_ret_td,0,,,,,
player,201312080nwe,cle,WhitFo00,punt_ret_long,0,,,,,
player,201312080nwe,nwe,EdelJu00,kick_ret,0,,,,,
player,201312080nwe,nwe,EdelJu00,kick_ret_yds,0,,,,,
player,201312080nwe,nwe,EdelJu00,kick_ret_yds_per_ret,,,,,,
player,201312080nwe,nwe,EdelJu00,kick_ret_td,0,,,,,
player,201312080nwe,nwe,EdelJu00,kick_ret_long,0,,,,,
player,201312080nwe,nwe,EdelJu00,punt_ret,2,,,,,
player,201312080nwe,nwe,EdelJu00,punt_ret_yds,7,,,,,
player,201312080nwe,nwe,EdelJu00,punt_ret_yds_per_ret,3.5,,,,,
player,201312080nwe,nwe,EdelJu00,punt_ret_td,0,,,,,
player,201312080nwe,nwe,EdelJu00,punt_ret_long,8,,,,,
player,201312080nwe,nwe,BoycJo00,kick_ret,2,,,,,
player,201312080nwe,nwe,BoycJo00,kick_ret_yds,46,,,,,
player,201312080nwe,nwe,BoycJo00,kick_ret_yds_per_ret,23.0,,,,,
player,201312080nwe,nwe,BoycJo00,kick_ret_td,0,,,,,
player,201312080nwe,nwe,BoycJo00,kick_ret_long,28,,,,,
player,201312080nwe,nwe,BoycJo00,punt_ret,0,,,,,
player,201312080nwe,nwe,BoycJo00,punt_ret_yds,0,,,,,
player,201312080nwe,nwe,BoycJo00,punt_ret_yds_per_ret,,,,,,
player,201312080nwe,nwe,BoycJo00,punt_ret_td,0,,,,,
player,201312080nwe,nwe,BoycJo00,punt_ret_long,0,,,,,
player,201312080nwe,nwe,SlatMa00,kick_ret,1,,,,,
player,201312080nwe,nwe,SlatMa00,kick_ret_yds,0,,,,,
player,201312080nwe,nwe,SlatMa00,kick_ret_yds_per_ret,0.0,,,,,
player,201312080nwe,nwe,SlatMa00,kick_ret_td,0,,,,,
player,201312080nwe,nwe,SlatMa00,kick_ret_long,0,,,,,
player,201312080nwe,nwe,SlatMa00,punt_ret,0,,,,,
player,201312080nwe,nwe,SlatMa00,punt_ret_yds,0,,,,,
player,201312080nwe,nwe,SlatMa00,punt_ret_yds_per_ret,,,,,,
player,201312080nwe,nwe,SlatMa00,punt_ret_td,0,,,,,
player,201312080nwe,nwe,SlatMa00,punt_ret_long,0,,,,,
player,201312080nwe,cle,cundibil01,xpm,2,,,,,
player,201312080nwe,cle,cundibil01,xpa,2,,,,,
player,201312080nwe,cle,cundibil01,fgm,2,,,,,
player,201312080nwe,cle,cundibil01,fga,3,,,,,
player,201312080nwe,cle,cundibil01,punt,0,,,,,
player,201312080nwe,cle,cundibil01,punt_yds,0,,,,,
player,201312080nwe,cle,cundibil01,punt_yds_per_punt,,,,,,
player,201312080nwe,cle,cundibil01,punt_long,0,,,,,
player,201312080nwe,cle,LannSp00,xpm,,,,,,
player,201312080nwe,cle,LannSp00,xpa,,,,,,
player,201312080nwe,cle,LannSp00,fgm,,,,,,
player,201312080nwe,cle,LannSp00,fga,,,,,,
player,201312080nwe,cle,LannSp00,punt,6,,,,,
player,201312080nwe,cle,LannSp00,punt_yds,259,,,,,
player,201312080nwe,cle,LannSp00,punt_yds_per_punt,43.2,,,,,
player,201312080nwe,cle,LannSp00,punt_long,50,,,,,
player,201312080nwe,nwe,GostSt20,xpm,1,,,,,
player,201312080nwe,nwe,GostSt20,xpa,1,,,,,
player,201312080nwe,nwe,GostSt20,fgm,2,,,,,
player,201312080nwe,nwe,GostSt20,fga,2,,,,,
player,201312080nwe,nwe,GostSt20,punt,0,,,,,
player,201312080nwe,nwe,GostSt20,punt_yds,0,,,,,
player,201312080nwe,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201312080nwe,nwe,GostSt20,punt_long,0,,,,,
player,201312080nwe,nwe,AlleRy01,xpm,,,,,,
player,201312080nwe,nwe,AlleRy01,xpa,,,,,,
player,201312080nwe,nwe,AlleRy01,fgm,,,,,,
player,201312080nwe,nwe,AlleRy01,fga,,,,,,
player,201312080nwe,nwe,AlleRy01,punt,5,,,,,
player,201312080nwe,nwe,AlleRy01,punt_yds,200,,,,,
player,201312080nwe,nwe,AlleRy01,punt_yds_per_punt,40.0,,,,,
player,201312080nwe,nwe,AlleRy01,punt_long,53,,,,,
player,201312080nwe,nwe,EdelJu00,pos,WR,,,,,
player,201312080nwe,nwe,EdelJu00,offense,83,,,,,
player,201312080nwe,nwe,EdelJu00,off_pct,100%,,,,,
player,201312080nwe,nwe,EdelJu00,defense,0,,,,,
player,201312080nwe,nwe,EdelJu00,def_pct,0%,,,,,
player,201312080nwe,nwe,EdelJu00,special_teams,6,,,,,
player,201312080nwe,nwe,EdelJu00,st_pct,19%,,,,,
player,201312080nwe,nwe,SoldNa00,pos,T,,,,,
player,201312080nwe,nwe,SoldNa00,offense,83,,,,,
player,201312080nwe,nwe,SoldNa00,off_pct,100%,,,,,
player,201312080nwe,nwe,SoldNa00,defense,0,,,,,
player,201312080nwe,nwe,SoldNa00,def_pct,0%,,,,,
player,201312080nwe,nwe,SoldNa00,special_teams,4,,,,,
player,201312080nwe,nwe,SoldNa00,st_pct,13%,,,,,
player,201312080nwe,nwe,ConnDa21,pos,G,,,,,
player,201312080nwe,nwe,ConnDa21,offense,83,,,,,
player,201312080nwe,nwe,ConnDa21,off_pct,100%,,,,,
player,201312080nwe,nwe,ConnDa21,defense,0,,,,,
player,201312080nwe,nwe,ConnDa21,def_pct,0%,,,,,
player,201312080nwe,nwe,ConnDa21,special_teams,3,,,,,
player,201312080nwe,nwe,ConnDa21,st_pct,10%,,,,,
player,201312080nwe,nwe,WendRy20,pos,C,,,,,
player,201312080nwe,nwe,WendRy20,offense,83,,,,,
player,201312080nwe,nwe,WendRy20,off_pct,100%,,,,,
player,201312080nwe,nwe,WendRy20,defense,0,,,,,
player,201312080nwe,nwe,WendRy20,def_pct,0%,,,,,
player,201312080nwe,nwe,WendRy20,special_teams,3,,,,,
player,201312080nwe,nwe,WendRy20,st_pct,10%,,,,,
player,201312080nwe,nwe,MankLo20,pos,G,,,,,
player,201312080nwe,nwe,MankLo20,offense,83,,,,,
player,201312080nwe,nwe,MankLo20,off_pct,100%,,,,,
player,201312080nwe,nwe,MankLo20,defense,0,,,,,
player,201312080nwe,nwe,MankLo20,def_pct,0%,,,,,
player,201312080nwe,nwe,MankLo20,special_teams,3,,,,,
player,201312080nwe,nwe,MankLo20,st_pct,10%,,,,,
player,201312080nwe,nwe,SvitWi20,pos,T,,,,,
player,201312080nwe,nwe,SvitWi20,offense,83,,,,,
player,201312080nwe,nwe,SvitWi20,off_pct,100%,,,,,
player,201312080nwe,nwe,SvitWi20,defense,0,,,,,
player,201312080nwe,nwe,SvitWi20,def_pct,0%,,,,,
player,201312080nwe,nwe,SvitWi20,special_teams,0,,,,,
player,201312080nwe,nwe,SvitWi20,st_pct,0%,,,,,
player,201312080nwe,nwe,BradTo00,pos,QB,,,,,
player,201312080nwe,nwe,BradTo00,offense,83,,,,,
player,201312080nwe,nwe,BradTo00,off_pct,100%,,,,,
player,201312080nwe,nwe,BradTo00,defense,0,,,,,
player,201312080nwe,nwe,BradTo00,def_pct,0%,,,,,
player,201312080nwe,nwe,BradTo00,special_teams,0,,,,,
player,201312080nwe,nwe,BradTo00,st_pct,0%,,,,,
player,201312080nwe,nwe,BoycJo00,pos,WR,,,,,
player,201312080nwe,nwe,BoycJo00,offense,72,,,,,
player,201312080nwe,nwe,BoycJo00,off_pct,87%,,,,,
player,201312080nwe,nwe,BoycJo00,defense,0,,,,,
player,201312080nwe,nwe,BoycJo00,def_pct,0%,,,,,
player,201312080nwe,nwe,BoycJo00,special_teams,6,,,,,
player,201312080nwe,nwe,BoycJo00,st_pct,19%,,,,,
player,201312080nwe,nwe,AmenDa00,pos,WR,,,,,
player,201312080nwe,nwe,AmenDa00,offense,62,,,,,
player,201312080nwe,nwe,AmenDa00,off_pct,75%,,,,,
player,201312080nwe,nwe,AmenDa00,defense,0,,,,,
player,201312080nwe,nwe,AmenDa00,def_pct,0%,,,,,
player,201312080nwe,nwe,AmenDa00,special_teams,0,,,,,
player,201312080nwe,nwe,AmenDa00,st_pct,0%,,,,,
player,201312080nwe,nwe,VereSh00,pos,RB,,,,,
player,201312080nwe,nwe,VereSh00,offense,45,,,,,
player,201312080nwe,nwe,VereSh00,off_pct,54%,,,,,
player,201312080nwe,nwe,VereSh00,defense,0,,,,,
player,201312080nwe,nwe,VereSh00,def_pct,0%,,,,,
player,201312080nwe,nwe,VereSh00,special_teams,3,,,,,
player,201312080nwe,nwe,VereSh00,st_pct,10%,,,,,
player,201312080nwe,nwe,GronRo00,pos,TE,,,,,
player,201312080nwe,nwe,GronRo00,offense,41,,,,,
player,201312080nwe,nwe,GronRo00,off_pct,49%,,,,,
player,201312080nwe,nwe,GronRo00,defense,0,,,,,
player,201312080nwe,nwe,GronRo00,def_pct,0%,,,,,
player,201312080nwe,nwe,GronRo00,special_teams,0,,,,,
player,201312080nwe,nwe,GronRo00,st_pct,0%,,,,,
player,201312080nwe,nwe,MullMa00,pos,TE,,,,,
player,201312080nwe,nwe,MullMa00,offense,40,,,,,
player,201312080nwe,nwe,MullMa00,off_pct,48%,,,,,
player,201312080nwe,nwe,MullMa00,defense,0,,,,,
player,201312080nwe,nwe,MullMa00,def_pct,0%,,,,,
player,201312080nwe,nwe,MullMa00,special_teams,9,,,,,
player,201312080nwe,nwe,MullMa00,st_pct,29%,,,,,
player,201312080nwe,nwe,BlouLe00,pos,RB,,,,,
player,201312080nwe,nwe,BlouLe00,offense,22,,,,,
player,201312080nwe,nwe,BlouLe00,off_pct,27%,,,,,
player,201312080nwe,nwe,BlouLe00,defense,0,,,,,
player,201312080nwe,nwe,BlouLe00,def_pct,0%,,,,,
player,201312080nwe,nwe,BlouLe00,special_teams,0,,,,,
player,201312080nwe,nwe,BlouLe00,st_pct,0%,,,,,
player,201312080nwe,nwe,DeveJa00,pos,RB,,,,,
player,201312080nwe,nwe,DeveJa00,offense,17,,,,,
player,201312080nwe,nwe,DeveJa00,off_pct,20%,,,,,
player,201312080nwe,nwe,DeveJa00,defense,0,,,,,
player,201312080nwe,nwe,DeveJa00,def_pct,0%,,,,,
player,201312080nwe,nwe,DeveJa00,special_teams,10,,,,,
player,201312080nwe,nwe,DeveJa00,st_pct,32%,,,,,
player,201312080nwe,nwe,RidlSt00,pos,RB,,,,,
player,201312080nwe,nwe,RidlSt00,offense,16,,,,,
player,201312080nwe,nwe,RidlSt00,off_pct,19%,,,,,
player,201312080nwe,nwe,RidlSt00,defense,0,,,,,
player,201312080nwe,nwe,RidlSt00,def_pct,0%,,,,,
player,201312080nwe,nwe,RidlSt00,special_teams,0,,,,,
player,201312080nwe,nwe,RidlSt00,st_pct,0%,,,,,
player,201312080nwe,nwe,CollAu00,pos,WR,,,,,
player,201312080nwe,nwe,CollAu00,offense,15,,,,,
player,201312080nwe,nwe,CollAu00,off_pct,18%,,,,,
player,201312080nwe,nwe,CollAu00,defense,0,,,,,
player,201312080nwe,nwe,CollAu00,def_pct,0%,,,,,
player,201312080nwe,nwe,CollAu00,special_teams,0,,,,,
player,201312080nwe,nwe,CollAu00,st_pct,0%,,,,,
player,201312080nwe,nwe,SlatMa00,pos,WR,,,,,
player,201312080nwe,nwe,SlatMa00,offense,2,,,,,
player,201312080nwe,nwe,SlatMa00,off_pct,2%,,,,,
player,201312080nwe,nwe,SlatMa00,defense,0,,,,,
player,201312080nwe,nwe,SlatMa00,def_pct,0%,,,,,
player,201312080nwe,nwe,SlatMa00,special_teams,22,,,,,
player,201312080nwe,nwe,SlatMa00,st_pct,71%,,,,,
player,201312080nwe,nwe,JoneCh03,pos,DE,,,,,
player,201312080nwe,nwe,JoneCh03,offense,0,,,,,
player,201312080nwe,nwe,JoneCh03,off_pct,0%,,,,,
player,201312080nwe,nwe,JoneCh03,defense,73,,,,,
player,201312080nwe,nwe,JoneCh03,def_pct,100%,,,,,
player,201312080nwe,nwe,JoneCh03,special_teams,9,,,,,
player,201312080nwe,nwe,JoneCh03,st_pct,29%,,,,,
player,201312080nwe,nwe,NinkRo20,pos,DE,,,,,
player,201312080nwe,nwe,NinkRo20,offense,0,,,,,
player,201312080nwe,nwe,NinkRo20,off_pct,0%,,,,,
player,201312080nwe,nwe,NinkRo20,defense,73,,,,,
player,201312080nwe,nwe,NinkRo20,def_pct,100%,,,,,
player,201312080nwe,nwe,NinkRo20,special_teams,6,,,,,
player,201312080nwe,nwe,NinkRo20,st_pct,19%,,,,,
player,201312080nwe,nwe,McCoDe99,pos,SS,,,,,
player,201312080nwe,nwe,McCoDe99,offense,0,,,,,
player,201312080nwe,nwe,McCoDe99,off_pct,0%,,,,,
player,201312080nwe,nwe,McCoDe99,defense,72,,,,,
player,201312080nwe,nwe,McCoDe99,def_pct,99%,,,,,
player,201312080nwe,nwe,McCoDe99,special_teams,12,,,,,
player,201312080nwe,nwe,McCoDe99,st_pct,39%,,,,,
player,201312080nwe,nwe,TaliAq99,pos,CB,,,,,
player,201312080nwe,nwe,TaliAq99,offense,0,,,,,
player,201312080nwe,nwe,TaliAq99,off_pct,0%,,,,,
player,201312080nwe,nwe,TaliAq99,defense,72,,,,,
player,201312080nwe,nwe,TaliAq99,def_pct,99%,,,,,
player,201312080nwe,nwe,TaliAq99,special_teams,0,,,,,
player,201312080nwe,nwe,TaliAq99,st_pct,0%,,,,,
player,201312080nwe,nwe,GregSt20,pos,FS,,,,,
player,201312080nwe,nwe,GregSt20,offense,0,,,,,
player,201312080nwe,nwe,GregSt20,off_pct,0%,,,,,
player,201312080nwe,nwe,GregSt20,defense,63,,,,,
player,201312080nwe,nwe,GregSt20,def_pct,86%,,,,,
player,201312080nwe,nwe,GregSt20,special_teams,5,,,,,
player,201312080nwe,nwe,GregSt20,st_pct,16%,,,,,
player,201312080nwe,nwe,JoneCh04,pos,DT,,,,,
player,201312080nwe,nwe,JoneCh04,offense,0,,,,,
player,201312080nwe,nwe,JoneCh04,off_pct,0%,,,,,
player,201312080nwe,nwe,JoneCh04,defense,62,,,,,
player,201312080nwe,nwe,JoneCh04,def_pct,85%,,,,,
player,201312080nwe,nwe,JoneCh04,special_teams,6,,,,,
player,201312080nwe,nwe,JoneCh04,st_pct,19%,,,,,
player,201312080nwe,nwe,HighDo01,pos,LB,,,,,
player,201312080nwe,nwe,HighDo01,offense,0,,,,,
player,201312080nwe,nwe,HighDo01,off_pct,0%,,,,,
player,201312080nwe,nwe,HighDo01,defense,55,,,,,
player,201312080nwe,nwe,HighDo01,def_pct,75%,,,,,
player,201312080nwe,nwe,HighDo01,special_teams,6,,,,,
player,201312080nwe,nwe,HighDo01,st_pct,19%,,,,,
player,201312080nwe,nwe,CollJa00,pos,LB,,,,,
player,201312080nwe,nwe,CollJa00,offense,0,,,,,
player,201312080nwe,nwe,CollJa00,off_pct,0%,,,,,
player,201312080nwe,nwe,CollJa00,defense,53,,,,,
player,201312080nwe,nwe,CollJa00,def_pct,73%,,,,,
player,201312080nwe,nwe,CollJa00,special_teams,26,,,,,
player,201312080nwe,nwe,CollJa00,st_pct,84%,,,,,
player,201312080nwe,nwe,SiliSe00,pos,NT,,,,,
player,201312080nwe,nwe,SiliSe00,offense,0,,,,,
player,201312080nwe,nwe,SiliSe00,off_pct,0%,,,,,
player,201312080nwe,nwe,SiliSe00,defense,50,,,,,
player,201312080nwe,nwe,SiliSe00,def_pct,68%,,,,,
player,201312080nwe,nwe,SiliSe00,special_teams,0,,,,,
player,201312080nwe,nwe,SiliSe00,st_pct,0%,,,,,
player,201312080nwe,nwe,RyanLo00,pos,CB,,,,,
player,201312080nwe,nwe,RyanLo00,offense,0,,,,,
player,201312080nwe,nwe,RyanLo00,off_pct,0%,,,,,
player,201312080nwe,nwe,RyanLo00,defense,48,,,,,
player,201312080nwe,nwe,RyanLo00,def_pct,66%,,,,,
