game,2013,9,20131103,201311030rai,phi,"Philadelphia Eagles",49,rai,"Oakland Raiders",20
player,201311030rai,rai,WoodCh00,def_int_td,0,,,,,
player,201311030rai,rai,WoodCh00,def_int_long,0,,,,,
player,201311030rai,rai,WoodCh00,pass_defended,0,,,,,
player,201311030rai,rai,WoodCh00,sacks,0.0,,,,,
player,201311030rai,rai,WoodCh00,tackles_combined,8,,,,,
player,201311030rai,rai,WoodCh00,tackles_solo,5,,,,,
player,201311030rai,rai,WoodCh00,tackles_assists,3,,,,,
player,201311030rai,rai,WoodCh00,tackles_loss,0,,,,,
player,201311030rai,rai,WoodCh00,qb_hits,0,,,,,
player,201311030rai,rai,WoodCh00,fumbles_rec,0,,,,,
player,201311030rai,rai,WoodCh00,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,WoodCh00,fumbles_rec_td,0,,,,,
player,201311030rai,rai,WoodCh00,fumbles_forced,0,,,,,
player,201311030rai,rai,RossBr00,def_int,0,,,,,
player,201311030rai,rai,RossBr00,def_int_yds,0,,,,,
player,201311030rai,rai,RossBr00,def_int_td,0,,,,,
player,201311030rai,rai,RossBr00,def_int_long,0,,,,,
player,201311030rai,rai,RossBr00,pass_defended,0,,,,,
player,201311030rai,rai,RossBr00,sacks,0.0,,,,,
player,201311030rai,rai,RossBr00,tackles_combined,5,,,,,
player,201311030rai,rai,RossBr00,tackles_solo,3,,,,,
player,201311030rai,rai,RossBr00,tackles_assists,2,,,,,
player,201311030rai,rai,RossBr00,tackles_loss,0,,,,,
player,201311030rai,rai,RossBr00,qb_hits,0,,,,,
player,201311030rai,rai,RossBr00,fumbles_rec,0,,,,,
player,201311030rai,rai,RossBr00,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,RossBr00,fumbles_rec_td,0,,,,,
player,201311030rai,rai,RossBr00,fumbles_forced,0,,,,,
player,201311030rai,rai,JenkMi99,def_int,0,,,,,
player,201311030rai,rai,JenkMi99,def_int_yds,0,,,,,
player,201311030rai,rai,JenkMi99,def_int_td,0,,,,,
player,201311030rai,rai,JenkMi99,def_int_long,0,,,,,
player,201311030rai,rai,JenkMi99,pass_defended,0,,,,,
player,201311030rai,rai,JenkMi99,sacks,0.0,,,,,
player,201311030rai,rai,JenkMi99,tackles_combined,4,,,,,
player,201311030rai,rai,JenkMi99,tackles_solo,3,,,,,
player,201311030rai,rai,JenkMi99,tackles_assists,1,,,,,
player,201311030rai,rai,JenkMi99,tackles_loss,0,,,,,
player,201311030rai,rai,JenkMi99,qb_hits,0,,,,,
player,201311030rai,rai,JenkMi99,fumbles_rec,0,,,,,
player,201311030rai,rai,JenkMi99,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,JenkMi99,fumbles_rec_td,0,,,,,
player,201311030rai,rai,JenkMi99,fumbles_forced,0,,,,,
player,201311030rai,rai,MoorSi00,def_int,0,,,,,
player,201311030rai,rai,MoorSi00,def_int_yds,0,,,,,
player,201311030rai,rai,MoorSi00,def_int_td,0,,,,,
player,201311030rai,rai,MoorSi00,def_int_long,0,,,,,
player,201311030rai,rai,MoorSi00,pass_defended,0,,,,,
player,201311030rai,rai,MoorSi00,sacks,0.0,,,,,
player,201311030rai,rai,MoorSi00,tackles_combined,4,,,,,
player,201311030rai,rai,MoorSi00,tackles_solo,2,,,,,
player,201311030rai,rai,MoorSi00,tackles_assists,2,,,,,
player,201311030rai,rai,MoorSi00,tackles_loss,0,,,,,
player,201311030rai,rai,MoorSi00,qb_hits,0,,,,,
player,201311030rai,rai,MoorSi00,fumbles_rec,0,,,,,
player,201311030rai,rai,MoorSi00,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,MoorSi00,fumbles_rec_td,0,,,,,
player,201311030rai,rai,MoorSi00,fumbles_forced,0,,,,,
player,201311030rai,rai,PortTr99,def_int,0,,,,,
player,201311030rai,rai,PortTr99,def_int_yds,0,,,,,
player,201311030rai,rai,PortTr99,def_int_td,0,,,,,
player,201311030rai,rai,PortTr99,def_int_long,0,,,,,
player,201311030rai,rai,PortTr99,pass_defended,1,,,,,
player,201311030rai,rai,PortTr99,sacks,0.0,,,,,
player,201311030rai,rai,PortTr99,tackles_combined,4,,,,,
player,201311030rai,rai,PortTr99,tackles_solo,4,,,,,
player,201311030rai,rai,PortTr99,tackles_assists,0,,,,,
player,201311030rai,rai,PortTr99,tackles_loss,1,,,,,
player,201311030rai,rai,PortTr99,qb_hits,0,,,,,
player,201311030rai,rai,PortTr99,fumbles_rec,0,,,,,
player,201311030rai,rai,PortTr99,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,PortTr99,fumbles_rec_td,0,,,,,
player,201311030rai,rai,PortTr99,fumbles_forced,0,,,,,
player,201311030rai,rai,HousLa99,def_int,0,,,,,
player,201311030rai,rai,HousLa99,def_int_yds,0,,,,,
player,201311030rai,rai,HousLa99,def_int_td,0,,,,,
player,201311030rai,rai,HousLa99,def_int_long,0,,,,,
player,201311030rai,rai,HousLa99,pass_defended,0,,,,,
player,201311030rai,rai,HousLa99,sacks,0.0,,,,,
player,201311030rai,rai,HousLa99,tackles_combined,3,,,,,
player,201311030rai,rai,HousLa99,tackles_solo,3,,,,,
player,201311030rai,rai,HousLa99,tackles_assists,0,,,,,
player,201311030rai,rai,HousLa99,tackles_loss,1,,,,,
player,201311030rai,rai,HousLa99,qb_hits,0,,,,,
player,201311030rai,rai,HousLa99,fumbles_rec,0,,,,,
player,201311030rai,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201311030rai,rai,HousLa99,fumbles_forced,0,,,,,
player,201311030rai,rai,AdamPh00,def_int,0,,,,,
player,201311030rai,rai,AdamPh00,def_int_yds,0,,,,,
player,201311030rai,rai,AdamPh00,def_int_td,0,,,,,
player,201311030rai,rai,AdamPh00,def_int_long,0,,,,,
player,201311030rai,rai,AdamPh00,pass_defended,0,,,,,
player,201311030rai,rai,AdamPh00,sacks,0.0,,,,,
player,201311030rai,rai,AdamPh00,tackles_combined,2,,,,,
player,201311030rai,rai,AdamPh00,tackles_solo,2,,,,,
player,201311030rai,rai,AdamPh00,tackles_assists,0,,,,,
player,201311030rai,rai,AdamPh00,tackles_loss,0,,,,,
player,201311030rai,rai,AdamPh00,qb_hits,0,,,,,
player,201311030rai,rai,AdamPh00,fumbles_rec,0,,,,,
player,201311030rai,rai,AdamPh00,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,AdamPh00,fumbles_rec_td,0,,,,,
player,201311030rai,rai,AdamPh00,fumbles_forced,0,,,,,
player,201311030rai,rai,ChekCh00,def_int,0,,,,,
player,201311030rai,rai,ChekCh00,def_int_yds,0,,,,,
player,201311030rai,rai,ChekCh00,def_int_td,0,,,,,
player,201311030rai,rai,ChekCh00,def_int_long,0,,,,,
player,201311030rai,rai,ChekCh00,pass_defended,0,,,,,
player,201311030rai,rai,ChekCh00,sacks,0.0,,,,,
player,201311030rai,rai,ChekCh00,tackles_combined,2,,,,,
player,201311030rai,rai,ChekCh00,tackles_solo,2,,,,,
player,201311030rai,rai,ChekCh00,tackles_assists,0,,,,,
player,201311030rai,rai,ChekCh00,tackles_loss,0,,,,,
player,201311030rai,rai,ChekCh00,qb_hits,0,,,,,
player,201311030rai,rai,ChekCh00,fumbles_rec,0,,,,,
player,201311030rai,rai,ChekCh00,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,ChekCh00,fumbles_rec_td,0,,,,,
player,201311030rai,rai,ChekCh00,fumbles_forced,0,,,,,
player,201311030rai,rai,CrawJa00,def_int,0,,,,,
player,201311030rai,rai,CrawJa00,def_int_yds,0,,,,,
player,201311030rai,rai,CrawJa00,def_int_td,0,,,,,
player,201311030rai,rai,CrawJa00,def_int_long,0,,,,,
player,201311030rai,rai,CrawJa00,pass_defended,0,,,,,
player,201311030rai,rai,CrawJa00,sacks,0.0,,,,,
player,201311030rai,rai,CrawJa00,tackles_combined,2,,,,,
player,201311030rai,rai,CrawJa00,tackles_solo,1,,,,,
player,201311030rai,rai,CrawJa00,tackles_assists,1,,,,,
player,201311030rai,rai,CrawJa00,tackles_loss,1,,,,,
player,201311030rai,rai,CrawJa00,qb_hits,0,,,,,
player,201311030rai,rai,CrawJa00,fumbles_rec,0,,,,,
player,201311030rai,rai,CrawJa00,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,CrawJa00,fumbles_rec_td,0,,,,,
player,201311030rai,rai,CrawJa00,fumbles_forced,0,,,,,
player,201311030rai,rai,JoneTa00,def_int,0,,,,,
player,201311030rai,rai,JoneTa00,def_int_yds,0,,,,,
player,201311030rai,rai,JoneTa00,def_int_td,0,,,,,
player,201311030rai,rai,JoneTa00,def_int_long,0,,,,,
player,201311030rai,rai,JoneTa00,pass_defended,0,,,,,
player,201311030rai,rai,JoneTa00,sacks,0.0,,,,,
player,201311030rai,rai,JoneTa00,tackles_combined,2,,,,,
player,201311030rai,rai,JoneTa00,tackles_solo,1,,,,,
player,201311030rai,rai,JoneTa00,tackles_assists,1,,,,,
player,201311030rai,rai,JoneTa00,tackles_loss,0,,,,,
player,201311030rai,rai,JoneTa00,qb_hits,0,,,,,
player,201311030rai,rai,JoneTa00,fumbles_rec,0,,,,,
player,201311030rai,rai,JoneTa00,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,JoneTa00,fumbles_rec_td,0,,,,,
player,201311030rai,rai,JoneTa00,fumbles_forced,0,,,,,
player,201311030rai,rai,MuirDa20,def_int,0,,,,,
player,201311030rai,rai,MuirDa20,def_int_yds,0,,,,,
player,201311030rai,rai,MuirDa20,def_int_td,0,,,,,
player,201311030rai,rai,MuirDa20,def_int_long,0,,,,,
player,201311030rai,rai,MuirDa20,pass_defended,0,,,,,
player,201311030rai,rai,MuirDa20,sacks,0.0,,,,,
player,201311030rai,rai,MuirDa20,tackles_combined,2,,,,,
player,201311030rai,rai,MuirDa20,tackles_solo,1,,,,,
player,201311030rai,rai,MuirDa20,tackles_assists,1,,,,,
player,201311030rai,rai,MuirDa20,tackles_loss,0,,,,,
player,201311030rai,rai,MuirDa20,qb_hits,0,,,,,
player,201311030rai,rai,MuirDa20,fumbles_rec,0,,,,,
player,201311030rai,rai,MuirDa20,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,MuirDa20,fumbles_rec_td,0,,,,,
player,201311030rai,rai,MuirDa20,fumbles_forced,0,,,,,
player,201311030rai,rai,HaydDJ00,def_int,0,,,,,
player,201311030rai,rai,HaydDJ00,def_int_yds,0,,,,,
player,201311030rai,rai,HaydDJ00,def_int_td,0,,,,,
player,201311030rai,rai,HaydDJ00,def_int_long,0,,,,,
player,201311030rai,rai,HaydDJ00,pass_defended,0,,,,,
player,201311030rai,rai,HaydDJ00,sacks,0.0,,,,,
player,201311030rai,rai,HaydDJ00,tackles_combined,1,,,,,
player,201311030rai,rai,HaydDJ00,tackles_solo,1,,,,,
player,201311030rai,rai,HaydDJ00,tackles_assists,0,,,,,
player,201311030rai,rai,HaydDJ00,tackles_loss,0,,,,,
player,201311030rai,rai,HaydDJ00,qb_hits,0,,,,,
player,201311030rai,rai,HaydDJ00,fumbles_rec,0,,,,,
player,201311030rai,rai,HaydDJ00,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,HaydDJ00,fumbles_rec_td,0,,,,,
player,201311030rai,rai,HaydDJ00,fumbles_forced,0,,,,,
player,201311030rai,rai,HuntJa24,def_int,0,,,,,
player,201311030rai,rai,HuntJa24,def_int_yds,0,,,,,
player,201311030rai,rai,HuntJa24,def_int_td,0,,,,,
player,201311030rai,rai,HuntJa24,def_int_long,0,,,,,
player,201311030rai,rai,HuntJa24,pass_defended,0,,,,,
player,201311030rai,rai,HuntJa24,sacks,0.0,,,,,
player,201311030rai,rai,HuntJa24,tackles_combined,1,,,,,
player,201311030rai,rai,HuntJa24,tackles_solo,1,,,,,
player,201311030rai,rai,HuntJa24,tackles_assists,0,,,,,
player,201311030rai,rai,HuntJa24,tackles_loss,0,,,,,
player,201311030rai,rai,HuntJa24,qb_hits,0,,,,,
player,201311030rai,rai,HuntJa24,fumbles_rec,0,,,,,
player,201311030rai,rai,HuntJa24,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,HuntJa24,fumbles_rec_td,0,,,,,
player,201311030rai,rai,HuntJa24,fumbles_forced,0,,,,,
player,201311030rai,rai,KingMa00,def_int,0,,,,,
player,201311030rai,rai,KingMa00,def_int_yds,0,,,,,
player,201311030rai,rai,KingMa00,def_int_td,0,,,,,
player,201311030rai,rai,KingMa00,def_int_long,0,,,,,
player,201311030rai,rai,KingMa00,pass_defended,0,,,,,
player,201311030rai,rai,KingMa00,sacks,0.0,,,,,
player,201311030rai,rai,KingMa00,tackles_combined,1,,,,,
player,201311030rai,rai,KingMa00,tackles_solo,1,,,,,
player,201311030rai,rai,KingMa00,tackles_assists,0,,,,,
player,201311030rai,rai,KingMa00,tackles_loss,0,,,,,
player,201311030rai,rai,KingMa00,qb_hits,0,,,,,
player,201311030rai,rai,KingMa00,fumbles_rec,0,,,,,
player,201311030rai,rai,KingMa00,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,KingMa00,fumbles_rec_td,0,,,,,
player,201311030rai,rai,KingMa00,fumbles_forced,0,,,,,
player,201311030rai,rai,McGeSt01,def_int,0,,,,,
player,201311030rai,rai,McGeSt01,def_int_yds,0,,,,,
player,201311030rai,rai,McGeSt01,def_int_td,0,,,,,
player,201311030rai,rai,McGeSt01,def_int_long,0,,,,,
player,201311030rai,rai,McGeSt01,pass_defended,0,,,,,
player,201311030rai,rai,McGeSt01,sacks,0.0,,,,,
player,201311030rai,rai,McGeSt01,tackles_combined,1,,,,,
player,201311030rai,rai,McGeSt01,tackles_solo,0,,,,,
player,201311030rai,rai,McGeSt01,tackles_assists,1,,,,,
player,201311030rai,rai,McGeSt01,tackles_loss,0,,,,,
player,201311030rai,rai,McGeSt01,qb_hits,0,,,,,
player,201311030rai,rai,McGeSt01,fumbles_rec,0,,,,,
player,201311030rai,rai,McGeSt01,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,McGeSt01,fumbles_rec_td,0,,,,,
player,201311030rai,rai,McGeSt01,fumbles_forced,0,,,,,
player,201311030rai,rai,StewJe00,def_int,0,,,,,
player,201311030rai,rai,StewJe00,def_int_yds,0,,,,,
player,201311030rai,rai,StewJe00,def_int_td,0,,,,,
player,201311030rai,rai,StewJe00,def_int_long,0,,,,,
player,201311030rai,rai,StewJe00,pass_defended,0,,,,,
player,201311030rai,rai,StewJe00,sacks,0.0,,,,,
player,201311030rai,rai,StewJe00,tackles_combined,1,,,,,
player,201311030rai,rai,StewJe00,tackles_solo,1,,,,,
player,201311030rai,rai,StewJe00,tackles_assists,0,,,,,
player,201311030rai,rai,StewJe00,tackles_loss,0,,,,,
player,201311030rai,rai,StewJe00,qb_hits,0,,,,,
player,201311030rai,rai,StewJe00,fumbles_rec,0,,,,,
player,201311030rai,rai,StewJe00,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,StewJe00,fumbles_rec_td,0,,,,,
player,201311030rai,rai,StewJe00,fumbles_forced,0,,,,,
player,201311030rai,rai,WalkVa99,def_int,0,,,,,
player,201311030rai,rai,WalkVa99,def_int_yds,0,,,,,
player,201311030rai,rai,WalkVa99,def_int_td,0,,,,,
player,201311030rai,rai,WalkVa99,def_int_long,0,,,,,
player,201311030rai,rai,WalkVa99,pass_defended,0,,,,,
player,201311030rai,rai,WalkVa99,sacks,0.0,,,,,
player,201311030rai,rai,WalkVa99,tackles_combined,1,,,,,
player,201311030rai,rai,WalkVa99,tackles_solo,1,,,,,
player,201311030rai,rai,WalkVa99,tackles_assists,0,,,,,
player,201311030rai,rai,WalkVa99,tackles_loss,0,,,,,
player,201311030rai,rai,WalkVa99,qb_hits,0,,,,,
player,201311030rai,rai,WalkVa99,fumbles_rec,0,,,,,
player,201311030rai,rai,WalkVa99,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,WalkVa99,fumbles_rec_td,0,,,,,
player,201311030rai,rai,WalkVa99,fumbles_forced,0,,,,,
player,201311030rai,rai,YounUs99,def_int,0,,,,,
player,201311030rai,rai,YounUs99,def_int_yds,0,,,,,
player,201311030rai,rai,YounUs99,def_int_td,0,,,,,
player,201311030rai,rai,YounUs99,def_int_long,0,,,,,
player,201311030rai,rai,YounUs99,pass_defended,0,,,,,
player,201311030rai,rai,YounUs99,sacks,0.0,,,,,
player,201311030rai,rai,YounUs99,tackles_combined,1,,,,,
player,201311030rai,rai,YounUs99,tackles_solo,1,,,,,
player,201311030rai,rai,YounUs99,tackles_assists,0,,,,,
player,201311030rai,rai,YounUs99,tackles_loss,0,,,,,
player,201311030rai,rai,YounUs99,qb_hits,0,,,,,
player,201311030rai,rai,YounUs99,fumbles_rec,0,,,,,
player,201311030rai,rai,YounUs99,fumbles_rec_yds,0,,,,,
player,201311030rai,rai,YounUs99,fumbles_rec_td,0,,,,,
player,201311030rai,rai,YounUs99,fumbles_forced,0,,,,,
player,201311030rai,phi,JackDe00,kick_ret,0,,,,,
player,201311030rai,phi,JackDe00,kick_ret_yds,0,,,,,
player,201311030rai,phi,JackDe00,kick_ret_yds_per_ret,,,,,,
player,201311030rai,phi,JackDe00,kick_ret_td,0,,,,,
player,201311030rai,phi,JackDe00,kick_ret_long,0,,,,,
player,201311030rai,phi,JackDe00,punt_ret,3,,,,,
player,201311030rai,phi,JackDe00,punt_ret_yds,39,,,,,
player,201311030rai,phi,JackDe00,punt_ret_yds_per_ret,13.0,,,,,
player,201311030rai,phi,JackDe00,punt_ret_td,0,,,,,
player,201311030rai,phi,JackDe00,punt_ret_long,32,,,,,
player,201311030rai,phi,BoykBr00,kick_ret,2,,,,,
player,201311030rai,phi,BoykBr00,kick_ret_yds,50,,,,,
player,201311030rai,phi,BoykBr00,kick_ret_yds_per_ret,25.0,,,,,
player,201311030rai,phi,BoykBr00,kick_ret_td,0,,,,,
player,201311030rai,phi,BoykBr00,kick_ret_long,41,,,,,
player,201311030rai,phi,BoykBr00,punt_ret,0,,,,,
player,201311030rai,phi,BoykBr00,punt_ret_yds,0,,,,,
player,201311030rai,phi,BoykBr00,punt_ret_yds_per_ret,,,,,,
player,201311030rai,phi,BoykBr00,punt_ret_td,0,,,,,
player,201311030rai,phi,BoykBr00,punt_ret_long,0,,,,,
player,201311030rai,phi,GrahBr99,kick_ret,1,,,,,
player,201311030rai,phi,GrahBr99,kick_ret_yds,14,,,,,
player,201311030rai,phi,GrahBr99,kick_ret_yds_per_ret,14.0,,,,,
player,201311030rai,phi,GrahBr99,kick_ret_td,0,,,,,
player,201311030rai,phi,GrahBr99,kick_ret_long,14,,,,,
player,201311030rai,phi,GrahBr99,punt_ret,0,,,,,
player,201311030rai,phi,GrahBr99,punt_ret_yds,0,,,,,
player,201311030rai,phi,GrahBr99,punt_ret_yds_per_ret,,,,,,
player,201311030rai,phi,GrahBr99,punt_ret_td,0,,,,,
player,201311030rai,phi,GrahBr99,punt_ret_long,0,,,,,
player,201311030rai,rai,StewJe00,kick_ret,2,,,,,
player,201311030rai,rai,StewJe00,kick_ret_yds,43,,,,,
player,201311030rai,rai,StewJe00,kick_ret_yds_per_ret,21.5,,,,,
player,201311030rai,rai,StewJe00,kick_ret_td,0,,,,,
player,201311030rai,rai,StewJe00,kick_ret_long,22,,,,,
player,201311030rai,rai,StewJe00,punt_ret,0,,,,,
player,201311030rai,rai,StewJe00,punt_ret_yds,0,,,,,
player,201311030rai,rai,StewJe00,punt_ret_yds_per_ret,,,,,,
player,201311030rai,rai,StewJe00,punt_ret_td,0,,,,,
player,201311030rai,rai,StewJe00,punt_ret_long,0,,,,,
player,201311030rai,rai,JoneTa00,kick_ret,1,,,,,
player,201311030rai,rai,JoneTa00,kick_ret_yds,20,,,,,
player,201311030rai,rai,JoneTa00,kick_ret_yds_per_ret,20.0,,,,,
player,201311030rai,rai,JoneTa00,kick_ret_td,0,,,,,
player,201311030rai,rai,JoneTa00,kick_ret_long,20,,,,,
player,201311030rai,rai,JoneTa00,punt_ret,0,,,,,
player,201311030rai,rai,JoneTa00,punt_ret_yds,0,,,,,
player,201311030rai,rai,JoneTa00,punt_ret_yds_per_ret,,,,,,
player,201311030rai,rai,JoneTa00,punt_ret_td,0,,,,,
player,201311030rai,rai,JoneTa00,punt_ret_long,0,,,,,
player,201311030rai,phi,HeneAl00,xpm,7,,,,,
player,201311030rai,phi,HeneAl00,xpa,7,,,,,
player,201311030rai,phi,HeneAl00,fgm,,,,,,
player,201311030rai,phi,HeneAl00,fga,,,,,,
player,201311030rai,phi,HeneAl00,punt,0,,,,,
player,201311030rai,phi,HeneAl00,punt_yds,0,,,,,
player,201311030rai,phi,HeneAl00,punt_yds_per_punt,,,,,,
player,201311030rai,phi,HeneAl00,punt_long,0,,,,,
player,201311030rai,phi,JoneDo21,xpm,,,,,,
player,201311030rai,phi,JoneDo21,xpa,,,,,,
player,201311030rai,phi,JoneDo21,fgm,,,,,,
player,201311030rai,phi,JoneDo21,fga,,,,,,
player,201311030rai,phi,JoneDo21,punt,6,,,,,
player,201311030rai,phi,JoneDo21,punt_yds,259,,,,,
player,201311030rai,phi,JoneDo21,punt_yds_per_punt,43.2,,,,,
player,201311030rai,phi,JoneDo21,punt_long,64,,,,,
player,201311030rai,rai,janikseb01,xpm,2,,,,,
player,201311030rai,rai,janikseb01,xpa,2,,,,,
player,201311030rai,rai,janikseb01,fgm,2,,,,,
player,201311030rai,rai,janikseb01,fga,2,,,,,
player,201311030rai,rai,janikseb01,punt,0,,,,,
player,201311030rai,rai,janikseb01,punt_yds,0,,,,,
player,201311030rai,rai,janikseb01,punt_yds_per_punt,,,,,,
player,201311030rai,rai,janikseb01,punt_long,0,,,,,
player,201311030rai,rai,KingMa00,xpm,,,,,,
player,201311030rai,rai,KingMa00,xpa,,,,,,
player,201311030rai,rai,KingMa00,fgm,,,,,,
player,201311030rai,rai,KingMa00,fga,,,,,,
player,201311030rai,rai,KingMa00,punt,7,,,,,
player,201311030rai,rai,KingMa00,punt_yds,315,,,,,
player,201311030rai,rai,KingMa00,punt_yds_per_punt,45.0,,,,,
player,201311030rai,rai,KingMa00,punt_long,57,,,,,
player,201311030rai,rai,BarnKh20,pos,T,,,,,
player,201311030rai,rai,BarnKh20,offense,95,,,,,
player,201311030rai,rai,BarnKh20,off_pct,100%,,,,,
player,201311030rai,rai,BarnKh20,defense,0,,,,,
player,201311030rai,rai,BarnKh20,def_pct,0%,,,,,
player,201311030rai,rai,BarnKh20,special_teams,4,,,,,
player,201311030rai,rai,BarnKh20,st_pct,10%,,,,,
player,201311030rai,rai,WisnSt01,pos,C,,,,,
player,201311030rai,rai,WisnSt01,offense,95,,,,,
player,201311030rai,rai,WisnSt01,off_pct,100%,,,,,
player,201311030rai,rai,WisnSt01,defense,0,,,,,
player,201311030rai,rai,WisnSt01,def_pct,0%,,,,,
player,201311030rai,rai,WisnSt01,special_teams,4,,,,,
player,201311030rai,rai,WisnSt01,st_pct,10%,,,,,
player,201311030rai,rai,NixxLu00,pos,G,,,,,
player,201311030rai,rai,NixxLu00,offense,88,,,,,
player,201311030rai,rai,NixxLu00,off_pct,93%,,,,,
player,201311030rai,rai,NixxLu00,defense,0,,,,,
player,201311030rai,rai,NixxLu00,def_pct,0%,,,,,
player,201311030rai,rai,NixxLu00,special_teams,4,,,,,
player,201311030rai,rai,NixxLu00,st_pct,10%,,,,,
player,201311030rai,rai,MoorDe02,pos,WR,,,,,
player,201311030rai,rai,MoorDe02,offense,76,,,,,
player,201311030rai,rai,MoorDe02,off_pct,80%,,,,,
player,201311030rai,rai,MoorDe02,defense,0,,,,,
player,201311030rai,rai,MoorDe02,def_pct,0%,,,,,
player,201311030rai,rai,MoorDe02,special_teams,0,,,,,
player,201311030rai,rai,MoorDe02,st_pct,0%,,,,,
player,201311030rai,rai,BrisMi20,pos,G,,,,,
player,201311030rai,rai,BrisMi20,offense,75,,,,,
player,201311030rai,rai,BrisMi20,off_pct,79%,,,,,
player,201311030rai,rai,BrisMi20,defense,0,,,,,
player,201311030rai,rai,BrisMi20,def_pct,0%,,,,,
player,201311030rai,rai,BrisMi20,special_teams,4,,,,,
player,201311030rai,rai,BrisMi20,st_pct,10%,,,,,
player,201311030rai,rai,PryoTe00,pos,QB,,,,,
player,201311030rai,rai,PryoTe00,offense,75,,,,,
player,201311030rai,rai,PryoTe00,off_pct,79%,,,,,
player,201311030rai,rai,PryoTe00,defense,0,,,,,
player,201311030rai,rai,PryoTe00,def_pct,0%,,,,,
player,201311030rai,rai,PryoTe00,special_teams,0,,,,,
player,201311030rai,rai,PryoTe00,st_pct,0%,,,,,
player,201311030rai,rai,JennRa00,pos,RB,,,,,
player,201311030rai,rai,JennRa00,offense,72,,,,,
player,201311030rai,rai,JennRa00,off_pct,76%,,,,,
player,201311030rai,rai,JennRa00,defense,0,,,,,
player,201311030rai,rai,JennRa00,def_pct,0%,,,,,
player,201311030rai,rai,JennRa00,special_teams,5,,,,,
player,201311030rai,rai,JennRa00,st_pct,13%,,,,,
player,201311030rai,rai,CrinJu00,pos,WR,,,,,
player,201311030rai,rai,CrinJu00,offense,63,,,,,
player,201311030rai,rai,CrinJu00,off_pct,66%,,,,,
player,201311030rai,rai,CrinJu00,defense,0,,,,,
player,201311030rai,rai,CrinJu00,def_pct,0%,,,,,
player,201311030rai,rai,CrinJu00,special_teams,5,,,,,
player,201311030rai,rai,CrinJu00,st_pct,13%,,,,,
player,201311030rai,rai,WatsMe00,pos,T,,,,,
player,201311030rai,rai,WatsMe00,offense,56,,,,,
player,201311030rai,rai,WatsMe00,off_pct,59%,,,,,
player,201311030rai,rai,WatsMe00,defense,0,,,,,
player,201311030rai,rai,WatsMe00,def_pct,0%,,,,,
player,201311030rai,rai,WatsMe00,special_teams,2,,,,,
player,201311030rai,rai,WatsMe00,st_pct,5%,,,,,
player,201311030rai,rai,FordJa01,pos,WR,,,,,
player,201311030rai,rai,FordJa01,offense,52,,,,,
player,201311030rai,rai,FordJa01,off_pct,55%,,,,,
player,201311030rai,rai,FordJa01,defense,0,,,,,
player,201311030rai,rai,FordJa01,def_pct,0%,,,,,
player,201311030rai,rai,FordJa01,special_teams,7,,,,,
player,201311030rai,rai,FordJa01,st_pct,18%,,,,,
player,201311030rai,rai,RiveMy00,pos,TE,,,,,
player,201311030rai,rai,RiveMy00,offense,50,,,,,
player,201311030rai,rai,RiveMy00,off_pct,53%,,,,,
player,201311030rai,rai,RiveMy00,defense,0,,,,,
player,201311030rai,rai,RiveMy00,def_pct,0%,,,,,
player,201311030rai,rai,RiveMy00,special_teams,12,,,,,
player,201311030rai,rai,RiveMy00,st_pct,31%,,,,,
player,201311030rai,rai,StreRo00,pos,WR,,,,,
player,201311030rai,rai,StreRo00,offense,50,,,,,
player,201311030rai,rai,StreRo00,off_pct,53%,,,,,
player,201311030rai,rai,StreRo00,defense,0,,,,,
player,201311030rai,rai,StreRo00,def_pct,0%,,,,,
player,201311030rai,rai,StreRo00,special_teams,0,,,,,
player,201311030rai,rai,StreRo00,st_pct,0%,,,,,
player,201311030rai,rai,McCaMa00,pos,T,,,,,
player,201311030rai,rai,McCaMa00,offense,39,,,,,
player,201311030rai,rai,McCaMa00,off_pct,41%,,,,,
player,201311030rai,rai,McCaMa00,defense,0,,,,,
player,201311030rai,rai,McCaMa00,def_pct,0%,,,,,
player,201311030rai,rai,McCaMa00,special_teams,2,,,,,
player,201311030rai,rai,McCaMa00,st_pct,5%,,,,,
player,201311030rai,rai,ReecMa00,pos,FB,,,,,
player,201311030rai,rai,ReecMa00,offense,35,,,,,
player,201311030rai,rai,ReecMa00,off_pct,37%,,,,,
player,201311030rai,rai,ReecMa00,defense,0,,,,,
