game,2013,10,20131111,201311110tam,mia,"Miami Dolphins",19,tam,"Tampa Bay Buccaneers",22
player,201311110tam,tam,SpenAk00,sacks,0.0,,,,,
player,201311110tam,tam,SpenAk00,tackles_combined,1,,,,,
player,201311110tam,tam,SpenAk00,tackles_solo,1,,,,,
player,201311110tam,tam,SpenAk00,tackles_assists,0,,,,,
player,201311110tam,tam,SpenAk00,tackles_loss,0,,,,,
player,201311110tam,tam,SpenAk00,qb_hits,0,,,,,
player,201311110tam,tam,SpenAk00,fumbles_rec,0,,,,,
player,201311110tam,tam,SpenAk00,fumbles_rec_yds,0,,,,,
player,201311110tam,tam,SpenAk00,fumbles_rec_td,0,,,,,
player,201311110tam,tam,SpenAk00,fumbles_forced,0,,,,,
player,201311110tam,tam,JohnLe03,def_int,0,,,,,
player,201311110tam,tam,JohnLe03,def_int_yds,0,,,,,
player,201311110tam,tam,JohnLe03,def_int_td,0,,,,,
player,201311110tam,tam,JohnLe03,def_int_long,0,,,,,
player,201311110tam,tam,JohnLe03,pass_defended,1,,,,,
player,201311110tam,tam,JohnLe03,sacks,0.0,,,,,
player,201311110tam,tam,JohnLe03,tackles_combined,0,,,,,
player,201311110tam,tam,JohnLe03,tackles_solo,0,,,,,
player,201311110tam,tam,JohnLe03,tackles_assists,0,,,,,
player,201311110tam,tam,JohnLe03,tackles_loss,0,,,,,
player,201311110tam,tam,JohnLe03,qb_hits,0,,,,,
player,201311110tam,tam,JohnLe03,fumbles_rec,0,,,,,
player,201311110tam,tam,JohnLe03,fumbles_rec_yds,0,,,,,
player,201311110tam,tam,JohnLe03,fumbles_rec_td,0,,,,,
player,201311110tam,tam,JohnLe03,fumbles_forced,0,,,,,
player,201311110tam,mia,ThigMa00,kick_ret,2,,,,,
player,201311110tam,mia,ThigMa00,kick_ret_yds,30,,,,,
player,201311110tam,mia,ThigMa00,kick_ret_yds_per_ret,15.0,,,,,
player,201311110tam,mia,ThigMa00,kick_ret_td,0,,,,,
player,201311110tam,mia,ThigMa00,kick_ret_long,20,,,,,
player,201311110tam,mia,ThigMa00,punt_ret,1,,,,,
player,201311110tam,mia,ThigMa00,punt_ret_yds,34,,,,,
player,201311110tam,mia,ThigMa00,punt_ret_yds_per_ret,34.0,,,,,
player,201311110tam,mia,ThigMa00,punt_ret_td,0,,,,,
player,201311110tam,mia,ThigMa00,punt_ret_long,34,,,,,
player,201311110tam,tam,PageEr00,kick_ret,0,,,,,
player,201311110tam,tam,PageEr00,kick_ret_yds,0,,,,,
player,201311110tam,tam,PageEr00,kick_ret_yds_per_ret,,,,,,
player,201311110tam,tam,PageEr00,kick_ret_td,0,,,,,
player,201311110tam,tam,PageEr00,kick_ret_long,0,,,,,
player,201311110tam,tam,PageEr00,punt_ret,2,,,,,
player,201311110tam,tam,PageEr00,punt_ret_yds,55,,,,,
player,201311110tam,tam,PageEr00,punt_ret_yds_per_ret,27.5,,,,,
player,201311110tam,tam,PageEr00,punt_ret_td,0,,,,,
player,201311110tam,tam,PageEr00,punt_ret_long,52,,,,,
player,201311110tam,tam,DawsSk00,kick_ret,2,,,,,
player,201311110tam,tam,DawsSk00,kick_ret_yds,42,,,,,
player,201311110tam,tam,DawsSk00,kick_ret_yds_per_ret,21.0,,,,,
player,201311110tam,tam,DawsSk00,kick_ret_td,0,,,,,
player,201311110tam,tam,DawsSk00,kick_ret_long,25,,,,,
player,201311110tam,tam,DawsSk00,punt_ret,0,,,,,
player,201311110tam,tam,DawsSk00,punt_ret_yds,17,,,,,
player,201311110tam,tam,DawsSk00,punt_ret_yds_per_ret,,,,,,
player,201311110tam,tam,DawsSk00,punt_ret_td,0,,,,,
player,201311110tam,tam,DawsSk00,punt_ret_long,17,,,,,
player,201311110tam,tam,RainBo00,kick_ret,1,,,,,
player,201311110tam,tam,RainBo00,kick_ret_yds,15,,,,,
player,201311110tam,tam,RainBo00,kick_ret_yds_per_ret,15.0,,,,,
player,201311110tam,tam,RainBo00,kick_ret_td,0,,,,,
player,201311110tam,tam,RainBo00,kick_ret_long,15,,,,,
player,201311110tam,tam,RainBo00,punt_ret,0,,,,,
player,201311110tam,tam,RainBo00,punt_ret_yds,0,,,,,
player,201311110tam,tam,RainBo00,punt_ret_yds_per_ret,,,,,,
player,201311110tam,tam,RainBo00,punt_ret_td,0,,,,,
player,201311110tam,tam,RainBo00,punt_ret_long,0,,,,,
player,201311110tam,mia,SturCa00,xpm,1,,,,,
player,201311110tam,mia,SturCa00,xpa,1,,,,,
player,201311110tam,mia,SturCa00,fgm,2,,,,,
player,201311110tam,mia,SturCa00,fga,2,,,,,
player,201311110tam,mia,SturCa00,punt,0,,,,,
player,201311110tam,mia,SturCa00,punt_yds,0,,,,,
player,201311110tam,mia,SturCa00,punt_yds_per_punt,,,,,,
player,201311110tam,mia,SturCa00,punt_long,0,,,,,
player,201311110tam,mia,FielBr20,xpm,,,,,,
player,201311110tam,mia,FielBr20,xpa,,,,,,
player,201311110tam,mia,FielBr20,fgm,,,,,,
player,201311110tam,mia,FielBr20,fga,,,,,,
player,201311110tam,mia,FielBr20,punt,5,,,,,
player,201311110tam,mia,FielBr20,punt_yds,257,,,,,
player,201311110tam,mia,FielBr20,punt_yds_per_punt,51.4,,,,,
player,201311110tam,mia,FielBr20,punt_long,55,,,,,
player,201311110tam,tam,linderia01,xpm,2,,,,,
player,201311110tam,tam,linderia01,xpa,2,,,,,
player,201311110tam,tam,linderia01,fgm,2,,,,,
player,201311110tam,tam,linderia01,fga,2,,,,,
player,201311110tam,tam,linderia01,punt,0,,,,,
player,201311110tam,tam,linderia01,punt_yds,0,,,,,
player,201311110tam,tam,linderia01,punt_yds_per_punt,,,,,,
player,201311110tam,tam,linderia01,punt_long,0,,,,,
player,201311110tam,tam,koenemic01,xpm,,,,,,
player,201311110tam,tam,koenemic01,xpa,,,,,,
player,201311110tam,tam,koenemic01,fgm,,,,,,
player,201311110tam,tam,koenemic01,fga,,,,,,
player,201311110tam,tam,koenemic01,punt,5,,,,,
player,201311110tam,tam,koenemic01,punt_yds,212,,,,,
player,201311110tam,tam,koenemic01,punt_yds_per_punt,42.4,,,,,
player,201311110tam,tam,koenemic01,punt_long,62,,,,,
player,201311110tam,tam,PennDo20,pos,T,,,,,
player,201311110tam,tam,PennDo20,offense,66,,,,,
player,201311110tam,tam,PennDo20,off_pct,100%,,,,,
player,201311110tam,tam,PennDo20,defense,0,,,,,
player,201311110tam,tam,PennDo20,def_pct,0%,,,,,
player,201311110tam,tam,PennDo20,special_teams,4,,,,,
player,201311110tam,tam,PennDo20,st_pct,14%,,,,,
player,201311110tam,tam,MereJa20,pos,T,,,,,
player,201311110tam,tam,MereJa20,offense,66,,,,,
player,201311110tam,tam,MereJa20,off_pct,100%,,,,,
player,201311110tam,tam,MereJa20,defense,0,,,,,
player,201311110tam,tam,MereJa20,def_pct,0%,,,,,
player,201311110tam,tam,MereJa20,special_teams,4,,,,,
player,201311110tam,tam,MereJa20,st_pct,14%,,,,,
player,201311110tam,tam,JoseDa20,pos,G,,,,,
player,201311110tam,tam,JoseDa20,offense,66,,,,,
player,201311110tam,tam,JoseDa20,off_pct,100%,,,,,
player,201311110tam,tam,JoseDa20,defense,0,,,,,
player,201311110tam,tam,JoseDa20,def_pct,0%,,,,,
player,201311110tam,tam,JoseDa20,special_teams,4,,,,,
player,201311110tam,tam,JoseDa20,st_pct,14%,,,,,
player,201311110tam,tam,GlenMi00,pos,QB,,,,,
player,201311110tam,tam,GlenMi00,offense,66,,,,,
player,201311110tam,tam,GlenMi00,off_pct,100%,,,,,
player,201311110tam,tam,GlenMi00,defense,0,,,,,
player,201311110tam,tam,GlenMi00,def_pct,0%,,,,,
player,201311110tam,tam,GlenMi00,special_teams,0,,,,,
player,201311110tam,tam,GlenMi00,st_pct,0%,,,,,
player,201311110tam,tam,ZuttJe20,pos,C,,,,,
player,201311110tam,tam,ZuttJe20,offense,66,,,,,
player,201311110tam,tam,ZuttJe20,off_pct,100%,,,,,
player,201311110tam,tam,ZuttJe20,defense,0,,,,,
player,201311110tam,tam,ZuttJe20,def_pct,0%,,,,,
player,201311110tam,tam,ZuttJe20,special_teams,0,,,,,
player,201311110tam,tam,ZuttJe20,st_pct,0%,,,,,
player,201311110tam,tam,DotsDe00,pos,T,,,,,
player,201311110tam,tam,DotsDe00,offense,65,,,,,
player,201311110tam,tam,DotsDe00,off_pct,98%,,,,,
player,201311110tam,tam,DotsDe00,defense,0,,,,,
player,201311110tam,tam,DotsDe00,def_pct,0%,,,,,
player,201311110tam,tam,DotsDe00,special_teams,4,,,,,
player,201311110tam,tam,DotsDe00,st_pct,14%,,,,,
player,201311110tam,tam,JackVi00,pos,WR,,,,,
player,201311110tam,tam,JackVi00,offense,64,,,,,
player,201311110tam,tam,JackVi00,off_pct,97%,,,,,
player,201311110tam,tam,JackVi00,defense,0,,,,,
player,201311110tam,tam,JackVi00,def_pct,0%,,,,,
player,201311110tam,tam,JackVi00,special_teams,0,,,,,
player,201311110tam,tam,JackVi00,st_pct,0%,,,,,
player,201311110tam,tam,LeonBr00,pos,RB,,,,,
player,201311110tam,tam,LeonBr00,offense,47,,,,,
player,201311110tam,tam,LeonBr00,off_pct,71%,,,,,
player,201311110tam,tam,LeonBr00,defense,0,,,,,
player,201311110tam,tam,LeonBr00,def_pct,0%,,,,,
player,201311110tam,tam,LeonBr00,special_teams,1,,,,,
player,201311110tam,tam,LeonBr00,st_pct,4%,,,,,
player,201311110tam,tam,UndeTi00,pos,WR,,,,,
player,201311110tam,tam,UndeTi00,offense,47,,,,,
player,201311110tam,tam,UndeTi00,off_pct,71%,,,,,
player,201311110tam,tam,UndeTi00,defense,0,,,,,
player,201311110tam,tam,UndeTi00,def_pct,0%,,,,,
player,201311110tam,tam,UndeTi00,special_teams,0,,,,,
player,201311110tam,tam,UndeTi00,st_pct,0%,,,,,
player,201311110tam,tam,CrabTo00,pos,TE,,,,,
player,201311110tam,tam,CrabTo00,offense,44,,,,,
player,201311110tam,tam,CrabTo00,off_pct,67%,,,,,
player,201311110tam,tam,CrabTo00,defense,0,,,,,
player,201311110tam,tam,CrabTo00,def_pct,0%,,,,,
player,201311110tam,tam,CrabTo00,special_teams,5,,,,,
player,201311110tam,tam,CrabTo00,st_pct,18%,,,,,
player,201311110tam,tam,LoriEr99,pos,FB,,,,,
player,201311110tam,tam,LoriEr99,offense,37,,,,,
player,201311110tam,tam,LoriEr99,off_pct,56%,,,,,
player,201311110tam,tam,LoriEr99,defense,0,,,,,
player,201311110tam,tam,LoriEr99,def_pct,0%,,,,,
player,201311110tam,tam,LoriEr99,special_teams,15,,,,,
player,201311110tam,tam,LoriEr99,st_pct,54%,,,,,
player,201311110tam,tam,WrigTi01,pos,TE,,,,,
player,201311110tam,tam,WrigTi01,offense,36,,,,,
player,201311110tam,tam,WrigTi01,off_pct,55%,,,,,
player,201311110tam,tam,WrigTi01,defense,0,,,,,
player,201311110tam,tam,WrigTi01,def_pct,0%,,,,,
player,201311110tam,tam,WrigTi01,special_teams,0,,,,,
player,201311110tam,tam,WrigTi01,st_pct,0%,,,,,
player,201311110tam,tam,DawsSk00,pos,WR,,,,,
player,201311110tam,tam,DawsSk00,offense,26,,,,,
player,201311110tam,tam,DawsSk00,off_pct,39%,,,,,
player,201311110tam,tam,DawsSk00,defense,0,,,,,
player,201311110tam,tam,DawsSk00,def_pct,0%,,,,,
player,201311110tam,tam,DawsSk00,special_teams,4,,,,,
player,201311110tam,tam,DawsSk00,st_pct,14%,,,,,
player,201311110tam,tam,RainBo00,pos,RB,,,,,
player,201311110tam,tam,RainBo00,offense,11,,,,,
player,201311110tam,tam,RainBo00,off_pct,17%,,,,,
player,201311110tam,tam,RainBo00,defense,0,,,,,
player,201311110tam,tam,RainBo00,def_pct,0%,,,,,
player,201311110tam,tam,RainBo00,special_teams,5,,,,,
player,201311110tam,tam,RainBo00,st_pct,18%,,,,,
player,201311110tam,tam,CariGa00,pos,G,,,,,
player,201311110tam,tam,CariGa00,offense,8,,,,,
player,201311110tam,tam,CariGa00,off_pct,12%,,,,,
player,201311110tam,tam,CariGa00,defense,0,,,,,
player,201311110tam,tam,CariGa00,def_pct,0%,,,,,
player,201311110tam,tam,CariGa00,special_teams,4,,,,,
player,201311110tam,tam,CariGa00,st_pct,14%,,,,,
player,201311110tam,tam,JameMi00,pos,RB,,,,,
player,201311110tam,tam,JameMi00,offense,8,,,,,
player,201311110tam,tam,JameMi00,off_pct,12%,,,,,
player,201311110tam,tam,JameMi00,defense,0,,,,,
player,201311110tam,tam,JameMi00,def_pct,0%,,,,,
player,201311110tam,tam,JameMi00,special_teams,0,,,,,
player,201311110tam,tam,JameMi00,st_pct,0%,,,,,
player,201311110tam,tam,ShepRu00,pos,WR,,,,,
player,201311110tam,tam,ShepRu00,offense,1,,,,,
player,201311110tam,tam,ShepRu00,off_pct,2%,,,,,
player,201311110tam,tam,ShepRu00,defense,0,,,,,
player,201311110tam,tam,ShepRu00,def_pct,0%,,,,,
player,201311110tam,tam,ShepRu00,special_teams,21,,,,,
player,201311110tam,tam,ShepRu00,st_pct,75%,,,,,
player,201311110tam,tam,LarsSp99,pos,FB,,,,,
player,201311110tam,tam,LarsSp99,offense,1,,,,,
player,201311110tam,tam,LarsSp99,off_pct,2%,,,,,
player,201311110tam,tam,LarsSp99,defense,0,,,,,
player,201311110tam,tam,LarsSp99,def_pct,0%,,,,,
player,201311110tam,tam,LarsSp99,special_teams,17,,,,,
player,201311110tam,tam,LarsSp99,st_pct,61%,,,,,
player,201311110tam,tam,PageEr00,pos,WR,,,,,
player,201311110tam,tam,PageEr00,offense,1,,,,,
player,201311110tam,tam,PageEr00,off_pct,2%,,,,,
player,201311110tam,tam,PageEr00,defense,0,,,,,
player,201311110tam,tam,PageEr00,def_pct,0%,,,,,
player,201311110tam,tam,PageEr00,special_teams,8,,,,,
player,201311110tam,tam,PageEr00,st_pct,29%,,,,,
player,201311110tam,tam,DaviLa00,pos,LB,,,,,
player,201311110tam,tam,DaviLa00,offense,0,,,,,
player,201311110tam,tam,DaviLa00,off_pct,0%,,,,,
player,201311110tam,tam,DaviLa00,defense,59,,,,,
player,201311110tam,tam,DaviLa00,def_pct,100%,,,,,
player,201311110tam,tam,DaviLa00,special_teams,8,,,,,
player,201311110tam,tam,DaviLa00,st_pct,29%,,,,,
player,201311110tam,tam,BankJo00,pos,CB,,,,,
player,201311110tam,tam,BankJo00,offense,0,,,,,
player,201311110tam,tam,BankJo00,off_pct,0%,,,,,
player,201311110tam,tam,BankJo00,defense,59,,,,,
player,201311110tam,tam,BankJo00,def_pct,100%,,,,,
player,201311110tam,tam,BankJo00,special_teams,8,,,,,
player,201311110tam,tam,BankJo00,st_pct,29%,,,,,
player,201311110tam,tam,ReviDa99,pos,CB,,,,,
player,201311110tam,tam,ReviDa99,offense,0,,,,,
player,201311110tam,tam,ReviDa99,off_pct,0%,,,,,
player,201311110tam,tam,ReviDa99,defense,59,,,,,
player,201311110tam,tam,ReviDa99,def_pct,100%,,,,,
player,201311110tam,tam,ReviDa99,special_teams,3,,,,,
player,201311110tam,tam,ReviDa99,st_pct,11%,,,,,
player,201311110tam,tam,BarrMa00,pos,SS,,,,,
player,201311110tam,tam,BarrMa00,offense,0,,,,,
player,201311110tam,tam,BarrMa00,off_pct,0%,,,,,
player,201311110tam,tam,BarrMa00,defense,59,,,,,
player,201311110tam,tam,BarrMa00,def_pct,100%,,,,,
player,201311110tam,tam,BarrMa00,special_teams,3,,,,,
player,201311110tam,tam,BarrMa00,st_pct,11%,,,,,
player,201311110tam,tam,McCoGe99,pos,DT,,,,,
player,201311110tam,tam,McCoGe99,offense,0,,,,,
player,201311110tam,tam,McCoGe99,off_pct,0%,,,,,
player,201311110tam,tam,McCoGe99,defense,59,,,,,
player,201311110tam,tam,McCoGe99,def_pct,100%,,,,,
player,201311110tam,tam,McCoGe99,special_teams,3,,,,,
player,201311110tam,tam,McCoGe99,st_pct,11%,,,,,
player,201311110tam,tam,GoldDa99,pos,FS,,,,,
player,201311110tam,tam,GoldDa99,offense,0,,,,,
player,201311110tam,tam,GoldDa99,off_pct,0%,,,,,
player,201311110tam,tam,GoldDa99,defense,57,,,,,
player,201311110tam,tam,GoldDa99,def_pct,97%,,,,,
player,201311110tam,tam,GoldDa99,special_teams,7,,,,,
player,201311110tam,tam,GoldDa99,st_pct,25%,,,,,
player,201311110tam,tam,ClayAd00,pos,DE,,,,,
player,201311110tam,tam,ClayAd00,offense,0,,,,,
player,201311110tam,tam,ClayAd00,off_pct,0%,,,,,
player,201311110tam,tam,ClayAd00,defense,57,,,,,
player,201311110tam,tam,ClayAd00,def_pct,97%,,,,,
player,201311110tam,tam,ClayAd00,special_teams,3,,,,,
player,201311110tam,tam,ClayAd00,st_pct,11%,,,,,
player,201311110tam,tam,FostMa00,pos,LB,,,,,
player,201311110tam,tam,FostMa00,offense,0,,,,,
player,201311110tam,tam,FostMa00,off_pct,0%,,,,,
player,201311110tam,tam,FostMa00,defense,41,,,,,
player,201311110tam,tam,FostMa00,def_pct,69%,,,,,
player,201311110tam,tam,FostMa00,special_teams,3,,,,,
player,201311110tam,tam,FostMa00,st_pct,11%,,,,,
player,201311110tam,tam,Teo-Da99,pos,DE,,,,,
player,201311110tam,tam,Teo-Da99,offense,0,,,,,
player,201311110tam,tam,Teo-Da99,off_pct,0%,,,,,
player,201311110tam,tam,Teo-Da99,defense,37,,,,,
player,201311110tam,tam,Teo-Da99,def_pct,63%,,,,,
player,201311110tam,tam,Teo-Da99,special_teams,3,,,,,
player,201311110tam,tam,Teo-Da99,st_pct,11%,,,,,
player,201311110tam,tam,SpenAk00,pos,DT,,,,,
player,201311110tam,tam,SpenAk00,offense,0,,,,,
player,201311110tam,tam,SpenAk00,off_pct,0%,,,,,
player,201311110tam,tam,SpenAk00,defense,31,,,,,
player,201311110tam,tam,SpenAk00,def_pct,53%,,,,,
player,201311110tam,tam,SpenAk00,special_teams,3,,,,,
player,201311110tam,tam,SpenAk00,st_pct,11%,,,,,
player,201311110tam,tam,CasiJo99,pos,LB,,,,,
player,201311110tam,tam,CasiJo99,offense,0,,,,,
player,201311110tam,tam,CasiJo99,off_pct,0%,,,,,
player,201311110tam,tam,CasiJo99,defense,22,,,,,
player,201311110tam,tam,CasiJo99,def_pct,37%,,,,,
player,201311110tam,tam,CasiJo99,special_teams,24,,,,,
player,201311110tam,tam,CasiJo99,st_pct,86%,,,,,
player,201311110tam,tam,JohnLe03,pos,CB,,,,,
player,201311110tam,tam,JohnLe03,offense,0,,,,,
player,201311110tam,tam,JohnLe03,off_pct,0%,,,,,
player,201311110tam,tam,JohnLe03,defense,21,,,,,
player,201311110tam,tam,JohnLe03,def_pct,36%,,,,,
player,201311110tam,tam,JohnLe03,special_teams,17,,,,,
player,201311110tam,tam,JohnLe03,st_pct,61%,,,,,
player,201311110tam,tam,GholWi00,pos,DE,,,,,
player,201311110tam,tam,GholWi00,offense,0,,,,,
player,201311110tam,tam,GholWi00,off_pct,0%,,,,,
player,201311110tam,tam,GholWi00,defense,21,,,,,
player,201311110tam,tam,GholWi00,def_pct,36%,,,,,
player,201311110tam,tam,GholWi00,special_teams,0,,,,,
player,201311110tam,tam,GholWi00,st_pct,0%,,,,,
player,201311110tam,tam,TandKe00,pos,SS,,,,,
player,201311110tam,tam,TandKe00,offense,0,,,,,
player,201311110tam,tam,TandKe00,off_pct,0%,,,,,
player,201311110tam,tam,TandKe00,defense,20,,,,,
player,201311110tam,tam,TandKe00,def_pct,34%,,,,,
player,201311110tam,tam,TandKe00,special_teams,14,,,,,
player,201311110tam,tam,TandKe00,st_pct,50%,,,,,
player,201311110tam,tam,AdamMi98,pos,CB,,,,,
player,201311110tam,tam,AdamMi98,offense,0,,,,,
player,201311110tam,tam,AdamMi98,off_pct,0%,,,,,
player,201311110tam,tam,AdamMi98,defense,19,,,,,
player,201311110tam,tam,AdamMi98,def_pct,32%,,,,,
player,201311110tam,tam,AdamMi98,special_teams,9,,,,,
player,201311110tam,tam,AdamMi98,st_pct,32%,,,,,
player,201311110tam,tam,BoweDa00,pos,DE,,,,,
player,201311110tam,tam,BoweDa00,offense,0,,,,,
player,201311110tam,tam,BoweDa00,off_pct,0%,,,,,
player,201311110tam,tam,BoweDa00,defense,18,,,,,
player,201311110tam,tam,BoweDa00,def_pct,31%,,,,,
player,201311110tam,tam,BoweDa00,special_teams,0,,,,,
player,201311110tam,tam,BoweDa00,st_pct,0%,,,,,
player,201311110tam,tam,GibsGa99,pos,DT,,,,,
player,201311110tam,tam,GibsGa99,offense,0,,,,,
player,201311110tam,tam,GibsGa99,off_pct,0%,,,,,
player,201311110tam,tam,GibsGa99,defense,9,,,,,
player,201311110tam,tam,GibsGa99,def_pct,15%,,,,,
player,201311110tam,tam,GibsGa99,special_teams,0,,,,,
player,201311110tam,tam,GibsGa99,st_pct,0%,,,,,
player,201311110tam,tam,WatsDe99,pos,LB,,,,,
player,201311110tam,tam,WatsDe99,offense,0,,,,,
player,201311110tam,tam,WatsDe99,off_pct,0%,,,,,
player,201311110tam,tam,WatsDe99,defense,1,,,,,
player,201311110tam,tam,WatsDe99,def_pct,2%,,,,,
player,201311110tam,tam,WatsDe99,special_teams,21,,,,,
player,201311110tam,tam,WatsDe99,st_pct,75%,,,,,
player,201311110tam,tam,HaywAd98,pos,LB,,,,,
player,201311110tam,tam,HaywAd98,offense,0,,,,,
player,201311110tam,tam,HaywAd98,off_pct,0%,,,,,
player,201311110tam,tam,HaywAd98,defense,0,,,,,
player,201311110tam,tam,HaywAd98,def_pct,0%,,,,,
player,201311110tam,tam,HaywAd98,special_teams,21,,,,,
player,201311110tam,tam,HaywAd98,st_pct,75%,,,,,
player,201311110tam,tam,GlauKa00,pos,LB,,,,,
player,201311110tam,tam,GlauKa00,offense,0,,,,,
player,201311110tam,tam,GlauKa00,off_pct,0%,,,,,
player,201311110tam,tam,GlauKa00,defense,0,,,,,
player,201311110tam,tam,GlauKa00,def_pct,0%,,,,,
player,201311110tam,tam,GlauKa00,special_teams,16,,,,,
player,201311110tam,tam,GlauKa00,st_pct,57%,,,,,
player,201311110tam,tam,McCrKe00,pos,FS,,,,,
player,201311110tam,tam,McCrKe00,offense,0,,,,,
player,201311110tam,tam,McCrKe00,off_pct,0%,,,,,
player,201311110tam,tam,McCrKe00,defense,0,,,,,
player,201311110tam,tam,McCrKe00,def_pct,0%,,,,,
player,201311110tam,tam,McCrKe00,special_teams,15,,,,,
player,201311110tam,tam,McCrKe00,st_pct,54%,,,,,
player,201311110tam,tam,koenemic01,pos,P,,,,,
player,201311110tam,tam,koenemic01,offense,0,,,,,
player,201311110tam,tam,koenemic01,off_pct,0%,,,,,
player,201311110tam,tam,koenemic01,defense,0,,,,,
player,201311110tam,tam,koenemic01,def_pct,0%,,,,,
player,201311110tam,tam,koenemic01,special_teams,14,,,,,
player,201311110tam,tam,koenemic01,st_pct,50%,,,,,
player,201311110tam,tam,EconAn20,pos,LS,,,,,
player,201311110tam,tam,EconAn20,offense,0,,,,,
player,201311110tam,tam,EconAn20,off_pct,0%,,,,,
player,201311110tam,tam,EconAn20,defense,0,,,,,
player,201311110tam,tam,EconAn20,def_pct,0%,,,,,
player,201311110tam,tam,EconAn20,special_teams,9,,,,,
player,201311110tam,tam,EconAn20,st_pct,32%,,,,,
player,201311110tam,tam,linderia01,pos,K,,,,,
player,201311110tam,tam,linderia01,offense,0,,,,,
player,201311110tam,tam,linderia01,off_pct,0%,,,,,
player,201311110tam,tam,linderia01,defense,0,,,,,
player,201311110tam,tam,linderia01,def_pct,0%,,,,,
player,201311110tam,tam,linderia01,special_teams,4,,,,,
player,201311110tam,tam,linderia01,st_pct,14%,,,,,
player,201311110tam,tam,LarsTe20,pos,C,,,,,
player,201311110tam,tam,LarsTe20,offense,0,,,,,
player,201311110tam,tam,LarsTe20,off_pct,0%,,,,,
player,201311110tam,tam,LarsTe20,defense,0,,,,,
player,201311110tam,tam,LarsTe20,def_pct,0%,,,,,
player,201311110tam,tam,LarsTe20,special_teams,4,,,,,
player,201311110tam,tam,LarsTe20,st_pct,14%,,,,,
player,201311110tam,mia,JerrJo20,pos,G,,,,,
player,201311110tam,mia,JerrJo20,offense,59,,,,,
player,201311110tam,mia,JerrJo20,off_pct,100%,,,,,
player,201311110tam,mia,JerrJo20,defense,0,,,,,
player,201311110tam,mia,JerrJo20,def_pct,0%,,,,,
player,201311110tam,mia,JerrJo20,special_teams,3,,,,,
player,201311110tam,mia,JerrJo20,st_pct,11%,,,,,
player,201311110tam,mia,ClabTy20,pos,T,,,,,
player,201311110tam,mia,ClabTy20,offense,59,,,,,
player,201311110tam,mia,ClabTy20,off_pct,100%,,,,,
player,201311110tam,mia,ClabTy20,defense,0,,,,,
player,201311110tam,mia,ClabTy20,def_pct,0%,,,,,
player,201311110tam,mia,ClabTy20,special_teams,3,,,,,
player,201311110tam,mia,ClabTy20,st_pct,11%,,,,,
player,201311110tam,mia,GarnNa20,pos,T,,,,,
player,201311110tam,mia,GarnNa20,offense,59,,,,,
player,201311110tam,mia,GarnNa20,off_pct,100%,,,,,
player,201311110tam,mia,GarnNa20,defense,0,,,,,
player,201311110tam,mia,GarnNa20,def_pct,0%,,,,,
player,201311110tam,mia,GarnNa20,special_teams,3,,,,,
player,201311110tam,mia,GarnNa20,st_pct,11%,,,,,
player,201311110tam,mia,McKiBr21,pos,T,,,,,
player,201311110tam,mia,McKiBr21,offense,59,,,,,
player,201311110tam,mia,McKiBr21,off_pct,100%,,,,,
player,201311110tam,mia,McKiBr21,defense,0,,,,,
player,201311110tam,mia,McKiBr21,def_pct,0%,,,,,
player,201311110tam,mia,McKiBr21,special_teams,3,,,,,
player,201311110tam,mia,McKiBr21,st_pct,11%,,,,,
player,201311110tam,mia,TannRy00,pos,QB,,,,,
player,201311110tam,mia,TannRy00,offense,59,,,,,
player,201311110tam,mia,TannRy00,off_pct,100%,,,,,
player,201311110tam,mia,TannRy00,defense,0,,,,,
player,201311110tam,mia,TannRy00,def_pct,0%,,,,,
player,201311110tam,mia,TannRy00,special_teams,0,,,,,
player,201311110tam,mia,TannRy00,st_pct,0%,,,,,
player,201311110tam,mia,PounMi00,pos,C,,,,,
player,201311110tam,mia,PounMi00,offense,59,,,,,
player,201311110tam,mia,PounMi00,off_pct,100%,,,,,
player,201311110tam,mia,PounMi00,defense,0,,,,,
player,201311110tam,mia,PounMi00,def_pct,0%,,,,,
player,201311110tam,mia,PounMi00,special_teams,0,,,,,
player,201311110tam,mia,PounMi00,st_pct,0%,,,,,
player,201311110tam,mia,HartBr00,pos,WR,,,,,
player,201311110tam,mia,HartBr00,offense,56,,,,,
player,201311110tam,mia,HartBr00,off_pct,95%,,,,,
player,201311110tam,mia,HartBr00,defense,0,,,,,
player,201311110tam,mia,HartBr00,def_pct,0%,,,,,
player,201311110tam,mia,HartBr00,special_teams,0,,,,,
player,201311110tam,mia,HartBr00,st_pct,0%,,,,,
player,201311110tam,mia,WallMi00,pos,WR,,,,,
player,201311110tam,mia,WallMi00,offense,54,,,,,
player,201311110tam,mia,WallMi00,off_pct,92%,,,,,
player,201311110tam,mia,WallMi00,defense,0,,,,,
player,201311110tam,mia,WallMi00,def_pct,0%,,,,,
player,201311110tam,mia,WallMi00,special_teams,0,,,,,
player,201311110tam,mia,WallMi00,st_pct,0%,,,,,
player,201311110tam,mia,MattRi00,pos,WR,,,,,
player,201311110tam,mia,MattRi00,offense,43,,,,,
player,201311110tam,mia,MattRi00,off_pct,73%,,,,,
player,201311110tam,mia,MattRi00,defense,0,,,,,
player,201311110tam,mia,MattRi00,def_pct,0%,,,,,
player,201311110tam,mia,MattRi00,special_teams,0,,,,,
