game,2013,14,20131208,201312080sdg,nyg,"New York Giants",14,sdg,"San Diego Chargers",37
player,201312080sdg,nyg,TaylCo01,st_pct,60%,,,,,
player,201312080sdg,nyg,CoxxMi00,pos,RB,,,,,
player,201312080sdg,nyg,CoxxMi00,offense,0,,,,,
player,201312080sdg,nyg,CoxxMi00,off_pct,0%,,,,,
player,201312080sdg,nyg,CoxxMi00,defense,0,,,,,
player,201312080sdg,nyg,CoxxMi00,def_pct,0%,,,,,
player,201312080sdg,nyg,CoxxMi00,special_teams,11,,,,,
player,201312080sdg,nyg,CoxxMi00,st_pct,44%,,,,,
player,201312080sdg,nyg,brownjos01,pos,K,,,,,
player,201312080sdg,nyg,brownjos01,offense,0,,,,,
player,201312080sdg,nyg,brownjos01,off_pct,0%,,,,,
player,201312080sdg,nyg,brownjos01,defense,0,,,,,
player,201312080sdg,nyg,brownjos01,def_pct,0%,,,,,
player,201312080sdg,nyg,brownjos01,special_teams,5,,,,,
player,201312080sdg,nyg,brownjos01,st_pct,20%,,,,,
player,201312080sdg,nyg,WeatSt20,pos,P,,,,,
player,201312080sdg,nyg,WeatSt20,offense,0,,,,,
player,201312080sdg,nyg,WeatSt20,off_pct,0%,,,,,
player,201312080sdg,nyg,WeatSt20,defense,0,,,,,
player,201312080sdg,nyg,WeatSt20,def_pct,0%,,,,,
player,201312080sdg,nyg,WeatSt20,special_teams,5,,,,,
player,201312080sdg,nyg,WeatSt20,st_pct,20%,,,,,
player,201312080sdg,nyg,DeOsZa99,pos,LS,,,,,
player,201312080sdg,nyg,DeOsZa99,offense,0,,,,,
player,201312080sdg,nyg,DeOsZa99,off_pct,0%,,,,,
player,201312080sdg,nyg,DeOsZa99,defense,0,,,,,
player,201312080sdg,nyg,DeOsZa99,def_pct,0%,,,,,
player,201312080sdg,nyg,DeOsZa99,special_teams,5,,,,,
player,201312080sdg,nyg,DeOsZa99,st_pct,20%,,,,,
