game,2015,12,20151129,201511290htx,nor,"New Orleans Saints",6,htx,"Houston Texans",24
player,201511290htx,htx,CushBr99,fumbles_forced,0,,,,,
player,201511290htx,htx,HalxAn00,def_int,0,,,,,
player,201511290htx,htx,HalxAn00,def_int_yds,0,,,,,
player,201511290htx,htx,HalxAn00,def_int_td,0,,,,,
player,201511290htx,htx,HalxAn00,def_int_long,0,,,,,
player,201511290htx,htx,HalxAn00,pass_defended,0,,,,,
player,201511290htx,htx,HalxAn00,sacks,0.0,,,,,
player,201511290htx,htx,HalxAn00,tackles_combined,3,,,,,
player,201511290htx,htx,HalxAn00,tackles_solo,3,,,,,
player,201511290htx,htx,HalxAn00,tackles_assists,0,,,,,
player,201511290htx,htx,HalxAn00,tackles_loss,0,,,,,
player,201511290htx,htx,HalxAn00,qb_hits,0,,,,,
player,201511290htx,htx,HalxAn00,fumbles_rec,0,,,,,
player,201511290htx,htx,HalxAn00,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,HalxAn00,fumbles_rec_td,0,,,,,
player,201511290htx,htx,HalxAn00,fumbles_forced,0,,,,,
player,201511290htx,htx,SimoJo01,def_int,0,,,,,
player,201511290htx,htx,SimoJo01,def_int_yds,0,,,,,
player,201511290htx,htx,SimoJo01,def_int_td,0,,,,,
player,201511290htx,htx,SimoJo01,def_int_long,0,,,,,
player,201511290htx,htx,SimoJo01,pass_defended,0,,,,,
player,201511290htx,htx,SimoJo01,sacks,0.0,,,,,
player,201511290htx,htx,SimoJo01,tackles_combined,3,,,,,
player,201511290htx,htx,SimoJo01,tackles_solo,2,,,,,
player,201511290htx,htx,SimoJo01,tackles_assists,1,,,,,
player,201511290htx,htx,SimoJo01,tackles_loss,0,,,,,
player,201511290htx,htx,SimoJo01,qb_hits,0,,,,,
player,201511290htx,htx,SimoJo01,fumbles_rec,0,,,,,
player,201511290htx,htx,SimoJo01,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,SimoJo01,fumbles_rec_td,0,,,,,
player,201511290htx,htx,SimoJo01,fumbles_forced,0,,,,,
player,201511290htx,htx,ClowJa00,def_int,0,,,,,
player,201511290htx,htx,ClowJa00,def_int_yds,0,,,,,
player,201511290htx,htx,ClowJa00,def_int_td,0,,,,,
player,201511290htx,htx,ClowJa00,def_int_long,0,,,,,
player,201511290htx,htx,ClowJa00,pass_defended,0,,,,,
player,201511290htx,htx,ClowJa00,sacks,0.0,,,,,
player,201511290htx,htx,ClowJa00,tackles_combined,2,,,,,
player,201511290htx,htx,ClowJa00,tackles_solo,1,,,,,
player,201511290htx,htx,ClowJa00,tackles_assists,1,,,,,
player,201511290htx,htx,ClowJa00,tackles_loss,0,,,,,
player,201511290htx,htx,ClowJa00,qb_hits,0,,,,,
player,201511290htx,htx,ClowJa00,fumbles_rec,0,,,,,
player,201511290htx,htx,ClowJa00,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,ClowJa00,fumbles_rec_td,0,,,,,
player,201511290htx,htx,ClowJa00,fumbles_forced,0,,,,,
player,201511290htx,htx,CricJa00,def_int,0,,,,,
player,201511290htx,htx,CricJa00,def_int_yds,0,,,,,
player,201511290htx,htx,CricJa00,def_int_td,0,,,,,
player,201511290htx,htx,CricJa00,def_int_long,0,,,,,
player,201511290htx,htx,CricJa00,pass_defended,0,,,,,
player,201511290htx,htx,CricJa00,sacks,0.0,,,,,
player,201511290htx,htx,CricJa00,tackles_combined,1,,,,,
player,201511290htx,htx,CricJa00,tackles_solo,0,,,,,
player,201511290htx,htx,CricJa00,tackles_assists,1,,,,,
player,201511290htx,htx,CricJa00,tackles_loss,0,,,,,
player,201511290htx,htx,CricJa00,qb_hits,1,,,,,
player,201511290htx,htx,CricJa00,fumbles_rec,0,,,,,
player,201511290htx,htx,CricJa00,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,CricJa00,fumbles_rec_td,0,,,,,
player,201511290htx,htx,CricJa00,fumbles_forced,0,,,,,
player,201511290htx,htx,DentAk00,def_int,0,,,,,
player,201511290htx,htx,DentAk00,def_int_yds,0,,,,,
player,201511290htx,htx,DentAk00,def_int_td,0,,,,,
player,201511290htx,htx,DentAk00,def_int_long,0,,,,,
player,201511290htx,htx,DentAk00,pass_defended,0,,,,,
player,201511290htx,htx,DentAk00,sacks,0.0,,,,,
player,201511290htx,htx,DentAk00,tackles_combined,1,,,,,
player,201511290htx,htx,DentAk00,tackles_solo,1,,,,,
player,201511290htx,htx,DentAk00,tackles_assists,0,,,,,
player,201511290htx,htx,DentAk00,tackles_loss,0,,,,,
player,201511290htx,htx,DentAk00,qb_hits,0,,,,,
player,201511290htx,htx,DentAk00,fumbles_rec,0,,,,,
player,201511290htx,htx,DentAk00,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,DentAk00,fumbles_rec_td,0,,,,,
player,201511290htx,htx,DentAk00,fumbles_forced,0,,,,,
player,201511290htx,htx,JameCh00,def_int,0,,,,,
player,201511290htx,htx,JameCh00,def_int_yds,0,,,,,
player,201511290htx,htx,JameCh00,def_int_td,0,,,,,
player,201511290htx,htx,JameCh00,def_int_long,0,,,,,
player,201511290htx,htx,JameCh00,pass_defended,0,,,,,
player,201511290htx,htx,JameCh00,sacks,0.0,,,,,
player,201511290htx,htx,JameCh00,tackles_combined,1,,,,,
player,201511290htx,htx,JameCh00,tackles_solo,1,,,,,
player,201511290htx,htx,JameCh00,tackles_assists,0,,,,,
player,201511290htx,htx,JameCh00,tackles_loss,0,,,,,
player,201511290htx,htx,JameCh00,qb_hits,0,,,,,
player,201511290htx,htx,JameCh00,fumbles_rec,0,,,,,
player,201511290htx,htx,JameCh00,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,JameCh00,fumbles_rec_td,0,,,,,
player,201511290htx,htx,JameCh00,fumbles_forced,0,,,,,
player,201511290htx,htx,MercWh00,def_int,0,,,,,
player,201511290htx,htx,MercWh00,def_int_yds,0,,,,,
player,201511290htx,htx,MercWh00,def_int_td,0,,,,,
player,201511290htx,htx,MercWh00,def_int_long,0,,,,,
player,201511290htx,htx,MercWh00,pass_defended,0,,,,,
player,201511290htx,htx,MercWh00,sacks,0.0,,,,,
player,201511290htx,htx,MercWh00,tackles_combined,1,,,,,
player,201511290htx,htx,MercWh00,tackles_solo,1,,,,,
player,201511290htx,htx,MercWh00,tackles_assists,0,,,,,
player,201511290htx,htx,MercWh00,tackles_loss,1,,,,,
player,201511290htx,htx,MercWh00,qb_hits,0,,,,,
player,201511290htx,htx,MercWh00,fumbles_rec,0,,,,,
player,201511290htx,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201511290htx,htx,MercWh00,fumbles_forced,0,,,,,
player,201511290htx,htx,PeteBr00,def_int,0,,,,,
player,201511290htx,htx,PeteBr00,def_int_yds,0,,,,,
player,201511290htx,htx,PeteBr00,def_int_td,0,,,,,
player,201511290htx,htx,PeteBr00,def_int_long,0,,,,,
player,201511290htx,htx,PeteBr00,pass_defended,0,,,,,
player,201511290htx,htx,PeteBr00,sacks,0.0,,,,,
player,201511290htx,htx,PeteBr00,tackles_combined,1,,,,,
player,201511290htx,htx,PeteBr00,tackles_solo,1,,,,,
player,201511290htx,htx,PeteBr00,tackles_assists,0,,,,,
player,201511290htx,htx,PeteBr00,tackles_loss,0,,,,,
player,201511290htx,htx,PeteBr00,qb_hits,0,,,,,
player,201511290htx,htx,PeteBr00,fumbles_rec,0,,,,,
player,201511290htx,htx,PeteBr00,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,PeteBr00,fumbles_rec_td,0,,,,,
player,201511290htx,htx,PeteBr00,fumbles_forced,0,,,,,
player,201511290htx,htx,TuggJu00,def_int,0,,,,,
player,201511290htx,htx,TuggJu00,def_int_yds,0,,,,,
player,201511290htx,htx,TuggJu00,def_int_td,0,,,,,
player,201511290htx,htx,TuggJu00,def_int_long,0,,,,,
player,201511290htx,htx,TuggJu00,pass_defended,0,,,,,
player,201511290htx,htx,TuggJu00,sacks,0.0,,,,,
player,201511290htx,htx,TuggJu00,tackles_combined,1,,,,,
player,201511290htx,htx,TuggJu00,tackles_solo,0,,,,,
player,201511290htx,htx,TuggJu00,tackles_assists,1,,,,,
player,201511290htx,htx,TuggJu00,tackles_loss,0,,,,,
player,201511290htx,htx,TuggJu00,qb_hits,0,,,,,
player,201511290htx,htx,TuggJu00,fumbles_rec,0,,,,,
player,201511290htx,htx,TuggJu00,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,TuggJu00,fumbles_rec_td,0,,,,,
player,201511290htx,htx,TuggJu00,fumbles_forced,0,,,,,
player,201511290htx,htx,WeekJo00,def_int,0,,,,,
player,201511290htx,htx,WeekJo00,def_int_yds,0,,,,,
player,201511290htx,htx,WeekJo00,def_int_td,0,,,,,
player,201511290htx,htx,WeekJo00,def_int_long,0,,,,,
player,201511290htx,htx,WeekJo00,pass_defended,0,,,,,
player,201511290htx,htx,WeekJo00,sacks,0.0,,,,,
player,201511290htx,htx,WeekJo00,tackles_combined,1,,,,,
player,201511290htx,htx,WeekJo00,tackles_solo,1,,,,,
player,201511290htx,htx,WeekJo00,tackles_assists,0,,,,,
player,201511290htx,htx,WeekJo00,tackles_loss,0,,,,,
player,201511290htx,htx,WeekJo00,qb_hits,0,,,,,
player,201511290htx,htx,WeekJo00,fumbles_rec,0,,,,,
player,201511290htx,htx,WeekJo00,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,WeekJo00,fumbles_rec_td,0,,,,,
player,201511290htx,htx,WeekJo00,fumbles_forced,0,,,,,
player,201511290htx,htx,WilfVi20,def_int,0,,,,,
player,201511290htx,htx,WilfVi20,def_int_yds,0,,,,,
player,201511290htx,htx,WilfVi20,def_int_td,0,,,,,
player,201511290htx,htx,WilfVi20,def_int_long,0,,,,,
player,201511290htx,htx,WilfVi20,pass_defended,0,,,,,
player,201511290htx,htx,WilfVi20,sacks,0.0,,,,,
player,201511290htx,htx,WilfVi20,tackles_combined,1,,,,,
player,201511290htx,htx,WilfVi20,tackles_solo,0,,,,,
player,201511290htx,htx,WilfVi20,tackles_assists,1,,,,,
player,201511290htx,htx,WilfVi20,tackles_loss,0,,,,,
player,201511290htx,htx,WilfVi20,qb_hits,0,,,,,
player,201511290htx,htx,WilfVi20,fumbles_rec,0,,,,,
player,201511290htx,htx,WilfVi20,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,WilfVi20,fumbles_rec_td,0,,,,,
player,201511290htx,htx,WilfVi20,fumbles_forced,0,,,,,
player,201511290htx,htx,MumpKe00,def_int,0,,,,,
player,201511290htx,htx,MumpKe00,def_int_yds,0,,,,,
player,201511290htx,htx,MumpKe00,def_int_td,0,,,,,
player,201511290htx,htx,MumpKe00,def_int_long,0,,,,,
player,201511290htx,htx,MumpKe00,pass_defended,0,,,,,
player,201511290htx,htx,MumpKe00,sacks,0.0,,,,,
player,201511290htx,htx,MumpKe00,tackles_combined,0,,,,,
player,201511290htx,htx,MumpKe00,tackles_solo,0,,,,,
player,201511290htx,htx,MumpKe00,tackles_assists,0,,,,,
player,201511290htx,htx,MumpKe00,tackles_loss,0,,,,,
player,201511290htx,htx,MumpKe00,qb_hits,0,,,,,
player,201511290htx,htx,MumpKe00,fumbles_rec,1,,,,,
player,201511290htx,htx,MumpKe00,fumbles_rec_yds,0,,,,,
player,201511290htx,htx,MumpKe00,fumbles_rec_td,0,,,,,
player,201511290htx,htx,MumpKe00,fumbles_forced,0,,,,,
player,201511290htx,nor,MurpMa03,kick_ret,0,,,,,
player,201511290htx,nor,MurpMa03,kick_ret_yds,0,,,,,
player,201511290htx,nor,MurpMa03,kick_ret_yds_per_ret,,,,,,
player,201511290htx,nor,MurpMa03,kick_ret_td,0,,,,,
player,201511290htx,nor,MurpMa03,kick_ret_long,0,,,,,
player,201511290htx,nor,MurpMa03,punt_ret,1,,,,,
player,201511290htx,nor,MurpMa03,punt_ret_yds,12,,,,,
player,201511290htx,nor,MurpMa03,punt_ret_yds_per_ret,12.0,,,,,
player,201511290htx,nor,MurpMa03,punt_ret_td,0,,,,,
player,201511290htx,nor,MurpMa03,punt_ret_long,12,,,,,
player,201511290htx,nor,SpilC.00,kick_ret,2,,,,,
player,201511290htx,nor,SpilC.00,kick_ret_yds,40,,,,,
player,201511290htx,nor,SpilC.00,kick_ret_yds_per_ret,20.0,,,,,
player,201511290htx,nor,SpilC.00,kick_ret_td,0,,,,,
player,201511290htx,nor,SpilC.00,kick_ret_long,25,,,,,
player,201511290htx,nor,SpilC.00,punt_ret,0,,,,,
player,201511290htx,nor,SpilC.00,punt_ret_yds,0,,,,,
player,201511290htx,nor,SpilC.00,punt_ret_yds_per_ret,,,,,,
player,201511290htx,nor,SpilC.00,punt_ret_td,0,,,,,
player,201511290htx,nor,SpilC.00,punt_ret_long,0,,,,,
player,201511290htx,htx,MumpKe00,kick_ret,2,,,,,
player,201511290htx,htx,MumpKe00,kick_ret_yds,52,,,,,
player,201511290htx,htx,MumpKe00,kick_ret_yds_per_ret,26.0,,,,,
player,201511290htx,htx,MumpKe00,kick_ret_td,0,,,,,
player,201511290htx,htx,MumpKe00,kick_ret_long,27,,,,,
player,201511290htx,htx,MumpKe00,punt_ret,4,,,,,
player,201511290htx,htx,MumpKe00,punt_ret_yds,31,,,,,
player,201511290htx,htx,MumpKe00,punt_ret_yds_per_ret,7.8,,,,,
player,201511290htx,htx,MumpKe00,punt_ret_td,0,,,,,
player,201511290htx,htx,MumpKe00,punt_ret_long,12,,,,,
player,201511290htx,nor,MorsTh00,xpm,,,,,,
player,201511290htx,nor,MorsTh00,xpa,,,,,,
player,201511290htx,nor,MorsTh00,fgm,,,,,,
player,201511290htx,nor,MorsTh00,fga,,,,,,
player,201511290htx,nor,MorsTh00,punt,6,,,,,
player,201511290htx,nor,MorsTh00,punt_yds,281,,,,,
player,201511290htx,nor,MorsTh00,punt_yds_per_punt,46.8,,,,,
player,201511290htx,nor,MorsTh00,punt_long,53,,,,,
player,201511290htx,nor,ForbKa00,xpm,,,,,,
player,201511290htx,nor,ForbKa00,xpa,,,,,,
player,201511290htx,nor,ForbKa00,fgm,2,,,,,
player,201511290htx,nor,ForbKa00,fga,2,,,,,
player,201511290htx,nor,ForbKa00,punt,0,,,,,
player,201511290htx,nor,ForbKa00,punt_yds,0,,,,,
player,201511290htx,nor,ForbKa00,punt_yds_per_punt,,,,,,
player,201511290htx,nor,ForbKa00,punt_long,0,,,,,
player,201511290htx,htx,novaknic01,xpm,3,,,,,
player,201511290htx,htx,novaknic01,xpa,3,,,,,
player,201511290htx,htx,novaknic01,fgm,1,,,,,
player,201511290htx,htx,novaknic01,fga,1,,,,,
player,201511290htx,htx,novaknic01,punt,0,,,,,
player,201511290htx,htx,novaknic01,punt_yds,0,,,,,
player,201511290htx,htx,novaknic01,punt_yds_per_punt,,,,,,
player,201511290htx,htx,novaknic01,punt_long,0,,,,,
player,201511290htx,htx,LechSh20,xpm,,,,,,
player,201511290htx,htx,LechSh20,xpa,,,,,,
player,201511290htx,htx,LechSh20,fgm,,,,,,
player,201511290htx,htx,LechSh20,fga,,,,,,
player,201511290htx,htx,LechSh20,punt,4,,,,,
player,201511290htx,htx,LechSh20,punt_yds,189,,,,,
player,201511290htx,htx,LechSh20,punt_yds_per_punt,47.3,,,,,
player,201511290htx,htx,LechSh20,punt_long,51,,,,,
player,201511290htx,htx,BrooBr00,pos,G,,,,,
player,201511290htx,htx,BrooBr00,offense,70,,,,,
player,201511290htx,htx,BrooBr00,off_pct,100%,,,,,
player,201511290htx,htx,BrooBr00,defense,0,,,,,
player,201511290htx,htx,BrooBr00,def_pct,0%,,,,,
player,201511290htx,htx,BrooBr00,special_teams,4,,,,,
player,201511290htx,htx,BrooBr00,st_pct,17%,,,,,
player,201511290htx,htx,BrowDu20,pos,T,,,,,
player,201511290htx,htx,BrowDu20,offense,70,,,,,
player,201511290htx,htx,BrowDu20,off_pct,100%,,,,,
player,201511290htx,htx,BrowDu20,defense,0,,,,,
player,201511290htx,htx,BrowDu20,def_pct,0%,,,,,
player,201511290htx,htx,BrowDu20,special_teams,4,,,,,
player,201511290htx,htx,BrowDu20,st_pct,17%,,,,,
player,201511290htx,htx,NewtDe00,pos,T,,,,,
player,201511290htx,htx,NewtDe00,offense,70,,,,,
player,201511290htx,htx,NewtDe00,off_pct,100%,,,,,
player,201511290htx,htx,NewtDe00,defense,0,,,,,
player,201511290htx,htx,NewtDe00,def_pct,0%,,,,,
player,201511290htx,htx,NewtDe00,special_teams,4,,,,,
player,201511290htx,htx,NewtDe00,st_pct,17%,,,,,
player,201511290htx,htx,Sua-Xa00,pos,G,,,,,
player,201511290htx,htx,Sua-Xa00,offense,70,,,,,
player,201511290htx,htx,Sua-Xa00,off_pct,100%,,,,,
player,201511290htx,htx,Sua-Xa00,defense,0,,,,,
player,201511290htx,htx,Sua-Xa00,def_pct,0%,,,,,
player,201511290htx,htx,Sua-Xa00,special_teams,4,,,,,
player,201511290htx,htx,Sua-Xa00,st_pct,17%,,,,,
player,201511290htx,htx,JoneBe01,pos,C,,,,,
player,201511290htx,htx,JoneBe01,offense,70,,,,,
player,201511290htx,htx,JoneBe01,off_pct,100%,,,,,
player,201511290htx,htx,JoneBe01,defense,0,,,,,
player,201511290htx,htx,JoneBe01,def_pct,0%,,,,,
player,201511290htx,htx,JoneBe01,special_teams,4,,,,,
player,201511290htx,htx,JoneBe01,st_pct,17%,,,,,
player,201511290htx,htx,HoyeBr00,pos,QB,,,,,
player,201511290htx,htx,HoyeBr00,offense,70,,,,,
player,201511290htx,htx,HoyeBr00,off_pct,100%,,,,,
player,201511290htx,htx,HoyeBr00,defense,0,,,,,
player,201511290htx,htx,HoyeBr00,def_pct,0%,,,,,
player,201511290htx,htx,HoyeBr00,special_teams,0,,,,,
player,201511290htx,htx,HoyeBr00,st_pct,0%,,,,,
player,201511290htx,htx,HopkDe00,pos,WR,,,,,
player,201511290htx,htx,HopkDe00,offense,68,,,,,
player,201511290htx,htx,HopkDe00,off_pct,97%,,,,,
player,201511290htx,htx,HopkDe00,defense,0,,,,,
player,201511290htx,htx,HopkDe00,def_pct,0%,,,,,
player,201511290htx,htx,HopkDe00,special_teams,0,,,,,
player,201511290htx,htx,HopkDe00,st_pct,0%,,,,,
player,201511290htx,htx,WashNa00,pos,WR,,,,,
player,201511290htx,htx,WashNa00,offense,55,,,,,
player,201511290htx,htx,WashNa00,off_pct,79%,,,,,
player,201511290htx,htx,WashNa00,defense,0,,,,,
player,201511290htx,htx,WashNa00,def_pct,0%,,,,,
player,201511290htx,htx,WashNa00,special_teams,0,,,,,
player,201511290htx,htx,WashNa00,st_pct,0%,,,,,
player,201511290htx,htx,ShorCe00,pos,WR,,,,,
player,201511290htx,htx,ShorCe00,offense,46,,,,,
player,201511290htx,htx,ShorCe00,off_pct,66%,,,,,
player,201511290htx,htx,ShorCe00,defense,0,,,,,
player,201511290htx,htx,ShorCe00,def_pct,0%,,,,,
player,201511290htx,htx,ShorCe00,special_teams,0,,,,,
player,201511290htx,htx,ShorCe00,st_pct,0%,,,,,
player,201511290htx,htx,FiedC.00,pos,TE,,,,,
player,201511290htx,htx,FiedC.00,offense,43,,,,,
player,201511290htx,htx,FiedC.00,off_pct,61%,,,,,
player,201511290htx,htx,FiedC.00,defense,0,,,,,
player,201511290htx,htx,FiedC.00,def_pct,0%,,,,,
player,201511290htx,htx,FiedC.00,special_teams,7,,,,,
player,201511290htx,htx,FiedC.00,st_pct,29%,,,,,
player,201511290htx,htx,GrifRy00,pos,TE,,,,,
player,201511290htx,htx,GrifRy00,offense,41,,,,,
player,201511290htx,htx,GrifRy00,off_pct,59%,,,,,
player,201511290htx,htx,GrifRy00,defense,0,,,,,
player,201511290htx,htx,GrifRy00,def_pct,0%,,,,,
player,201511290htx,htx,GrifRy00,special_teams,4,,,,,
player,201511290htx,htx,GrifRy00,st_pct,17%,,,,,
player,201511290htx,htx,BlueAl00,pos,RB,,,,,
player,201511290htx,htx,BlueAl00,offense,29,,,,,
player,201511290htx,htx,BlueAl00,off_pct,41%,,,,,
player,201511290htx,htx,BlueAl00,defense,0,,,,,
player,201511290htx,htx,BlueAl00,def_pct,0%,,,,,
player,201511290htx,htx,BlueAl00,special_teams,10,,,,,
player,201511290htx,htx,BlueAl00,st_pct,42%,,,,,
player,201511290htx,htx,GrimJo01,pos,RB,,,,,
player,201511290htx,htx,GrimJo01,offense,21,,,,,
player,201511290htx,htx,GrimJo01,off_pct,30%,,,,,
player,201511290htx,htx,GrimJo01,defense,0,,,,,
player,201511290htx,htx,GrimJo01,def_pct,0%,,,,,
player,201511290htx,htx,GrimJo01,special_teams,14,,,,,
player,201511290htx,htx,GrimJo01,st_pct,58%,,,,,
player,201511290htx,htx,LammKe00,pos,T,,,,,
player,201511290htx,htx,LammKe00,offense,16,,,,,
player,201511290htx,htx,LammKe00,off_pct,23%,,,,,
player,201511290htx,htx,LammKe00,defense,0,,,,,
player,201511290htx,htx,LammKe00,def_pct,0%,,,,,
player,201511290htx,htx,LammKe00,special_teams,4,,,,,
player,201511290htx,htx,LammKe00,st_pct,17%,,,,,
player,201511290htx,htx,PolkCh00,pos,RB,,,,,
player,201511290htx,htx,PolkCh00,offense,16,,,,,
player,201511290htx,htx,PolkCh00,off_pct,23%,,,,,
player,201511290htx,htx,PolkCh00,defense,0,,,,,
player,201511290htx,htx,PolkCh00,def_pct,0%,,,,,
player,201511290htx,htx,PolkCh00,special_teams,3,,,,,
player,201511290htx,htx,PolkCh00,st_pct,12%,,,,,
player,201511290htx,htx,ProsJa00,pos,FB,,,,,
player,201511290htx,htx,ProsJa00,offense,10,,,,,
player,201511290htx,htx,ProsJa00,off_pct,14%,,,,,
player,201511290htx,htx,ProsJa00,defense,0,,,,,
player,201511290htx,htx,ProsJa00,def_pct,0%,,,,,
player,201511290htx,htx,ProsJa00,special_teams,7,,,,,
player,201511290htx,htx,ProsJa00,st_pct,29%,,,,,
player,201511290htx,htx,HuntAk01,pos,RB,,,,,
player,201511290htx,htx,HuntAk01,offense,4,,,,,
player,201511290htx,htx,HuntAk01,off_pct,6%,,,,,
player,201511290htx,htx,HuntAk01,defense,0,,,,,
player,201511290htx,htx,HuntAk01,def_pct,0%,,,,,
player,201511290htx,htx,HuntAk01,special_teams,0,,,,,
player,201511290htx,htx,HuntAk01,st_pct,0%,,,,,
player,201511290htx,htx,MumpKe00,pos,WR,,,,,
player,201511290htx,htx,MumpKe00,offense,1,,,,,
player,201511290htx,htx,MumpKe00,off_pct,1%,,,,,
player,201511290htx,htx,MumpKe00,defense,0,,,,,
player,201511290htx,htx,MumpKe00,def_pct,0%,,,,,
player,201511290htx,htx,MumpKe00,special_teams,14,,,,,
player,201511290htx,htx,MumpKe00,st_pct,58%,,,,,
player,201511290htx,htx,DempQu99,pos,FS,,,,,
player,201511290htx,htx,DempQu99,offense,0,,,,,
player,201511290htx,htx,DempQu99,off_pct,0%,,,,,
player,201511290htx,htx,DempQu99,defense,58,,,,,
player,201511290htx,htx,DempQu99,def_pct,100%,,,,,
player,201511290htx,htx,DempQu99,special_teams,2,,,,,
player,201511290htx,htx,DempQu99,st_pct,8%,,,,,
player,201511290htx,htx,CushBr99,pos,LB,,,,,
player,201511290htx,htx,CushBr99,offense,0,,,,,
player,201511290htx,htx,CushBr99,off_pct,0%,,,,,
player,201511290htx,htx,CushBr99,defense,58,,,,,
player,201511290htx,htx,CushBr99,def_pct,100%,,,,,
player,201511290htx,htx,CushBr99,special_teams,2,,,,,
player,201511290htx,htx,CushBr99,st_pct,8%,,,,,
player,201511290htx,htx,HalxAn00,pos,SS,,,,,
player,201511290htx,htx,HalxAn00,offense,0,,,,,
player,201511290htx,htx,HalxAn00,off_pct,0%,,,,,
player,201511290htx,htx,HalxAn00,defense,58,,,,,
player,201511290htx,htx,HalxAn00,def_pct,100%,,,,,
player,201511290htx,htx,HalxAn00,special_teams,2,,,,,
player,201511290htx,htx,HalxAn00,st_pct,8%,,,,,
player,201511290htx,htx,JohnKe04,pos,CB,,,,,
player,201511290htx,htx,JohnKe04,offense,0,,,,,
player,201511290htx,htx,JohnKe04,off_pct,0%,,,,,
player,201511290htx,htx,JohnKe04,defense,58,,,,,
player,201511290htx,htx,JohnKe04,def_pct,100%,,,,,
player,201511290htx,htx,JohnKe04,special_teams,2,,,,,
player,201511290htx,htx,JohnKe04,st_pct,8%,,,,,
player,201511290htx,htx,WattJ.00,pos,DE,,,,,
player,201511290htx,htx,WattJ.00,offense,0,,,,,
player,201511290htx,htx,WattJ.00,off_pct,0%,,,,,
player,201511290htx,htx,WattJ.00,defense,58,,,,,
player,201511290htx,htx,WattJ.00,def_pct,100%,,,,,
player,201511290htx,htx,WattJ.00,special_teams,2,,,,,
player,201511290htx,htx,WattJ.00,st_pct,8%,,,,,
player,201511290htx,htx,JoseJo20,pos,CB,,,,,
player,201511290htx,htx,JoseJo20,offense,0,,,,,
player,201511290htx,htx,JoseJo20,off_pct,0%,,,,,
player,201511290htx,htx,JoseJo20,defense,56,,,,,
player,201511290htx,htx,JoseJo20,def_pct,97%,,,,,
player,201511290htx,htx,JoseJo20,special_teams,0,,,,,
player,201511290htx,htx,JoseJo20,st_pct,0%,,,,,
player,201511290htx,htx,SimoJo01,pos,LB,,,,,
player,201511290htx,htx,SimoJo01,offense,0,,,,,
player,201511290htx,htx,SimoJo01,off_pct,0%,,,,,
player,201511290htx,htx,SimoJo01,defense,47,,,,,
player,201511290htx,htx,SimoJo01,def_pct,81%,,,,,
player,201511290htx,htx,SimoJo01,special_teams,2,,,,,
player,201511290htx,htx,SimoJo01,st_pct,8%,,,,,
player,201511290htx,htx,MercWh00,pos,LB,,,,,
player,201511290htx,htx,MercWh00,offense,0,,,,,
player,201511290htx,htx,MercWh00,off_pct,0%,,,,,
player,201511290htx,htx,MercWh00,defense,44,,,,,
player,201511290htx,htx,MercWh00,def_pct,76%,,,,,
player,201511290htx,htx,MercWh00,special_teams,8,,,,,
player,201511290htx,htx,MercWh00,st_pct,33%,,,,,
player,201511290htx,htx,JackKa99,pos,CB,,,,,
player,201511290htx,htx,JackKa99,offense,0,,,,,
player,201511290htx,htx,JackKa99,off_pct,0%,,,,,
player,201511290htx,htx,JackKa99,defense,42,,,,,
player,201511290htx,htx,JackKa99,def_pct,72%,,,,,
player,201511290htx,htx,JackKa99,special_teams,0,,,,,
player,201511290htx,htx,JackKa99,st_pct,0%,,,,,
player,201511290htx,htx,ClowJa00,pos,LB,,,,,
player,201511290htx,htx,ClowJa00,offense,0,,,,,
player,201511290htx,htx,ClowJa00,off_pct,0%,,,,,
player,201511290htx,htx,ClowJa00,defense,38,,,,,
player,201511290htx,htx,ClowJa00,def_pct,66%,,,,,
player,201511290htx,htx,ClowJa00,special_teams,0,,,,,
player,201511290htx,htx,ClowJa00,st_pct,0%,,,,,
player,201511290htx,htx,PleaEd00,pos,FS,,,,,
player,201511290htx,htx,PleaEd00,offense,0,,,,,
player,201511290htx,htx,PleaEd00,off_pct,0%,,,,,
player,201511290htx,htx,PleaEd00,defense,32,,,,,
player,201511290htx,htx,PleaEd00,def_pct,55%,,,,,
player,201511290htx,htx,PleaEd00,special_teams,9,,,,,
player,201511290htx,htx,PleaEd00,st_pct,38%,,,,,
player,201511290htx,htx,CricJa00,pos,DE,,,,,
player,201511290htx,htx,CricJa00,offense,0,,,,,
player,201511290htx,htx,CricJa00,off_pct,0%,,,,,
player,201511290htx,htx,CricJa00,defense,28,,,,,
player,201511290htx,htx,CricJa00,def_pct,48%,,,,,
player,201511290htx,htx,CricJa00,special_teams,2,,,,,
player,201511290htx,htx,CricJa00,st_pct,8%,,,,,
player,201511290htx,htx,McKiBe00,pos,LB,,,,,
