game,2017,3,20170924,201709240was,rai,"Oakland Raiders",10,was,"Washington Redskins",27
player,201709240was,was,SweaDJ00,def_int_long,0,,,,,
player,201709240was,was,SweaDJ00,pass_defended,0,,,,,
player,201709240was,was,SweaDJ00,sacks,0.0,,,,,
player,201709240was,was,SweaDJ00,tackles_combined,2,,,,,
player,201709240was,was,SweaDJ00,tackles_solo,1,,,,,
player,201709240was,was,SweaDJ00,tackles_assists,1,,,,,
player,201709240was,was,SweaDJ00,tackles_loss,0,,,,,
player,201709240was,was,SweaDJ00,qb_hits,0,,,,,
player,201709240was,was,SweaDJ00,fumbles_rec,0,,,,,
player,201709240was,was,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201709240was,was,SweaDJ00,fumbles_rec_td,0,,,,,
player,201709240was,was,SweaDJ00,fumbles_forced,0,,,,,
player,201709240was,was,CompWi00,def_int,0,,,,,
player,201709240was,was,CompWi00,def_int_yds,0,,,,,
player,201709240was,was,CompWi00,def_int_td,0,,,,,
player,201709240was,was,CompWi00,def_int_long,0,,,,,
player,201709240was,was,CompWi00,pass_defended,0,,,,,
player,201709240was,was,CompWi00,sacks,0.0,,,,,
player,201709240was,was,CompWi00,tackles_combined,1,,,,,
player,201709240was,was,CompWi00,tackles_solo,1,,,,,
player,201709240was,was,CompWi00,tackles_assists,0,,,,,
player,201709240was,was,CompWi00,tackles_loss,0,,,,,
player,201709240was,was,CompWi00,qb_hits,0,,,,,
player,201709240was,was,CompWi00,fumbles_rec,0,,,,,
player,201709240was,was,CompWi00,fumbles_rec_yds,0,,,,,
player,201709240was,was,CompWi00,fumbles_rec_td,0,,,,,
player,201709240was,was,CompWi00,fumbles_forced,0,,,,,
player,201709240was,was,EverDe01,def_int,0,,,,,
player,201709240was,was,EverDe01,def_int_yds,0,,,,,
player,201709240was,was,EverDe01,def_int_td,0,,,,,
player,201709240was,was,EverDe01,def_int_long,0,,,,,
player,201709240was,was,EverDe01,pass_defended,1,,,,,
player,201709240was,was,EverDe01,sacks,0.0,,,,,
player,201709240was,was,EverDe01,tackles_combined,0,,,,,
player,201709240was,was,EverDe01,tackles_solo,0,,,,,
player,201709240was,was,EverDe01,tackles_assists,0,,,,,
player,201709240was,was,EverDe01,tackles_loss,0,,,,,
player,201709240was,was,EverDe01,qb_hits,0,,,,,
player,201709240was,was,EverDe01,fumbles_rec,0,,,,,
player,201709240was,was,EverDe01,fumbles_rec_yds,0,,,,,
player,201709240was,was,EverDe01,fumbles_rec_td,0,,,,,
player,201709240was,was,EverDe01,fumbles_forced,0,,,,,
player,201709240was,was,HoodEv99,def_int,0,,,,,
player,201709240was,was,HoodEv99,def_int_yds,0,,,,,
player,201709240was,was,HoodEv99,def_int_td,0,,,,,
player,201709240was,was,HoodEv99,def_int_long,0,,,,,
player,201709240was,was,HoodEv99,pass_defended,0,,,,,
player,201709240was,was,HoodEv99,sacks,0.0,,,,,
player,201709240was,was,HoodEv99,tackles_combined,0,,,,,
player,201709240was,was,HoodEv99,tackles_solo,0,,,,,
player,201709240was,was,HoodEv99,tackles_assists,0,,,,,
player,201709240was,was,HoodEv99,tackles_loss,0,,,,,
player,201709240was,was,HoodEv99,qb_hits,1,,,,,
player,201709240was,was,HoodEv99,fumbles_rec,0,,,,,
player,201709240was,was,HoodEv99,fumbles_rec_yds,0,,,,,
player,201709240was,was,HoodEv99,fumbles_rec_td,0,,,,,
player,201709240was,was,HoodEv99,fumbles_forced,0,,,,,
player,201709240was,rai,RichJa01,kick_ret,0,,,,,
player,201709240was,rai,RichJa01,kick_ret_yds,0,,,,,
player,201709240was,rai,RichJa01,kick_ret_yds_per_ret,,,,,,
player,201709240was,rai,RichJa01,kick_ret_td,0,,,,,
player,201709240was,rai,RichJa01,kick_ret_long,0,,,,,
player,201709240was,rai,RichJa01,punt_ret,2,,,,,
player,201709240was,rai,RichJa01,punt_ret_yds,4,,,,,
player,201709240was,rai,RichJa01,punt_ret_yds_per_ret,2.0,,,,,
player,201709240was,rai,RichJa01,punt_ret_td,0,,,,,
player,201709240was,rai,RichJa01,punt_ret_long,6,,,,,
player,201709240was,rai,PattCo00,kick_ret,1,,,,,
player,201709240was,rai,PattCo00,kick_ret_yds,27,,,,,
player,201709240was,rai,PattCo00,kick_ret_yds_per_ret,27.0,,,,,
player,201709240was,rai,PattCo00,kick_ret_td,0,,,,,
player,201709240was,rai,PattCo00,kick_ret_long,27,,,,,
player,201709240was,rai,PattCo00,punt_ret,0,,,,,
player,201709240was,rai,PattCo00,punt_ret_yds,0,,,,,
player,201709240was,rai,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201709240was,rai,PattCo00,punt_ret_td,0,,,,,
player,201709240was,rai,PattCo00,punt_ret_long,0,,,,,
player,201709240was,was,CrowJa00,kick_ret,0,,,,,
player,201709240was,was,CrowJa00,kick_ret_yds,0,,,,,
player,201709240was,was,CrowJa00,kick_ret_yds_per_ret,,,,,,
player,201709240was,was,CrowJa00,kick_ret_td,0,,,,,
player,201709240was,was,CrowJa00,kick_ret_long,0,,,,,
player,201709240was,was,CrowJa00,punt_ret,4,,,,,
player,201709240was,was,CrowJa00,punt_ret_yds,23,,,,,
player,201709240was,was,CrowJa00,punt_ret_yds_per_ret,5.8,,,,,
player,201709240was,was,CrowJa00,punt_ret_td,0,,,,,
player,201709240was,was,CrowJa00,punt_ret_long,18,,,,,
player,201709240was,rai,TaveGi00,xpm,1,,,,,
player,201709240was,rai,TaveGi00,xpa,1,,,,,
player,201709240was,rai,TaveGi00,fgm,1,,,,,
player,201709240was,rai,TaveGi00,fga,1,,,,,
player,201709240was,rai,TaveGi00,punt,0,,,,,
player,201709240was,rai,TaveGi00,punt_yds,0,,,,,
player,201709240was,rai,TaveGi00,punt_yds_per_punt,,,,,,
player,201709240was,rai,TaveGi00,punt_long,0,,,,,
player,201709240was,rai,KingMa00,xpm,,,,,,
player,201709240was,rai,KingMa00,xpa,,,,,,
player,201709240was,rai,KingMa00,fgm,,,,,,
player,201709240was,rai,KingMa00,fga,,,,,,
player,201709240was,rai,KingMa00,punt,7,,,,,
player,201709240was,rai,KingMa00,punt_yds,369,,,,,
player,201709240was,rai,KingMa00,punt_yds_per_punt,52.7,,,,,
player,201709240was,rai,KingMa00,punt_long,61,,,,,
player,201709240was,was,HopkDu00,xpm,3,,,,,
player,201709240was,was,HopkDu00,xpa,3,,,,,
player,201709240was,was,HopkDu00,fgm,2,,,,,
player,201709240was,was,HopkDu00,fga,3,,,,,
player,201709240was,was,HopkDu00,punt,0,,,,,
player,201709240was,was,HopkDu00,punt_yds,0,,,,,
player,201709240was,was,HopkDu00,punt_yds_per_punt,,,,,,
player,201709240was,was,HopkDu00,punt_long,0,,,,,
player,201709240was,was,WayxTr00,xpm,,,,,,
player,201709240was,was,WayxTr00,xpa,,,,,,
player,201709240was,was,WayxTr00,fgm,,,,,,
player,201709240was,was,WayxTr00,fga,,,,,,
player,201709240was,was,WayxTr00,punt,5,,,,,
player,201709240was,was,WayxTr00,punt_yds,221,,,,,
player,201709240was,was,WayxTr00,punt_yds_per_punt,44.2,,,,,
player,201709240was,was,WayxTr00,punt_long,58,,,,,
player,201709240was,was,LongSp00,pos,C,,,,,
player,201709240was,was,LongSp00,offense,68,,,,,
player,201709240was,was,LongSp00,off_pct,100%,,,,,
player,201709240was,was,LongSp00,defense,0,,,,,
player,201709240was,was,LongSp00,def_pct,0%,,,,,
player,201709240was,was,LongSp00,special_teams,6,,,,,
player,201709240was,was,LongSp00,st_pct,21%,,,,,
player,201709240was,was,MoseMo00,pos,T,,,,,
player,201709240was,was,MoseMo00,offense,68,,,,,
player,201709240was,was,MoseMo00,off_pct,100%,,,,,
player,201709240was,was,MoseMo00,defense,0,,,,,
player,201709240was,was,MoseMo00,def_pct,0%,,,,,
player,201709240was,was,MoseMo00,special_teams,6,,,,,
player,201709240was,was,MoseMo00,st_pct,21%,,,,,
player,201709240was,was,ScheBr00,pos,G,,,,,
player,201709240was,was,ScheBr00,offense,68,,,,,
player,201709240was,was,ScheBr00,off_pct,100%,,,,,
player,201709240was,was,ScheBr00,defense,0,,,,,
player,201709240was,was,ScheBr00,def_pct,0%,,,,,
player,201709240was,was,ScheBr00,special_teams,6,,,,,
player,201709240was,was,ScheBr00,st_pct,21%,,,,,
player,201709240was,was,WillTr21,pos,T,,,,,
player,201709240was,was,WillTr21,offense,68,,,,,
player,201709240was,was,WillTr21,off_pct,100%,,,,,
player,201709240was,was,WillTr21,defense,0,,,,,
player,201709240was,was,WillTr21,def_pct,0%,,,,,
player,201709240was,was,WillTr21,special_teams,2,,,,,
player,201709240was,was,WillTr21,st_pct,7%,,,,,
player,201709240was,was,CousKi00,pos,QB,,,,,
player,201709240was,was,CousKi00,offense,68,,,,,
player,201709240was,was,CousKi00,off_pct,100%,,,,,
player,201709240was,was,CousKi00,defense,0,,,,,
player,201709240was,was,CousKi00,def_pct,0%,,,,,
player,201709240was,was,CousKi00,special_teams,0,,,,,
player,201709240was,was,CousKi00,st_pct,0%,,,,,
player,201709240was,was,LauvSh20,pos,G,,,,,
player,201709240was,was,LauvSh20,offense,67,,,,,
player,201709240was,was,LauvSh20,off_pct,99%,,,,,
player,201709240was,was,LauvSh20,defense,0,,,,,
player,201709240was,was,LauvSh20,def_pct,0%,,,,,
player,201709240was,was,LauvSh20,special_teams,6,,,,,
player,201709240was,was,LauvSh20,st_pct,21%,,,,,
player,201709240was,was,PryoTe00,pos,WR,,,,,
player,201709240was,was,PryoTe00,offense,57,,,,,
player,201709240was,was,PryoTe00,off_pct,84%,,,,,
player,201709240was,was,PryoTe00,defense,0,,,,,
player,201709240was,was,PryoTe00,def_pct,0%,,,,,
player,201709240was,was,PryoTe00,special_teams,0,,,,,
player,201709240was,was,PryoTe00,st_pct,0%,,,,,
player,201709240was,was,DaviVe00,pos,TE,,,,,
player,201709240was,was,DaviVe00,offense,56,,,,,
player,201709240was,was,DaviVe00,off_pct,82%,,,,,
player,201709240was,was,DaviVe00,defense,0,,,,,
player,201709240was,was,DaviVe00,def_pct,0%,,,,,
player,201709240was,was,DaviVe00,special_teams,0,,,,,
player,201709240was,was,DaviVe00,st_pct,0%,,,,,
player,201709240was,was,CrowJa00,pos,WR,,,,,
player,201709240was,was,CrowJa00,offense,48,,,,,
player,201709240was,was,CrowJa00,off_pct,71%,,,,,
player,201709240was,was,CrowJa00,defense,0,,,,,
player,201709240was,was,CrowJa00,def_pct,0%,,,,,
player,201709240was,was,CrowJa00,special_teams,7,,,,,
player,201709240was,was,CrowJa00,st_pct,24%,,,,,
player,201709240was,was,DoctJo00,pos,WR,,,,,
player,201709240was,was,DoctJo00,offense,36,,,,,
player,201709240was,was,DoctJo00,off_pct,53%,,,,,
player,201709240was,was,DoctJo00,defense,0,,,,,
player,201709240was,was,DoctJo00,def_pct,0%,,,,,
player,201709240was,was,DoctJo00,special_teams,0,,,,,
player,201709240was,was,DoctJo00,st_pct,0%,,,,,
player,201709240was,was,GranRy01,pos,WR,,,,,
player,201709240was,was,GranRy01,offense,34,,,,,
player,201709240was,was,GranRy01,off_pct,50%,,,,,
player,201709240was,was,GranRy01,defense,0,,,,,
player,201709240was,was,GranRy01,def_pct,0%,,,,,
player,201709240was,was,GranRy01,special_teams,0,,,,,
player,201709240was,was,GranRy01,st_pct,0%,,,,,
player,201709240was,was,PaulNi00,pos,TE,,,,,
player,201709240was,was,PaulNi00,offense,33,,,,,
player,201709240was,was,PaulNi00,off_pct,49%,,,,,
player,201709240was,was,PaulNi00,defense,0,,,,,
player,201709240was,was,PaulNi00,def_pct,0%,,,,,
player,201709240was,was,PaulNi00,special_teams,5,,,,,
player,201709240was,was,PaulNi00,st_pct,17%,,,,,
player,201709240was,was,PeriSa00,pos,RB,,,,,
player,201709240was,was,PeriSa00,offense,30,,,,,
player,201709240was,was,PeriSa00,off_pct,44%,,,,,
player,201709240was,was,PeriSa00,defense,0,,,,,
player,201709240was,was,PeriSa00,def_pct,0%,,,,,
player,201709240was,was,PeriSa00,special_teams,0,,,,,
player,201709240was,was,PeriSa00,st_pct,0%,,,,,
player,201709240was,was,ThomCh03,pos,RB,,,,,
player,201709240was,was,ThomCh03,offense,28,,,,,
player,201709240was,was,ThomCh03,off_pct,41%,,,,,
player,201709240was,was,ThomCh03,defense,0,,,,,
player,201709240was,was,ThomCh03,def_pct,0%,,,,,
player,201709240was,was,ThomCh03,special_teams,3,,,,,
player,201709240was,was,ThomCh03,st_pct,10%,,,,,
player,201709240was,was,BrowMa02,pos,RB,,,,,
player,201709240was,was,BrowMa02,offense,10,,,,,
player,201709240was,was,BrowMa02,off_pct,15%,,,,,
player,201709240was,was,BrowMa02,defense,0,,,,,
player,201709240was,was,BrowMa02,def_pct,0%,,,,,
player,201709240was,was,BrowMa02,special_teams,14,,,,,
player,201709240was,was,BrowMa02,st_pct,48%,,,,,
player,201709240was,was,SpriJe00,pos,TE,,,,,
player,201709240was,was,SpriJe00,offense,7,,,,,
player,201709240was,was,SpriJe00,off_pct,10%,,,,,
player,201709240was,was,SpriJe00,defense,0,,,,,
player,201709240was,was,SpriJe00,def_pct,0%,,,,,
player,201709240was,was,SpriJe00,special_teams,5,,,,,
player,201709240was,was,SpriJe00,st_pct,17%,,,,,
player,201709240was,was,NsekTy00,pos,T,,,,,
player,201709240was,was,NsekTy00,offense,1,,,,,
player,201709240was,was,NsekTy00,off_pct,1%,,,,,
player,201709240was,was,NsekTy00,defense,0,,,,,
player,201709240was,was,NsekTy00,def_pct,0%,,,,,
player,201709240was,was,NsekTy00,special_teams,4,,,,,
player,201709240was,was,NsekTy00,st_pct,14%,,,,,
player,201709240was,was,QuicBr00,pos,WR,,,,,
player,201709240was,was,QuicBr00,offense,1,,,,,
player,201709240was,was,QuicBr00,off_pct,1%,,,,,
player,201709240was,was,QuicBr00,defense,0,,,,,
player,201709240was,was,QuicBr00,def_pct,0%,,,,,
player,201709240was,was,QuicBr00,special_teams,0,,,,,
player,201709240was,was,QuicBr00,st_pct,0%,,,,,
player,201709240was,was,SweaDJ00,pos,FS,,,,,
player,201709240was,was,SweaDJ00,offense,0,,,,,
player,201709240was,was,SweaDJ00,off_pct,0%,,,,,
player,201709240was,was,SweaDJ00,defense,51,,,,,
player,201709240was,was,SweaDJ00,def_pct,100%,,,,,
player,201709240was,was,SweaDJ00,special_teams,3,,,,,
player,201709240was,was,SweaDJ00,st_pct,10%,,,,,
player,201709240was,was,BrowZa00,pos,LB,,,,,
player,201709240was,was,BrowZa00,offense,0,,,,,
player,201709240was,was,BrowZa00,off_pct,0%,,,,,
player,201709240was,was,BrowZa00,defense,51,,,,,
player,201709240was,was,BrowZa00,def_pct,100%,,,,,
player,201709240was,was,BrowZa00,special_teams,2,,,,,
player,201709240was,was,BrowZa00,st_pct,7%,,,,,
player,201709240was,was,NormJo01,pos,CB,,,,,
player,201709240was,was,NormJo01,offense,0,,,,,
player,201709240was,was,NormJo01,off_pct,0%,,,,,
player,201709240was,was,NormJo01,defense,47,,,,,
player,201709240was,was,NormJo01,def_pct,92%,,,,,
player,201709240was,was,NormJo01,special_teams,2,,,,,
player,201709240was,was,NormJo01,st_pct,7%,,,,,
player,201709240was,was,SpaiMa00,pos,LB,,,,,
player,201709240was,was,SpaiMa00,offense,0,,,,,
player,201709240was,was,SpaiMa00,off_pct,0%,,,,,
player,201709240was,was,SpaiMa00,defense,46,,,,,
player,201709240was,was,SpaiMa00,def_pct,90%,,,,,
player,201709240was,was,SpaiMa00,special_teams,18,,,,,
player,201709240was,was,SpaiMa00,st_pct,62%,,,,,
player,201709240was,was,FullKe00,pos,CB,,,,,
player,201709240was,was,FullKe00,offense,0,,,,,
player,201709240was,was,FullKe00,off_pct,0%,,,,,
player,201709240was,was,FullKe00,defense,46,,,,,
player,201709240was,was,FullKe00,def_pct,90%,,,,,
player,201709240was,was,FullKe00,special_teams,13,,,,,
player,201709240was,was,FullKe00,st_pct,45%,,,,,
player,201709240was,was,BreeBa00,pos,CB,,,,,
player,201709240was,was,BreeBa00,offense,0,,,,,
player,201709240was,was,BreeBa00,off_pct,0%,,,,,
player,201709240was,was,BreeBa00,defense,46,,,,,
player,201709240was,was,BreeBa00,def_pct,90%,,,,,
player,201709240was,was,BreeBa00,special_teams,10,,,,,
player,201709240was,was,BreeBa00,st_pct,34%,,,,,
player,201709240was,was,NichMo00,pos,FS,,,,,
player,201709240was,was,NichMo00,offense,0,,,,,
player,201709240was,was,NichMo00,off_pct,0%,,,,,
player,201709240was,was,NichMo00,defense,43,,,,,
player,201709240was,was,NichMo00,def_pct,84%,,,,,
player,201709240was,was,NichMo00,special_teams,11,,,,,
player,201709240was,was,NichMo00,st_pct,38%,,,,,
player,201709240was,was,KerrRy00,pos,LB,,,,,
player,201709240was,was,KerrRy00,offense,0,,,,,
player,201709240was,was,KerrRy00,off_pct,0%,,,,,
player,201709240was,was,KerrRy00,defense,42,,,,,
player,201709240was,was,KerrRy00,def_pct,82%,,,,,
player,201709240was,was,KerrRy00,special_teams,2,,,,,
player,201709240was,was,KerrRy00,st_pct,7%,,,,,
player,201709240was,was,IoanMa01,pos,DE,,,,,
player,201709240was,was,IoanMa01,offense,0,,,,,
player,201709240was,was,IoanMa01,off_pct,0%,,,,,
player,201709240was,was,IoanMa01,defense,28,,,,,
player,201709240was,was,IoanMa01,def_pct,55%,,,,,
player,201709240was,was,IoanMa01,special_teams,13,,,,,
player,201709240was,was,IoanMa01,st_pct,45%,,,,,
player,201709240was,was,AndeRy00,pos,LB,,,,,
player,201709240was,was,AndeRy00,offense,0,,,,,
player,201709240was,was,AndeRy00,off_pct,0%,,,,,
player,201709240was,was,AndeRy00,defense,23,,,,,
player,201709240was,was,AndeRy00,def_pct,45%,,,,,
player,201709240was,was,AndeRy00,special_teams,7,,,,,
player,201709240was,was,AndeRy00,st_pct,24%,,,,,
player,201709240was,was,SmitPr00,pos,LB,,,,,
player,201709240was,was,SmitPr00,offense,0,,,,,
player,201709240was,was,SmitPr00,off_pct,0%,,,,,
player,201709240was,was,SmitPr00,defense,22,,,,,
player,201709240was,was,SmitPr00,def_pct,43%,,,,,
player,201709240was,was,SmitPr00,special_teams,7,,,,,
player,201709240was,was,SmitPr00,st_pct,24%,,,,,
player,201709240was,was,AlleJo01,pos,DE,,,,,
player,201709240was,was,AlleJo01,offense,0,,,,,
player,201709240was,was,AlleJo01,off_pct,0%,,,,,
player,201709240was,was,AlleJo01,defense,22,,,,,
player,201709240was,was,AlleJo01,def_pct,43%,,,,,
player,201709240was,was,AlleJo01,special_teams,4,,,,,
player,201709240was,was,AlleJo01,st_pct,14%,,,,,
player,201709240was,was,McClTe00,pos,DE,,,,,
player,201709240was,was,McClTe00,offense,0,,,,,
player,201709240was,was,McClTe00,off_pct,0%,,,,,
player,201709240was,was,McClTe00,defense,21,,,,,
player,201709240was,was,McClTe00,def_pct,41%,,,,,
player,201709240was,was,McClTe00,special_teams,2,,,,,
player,201709240was,was,McClTe00,st_pct,7%,,,,,
player,201709240was,was,HoodEv99,pos,NT,,,,,
player,201709240was,was,HoodEv99,offense,0,,,,,
player,201709240was,was,HoodEv99,off_pct,0%,,,,,
player,201709240was,was,HoodEv99,defense,19,,,,,
player,201709240was,was,HoodEv99,def_pct,37%,,,,,
player,201709240was,was,HoodEv99,special_teams,6,,,,,
player,201709240was,was,HoodEv99,st_pct,21%,,,,,
player,201709240was,was,McGeSt01,pos,DE,,,,,
player,201709240was,was,McGeSt01,offense,0,,,,,
player,201709240was,was,McGeSt01,off_pct,0%,,,,,
player,201709240was,was,McGeSt01,defense,17,,,,,
player,201709240was,was,McGeSt01,def_pct,33%,,,,,
player,201709240was,was,McGeSt01,special_teams,0,,,,,
player,201709240was,was,McGeSt01,st_pct,0%,,,,,
player,201709240was,was,GaleJu00,pos,LB,,,,,
player,201709240was,was,GaleJu00,offense,0,,,,,
player,201709240was,was,GaleJu00,off_pct,0%,,,,,
player,201709240was,was,GaleJu00,defense,15,,,,,
player,201709240was,was,GaleJu00,def_pct,29%,,,,,
player,201709240was,was,GaleJu00,special_teams,0,,,,,
player,201709240was,was,GaleJu00,st_pct,0%,,,,,
player,201709240was,was,EverDe01,pos,SS,,,,,
player,201709240was,was,EverDe01,offense,0,,,,,
player,201709240was,was,EverDe01,off_pct,0%,,,,,
player,201709240was,was,EverDe01,defense,8,,,,,
player,201709240was,was,EverDe01,def_pct,16%,,,,,
player,201709240was,was,EverDe01,special_teams,23,,,,,
player,201709240was,was,EverDe01,st_pct,79%,,,,,
player,201709240was,was,DunbQu00,pos,CB,,,,,
player,201709240was,was,DunbQu00,offense,0,,,,,
player,201709240was,was,DunbQu00,off_pct,0%,,,,,
player,201709240was,was,DunbQu00,defense,5,,,,,
player,201709240was,was,DunbQu00,def_pct,10%,,,,,
player,201709240was,was,DunbQu00,special_teams,21,,,,,
player,201709240was,was,DunbQu00,st_pct,72%,,,,,
player,201709240was,was,CompWi00,pos,LB,,,,,
player,201709240was,was,CompWi00,offense,0,,,,,
player,201709240was,was,CompWi00,off_pct,0%,,,,,
player,201709240was,was,CompWi00,defense,5,,,,,
player,201709240was,was,CompWi00,def_pct,10%,,,,,
player,201709240was,was,CompWi00,special_teams,8,,,,,
player,201709240was,was,CompWi00,st_pct,28%,,,,,
player,201709240was,was,MoreFa00,pos,CB,,,,,
player,201709240was,was,MoreFa00,offense,0,,,,,
player,201709240was,was,MoreFa00,off_pct,0%,,,,,
player,201709240was,was,MoreFa00,defense,4,,,,,
player,201709240was,was,MoreFa00,def_pct,8%,,,,,
player,201709240was,was,MoreFa00,special_teams,21,,,,,
player,201709240was,was,MoreFa00,st_pct,72%,,,,,
player,201709240was,was,CartCh00,pos,LB,,,,,
player,201709240was,was,CartCh00,offense,0,,,,,
player,201709240was,was,CartCh00,off_pct,0%,,,,,
player,201709240was,was,CartCh00,defense,0,,,,,
player,201709240was,was,CartCh00,def_pct,0%,,,,,
player,201709240was,was,CartCh00,special_teams,23,,,,,
player,201709240was,was,CartCh00,st_pct,79%,,,,,
player,201709240was,was,McClSt01,pos,SS,,,,,
player,201709240was,was,McClSt01,offense,0,,,,,
player,201709240was,was,McClSt01,off_pct,0%,,,,,
player,201709240was,was,McClSt01,defense,0,,,,,
player,201709240was,was,McClSt01,def_pct,0%,,,,,
player,201709240was,was,McClSt01,special_teams,16,,,,,
player,201709240was,was,McClSt01,st_pct,55%,,,,,
player,201709240was,was,HopkDu00,pos,K,,,,,
player,201709240was,was,HopkDu00,offense,0,,,,,
player,201709240was,was,HopkDu00,off_pct,0%,,,,,
player,201709240was,was,HopkDu00,defense,0,,,,,
player,201709240was,was,HopkDu00,def_pct,0%,,,,,
player,201709240was,was,HopkDu00,special_teams,12,,,,,
player,201709240was,was,HopkDu00,st_pct,41%,,,,,
player,201709240was,was,SundNi00,pos,LS,,,,,
player,201709240was,was,SundNi00,offense,0,,,,,
player,201709240was,was,SundNi00,off_pct,0%,,,,,
player,201709240was,was,SundNi00,defense,0,,,,,
player,201709240was,was,SundNi00,def_pct,0%,,,,,
player,201709240was,was,SundNi00,special_teams,11,,,,,
player,201709240was,was,SundNi00,st_pct,38%,,,,,
player,201709240was,was,WayxTr00,pos,P,,,,,
player,201709240was,was,WayxTr00,offense,0,,,,,
player,201709240was,was,WayxTr00,off_pct,0%,,,,,
player,201709240was,was,WayxTr00,defense,0,,,,,
player,201709240was,was,WayxTr00,def_pct,0%,,,,,
player,201709240was,was,WayxTr00,special_teams,11,,,,,
player,201709240was,was,WayxTr00,st_pct,38%,,,,,
player,201709240was,was,RoulCh00,pos,C,,,,,
player,201709240was,was,RoulCh00,offense,0,,,,,
player,201709240was,was,RoulCh00,off_pct,0%,,,,,
player,201709240was,was,RoulCh00,defense,0,,,,,
player,201709240was,was,RoulCh00,def_pct,0%,,,,,
player,201709240was,was,RoulCh00,special_teams,9,,,,,
player,201709240was,was,RoulCh00,st_pct,31%,,,,,
player,201709240was,rai,JackGa00,pos,G,,,,,
player,201709240was,rai,JackGa00,offense,51,,,,,
player,201709240was,rai,JackGa00,off_pct,100%,,,,,
player,201709240was,rai,JackGa00,defense,0,,,,,
player,201709240was,rai,JackGa00,def_pct,0%,,,,,
player,201709240was,rai,JackGa00,special_teams,2,,,,,
player,201709240was,rai,JackGa00,st_pct,7%,,,,,
player,201709240was,rai,NewhMa20,pos,T,,,,,
player,201709240was,rai,NewhMa20,offense,51,,,,,
player,201709240was,rai,NewhMa20,off_pct,100%,,,,,
player,201709240was,rai,NewhMa20,defense,0,,,,,
player,201709240was,rai,NewhMa20,def_pct,0%,,,,,
player,201709240was,rai,NewhMa20,special_teams,2,,,,,
player,201709240was,rai,NewhMa20,st_pct,7%,,,,,
player,201709240was,rai,OsemKe00,pos,G,,,,,
player,201709240was,rai,OsemKe00,offense,51,,,,,
player,201709240was,rai,OsemKe00,off_pct,100%,,,,,
player,201709240was,rai,OsemKe00,defense,0,,,,,
player,201709240was,rai,OsemKe00,def_pct,0%,,,,,
player,201709240was,rai,OsemKe00,special_teams,2,,,,,
player,201709240was,rai,OsemKe00,st_pct,7%,,,,,
player,201709240was,rai,PennDo20,pos,T,,,,,
player,201709240was,rai,PennDo20,offense,51,,,,,
player,201709240was,rai,PennDo20,off_pct,100%,,,,,
player,201709240was,rai,PennDo20,defense,0,,,,,
player,201709240was,rai,PennDo20,def_pct,0%,,,,,
player,201709240was,rai,PennDo20,special_teams,0,,,,,
player,201709240was,rai,PennDo20,st_pct,0%,,,,,
player,201709240was,rai,CarrDe02,pos,QB,,,,,
player,201709240was,rai,CarrDe02,offense,51,,,,,
player,201709240was,rai,CarrDe02,off_pct,100%,,,,,
player,201709240was,rai,CarrDe02,defense,0,,,,,
player,201709240was,rai,CarrDe02,def_pct,0%,,,,,
player,201709240was,rai,CarrDe02,special_teams,0,,,,,
player,201709240was,rai,CarrDe02,st_pct,0%,,,,,
player,201709240was,rai,HudsRo00,pos,C,,,,,
player,201709240was,rai,HudsRo00,offense,51,,,,,
player,201709240was,rai,HudsRo00,off_pct,100%,,,,,
player,201709240was,rai,HudsRo00,defense,0,,,,,
player,201709240was,rai,HudsRo00,def_pct,0%,,,,,
player,201709240was,rai,HudsRo00,special_teams,0,,,,,
player,201709240was,rai,HudsRo00,st_pct,0%,,,,,
player,201709240was,rai,RobeSe00,pos,WR,,,,,
player,201709240was,rai,RobeSe00,offense,45,,,,,
player,201709240was,rai,RobeSe00,off_pct,88%,,,,,
player,201709240was,rai,RobeSe00,defense,0,,,,,
player,201709240was,rai,RobeSe00,def_pct,0%,,,,,
player,201709240was,rai,RobeSe00,special_teams,0,,,,,
player,201709240was,rai,RobeSe00,st_pct,0%,,,,,
player,201709240was,rai,CoopAm00,pos,WR,,,,,
player,201709240was,rai,CoopAm00,offense,44,,,,,
player,201709240was,rai,CoopAm00,off_pct,86%,,,,,
player,201709240was,rai,CoopAm00,defense,0,,,,,
player,201709240was,rai,CoopAm00,def_pct,0%,,,,,
player,201709240was,rai,CoopAm00,special_teams,0,,,,,
player,201709240was,rai,CoopAm00,st_pct,0%,,,,,
player,201709240was,rai,CookJa02,pos,TE,,,,,
player,201709240was,rai,CookJa02,offense,41,,,,,
player,201709240was,rai,CookJa02,off_pct,80%,,,,,
player,201709240was,rai,CookJa02,defense,0,,,,,
player,201709240was,rai,CookJa02,def_pct,0%,,,,,
player,201709240was,rai,CookJa02,special_teams,0,,,,,
player,201709240was,rai,CookJa02,st_pct,0%,,,,,
player,201709240was,rai,CrabMi00,pos,WR,,,,,
player,201709240was,rai,CrabMi00,offense,31,,,,,
player,201709240was,rai,CrabMi00,off_pct,61%,,,,,
player,201709240was,rai,CrabMi00,defense,0,,,,,
player,201709240was,rai,CrabMi00,def_pct,0%,,,,,
