game,2011,2,20110918,201109180buf,rai,"Oakland Raiders",35,buf,"Buffalo Bills",38
player,201109180buf,buf,EdwaDw20,fumbles_rec,0,,,,,
player,201109180buf,buf,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,EdwaDw20,fumbles_rec_td,0,,,,,
player,201109180buf,buf,EdwaDw20,fumbles_forced,0,,,,,
player,201109180buf,buf,ScotBr20,def_int,0,,,,,
player,201109180buf,buf,ScotBr20,def_int_yds,0,,,,,
player,201109180buf,buf,ScotBr20,def_int_td,0,,,,,
player,201109180buf,buf,ScotBr20,def_int_long,0,,,,,
player,201109180buf,buf,ScotBr20,pass_defended,0,,,,,
player,201109180buf,buf,ScotBr20,sacks,0.0,,,,,
player,201109180buf,buf,ScotBr20,tackles_combined,2,,,,,
player,201109180buf,buf,ScotBr20,tackles_solo,2,,,,,
player,201109180buf,buf,ScotBr20,tackles_assists,0,,,,,
player,201109180buf,buf,ScotBr20,tackles_loss,0,,,,,
player,201109180buf,buf,ScotBr20,qb_hits,0,,,,,
player,201109180buf,buf,ScotBr20,fumbles_rec,0,,,,,
player,201109180buf,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201109180buf,buf,ScotBr20,fumbles_forced,0,,,,,
player,201109180buf,buf,WhitCh03,def_int,0,,,,,
player,201109180buf,buf,WhitCh03,def_int_yds,0,,,,,
player,201109180buf,buf,WhitCh03,def_int_td,0,,,,,
player,201109180buf,buf,WhitCh03,def_int_long,0,,,,,
player,201109180buf,buf,WhitCh03,pass_defended,0,,,,,
player,201109180buf,buf,WhitCh03,sacks,0.0,,,,,
player,201109180buf,buf,WhitCh03,tackles_combined,2,,,,,
player,201109180buf,buf,WhitCh03,tackles_solo,2,,,,,
player,201109180buf,buf,WhitCh03,tackles_assists,0,,,,,
player,201109180buf,buf,WhitCh03,tackles_loss,0,,,,,
player,201109180buf,buf,WhitCh03,qb_hits,0,,,,,
player,201109180buf,buf,WhitCh03,fumbles_rec,0,,,,,
player,201109180buf,buf,WhitCh03,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,WhitCh03,fumbles_rec_td,0,,,,,
player,201109180buf,buf,WhitCh03,fumbles_forced,0,,,,,
player,201109180buf,buf,HearKe00,def_int,0,,,,,
player,201109180buf,buf,HearKe00,def_int_yds,0,,,,,
player,201109180buf,buf,HearKe00,def_int_td,0,,,,,
player,201109180buf,buf,HearKe00,def_int_long,0,,,,,
player,201109180buf,buf,HearKe00,pass_defended,0,,,,,
player,201109180buf,buf,HearKe00,sacks,0.0,,,,,
player,201109180buf,buf,HearKe00,tackles_combined,1,,,,,
player,201109180buf,buf,HearKe00,tackles_solo,0,,,,,
player,201109180buf,buf,HearKe00,tackles_assists,1,,,,,
player,201109180buf,buf,HearKe00,tackles_loss,0,,,,,
player,201109180buf,buf,HearKe00,qb_hits,0,,,,,
player,201109180buf,buf,HearKe00,fumbles_rec,0,,,,,
player,201109180buf,buf,HearKe00,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,HearKe00,fumbles_rec_td,0,,,,,
player,201109180buf,buf,HearKe00,fumbles_forced,0,,,,,
player,201109180buf,buf,ShepKe00,def_int,0,,,,,
player,201109180buf,buf,ShepKe00,def_int_yds,0,,,,,
player,201109180buf,buf,ShepKe00,def_int_td,0,,,,,
player,201109180buf,buf,ShepKe00,def_int_long,0,,,,,
player,201109180buf,buf,ShepKe00,pass_defended,0,,,,,
player,201109180buf,buf,ShepKe00,sacks,0.0,,,,,
player,201109180buf,buf,ShepKe00,tackles_combined,1,,,,,
player,201109180buf,buf,ShepKe00,tackles_solo,0,,,,,
player,201109180buf,buf,ShepKe00,tackles_assists,1,,,,,
player,201109180buf,buf,ShepKe00,tackles_loss,0,,,,,
player,201109180buf,buf,ShepKe00,qb_hits,0,,,,,
player,201109180buf,buf,ShepKe00,fumbles_rec,0,,,,,
player,201109180buf,buf,ShepKe00,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,ShepKe00,fumbles_rec_td,0,,,,,
player,201109180buf,buf,ShepKe00,fumbles_forced,0,,,,,
player,201109180buf,rai,MillNi00,kick_ret,4,,,,,
player,201109180buf,rai,MillNi00,kick_ret_yds,61,,,,,
player,201109180buf,rai,MillNi00,kick_ret_yds_per_ret,15.3,,,,,
player,201109180buf,rai,MillNi00,kick_ret_td,0,,,,,
player,201109180buf,rai,MillNi00,kick_ret_long,18,,,,,
player,201109180buf,rai,MillNi00,punt_ret,2,,,,,
player,201109180buf,rai,MillNi00,punt_ret_yds,19,,,,,
player,201109180buf,rai,MillNi00,punt_ret_yds_per_ret,9.5,,,,,
player,201109180buf,rai,MillNi00,punt_ret_td,0,,,,,
player,201109180buf,rai,MillNi00,punt_ret_long,12,,,,,
player,201109180buf,buf,ParrRo00,kick_ret,0,,,,,
player,201109180buf,buf,ParrRo00,kick_ret_yds,0,,,,,
player,201109180buf,buf,ParrRo00,kick_ret_yds_per_ret,,,,,,
player,201109180buf,buf,ParrRo00,kick_ret_td,0,,,,,
player,201109180buf,buf,ParrRo00,kick_ret_long,0,,,,,
player,201109180buf,buf,ParrRo00,punt_ret,1,,,,,
player,201109180buf,buf,ParrRo00,punt_ret_yds,11,,,,,
player,201109180buf,buf,ParrRo00,punt_ret_yds_per_ret,11.0,,,,,
player,201109180buf,buf,ParrRo00,punt_ret_td,0,,,,,
player,201109180buf,buf,ParrRo00,punt_ret_long,11,,,,,
player,201109180buf,buf,SpilC.00,kick_ret,0,,,,,
player,201109180buf,buf,SpilC.00,kick_ret_yds,0,,,,,
player,201109180buf,buf,SpilC.00,kick_ret_yds_per_ret,,,,,,
player,201109180buf,buf,SpilC.00,kick_ret_td,0,,,,,
player,201109180buf,buf,SpilC.00,kick_ret_long,0,,,,,
player,201109180buf,buf,SpilC.00,punt_ret,1,,,,,
player,201109180buf,buf,SpilC.00,punt_ret_yds,5,,,,,
player,201109180buf,buf,SpilC.00,punt_ret_yds_per_ret,5.0,,,,,
player,201109180buf,buf,SpilC.00,punt_ret_td,0,,,,,
player,201109180buf,buf,SpilC.00,punt_ret_long,5,,,,,
player,201109180buf,rai,janikseb01,xpm,5,,,,,
player,201109180buf,rai,janikseb01,xpa,5,,,,,
player,201109180buf,rai,janikseb01,fgm,,,,,,
player,201109180buf,rai,janikseb01,fga,,,,,,
player,201109180buf,rai,janikseb01,punt,0,,,,,
player,201109180buf,rai,janikseb01,punt_yds,0,,,,,
player,201109180buf,rai,janikseb01,punt_yds_per_punt,,,,,,
player,201109180buf,rai,janikseb01,punt_long,0,,,,,
player,201109180buf,rai,LechSh20,xpm,,,,,,
player,201109180buf,rai,LechSh20,xpa,,,,,,
player,201109180buf,rai,LechSh20,fgm,,,,,,
player,201109180buf,rai,LechSh20,fga,,,,,,
player,201109180buf,rai,LechSh20,punt,3,,,,,
player,201109180buf,rai,LechSh20,punt_yds,155,,,,,
player,201109180buf,rai,LechSh20,punt_yds_per_punt,51.7,,,,,
player,201109180buf,rai,LechSh20,punt_long,58,,,,,
player,201109180buf,buf,linderia01,xpm,5,,,,,
player,201109180buf,buf,linderia01,xpa,5,,,,,
player,201109180buf,buf,linderia01,fgm,1,,,,,
player,201109180buf,buf,linderia01,fga,2,,,,,
player,201109180buf,buf,linderia01,punt,0,,,,,
player,201109180buf,buf,linderia01,punt_yds,0,,,,,
player,201109180buf,buf,linderia01,punt_yds_per_punt,,,,,,
player,201109180buf,buf,linderia01,punt_long,0,,,,,
player,201109180buf,buf,MoorBr24,xpm,,,,,,
player,201109180buf,buf,MoorBr24,xpa,,,,,,
player,201109180buf,buf,MoorBr24,fgm,,,,,,
player,201109180buf,buf,MoorBr24,fga,,,,,,
player,201109180buf,buf,MoorBr24,punt,2,,,,,
player,201109180buf,buf,MoorBr24,punt_yds,99,,,,,
player,201109180buf,buf,MoorBr24,punt_yds_per_punt,49.5,,,,,
player,201109180buf,buf,MoorBr24,punt_long,58,,,,,
