game,2011,7,20111023,201110230crd,pit,"Pittsburgh Steelers",32,crd,"Arizona Cardinals",20
player,201110230crd,crd,PortJo00,def_int_yds,0,,,,,
player,201110230crd,crd,PortJo00,def_int_td,0,,,,,
player,201110230crd,crd,PortJo00,def_int_long,0,,,,,
player,201110230crd,crd,PortJo00,pass_defended,0,,,,,
player,201110230crd,crd,PortJo00,sacks,0.0,,,,,
player,201110230crd,crd,PortJo00,tackles_combined,2,,,,,
player,201110230crd,crd,PortJo00,tackles_solo,0,,,,,
player,201110230crd,crd,PortJo00,tackles_assists,2,,,,,
player,201110230crd,crd,PortJo00,tackles_loss,0,,,,,
player,201110230crd,crd,PortJo00,qb_hits,0,,,,,
player,201110230crd,crd,PortJo00,fumbles_rec,0,,,,,
player,201110230crd,crd,PortJo00,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,PortJo00,fumbles_rec_td,0,,,,,
player,201110230crd,crd,PortJo00,fumbles_forced,0,,,,,
player,201110230crd,crd,SchoOB99,def_int,0,,,,,
player,201110230crd,crd,SchoOB99,def_int_yds,0,,,,,
player,201110230crd,crd,SchoOB99,def_int_td,0,,,,,
player,201110230crd,crd,SchoOB99,def_int_long,0,,,,,
player,201110230crd,crd,SchoOB99,pass_defended,0,,,,,
player,201110230crd,crd,SchoOB99,sacks,0.0,,,,,
player,201110230crd,crd,SchoOB99,tackles_combined,2,,,,,
player,201110230crd,crd,SchoOB99,tackles_solo,2,,,,,
player,201110230crd,crd,SchoOB99,tackles_assists,0,,,,,
player,201110230crd,crd,SchoOB99,tackles_loss,0,,,,,
player,201110230crd,crd,SchoOB99,qb_hits,1,,,,,
player,201110230crd,crd,SchoOB99,fumbles_rec,0,,,,,
player,201110230crd,crd,SchoOB99,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,SchoOB99,fumbles_rec_td,0,,,,,
player,201110230crd,crd,SchoOB99,fumbles_forced,0,,,,,
player,201110230crd,crd,WillDa99,def_int,0,,,,,
player,201110230crd,crd,WillDa99,def_int_yds,0,,,,,
player,201110230crd,crd,WillDa99,def_int_td,0,,,,,
player,201110230crd,crd,WillDa99,def_int_long,0,,,,,
player,201110230crd,crd,WillDa99,pass_defended,0,,,,,
player,201110230crd,crd,WillDa99,sacks,0.0,,,,,
player,201110230crd,crd,WillDa99,tackles_combined,2,,,,,
player,201110230crd,crd,WillDa99,tackles_solo,1,,,,,
player,201110230crd,crd,WillDa99,tackles_assists,1,,,,,
player,201110230crd,crd,WillDa99,tackles_loss,0,,,,,
player,201110230crd,crd,WillDa99,qb_hits,0,,,,,
player,201110230crd,crd,WillDa99,fumbles_rec,0,,,,,
player,201110230crd,crd,WillDa99,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,WillDa99,fumbles_rec_td,0,,,,,
player,201110230crd,crd,WillDa99,fumbles_forced,0,,,,,
player,201110230crd,crd,AbduHa20,def_int,0,,,,,
player,201110230crd,crd,AbduHa20,def_int_yds,0,,,,,
player,201110230crd,crd,AbduHa20,def_int_td,0,,,,,
player,201110230crd,crd,AbduHa20,def_int_long,0,,,,,
player,201110230crd,crd,AbduHa20,pass_defended,0,,,,,
player,201110230crd,crd,AbduHa20,sacks,0.0,,,,,
player,201110230crd,crd,AbduHa20,tackles_combined,1,,,,,
player,201110230crd,crd,AbduHa20,tackles_solo,0,,,,,
player,201110230crd,crd,AbduHa20,tackles_assists,1,,,,,
player,201110230crd,crd,AbduHa20,tackles_loss,0,,,,,
player,201110230crd,crd,AbduHa20,qb_hits,0,,,,,
player,201110230crd,crd,AbduHa20,fumbles_rec,0,,,,,
player,201110230crd,crd,AbduHa20,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,AbduHa20,fumbles_rec_td,0,,,,,
player,201110230crd,crd,AbduHa20,fumbles_forced,0,,,,,
player,201110230crd,crd,AdamMi98,def_int,0,,,,,
player,201110230crd,crd,AdamMi98,def_int_yds,0,,,,,
player,201110230crd,crd,AdamMi98,def_int_td,0,,,,,
player,201110230crd,crd,AdamMi98,def_int_long,0,,,,,
player,201110230crd,crd,AdamMi98,pass_defended,0,,,,,
player,201110230crd,crd,AdamMi98,sacks,0.0,,,,,
player,201110230crd,crd,AdamMi98,tackles_combined,1,,,,,
player,201110230crd,crd,AdamMi98,tackles_solo,0,,,,,
player,201110230crd,crd,AdamMi98,tackles_assists,1,,,,,
player,201110230crd,crd,AdamMi98,tackles_loss,0,,,,,
player,201110230crd,crd,AdamMi98,qb_hits,0,,,,,
player,201110230crd,crd,AdamMi98,fumbles_rec,0,,,,,
player,201110230crd,crd,AdamMi98,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,AdamMi98,fumbles_rec_td,0,,,,,
player,201110230crd,crd,AdamMi98,fumbles_forced,0,,,,,
player,201110230crd,crd,DockDa20,def_int,0,,,,,
player,201110230crd,crd,DockDa20,def_int_yds,0,,,,,
player,201110230crd,crd,DockDa20,def_int_td,0,,,,,
player,201110230crd,crd,DockDa20,def_int_long,0,,,,,
player,201110230crd,crd,DockDa20,pass_defended,0,,,,,
player,201110230crd,crd,DockDa20,sacks,0.0,,,,,
player,201110230crd,crd,DockDa20,tackles_combined,1,,,,,
player,201110230crd,crd,DockDa20,tackles_solo,0,,,,,
player,201110230crd,crd,DockDa20,tackles_assists,1,,,,,
player,201110230crd,crd,DockDa20,tackles_loss,0,,,,,
player,201110230crd,crd,DockDa20,qb_hits,0,,,,,
player,201110230crd,crd,DockDa20,fumbles_rec,0,,,,,
player,201110230crd,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,DockDa20,fumbles_rec_td,0,,,,,
player,201110230crd,crd,DockDa20,fumbles_forced,0,,,,,
player,201110230crd,crd,HollVo20,def_int,0,,,,,
player,201110230crd,crd,HollVo20,def_int_yds,0,,,,,
player,201110230crd,crd,HollVo20,def_int_td,0,,,,,
player,201110230crd,crd,HollVo20,def_int_long,0,,,,,
player,201110230crd,crd,HollVo20,pass_defended,0,,,,,
player,201110230crd,crd,HollVo20,sacks,0.0,,,,,
player,201110230crd,crd,HollVo20,tackles_combined,1,,,,,
player,201110230crd,crd,HollVo20,tackles_solo,1,,,,,
player,201110230crd,crd,HollVo20,tackles_assists,0,,,,,
player,201110230crd,crd,HollVo20,tackles_loss,0,,,,,
player,201110230crd,crd,HollVo20,qb_hits,0,,,,,
player,201110230crd,crd,HollVo20,fumbles_rec,0,,,,,
player,201110230crd,crd,HollVo20,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,HollVo20,fumbles_rec_td,0,,,,,
player,201110230crd,crd,HollVo20,fumbles_forced,0,,,,,
player,201110230crd,crd,KingJe00,def_int,0,,,,,
player,201110230crd,crd,KingJe00,def_int_yds,0,,,,,
player,201110230crd,crd,KingJe00,def_int_td,0,,,,,
player,201110230crd,crd,KingJe00,def_int_long,0,,,,,
player,201110230crd,crd,KingJe00,pass_defended,0,,,,,
player,201110230crd,crd,KingJe00,sacks,0.0,,,,,
player,201110230crd,crd,KingJe00,tackles_combined,1,,,,,
player,201110230crd,crd,KingJe00,tackles_solo,1,,,,,
player,201110230crd,crd,KingJe00,tackles_assists,0,,,,,
player,201110230crd,crd,KingJe00,tackles_loss,0,,,,,
player,201110230crd,crd,KingJe00,qb_hits,0,,,,,
player,201110230crd,crd,KingJe00,fumbles_rec,0,,,,,
player,201110230crd,crd,KingJe00,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,KingJe00,fumbles_rec_td,0,,,,,
player,201110230crd,crd,KingJe00,fumbles_forced,0,,,,,
player,201110230crd,pit,BrowAn04,kick_ret,3,,,,,
player,201110230crd,pit,BrowAn04,kick_ret_yds,66,,,,,
player,201110230crd,pit,BrowAn04,kick_ret_yds_per_ret,22.0,,,,,
player,201110230crd,pit,BrowAn04,kick_ret_td,0,,,,,
player,201110230crd,pit,BrowAn04,kick_ret_long,30,,,,,
player,201110230crd,pit,BrowAn04,punt_ret,2,,,,,
player,201110230crd,pit,BrowAn04,punt_ret_yds,47,,,,,
player,201110230crd,pit,BrowAn04,punt_ret_yds_per_ret,23.5,,,,,
player,201110230crd,pit,BrowAn04,punt_ret_td,0,,,,,
player,201110230crd,pit,BrowAn04,punt_ret_long,31,,,,,
player,201110230crd,crd,StepLa00,kick_ret,5,,,,,
player,201110230crd,crd,StepLa00,kick_ret_yds,107,,,,,
player,201110230crd,crd,StepLa00,kick_ret_yds_per_ret,21.4,,,,,
player,201110230crd,crd,StepLa00,kick_ret_td,0,,,,,
player,201110230crd,crd,StepLa00,kick_ret_long,31,,,,,
player,201110230crd,crd,StepLa00,punt_ret,0,,,,,
player,201110230crd,crd,StepLa00,punt_ret_yds,0,,,,,
player,201110230crd,crd,StepLa00,punt_ret_yds_per_ret,,,,,,
player,201110230crd,crd,StepLa00,punt_ret_td,0,,,,,
player,201110230crd,crd,StepLa00,punt_ret_long,0,,,,,
player,201110230crd,pit,suishsha01,xpm,3,,,,,
player,201110230crd,pit,suishsha01,xpa,3,,,,,
player,201110230crd,pit,suishsha01,fgm,3,,,,,
player,201110230crd,pit,suishsha01,fga,3,,,,,
player,201110230crd,pit,suishsha01,punt,0,,,,,
player,201110230crd,pit,suishsha01,punt_yds,0,,,,,
player,201110230crd,pit,suishsha01,punt_yds_per_punt,,,,,,
player,201110230crd,pit,suishsha01,punt_long,0,,,,,
player,201110230crd,pit,SepuDa20,xpm,,,,,,
player,201110230crd,pit,SepuDa20,xpa,,,,,,
player,201110230crd,pit,SepuDa20,fgm,,,,,,
player,201110230crd,pit,SepuDa20,fga,,,,,,
player,201110230crd,pit,SepuDa20,punt,3,,,,,
player,201110230crd,pit,SepuDa20,punt_yds,118,,,,,
player,201110230crd,pit,SepuDa20,punt_yds_per_punt,39.3,,,,,
player,201110230crd,pit,SepuDa20,punt_long,49,,,,,
player,201110230crd,crd,feelyjay01,xpm,2,,,,,
player,201110230crd,crd,feelyjay01,xpa,2,,,,,
player,201110230crd,crd,feelyjay01,fgm,,,,,,
player,201110230crd,crd,feelyjay01,fga,,,,,,
player,201110230crd,crd,feelyjay01,punt,0,,,,,
player,201110230crd,crd,feelyjay01,punt_yds,0,,,,,
player,201110230crd,crd,feelyjay01,punt_yds_per_punt,,,,,,
player,201110230crd,crd,feelyjay01,punt_long,0,,,,,
player,201110230crd,crd,ZastDa20,xpm,,,,,,
player,201110230crd,crd,ZastDa20,xpa,,,,,,
player,201110230crd,crd,ZastDa20,fgm,,,,,,
player,201110230crd,crd,ZastDa20,fga,,,,,,
player,201110230crd,crd,ZastDa20,punt,4,,,,,
player,201110230crd,crd,ZastDa20,punt_yds,191,,,,,
player,201110230crd,crd,ZastDa20,punt_yds_per_punt,47.8,,,,,
player,201110230crd,crd,ZastDa20,punt_long,58,,,,,
