game,2011,15,20111217,201112170tam,dal,"Dallas Cowboys",31,tam,"Tampa Bay Buccaneers",15
player,201112170tam,tam,OkamFr99,qb_hits,0,,,,,
player,201112170tam,tam,OkamFr99,fumbles_rec,0,,,,,
player,201112170tam,tam,OkamFr99,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,OkamFr99,fumbles_rec_td,0,,,,,
player,201112170tam,tam,OkamFr99,fumbles_forced,0,,,,,
player,201112170tam,tam,SpurMi00,def_int,0,,,,,
player,201112170tam,tam,SpurMi00,def_int_yds,0,,,,,
player,201112170tam,tam,SpurMi00,def_int_td,0,,,,,
player,201112170tam,tam,SpurMi00,def_int_long,0,,,,,
player,201112170tam,tam,SpurMi00,pass_defended,0,,,,,
player,201112170tam,tam,SpurMi00,sacks,0.0,,,,,
player,201112170tam,tam,SpurMi00,tackles_combined,1,,,,,
player,201112170tam,tam,SpurMi00,tackles_solo,1,,,,,
player,201112170tam,tam,SpurMi00,tackles_assists,0,,,,,
player,201112170tam,tam,SpurMi00,tackles_loss,0,,,,,
player,201112170tam,tam,SpurMi00,qb_hits,0,,,,,
player,201112170tam,tam,SpurMi00,fumbles_rec,0,,,,,
player,201112170tam,tam,SpurMi00,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,SpurMi00,fumbles_rec_td,0,,,,,
player,201112170tam,tam,SpurMi00,fumbles_forced,0,,,,,
player,201112170tam,tam,TaliAq99,def_int,0,,,,,
player,201112170tam,tam,TaliAq99,def_int_yds,0,,,,,
player,201112170tam,tam,TaliAq99,def_int_td,0,,,,,
player,201112170tam,tam,TaliAq99,def_int_long,0,,,,,
player,201112170tam,tam,TaliAq99,pass_defended,0,,,,,
player,201112170tam,tam,TaliAq99,sacks,0.0,,,,,
player,201112170tam,tam,TaliAq99,tackles_combined,1,,,,,
player,201112170tam,tam,TaliAq99,tackles_solo,1,,,,,
player,201112170tam,tam,TaliAq99,tackles_assists,0,,,,,
player,201112170tam,tam,TaliAq99,tackles_loss,0,,,,,
player,201112170tam,tam,TaliAq99,qb_hits,0,,,,,
player,201112170tam,tam,TaliAq99,fumbles_rec,0,,,,,
player,201112170tam,tam,TaliAq99,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,TaliAq99,fumbles_rec_td,0,,,,,
player,201112170tam,tam,TaliAq99,fumbles_forced,0,,,,,
player,201112170tam,tam,Teo-Da99,def_int,0,,,,,
player,201112170tam,tam,Teo-Da99,def_int_yds,0,,,,,
player,201112170tam,tam,Teo-Da99,def_int_td,0,,,,,
player,201112170tam,tam,Teo-Da99,def_int_long,0,,,,,
player,201112170tam,tam,Teo-Da99,pass_defended,0,,,,,
player,201112170tam,tam,Teo-Da99,sacks,0.0,,,,,
player,201112170tam,tam,Teo-Da99,tackles_combined,1,,,,,
player,201112170tam,tam,Teo-Da99,tackles_solo,1,,,,,
player,201112170tam,tam,Teo-Da99,tackles_assists,0,,,,,
player,201112170tam,tam,Teo-Da99,tackles_loss,0,,,,,
player,201112170tam,tam,Teo-Da99,qb_hits,1,,,,,
player,201112170tam,tam,Teo-Da99,fumbles_rec,0,,,,,
player,201112170tam,tam,Teo-Da99,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,Teo-Da99,fumbles_rec_td,0,,,,,
player,201112170tam,tam,Teo-Da99,fumbles_forced,0,,,,,
player,201112170tam,dal,BryaDe01,kick_ret,0,,,,,
player,201112170tam,dal,BryaDe01,kick_ret_yds,0,,,,,
player,201112170tam,dal,BryaDe01,kick_ret_yds_per_ret,,,,,,
player,201112170tam,dal,BryaDe01,kick_ret_td,0,,,,,
player,201112170tam,dal,BryaDe01,kick_ret_long,0,,,,,
player,201112170tam,dal,BryaDe01,punt_ret,4,,,,,
player,201112170tam,dal,BryaDe01,punt_ret_yds,15,,,,,
player,201112170tam,dal,BryaDe01,punt_ret_yds_per_ret,3.8,,,,,
player,201112170tam,dal,BryaDe01,punt_ret_td,0,,,,,
player,201112170tam,dal,BryaDe01,punt_ret_long,8,,,,,
player,201112170tam,tam,SpurMi00,kick_ret,0,,,,,
player,201112170tam,tam,SpurMi00,kick_ret_yds,0,,,,,
player,201112170tam,tam,SpurMi00,kick_ret_yds_per_ret,,,,,,
player,201112170tam,tam,SpurMi00,kick_ret_td,0,,,,,
player,201112170tam,tam,SpurMi00,kick_ret_long,0,,,,,
player,201112170tam,tam,SpurMi00,punt_ret,1,,,,,
player,201112170tam,tam,SpurMi00,punt_ret_yds,-2,,,,,
player,201112170tam,tam,SpurMi00,punt_ret_yds_per_ret,-2.0,,,,,
player,201112170tam,tam,SpurMi00,punt_ret_td,0,,,,,
player,201112170tam,tam,SpurMi00,punt_ret_long,-2,,,,,
player,201112170tam,tam,ParkPr00,kick_ret,3,,,,,
player,201112170tam,tam,ParkPr00,kick_ret_yds,70,,,,,
player,201112170tam,tam,ParkPr00,kick_ret_yds_per_ret,23.3,,,,,
player,201112170tam,tam,ParkPr00,kick_ret_td,0,,,,,
player,201112170tam,tam,ParkPr00,kick_ret_long,25,,,,,
player,201112170tam,tam,ParkPr00,punt_ret,0,,,,,
player,201112170tam,tam,ParkPr00,punt_ret_yds,0,,,,,
player,201112170tam,tam,ParkPr00,punt_ret_yds_per_ret,,,,,,
player,201112170tam,tam,ParkPr00,punt_ret_td,0,,,,,
player,201112170tam,tam,ParkPr00,punt_ret_long,0,,,,,
player,201112170tam,tam,PianZa00,kick_ret,1,,,,,
player,201112170tam,tam,PianZa00,kick_ret_yds,0,,,,,
player,201112170tam,tam,PianZa00,kick_ret_yds_per_ret,0.0,,,,,
player,201112170tam,tam,PianZa00,kick_ret_td,0,,,,,
player,201112170tam,tam,PianZa00,kick_ret_long,0,,,,,
player,201112170tam,tam,PianZa00,punt_ret,0,,,,,
player,201112170tam,tam,PianZa00,punt_ret_yds,0,,,,,
player,201112170tam,tam,PianZa00,punt_ret_yds_per_ret,,,,,,
player,201112170tam,tam,PianZa00,punt_ret_td,0,,,,,
player,201112170tam,tam,PianZa00,punt_ret_long,0,,,,,
player,201112170tam,dal,BailDa00,xpm,4,,,,,
player,201112170tam,dal,BailDa00,xpa,4,,,,,
player,201112170tam,dal,BailDa00,fgm,1,,,,,
player,201112170tam,dal,BailDa00,fga,1,,,,,
player,201112170tam,dal,BailDa00,punt,0,,,,,
player,201112170tam,dal,BailDa00,punt_yds,0,,,,,
player,201112170tam,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201112170tam,dal,BailDa00,punt_long,0,,,,,
player,201112170tam,dal,McBrMa20,xpm,,,,,,
player,201112170tam,dal,McBrMa20,xpa,,,,,,
player,201112170tam,dal,McBrMa20,fgm,,,,,,
player,201112170tam,dal,McBrMa20,fga,,,,,,
player,201112170tam,dal,McBrMa20,punt,3,,,,,
player,201112170tam,dal,McBrMa20,punt_yds,123,,,,,
player,201112170tam,dal,McBrMa20,punt_yds_per_punt,41.0,,,,,
player,201112170tam,dal,McBrMa20,punt_long,46,,,,,
player,201112170tam,tam,barthco01,xpm,1,,,,,
player,201112170tam,tam,barthco01,xpa,1,,,,,
player,201112170tam,tam,barthco01,fgm,,,,,,
player,201112170tam,tam,barthco01,fga,,,,,,
player,201112170tam,tam,barthco01,punt,0,,,,,
player,201112170tam,tam,barthco01,punt_yds,0,,,,,
player,201112170tam,tam,barthco01,punt_yds_per_punt,,,,,,
player,201112170tam,tam,barthco01,punt_long,0,,,,,
player,201112170tam,tam,koenemic01,xpm,,,,,,
player,201112170tam,tam,koenemic01,xpa,,,,,,
player,201112170tam,tam,koenemic01,fgm,,,,,,
player,201112170tam,tam,koenemic01,fga,,,,,,
player,201112170tam,tam,koenemic01,punt,4,,,,,
player,201112170tam,tam,koenemic01,punt_yds,204,,,,,
player,201112170tam,tam,koenemic01,punt_yds_per_punt,51.0,,,,,
player,201112170tam,tam,koenemic01,punt_long,59,,,,,
