game,2011,8,20111030,201110300buf,was,"Washington Redskins",0,buf,"Buffalo Bills",23
player,201110300buf,buf,SearDa00,fumbles_forced,0,,,,,
player,201110300buf,buf,ShepKe00,def_int,0,,,,,
player,201110300buf,buf,ShepKe00,def_int_yds,0,,,,,
player,201110300buf,buf,ShepKe00,def_int_td,0,,,,,
player,201110300buf,buf,ShepKe00,def_int_long,0,,,,,
player,201110300buf,buf,ShepKe00,pass_defended,0,,,,,
player,201110300buf,buf,ShepKe00,sacks,0.0,,,,,
player,201110300buf,buf,ShepKe00,tackles_combined,1,,,,,
player,201110300buf,buf,ShepKe00,tackles_solo,0,,,,,
player,201110300buf,buf,ShepKe00,tackles_assists,1,,,,,
player,201110300buf,buf,ShepKe00,tackles_loss,0,,,,,
player,201110300buf,buf,ShepKe00,qb_hits,0,,,,,
player,201110300buf,buf,ShepKe00,fumbles_rec,0,,,,,
player,201110300buf,buf,ShepKe00,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,ShepKe00,fumbles_rec_td,0,,,,,
player,201110300buf,buf,ShepKe00,fumbles_forced,0,,,,,
player,201110300buf,buf,WhitCh03,def_int,0,,,,,
player,201110300buf,buf,WhitCh03,def_int_yds,0,,,,,
player,201110300buf,buf,WhitCh03,def_int_td,0,,,,,
player,201110300buf,buf,WhitCh03,def_int_long,0,,,,,
player,201110300buf,buf,WhitCh03,pass_defended,0,,,,,
player,201110300buf,buf,WhitCh03,sacks,0.0,,,,,
player,201110300buf,buf,WhitCh03,tackles_combined,1,,,,,
player,201110300buf,buf,WhitCh03,tackles_solo,1,,,,,
player,201110300buf,buf,WhitCh03,tackles_assists,0,,,,,
player,201110300buf,buf,WhitCh03,tackles_loss,0,,,,,
player,201110300buf,buf,WhitCh03,qb_hits,0,,,,,
player,201110300buf,buf,WhitCh03,fumbles_rec,0,,,,,
player,201110300buf,buf,WhitCh03,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,WhitCh03,fumbles_rec_td,0,,,,,
player,201110300buf,buf,WhitCh03,fumbles_forced,0,,,,,
player,201110300buf,was,BankBr00,kick_ret,3,,,,,
player,201110300buf,was,BankBr00,kick_ret_yds,63,,,,,
player,201110300buf,was,BankBr00,kick_ret_yds_per_ret,21.0,,,,,
player,201110300buf,was,BankBr00,kick_ret_td,0,,,,,
player,201110300buf,was,BankBr00,kick_ret_long,26,,,,,
player,201110300buf,was,BankBr00,punt_ret,2,,,,,
player,201110300buf,was,BankBr00,punt_ret_yds,32,,,,,
player,201110300buf,was,BankBr00,punt_ret_yds_per_ret,16.0,,,,,
player,201110300buf,was,BankBr00,punt_ret_td,0,,,,,
player,201110300buf,was,BankBr00,punt_ret_long,21,,,,,
player,201110300buf,buf,SpilC.00,kick_ret,0,,,,,
player,201110300buf,buf,SpilC.00,kick_ret_yds,,,,,,
player,201110300buf,buf,SpilC.00,kick_ret_yds_per_ret,,,,,,
player,201110300buf,buf,SpilC.00,kick_ret_td,0,,,,,
player,201110300buf,buf,SpilC.00,kick_ret_long,0,,,,,
player,201110300buf,buf,SpilC.00,punt_ret,5,,,,,
player,201110300buf,buf,SpilC.00,punt_ret_yds,22,,,,,
player,201110300buf,buf,SpilC.00,punt_ret_yds_per_ret,4.4,,,,,
player,201110300buf,buf,SpilC.00,punt_ret_td,0,,,,,
player,201110300buf,buf,SpilC.00,punt_ret_long,13,,,,,
player,201110300buf,was,RoccSa20,xpm,,,,,,
player,201110300buf,was,RoccSa20,xpa,,,,,,
player,201110300buf,was,RoccSa20,fgm,,,,,,
player,201110300buf,was,RoccSa20,fga,,,,,,
player,201110300buf,was,RoccSa20,punt,6,,,,,
player,201110300buf,was,RoccSa20,punt_yds,284,,,,,
player,201110300buf,was,RoccSa20,punt_yds_per_punt,47.3,,,,,
player,201110300buf,was,RoccSa20,punt_long,57,,,,,
player,201110300buf,was,GanoGr44,xpm,,,,,,
player,201110300buf,was,GanoGr44,xpa,,,,,,
player,201110300buf,was,GanoGr44,fgm,,,,,,
player,201110300buf,was,GanoGr44,fga,1,,,,,
player,201110300buf,was,GanoGr44,punt,0,,,,,
player,201110300buf,was,GanoGr44,punt_yds,0,,,,,
player,201110300buf,was,GanoGr44,punt_yds_per_punt,,,,,,
player,201110300buf,was,GanoGr44,punt_long,0,,,,,
player,201110300buf,buf,linderia01,xpm,2,,,,,
player,201110300buf,buf,linderia01,xpa,2,,,,,
player,201110300buf,buf,linderia01,fgm,3,,,,,
player,201110300buf,buf,linderia01,fga,4,,,,,
player,201110300buf,buf,linderia01,punt,0,,,,,
player,201110300buf,buf,linderia01,punt_yds,0,,,,,
player,201110300buf,buf,linderia01,punt_yds_per_punt,,,,,,
player,201110300buf,buf,linderia01,punt_long,0,,,,,
player,201110300buf,buf,MoorBr24,xpm,,,,,,
player,201110300buf,buf,MoorBr24,xpa,,,,,,
player,201110300buf,buf,MoorBr24,fgm,,,,,,
player,201110300buf,buf,MoorBr24,fga,,,,,,
player,201110300buf,buf,MoorBr24,punt,3,,,,,
player,201110300buf,buf,MoorBr24,punt_yds,135,,,,,
player,201110300buf,buf,MoorBr24,punt_yds_per_punt,45.0,,,,,
player,201110300buf,buf,MoorBr24,punt_long,52,,,,,
