game,2011,10,20111113,201111130cle,ram,"St. Louis Rams",13,cle,"Cleveland Browns",12
player,201111130cle,cle,SpeaQu00,fumbles_rec_td,0,,,,,
player,201111130cle,cle,SpeaQu00,fumbles_forced,0,,,,,
player,201111130cle,cle,BrowSh20,def_int,0,,,,,
player,201111130cle,cle,BrowSh20,def_int_yds,0,,,,,
player,201111130cle,cle,BrowSh20,def_int_td,0,,,,,
player,201111130cle,cle,BrowSh20,def_int_long,0,,,,,
player,201111130cle,cle,BrowSh20,pass_defended,1,,,,,
player,201111130cle,cle,BrowSh20,sacks,0.0,,,,,
player,201111130cle,cle,BrowSh20,tackles_combined,1,,,,,
player,201111130cle,cle,BrowSh20,tackles_solo,1,,,,,
player,201111130cle,cle,BrowSh20,tackles_assists,0,,,,,
player,201111130cle,cle,BrowSh20,tackles_loss,0,,,,,
player,201111130cle,cle,BrowSh20,qb_hits,0,,,,,
player,201111130cle,cle,BrowSh20,fumbles_rec,0,,,,,
player,201111130cle,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201111130cle,cle,BrowSh20,fumbles_forced,0,,,,,
player,201111130cle,cle,MaynBr20,def_int,0,,,,,
player,201111130cle,cle,MaynBr20,def_int_yds,0,,,,,
player,201111130cle,cle,MaynBr20,def_int_td,0,,,,,
player,201111130cle,cle,MaynBr20,def_int_long,0,,,,,
player,201111130cle,cle,MaynBr20,pass_defended,0,,,,,
player,201111130cle,cle,MaynBr20,sacks,0.0,,,,,
player,201111130cle,cle,MaynBr20,tackles_combined,1,,,,,
player,201111130cle,cle,MaynBr20,tackles_solo,0,,,,,
player,201111130cle,cle,MaynBr20,tackles_assists,1,,,,,
player,201111130cle,cle,MaynBr20,tackles_loss,,,,,,
player,201111130cle,cle,MaynBr20,qb_hits,,,,,,
player,201111130cle,cle,MaynBr20,fumbles_rec,0,,,,,
player,201111130cle,cle,MaynBr20,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,MaynBr20,fumbles_rec_td,0,,,,,
player,201111130cle,cle,MaynBr20,fumbles_forced,0,,,,,
player,201111130cle,cle,VentRa20,def_int,0,,,,,
player,201111130cle,cle,VentRa20,def_int_yds,0,,,,,
player,201111130cle,cle,VentRa20,def_int_td,0,,,,,
player,201111130cle,cle,VentRa20,def_int_long,0,,,,,
player,201111130cle,cle,VentRa20,pass_defended,0,,,,,
player,201111130cle,cle,VentRa20,sacks,0.0,,,,,
player,201111130cle,cle,VentRa20,tackles_combined,1,,,,,
player,201111130cle,cle,VentRa20,tackles_solo,1,,,,,
player,201111130cle,cle,VentRa20,tackles_assists,0,,,,,
player,201111130cle,cle,VentRa20,tackles_loss,0,,,,,
player,201111130cle,cle,VentRa20,qb_hits,0,,,,,
player,201111130cle,cle,VentRa20,fumbles_rec,0,,,,,
player,201111130cle,cle,VentRa20,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,VentRa20,fumbles_rec_td,0,,,,,
player,201111130cle,cle,VentRa20,fumbles_forced,0,,,,,
player,201111130cle,ram,PettAu00,kick_ret,0,,,,,
player,201111130cle,ram,PettAu00,kick_ret_yds,0,,,,,
player,201111130cle,ram,PettAu00,kick_ret_yds_per_ret,,,,,,
player,201111130cle,ram,PettAu00,kick_ret_td,0,,,,,
player,201111130cle,ram,PettAu00,kick_ret_long,0,,,,,
player,201111130cle,ram,PettAu00,punt_ret,3,,,,,
player,201111130cle,ram,PettAu00,punt_ret_yds,25,,,,,
player,201111130cle,ram,PettAu00,punt_ret_yds_per_ret,8.3,,,,,
player,201111130cle,ram,PettAu00,punt_ret_td,0,,,,,
player,201111130cle,ram,PettAu00,punt_ret_long,16,,,,,
player,201111130cle,ram,PortQu00,kick_ret,3,,,,,
player,201111130cle,ram,PortQu00,kick_ret_yds,52,,,,,
player,201111130cle,ram,PortQu00,kick_ret_yds_per_ret,17.3,,,,,
player,201111130cle,ram,PortQu00,kick_ret_td,0,,,,,
player,201111130cle,ram,PortQu00,kick_ret_long,24,,,,,
player,201111130cle,ram,PortQu00,punt_ret,0,,,,,
player,201111130cle,ram,PortQu00,punt_ret_yds,0,,,,,
player,201111130cle,ram,PortQu00,punt_ret_yds_per_ret,,,,,,
player,201111130cle,ram,PortQu00,punt_ret_td,0,,,,,
player,201111130cle,ram,PortQu00,punt_ret_long,0,,,,,
player,201111130cle,cle,CribJo01,kick_ret,1,,,,,
player,201111130cle,cle,CribJo01,kick_ret_yds,27,,,,,
player,201111130cle,cle,CribJo01,kick_ret_yds_per_ret,27.0,,,,,
player,201111130cle,cle,CribJo01,kick_ret_td,0,,,,,
player,201111130cle,cle,CribJo01,kick_ret_long,27,,,,,
player,201111130cle,cle,CribJo01,punt_ret,2,,,,,
player,201111130cle,cle,CribJo01,punt_ret_yds,6,,,,,
player,201111130cle,cle,CribJo01,punt_ret_yds_per_ret,3.0,,,,,
player,201111130cle,cle,CribJo01,punt_ret_td,0,,,,,
player,201111130cle,cle,CribJo01,punt_ret_long,6,,,,,
player,201111130cle,ram,brownjos01,xpm,1,,,,,
player,201111130cle,ram,brownjos01,xpa,1,,,,,
player,201111130cle,ram,brownjos01,fgm,2,,,,,
player,201111130cle,ram,brownjos01,fga,2,,,,,
player,201111130cle,ram,brownjos01,punt,0,,,,,
player,201111130cle,ram,brownjos01,punt_yds,0,,,,,
player,201111130cle,ram,brownjos01,punt_yds_per_punt,,,,,,
player,201111130cle,ram,brownjos01,punt_long,0,,,,,
player,201111130cle,ram,JoneDo21,xpm,,,,,,
player,201111130cle,ram,JoneDo21,xpa,,,,,,
player,201111130cle,ram,JoneDo21,fgm,,,,,,
player,201111130cle,ram,JoneDo21,fga,,,,,,
player,201111130cle,ram,JoneDo21,punt,5,,,,,
player,201111130cle,ram,JoneDo21,punt_yds,236,,,,,
player,201111130cle,ram,JoneDo21,punt_yds_per_punt,47.2,,,,,
player,201111130cle,ram,JoneDo21,punt_long,64,,,,,
player,201111130cle,cle,MaynBr20,xpm,,,,,,
player,201111130cle,cle,MaynBr20,xpa,,,,,,
player,201111130cle,cle,MaynBr20,fgm,,,,,,
player,201111130cle,cle,MaynBr20,fga,,,,,,
player,201111130cle,cle,MaynBr20,punt,5,,,,,
player,201111130cle,cle,MaynBr20,punt_yds,208,,,,,
player,201111130cle,cle,MaynBr20,punt_yds_per_punt,41.6,,,,,
player,201111130cle,cle,MaynBr20,punt_long,44,,,,,
player,201111130cle,cle,dawsophi01,xpm,,,,,,
player,201111130cle,cle,dawsophi01,xpa,,,,,,
player,201111130cle,cle,dawsophi01,fgm,4,,,,,
player,201111130cle,cle,dawsophi01,fga,5,,,,,
player,201111130cle,cle,dawsophi01,punt,0,,,,,
player,201111130cle,cle,dawsophi01,punt_yds,0,,,,,
player,201111130cle,cle,dawsophi01,punt_yds_per_punt,,,,,,
player,201111130cle,cle,dawsophi01,punt_long,0,,,,,
