game,2011,8,20111030,201110300sea,cin,"Cincinnati Bengals",34,sea,"Seattle Seahawks",12
player,201110300sea,sea,LewiRo22,tackles_solo,2,,,,,
player,201110300sea,sea,LewiRo22,tackles_assists,2,,,,,
player,201110300sea,sea,LewiRo22,tackles_loss,0,,,,,
player,201110300sea,sea,LewiRo22,qb_hits,0,,,,,
player,201110300sea,sea,LewiRo22,fumbles_rec,0,,,,,
player,201110300sea,sea,LewiRo22,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,LewiRo22,fumbles_rec_td,0,,,,,
player,201110300sea,sea,LewiRo22,fumbles_forced,0,,,,,
player,201110300sea,sea,MebaBr99,def_int,0,,,,,
player,201110300sea,sea,MebaBr99,def_int_yds,0,,,,,
player,201110300sea,sea,MebaBr99,def_int_td,0,,,,,
player,201110300sea,sea,MebaBr99,def_int_long,0,,,,,
player,201110300sea,sea,MebaBr99,pass_defended,0,,,,,
player,201110300sea,sea,MebaBr99,sacks,0.0,,,,,
player,201110300sea,sea,MebaBr99,tackles_combined,4,,,,,
player,201110300sea,sea,MebaBr99,tackles_solo,1,,,,,
player,201110300sea,sea,MebaBr99,tackles_assists,3,,,,,
player,201110300sea,sea,MebaBr99,tackles_loss,0,,,,,
player,201110300sea,sea,MebaBr99,qb_hits,0,,,,,
player,201110300sea,sea,MebaBr99,fumbles_rec,0,,,,,
player,201110300sea,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201110300sea,sea,MebaBr99,fumbles_forced,0,,,,,
player,201110300sea,sea,WrigK.00,def_int,0,,,,,
player,201110300sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201110300sea,sea,WrigK.00,def_int_td,0,,,,,
player,201110300sea,sea,WrigK.00,def_int_long,0,,,,,
player,201110300sea,sea,WrigK.00,pass_defended,0,,,,,
player,201110300sea,sea,WrigK.00,sacks,0.0,,,,,
player,201110300sea,sea,WrigK.00,tackles_combined,4,,,,,
player,201110300sea,sea,WrigK.00,tackles_solo,4,,,,,
player,201110300sea,sea,WrigK.00,tackles_assists,0,,,,,
player,201110300sea,sea,WrigK.00,tackles_loss,1,,,,,
player,201110300sea,sea,WrigK.00,qb_hits,0,,,,,
player,201110300sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201110300sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201110300sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201110300sea,sea,FarwHe20,def_int,0,,,,,
player,201110300sea,sea,FarwHe20,def_int_yds,0,,,,,
player,201110300sea,sea,FarwHe20,def_int_td,0,,,,,
player,201110300sea,sea,FarwHe20,def_int_long,0,,,,,
player,201110300sea,sea,FarwHe20,pass_defended,0,,,,,
player,201110300sea,sea,FarwHe20,sacks,0.0,,,,,
player,201110300sea,sea,FarwHe20,tackles_combined,3,,,,,
player,201110300sea,sea,FarwHe20,tackles_solo,3,,,,,
player,201110300sea,sea,FarwHe20,tackles_assists,0,,,,,
player,201110300sea,sea,FarwHe20,tackles_loss,0,,,,,
player,201110300sea,sea,FarwHe20,qb_hits,0,,,,,
player,201110300sea,sea,FarwHe20,fumbles_rec,0,,,,,
player,201110300sea,sea,FarwHe20,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,FarwHe20,fumbles_rec_td,0,,,,,
player,201110300sea,sea,FarwHe20,fumbles_forced,0,,,,,
player,201110300sea,sea,BrowBr00,def_int,0,,,,,
player,201110300sea,sea,BrowBr00,def_int_yds,0,,,,,
player,201110300sea,sea,BrowBr00,def_int_td,0,,,,,
player,201110300sea,sea,BrowBr00,def_int_long,0,,,,,
player,201110300sea,sea,BrowBr00,pass_defended,0,,,,,
player,201110300sea,sea,BrowBr00,sacks,0.0,,,,,
player,201110300sea,sea,BrowBr00,tackles_combined,2,,,,,
player,201110300sea,sea,BrowBr00,tackles_solo,2,,,,,
player,201110300sea,sea,BrowBr00,tackles_assists,0,,,,,
player,201110300sea,sea,BrowBr00,tackles_loss,0,,,,,
player,201110300sea,sea,BrowBr00,qb_hits,0,,,,,
player,201110300sea,sea,BrowBr00,fumbles_rec,0,,,,,
player,201110300sea,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201110300sea,sea,BrowBr00,fumbles_forced,0,,,,,
player,201110300sea,sea,BigbAt20,def_int,0,,,,,
player,201110300sea,sea,BigbAt20,def_int_yds,0,,,,,
player,201110300sea,sea,BigbAt20,def_int_td,0,,,,,
player,201110300sea,sea,BigbAt20,def_int_long,0,,,,,
player,201110300sea,sea,BigbAt20,pass_defended,0,,,,,
player,201110300sea,sea,BigbAt20,sacks,0.0,,,,,
player,201110300sea,sea,BigbAt20,tackles_combined,1,,,,,
player,201110300sea,sea,BigbAt20,tackles_solo,1,,,,,
player,201110300sea,sea,BigbAt20,tackles_assists,0,,,,,
player,201110300sea,sea,BigbAt20,tackles_loss,0,,,,,
player,201110300sea,sea,BigbAt20,qb_hits,0,,,,,
player,201110300sea,sea,BigbAt20,fumbles_rec,0,,,,,
player,201110300sea,sea,BigbAt20,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,BigbAt20,fumbles_rec_td,0,,,,,
player,201110300sea,sea,BigbAt20,fumbles_forced,0,,,,,
player,201110300sea,sea,BranAl99,def_int,0,,,,,
player,201110300sea,sea,BranAl99,def_int_yds,0,,,,,
player,201110300sea,sea,BranAl99,def_int_td,0,,,,,
player,201110300sea,sea,BranAl99,def_int_long,0,,,,,
player,201110300sea,sea,BranAl99,pass_defended,0,,,,,
player,201110300sea,sea,BranAl99,sacks,0.0,,,,,
player,201110300sea,sea,BranAl99,tackles_combined,1,,,,,
player,201110300sea,sea,BranAl99,tackles_solo,1,,,,,
player,201110300sea,sea,BranAl99,tackles_assists,0,,,,,
player,201110300sea,sea,BranAl99,tackles_loss,1,,,,,
player,201110300sea,sea,BranAl99,qb_hits,0,,,,,
player,201110300sea,sea,BranAl99,fumbles_rec,0,,,,,
player,201110300sea,sea,BranAl99,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,BranAl99,fumbles_rec_td,0,,,,,
player,201110300sea,sea,BranAl99,fumbles_forced,0,,,,,
player,201110300sea,sea,BrocRa20,def_int,0,,,,,
player,201110300sea,sea,BrocRa20,def_int_yds,0,,,,,
player,201110300sea,sea,BrocRa20,def_int_td,0,,,,,
player,201110300sea,sea,BrocRa20,def_int_long,0,,,,,
player,201110300sea,sea,BrocRa20,pass_defended,0,,,,,
player,201110300sea,sea,BrocRa20,sacks,0.0,,,,,
player,201110300sea,sea,BrocRa20,tackles_combined,1,,,,,
player,201110300sea,sea,BrocRa20,tackles_solo,0,,,,,
player,201110300sea,sea,BrocRa20,tackles_assists,1,,,,,
player,201110300sea,sea,BrocRa20,tackles_loss,0,,,,,
player,201110300sea,sea,BrocRa20,qb_hits,1,,,,,
player,201110300sea,sea,BrocRa20,fumbles_rec,0,,,,,
player,201110300sea,sea,BrocRa20,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,BrocRa20,fumbles_rec_td,0,,,,,
player,201110300sea,sea,BrocRa20,fumbles_forced,0,,,,,
player,201110300sea,sea,BryaRe99,def_int,0,,,,,
player,201110300sea,sea,BryaRe99,def_int_yds,0,,,,,
player,201110300sea,sea,BryaRe99,def_int_td,0,,,,,
player,201110300sea,sea,BryaRe99,def_int_long,0,,,,,
player,201110300sea,sea,BryaRe99,pass_defended,0,,,,,
player,201110300sea,sea,BryaRe99,sacks,0.0,,,,,
player,201110300sea,sea,BryaRe99,tackles_combined,1,,,,,
player,201110300sea,sea,BryaRe99,tackles_solo,0,,,,,
player,201110300sea,sea,BryaRe99,tackles_assists,1,,,,,
player,201110300sea,sea,BryaRe99,tackles_loss,0,,,,,
player,201110300sea,sea,BryaRe99,qb_hits,2,,,,,
player,201110300sea,sea,BryaRe99,fumbles_rec,0,,,,,
player,201110300sea,sea,BryaRe99,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,BryaRe99,fumbles_rec_td,0,,,,,
player,201110300sea,sea,BryaRe99,fumbles_forced,0,,,,,
player,201110300sea,sea,ClemCh23,def_int,0,,,,,
player,201110300sea,sea,ClemCh23,def_int_yds,0,,,,,
player,201110300sea,sea,ClemCh23,def_int_td,0,,,,,
player,201110300sea,sea,ClemCh23,def_int_long,0,,,,,
player,201110300sea,sea,ClemCh23,pass_defended,0,,,,,
player,201110300sea,sea,ClemCh23,sacks,0.0,,,,,
player,201110300sea,sea,ClemCh23,tackles_combined,1,,,,,
player,201110300sea,sea,ClemCh23,tackles_solo,1,,,,,
player,201110300sea,sea,ClemCh23,tackles_assists,0,,,,,
player,201110300sea,sea,ClemCh23,tackles_loss,0,,,,,
player,201110300sea,sea,ClemCh23,qb_hits,1,,,,,
player,201110300sea,sea,ClemCh23,fumbles_rec,0,,,,,
player,201110300sea,sea,ClemCh23,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,ClemCh23,fumbles_rec_td,0,,,,,
player,201110300sea,sea,ClemCh23,fumbles_forced,0,,,,,
player,201110300sea,sea,McDoCl99,def_int,0,,,,,
player,201110300sea,sea,McDoCl99,def_int_yds,0,,,,,
player,201110300sea,sea,McDoCl99,def_int_td,0,,,,,
player,201110300sea,sea,McDoCl99,def_int_long,0,,,,,
player,201110300sea,sea,McDoCl99,pass_defended,0,,,,,
player,201110300sea,sea,McDoCl99,sacks,0.0,,,,,
player,201110300sea,sea,McDoCl99,tackles_combined,1,,,,,
player,201110300sea,sea,McDoCl99,tackles_solo,0,,,,,
player,201110300sea,sea,McDoCl99,tackles_assists,1,,,,,
player,201110300sea,sea,McDoCl99,tackles_loss,0,,,,,
player,201110300sea,sea,McDoCl99,qb_hits,0,,,,,
player,201110300sea,sea,McDoCl99,fumbles_rec,0,,,,,
player,201110300sea,sea,McDoCl99,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,McDoCl99,fumbles_rec_td,0,,,,,
player,201110300sea,sea,McDoCl99,fumbles_forced,0,,,,,
player,201110300sea,sea,RobiMi00,def_int,0,,,,,
player,201110300sea,sea,RobiMi00,def_int_yds,0,,,,,
player,201110300sea,sea,RobiMi00,def_int_td,0,,,,,
player,201110300sea,sea,RobiMi00,def_int_long,0,,,,,
player,201110300sea,sea,RobiMi00,pass_defended,0,,,,,
player,201110300sea,sea,RobiMi00,sacks,0.0,,,,,
player,201110300sea,sea,RobiMi00,tackles_combined,1,,,,,
player,201110300sea,sea,RobiMi00,tackles_solo,1,,,,,
player,201110300sea,sea,RobiMi00,tackles_assists,0,,,,,
player,201110300sea,sea,RobiMi00,tackles_loss,0,,,,,
player,201110300sea,sea,RobiMi00,qb_hits,0,,,,,
player,201110300sea,sea,RobiMi00,fumbles_rec,0,,,,,
player,201110300sea,sea,RobiMi00,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,RobiMi00,fumbles_rec_td,0,,,,,
player,201110300sea,sea,RobiMi00,fumbles_forced,0,,,,,
player,201110300sea,sea,RyanJo21,def_int,0,,,,,
player,201110300sea,sea,RyanJo21,def_int_yds,0,,,,,
player,201110300sea,sea,RyanJo21,def_int_td,0,,,,,
player,201110300sea,sea,RyanJo21,def_int_long,0,,,,,
player,201110300sea,sea,RyanJo21,pass_defended,0,,,,,
player,201110300sea,sea,RyanJo21,sacks,0.0,,,,,
player,201110300sea,sea,RyanJo21,tackles_combined,1,,,,,
player,201110300sea,sea,RyanJo21,tackles_solo,1,,,,,
player,201110300sea,sea,RyanJo21,tackles_assists,0,,,,,
player,201110300sea,sea,RyanJo21,tackles_loss,0,,,,,
player,201110300sea,sea,RyanJo21,qb_hits,0,,,,,
player,201110300sea,sea,RyanJo21,fumbles_rec,0,,,,,
player,201110300sea,sea,RyanJo21,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,RyanJo21,fumbles_rec_td,0,,,,,
player,201110300sea,sea,RyanJo21,fumbles_forced,0,,,,,
player,201110300sea,sea,SmitMa02,def_int,0,,,,,
player,201110300sea,sea,SmitMa02,def_int_yds,0,,,,,
player,201110300sea,sea,SmitMa02,def_int_td,0,,,,,
player,201110300sea,sea,SmitMa02,def_int_long,0,,,,,
player,201110300sea,sea,SmitMa02,pass_defended,0,,,,,
player,201110300sea,sea,SmitMa02,sacks,0.0,,,,,
player,201110300sea,sea,SmitMa02,tackles_combined,1,,,,,
player,201110300sea,sea,SmitMa02,tackles_solo,0,,,,,
player,201110300sea,sea,SmitMa02,tackles_assists,1,,,,,
player,201110300sea,sea,SmitMa02,tackles_loss,0,,,,,
player,201110300sea,sea,SmitMa02,qb_hits,0,,,,,
player,201110300sea,sea,SmitMa02,fumbles_rec,0,,,,,
player,201110300sea,sea,SmitMa02,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,SmitMa02,fumbles_rec_td,0,,,,,
player,201110300sea,sea,SmitMa02,fumbles_forced,0,,,,,
player,201110300sea,cin,TateBr00,kick_ret,4,,,,,
player,201110300sea,cin,TateBr00,kick_ret_yds,113,,,,,
player,201110300sea,cin,TateBr00,kick_ret_yds_per_ret,28.3,,,,,
player,201110300sea,cin,TateBr00,kick_ret_td,0,,,,,
player,201110300sea,cin,TateBr00,kick_ret_long,45,,,,,
player,201110300sea,cin,TateBr00,punt_ret,3,,,,,
player,201110300sea,cin,TateBr00,punt_ret_yds,73,,,,,
player,201110300sea,cin,TateBr00,punt_ret_yds_per_ret,24.3,,,,,
player,201110300sea,cin,TateBr00,punt_ret_td,1,,,,,
player,201110300sea,cin,TateBr00,punt_ret_long,56,,,,,
player,201110300sea,cin,JonePa20,kick_ret,0,,,,,
player,201110300sea,cin,JonePa20,kick_ret_yds,0,,,,,
player,201110300sea,cin,JonePa20,kick_ret_yds_per_ret,,,,,,
player,201110300sea,cin,JonePa20,kick_ret_td,0,,,,,
player,201110300sea,cin,JonePa20,kick_ret_long,0,,,,,
player,201110300sea,cin,JonePa20,punt_ret,1,,,,,
player,201110300sea,cin,JonePa20,punt_ret_yds,63,,,,,
player,201110300sea,cin,JonePa20,punt_ret_yds_per_ret,63.0,,,,,
player,201110300sea,cin,JonePa20,punt_ret_td,0,,,,,
player,201110300sea,cin,JonePa20,punt_ret_long,63,,,,,
player,201110300sea,sea,WashLe00,kick_ret,5,,,,,
player,201110300sea,sea,WashLe00,kick_ret_yds,142,,,,,
player,201110300sea,sea,WashLe00,kick_ret_yds_per_ret,28.4,,,,,
player,201110300sea,sea,WashLe00,kick_ret_td,0,,,,,
player,201110300sea,sea,WashLe00,kick_ret_long,43,,,,,
player,201110300sea,sea,WashLe00,punt_ret,3,,,,,
player,201110300sea,sea,WashLe00,punt_ret_yds,38,,,,,
player,201110300sea,sea,WashLe00,punt_ret_yds_per_ret,12.7,,,,,
player,201110300sea,sea,WashLe00,punt_ret_td,0,,,,,
player,201110300sea,sea,WashLe00,punt_ret_long,14,,,,,
player,201110300sea,sea,ForsJu00,kick_ret,1,,,,,
player,201110300sea,sea,ForsJu00,kick_ret_yds,11,,,,,
player,201110300sea,sea,ForsJu00,kick_ret_yds_per_ret,11.0,,,,,
player,201110300sea,sea,ForsJu00,kick_ret_td,0,,,,,
player,201110300sea,sea,ForsJu00,kick_ret_long,11,,,,,
player,201110300sea,sea,ForsJu00,punt_ret,0,,,,,
player,201110300sea,sea,ForsJu00,punt_ret_yds,0,,,,,
player,201110300sea,sea,ForsJu00,punt_ret_yds_per_ret,,,,,,
player,201110300sea,sea,ForsJu00,punt_ret_td,0,,,,,
player,201110300sea,sea,ForsJu00,punt_ret_long,0,,,,,
player,201110300sea,cin,nugenmik01,xpm,4,,,,,
player,201110300sea,cin,nugenmik01,xpa,4,,,,,
player,201110300sea,cin,nugenmik01,fgm,2,,,,,
player,201110300sea,cin,nugenmik01,fga,2,,,,,
player,201110300sea,cin,nugenmik01,punt,0,,,,,
player,201110300sea,cin,nugenmik01,punt_yds,0,,,,,
player,201110300sea,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201110300sea,cin,nugenmik01,punt_long,0,,,,,
player,201110300sea,cin,HubeKe20,xpm,,,,,,
player,201110300sea,cin,HubeKe20,xpa,,,,,,
player,201110300sea,cin,HubeKe20,fgm,,,,,,
player,201110300sea,cin,HubeKe20,fga,,,,,,
player,201110300sea,cin,HubeKe20,punt,5,,,,,
player,201110300sea,cin,HubeKe20,punt_yds,226,,,,,
player,201110300sea,cin,HubeKe20,punt_yds_per_punt,45.2,,,,,
player,201110300sea,cin,HubeKe20,punt_long,59,,,,,
player,201110300sea,sea,RyanJo21,xpm,,,,,,
player,201110300sea,sea,RyanJo21,xpa,,,,,,
player,201110300sea,sea,RyanJo21,fgm,,,,,,
player,201110300sea,sea,RyanJo21,fga,,,,,,
player,201110300sea,sea,RyanJo21,punt,6,,,,,
player,201110300sea,sea,RyanJo21,punt_yds,320,,,,,
player,201110300sea,sea,RyanJo21,punt_yds_per_punt,53.3,,,,,
player,201110300sea,sea,RyanJo21,punt_long,65,,,,,
player,201110300sea,sea,HausSt00,xpm,,,,,,
player,201110300sea,sea,HausSt00,xpa,,,,,,
player,201110300sea,sea,HausSt00,fgm,2,,,,,
player,201110300sea,sea,HausSt00,fga,2,,,,,
player,201110300sea,sea,HausSt00,punt,0,,,,,
player,201110300sea,sea,HausSt00,punt_yds,0,,,,,
player,201110300sea,sea,HausSt00,punt_yds_per_punt,,,,,,
player,201110300sea,sea,HausSt00,punt_long,0,,,,,
