game,2011,3,20110925,201109250cin,sfo,"San Francisco 49ers",13,cin,"Cincinnati Bengals",8
player,201109250cin,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201109250cin,cin,DunlCa99,fumbles_forced,0,,,,,
player,201109250cin,cin,JennKe20,def_int,0,,,,,
player,201109250cin,cin,JennKe20,def_int_yds,0,,,,,
player,201109250cin,cin,JennKe20,def_int_td,0,,,,,
player,201109250cin,cin,JennKe20,def_int_long,0,,,,,
player,201109250cin,cin,JennKe20,pass_defended,0,,,,,
player,201109250cin,cin,JennKe20,sacks,0.0,,,,,
player,201109250cin,cin,JennKe20,tackles_combined,1,,,,,
player,201109250cin,cin,JennKe20,tackles_solo,0,,,,,
player,201109250cin,cin,JennKe20,tackles_assists,1,,,,,
player,201109250cin,cin,JennKe20,tackles_loss,0,,,,,
player,201109250cin,cin,JennKe20,qb_hits,0,,,,,
player,201109250cin,cin,JennKe20,fumbles_rec,0,,,,,
player,201109250cin,cin,JennKe20,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,JennKe20,fumbles_rec_td,0,,,,,
player,201109250cin,cin,JennKe20,fumbles_forced,0,,,,,
player,201109250cin,cin,LeonBr00,def_int,0,,,,,
player,201109250cin,cin,LeonBr00,def_int_yds,0,,,,,
player,201109250cin,cin,LeonBr00,def_int_td,0,,,,,
player,201109250cin,cin,LeonBr00,def_int_long,0,,,,,
player,201109250cin,cin,LeonBr00,pass_defended,0,,,,,
player,201109250cin,cin,LeonBr00,sacks,0.0,,,,,
player,201109250cin,cin,LeonBr00,tackles_combined,1,,,,,
player,201109250cin,cin,LeonBr00,tackles_solo,0,,,,,
player,201109250cin,cin,LeonBr00,tackles_assists,1,,,,,
player,201109250cin,cin,LeonBr00,tackles_loss,0,,,,,
player,201109250cin,cin,LeonBr00,qb_hits,0,,,,,
player,201109250cin,cin,LeonBr00,fumbles_rec,0,,,,,
player,201109250cin,cin,LeonBr00,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,LeonBr00,fumbles_rec_td,0,,,,,
player,201109250cin,cin,LeonBr00,fumbles_forced,0,,,,,
player,201109250cin,cin,MileJe00,def_int,0,,,,,
player,201109250cin,cin,MileJe00,def_int_yds,0,,,,,
player,201109250cin,cin,MileJe00,def_int_td,0,,,,,
player,201109250cin,cin,MileJe00,def_int_long,0,,,,,
player,201109250cin,cin,MileJe00,pass_defended,0,,,,,
player,201109250cin,cin,MileJe00,sacks,0.0,,,,,
player,201109250cin,cin,MileJe00,tackles_combined,1,,,,,
player,201109250cin,cin,MileJe00,tackles_solo,1,,,,,
player,201109250cin,cin,MileJe00,tackles_assists,0,,,,,
player,201109250cin,cin,MileJe00,tackles_loss,0,,,,,
player,201109250cin,cin,MileJe00,qb_hits,0,,,,,
player,201109250cin,cin,MileJe00,fumbles_rec,0,,,,,
player,201109250cin,cin,MileJe00,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,MileJe00,fumbles_rec_td,0,,,,,
player,201109250cin,cin,MileJe00,fumbles_forced,0,,,,,
player,201109250cin,cin,PeerCe00,def_int,0,,,,,
player,201109250cin,cin,PeerCe00,def_int_yds,0,,,,,
player,201109250cin,cin,PeerCe00,def_int_td,0,,,,,
player,201109250cin,cin,PeerCe00,def_int_long,0,,,,,
player,201109250cin,cin,PeerCe00,pass_defended,0,,,,,
player,201109250cin,cin,PeerCe00,sacks,0.0,,,,,
player,201109250cin,cin,PeerCe00,tackles_combined,1,,,,,
player,201109250cin,cin,PeerCe00,tackles_solo,1,,,,,
player,201109250cin,cin,PeerCe00,tackles_assists,0,,,,,
player,201109250cin,cin,PeerCe00,tackles_loss,0,,,,,
player,201109250cin,cin,PeerCe00,qb_hits,0,,,,,
player,201109250cin,cin,PeerCe00,fumbles_rec,0,,,,,
player,201109250cin,cin,PeerCe00,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,PeerCe00,fumbles_rec_td,0,,,,,
player,201109250cin,cin,PeerCe00,fumbles_forced,0,,,,,
player,201109250cin,cin,TrenMo99,def_int,0,,,,,
player,201109250cin,cin,TrenMo99,def_int_yds,0,,,,,
player,201109250cin,cin,TrenMo99,def_int_td,0,,,,,
player,201109250cin,cin,TrenMo99,def_int_long,0,,,,,
player,201109250cin,cin,TrenMo99,pass_defended,0,,,,,
player,201109250cin,cin,TrenMo99,sacks,0.0,,,,,
player,201109250cin,cin,TrenMo99,tackles_combined,1,,,,,
player,201109250cin,cin,TrenMo99,tackles_solo,1,,,,,
player,201109250cin,cin,TrenMo99,tackles_assists,0,,,,,
player,201109250cin,cin,TrenMo99,tackles_loss,0,,,,,
player,201109250cin,cin,TrenMo99,qb_hits,0,,,,,
player,201109250cin,cin,TrenMo99,fumbles_rec,0,,,,,
player,201109250cin,cin,TrenMo99,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,TrenMo99,fumbles_rec_td,0,,,,,
player,201109250cin,cin,TrenMo99,fumbles_forced,0,,,,,
player,201109250cin,cin,WilsGi20,def_int,0,,,,,
player,201109250cin,cin,WilsGi20,def_int_yds,0,,,,,
player,201109250cin,cin,WilsGi20,def_int_td,0,,,,,
player,201109250cin,cin,WilsGi20,def_int_long,0,,,,,
player,201109250cin,cin,WilsGi20,pass_defended,0,,,,,
player,201109250cin,cin,WilsGi20,sacks,0.0,,,,,
player,201109250cin,cin,WilsGi20,tackles_combined,1,,,,,
player,201109250cin,cin,WilsGi20,tackles_solo,1,,,,,
player,201109250cin,cin,WilsGi20,tackles_assists,0,,,,,
player,201109250cin,cin,WilsGi20,tackles_loss,0,,,,,
player,201109250cin,cin,WilsGi20,qb_hits,0,,,,,
player,201109250cin,cin,WilsGi20,fumbles_rec,0,,,,,
player,201109250cin,cin,WilsGi20,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,WilsGi20,fumbles_rec_td,0,,,,,
player,201109250cin,cin,WilsGi20,fumbles_forced,0,,,,,
player,201109250cin,sfo,GinnTe00,kick_ret,2,,,,,
player,201109250cin,sfo,GinnTe00,kick_ret_yds,59,,,,,
player,201109250cin,sfo,GinnTe00,kick_ret_yds_per_ret,29.5,,,,,
player,201109250cin,sfo,GinnTe00,kick_ret_td,0,,,,,
player,201109250cin,sfo,GinnTe00,kick_ret_long,32,,,,,
player,201109250cin,sfo,GinnTe00,punt_ret,3,,,,,
player,201109250cin,sfo,GinnTe00,punt_ret_yds,19,,,,,
player,201109250cin,sfo,GinnTe00,punt_ret_yds_per_ret,6.3,,,,,
player,201109250cin,sfo,GinnTe00,punt_ret_td,0,,,,,
player,201109250cin,sfo,GinnTe00,punt_ret_long,9,,,,,
player,201109250cin,cin,TateBr00,kick_ret,2,,,,,
player,201109250cin,cin,TateBr00,kick_ret_yds,50,,,,,
player,201109250cin,cin,TateBr00,kick_ret_yds_per_ret,25.0,,,,,
player,201109250cin,cin,TateBr00,kick_ret_td,0,,,,,
player,201109250cin,cin,TateBr00,kick_ret_long,25,,,,,
player,201109250cin,cin,TateBr00,punt_ret,3,,,,,
player,201109250cin,cin,TateBr00,punt_ret_yds,31,,,,,
player,201109250cin,cin,TateBr00,punt_ret_yds_per_ret,10.3,,,,,
player,201109250cin,cin,TateBr00,punt_ret_td,0,,,,,
player,201109250cin,cin,TateBr00,punt_ret_long,14,,,,,
player,201109250cin,cin,ClemNa99,kick_ret,1,,,,,
player,201109250cin,cin,ClemNa99,kick_ret_yds,4,,,,,
player,201109250cin,cin,ClemNa99,kick_ret_yds_per_ret,4.0,,,,,
player,201109250cin,cin,ClemNa99,kick_ret_td,0,,,,,
player,201109250cin,cin,ClemNa99,kick_ret_long,4,,,,,
player,201109250cin,cin,ClemNa99,punt_ret,0,,,,,
player,201109250cin,cin,ClemNa99,punt_ret_yds,0,,,,,
player,201109250cin,cin,ClemNa99,punt_ret_yds_per_ret,,,,,,
player,201109250cin,cin,ClemNa99,punt_ret_td,0,,,,,
player,201109250cin,cin,ClemNa99,punt_ret_long,0,,,,,
player,201109250cin,sfo,akersdav01,xpm,1,,,,,
player,201109250cin,sfo,akersdav01,xpa,1,,,,,
player,201109250cin,sfo,akersdav01,fgm,2,,,,,
player,201109250cin,sfo,akersdav01,fga,2,,,,,
player,201109250cin,sfo,akersdav01,punt,0,,,,,
player,201109250cin,sfo,akersdav01,punt_yds,0,,,,,
player,201109250cin,sfo,akersdav01,punt_yds_per_punt,,,,,,
player,201109250cin,sfo,akersdav01,punt_long,0,,,,,
player,201109250cin,sfo,LeexAn20,xpm,,,,,,
player,201109250cin,sfo,LeexAn20,xpa,,,,,,
player,201109250cin,sfo,LeexAn20,fgm,,,,,,
player,201109250cin,sfo,LeexAn20,fga,,,,,,
player,201109250cin,sfo,LeexAn20,punt,7,,,,,
player,201109250cin,sfo,LeexAn20,punt_yds,320,,,,,
player,201109250cin,sfo,LeexAn20,punt_yds_per_punt,45.7,,,,,
player,201109250cin,sfo,LeexAn20,punt_long,60,,,,,
player,201109250cin,cin,HubeKe20,xpm,,,,,,
player,201109250cin,cin,HubeKe20,xpa,,,,,,
player,201109250cin,cin,HubeKe20,fgm,,,,,,
player,201109250cin,cin,HubeKe20,fga,,,,,,
player,201109250cin,cin,HubeKe20,punt,7,,,,,
player,201109250cin,cin,HubeKe20,punt_yds,317,,,,,
player,201109250cin,cin,HubeKe20,punt_yds_per_punt,45.3,,,,,
player,201109250cin,cin,HubeKe20,punt_long,59,,,,,
player,201109250cin,cin,nugenmik01,xpm,,,,,,
player,201109250cin,cin,nugenmik01,xpa,,,,,,
player,201109250cin,cin,nugenmik01,fgm,2,,,,,
player,201109250cin,cin,nugenmik01,fga,2,,,,,
player,201109250cin,cin,nugenmik01,punt,0,,,,,
player,201109250cin,cin,nugenmik01,punt_yds,0,,,,,
player,201109250cin,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201109250cin,cin,nugenmik01,punt_long,0,,,,,
