game,2011,1,20110911,201109110sdg,min,"Minnesota Vikings",17,sdg,"San Diego Chargers",24
player,201109110sdg,sdg,GilcMa00,pass_defended,0,,,,,
player,201109110sdg,sdg,GilcMa00,sacks,0.0,,,,,
player,201109110sdg,sdg,GilcMa00,tackles_combined,1,,,,,
player,201109110sdg,sdg,GilcMa00,tackles_solo,1,,,,,
player,201109110sdg,sdg,GilcMa00,tackles_assists,0,,,,,
player,201109110sdg,sdg,GilcMa00,tackles_loss,0,,,,,
player,201109110sdg,sdg,GilcMa00,qb_hits,0,,,,,
player,201109110sdg,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201109110sdg,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201109110sdg,sdg,GregSt20,def_int,0,,,,,
player,201109110sdg,sdg,GregSt20,def_int_yds,0,,,,,
player,201109110sdg,sdg,GregSt20,def_int_td,0,,,,,
player,201109110sdg,sdg,GregSt20,def_int_long,0,,,,,
player,201109110sdg,sdg,GregSt20,pass_defended,0,,,,,
player,201109110sdg,sdg,GregSt20,sacks,0.0,,,,,
player,201109110sdg,sdg,GregSt20,tackles_combined,1,,,,,
player,201109110sdg,sdg,GregSt20,tackles_solo,1,,,,,
player,201109110sdg,sdg,GregSt20,tackles_assists,0,,,,,
player,201109110sdg,sdg,GregSt20,tackles_loss,0,,,,,
player,201109110sdg,sdg,GregSt20,qb_hits,0,,,,,
player,201109110sdg,sdg,GregSt20,fumbles_rec,0,,,,,
player,201109110sdg,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,GregSt20,fumbles_forced,0,,,,,
player,201109110sdg,sdg,LaBoTr20,def_int,0,,,,,
player,201109110sdg,sdg,LaBoTr20,def_int_yds,0,,,,,
player,201109110sdg,sdg,LaBoTr20,def_int_td,0,,,,,
player,201109110sdg,sdg,LaBoTr20,def_int_long,0,,,,,
player,201109110sdg,sdg,LaBoTr20,pass_defended,0,,,,,
player,201109110sdg,sdg,LaBoTr20,sacks,0.0,,,,,
player,201109110sdg,sdg,LaBoTr20,tackles_combined,1,,,,,
player,201109110sdg,sdg,LaBoTr20,tackles_solo,1,,,,,
player,201109110sdg,sdg,LaBoTr20,tackles_assists,0,,,,,
player,201109110sdg,sdg,LaBoTr20,tackles_loss,0,,,,,
player,201109110sdg,sdg,LaBoTr20,qb_hits,0,,,,,
player,201109110sdg,sdg,LaBoTr20,fumbles_rec,0,,,,,
player,201109110sdg,sdg,LaBoTr20,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,LaBoTr20,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,LaBoTr20,fumbles_forced,0,,,,,
player,201109110sdg,sdg,MartVa99,def_int,0,,,,,
player,201109110sdg,sdg,MartVa99,def_int_yds,0,,,,,
player,201109110sdg,sdg,MartVa99,def_int_td,0,,,,,
player,201109110sdg,sdg,MartVa99,def_int_long,0,,,,,
player,201109110sdg,sdg,MartVa99,pass_defended,0,,,,,
player,201109110sdg,sdg,MartVa99,sacks,0.0,,,,,
player,201109110sdg,sdg,MartVa99,tackles_combined,1,,,,,
player,201109110sdg,sdg,MartVa99,tackles_solo,0,,,,,
player,201109110sdg,sdg,MartVa99,tackles_assists,1,,,,,
player,201109110sdg,sdg,MartVa99,tackles_loss,0,,,,,
player,201109110sdg,sdg,MartVa99,qb_hits,0,,,,,
player,201109110sdg,sdg,MartVa99,fumbles_rec,0,,,,,
player,201109110sdg,sdg,MartVa99,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,MartVa99,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,MartVa99,fumbles_forced,0,,,,,
player,201109110sdg,min,SherMa20,kick_ret,0,,,,,
player,201109110sdg,min,SherMa20,kick_ret_yds,0,,,,,
player,201109110sdg,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201109110sdg,min,SherMa20,kick_ret_td,0,,,,,
player,201109110sdg,min,SherMa20,kick_ret_long,0,,,,,
player,201109110sdg,min,SherMa20,punt_ret,2,,,,,
player,201109110sdg,min,SherMa20,punt_ret_yds,17,,,,,
player,201109110sdg,min,SherMa20,punt_ret_yds_per_ret,8.5,,,,,
player,201109110sdg,min,SherMa20,punt_ret_td,0,,,,,
player,201109110sdg,min,SherMa20,punt_ret_long,15,,,,,
player,201109110sdg,min,BookLo00,kick_ret,1,,,,,
player,201109110sdg,min,BookLo00,kick_ret_yds,20,,,,,
player,201109110sdg,min,BookLo00,kick_ret_yds_per_ret,20.0,,,,,
player,201109110sdg,min,BookLo00,kick_ret_td,0,,,,,
player,201109110sdg,min,BookLo00,kick_ret_long,20,,,,,
player,201109110sdg,min,BookLo00,punt_ret,0,,,,,
player,201109110sdg,min,BookLo00,punt_ret_yds,0,,,,,
player,201109110sdg,min,BookLo00,punt_ret_yds_per_ret,,,,,,
player,201109110sdg,min,BookLo00,punt_ret_td,0,,,,,
player,201109110sdg,min,BookLo00,punt_ret_long,0,,,,,
player,201109110sdg,min,GrifEv99,kick_ret,1,,,,,
player,201109110sdg,min,GrifEv99,kick_ret_yds,7,,,,,
player,201109110sdg,min,GrifEv99,kick_ret_yds_per_ret,7.0,,,,,
player,201109110sdg,min,GrifEv99,kick_ret_td,0,,,,,
player,201109110sdg,min,GrifEv99,kick_ret_long,7,,,,,
player,201109110sdg,min,GrifEv99,punt_ret,0,,,,,
player,201109110sdg,min,GrifEv99,punt_ret_yds,0,,,,,
player,201109110sdg,min,GrifEv99,punt_ret_yds_per_ret,,,,,,
player,201109110sdg,min,GrifEv99,punt_ret_td,0,,,,,
player,201109110sdg,min,GrifEv99,punt_ret_long,0,,,,,
player,201109110sdg,min,HarvPe00,kick_ret,1,,,,,
player,201109110sdg,min,HarvPe00,kick_ret_yds,103,,,,,
player,201109110sdg,min,HarvPe00,kick_ret_yds_per_ret,103.0,,,,,
player,201109110sdg,min,HarvPe00,kick_ret_td,1,,,,,
player,201109110sdg,min,HarvPe00,kick_ret_long,103,,,,,
player,201109110sdg,min,HarvPe00,punt_ret,0,,,,,
player,201109110sdg,min,HarvPe00,punt_ret_yds,0,,,,,
player,201109110sdg,min,HarvPe00,punt_ret_yds_per_ret,,,,,,
player,201109110sdg,min,HarvPe00,punt_ret_td,0,,,,,
player,201109110sdg,min,HarvPe00,punt_ret_long,0,,,,,
player,201109110sdg,sdg,WaltBr00,kick_ret,0,,,,,
player,201109110sdg,sdg,WaltBr00,kick_ret_yds,0,,,,,
player,201109110sdg,sdg,WaltBr00,kick_ret_yds_per_ret,,,,,,
player,201109110sdg,sdg,WaltBr00,kick_ret_td,0,,,,,
player,201109110sdg,sdg,WaltBr00,kick_ret_long,0,,,,,
player,201109110sdg,sdg,WaltBr00,punt_ret,5,,,,,
player,201109110sdg,sdg,WaltBr00,punt_ret_yds,38,,,,,
player,201109110sdg,sdg,WaltBr00,punt_ret_yds_per_ret,7.6,,,,,
player,201109110sdg,sdg,WaltBr00,punt_ret_td,0,,,,,
player,201109110sdg,sdg,WaltBr00,punt_ret_long,13,,,,,
player,201109110sdg,sdg,GoodRi00,kick_ret,2,,,,,
player,201109110sdg,sdg,GoodRi00,kick_ret_yds,53,,,,,
player,201109110sdg,sdg,GoodRi00,kick_ret_yds_per_ret,26.5,,,,,
player,201109110sdg,sdg,GoodRi00,kick_ret_td,0,,,,,
player,201109110sdg,sdg,GoodRi00,kick_ret_long,27,,,,,
player,201109110sdg,sdg,GoodRi00,punt_ret,0,,,,,
player,201109110sdg,sdg,GoodRi00,punt_ret_yds,0,,,,,
player,201109110sdg,sdg,GoodRi00,punt_ret_yds_per_ret,,,,,,
player,201109110sdg,sdg,GoodRi00,punt_ret_td,0,,,,,
player,201109110sdg,sdg,GoodRi00,punt_ret_long,0,,,,,
player,201109110sdg,sdg,HestJa00,kick_ret,1,,,,,
player,201109110sdg,sdg,HestJa00,kick_ret_yds,24,,,,,
player,201109110sdg,sdg,HestJa00,kick_ret_yds_per_ret,24.0,,,,,
player,201109110sdg,sdg,HestJa00,kick_ret_td,0,,,,,
player,201109110sdg,sdg,HestJa00,kick_ret_long,24,,,,,
player,201109110sdg,sdg,HestJa00,punt_ret,0,,,,,
player,201109110sdg,sdg,HestJa00,punt_ret_yds,0,,,,,
player,201109110sdg,sdg,HestJa00,punt_ret_yds_per_ret,,,,,,
player,201109110sdg,sdg,HestJa00,punt_ret_td,0,,,,,
player,201109110sdg,sdg,HestJa00,punt_ret_long,0,,,,,
player,201109110sdg,sdg,SperKo00,kick_ret,1,,,,,
player,201109110sdg,sdg,SperKo00,kick_ret_yds,13,,,,,
player,201109110sdg,sdg,SperKo00,kick_ret_yds_per_ret,13.0,,,,,
player,201109110sdg,sdg,SperKo00,kick_ret_td,0,,,,,
player,201109110sdg,sdg,SperKo00,kick_ret_long,13,,,,,
player,201109110sdg,sdg,SperKo00,punt_ret,0,,,,,
player,201109110sdg,sdg,SperKo00,punt_ret_yds,0,,,,,
player,201109110sdg,sdg,SperKo00,punt_ret_yds_per_ret,,,,,,
player,201109110sdg,sdg,SperKo00,punt_ret_td,0,,,,,
player,201109110sdg,sdg,SperKo00,punt_ret_long,0,,,,,
player,201109110sdg,min,longwrya01,xpm,2,,,,,
player,201109110sdg,min,longwrya01,xpa,2,,,,,
player,201109110sdg,min,longwrya01,fgm,1,,,,,
player,201109110sdg,min,longwrya01,fga,1,,,,,
player,201109110sdg,min,longwrya01,punt,0,,,,,
player,201109110sdg,min,longwrya01,punt_yds,0,,,,,
player,201109110sdg,min,longwrya01,punt_yds_per_punt,,,,,,
player,201109110sdg,min,longwrya01,punt_long,0,,,,,
player,201109110sdg,min,KluwCh20,xpm,,,,,,
player,201109110sdg,min,KluwCh20,xpa,,,,,,
player,201109110sdg,min,KluwCh20,fgm,,,,,,
player,201109110sdg,min,KluwCh20,fga,,,,,,
player,201109110sdg,min,KluwCh20,punt,6,,,,,
player,201109110sdg,min,KluwCh20,punt_yds,289,,,,,
player,201109110sdg,min,KluwCh20,punt_yds_per_punt,48.2,,,,,
player,201109110sdg,min,KluwCh20,punt_long,56,,,,,
player,201109110sdg,sdg,ScifMi20,xpm,3,,,,,
player,201109110sdg,sdg,ScifMi20,xpa,3,,,,,
player,201109110sdg,sdg,ScifMi20,fgm,1,,,,,
player,201109110sdg,sdg,ScifMi20,fga,1,,,,,
player,201109110sdg,sdg,ScifMi20,punt,3,,,,,
player,201109110sdg,sdg,ScifMi20,punt_yds,127,,,,,
player,201109110sdg,sdg,ScifMi20,punt_yds_per_punt,42.3,,,,,
player,201109110sdg,sdg,ScifMi20,punt_long,47,,,,,
