game,2010,7,20101024,201010240mia,pit,"Pittsburgh Steelers",23,mia,"Miami Dolphins",22
player,201010240mia,mia,SpitAu99,def_int,0,,,,,
player,201010240mia,mia,SpitAu99,def_int_yds,0,,,,,
player,201010240mia,mia,SpitAu99,def_int_td,0,,,,,
player,201010240mia,mia,SpitAu99,def_int_long,0,,,,,
player,201010240mia,mia,SpitAu99,pass_defended,0,,,,,
player,201010240mia,mia,SpitAu99,sacks,0.0,,,,,
player,201010240mia,mia,SpitAu99,tackles_combined,1,,,,,
player,201010240mia,mia,SpitAu99,tackles_solo,1,,,,,
player,201010240mia,mia,SpitAu99,tackles_assists,0,,,,,
player,201010240mia,mia,SpitAu99,tackles_loss,0,,,,,
player,201010240mia,mia,SpitAu99,qb_hits,0,,,,,
player,201010240mia,mia,SpitAu99,fumbles_rec,0,,,,,
player,201010240mia,mia,SpitAu99,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,SpitAu99,fumbles_rec_td,0,,,,,
player,201010240mia,mia,SpitAu99,fumbles_forced,0,,,,,
player,201010240mia,mia,StarRa20,def_int,0,,,,,
player,201010240mia,mia,StarRa20,def_int_yds,0,,,,,
player,201010240mia,mia,StarRa20,def_int_td,0,,,,,
player,201010240mia,mia,StarRa20,def_int_long,0,,,,,
player,201010240mia,mia,StarRa20,pass_defended,0,,,,,
player,201010240mia,mia,StarRa20,sacks,0.0,,,,,
player,201010240mia,mia,StarRa20,tackles_combined,1,,,,,
player,201010240mia,mia,StarRa20,tackles_solo,1,,,,,
player,201010240mia,mia,StarRa20,tackles_assists,0,,,,,
player,201010240mia,mia,StarRa20,tackles_loss,0,,,,,
player,201010240mia,mia,StarRa20,qb_hits,0,,,,,
player,201010240mia,mia,StarRa20,fumbles_rec,0,,,,,
player,201010240mia,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201010240mia,mia,StarRa20,fumbles_forced,0,,,,,
player,201010240mia,mia,DaviVo99,def_int,0,,,,,
player,201010240mia,mia,DaviVo99,def_int_yds,0,,,,,
player,201010240mia,mia,DaviVo99,def_int_td,0,,,,,
player,201010240mia,mia,DaviVo99,def_int_long,0,,,,,
player,201010240mia,mia,DaviVo99,pass_defended,1,,,,,
player,201010240mia,mia,DaviVo99,sacks,0.0,,,,,
player,201010240mia,mia,DaviVo99,tackles_combined,0,,,,,
player,201010240mia,mia,DaviVo99,tackles_solo,0,,,,,
player,201010240mia,mia,DaviVo99,tackles_assists,0,,,,,
player,201010240mia,mia,DaviVo99,tackles_loss,0,,,,,
player,201010240mia,mia,DaviVo99,qb_hits,0,,,,,
player,201010240mia,mia,DaviVo99,fumbles_rec,0,,,,,
player,201010240mia,mia,DaviVo99,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,DaviVo99,fumbles_rec_td,0,,,,,
player,201010240mia,mia,DaviVo99,fumbles_forced,0,,,,,
player,201010240mia,mia,JoneRe99,def_int,0,,,,,
player,201010240mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201010240mia,mia,JoneRe99,def_int_td,0,,,,,
player,201010240mia,mia,JoneRe99,def_int_long,0,,,,,
player,201010240mia,mia,JoneRe99,pass_defended,0,,,,,
player,201010240mia,mia,JoneRe99,sacks,0.0,,,,,
player,201010240mia,mia,JoneRe99,tackles_combined,0,,,,,
player,201010240mia,mia,JoneRe99,tackles_solo,0,,,,,
player,201010240mia,mia,JoneRe99,tackles_assists,0,,,,,
player,201010240mia,mia,JoneRe99,tackles_loss,0,,,,,
player,201010240mia,mia,JoneRe99,qb_hits,0,,,,,
player,201010240mia,mia,JoneRe99,fumbles_rec,1,,,,,
player,201010240mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201010240mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201010240mia,pit,RandAn00,kick_ret,0,,,,,
player,201010240mia,pit,RandAn00,kick_ret_yds,0,,,,,
player,201010240mia,pit,RandAn00,kick_ret_yds_per_ret,,,,,,
player,201010240mia,pit,RandAn00,kick_ret_td,0,,,,,
player,201010240mia,pit,RandAn00,kick_ret_long,0,,,,,
player,201010240mia,pit,RandAn00,punt_ret,2,,,,,
player,201010240mia,pit,RandAn00,punt_ret_yds,2,,,,,
player,201010240mia,pit,RandAn00,punt_ret_yds_per_ret,1.0,,,,,
player,201010240mia,pit,RandAn00,punt_ret_td,0,,,,,
player,201010240mia,pit,RandAn00,punt_ret_long,3,,,,,
player,201010240mia,pit,SandEm00,kick_ret,5,,,,,
player,201010240mia,pit,SandEm00,kick_ret_yds,144,,,,,
player,201010240mia,pit,SandEm00,kick_ret_yds_per_ret,28.8,,,,,
player,201010240mia,pit,SandEm00,kick_ret_td,0,,,,,
player,201010240mia,pit,SandEm00,kick_ret_long,48,,,,,
player,201010240mia,pit,SandEm00,punt_ret,0,,,,,
player,201010240mia,pit,SandEm00,punt_ret_yds,0,,,,,
player,201010240mia,pit,SandEm00,punt_ret_yds_per_ret,,,,,,
player,201010240mia,pit,SandEm00,punt_ret_td,0,,,,,
player,201010240mia,pit,SandEm00,punt_ret_long,0,,,,,
player,201010240mia,mia,BessDa00,kick_ret,0,,,,,
player,201010240mia,mia,BessDa00,kick_ret_yds,0,,,,,
player,201010240mia,mia,BessDa00,kick_ret_yds_per_ret,,,,,,
player,201010240mia,mia,BessDa00,kick_ret_td,0,,,,,
player,201010240mia,mia,BessDa00,kick_ret_long,0,,,,,
player,201010240mia,mia,BessDa00,punt_ret,2,,,,,
player,201010240mia,mia,BessDa00,punt_ret_yds,27,,,,,
player,201010240mia,mia,BessDa00,punt_ret_yds_per_ret,13.5,,,,,
player,201010240mia,mia,BessDa00,punt_ret_td,0,,,,,
player,201010240mia,mia,BessDa00,punt_ret_long,16,,,,,
player,201010240mia,mia,CobbPa00,kick_ret,3,,,,,
player,201010240mia,mia,CobbPa00,kick_ret_yds,56,,,,,
player,201010240mia,mia,CobbPa00,kick_ret_yds_per_ret,18.7,,,,,
player,201010240mia,mia,CobbPa00,kick_ret_td,0,,,,,
player,201010240mia,mia,CobbPa00,kick_ret_long,26,,,,,
player,201010240mia,mia,CobbPa00,punt_ret,0,,,,,
player,201010240mia,mia,CobbPa00,punt_ret_yds,0,,,,,
player,201010240mia,mia,CobbPa00,punt_ret_yds_per_ret,,,,,,
player,201010240mia,mia,CobbPa00,punt_ret_td,0,,,,,
player,201010240mia,mia,CobbPa00,punt_ret_long,0,,,,,
player,201010240mia,mia,CarrNo00,kick_ret,2,,,,,
player,201010240mia,mia,CarrNo00,kick_ret_yds,34,,,,,
player,201010240mia,mia,CarrNo00,kick_ret_yds_per_ret,17.0,,,,,
player,201010240mia,mia,CarrNo00,kick_ret_td,0,,,,,
player,201010240mia,mia,CarrNo00,kick_ret_long,22,,,,,
player,201010240mia,mia,CarrNo00,punt_ret,0,,,,,
player,201010240mia,mia,CarrNo00,punt_ret_yds,0,,,,,
player,201010240mia,mia,CarrNo00,punt_ret_yds_per_ret,,,,,,
player,201010240mia,mia,CarrNo00,punt_ret_td,0,,,,,
player,201010240mia,mia,CarrNo00,punt_ret_long,0,,,,,
player,201010240mia,pit,reedxjef01,xpm,2,,,,,
player,201010240mia,pit,reedxjef01,xpa,2,,,,,
player,201010240mia,pit,reedxjef01,fgm,3,,,,,
player,201010240mia,pit,reedxjef01,fga,3,,,,,
player,201010240mia,pit,reedxjef01,punt,0,,,,,
player,201010240mia,pit,reedxjef01,punt_yds,0,,,,,
player,201010240mia,pit,reedxjef01,punt_yds_per_punt,,,,,,
player,201010240mia,pit,reedxjef01,punt_long,0,,,,,
player,201010240mia,pit,SepuDa20,xpm,,,,,,
player,201010240mia,pit,SepuDa20,xpa,,,,,,
player,201010240mia,pit,SepuDa20,fgm,,,,,,
player,201010240mia,pit,SepuDa20,fga,,,,,,
player,201010240mia,pit,SepuDa20,punt,3,,,,,
player,201010240mia,pit,SepuDa20,punt_yds,142,,,,,
player,201010240mia,pit,SepuDa20,punt_yds_per_punt,47.3,,,,,
player,201010240mia,pit,SepuDa20,punt_long,51,,,,,
player,201010240mia,mia,CarpDa44,xpm,1,,,,,
player,201010240mia,mia,CarpDa44,xpa,1,,,,,
player,201010240mia,mia,CarpDa44,fgm,5,,,,,
player,201010240mia,mia,CarpDa44,fga,5,,,,,
player,201010240mia,mia,CarpDa44,punt,0,,,,,
player,201010240mia,mia,CarpDa44,punt_yds,0,,,,,
player,201010240mia,mia,CarpDa44,punt_yds_per_punt,,,,,,
player,201010240mia,mia,CarpDa44,punt_long,0,,,,,
player,201010240mia,mia,FielBr20,xpm,,,,,,
player,201010240mia,mia,FielBr20,xpa,,,,,,
player,201010240mia,mia,FielBr20,fgm,,,,,,
player,201010240mia,mia,FielBr20,fga,,,,,,
player,201010240mia,mia,FielBr20,punt,3,,,,,
player,201010240mia,mia,FielBr20,punt_yds,145,,,,,
player,201010240mia,mia,FielBr20,punt_yds_per_punt,48.3,,,,,
player,201010240mia,mia,FielBr20,punt_long,66,,,,,
