game,2010,16,20101223,201012230pit,car,"Carolina Panthers",3,pit,"Pittsburgh Steelers",27
player,201012230pit,pit,GayxWi99,tackles_combined,1,,,,,
player,201012230pit,pit,GayxWi99,tackles_solo,1,,,,,
player,201012230pit,pit,GayxWi99,tackles_assists,0,,,,,
player,201012230pit,pit,GayxWi99,tackles_loss,0,,,,,
player,201012230pit,pit,GayxWi99,qb_hits,0,,,,,
player,201012230pit,pit,GayxWi99,fumbles_rec,0,,,,,
player,201012230pit,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201012230pit,pit,GayxWi99,fumbles_forced,0,,,,,
player,201012230pit,pit,HampCa00,def_int,0,,,,,
player,201012230pit,pit,HampCa00,def_int_yds,0,,,,,
player,201012230pit,pit,HampCa00,def_int_td,0,,,,,
player,201012230pit,pit,HampCa00,def_int_long,0,,,,,
player,201012230pit,pit,HampCa00,pass_defended,0,,,,,
player,201012230pit,pit,HampCa00,sacks,0.0,,,,,
player,201012230pit,pit,HampCa00,tackles_combined,1,,,,,
player,201012230pit,pit,HampCa00,tackles_solo,0,,,,,
player,201012230pit,pit,HampCa00,tackles_assists,1,,,,,
player,201012230pit,pit,HampCa00,tackles_loss,0,,,,,
player,201012230pit,pit,HampCa00,qb_hits,0,,,,,
player,201012230pit,pit,HampCa00,fumbles_rec,0,,,,,
player,201012230pit,pit,HampCa00,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,HampCa00,fumbles_rec_td,0,,,,,
player,201012230pit,pit,HampCa00,fumbles_forced,0,,,,,
player,201012230pit,pit,HokeCh20,def_int,0,,,,,
player,201012230pit,pit,HokeCh20,def_int_yds,0,,,,,
player,201012230pit,pit,HokeCh20,def_int_td,0,,,,,
player,201012230pit,pit,HokeCh20,def_int_long,0,,,,,
player,201012230pit,pit,HokeCh20,pass_defended,0,,,,,
player,201012230pit,pit,HokeCh20,sacks,0.0,,,,,
player,201012230pit,pit,HokeCh20,tackles_combined,1,,,,,
player,201012230pit,pit,HokeCh20,tackles_solo,1,,,,,
player,201012230pit,pit,HokeCh20,tackles_assists,0,,,,,
player,201012230pit,pit,HokeCh20,tackles_loss,0,,,,,
player,201012230pit,pit,HokeCh20,qb_hits,0,,,,,
player,201012230pit,pit,HokeCh20,fumbles_rec,0,,,,,
player,201012230pit,pit,HokeCh20,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,HokeCh20,fumbles_rec_td,0,,,,,
player,201012230pit,pit,HokeCh20,fumbles_forced,0,,,,,
player,201012230pit,pit,MadiAn20,def_int,0,,,,,
player,201012230pit,pit,MadiAn20,def_int_yds,0,,,,,
player,201012230pit,pit,MadiAn20,def_int_td,0,,,,,
player,201012230pit,pit,MadiAn20,def_int_long,0,,,,,
player,201012230pit,pit,MadiAn20,pass_defended,0,,,,,
player,201012230pit,pit,MadiAn20,sacks,0.0,,,,,
player,201012230pit,pit,MadiAn20,tackles_combined,1,,,,,
player,201012230pit,pit,MadiAn20,tackles_solo,1,,,,,
player,201012230pit,pit,MadiAn20,tackles_assists,0,,,,,
player,201012230pit,pit,MadiAn20,tackles_loss,0,,,,,
player,201012230pit,pit,MadiAn20,qb_hits,0,,,,,
player,201012230pit,pit,MadiAn20,fumbles_rec,0,,,,,
player,201012230pit,pit,MadiAn20,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,MadiAn20,fumbles_rec_td,0,,,,,
player,201012230pit,pit,MadiAn20,fumbles_forced,0,,,,,
player,201012230pit,pit,SandEm00,def_int,0,,,,,
player,201012230pit,pit,SandEm00,def_int_yds,0,,,,,
player,201012230pit,pit,SandEm00,def_int_td,0,,,,,
player,201012230pit,pit,SandEm00,def_int_long,0,,,,,
player,201012230pit,pit,SandEm00,pass_defended,0,,,,,
player,201012230pit,pit,SandEm00,sacks,0.0,,,,,
player,201012230pit,pit,SandEm00,tackles_combined,1,,,,,
player,201012230pit,pit,SandEm00,tackles_solo,1,,,,,
player,201012230pit,pit,SandEm00,tackles_assists,0,,,,,
player,201012230pit,pit,SandEm00,tackles_loss,0,,,,,
player,201012230pit,pit,SandEm00,qb_hits,0,,,,,
player,201012230pit,pit,SandEm00,fumbles_rec,0,,,,,
player,201012230pit,pit,SandEm00,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,SandEm00,fumbles_rec_td,0,,,,,
player,201012230pit,pit,SandEm00,fumbles_forced,0,,,,,
player,201012230pit,car,MunnCa99,kick_ret,0,,,,,
player,201012230pit,car,MunnCa99,kick_ret_yds,0,,,,,
player,201012230pit,car,MunnCa99,kick_ret_yds_per_ret,,,,,,
player,201012230pit,car,MunnCa99,kick_ret_td,0,,,,,
player,201012230pit,car,MunnCa99,kick_ret_long,0,,,,,
player,201012230pit,car,MunnCa99,punt_ret,2,,,,,
player,201012230pit,car,MunnCa99,punt_ret_yds,18,,,,,
player,201012230pit,car,MunnCa99,punt_ret_yds_per_ret,9.0,,,,,
player,201012230pit,car,MunnCa99,punt_ret_td,0,,,,,
player,201012230pit,car,MunnCa99,punt_ret_long,19,,,,,
player,201012230pit,car,GoodMi00,kick_ret,6,,,,,
player,201012230pit,car,GoodMi00,kick_ret_yds,132,,,,,
player,201012230pit,car,GoodMi00,kick_ret_yds_per_ret,22.0,,,,,
player,201012230pit,car,GoodMi00,kick_ret_td,0,,,,,
player,201012230pit,car,GoodMi00,kick_ret_long,36,,,,,
player,201012230pit,car,GoodMi00,punt_ret,0,,,,,
player,201012230pit,car,GoodMi00,punt_ret_yds,0,,,,,
player,201012230pit,car,GoodMi00,punt_ret_yds_per_ret,,,,,,
player,201012230pit,car,GoodMi00,punt_ret_td,0,,,,,
player,201012230pit,car,GoodMi00,punt_ret_long,0,,,,,
player,201012230pit,pit,BrowAn04,kick_ret,2,,,,,
player,201012230pit,pit,BrowAn04,kick_ret_yds,45,,,,,
player,201012230pit,pit,BrowAn04,kick_ret_yds_per_ret,22.5,,,,,
player,201012230pit,pit,BrowAn04,kick_ret_td,0,,,,,
player,201012230pit,pit,BrowAn04,kick_ret_long,27,,,,,
player,201012230pit,pit,BrowAn04,punt_ret,4,,,,,
player,201012230pit,pit,BrowAn04,punt_ret_yds,3,,,,,
player,201012230pit,pit,BrowAn04,punt_ret_yds_per_ret,0.8,,,,,
player,201012230pit,pit,BrowAn04,punt_ret_td,0,,,,,
player,201012230pit,pit,BrowAn04,punt_ret_long,9,,,,,
player,201012230pit,pit,RandAn00,kick_ret,0,,,,,
player,201012230pit,pit,RandAn00,kick_ret_yds,0,,,,,
player,201012230pit,pit,RandAn00,kick_ret_yds_per_ret,,,,,,
player,201012230pit,pit,RandAn00,kick_ret_td,0,,,,,
player,201012230pit,pit,RandAn00,kick_ret_long,0,,,,,
player,201012230pit,pit,RandAn00,punt_ret,1,,,,,
player,201012230pit,pit,RandAn00,punt_ret_yds,7,,,,,
player,201012230pit,pit,RandAn00,punt_ret_yds_per_ret,7.0,,,,,
player,201012230pit,pit,RandAn00,punt_ret_td,0,,,,,
player,201012230pit,pit,RandAn00,punt_ret_long,7,,,,,
player,201012230pit,car,BakeJa20,xpm,,,,,,
player,201012230pit,car,BakeJa20,xpa,,,,,,
player,201012230pit,car,BakeJa20,fgm,,,,,,
player,201012230pit,car,BakeJa20,fga,,,,,,
player,201012230pit,car,BakeJa20,punt,8,,,,,
player,201012230pit,car,BakeJa20,punt_yds,272,,,,,
player,201012230pit,car,BakeJa20,punt_yds_per_punt,34.0,,,,,
player,201012230pit,car,BakeJa20,punt_long,45,,,,,
player,201012230pit,car,kasayjoh01,xpm,,,,,,
player,201012230pit,car,kasayjoh01,xpa,,,,,,
player,201012230pit,car,kasayjoh01,fgm,1,,,,,
player,201012230pit,car,kasayjoh01,fga,1,,,,,
player,201012230pit,car,kasayjoh01,punt,0,,,,,
player,201012230pit,car,kasayjoh01,punt_yds,0,,,,,
player,201012230pit,car,kasayjoh01,punt_yds_per_punt,,,,,,
player,201012230pit,car,kasayjoh01,punt_long,0,,,,,
player,201012230pit,pit,suishsha01,xpm,3,,,,,
player,201012230pit,pit,suishsha01,xpa,3,,,,,
player,201012230pit,pit,suishsha01,fgm,2,,,,,
player,201012230pit,pit,suishsha01,fga,3,,,,,
player,201012230pit,pit,suishsha01,punt,0,,,,,
player,201012230pit,pit,suishsha01,punt_yds,0,,,,,
player,201012230pit,pit,suishsha01,punt_yds_per_punt,,,,,,
player,201012230pit,pit,suishsha01,punt_long,0,,,,,
player,201012230pit,pit,KapiJe20,xpm,,,,,,
player,201012230pit,pit,KapiJe20,xpa,,,,,,
player,201012230pit,pit,KapiJe20,fgm,,,,,,
player,201012230pit,pit,KapiJe20,fga,,,,,,
player,201012230pit,pit,KapiJe20,punt,3,,,,,
player,201012230pit,pit,KapiJe20,punt_yds,136,,,,,
player,201012230pit,pit,KapiJe20,punt_yds_per_punt,45.3,,,,,
player,201012230pit,pit,KapiJe20,punt_long,52,,,,,
