game,2010,8,20101031,201010310ram,car,"Carolina Panthers",10,ram,"St. Louis Rams",20
player,201010310ram,ram,MillBr01,sacks,0.0,,,,,
player,201010310ram,ram,MillBr01,tackles_combined,1,,,,,
player,201010310ram,ram,MillBr01,tackles_solo,1,,,,,
player,201010310ram,ram,MillBr01,tackles_assists,0,,,,,
player,201010310ram,ram,MillBr01,tackles_loss,0,,,,,
player,201010310ram,ram,MillBr01,qb_hits,0,,,,,
player,201010310ram,ram,MillBr01,fumbles_rec,0,,,,,
player,201010310ram,ram,MillBr01,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,MillBr01,fumbles_rec_td,0,,,,,
player,201010310ram,ram,MillBr01,fumbles_forced,0,,,,,
player,201010310ram,ram,VoboDa99,def_int,0,,,,,
player,201010310ram,ram,VoboDa99,def_int_yds,0,,,,,
player,201010310ram,ram,VoboDa99,def_int_td,0,,,,,
player,201010310ram,ram,VoboDa99,def_int_long,0,,,,,
player,201010310ram,ram,VoboDa99,pass_defended,0,,,,,
player,201010310ram,ram,VoboDa99,sacks,0.0,,,,,
player,201010310ram,ram,VoboDa99,tackles_combined,1,,,,,
player,201010310ram,ram,VoboDa99,tackles_solo,1,,,,,
player,201010310ram,ram,VoboDa99,tackles_assists,0,,,,,
player,201010310ram,ram,VoboDa99,tackles_loss,0,,,,,
player,201010310ram,ram,VoboDa99,qb_hits,0,,,,,
player,201010310ram,ram,VoboDa99,fumbles_rec,0,,,,,
player,201010310ram,ram,VoboDa99,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,VoboDa99,fumbles_rec_td,0,,,,,
player,201010310ram,ram,VoboDa99,fumbles_forced,0,,,,,
player,201010310ram,ram,RobbFr20,def_int,0,,,,,
player,201010310ram,ram,RobbFr20,def_int_yds,0,,,,,
player,201010310ram,ram,RobbFr20,def_int_td,0,,,,,
player,201010310ram,ram,RobbFr20,def_int_long,0,,,,,
player,201010310ram,ram,RobbFr20,pass_defended,1,,,,,
player,201010310ram,ram,RobbFr20,sacks,0.0,,,,,
player,201010310ram,ram,RobbFr20,tackles_combined,0,,,,,
player,201010310ram,ram,RobbFr20,tackles_solo,0,,,,,
player,201010310ram,ram,RobbFr20,tackles_assists,0,,,,,
player,201010310ram,ram,RobbFr20,tackles_loss,0,,,,,
player,201010310ram,ram,RobbFr20,qb_hits,1,,,,,
player,201010310ram,ram,RobbFr20,fumbles_rec,0,,,,,
player,201010310ram,ram,RobbFr20,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,RobbFr20,fumbles_rec_td,0,,,,,
player,201010310ram,ram,RobbFr20,fumbles_forced,0,,,,,
player,201010310ram,car,MunnCa99,kick_ret,0,,,,,
player,201010310ram,car,MunnCa99,kick_ret_yds,0,,,,,
player,201010310ram,car,MunnCa99,kick_ret_yds_per_ret,,,,,,
player,201010310ram,car,MunnCa99,kick_ret_td,0,,,,,
player,201010310ram,car,MunnCa99,kick_ret_long,0,,,,,
player,201010310ram,car,MunnCa99,punt_ret,1,,,,,
player,201010310ram,car,MunnCa99,punt_ret_yds,31,,,,,
player,201010310ram,car,MunnCa99,punt_ret_yds_per_ret,31.0,,,,,
player,201010310ram,car,MunnCa99,punt_ret_td,0,,,,,
player,201010310ram,car,MunnCa99,punt_ret_long,31,,,,,
player,201010310ram,car,SmitSt01,kick_ret,0,,,,,
player,201010310ram,car,SmitSt01,kick_ret_yds,0,,,,,
player,201010310ram,car,SmitSt01,kick_ret_yds_per_ret,,,,,,
player,201010310ram,car,SmitSt01,kick_ret_td,0,,,,,
player,201010310ram,car,SmitSt01,kick_ret_long,0,,,,,
player,201010310ram,car,SmitSt01,punt_ret,1,,,,,
player,201010310ram,car,SmitSt01,punt_ret_yds,8,,,,,
player,201010310ram,car,SmitSt01,punt_ret_yds_per_ret,8.0,,,,,
player,201010310ram,car,SmitSt01,punt_ret_td,0,,,,,
player,201010310ram,car,SmitSt01,punt_ret_long,8,,,,,
player,201010310ram,car,GoodMi00,kick_ret,5,,,,,
player,201010310ram,car,GoodMi00,kick_ret_yds,107,,,,,
player,201010310ram,car,GoodMi00,kick_ret_yds_per_ret,21.4,,,,,
player,201010310ram,car,GoodMi00,kick_ret_td,0,,,,,
player,201010310ram,car,GoodMi00,kick_ret_long,29,,,,,
player,201010310ram,car,GoodMi00,punt_ret,0,,,,,
player,201010310ram,car,GoodMi00,punt_ret_yds,0,,,,,
player,201010310ram,car,GoodMi00,punt_ret_yds_per_ret,,,,,,
player,201010310ram,car,GoodMi00,punt_ret_td,0,,,,,
player,201010310ram,car,GoodMi00,punt_ret_long,0,,,,,
player,201010310ram,ram,AmenDa00,kick_ret,2,,,,,
player,201010310ram,ram,AmenDa00,kick_ret_yds,45,,,,,
player,201010310ram,ram,AmenDa00,kick_ret_yds_per_ret,22.5,,,,,
player,201010310ram,ram,AmenDa00,kick_ret_td,0,,,,,
player,201010310ram,ram,AmenDa00,kick_ret_long,23,,,,,
player,201010310ram,ram,AmenDa00,punt_ret,3,,,,,
player,201010310ram,ram,AmenDa00,punt_ret_yds,13,,,,,
player,201010310ram,ram,AmenDa00,punt_ret_yds_per_ret,4.3,,,,,
player,201010310ram,ram,AmenDa00,punt_ret_td,0,,,,,
player,201010310ram,ram,AmenDa00,punt_ret_long,6,,,,,
player,201010310ram,ram,MillBr01,kick_ret,1,,,,,
player,201010310ram,ram,MillBr01,kick_ret_yds,0,,,,,
player,201010310ram,ram,MillBr01,kick_ret_yds_per_ret,0.0,,,,,
player,201010310ram,ram,MillBr01,kick_ret_td,0,,,,,
player,201010310ram,ram,MillBr01,kick_ret_long,0,,,,,
player,201010310ram,ram,MillBr01,punt_ret,0,,,,,
player,201010310ram,ram,MillBr01,punt_ret_yds,0,,,,,
player,201010310ram,ram,MillBr01,punt_ret_yds_per_ret,,,,,,
player,201010310ram,ram,MillBr01,punt_ret_td,0,,,,,
player,201010310ram,ram,MillBr01,punt_ret_long,0,,,,,
player,201010310ram,car,kasayjoh01,xpm,1,,,,,
player,201010310ram,car,kasayjoh01,xpa,1,,,,,
player,201010310ram,car,kasayjoh01,fgm,1,,,,,
player,201010310ram,car,kasayjoh01,fga,1,,,,,
player,201010310ram,car,kasayjoh01,punt,0,,,,,
player,201010310ram,car,kasayjoh01,punt_yds,0,,,,,
player,201010310ram,car,kasayjoh01,punt_yds_per_punt,,,,,,
player,201010310ram,car,kasayjoh01,punt_long,0,,,,,
player,201010310ram,car,BakeJa20,xpm,,,,,,
player,201010310ram,car,BakeJa20,xpa,,,,,,
player,201010310ram,car,BakeJa20,fgm,,,,,,
player,201010310ram,car,BakeJa20,fga,,,,,,
player,201010310ram,car,BakeJa20,punt,5,,,,,
player,201010310ram,car,BakeJa20,punt_yds,222,,,,,
player,201010310ram,car,BakeJa20,punt_yds_per_punt,44.4,,,,,
player,201010310ram,car,BakeJa20,punt_long,53,,,,,
player,201010310ram,ram,brownjos01,xpm,2,,,,,
player,201010310ram,ram,brownjos01,xpa,2,,,,,
player,201010310ram,ram,brownjos01,fgm,2,,,,,
player,201010310ram,ram,brownjos01,fga,3,,,,,
player,201010310ram,ram,brownjos01,punt,0,,,,,
player,201010310ram,ram,brownjos01,punt_yds,0,,,,,
player,201010310ram,ram,brownjos01,punt_yds_per_punt,,,,,,
player,201010310ram,ram,brownjos01,punt_long,0,,,,,
player,201010310ram,ram,JoneDo21,xpm,,,,,,
player,201010310ram,ram,JoneDo21,xpa,,,,,,
player,201010310ram,ram,JoneDo21,fgm,,,,,,
player,201010310ram,ram,JoneDo21,fga,,,,,,
player,201010310ram,ram,JoneDo21,punt,5,,,,,
player,201010310ram,ram,JoneDo21,punt_yds,241,,,,,
player,201010310ram,ram,JoneDo21,punt_yds_per_punt,48.2,,,,,
player,201010310ram,ram,JoneDo21,punt_long,59,,,,,
