game,2010,7,20101024,201010240rav,buf,"Buffalo Bills",34,rav,"Baltimore Ravens",37
player,201010240rav,rav,WilsJo99,qb_hits,0,,,,,
player,201010240rav,rav,WilsJo99,fumbles_rec,1,,,,,
player,201010240rav,rav,WilsJo99,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,WilsJo99,fumbles_rec_td,0,,,,,
player,201010240rav,rav,WilsJo99,fumbles_forced,0,,,,,
player,201010240rav,rav,ReddCo20,def_int,0,,,,,
player,201010240rav,rav,ReddCo20,def_int_yds,0,,,,,
player,201010240rav,rav,ReddCo20,def_int_td,0,,,,,
player,201010240rav,rav,ReddCo20,def_int_long,0,,,,,
player,201010240rav,rav,ReddCo20,pass_defended,1,,,,,
player,201010240rav,rav,ReddCo20,sacks,0.0,,,,,
player,201010240rav,rav,ReddCo20,tackles_combined,2,,,,,
player,201010240rav,rav,ReddCo20,tackles_solo,1,,,,,
player,201010240rav,rav,ReddCo20,tackles_assists,1,,,,,
player,201010240rav,rav,ReddCo20,tackles_loss,1,,,,,
player,201010240rav,rav,ReddCo20,qb_hits,0,,,,,
player,201010240rav,rav,ReddCo20,fumbles_rec,0,,,,,
player,201010240rav,rav,ReddCo20,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,ReddCo20,fumbles_rec_td,0,,,,,
player,201010240rav,rav,ReddCo20,fumbles_forced,0,,,,,
player,201010240rav,rav,CodyTe99,def_int,0,,,,,
player,201010240rav,rav,CodyTe99,def_int_yds,0,,,,,
player,201010240rav,rav,CodyTe99,def_int_td,0,,,,,
player,201010240rav,rav,CodyTe99,def_int_long,0,,,,,
player,201010240rav,rav,CodyTe99,pass_defended,0,,,,,
player,201010240rav,rav,CodyTe99,sacks,0.0,,,,,
player,201010240rav,rav,CodyTe99,tackles_combined,1,,,,,
player,201010240rav,rav,CodyTe99,tackles_solo,0,,,,,
player,201010240rav,rav,CodyTe99,tackles_assists,1,,,,,
player,201010240rav,rav,CodyTe99,tackles_loss,0,,,,,
player,201010240rav,rav,CodyTe99,qb_hits,0,,,,,
player,201010240rav,rav,CodyTe99,fumbles_rec,0,,,,,
player,201010240rav,rav,CodyTe99,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,CodyTe99,fumbles_rec_td,0,,,,,
player,201010240rav,rav,CodyTe99,fumbles_forced,0,,,,,
player,201010240rav,rav,KochSa20,def_int,0,,,,,
player,201010240rav,rav,KochSa20,def_int_yds,0,,,,,
player,201010240rav,rav,KochSa20,def_int_td,0,,,,,
player,201010240rav,rav,KochSa20,def_int_long,0,,,,,
player,201010240rav,rav,KochSa20,pass_defended,0,,,,,
player,201010240rav,rav,KochSa20,sacks,0.0,,,,,
player,201010240rav,rav,KochSa20,tackles_combined,1,,,,,
player,201010240rav,rav,KochSa20,tackles_solo,0,,,,,
player,201010240rav,rav,KochSa20,tackles_assists,1,,,,,
player,201010240rav,rav,KochSa20,tackles_loss,,,,,,
player,201010240rav,rav,KochSa20,qb_hits,,,,,,
player,201010240rav,rav,KochSa20,fumbles_rec,0,,,,,
player,201010240rav,rav,KochSa20,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,KochSa20,fumbles_rec_td,0,,,,,
player,201010240rav,rav,KochSa20,fumbles_forced,0,,,,,
player,201010240rav,rav,McClJa01,def_int,0,,,,,
player,201010240rav,rav,McClJa01,def_int_yds,0,,,,,
player,201010240rav,rav,McClJa01,def_int_td,0,,,,,
player,201010240rav,rav,McClJa01,def_int_long,0,,,,,
player,201010240rav,rav,McClJa01,pass_defended,0,,,,,
player,201010240rav,rav,McClJa01,sacks,0.0,,,,,
player,201010240rav,rav,McClJa01,tackles_combined,1,,,,,
player,201010240rav,rav,McClJa01,tackles_solo,1,,,,,
player,201010240rav,rav,McClJa01,tackles_assists,0,,,,,
player,201010240rav,rav,McClJa01,tackles_loss,0,,,,,
player,201010240rav,rav,McClJa01,qb_hits,0,,,,,
player,201010240rav,rav,McClJa01,fumbles_rec,0,,,,,
player,201010240rav,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201010240rav,rav,McClJa01,fumbles_forced,0,,,,,
player,201010240rav,rav,McKiBr20,def_int,0,,,,,
player,201010240rav,rav,McKiBr20,def_int_yds,0,,,,,
player,201010240rav,rav,McKiBr20,def_int_td,0,,,,,
player,201010240rav,rav,McKiBr20,def_int_long,0,,,,,
player,201010240rav,rav,McKiBr20,pass_defended,0,,,,,
player,201010240rav,rav,McKiBr20,sacks,0.0,,,,,
player,201010240rav,rav,McKiBr20,tackles_combined,1,,,,,
player,201010240rav,rav,McKiBr20,tackles_solo,1,,,,,
player,201010240rav,rav,McKiBr20,tackles_assists,0,,,,,
player,201010240rav,rav,McKiBr20,tackles_loss,0,,,,,
player,201010240rav,rav,McKiBr20,qb_hits,0,,,,,
player,201010240rav,rav,McKiBr20,fumbles_rec,0,,,,,
player,201010240rav,rav,McKiBr20,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,McKiBr20,fumbles_rec_td,0,,,,,
player,201010240rav,rav,McKiBr20,fumbles_forced,0,,,,,
player,201010240rav,rav,NakaHa99,def_int,0,,,,,
player,201010240rav,rav,NakaHa99,def_int_yds,0,,,,,
player,201010240rav,rav,NakaHa99,def_int_td,0,,,,,
player,201010240rav,rav,NakaHa99,def_int_long,0,,,,,
player,201010240rav,rav,NakaHa99,pass_defended,0,,,,,
player,201010240rav,rav,NakaHa99,sacks,0.0,,,,,
player,201010240rav,rav,NakaHa99,tackles_combined,1,,,,,
player,201010240rav,rav,NakaHa99,tackles_solo,1,,,,,
player,201010240rav,rav,NakaHa99,tackles_assists,0,,,,,
player,201010240rav,rav,NakaHa99,tackles_loss,0,,,,,
player,201010240rav,rav,NakaHa99,qb_hits,0,,,,,
player,201010240rav,rav,NakaHa99,fumbles_rec,0,,,,,
player,201010240rav,rav,NakaHa99,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,NakaHa99,fumbles_rec_td,0,,,,,
player,201010240rav,rav,NakaHa99,fumbles_forced,0,,,,,
player,201010240rav,rav,ParmJa00,def_int,0,,,,,
player,201010240rav,rav,ParmJa00,def_int_yds,0,,,,,
player,201010240rav,rav,ParmJa00,def_int_td,0,,,,,
player,201010240rav,rav,ParmJa00,def_int_long,0,,,,,
player,201010240rav,rav,ParmJa00,pass_defended,0,,,,,
player,201010240rav,rav,ParmJa00,sacks,0.0,,,,,
player,201010240rav,rav,ParmJa00,tackles_combined,1,,,,,
player,201010240rav,rav,ParmJa00,tackles_solo,1,,,,,
player,201010240rav,rav,ParmJa00,tackles_assists,0,,,,,
player,201010240rav,rav,ParmJa00,tackles_loss,0,,,,,
player,201010240rav,rav,ParmJa00,qb_hits,0,,,,,
player,201010240rav,rav,ParmJa00,fumbles_rec,0,,,,,
player,201010240rav,rav,ParmJa00,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,ParmJa00,fumbles_rec_td,0,,,,,
player,201010240rav,rav,ParmJa00,fumbles_forced,1,,,,,
player,201010240rav,rav,KrugPa99,def_int,0,,,,,
player,201010240rav,rav,KrugPa99,def_int_yds,0,,,,,
player,201010240rav,rav,KrugPa99,def_int_td,0,,,,,
player,201010240rav,rav,KrugPa99,def_int_long,0,,,,,
player,201010240rav,rav,KrugPa99,pass_defended,1,,,,,
player,201010240rav,rav,KrugPa99,sacks,0.0,,,,,
player,201010240rav,rav,KrugPa99,tackles_combined,0,,,,,
player,201010240rav,rav,KrugPa99,tackles_solo,0,,,,,
player,201010240rav,rav,KrugPa99,tackles_assists,0,,,,,
player,201010240rav,rav,KrugPa99,tackles_loss,0,,,,,
player,201010240rav,rav,KrugPa99,qb_hits,0,,,,,
player,201010240rav,rav,KrugPa99,fumbles_rec,0,,,,,
player,201010240rav,rav,KrugPa99,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,KrugPa99,fumbles_rec_td,0,,,,,
player,201010240rav,rav,KrugPa99,fumbles_forced,0,,,,,
player,201010240rav,buf,SpilC.00,kick_ret,3,,,,,
player,201010240rav,buf,SpilC.00,kick_ret_yds,75,,,,,
player,201010240rav,buf,SpilC.00,kick_ret_yds_per_ret,25.0,,,,,
player,201010240rav,buf,SpilC.00,kick_ret_td,0,,,,,
player,201010240rav,buf,SpilC.00,kick_ret_long,29,,,,,
player,201010240rav,buf,SpilC.00,punt_ret,0,,,,,
player,201010240rav,buf,SpilC.00,punt_ret_yds,0,,,,,
player,201010240rav,buf,SpilC.00,punt_ret_yds_per_ret,,,,,,
player,201010240rav,buf,SpilC.00,punt_ret_td,0,,,,,
player,201010240rav,buf,SpilC.00,punt_ret_long,0,,,,,
player,201010240rav,rav,ParmJa00,kick_ret,3,,,,,
player,201010240rav,rav,ParmJa00,kick_ret_yds,76,,,,,
player,201010240rav,rav,ParmJa00,kick_ret_yds_per_ret,25.3,,,,,
player,201010240rav,rav,ParmJa00,kick_ret_td,0,,,,,
player,201010240rav,rav,ParmJa00,kick_ret_long,32,,,,,
player,201010240rav,rav,ParmJa00,punt_ret,0,,,,,
player,201010240rav,rav,ParmJa00,punt_ret_yds,0,,,,,
player,201010240rav,rav,ParmJa00,punt_ret_yds_per_ret,,,,,,
player,201010240rav,rav,ParmJa00,punt_ret_td,0,,,,,
player,201010240rav,rav,ParmJa00,punt_ret_long,0,,,,,
player,201010240rav,rav,WilsJo99,kick_ret,3,,,,,
player,201010240rav,rav,WilsJo99,kick_ret_yds,57,,,,,
player,201010240rav,rav,WilsJo99,kick_ret_yds_per_ret,19.0,,,,,
player,201010240rav,rav,WilsJo99,kick_ret_td,0,,,,,
player,201010240rav,rav,WilsJo99,kick_ret_long,21,,,,,
player,201010240rav,rav,WilsJo99,punt_ret,0,,,,,
player,201010240rav,rav,WilsJo99,punt_ret_yds,0,,,,,
player,201010240rav,rav,WilsJo99,punt_ret_yds_per_ret,,,,,,
player,201010240rav,rav,WilsJo99,punt_ret_td,0,,,,,
player,201010240rav,rav,WilsJo99,punt_ret_long,0,,,,,
player,201010240rav,buf,linderia01,xpm,4,,,,,
player,201010240rav,buf,linderia01,xpa,4,,,,,
player,201010240rav,buf,linderia01,fgm,2,,,,,
player,201010240rav,buf,linderia01,fga,2,,,,,
player,201010240rav,buf,linderia01,punt,0,,,,,
player,201010240rav,buf,linderia01,punt_yds,0,,,,,
player,201010240rav,buf,linderia01,punt_yds_per_punt,,,,,,
player,201010240rav,buf,linderia01,punt_long,0,,,,,
player,201010240rav,buf,MoorBr24,xpm,,,,,,
player,201010240rav,buf,MoorBr24,xpa,,,,,,
player,201010240rav,buf,MoorBr24,fgm,,,,,,
player,201010240rav,buf,MoorBr24,fga,,,,,,
player,201010240rav,buf,MoorBr24,punt,2,,,,,
player,201010240rav,buf,MoorBr24,punt_yds,90,,,,,
player,201010240rav,buf,MoorBr24,punt_yds_per_punt,45.0,,,,,
player,201010240rav,buf,MoorBr24,punt_long,53,,,,,
player,201010240rav,rav,cundibil01,xpm,4,,,,,
player,201010240rav,rav,cundibil01,xpa,4,,,,,
player,201010240rav,rav,cundibil01,fgm,3,,,,,
player,201010240rav,rav,cundibil01,fga,3,,,,,
player,201010240rav,rav,cundibil01,punt,0,,,,,
player,201010240rav,rav,cundibil01,punt_yds,0,,,,,
player,201010240rav,rav,cundibil01,punt_yds_per_punt,,,,,,
player,201010240rav,rav,cundibil01,punt_long,0,,,,,
player,201010240rav,rav,KochSa20,xpm,,,,,,
player,201010240rav,rav,KochSa20,xpa,,,,,,
player,201010240rav,rav,KochSa20,fgm,,,,,,
player,201010240rav,rav,KochSa20,fga,,,,,,
player,201010240rav,rav,KochSa20,punt,5,,,,,
player,201010240rav,rav,KochSa20,punt_yds,221,,,,,
player,201010240rav,rav,KochSa20,punt_yds_per_punt,44.2,,,,,
player,201010240rav,rav,KochSa20,punt_long,52,,,,,
