game,2010,6,20101017,201010170den,nyj,"New York Jets",24,den,"Denver Broncos",20
player,201010170den,nyj,LeonJi23,kick_ret_yds_per_ret,,,,,,
player,201010170den,nyj,LeonJi23,kick_ret_td,0,,,,,
player,201010170den,nyj,LeonJi23,kick_ret_long,0,,,,,
player,201010170den,nyj,LeonJi23,punt_ret,2,,,,,
player,201010170den,nyj,LeonJi23,punt_ret_yds,17,,,,,
player,201010170den,nyj,LeonJi23,punt_ret_yds_per_ret,8.5,,,,,
player,201010170den,nyj,LeonJi23,punt_ret_td,0,,,,,
player,201010170den,nyj,LeonJi23,punt_ret_long,13,,,,,
player,201010170den,nyj,WilsKy99,kick_ret,0,,,,,
player,201010170den,nyj,WilsKy99,kick_ret_yds,0,,,,,
player,201010170den,nyj,WilsKy99,kick_ret_yds_per_ret,,,,,,
player,201010170den,nyj,WilsKy99,kick_ret_td,0,,,,,
player,201010170den,nyj,WilsKy99,kick_ret_long,0,,,,,
player,201010170den,nyj,WilsKy99,punt_ret,1,,,,,
player,201010170den,nyj,WilsKy99,punt_ret_yds,6,,,,,
player,201010170den,nyj,WilsKy99,punt_ret_yds_per_ret,6.0,,,,,
player,201010170den,nyj,WilsKy99,punt_ret_td,0,,,,,
player,201010170den,nyj,WilsKy99,punt_ret_long,6,,,,,
player,201010170den,nyj,SmitBr01,kick_ret,1,,,,,
player,201010170den,nyj,SmitBr01,kick_ret_yds,26,,,,,
player,201010170den,nyj,SmitBr01,kick_ret_yds_per_ret,26.0,,,,,
player,201010170den,nyj,SmitBr01,kick_ret_td,0,,,,,
player,201010170den,nyj,SmitBr01,kick_ret_long,26,,,,,
player,201010170den,nyj,SmitBr01,punt_ret,0,,,,,
player,201010170den,nyj,SmitBr01,punt_ret_yds,0,,,,,
player,201010170den,nyj,SmitBr01,punt_ret_yds_per_ret,,,,,,
player,201010170den,nyj,SmitBr01,punt_ret_td,0,,,,,
player,201010170den,nyj,SmitBr01,punt_ret_long,0,,,,,
player,201010170den,den,RoyaEd00,kick_ret,0,,,,,
player,201010170den,den,RoyaEd00,kick_ret_yds,0,,,,,
player,201010170den,den,RoyaEd00,kick_ret_yds_per_ret,,,,,,
player,201010170den,den,RoyaEd00,kick_ret_td,0,,,,,
player,201010170den,den,RoyaEd00,kick_ret_long,0,,,,,
player,201010170den,den,RoyaEd00,punt_ret,1,,,,,
player,201010170den,den,RoyaEd00,punt_ret_yds,32,,,,,
player,201010170den,den,RoyaEd00,punt_ret_yds_per_ret,32.0,,,,,
player,201010170den,den,RoyaEd00,punt_ret_td,0,,,,,
player,201010170den,den,RoyaEd00,punt_ret_long,32,,,,,
player,201010170den,nyj,FolkNi20,xpm,3,,,,,
player,201010170den,nyj,FolkNi20,xpa,3,,,,,
player,201010170den,nyj,FolkNi20,fgm,1,,,,,
player,201010170den,nyj,FolkNi20,fga,1,,,,,
player,201010170den,nyj,FolkNi20,punt,0,,,,,
player,201010170den,nyj,FolkNi20,punt_yds,0,,,,,
player,201010170den,nyj,FolkNi20,punt_yds_per_punt,,,,,,
player,201010170den,nyj,FolkNi20,punt_long,0,,,,,
player,201010170den,nyj,WeatSt20,xpm,,,,,,
player,201010170den,nyj,WeatSt20,xpa,,,,,,
player,201010170den,nyj,WeatSt20,fgm,,,,,,
player,201010170den,nyj,WeatSt20,fga,,,,,,
player,201010170den,nyj,WeatSt20,punt,5,,,,,
player,201010170den,nyj,WeatSt20,punt_yds,243,,,,,
player,201010170den,nyj,WeatSt20,punt_yds_per_punt,48.6,,,,,
player,201010170den,nyj,WeatSt20,punt_long,54,,,,,
player,201010170den,den,PratMa20,xpm,2,,,,,
player,201010170den,den,PratMa20,xpa,2,,,,,
player,201010170den,den,PratMa20,fgm,2,,,,,
player,201010170den,den,PratMa20,fga,3,,,,,
player,201010170den,den,PratMa20,punt,0,,,,,
player,201010170den,den,PratMa20,punt_yds,0,,,,,
player,201010170den,den,PratMa20,punt_yds_per_punt,,,,,,
player,201010170den,den,PratMa20,punt_long,0,,,,,
player,201010170den,den,ColqBr00,xpm,,,,,,
player,201010170den,den,ColqBr00,xpa,,,,,,
player,201010170den,den,ColqBr00,fgm,,,,,,
player,201010170den,den,ColqBr00,fga,,,,,,
player,201010170den,den,ColqBr00,punt,6,,,,,
player,201010170den,den,ColqBr00,punt_yds,301,,,,,
player,201010170den,den,ColqBr00,punt_yds_per_punt,50.2,,,,,
player,201010170den,den,ColqBr00,punt_long,58,,,,,
