game,2010,13,20101205,201012050cin,nor,"New Orleans Saints",34,cin,"Cincinnati Bengals",30
player,201012050cin,cin,JohnBr20,qb_hits,1,,,,,
player,201012050cin,cin,JohnBr20,fumbles_rec,0,,,,,
player,201012050cin,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201012050cin,cin,JohnBr20,fumbles_forced,0,,,,,
player,201012050cin,cin,CaldAn00,def_int,0,,,,,
player,201012050cin,cin,CaldAn00,def_int_yds,0,,,,,
player,201012050cin,cin,CaldAn00,def_int_td,0,,,,,
player,201012050cin,cin,CaldAn00,def_int_long,0,,,,,
player,201012050cin,cin,CaldAn00,pass_defended,0,,,,,
player,201012050cin,cin,CaldAn00,sacks,0.0,,,,,
player,201012050cin,cin,CaldAn00,tackles_combined,1,,,,,
player,201012050cin,cin,CaldAn00,tackles_solo,1,,,,,
player,201012050cin,cin,CaldAn00,tackles_assists,0,,,,,
player,201012050cin,cin,CaldAn00,tackles_loss,0,,,,,
player,201012050cin,cin,CaldAn00,qb_hits,0,,,,,
player,201012050cin,cin,CaldAn00,fumbles_rec,0,,,,,
player,201012050cin,cin,CaldAn00,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,CaldAn00,fumbles_rec_td,0,,,,,
player,201012050cin,cin,CaldAn00,fumbles_forced,0,,,,,
player,201012050cin,cin,CosbQu00,def_int,0,,,,,
player,201012050cin,cin,CosbQu00,def_int_yds,0,,,,,
player,201012050cin,cin,CosbQu00,def_int_td,0,,,,,
player,201012050cin,cin,CosbQu00,def_int_long,0,,,,,
player,201012050cin,cin,CosbQu00,pass_defended,0,,,,,
player,201012050cin,cin,CosbQu00,sacks,0.0,,,,,
player,201012050cin,cin,CosbQu00,tackles_combined,1,,,,,
player,201012050cin,cin,CosbQu00,tackles_solo,0,,,,,
player,201012050cin,cin,CosbQu00,tackles_assists,1,,,,,
player,201012050cin,cin,CosbQu00,tackles_loss,0,,,,,
player,201012050cin,cin,CosbQu00,qb_hits,0,,,,,
player,201012050cin,cin,CosbQu00,fumbles_rec,0,,,,,
player,201012050cin,cin,CosbQu00,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,CosbQu00,fumbles_rec_td,0,,,,,
player,201012050cin,cin,CosbQu00,fumbles_forced,0,,,,,
player,201012050cin,cin,GeatRo21,def_int,0,,,,,
player,201012050cin,cin,GeatRo21,def_int_yds,0,,,,,
player,201012050cin,cin,GeatRo21,def_int_td,0,,,,,
player,201012050cin,cin,GeatRo21,def_int_long,0,,,,,
player,201012050cin,cin,GeatRo21,pass_defended,0,,,,,
player,201012050cin,cin,GeatRo21,sacks,0.0,,,,,
player,201012050cin,cin,GeatRo21,tackles_combined,1,,,,,
player,201012050cin,cin,GeatRo21,tackles_solo,1,,,,,
player,201012050cin,cin,GeatRo21,tackles_assists,0,,,,,
player,201012050cin,cin,GeatRo21,tackles_loss,0,,,,,
player,201012050cin,cin,GeatRo21,qb_hits,0,,,,,
player,201012050cin,cin,GeatRo21,fumbles_rec,0,,,,,
player,201012050cin,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201012050cin,cin,GeatRo21,fumbles_forced,1,,,,,
player,201012050cin,cin,HarrCl20,def_int,0,,,,,
player,201012050cin,cin,HarrCl20,def_int_yds,0,,,,,
player,201012050cin,cin,HarrCl20,def_int_td,0,,,,,
player,201012050cin,cin,HarrCl20,def_int_long,0,,,,,
player,201012050cin,cin,HarrCl20,pass_defended,0,,,,,
player,201012050cin,cin,HarrCl20,sacks,0.0,,,,,
player,201012050cin,cin,HarrCl20,tackles_combined,1,,,,,
player,201012050cin,cin,HarrCl20,tackles_solo,1,,,,,
player,201012050cin,cin,HarrCl20,tackles_assists,0,,,,,
player,201012050cin,cin,HarrCl20,tackles_loss,0,,,,,
player,201012050cin,cin,HarrCl20,qb_hits,0,,,,,
player,201012050cin,cin,HarrCl20,fumbles_rec,0,,,,,
player,201012050cin,cin,HarrCl20,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,HarrCl20,fumbles_rec_td,0,,,,,
player,201012050cin,cin,HarrCl20,fumbles_forced,0,,,,,
player,201012050cin,cin,MuckRo99,def_int,0,,,,,
player,201012050cin,cin,MuckRo99,def_int_yds,0,,,,,
player,201012050cin,cin,MuckRo99,def_int_td,0,,,,,
player,201012050cin,cin,MuckRo99,def_int_long,0,,,,,
player,201012050cin,cin,MuckRo99,pass_defended,0,,,,,
player,201012050cin,cin,MuckRo99,sacks,0.0,,,,,
player,201012050cin,cin,MuckRo99,tackles_combined,1,,,,,
player,201012050cin,cin,MuckRo99,tackles_solo,0,,,,,
player,201012050cin,cin,MuckRo99,tackles_assists,1,,,,,
player,201012050cin,cin,MuckRo99,tackles_loss,0,,,,,
player,201012050cin,cin,MuckRo99,qb_hits,0,,,,,
player,201012050cin,cin,MuckRo99,fumbles_rec,0,,,,,
player,201012050cin,cin,MuckRo99,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,MuckRo99,fumbles_rec_td,0,,,,,
player,201012050cin,cin,MuckRo99,fumbles_forced,0,,,,,
player,201012050cin,cin,NelsTo00,def_int,0,,,,,
player,201012050cin,cin,NelsTo00,def_int_yds,0,,,,,
player,201012050cin,cin,NelsTo00,def_int_td,0,,,,,
player,201012050cin,cin,NelsTo00,def_int_long,0,,,,,
player,201012050cin,cin,NelsTo00,pass_defended,0,,,,,
player,201012050cin,cin,NelsTo00,sacks,0.0,,,,,
player,201012050cin,cin,NelsTo00,tackles_combined,1,,,,,
player,201012050cin,cin,NelsTo00,tackles_solo,1,,,,,
player,201012050cin,cin,NelsTo00,tackles_assists,0,,,,,
player,201012050cin,cin,NelsTo00,tackles_loss,0,,,,,
player,201012050cin,cin,NelsTo00,qb_hits,0,,,,,
player,201012050cin,cin,NelsTo00,fumbles_rec,0,,,,,
player,201012050cin,cin,NelsTo00,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,NelsTo00,fumbles_rec_td,0,,,,,
player,201012050cin,cin,NelsTo00,fumbles_forced,0,,,,,
player,201012050cin,cin,StitCl00,def_int,0,,,,,
player,201012050cin,cin,StitCl00,def_int_yds,0,,,,,
player,201012050cin,cin,StitCl00,def_int_td,0,,,,,
player,201012050cin,cin,StitCl00,def_int_long,0,,,,,
player,201012050cin,cin,StitCl00,pass_defended,0,,,,,
player,201012050cin,cin,StitCl00,sacks,0.0,,,,,
player,201012050cin,cin,StitCl00,tackles_combined,1,,,,,
player,201012050cin,cin,StitCl00,tackles_solo,0,,,,,
player,201012050cin,cin,StitCl00,tackles_assists,1,,,,,
player,201012050cin,cin,StitCl00,tackles_loss,0,,,,,
player,201012050cin,cin,StitCl00,qb_hits,0,,,,,
player,201012050cin,cin,StitCl00,fumbles_rec,0,,,,,
player,201012050cin,cin,StitCl00,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,StitCl00,fumbles_rec_td,0,,,,,
player,201012050cin,cin,StitCl00,fumbles_forced,0,,,,,
player,201012050cin,nor,PortTr99,kick_ret,0,,,,,
player,201012050cin,nor,PortTr99,kick_ret_yds,0,,,,,
player,201012050cin,nor,PortTr99,kick_ret_yds_per_ret,,,,,,
player,201012050cin,nor,PortTr99,kick_ret_td,0,,,,,
player,201012050cin,nor,PortTr99,kick_ret_long,0,,,,,
player,201012050cin,nor,PortTr99,punt_ret,1,,,,,
player,201012050cin,nor,PortTr99,punt_ret_yds,2,,,,,
player,201012050cin,nor,PortTr99,punt_ret_yds_per_ret,2.0,,,,,
player,201012050cin,nor,PortTr99,punt_ret_td,0,,,,,
player,201012050cin,nor,PortTr99,punt_ret_long,2,,,,,
player,201012050cin,nor,RobyCo00,kick_ret,4,,,,,
player,201012050cin,nor,RobyCo00,kick_ret_yds,80,,,,,
player,201012050cin,nor,RobyCo00,kick_ret_yds_per_ret,20.0,,,,,
player,201012050cin,nor,RobyCo00,kick_ret_td,0,,,,,
player,201012050cin,nor,RobyCo00,kick_ret_long,25,,,,,
player,201012050cin,nor,RobyCo00,punt_ret,0,,,,,
player,201012050cin,nor,RobyCo00,punt_ret_yds,0,,,,,
player,201012050cin,nor,RobyCo00,punt_ret_yds_per_ret,,,,,,
player,201012050cin,nor,RobyCo00,punt_ret_td,0,,,,,
player,201012050cin,nor,RobyCo00,punt_ret_long,0,,,,,
player,201012050cin,nor,EvanHe00,kick_ret,3,,,,,
player,201012050cin,nor,EvanHe00,kick_ret_yds,36,,,,,
player,201012050cin,nor,EvanHe00,kick_ret_yds_per_ret,12.0,,,,,
player,201012050cin,nor,EvanHe00,kick_ret_td,0,,,,,
player,201012050cin,nor,EvanHe00,kick_ret_long,13,,,,,
player,201012050cin,nor,EvanHe00,punt_ret,0,,,,,
player,201012050cin,nor,EvanHe00,punt_ret_yds,0,,,,,
player,201012050cin,nor,EvanHe00,punt_ret_yds_per_ret,,,,,,
player,201012050cin,nor,EvanHe00,punt_ret_td,0,,,,,
player,201012050cin,nor,EvanHe00,punt_ret_long,0,,,,,
player,201012050cin,cin,CosbQu00,kick_ret,1,,,,,
player,201012050cin,cin,CosbQu00,kick_ret_yds,14,,,,,
player,201012050cin,cin,CosbQu00,kick_ret_yds_per_ret,14.0,,,,,
player,201012050cin,cin,CosbQu00,kick_ret_td,0,,,,,
player,201012050cin,cin,CosbQu00,kick_ret_long,14,,,,,
player,201012050cin,cin,CosbQu00,punt_ret,2,,,,,
player,201012050cin,cin,CosbQu00,punt_ret_yds,30,,,,,
player,201012050cin,cin,CosbQu00,punt_ret_yds_per_ret,15.0,,,,,
player,201012050cin,cin,CosbQu00,punt_ret_td,0,,,,,
player,201012050cin,cin,CosbQu00,punt_ret_long,19,,,,,
player,201012050cin,cin,ScotBe00,kick_ret,5,,,,,
player,201012050cin,cin,ScotBe00,kick_ret_yds,165,,,,,
player,201012050cin,cin,ScotBe00,kick_ret_yds_per_ret,33.0,,,,,
player,201012050cin,cin,ScotBe00,kick_ret_td,0,,,,,
player,201012050cin,cin,ScotBe00,kick_ret_long,47,,,,,
player,201012050cin,cin,ScotBe00,punt_ret,0,,,,,
player,201012050cin,cin,ScotBe00,punt_ret_yds,0,,,,,
player,201012050cin,cin,ScotBe00,punt_ret_yds_per_ret,,,,,,
player,201012050cin,cin,ScotBe00,punt_ret_td,0,,,,,
player,201012050cin,cin,ScotBe00,punt_ret_long,0,,,,,
player,201012050cin,nor,HartGa00,xpm,4,,,,,
player,201012050cin,nor,HartGa00,xpa,4,,,,,
player,201012050cin,nor,HartGa00,fgm,2,,,,,
player,201012050cin,nor,HartGa00,fga,2,,,,,
player,201012050cin,nor,HartGa00,punt,0,,,,,
player,201012050cin,nor,HartGa00,punt_yds,0,,,,,
player,201012050cin,nor,HartGa00,punt_yds_per_punt,,,,,,
player,201012050cin,nor,HartGa00,punt_long,0,,,,,
player,201012050cin,nor,MorsTh00,xpm,,,,,,
player,201012050cin,nor,MorsTh00,xpa,,,,,,
player,201012050cin,nor,MorsTh00,fgm,,,,,,
player,201012050cin,nor,MorsTh00,fga,,,,,,
player,201012050cin,nor,MorsTh00,punt,3,,,,,
player,201012050cin,nor,MorsTh00,punt_yds,136,,,,,
player,201012050cin,nor,MorsTh00,punt_yds_per_punt,45.3,,,,,
player,201012050cin,nor,MorsTh00,punt_long,53,,,,,
player,201012050cin,cin,StitCl00,xpm,1,,,,,
player,201012050cin,cin,StitCl00,xpa,2,,,,,
player,201012050cin,cin,StitCl00,fgm,3,,,,,
player,201012050cin,cin,StitCl00,fga,3,,,,,
player,201012050cin,cin,StitCl00,punt,0,,,,,
player,201012050cin,cin,StitCl00,punt_yds,0,,,,,
player,201012050cin,cin,StitCl00,punt_yds_per_punt,,,,,,
player,201012050cin,cin,StitCl00,punt_long,0,,,,,
player,201012050cin,cin,HubeKe20,xpm,,,,,,
player,201012050cin,cin,HubeKe20,xpa,,,,,,
player,201012050cin,cin,HubeKe20,fgm,,,,,,
player,201012050cin,cin,HubeKe20,fga,,,,,,
player,201012050cin,cin,HubeKe20,punt,2,,,,,
player,201012050cin,cin,HubeKe20,punt_yds,113,,,,,
player,201012050cin,cin,HubeKe20,punt_yds_per_punt,56.5,,,,,
player,201012050cin,cin,HubeKe20,punt_long,58,,,,,
