game,2010,16,20101226,201012260jax,was,"Washington Redskins",20,jax,"Jacksonville Jaguars",17
player,201012260jax,jax,ConsSe20,tackles_assists,1,,,,,
player,201012260jax,jax,ConsSe20,tackles_loss,0,,,,,
player,201012260jax,jax,ConsSe20,qb_hits,0,,,,,
player,201012260jax,jax,ConsSe20,fumbles_rec,0,,,,,
player,201012260jax,jax,ConsSe20,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,ConsSe20,fumbles_rec_td,0,,,,,
player,201012260jax,jax,ConsSe20,fumbles_forced,0,,,,,
player,201012260jax,jax,HamlMi99,def_int,0,,,,,
player,201012260jax,jax,HamlMi99,def_int_yds,0,,,,,
player,201012260jax,jax,HamlMi99,def_int_td,0,,,,,
player,201012260jax,jax,HamlMi99,def_int_long,0,,,,,
player,201012260jax,jax,HamlMi99,pass_defended,0,,,,,
player,201012260jax,jax,HamlMi99,sacks,0.0,,,,,
player,201012260jax,jax,HamlMi99,tackles_combined,1,,,,,
player,201012260jax,jax,HamlMi99,tackles_solo,1,,,,,
player,201012260jax,jax,HamlMi99,tackles_assists,0,,,,,
player,201012260jax,jax,HamlMi99,tackles_loss,0,,,,,
player,201012260jax,jax,HamlMi99,qb_hits,0,,,,,
player,201012260jax,jax,HamlMi99,fumbles_rec,0,,,,,
player,201012260jax,jax,HamlMi99,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,HamlMi99,fumbles_rec_td,0,,,,,
player,201012260jax,jax,HamlMi99,fumbles_forced,0,,,,,
player,201012260jax,jax,HarvDe99,def_int,0,,,,,
player,201012260jax,jax,HarvDe99,def_int_yds,0,,,,,
player,201012260jax,jax,HarvDe99,def_int_td,0,,,,,
player,201012260jax,jax,HarvDe99,def_int_long,0,,,,,
player,201012260jax,jax,HarvDe99,pass_defended,0,,,,,
player,201012260jax,jax,HarvDe99,sacks,0.0,,,,,
player,201012260jax,jax,HarvDe99,tackles_combined,1,,,,,
player,201012260jax,jax,HarvDe99,tackles_solo,1,,,,,
player,201012260jax,jax,HarvDe99,tackles_assists,0,,,,,
player,201012260jax,jax,HarvDe99,tackles_loss,1,,,,,
player,201012260jax,jax,HarvDe99,qb_hits,0,,,,,
player,201012260jax,jax,HarvDe99,fumbles_rec,0,,,,,
player,201012260jax,jax,HarvDe99,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,HarvDe99,fumbles_rec_td,0,,,,,
player,201012260jax,jax,HarvDe99,fumbles_forced,0,,,,,
player,201012260jax,jax,KnigTe99,def_int,0,,,,,
player,201012260jax,jax,KnigTe99,def_int_yds,0,,,,,
player,201012260jax,jax,KnigTe99,def_int_td,0,,,,,
player,201012260jax,jax,KnigTe99,def_int_long,0,,,,,
player,201012260jax,jax,KnigTe99,pass_defended,1,,,,,
player,201012260jax,jax,KnigTe99,sacks,0.0,,,,,
player,201012260jax,jax,KnigTe99,tackles_combined,1,,,,,
player,201012260jax,jax,KnigTe99,tackles_solo,1,,,,,
player,201012260jax,jax,KnigTe99,tackles_assists,0,,,,,
player,201012260jax,jax,KnigTe99,tackles_loss,0,,,,,
player,201012260jax,jax,KnigTe99,qb_hits,1,,,,,
player,201012260jax,jax,KnigTe99,fumbles_rec,0,,,,,
player,201012260jax,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201012260jax,jax,KnigTe99,fumbles_forced,0,,,,,
player,201012260jax,jax,MathRa99,def_int,0,,,,,
player,201012260jax,jax,MathRa99,def_int_yds,0,,,,,
player,201012260jax,jax,MathRa99,def_int_td,0,,,,,
player,201012260jax,jax,MathRa99,def_int_long,0,,,,,
player,201012260jax,jax,MathRa99,pass_defended,0,,,,,
player,201012260jax,jax,MathRa99,sacks,0.0,,,,,
player,201012260jax,jax,MathRa99,tackles_combined,1,,,,,
player,201012260jax,jax,MathRa99,tackles_solo,1,,,,,
player,201012260jax,jax,MathRa99,tackles_assists,0,,,,,
player,201012260jax,jax,MathRa99,tackles_loss,0,,,,,
player,201012260jax,jax,MathRa99,qb_hits,0,,,,,
player,201012260jax,jax,MathRa99,fumbles_rec,0,,,,,
player,201012260jax,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201012260jax,jax,MathRa99,fumbles_forced,0,,,,,
player,201012260jax,jax,MillZa02,def_int,0,,,,,
player,201012260jax,jax,MillZa02,def_int_yds,0,,,,,
player,201012260jax,jax,MillZa02,def_int_td,0,,,,,
player,201012260jax,jax,MillZa02,def_int_long,0,,,,,
player,201012260jax,jax,MillZa02,pass_defended,0,,,,,
player,201012260jax,jax,MillZa02,sacks,0.0,,,,,
player,201012260jax,jax,MillZa02,tackles_combined,1,,,,,
player,201012260jax,jax,MillZa02,tackles_solo,0,,,,,
player,201012260jax,jax,MillZa02,tackles_assists,1,,,,,
player,201012260jax,jax,MillZa02,tackles_loss,0,,,,,
player,201012260jax,jax,MillZa02,qb_hits,0,,,,,
player,201012260jax,jax,MillZa02,fumbles_rec,0,,,,,
player,201012260jax,jax,MillZa02,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,MillZa02,fumbles_rec_td,0,,,,,
player,201012260jax,jax,MillZa02,fumbles_forced,0,,,,,
player,201012260jax,jax,OsgoKa00,def_int,0,,,,,
player,201012260jax,jax,OsgoKa00,def_int_yds,0,,,,,
player,201012260jax,jax,OsgoKa00,def_int_td,0,,,,,
player,201012260jax,jax,OsgoKa00,def_int_long,0,,,,,
player,201012260jax,jax,OsgoKa00,pass_defended,0,,,,,
player,201012260jax,jax,OsgoKa00,sacks,0.0,,,,,
player,201012260jax,jax,OsgoKa00,tackles_combined,1,,,,,
player,201012260jax,jax,OsgoKa00,tackles_solo,1,,,,,
player,201012260jax,jax,OsgoKa00,tackles_assists,0,,,,,
player,201012260jax,jax,OsgoKa00,tackles_loss,0,,,,,
player,201012260jax,jax,OsgoKa00,qb_hits,0,,,,,
player,201012260jax,jax,OsgoKa00,fumbles_rec,0,,,,,
player,201012260jax,jax,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,OsgoKa00,fumbles_rec_td,0,,,,,
player,201012260jax,jax,OsgoKa00,fumbles_forced,0,,,,,
player,201012260jax,jax,OwenMo01,def_int,0,,,,,
player,201012260jax,jax,OwenMo01,def_int_yds,0,,,,,
player,201012260jax,jax,OwenMo01,def_int_td,0,,,,,
player,201012260jax,jax,OwenMo01,def_int_long,0,,,,,
player,201012260jax,jax,OwenMo01,pass_defended,0,,,,,
player,201012260jax,jax,OwenMo01,sacks,0.0,,,,,
player,201012260jax,jax,OwenMo01,tackles_combined,1,,,,,
player,201012260jax,jax,OwenMo01,tackles_solo,0,,,,,
player,201012260jax,jax,OwenMo01,tackles_assists,1,,,,,
player,201012260jax,jax,OwenMo01,tackles_loss,0,,,,,
player,201012260jax,jax,OwenMo01,qb_hits,0,,,,,
player,201012260jax,jax,OwenMo01,fumbles_rec,0,,,,,
player,201012260jax,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201012260jax,jax,OwenMo01,fumbles_forced,0,,,,,
player,201012260jax,was,BankBr00,kick_ret,3,,,,,
player,201012260jax,was,BankBr00,kick_ret_yds,67,,,,,
player,201012260jax,was,BankBr00,kick_ret_yds_per_ret,22.3,,,,,
player,201012260jax,was,BankBr00,kick_ret_td,0,,,,,
player,201012260jax,was,BankBr00,kick_ret_long,32,,,,,
player,201012260jax,was,BankBr00,punt_ret,3,,,,,
player,201012260jax,was,BankBr00,punt_ret_yds,11,,,,,
player,201012260jax,was,BankBr00,punt_ret_yds_per_ret,3.7,,,,,
player,201012260jax,was,BankBr00,punt_ret_td,0,,,,,
player,201012260jax,was,BankBr00,punt_ret_long,4,,,,,
player,201012260jax,jax,ThomMi01,kick_ret,0,,,,,
player,201012260jax,jax,ThomMi01,kick_ret_yds,0,,,,,
player,201012260jax,jax,ThomMi01,kick_ret_yds_per_ret,,,,,,
player,201012260jax,jax,ThomMi01,kick_ret_td,0,,,,,
player,201012260jax,jax,ThomMi01,kick_ret_long,0,,,,,
player,201012260jax,jax,ThomMi01,punt_ret,5,,,,,
player,201012260jax,jax,ThomMi01,punt_ret_yds,38,,,,,
player,201012260jax,jax,ThomMi01,punt_ret_yds_per_ret,7.6,,,,,
player,201012260jax,jax,ThomMi01,punt_ret_td,0,,,,,
player,201012260jax,jax,ThomMi01,punt_ret_long,21,,,,,
player,201012260jax,jax,BracTy99,kick_ret,0,,,,,
player,201012260jax,jax,BracTy99,kick_ret_yds,0,,,,,
player,201012260jax,jax,BracTy99,kick_ret_yds_per_ret,,,,,,
player,201012260jax,jax,BracTy99,kick_ret_td,0,,,,,
player,201012260jax,jax,BracTy99,kick_ret_long,0,,,,,
player,201012260jax,jax,BracTy99,punt_ret,1,,,,,
player,201012260jax,jax,BracTy99,punt_ret_yds,1,,,,,
player,201012260jax,jax,BracTy99,punt_ret_yds_per_ret,1.0,,,,,
player,201012260jax,jax,BracTy99,punt_ret_td,0,,,,,
player,201012260jax,jax,BracTy99,punt_ret_long,1,,,,,
player,201012260jax,jax,OsgoKa00,kick_ret,0,,,,,
player,201012260jax,jax,OsgoKa00,kick_ret_yds,0,,,,,
player,201012260jax,jax,OsgoKa00,kick_ret_yds_per_ret,,,,,,
player,201012260jax,jax,OsgoKa00,kick_ret_td,0,,,,,
player,201012260jax,jax,OsgoKa00,kick_ret_long,0,,,,,
player,201012260jax,jax,OsgoKa00,punt_ret,1,,,,,
player,201012260jax,jax,OsgoKa00,punt_ret_yds,0,,,,,
player,201012260jax,jax,OsgoKa00,punt_ret_yds_per_ret,0.0,,,,,
player,201012260jax,jax,OsgoKa00,punt_ret_td,0,,,,,
player,201012260jax,jax,OsgoKa00,punt_ret_long,0,,,,,
player,201012260jax,jax,KariDe00,kick_ret,4,,,,,
player,201012260jax,jax,KariDe00,kick_ret_yds,67,,,,,
player,201012260jax,jax,KariDe00,kick_ret_yds_per_ret,16.8,,,,,
player,201012260jax,jax,KariDe00,kick_ret_td,0,,,,,
player,201012260jax,jax,KariDe00,kick_ret_long,21,,,,,
player,201012260jax,jax,KariDe00,punt_ret,0,,,,,
player,201012260jax,jax,KariDe00,punt_ret_yds,0,,,,,
player,201012260jax,jax,KariDe00,punt_ret_yds_per_ret,,,,,,
player,201012260jax,jax,KariDe00,punt_ret_td,0,,,,,
player,201012260jax,jax,KariDe00,punt_ret_long,0,,,,,
player,201012260jax,jax,BoleBr00,kick_ret,1,,,,,
player,201012260jax,jax,BoleBr00,kick_ret_yds,5,,,,,
player,201012260jax,jax,BoleBr00,kick_ret_yds_per_ret,5.0,,,,,
player,201012260jax,jax,BoleBr00,kick_ret_td,0,,,,,
player,201012260jax,jax,BoleBr00,kick_ret_long,5,,,,,
player,201012260jax,jax,BoleBr00,punt_ret,0,,,,,
player,201012260jax,jax,BoleBr00,punt_ret_yds,0,,,,,
player,201012260jax,jax,BoleBr00,punt_ret_yds_per_ret,,,,,,
player,201012260jax,jax,BoleBr00,punt_ret_td,0,,,,,
player,201012260jax,jax,BoleBr00,punt_ret_long,0,,,,,
player,201012260jax,was,GanoGr44,xpm,2,,,,,
player,201012260jax,was,GanoGr44,xpa,2,,,,,
player,201012260jax,was,GanoGr44,fgm,2,,,,,
player,201012260jax,was,GanoGr44,fga,2,,,,,
player,201012260jax,was,GanoGr44,punt,0,,,,,
player,201012260jax,was,GanoGr44,punt_yds,0,,,,,
player,201012260jax,was,GanoGr44,punt_yds_per_punt,,,,,,
player,201012260jax,was,GanoGr44,punt_long,0,,,,,
player,201012260jax,was,PaulSa20,xpm,,,,,,
player,201012260jax,was,PaulSa20,xpa,,,,,,
player,201012260jax,was,PaulSa20,fgm,,,,,,
player,201012260jax,was,PaulSa20,fga,,,,,,
player,201012260jax,was,PaulSa20,punt,9,,,,,
player,201012260jax,was,PaulSa20,punt_yds,368,,,,,
player,201012260jax,was,PaulSa20,punt_yds_per_punt,40.9,,,,,
player,201012260jax,was,PaulSa20,punt_long,52,,,,,
player,201012260jax,jax,scobejos01,xpm,2,,,,,
player,201012260jax,jax,scobejos01,xpa,2,,,,,
player,201012260jax,jax,scobejos01,fgm,1,,,,,
player,201012260jax,jax,scobejos01,fga,2,,,,,
player,201012260jax,jax,scobejos01,punt,0,,,,,
player,201012260jax,jax,scobejos01,punt_yds,0,,,,,
player,201012260jax,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201012260jax,jax,scobejos01,punt_long,0,,,,,
player,201012260jax,jax,PodlAd20,xpm,,,,,,
player,201012260jax,jax,PodlAd20,xpa,,,,,,
player,201012260jax,jax,PodlAd20,fgm,,,,,,
player,201012260jax,jax,PodlAd20,fga,,,,,,
player,201012260jax,jax,PodlAd20,punt,7,,,,,
player,201012260jax,jax,PodlAd20,punt_yds,318,,,,,
player,201012260jax,jax,PodlAd20,punt_yds_per_punt,45.4,,,,,
player,201012260jax,jax,PodlAd20,punt_long,52,,,,,
