game,2010,13,20101205,201012050oti,jax,"Jacksonville Jaguars",17,oti,"Tennessee Titans",6
player,201012050oti,oti,BailPa99,fumbles_rec_td,0,,,,,
player,201012050oti,oti,BailPa99,fumbles_forced,0,,,,,
player,201012050oti,oti,FordJa99,def_int,0,,,,,
player,201012050oti,oti,FordJa99,def_int_yds,0,,,,,
player,201012050oti,oti,FordJa99,def_int_td,0,,,,,
player,201012050oti,oti,FordJa99,def_int_long,0,,,,,
player,201012050oti,oti,FordJa99,pass_defended,0,,,,,
player,201012050oti,oti,FordJa99,sacks,0.0,,,,,
player,201012050oti,oti,FordJa99,tackles_combined,1,,,,,
player,201012050oti,oti,FordJa99,tackles_solo,0,,,,,
player,201012050oti,oti,FordJa99,tackles_assists,1,,,,,
player,201012050oti,oti,FordJa99,tackles_loss,0,,,,,
player,201012050oti,oti,FordJa99,qb_hits,0,,,,,
player,201012050oti,oti,FordJa99,fumbles_rec,0,,,,,
player,201012050oti,oti,FordJa99,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,FordJa99,fumbles_rec_td,0,,,,,
player,201012050oti,oti,FordJa99,fumbles_forced,0,,,,,
player,201012050oti,oti,MariMa00,def_int,0,,,,,
player,201012050oti,oti,MariMa00,def_int_yds,0,,,,,
player,201012050oti,oti,MariMa00,def_int_td,0,,,,,
player,201012050oti,oti,MariMa00,def_int_long,0,,,,,
player,201012050oti,oti,MariMa00,pass_defended,0,,,,,
player,201012050oti,oti,MariMa00,sacks,0.0,,,,,
player,201012050oti,oti,MariMa00,tackles_combined,1,,,,,
player,201012050oti,oti,MariMa00,tackles_solo,1,,,,,
player,201012050oti,oti,MariMa00,tackles_assists,0,,,,,
player,201012050oti,oti,MariMa00,tackles_loss,0,,,,,
player,201012050oti,oti,MariMa00,qb_hits,0,,,,,
player,201012050oti,oti,MariMa00,fumbles_rec,0,,,,,
player,201012050oti,oti,MariMa00,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,MariMa00,fumbles_rec_td,0,,,,,
player,201012050oti,oti,MariMa00,fumbles_forced,0,,,,,
player,201012050oti,jax,KariDe00,kick_ret,3,,,,,
player,201012050oti,jax,KariDe00,kick_ret_yds,74,,,,,
player,201012050oti,jax,KariDe00,kick_ret_yds_per_ret,24.7,,,,,
player,201012050oti,jax,KariDe00,kick_ret_td,0,,,,,
player,201012050oti,jax,KariDe00,kick_ret_long,31,,,,,
player,201012050oti,jax,KariDe00,punt_ret,0,,,,,
player,201012050oti,jax,KariDe00,punt_ret_yds,0,,,,,
player,201012050oti,jax,KariDe00,punt_ret_yds_per_ret,,,,,,
player,201012050oti,jax,KariDe00,punt_ret_td,0,,,,,
player,201012050oti,jax,KariDe00,punt_ret_long,0,,,,,
player,201012050oti,oti,MariMa00,kick_ret,2,,,,,
player,201012050oti,oti,MariMa00,kick_ret_yds,37,,,,,
player,201012050oti,oti,MariMa00,kick_ret_yds_per_ret,18.5,,,,,
player,201012050oti,oti,MariMa00,kick_ret_td,0,,,,,
player,201012050oti,oti,MariMa00,kick_ret_long,19,,,,,
player,201012050oti,oti,MariMa00,punt_ret,1,,,,,
player,201012050oti,oti,MariMa00,punt_ret_yds,4,,,,,
player,201012050oti,oti,MariMa00,punt_ret_yds_per_ret,4.0,,,,,
player,201012050oti,oti,MariMa00,punt_ret_td,0,,,,,
player,201012050oti,oti,MariMa00,punt_ret_long,4,,,,,
player,201012050oti,jax,scobejos01,xpm,2,,,,,
player,201012050oti,jax,scobejos01,xpa,2,,,,,
player,201012050oti,jax,scobejos01,fgm,1,,,,,
player,201012050oti,jax,scobejos01,fga,3,,,,,
player,201012050oti,jax,scobejos01,punt,0,,,,,
player,201012050oti,jax,scobejos01,punt_yds,0,,,,,
player,201012050oti,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201012050oti,jax,scobejos01,punt_long,0,,,,,
player,201012050oti,jax,PodlAd20,xpm,,,,,,
player,201012050oti,jax,PodlAd20,xpa,,,,,,
player,201012050oti,jax,PodlAd20,fgm,,,,,,
player,201012050oti,jax,PodlAd20,fga,,,,,,
player,201012050oti,jax,PodlAd20,punt,2,,,,,
player,201012050oti,jax,PodlAd20,punt_yds,86,,,,,
player,201012050oti,jax,PodlAd20,punt_yds_per_punt,43.0,,,,,
player,201012050oti,jax,PodlAd20,punt_long,46,,,,,
player,201012050oti,oti,KernBr20,xpm,,,,,,
player,201012050oti,oti,KernBr20,xpa,,,,,,
player,201012050oti,oti,KernBr20,fgm,,,,,,
player,201012050oti,oti,KernBr20,fga,,,,,,
player,201012050oti,oti,KernBr20,punt,2,,,,,
player,201012050oti,oti,KernBr20,punt_yds,72,,,,,
player,201012050oti,oti,KernBr20,punt_yds_per_punt,36.0,,,,,
player,201012050oti,oti,KernBr20,punt_long,40,,,,,
player,201012050oti,oti,bironrob01,xpm,,,,,,
player,201012050oti,oti,bironrob01,xpa,,,,,,
player,201012050oti,oti,bironrob01,fgm,2,,,,,
player,201012050oti,oti,bironrob01,fga,2,,,,,
player,201012050oti,oti,bironrob01,punt,0,,,,,
player,201012050oti,oti,bironrob01,punt_yds,0,,,,,
player,201012050oti,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201012050oti,oti,bironrob01,punt_long,0,,,,,
